Entry ID,[Filter],Initiative,Magic EXP,Enemy #0 ID,[JP enemy #0 name],Enemy #1 ID,[JP enemy #1 name],Enemy #2 ID,[JP enemy #2 name],Enemy #3 ID,[JP enemy #3 name],Enemy #4 ID,[JP enemy #4 name],Enemy #5 ID,[JP enemy #5 name],Enemy #6 ID,[JP enemy #6 name],Enemy #7 ID,[JP enemy #7 name]
25,a099a_01ep.enp,12,1,4,アーアペプ,3,マロッカ,15,ヌール,255,None,255,None,255,None,255,None,255,None
26,a099a_01ep.enp,12,1,4,アーアペプ,3,マロッカ,15,ヌール,15,ヌール,255,None,255,None,255,None,255,None
27,a099a_01ep.enp,12,1,4,アーアペプ,3,マロッカ,29,エルモ,255,None,255,None,255,None,255,None,255,None
28,a099a_01ep.enp,12,1,4,アーアペプ,3,マロッカ,3,マロッカ,29,エルモ,29,エルモ,255,None,255,None,255,None
29,a099a_01ep.enp,12,1,4,アーアペプ,4,アーアペプ,29,エルモ,15,ヌール,15,ヌール,255,None,255,None,255,None
30,a099a_01ep.enp,12,1,4,アーアペプ,4,アーアペプ,3,マロッカ,15,ヌール,15,ヌール,255,None,255,None,255,None
31,a099a_01ep.enp,12,1,4,アーアペプ,4,アーアペプ,3,マロッカ,29,エルモ,255,None,255,None,255,None,255,None
0,a099a_02ep.enp,44,1,18,セベスク,18,セベスク,255,None,255,None,255,None,255,None,255,None,255,None
1,a099a_02ep.enp,44,1,18,セベスク,18,セベスク,18,セベスク,255,None,255,None,255,None,255,None,255,None
2,a099a_02ep.enp,34,1,18,セベスク,18,セベスク,18,セベスク,18,セベスク,255,None,255,None,255,None,255,None
3,a099a_02ep.enp,29,1,19,ユールマラー,255,None,255,None,255,None,255,None,255,None,255,None,255,None
4,a099a_02ep.enp,29,1,19,ユールマラー,19,ユールマラー,19,ユールマラー,255,None,255,None,255,None,255,None,255,None
5,a099a_02ep.enp,24,1,19,ユールマラー,19,ユールマラー,19,ユールマラー,19,ユールマラー,19,ユールマラー,255,None,255,None,255,None
6,a099a_02ep.enp,44,1,18,セベスク,3,マロッカ,3,マロッカ,3,マロッカ,255,None,255,None,255,None,255,None
7,a099a_02ep.enp,44,1,18,セベスク,3,マロッカ,3,マロッカ,3,マロッカ,3,マロッカ,3,マロッカ,255,None,255,None
8,a099a_02ep.enp,44,1,18,セベスク,18,セベスク,3,マロッカ,3,マロッカ,255,None,255,None,255,None,255,None
9,a099a_02ep.enp,34,1,19,ユールマラー,3,マロッカ,3,マロッカ,255,None,255,None,255,None,255,None,255,None
10,a099a_02ep.enp,34,1,19,ユールマラー,3,マロッカ,3,マロッカ,3,マロッカ,3,マロッカ,255,None,255,None,255,None
11,a099a_02ep.enp,34,1,19,ユールマラー,19,ユールマラー,3,マロッカ,3,マロッカ,255,None,255,None,255,None,255,None
12,a099a_02ep.enp,44,1,4,アーアペプ,18,セベスク,18,セベスク,255,None,255,None,255,None,255,None,255,None
13,a099a_02ep.enp,44,1,4,アーアペプ,18,セベスク,18,セベスク,18,セベスク,255,None,255,None,255,None,255,None
14,a099a_02ep.enp,34,1,4,アーアペプ,19,ユールマラー,255,None,255,None,255,None,255,None,255,None,255,None
15,a099a_02ep.enp,24,1,4,アーアペプ,4,アーアペプ,19,ユールマラー,19,ユールマラー,255,None,255,None,255,None,255,None
16,a099a_02ep.enp,39,1,18,セベスク,19,ユールマラー,255,None,255,None,255,None,255,None,255,None,255,None
17,a099a_02ep.enp,39,1,18,セベスク,18,セベスク,19,ユールマラー,255,None,255,None,255,None,255,None,255,None
18,a099a_02ep.enp,29,1,18,セベスク,18,セベスク,18,セベスク,19,ユールマラー,255,None,255,None,255,None,255,None
19,a099a_02ep.enp,29,1,18,セベスク,18,セベスク,19,ユールマラー,19,ユールマラー,255,None,255,None,255,None,255,None
20,a099a_02ep.enp,39,1,18,セベスク,19,ユールマラー,19,ユールマラー,255,None,255,None,255,None,255,None,255,None
21,a099a_02ep.enp,24,1,18,セベスク,19,ユールマラー,19,ユールマラー,19,ユールマラー,19,ユールマラー,255,None,255,None,255,None
22,a099a_02ep.enp,39,1,18,セベスク,19,ユールマラー,3,マロッカ,255,None,255,None,255,None,255,None,255,None
23,a099a_02ep.enp,39,1,18,セベスク,19,ユールマラー,3,マロッカ,3,マロッカ,3,マロッカ,255,None,255,None,255,None
24,a099a_02ep.enp,29,1,18,セベスク,18,セベスク,19,ユールマラー,3,マロッカ,3,マロッカ,255,None,255,None,255,None
25,a099a_02ep.enp,29,1,18,セベスク,18,セベスク,19,ユールマラー,19,ユールマラー,3,マロッカ,255,None,255,None,255,None
26,a099a_02ep.enp,39,1,18,セベスク,19,ユールマラー,4,アーアペプ,255,None,255,None,255,None,255,None,255,None
27,a099a_02ep.enp,29,1,18,セベスク,18,セベスク,19,ユールマラー,4,アーアペプ,255,None,255,None,255,None,255,None
28,a099a_02ep.enp,39,1,18,セベスク,19,ユールマラー,4,アーアペプ,4,アーアペプ,255,None,255,None,255,None,255,None
29,a099a_02ep.enp,29,1,18,セベスク,19,ユールマラー,19,ユールマラー,4,アーアペプ,255,None,255,None,255,None,255,None
30,a099a_02ep.enp,52,1,17,ツィツィ,17,ツィツィ,17,ツィツィ,255,None,255,None,255,None,255,None,255,None
31,a099a_02ep.enp,52,1,17,ツィツィ,17,ツィツィ,17,ツィツィ,17,ツィツィ,17,ツィツィ,255,None,255,None,255,None
0,a099a_03ep.enp,63,2,13,アスフール,13,アスフール,13,アスフール,13,アスフール,255,None,255,None,255,None,255,None
1,a099a_03ep.enp,63,2,13,アスフール,13,アスフール,13,アスフール,13,アスフール,13,アスフール,13,アスフール,255,None,255,None
2,a099a_03ep.enp,73,2,96,ロッキ,96,ロッキ,255,None,255,None,255,None,255,None,255,None,255,None
3,a099a_03ep.enp,73,2,96,ロッキ,96,ロッキ,96,ロッキ,255,None,255,None,255,None,255,None,255,None
4,a099a_03ep.enp,88,2,30,エルモック,255,None,255,None,255,None,255,None,255,None,255,None,255,None
5,a099a_03ep.enp,88,2,30,エルモック,30,エルモック,30,エルモック,255,None,255,None,255,None,255,None,255,None
6,a099a_03ep.enp,58,2,93,ヘベレル,93,ヘベレル,93,ヘベレル,255,None,255,None,255,None,255,None,255,None
7,a099a_03ep.enp,58,2,93,ヘベレル,93,ヘベレル,93,ヘベレル,93,ヘベレル,255,None,255,None,255,None,255,None
8,a099a_03ep.enp,29,2,19,ユールマラー,19,ユールマラー,19,ユールマラー,19,ユールマラー,19,ユールマラー,19,ユールマラー,19,ユールマラー,255,None
9,a099a_03ep.enp,68,2,13,アスフール,96,ロッキ,255,None,255,None,255,None,255,None,255,None,255,None
10,a099a_03ep.enp,58,2,13,アスフール,13,アスフール,13,アスフール,96,ロッキ,255,None,255,None,255,None,255,None
11,a099a_03ep.enp,48,2,13,アスフール,13,アスフール,13,アスフール,13,アスフール,96,ロッキ,96,ロッキ,255,None,255,None
12,a099a_03ep.enp,73,2,13,アスフール,13,アスフール,13,アスフール,30,エルモック,255,None,255,None,255,None,255,None
13,a099a_03ep.enp,63,2,13,アスフール,13,アスフール,13,アスフール,13,アスフール,13,アスフール,30,エルモック,255,None,255,None
14,a099a_03ep.enp,58,2,13,アスフール,13,アスフール,19,ユールマラー,19,ユールマラー,19,ユールマラー,19,ユールマラー,255,None,255,None
15,a099a_03ep.enp,58,2,13,アスフール,93,ヘベレル,255,None,255,None,255,None,255,None,255,None,255,None
16,a099a_03ep.enp,58,2,13,アスフール,13,アスフール,93,ヘベレル,93,ヘベレル,255,None,255,None,255,None,255,None
17,a099a_03ep.enp,78,2,96,ロッキ,30,エルモック,255,None,255,None,255,None,255,None,255,None,255,None
18,a099a_03ep.enp,78,2,96,ロッキ,96,ロッキ,30,エルモック,30,エルモック,255,None,255,None,255,None,255,None
19,a099a_03ep.enp,68,2,96,ロッキ,93,ヘベレル,93,ヘベレル,255,None,255,None,255,None,255,None,255,None
20,a099a_03ep.enp,68,2,96,ロッキ,93,ヘベレル,93,ヘベレル,93,ヘベレル,93,ヘベレル,255,None,255,None,255,None
21,a099a_03ep.enp,68,2,96,ロッキ,19,ユールマラー,19,ユールマラー,19,ユールマラー,19,ユールマラー,255,None,255,None,255,None
22,a099a_03ep.enp,68,2,30,エルモック,93,ヘベレル,93,ヘベレル,255,None,255,None,255,None,255,None,255,None
23,a099a_03ep.enp,68,2,30,エルモック,30,エルモック,93,ヘベレル,93,ヘベレル,93,ヘベレル,93,ヘベレル,255,None,255,None
24,a099a_03ep.enp,68,2,30,エルモック,19,ユールマラー,19,ユールマラー,19,ユールマラー,255,None,255,None,255,None,255,None
25,a099a_03ep.enp,58,2,93,ヘベレル,93,ヘベレル,19,ユールマラー,19,ユールマラー,19,ユールマラー,19,ユールマラー,255,None,255,None
26,a099a_03ep.enp,68,2,13,アスフール,96,ロッキ,30,エルモック,255,None,255,None,255,None,255,None,255,None
27,a099a_03ep.enp,68,2,13,アスフール,13,アスフール,96,ロッキ,30,エルモック,255,None,255,None,255,None,255,None
28,a099a_03ep.enp,63,2,13,アスフール,96,ロッキ,93,ヘベレル,255,None,255,None,255,None,255,None,255,None
29,a099a_03ep.enp,63,2,13,アスフール,13,アスフール,96,ロッキ,96,ロッキ,93,ヘベレル,93,ヘベレル,255,None,255,None
30,a099a_03ep.enp,58,2,13,アスフール,96,ロッキ,19,ユールマラー,19,ユールマラー,255,None,255,None,255,None,255,None
31,a099a_03ep.enp,63,2,30,エルモック,93,ヘベレル,19,ユールマラー,19,ユールマラー,19,ユールマラー,19,ユールマラー,255,None,255,None
0,a099a_04ep.enp,75,2,64,デモンヌール,64,デモンヌール,64,デモンヌール,255,None,255,None,255,None,255,None,255,None
1,a099a_04ep.enp,75,2,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,255,None,255,None,255,None,255,None
2,a099a_04ep.enp,70,2,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,255,None,255,None,255,None
3,a099a_04ep.enp,65,2,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,255,None,255,None
4,a099a_04ep.enp,60,2,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,255,None
5,a099a_04ep.enp,80,2,64,デモンヌール,64,デモンヌール,30,エルモック,255,None,255,None,255,None,255,None,255,None
6,a099a_04ep.enp,75,2,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,30,エルモック,255,None,255,None,255,None
7,a099a_04ep.enp,80,2,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,30,エルモック,255,None
8,a099a_04ep.enp,80,2,64,デモンヌール,64,デモンヌール,30,エルモック,30,エルモック,255,None,255,None,255,None,255,None
9,a099a_04ep.enp,70,2,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,30,エルモック,30,エルモック,255,None,255,None
10,a099a_04ep.enp,80,2,64,デモンヌール,64,デモンヌール,30,エルモック,30,エルモック,30,エルモック,255,None,255,None,255,None
11,a099a_04ep.enp,70,2,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,30,エルモック,30,エルモック,30,エルモック,255,None
0,a099a_05ep.enp,75,2,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,255,None,255,None,255,None,255,None
1,a099a_05ep.enp,70,2,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,255,None,255,None,255,None
2,a099a_05ep.enp,65,2,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,255,None,255,None
3,a099a_05ep.enp,84,2,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,41,エルモンテ,255,None,255,None,255,None
4,a099a_05ep.enp,84,2,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,41,エルモンテ,255,None
5,a099a_05ep.enp,84,2,64,デモンヌール,64,デモンヌール,41,エルモンテ,41,エルモンテ,255,None,255,None,255,None,255,None
6,a099a_05ep.enp,79,2,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,41,エルモンテ,41,エルモンテ,255,None,255,None
7,a099a_05ep.enp,84,2,64,デモンヌール,64,デモンヌール,41,エルモンテ,41,エルモンテ,41,エルモンテ,255,None,255,None,255,None
8,a099a_05ep.enp,104,2,41,エルモンテ,255,None,255,None,255,None,255,None,255,None,255,None,255,None
9,a099a_05ep.enp,104,2,41,エルモンテ,41,エルモンテ,41,エルモンテ,255,None,255,None,255,None,255,None,255,None
10,a099a_05ep.enp,84,2,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,255,None,255,None,255,None,255,None,255,None
11,a099a_05ep.enp,84,2,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,255,None,255,None,255,None
12,a099a_05ep.enp,74,2,36,ソピローテ,36,ソピローテ,255,None,255,None,255,None,255,None,255,None,255,None
13,a099a_05ep.enp,74,2,36,ソピローテ,36,ソピローテ,36,ソピローテ,36,ソピローテ,255,None,255,None,255,None,255,None
14,a099a_05ep.enp,79,2,90,キュキュ,90,キュキュ,90,キュキュ,90,キュキュ,90,キュキュ,255,None,255,None,255,None
15,a099a_05ep.enp,79,2,90,キュキュ,90,キュキュ,90,キュキュ,90,キュキュ,90,キュキュ,90,キュキュ,90,キュキュ,255,None
16,a099a_05ep.enp,84,2,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,41,エルモンテ,255,None,255,None,255,None
17,a099a_05ep.enp,84,2,12,ギジェリガー,12,ギジェリガー,41,エルモンテ,41,エルモンテ,255,None,255,None,255,None,255,None
18,a099a_05ep.enp,74,2,36,ソピローテ,36,ソピローテ,36,ソピローテ,41,エルモンテ,255,None,255,None,255,None,255,None
19,a099a_05ep.enp,74,2,36,ソピローテ,36,ソピローテ,41,エルモンテ,41,エルモンテ,255,None,255,None,255,None,255,None
20,a099a_05ep.enp,79,2,90,キュキュ,90,キュキュ,90,キュキュ,90,キュキュ,90,キュキュ,90,キュキュ,41,エルモンテ,255,None
21,a099a_05ep.enp,79,2,90,キュキュ,90,キュキュ,90,キュキュ,90,キュキュ,41,エルモンテ,41,エルモンテ,255,None,255,None
22,a099a_05ep.enp,79,2,12,ギジェリガー,12,ギジェリガー,36,ソピローテ,255,None,255,None,255,None,255,None,255,None
23,a099a_05ep.enp,79,2,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,36,ソピローテ,255,None,255,None,255,None,255,None
24,a099a_05ep.enp,79,2,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,36,ソピローテ,36,ソピローテ,255,None,255,None,255,None
25,a099a_05ep.enp,79,2,12,ギジェリガー,12,ギジェリガー,36,ソピローテ,41,エルモンテ,255,None,255,None,255,None,255,None
26,a099a_05ep.enp,79,2,12,ギジェリガー,12,ギジェリガー,36,ソピローテ,36,ソピローテ,41,エルモンテ,41,エルモンテ,255,None,255,None
27,a099a_05ep.enp,79,2,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,36,ソピローテ,36,ソピローテ,41,エルモンテ,255,None,255,None
28,a099a_05ep.enp,84,2,12,ギジェリガー,12,ギジェリガー,90,キュキュ,90,キュキュ,90,キュキュ,90,キュキュ,255,None,255,None
29,a099a_05ep.enp,74,2,36,ソピローテ,90,キュキュ,90,キュキュ,90,キュキュ,90,キュキュ,90,キュキュ,255,None,255,None
30,a099a_05ep.enp,79,2,12,ギジェリガー,36,ソピローテ,90,キュキュ,90,キュキュ,90,キュキュ,255,None,255,None,255,None
31,a099a_05ep.enp,79,2,12,ギジェリガー,12,ギジェリガー,36,ソピローテ,90,キュキュ,90,キュキュ,90,キュキュ,90,キュキュ,255,None
0,a099a_06ep.enp,104,2,41,エルモンテ,255,None,255,None,255,None,255,None,255,None,255,None,255,None
1,a099a_06ep.enp,104,2,41,エルモンテ,41,エルモンテ,41,エルモンテ,255,None,255,None,255,None,255,None,255,None
2,a099a_06ep.enp,84,2,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,255,None,255,None,255,None,255,None,255,None
3,a099a_06ep.enp,84,2,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,255,None,255,None,255,None
4,a099a_06ep.enp,74,2,36,ソピローテ,36,ソピローテ,255,None,255,None,255,None,255,None,255,None,255,None
5,a099a_06ep.enp,74,2,36,ソピローテ,36,ソピローテ,36,ソピローテ,36,ソピローテ,255,None,255,None,255,None,255,None
6,a099a_06ep.enp,91,2,92,ランギット,92,ランギット,92,ランギット,92,ランギット,255,None,255,None,255,None,255,None
7,a099a_06ep.enp,91,2,92,ランギット,92,ランギット,92,ランギット,92,ランギット,92,ランギット,255,None,255,None,255,None
8,a099a_06ep.enp,91,2,92,ランギット,92,ランギット,92,ランギット,92,ランギット,92,ランギット,92,ランギット,255,None,255,None
9,a099a_06ep.enp,84,2,12,ギジェリガー,12,ギジェリガー,41,エルモンテ,41,エルモンテ,255,None,255,None,255,None,255,None
10,a099a_06ep.enp,74,2,36,ソピローテ,36,ソピローテ,41,エルモンテ,41,エルモンテ,255,None,255,None,255,None,255,None
11,a099a_06ep.enp,91,2,92,ランギット,92,ランギット,92,ランギット,92,ランギット,41,エルモンテ,41,エルモンテ,255,None,255,None
12,a099a_06ep.enp,79,2,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,36,ソピローテ,255,None,255,None,255,None,255,None
13,a099a_06ep.enp,79,2,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,36,ソピローテ,36,ソピローテ,255,None,255,None
14,a099a_06ep.enp,91,2,12,ギジェリガー,92,ランギット,92,ランギット,92,ランギット,255,None,255,None,255,None,255,None
15,a099a_06ep.enp,91,2,12,ギジェリガー,12,ギジェリガー,92,ランギット,92,ランギット,92,ランギット,92,ランギット,255,None,255,None
16,a099a_06ep.enp,81,2,36,ソピローテ,92,ランギット,92,ランギット,92,ランギット,255,None,255,None,255,None,255,None
17,a099a_06ep.enp,81,2,36,ソピローテ,92,ランギット,92,ランギット,92,ランギット,92,ランギット,92,ランギット,255,None,255,None
18,a099a_06ep.enp,79,2,12,ギジェリガー,12,ギジェリガー,36,ソピローテ,41,エルモンテ,255,None,255,None,255,None,255,None
19,a099a_06ep.enp,79,2,12,ギジェリガー,92,ランギット,92,ランギット,92,ランギット,92,ランギット,41,エルモンテ,255,None,255,None
20,a099a_06ep.enp,81,2,36,ソピローテ,92,ランギット,92,ランギット,41,エルモンテ,255,None,255,None,255,None,255,None
21,a099a_06ep.enp,91,2,12,ギジェリガー,36,ソピローテ,92,ランギット,92,ランギット,255,None,255,None,255,None,255,None
22,a099a_06ep.enp,91,2,12,ギジェリガー,12,ギジェリガー,36,ソピローテ,92,ランギット,92,ランギット,92,ランギット,255,None,255,None
23,a099a_06ep.enp,86,2,40,ラフレシア,40,ラフレシア,255,None,255,None,255,None,255,None,255,None,255,None
24,a099a_06ep.enp,81,2,40,ラフレシア,40,ラフレシア,40,ラフレシア,255,None,255,None,255,None,255,None,255,None
25,a099a_06ep.enp,96,2,40,ラフレシア,41,エルモンテ,41,エルモンテ,255,None,255,None,255,None,255,None,255,None
26,a099a_06ep.enp,86,2,40,ラフレシア,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,255,None,255,None,255,None,255,None
27,a099a_06ep.enp,86,2,40,ラフレシア,40,ラフレシア,12,ギジェリガー,12,ギジェリガー,255,None,255,None,255,None,255,None
28,a099a_06ep.enp,86,2,40,ラフレシア,36,ソピローテ,36,ソピローテ,255,None,255,None,255,None,255,None,255,None
29,a099a_06ep.enp,86,2,40,ラフレシア,40,ラフレシア,36,ソピローテ,36,ソピローテ,255,None,255,None,255,None,255,None
30,a099a_06ep.enp,86,2,40,ラフレシア,92,ランギット,92,ランギット,255,None,255,None,255,None,255,None,255,None
31,a099a_06ep.enp,86,2,40,ラフレシア,92,ランギット,92,ランギット,92,ランギット,92,ランギット,255,None,255,None,255,None
0,a099a_07ep.enp,99,2,107,ワーン,107,ワーン,107,ワーン,107,ワーン,255,None,255,None,255,None,255,None
1,a099a_07ep.enp,99,2,107,ワーン,107,ワーン,107,ワーン,107,ワーン,107,ワーン,107,ワーン,255,None,255,None
2,a099a_07ep.enp,109,2,97,キクシック,97,キクシック,255,None,255,None,255,None,255,None,255,None,255,None
3,a099a_07ep.enp,109,2,97,キクシック,97,キクシック,97,キクシック,255,None,255,None,255,None,255,None,255,None
4,a099a_07ep.enp,124,2,109,イエルモー,255,None,255,None,255,None,255,None,255,None,255,None,255,None
5,a099a_07ep.enp,124,2,109,イエルモー,109,イエルモー,109,イエルモー,255,None,255,None,255,None,255,None,255,None
6,a099a_07ep.enp,104,2,109,イエルモー,109,イエルモー,109,イエルモー,109,イエルモー,109,イエルモー,109,イエルモー,109,イエルモー,255,None
7,a099a_07ep.enp,104,2,95,ケベスク,95,ケベスク,255,None,255,None,255,None,255,None,255,None,255,None
8,a099a_07ep.enp,104,2,95,ケベスク,95,ケベスク,95,ケベスク,95,ケベスク,255,None,255,None,255,None,255,None
9,a099a_07ep.enp,94,2,88,エリュオン,255,None,255,None,255,None,255,None,255,None,255,None,255,None
10,a099a_07ep.enp,94,2,88,エリュオン,88,エリュオン,88,エリュオン,255,None,255,None,255,None,255,None,255,None
