Entry ID,EU Message ID,[DE Entry Name Pos],[DE Entry Name Size],DE Entry Name,[ES Entry Name Pos],[ES Entry Name Size],ES Entry Name,[FR Entry Name Pos],[FR Entry Name Size],FR Entry Name,[GB Entry Name Pos],[GB Entry Name Size],GB Entry Name,MAXHP,Will,Defense,MagDef,Quick,Agile,Dodge%,Green,Red,Purple,Blue,Yellow,Silver,[DE Arm 1 Name Pos],[DE Arm 1 Name Size],DE Arm 1 Name Str,[ES Arm 1 Name Pos],[ES Arm 1 Name Size],ES Arm 1 Name Str,[FR Arm 1 Name Pos],[FR Arm 1 Name Size],FR Arm 1 Name Str,[GB Arm 1 Name Pos],[GB Arm 1 Name Size],GB Arm 1 Name Str,Arm 1 Type ID,[Arm 1 Type name],Arm 1 Attack,Arm 1 Range,Arm 1 Hit%,Arm 1 Element ID,[Arm 1 Element Name],[DE Arm 2 Name Pos],[DE Arm 2 Name Size],DE Arm 2 Name Str,[ES Arm 2 Name Pos],[ES Arm 2 Name Size],ES Arm 2 Name Str,[FR Arm 2 Name Pos],[FR Arm 2 Name Size],FR Arm 2 Name Str,[GB Arm 2 Name Pos],[GB Arm 2 Name Size],GB Arm 2 Name Str,Arm 2 Type ID,[Arm 2 Type name],Arm 2 Attack,Arm 2 Range,Arm 2 Hit%,Arm 2 Element ID,[Arm 2 Element Name],[DE Arm 3 Name Pos],[DE Arm 3 Name Size],DE Arm 3 Name Str,[ES Arm 3 Name Pos],[ES Arm 3 Name Size],ES Arm 3 Name Str,[FR Arm 3 Name Pos],[FR Arm 3 Name Size],FR Arm 3 Name Str,[GB Arm 3 Name Pos],[GB Arm 3 Name Size],GB Arm 3 Name Str,Arm 3 Type ID,[Arm 3 Type name],Arm 3 Attack,Arm 3 Range,Arm 3 Hit%,Arm 3 Element ID,[Arm 3 Element Name],[DE Arm 4 Name Pos],[DE Arm 4 Name Size],DE Arm 4 Name Str,[ES Arm 4 Name Pos],[ES Arm 4 Name Size],ES Arm 4 Name Str,[FR Arm 4 Name Pos],[FR Arm 4 Name Size],FR Arm 4 Name Str,[GB Arm 4 Name Pos],[GB Arm 4 Name Size],GB Arm 4 Name Str,Arm 4 Type ID,[Arm 4 Type name],Arm 4 Attack,Arm 4 Range,Arm 4 Hit%,Arm 4 Element ID,[Arm 4 Element Name],Pad 1,Pad 2,Pad 3,Pad 4,Pad 5,Pad 6,EXP,Gold,Item Drop 1 ID,[Item Drop 1 Name],Item 1 ID,[Item 1 Name],Item Drop 2 ID,[Item Drop 2 Name],Item 2 ID,[Item 2 Name],Item Drop 3 ID,[Item Drop 3 Name],Item 3 ID,[Item 3 Name]
10,0x802d5468,0x1e6d3,17,Gregorio Gunboat,0x1e445,17,Gregorio Gunboat,0x1e696,17,Gregorio Gunboat,0x1dd1d,17,Gregorio Gunboat,30000,120,270,300,70,5,10,10,8,8,10,7,10,0x1ef86,12,Hauptkanone,0x1ed7c,16,Cañón Principal,0x1ef93,16,Canon Principal,0x1e5e7,12,Main Cannon,0,Main Cannon,270,0,90,6,Neutral,0x1ef92,17,Splittergeschütz,0x1ed8c,13,Fragmentador,0x1efa3,12,Fragmenteur,0x1e5f3,15,Fragmenter Gun,1,Sec Cannon,220,3,85,6,Neutral,0x1efa3,17,Explosionsladung,0x1ed99,17,Ataque Explosivo,0x1efaf,17,Charge Explosive,0x1e602,13,Blast Charge,2,Torpedo,250,3,70,6,Neutral,0x1efb4,2,-,0x1edaa,2,-,0x1efc0,2,-,0x1e60f,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,3390,1700,0,100%,483,Shredder Bomb,7,Osman,508,Crystal Ball,-1,None,-1,None
11,0x8034fea8,0x1e6e4,5,Lynx,0x1e456,5,Lynx,0x1e6a7,5,Lynx,0x1dd2e,5,Lynx,25000,130,40,150,65,30,10,10,5,5,9,3,10,0x1efb6,12,Lynx-Kanone,0x1edac,11,Cañón Lynx,0x1efc2,11,Canon Lynx,0x1e611,12,Lynx Cannon,0,Main Cannon,130,0,90,6,Neutral,0x1efc2,17,Lynx-Hilfskanone,0x1edb7,14,Subcañón Lynx,0x1efcd,14,Subcanon Lynx,0x1e61d,15,Lynx Subcannon,1,Sec Cannon,110,2,88,6,Neutral,0x1efd3,13,Lynx-Torpedo,0x1edc5,13,Torpedo Lynx,0x1efdb,14,Torpille Lynx,0x1e62c,13,Lynx Torpedo,2,Torpedo,100,2,60,6,Neutral,0x1efe0,2,-,0x1edd2,2,-,0x1efe9,2,-,0x1e639,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,3520,2400,0,100%,496,Captain's Stripe,0,100%,509,Magic Cannon,0,100%,411,"3"" Blaster"
12,0x802d547c,0x1e6e9,10,Chameleon,0x1e45b,10,Chameleon,0x1e6ac,10,Chameleon,0x1dd33,10,Chameleon,30000,130,100,200,60,20,15,10,10,10,20,5,10,0x1efe2,11,Drehkanone,0x1edd4,15,Cañón Revólver,0x1efeb,15,Canon Révolver,0x1e63b,16,Revolver Cannon,0,Main Cannon,155,0,90,6,Neutral,0x1efed,18,Hilfskanone Typ D,0x1ede3,16,Subcañón Tipo D,0x1effa,16,Subcanon Type D,0x1e64b,17,Type D Subcannon,1,Sec Cannon,120,1,70,6,Neutral,0x1efff,14,Torpedo Typ D,0x1edf3,15,Torpedo Tipo D,0x1f00a,16,Torpille Type D,0x1e65c,15,Type D Torpedo,2,Torpedo,160,2,70,6,Neutral,0x1f00d,14,Flammenwerfer,0x1ee02,12,Lanzallamas,0x1f01a,14,Lance-flammes,0x1e66b,13,Flamethrower,3,Special,300,0,-1,6,Neutral,0,0,0,0,0,0,2900,1900,0,100%,496,Captain's Stripe,4,50%,404,B-Type Cannon,-1,None,-1,None
13,0x802d547c,0x1e6f3,10,Chameleon,0x1e465,10,Chameleon,0x1e6b6,10,Chameleon,0x1dd3d,10,Chameleon,30000,130,150,230,60,20,15,10,10,10,20,5,10,0x1f01b,15,Handfeuerwaffe,0x1ee0e,9,Revólver,0x1f028,9,Pistolet,0x1e678,8,Handgun,0,Main Cannon,170,0,100,6,Neutral,0x1f02a,18,Hilfskanone Typ D,0x1ee17,16,Subcañón Tipo D,0x1f031,16,Subcanon Type D,0x1e680,17,Type D Subcannon,1,Sec Cannon,180,1,70,6,Neutral,0x1f03c,14,Torpedo Typ D,0x1ee27,15,Torpedo Tipo D,0x1f041,16,Torpille Type D,0x1e691,15,Type D Torpedo,2,Torpedo,200,2,70,6,Neutral,0x1f04a,11,Testkanone,0x1ee36,12,Cañón Test ,0x1f051,11,Canon Test,0x1e6a0,12,Test Cannon,3,Special,350,0,-1,6,Neutral,0,0,0,0,0,0,4170,2400,4,50%,423,Hunter Torpedo,-1,None,-1,None,-1,None,-1,None
14,0x802d547c,0x1e6fd,10,Chameleon,0x1e46f,10,Chameleon,0x1e6c0,10,Chameleon,0x1dd47,10,Chameleon,30000,200,150,380,120,20,30,3,3,3,3,0,3,0x1f055,17,Chameleon-Kanone,0x1ee42,16,Cañón Camaleón\t,0x1f05c,15,Canon Caméléon,0x1e6ac,17,Chameleon Cannon,0,Main Cannon,300,0,60,6,Neutral,0x1f066,15,De Loco-Kanone,0x1ee52,14,Cañón De Loco,0x1f06b,14,Canon De Loco,0x1e6bd,15,De Loco Cannon,1,Sec Cannon,250,2,70,6,Neutral,0x1f075,16,De Loco-Torpedo,0x1ee60,16,Torpedo De Loco,0x1f079,16,Torpille DeLoco,0x1e6cc,16,De Loco Torpedo,2,Torpedo,550,3,70,6,Neutral,0x1f085,16,De Loco-Harpune,0x1ee70,14,Arpón De Loco,0x1f089,15,Harpon De Loco,0x1e6dc,16,De Loco Harpoon,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,15950,7000,0,100%,496,Captain's Stripe,0,100%,455,Twin Turbo,0,100%,506,Magic Shell
15,0x802d5488,0x1e707,6,CUT15,0x1e479,6,CUT15,0x1e6ca,6,CUT15,0x1dd51,6,CUT15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x1f095,2,-,0x1ee7e,2,-,0x1f098,2,-,0x1e6ec,2,-,-1,None,-1,-1,-1,-1,None,0x1f097,2,-,0x1ee80,2,-,0x1f09a,2,-,0x1e6ee,2,-,-1,None,-1,-1,-1,-1,None,0x1f099,2,-,0x1ee82,2,-,0x1f09c,2,-,0x1e6f0,2,-,-1,None,-1,-1,-1,-1,None,0x1f09b,2,-,0x1ee84,2,-,0x1f09e,2,-,0x1e6f2,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
16,0x8034feb0,0x1e70d,7,Auriga,0x1e47f,7,Auriga,0x1e6d0,7,Auriga,0x1dd57,7,Auriga,50000,250,300,300,80,15,5,9,5,5,9,3,9,0x1f09d,10,AP-Kanone,0x1ee86,9,Cañón AP,0x1f0a0,9,Canon AP,0x1e6f4,10,AP Cannon,0,Main Cannon,300,0,87,6,Neutral,0x1f0a7,17,Fragmentgeschütz,0x1ee8f,14,Fragmentadora,0x1f0a9,12,Fragmenteur,0x1e6fe,13,Fragment Gun,1,Sec Cannon,250,2,87,6,Neutral,0x1f0b8,17,Explosionsladung,0x1ee9d,17,Ataque Explosivo,0x1f0b5,17,Charge Explosive,0x1e70b,13,Blast Charge,2,Torpedo,300,2,80,6,Neutral,0x1f0c9,11,Rumpframme,0x1eeae,17,Espolón de Casco,0x1f0c6,7,Éperon,0x1e718,9,Hull Ram,3,Special,500,0,-1,6,Neutral,0,0,0,0,0,0,10290,5200,0,100%,496,Captain's Stripe,0,100%,464,Heavy Armor Deck,0,100%,414,"12"" Cannon"
17,0x8034feb8,0x1e714,6,Draco,0x1e486,6,Draco,0x1e6d7,6,Draco,0x1dd5e,6,Draco,45000,240,125,300,100,15,10,10,10,8,11,11,10,0x1f0d4,2,-,0x1eebf,2,-,0x1f0cd,2,-,0x1e721,2,-,-1,None,-1,-1,-1,-1,None,0x1f0d6,13,Zusatzkanone,0x1eec1,17,Cañón Secundario,0x1f0cf,13,Second Canon,0x1e723,17,Secondary Cannon,1,Sec Cannon,300,0,80,6,Neutral,0x1f0e3,12,Bohrtorpedo,0x1eed2,15,Torpedo Punzón,0x1f0dc,14,Tête perceuse,0x1e734,17,Piercing Torpedo,2,Torpedo,500,2,80,6,Neutral,0x1f0ef,13,Draco-Kanone,0x1eee1,12,Cañón Draco,0x1f0ea,12,Canon Draco,0x1e745,13,Draco Cannon,3,Special,680,0,-1,6,Neutral,0,0,0,0,0,0,12980,6100,0,100%,496,Captain's Stripe,-1,None,-1,None,-1,None,-1,None
18,0x8034fec0,0x1e71a,6,Hydra,0x1e48c,6,Hydra,0x1e6dd,6,Hydra,0x1dd64,6,Hydra,200000,280,300,370,200,15,5,10,10,10,10,0,10,0x1f0fc,13,Hydra-Kanone,0x1eeed,12,Cañón Hydra,0x1f0f6,14,Lanceur Hydra,0x1e752,15,Hydra Launcher,0,Main Cannon,350,0,70,6,Neutral,0x1f109,14,Hydra-Hilfsk.,0x1eef9,15,Subcañón Hydra,0x1f104,15,Subcanon Hydra,0x1e761,16,Hydra Subcannon,1,Sec Cannon,360,1,80,6,Neutral,0x1f117,13,Hydra-Strahl,0x1ef08,11,Rayo Hydra,0x1f113,12,Rayon Hydra,0x1e771,10,Hydra Ray,1,Sec Cannon,370,2,80,6,Neutral,0x1f124,13,Hydra-Werfer,0x1ef13,15,Lanzador Hydra,0x1f11f,12,Canon Hydra,0x1e77b,13,Hydra Cannon,3,Special,700,0,-1,6,Neutral,0,0,0,0,0,0,27770,11900,0,100%,496,Captain's Stripe,0,100%,432,Moon Cannon,6,Kalifa,434,Moon Torpedo
19,0x802d5494,0x1e720,6,CUT19,0x1e492,6,CUT19,0x1e6e3,6,CUT19,0x1dd6a,6,CUT19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x1f131,7,Kanone,0x1ef22,6,Cañón,0x1f12b,6,Canon,0x1e788,8,Cannon ,-1,None,-1,-1,-1,-1,None,0x1f138,11,Feuerpfeil,0x1ef28,16,Flecha de Fuego,0x1f131,14,Flêche de Feu,0x1e790,11,Fire Arrow,-1,None,-1,-1,-1,-1,None,0x1f143,16,Houroku Torpedo,0x1ef38,8,Granada,0x1f13f,17,Torpille Houroku,0x1e79b,16,Houroku Torpedo,-1,None,-1,-1,-1,-1,None,0x1f153,2,-,0x1ef40,2,-,0x1f150,2,-,0x1e7ab,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
20,0x802d54a0,0x1e726,6,CUT20,0x1e498,6,CUT20,0x1e6e9,6,CUT20,0x1dd70,6,CUT20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x1f155,7,Kanone,0x1ef42,6,Cañón,0x1f152,6,Canon,0x1e7ad,8,Cannon ,-1,None,-1,-1,-1,-1,None,0x1f15c,11,Feuerpfeil,0x1ef48,16,Flecha de Fuego,0x1f158,14,Flêche de Feu,0x1e7b5,11,Fire Arrow,-1,None,-1,-1,-1,-1,None,0x1f167,16,Houroku Torpedo,0x1ef58,8,Granada,0x1f166,17,Torpille Houroku,0x1e7c0,16,Houroku Torpedo,-1,None,-1,-1,-1,-1,None,0x1f177,2,-,0x1ef60,2,-,0x1f177,2,-,0x1e7d0,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
21,0x802d54ac,0x1e72c,14,Black Pirates,0x1e49e,14,Black Pirates,0x1e6ef,14,Black Pirates,0x1dd76,14,Black Pirates,9000,40,25,10,50,8,25,10,10,10,10,20,10,0x1f179,16,Schwarze Kanone,0x1ef62,12,Cañón Negro,0x1f179,11,Canon Noir,0x1e7d2,13,Black Cannon,0,Main Cannon,120,0,70,6,Neutral,0x1f189,16,Schwarzer Torp.,0x1ef6e,14,Torpedo Negro,0x1f184,15,Torpille Noire,0x1e7df,14,Black Torpedo,2,Torpedo,120,1,60,6,Neutral,0x1f199,2,-,0x1ef7c,2,-,0x1f193,2,-,0x1e7ed,2,-,-1,None,-1,-1,-1,-1,None,0x1f19b,2,-,0x1ef7e,2,-,0x1f195,2,-,0x1e7ef,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,450,300,3,20%,402,Heavy Cannon,3,20%,440,Rogue Figure,-1,None,-1,None
