Entry ID,EU SOT Pos,[Entry GB Name],PC Flags,[V],[A],[F],[D],[E],[G],Sell%,EU Order 1,EU Order 2,Buy,Trait 1 ID,[Trait 1 Name],Pad 1,Trait 1 Value,Trait 2 ID,[Trait 2 Name],Pad 2,Trait 2 Value,Trait 3 ID,[Trait 3 Name],Pad 3,Trait 3 Value,Trait 4 ID,[Trait 4 Name],Pad 4,Trait 4 Value,Pad 5,Pad 6,[GB Descr Str]
108,0x802c6ae8,Soranchu Robe,0b00110101,X,X,"",X,"",X,50,40,52,3750,17,Defense,0,136,18,MagDef,0,136,-1,None,0,0,-1,None,0,0,0,0,"A robe belonging to a legendary Yafutoman
adventurer, who earned the nickname “Sky King.”"
109,0x802c6af8,Long Robe,0b00001010,"","",X,"",X,"",50,41,33,4110,17,Defense,0,130,18,MagDef,0,130,19,Hit%,0,20,20,Dodge%,0,10,0,0,"A long cloth, designed to wrap around the
wearer's body. Increases Agile."
110,0x802c6b04,Captain's Cloak,0b00110101,X,X,"",X,"",X,50,44,6,4500,17,Defense,0,148,18,MagDef,0,148,-1,None,0,0,-1,None,0,0,0,0,"A thick cloak, designed to protect a ship's
captain as he braves the elements."
111,0x802c6b14,Blessed Robe,0b00001010,"","",X,"",X,"",50,45,5,4980,17,Defense,0,142,18,MagDef,0,142,19,Hit%,0,30,20,Dodge%,0,15,0,0,"Robe blessed in holy water, it's light weight
allows the wearer to be more agile."
112,0x802c6b24,Insulated Mail,0b00111111,X,X,X,X,X,X,50,46,28,5180,17,Defense,0,145,18,MagDef,0,145,34,Purple,0,-2,-1,None,0,0,0,0,"An insulated tunic made from very thin fabric.
Protects the wearer from Purple Magic."
113,0x802c6b34,Vengeance Armor,0b00100111,X,"","",X,X,X,50,48,56,6460,17,Defense,0,162,18,MagDef,0,149,73,Counter%,0,10,-1,None,0,0,0,0,"Enchanted Armor that improves the wearer's
counterattacking skills."
114,0x802c6b44,Swift Dress,0b00011000,"",X,X,"","","",75,49,53,5670,17,Defense,0,149,18,MagDef,0,170,4,Quick,0,20,-1,None,0,0,0,0,"An enchanted dress that increases the wearer's
speed."
115,0x802c6b50,Gaia Cape,0b00110101,X,X,"",X,"",X,50,52,22,5910,17,Defense,0,168,18,MagDef,0,168,-1,None,0,0,-1,None,0,0,0,0,"An enchanted Cape that protects the wearer as
he enters new lands in search of adventure."
116,0x802c6b5c,Robe of Faith,0b00001010,"","",X,"",X,"",50,53,47,6510,17,Defense,0,161,18,MagDef,0,161,19,Hit%,0,30,20,Dodge%,0,15,0,0,"For the pure of heart. This robe will protect
the user from enemy attacks."
117,0x802c6b6c,Plated Armor,0b00100101,X,"","",X,"",X,50,54,45,7430,17,Defense,0,181,18,MagDef,0,154,-1,None,0,0,-1,None,0,0,0,0,"Finely crafted armor forged by the greatest
smiths in Arcadia's history."
118,0x802c6b7c,Robe of Truth,0b00011010,"",X,X,"",X,"",50,55,48,4590,17,Defense,0,154,18,MagDef,0,181,-1,None,0,0,-1,None,0,0,0,0,"A lightweight robe that allows the user to
resist magic spells."
119,0x802c6b8c,Berzerker Mail,0b00100111,X,"","",X,X,X,50,56,4,4020,17,Defense,0,140,18,MagDef,0,140,16,Attack,0,20,19,Hit%,0,20,0,0,"Armor made by Lapen. It greatly increases the
wearer's attacking capabilities."
120,0x802c6b9c,Light Dress,0b00011000,"",X,X,"","","",75,57,31,940,17,Defense,0,70,18,MagDef,0,70,20,Dodge%,0,30,4,Quick,0,30,0,0,"Very light, yet durable armor made for women.
It greatly increases the wearer's speed."
121,0x802c6ba8,Focus Robe,0b00011000,"",X,X,"","","",75,58,21,970,17,Defense,0,70,18,MagDef,0,70,1,Will,0,100,-1,None,0,0,0,0,"A robe that allows the wearer to mentally
channel energy, increasing her will."
122,0x802c6bb4,Nasr Combat Mail,0b00111111,X,X,X,X,X,X,100,15,41,320,17,Defense,0,66,18,MagDef,0,66,16,Attack,0,5,1,Will,0,5,0,0,"An old uniform worn in the Valua-Nasr War.
It boosts attack power and spirit."
123,0x802c6bc8,De Loco Armor,0b00100101,X,"","",X,"",X,100,50,11,2420,17,Defense,0,172,18,MagDef,0,147,-1,None,0,0,-1,None,0,0,0,0,"An incredibly ugly, yet effective suit of armor
designed by De Loco."
124,0x802c6bd8,Maiden's Armor,0b00011000,"",X,X,"","","",100,28,34,840,17,Defense,0,103,18,MagDef,0,112,-1,None,0,0,-1,None,0,0,0,0,"Legendary armor given to a great female warrior
by Daccat."
125,0x802c6be8,Heavy Armor,0b00100111,X,"","",X,X,X,100,10,26,230,17,Defense,0,58,18,MagDef,0,53,-1,None,0,0,-1,None,0,0,0,0,"Very thick and heavy armor made for a man.
Offers protection against physical attacks."
126,0x802c6bf4,Ancient Robe,0b00011010,"",X,X,"",X,"",100,17,2,370,17,Defense,0,69,18,MagDef,0,82,-1,None,0,0,-1,None,0,0,0,0,"A robe belonging to a long-dead, but once
powerful wizard."
127,0x802c6c04,De Loco Mail,0b00100101,X,"","",X,"",X,100,21,12,730,17,Defense,0,99,18,MagDef,0,84,-1,None,0,0,-1,None,0,0,0,0,"A suit of armor crafted by De Loco, designed
to protect the wearer from enemy attacks."
128,0x802c6c14,Daccat's Armor,0b00110101,X,X,"",X,"",X,100,29,9,910,17,Defense,0,108,18,MagDef,0,108,-1,None,0,0,-1,None,0,0,0,0,"Very durable, light armor, engraved with 
Daccat's seal."
129,0x802c6c24,Moss Armor,0b00001010,"","",X,"",X,"",100,38,39,1280,17,Defense,0,126,18,MagDef,0,126,19,Hit%,0,20,20,Dodge%,0,10,0,0,"An old suit of armor crafted from moss found in
the Dark Rift. "
130,0x802c6c30,Moonlight Robe,0b00011000,"",X,X,"","","",100,43,38,4460,17,Defense,0,134,18,MagDef,0,145,20,Dodge%,0,20,-1,None,0,0,0,0,"A shimmering robe that reflects moonlight, the
way a calm lake reflects light at night."
131,0x802c6c40,Silver Armor,0b00111111,X,X,X,X,X,X,100,51,51,8580,17,Defense,0,160,18,MagDef,0,160,37,Silver,0,-2,-1,None,0,0,0,0,"A silver suit of armor that has a high
resistance to Silver attacks."
132,0x802c6c50,Victory Mail,0b00111111,X,X,X,X,X,X,100,22,57,620,17,Defense,0,90,18,MagDef,0,90,16,Attack,0,5,1,Will,0,5,0,0,"Enchanted suit of armor that raises the attack
power and will of the wearer."
133,0x802c6c60,Flame Mantle,0b00100111,X,"","",X,X,X,100,16,20,390,17,Defense,0,74,18,MagDef,0,69,-1,None,0,0,-1,None,0,0,0,0,"A dress crafted from extremely light weight
fabric."
134,0x802c6c70,Female Armor,0b00011000,"",X,X,"","","",100,23,16,660,17,Defense,0,92,18,MagDef,0,99,-1,None,0,0,-1,None,0,0,0,0,"Armor crafted to fit a woman's body, and
protect it from enemy attacks."
135,0x802c6c80,Ghost Mail,0b00110101,X,X,"",X,"",X,100,37,23,1310,17,Defense,0,128,18,MagDef,0,128,-1,None,0,0,-1,None,0,0,0,0,"A strange outfit that appears translucent in
light, and floats eerily when released."
136,0x802c6c8c,Light Coat,0b00001010,"","",X,"",X,"",100,30,30,830,17,Defense,0,103,18,MagDef,0,103,19,Hit%,0,10,20,Dodge%,0,5,0,0,"A lightweight coat that increases the wearer's
agility."
137,0x802c6c98,Fiber Mail,0b00100101,X,"","",X,"",X,100,47,17,2180,17,Defense,0,164,18,MagDef,0,139,-1,None,0,0,-1,None,0,0,0,0,"Very effective armor woven from a special type
of moss found in the Dark Rift."
138,0x802c6ca4,Moon Robe,0b00011010,"",X,X,"",X,"",100,42,37,1300,17,Defense,0,125,18,MagDef,0,146,-1,None,0,0,-1,None,0,0,0,0,"A beautiful robe that glows blue in the night.
Resists enemy magic spells."
139,0x802c6cb0,DUMMYBOUGU,0b00000000,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,"DUMMY
------"
140,0x802c6cb0,DUMMYBOUGU,0b00000000,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,"DUMMY
------"
141,0x802c6cb0,DUMMYBOUGU,0b00000000,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,"DUMMY
------"
142,0x802c6cb0,DUMMYBOUGU,0b00000000,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,"DUMMY
------"
143,0x802c6cb0,DUMMYBOUGU,0b00000000,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,"DUMMY
------"
144,0x802c6cb0,DUMMYBOUGU,0b00000000,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,"DUMMY
------"
145,0x802c6cb0,DUMMYBOUGU,0b00000000,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,"DUMMY
------"
146,0x802c6cb0,DUMMYBOUGU,0b00000000,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,"DUMMY
------"
147,0x802c6cb0,DUMMYBOUGU,0b00000000,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,"DUMMY
------"
148,0x802c6cb0,DUMMYBOUGU,0b00000000,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,"DUMMY
------"
149,0x802c6cb0,DUMMYBOUGU,0b00000000,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,"DUMMY
------"
150,0x802c6cb0,DUMMYBOUGU,0b00000000,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,"DUMMY
------"
151,0x802c6cb0,DUMMYBOUGU,0b00000000,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,"DUMMY
------"
152,0x802c6cb0,DUMMYBOUGU,0b00000000,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,"DUMMY
------"
153,0x802c6cb0,DUMMYBOUGU,0b00000000,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,"DUMMY
------"
154,0x802c6cb0,DUMMYBOUGU,0b00000000,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,"DUMMY
------"
155,0x802c6cb0,DUMMYBOUGU,0b00000000,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,"DUMMY
------"
156,0x802c6cb0,DUMMYBOUGU,0b00000000,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,"DUMMY
------"
157,0x802c6cb0,DUMMYBOUGU,0b00000000,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,"DUMMY
------"
158,0x802c6cb0,DUMMYBOUGU,0b00000000,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,"DUMMY
------"
159,0x802c6cb0,DUMMYBOUGU,0b00000000,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,"DUMMY
------"
