Entry ID,[Filter],[EC ID],[EC JP Name],[EC EU Name],State ID,[State Name],Unk 1,Unk 2,Motion ID,[Motion Name],Motion Flags,Param ID,[Param Name],Unk 3,Blend Time,Play Rate
7,mb001.std,1,航行士,Praeses,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,mb001.std,1,航行士,Praeses,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
9,mb001.std,1,航行士,Praeses,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
10,mb001.std,1,航行士,Praeses,13,Dodge,1,8,10,Dodge,0b10001010000000000000000000000000,-1,None,0,0.00,1.20
11,mb001.std,1,航行士,Praeses,16,Use Item 1,1,8,11,Defeat,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
12,mb001.std,1,航行士,Praeses,21,Cast Magic,1,8,12,Revive,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
13,mb001.std,1,航行士,Praeses,32,Knockdown,1,10,13,Focus,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
14,mb001.std,1,航行士,Praeses,24,Exec Magic/S-Move,1,8,12,Revive,0b10001000000000000000000000000000,13,Quika,0,5.00,1.00
15,mb001.std,1,航行士,Praeses,24,Exec Magic/S-Move,1,8,12,Revive,0b10001000000000000000000000000000,1,Incremus,0,5.00,1.00
16,mb001.std,1,航行士,Praeses,24,Exec Magic/S-Move,1,8,12,Revive,0b10001000000000000000000000000000,32,Electri,0,5.00,1.00
17,mb001.std,1,航行士,Praeses,24,Exec Magic/S-Move,1,8,12,Revive,0b10001000000000000000000000000000,27,Crystales,0,5.00,1.00
18,mb001.std,1,航行士,Praeses,29,Exec S-Move,1,8,11,Defeat,0b10001000000000000000000000000000,79,Sacri Crystal,0,5.00,1.00
19,mb001.std,1,航行士,Praeses,29,Exec S-Move,1,8,11,Defeat,0b10001000000000000000000000000000,80,Sacres Crystal,0,5.00,1.00
20,mb001.std,1,航行士,Praeses,29,Exec S-Move,1,8,11,Defeat,0b10001000000000000000000000000000,81,Sacrulen Crystal,0,5.00,1.00
0,mb002.std,2,ミクラステル,Latro,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,mb002.std,2,ミクラステル,Latro,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,mb002.std,2,ミクラステル,Latro,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.10
3,mb002.std,2,ミクラステル,Latro,4,Close Attack,1,8,3,Close Attack,0b10001010001000000000000000000000,-1,None,0,5.00,1.00
4,mb002.std,2,ミクラステル,Latro,8,Critical Attack,1,8,4,Critical Attack,0b10001010001000000000000000000000,-1,None,0,5.00,1.00
5,mb002.std,2,ミクラステル,Latro,9,Take Damage 1,1,11,5,Take Damage 1,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
6,mb002.std,2,ミクラステル,Latro,5,Ranged Attack,1,8,6,Ranged Attack,0b10001010000000000000000000000000,-1,None,0,5.00,1.00
7,mb002.std,2,ミクラステル,Latro,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,mb002.std,2,ミクラステル,Latro,11,Take Damage 3,1,10,5,Take Damage 1,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
9,mb002.std,2,ミクラステル,Latro,13,Dodge,1,8,9,Guard,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
10,mb002.std,2,ミクラステル,Latro,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
11,mb002.std,2,ミクラステル,Latro,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,mb002.std,2,ミクラステル,Latro,32,Knockdown,1,10,12,Revive,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
13,mb002.std,2,ミクラステル,Latro,29,Exec S-Move,1,8,13,Focus,0b10001010000000000000000000000000,4,Laser,0,5.00,1.00
0,MB003.std,3,マロッカ,Marocca,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MB003.std,3,マロッカ,Marocca,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,8.50,1.00
2,MB003.std,3,マロッカ,Marocca,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
3,MB003.std,3,マロッカ,Marocca,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
4,MB003.std,3,マロッカ,Marocca,8,Critical Attack,1,8,4,Critical Attack,0b10001000001000000000000000000000,-1,None,0,5.00,1.00
5,MB003.std,3,マロッカ,Marocca,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB003.std,3,マロッカ,Marocca,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000001000000000000000000000,-1,None,0,5.00,1.00
7,MB003.std,3,マロッカ,Marocca,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB003.std,3,マロッカ,Marocca,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
9,MB003.std,3,マロッカ,Marocca,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
10,MB003.std,3,マロッカ,Marocca,13,Dodge,1,8,10,Dodge,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
11,MB003.std,3,マロッカ,Marocca,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB003.std,3,マロッカ,Marocca,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MB003.std,3,マロッカ,Marocca,32,Knockdown,1,10,13,Focus,0b10001000001000000000000000000000,-1,None,0,0.00,1.00
0,MB004.std,4,アーアペプ,Grouder,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MB004.std,4,アーアペプ,Grouder,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MB004.std,4,アーアペプ,Grouder,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
3,MB004.std,4,アーアペプ,Grouder,4,Close Attack,1,8,3,Close Attack,0b10001010000000000000000000000000,-1,None,0,5.00,0.80
4,MB004.std,4,アーアペプ,Grouder,8,Critical Attack,1,8,4,Critical Attack,0b10001010000000000000000000000000,-1,None,0,5.00,1.00
5,MB004.std,4,アーアペプ,Grouder,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB004.std,4,アーアペプ,Grouder,5,Ranged Attack,1,8,6,Ranged Attack,0b10001010000000000000000000000000,-1,None,0,5.00,1.00
7,MB004.std,4,アーアペプ,Grouder,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB004.std,4,アーアペプ,Grouder,11,Take Damage 3,1,10,5,Take Damage 1,0b10001010001000000000000000000000,-1,None,0,0.00,1.00
9,MB004.std,4,アーアペプ,Grouder,12,Guard,1,8,9,Guard,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
10,MB004.std,4,アーアペプ,Grouder,13,Dodge,1,8,10,Dodge,0b10001010001000000000000000000000,-1,None,0,0.00,0.60
11,MB004.std,4,アーアペプ,Grouder,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB004.std,4,アーアペプ,Grouder,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MB004.std,4,アーアペプ,Grouder,21,Cast Magic,1,8,0,Idle 1,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
14,MB004.std,4,アーアペプ,Grouder,32,Knockdown,1,10,14,Widthdraw,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
15,MB004.std,4,アーアペプ,Grouder,29,Exec S-Move,1,8,15,Run,0b10001010000000000000000000000000,57,Eerie Wail,0,5.00,1.00
16,MB004.std,4,アーアペプ,Grouder,24,Exec Magic/S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,3,Panika,0,5.00,1.00
17,MB004.std,4,アーアペプ,Grouder,24,Exec Magic/S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,20,Wevli,0,5.00,1.00
18,MB004.std,4,アーアペプ,Grouder,24,Exec Magic/S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,21,Wevles,0,5.00,1.00
19,MB004.std,4,アーアペプ,Grouder,24,Exec Magic/S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,22,Wevlen,0,5.00,1.00
20,MB004.std,4,アーアペプ,Grouder,29,Exec S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,100,Magic?,0,5.00,1.00
0,MB007.std,7,Ж術処刑士,Venificus,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,0.60
1,MB007.std,7,Ж術処刑士,Venificus,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MB007.std,7,Ж術処刑士,Venificus,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.50
3,MB007.std,7,Ж術処刑士,Venificus,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
4,MB007.std,7,Ж術処刑士,Venificus,8,Critical Attack,1,8,4,Critical Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
5,MB007.std,7,Ж術処刑士,Venificus,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB007.std,7,Ж術処刑士,Venificus,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
7,MB007.std,7,Ж術処刑士,Venificus,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB007.std,7,Ж術処刑士,Venificus,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
9,MB007.std,7,Ж術処刑士,Venificus,12,Guard,1,8,9,Guard,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
10,MB007.std,7,Ж術処刑士,Venificus,13,Dodge,1,8,10,Dodge,0b10001010000000000000000000000000,-1,None,0,0.00,0.80
11,MB007.std,7,Ж術処刑士,Venificus,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB007.std,7,Ж術処刑士,Venificus,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MB007.std,7,Ж術処刑士,Venificus,21,Cast Magic,1,8,13,Focus,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
14,MB007.std,7,Ж術処刑士,Venificus,32,Knockdown,1,10,14,Widthdraw,0b10001010000000000000000000000000,-1,None,0,0.00,0.60
15,MB007.std,7,Ж術処刑士,Venificus,29,Exec S-Move,1,8,15,Run,0b10001000000000000000000000000000,37,Focus,0,5.00,1.00
16,MB007.std,7,Ж術処刑士,Venificus,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,0,Increm,0,5.00,1.00
17,MB007.std,7,Ж術処刑士,Venificus,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,2,Sylenis,0,5.00,1.00
18,MB007.std,7,Ж術処刑士,Venificus,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,4,Driln,0,5.00,1.00
19,MB007.std,7,Ж術処刑士,Venificus,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,6,Sacri,0,5.00,1.00
20,MB007.std,7,Ж術処刑士,Venificus,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,7,Sacres,0,5.00,1.00
21,MB007.std,7,Ж術処刑士,Venificus,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,18,Eternes,0,5.00,1.00
22,MB007.std,7,Ж術処刑士,Venificus,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,31,Wevlum,0,5.00,1.00
23,MB007.std,7,Ж術処刑士,Venificus,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,26,Crystali,0,5.00,1.00
24,MB007.std,7,Ж術処刑士,Venificus,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,28,Crystalum,0,5.00,1.00
25,MB007.std,7,Ж術処刑士,Venificus,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,29,Crystalen,0,5.00,1.00
26,MB007.std,7,Ж術処刑士,Venificus,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,35,Electrulen,0,5.00,1.00
0,mb008.std,8,レトモニケ,Flestik,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,0.80
1,mb008.std,8,レトモニケ,Flestik,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,mb008.std,8,レトモニケ,Flestik,6,Approach,1,8,2,Approach,0b10000001001000000000000000000000,-1,None,0,5.00,1.00
3,mb008.std,8,レトモニケ,Flestik,4,Close Attack,1,8,3,Close Attack,0b10001010001000000000000000000000,-1,None,0,5.00,1.30
4,mb008.std,8,レトモニケ,Flestik,8,Critical Attack,1,8,4,Critical Attack,0b10001010001000000000000000000000,-1,None,0,5.00,1.00
5,mb008.std,8,レトモニケ,Flestik,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,mb008.std,8,レトモニケ,Flestik,5,Ranged Attack,1,8,6,Ranged Attack,0b10001010001000000000000000000000,-1,None,0,5.00,1.70
7,mb008.std,8,レトモニケ,Flestik,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,mb008.std,8,レトモニケ,Flestik,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000001000000000000000000000,-1,None,0,0.00,1.00
9,mb008.std,8,レトモニケ,Flestik,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
10,mb008.std,8,レトモニケ,Flestik,13,Dodge,1,8,10,Dodge,0b10001010000000000000000000000000,-1,None,0,0.00,2.30
11,mb008.std,8,レトモニケ,Flestik,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,mb008.std,8,レトモニケ,Flestik,20,Idle 3,1,15,2,Approach,0b10000001001000000000000000000000,-1,None,0,5.00,1.00
13,mb008.std,8,レトモニケ,Flestik,32,Knockdown,1,10,13,Focus,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
0,MB009.std,9,レイチア,Basallish,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MB009.std,9,レイチア,Basallish,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,0.40
2,MB009.std,9,レイチア,Basallish,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.20
3,MB009.std,9,レイチア,Basallish,4,Close Attack,1,8,3,Close Attack,0b10001000001000000000000000000000,-1,None,0,5.00,1.30
4,MB009.std,9,レイチア,Basallish,8,Critical Attack,1,8,4,Critical Attack,0b10001000001000000000000000000000,-1,None,0,5.00,1.00
5,MB009.std,9,レイチア,Basallish,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB009.std,9,レイチア,Basallish,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000001000000000000000000000,-1,None,0,5.00,1.00
7,MB009.std,9,レイチア,Basallish,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB009.std,9,レイチア,Basallish,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000001000000000000000000000,-1,None,0,0.00,1.00
9,MB009.std,9,レイチア,Basallish,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
10,MB009.std,9,レイチア,Basallish,13,Dodge,1,8,10,Dodge,0b10001000001000000000000000000000,-1,None,0,0.00,1.00
11,MB009.std,9,レイチア,Basallish,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB009.std,9,レイチア,Basallish,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MB009.std,9,レイチア,Basallish,32,Knockdown,1,10,13,Focus,0b10001000001000000000000000000000,-1,None,0,0.00,1.00
0,mb010.std,10,カイライ,Dementis,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,mb010.std,10,カイライ,Dementis,7,Idle 2 (Injured),1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,mb010.std,10,カイライ,Dementis,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
3,mb010.std,10,カイライ,Dementis,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
4,mb010.std,10,カイライ,Dementis,8,Critical Attack,1,8,4,Critical Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
5,mb010.std,10,カイライ,Dementis,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,mb010.std,10,カイライ,Dementis,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
7,mb010.std,10,カイライ,Dementis,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,mb010.std,10,カイライ,Dementis,11,Take Damage 3,1,10,5,Take Damage 1,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
9,mb010.std,10,カイライ,Dementis,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
10,mb010.std,10,カイライ,Dementis,13,Dodge,1,8,10,Dodge,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
11,mb010.std,10,カイライ,Dementis,32,Knockdown,1,10,11,Defeat,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
12,mb010.std,10,カイライ,Dementis,29,Exec S-Move,1,8,6,Ranged Attack,0b10001000000000000000000000000000,15,Stone Breath,0,5.00,1.00
0,mb011.std,11,フォカラルガ,Walrenk,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,mb011.std,11,フォカラルガ,Walrenk,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,mb011.std,11,フォカラルガ,Walrenk,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
3,mb011.std,11,フォカラルガ,Walrenk,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
4,mb011.std,11,フォカラルガ,Walrenk,8,Critical Attack,1,8,4,Critical Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
5,mb011.std,11,フォカラルガ,Walrenk,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,mb011.std,11,フォカラルガ,Walrenk,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
7,mb011.std,11,フォカラルガ,Walrenk,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,mb011.std,11,フォカラルガ,Walrenk,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
9,mb011.std,11,フォカラルガ,Walrenk,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
10,mb011.std,11,フォカラルガ,Walrenk,13,Dodge,1,8,10,Dodge,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
11,mb011.std,11,フォカラルガ,Walrenk,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,mb011.std,11,フォカラルガ,Walrenk,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,mb011.std,11,フォカラルガ,Walrenk,21,Cast Magic,1,8,13,Focus,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
14,mb011.std,11,フォカラルガ,Walrenk,32,Knockdown,1,10,14,Widthdraw,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
15,mb011.std,11,フォカラルガ,Walrenk,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,3,Panika,0,5.00,1.00
16,mb011.std,11,フォカラルガ,Walrenk,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,28,Crystalum,0,5.00,1.00
17,mb011.std,11,フォカラルガ,Walrenk,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,27,Crystales,0,5.00,1.00
0,mb012.std,12,ギジェリガー,Varkris,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.40
1,mb012.std,12,ギジェリガー,Varkris,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,9.60,0.90
2,mb012.std,12,ギジェリガー,Varkris,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.10
3,mb012.std,12,ギジェリガー,Varkris,4,Close Attack,1,8,3,Close Attack,0b10001010000000000000000000000000,-1,None,0,5.00,1.00
4,mb012.std,12,ギジェリガー,Varkris,8,Critical Attack,1,8,4,Critical Attack,0b10001010001000000000000000000000,-1,None,0,5.00,1.00
5,mb012.std,12,ギジェリガー,Varkris,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,mb012.std,12,ギジェリガー,Varkris,5,Ranged Attack,1,8,6,Ranged Attack,0b10001010001000000000000000000000,-1,None,0,5.00,1.00
7,mb012.std,12,ギジェリガー,Varkris,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,mb012.std,12,ギジェリガー,Varkris,11,Take Damage 3,1,10,5,Take Damage 1,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
9,mb012.std,12,ギジェリガー,Varkris,12,Guard,1,8,9,Guard,0b10001010000000000000000000000000,-1,None,0,0.00,1.20
10,mb012.std,12,ギジェリガー,Varkris,13,Dodge,1,8,10,Dodge,0b10001010000000000000000000000000,-1,None,0,0.10,1.00
11,mb012.std,12,ギジェリガー,Varkris,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,mb012.std,12,ギジェリガー,Varkris,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,mb012.std,12,ギジェリガー,Varkris,21,Cast Magic,1,8,0,Idle 1,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
14,mb012.std,12,ギジェリガー,Varkris,32,Knockdown,1,10,14,Widthdraw,0b10001010001000000000000000000000,-1,None,0,0.00,1.00
15,mb012.std,12,ギジェリガー,Varkris,29,Exec S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,62,Call Allies,0,5.00,1.00
16,mb012.std,12,ギジェリガー,Varkris,29,Exec S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,87,Call Allies,0,5.00,1.00
