Entry ID,EU SOT Pos,[Entry GB Name],Occasion Flags,[M],[B],[S],Effect ID,[Effect Name],Scope ID,[Scope Name],Consume%,Sell%,EU Order 1,EU Order 2,Pad 1,Buy,Pad 2,Pad 3,Effect Base,Element ID,[Element Name],Type ID,[Type Name],State ID,[State Name],State Miss%,[GB Descr Str]
253,0x802c731c,Glyph of Speed,0b0010,"",X,"",20,Incr Quick,2,All PCs,100,50,11,18,0,100,0,0,0,0,Green,0,Physical,7,Revival,0,"Developed by De Loco's Researchers.
Increases the Quick of the entire party."
254,0x802c732c,Healing Salve,0b0010,"",X,"",33,Regenerate,1,Single PC,100,50,12,25,0,50,0,0,250,0,Green,0,Physical,0,Poison,0,"Developed by De Loco's Researchers.
Allows one ally to regenerate health."
255,0x802c733c,Chalice of Blood,0b0000,"","","",-1,None,0,None,0,100,51,2,0,5000,0,0,0,0,Green,0,Physical,0,Poison,0,"A valuable treasure sought by Zivilyn Bane in
the Dark Rift."
256,0x802c7350,Windsong Orb,0b0000,"","","",-1,None,0,None,0,100,52,74,0,6000,0,0,0,0,Green,0,Physical,0,Poison,0,"A valuable treasure sought by Zivilyn Bane in
Mount Kazai."
257,0x802c7360,Winter Orb,0b0000,"","","",-1,None,0,None,0,100,53,75,0,7000,0,0,0,0,Green,0,Physical,0,Poison,0,"A valuable treasure sought by Zivilyn Bane in
Glacia."
258,0x802c736c,Moonberry,0b0000,"","","",52,Learn S-Move,1,Single PC,100,0,13,35,0,50000,0,0,-1,0,Green,0,Physical,0,Poison,0,"An edible fruit fertilized by Moon Stones.
Eating it will enable you to learn a technique."
259,0x8034fba8,Cham,0b0100,X,"","",53,Evolve Cupil,0,None,100,0,14,3,0,10000,0,0,-1,0,Green,0,Physical,0,Poison,0,"Cupil gets excited when Chams are in the area.
Feeding them to Cupil will enable him to evolve."
260,0x802c7378,Paranta Seed,0b0100,X,"","",54,Grow Power,1,Single PC,100,1,17,40,0,5000,0,0,3,-1,None,-1,None,0,Poison,0,"The seed of a Paranta Tree, which blooms under
a full Red Moon. Increases Power by 3."
261,0x802c7388,Icyl Seed,0b0100,X,"","",55,Grow Will,1,Single PC,100,1,18,26,0,5000,0,0,3,-1,None,-1,None,0,Poison,0,"The seed of an Icyl Tree, which blooms under a
full Purple Moon. Increases Will by 3."
262,0x802c7394,Zaal Seed,0b0100,X,"","",56,Grow Vigor,1,Single PC,100,1,19,76,0,5000,0,0,3,-1,None,-1,None,0,Poison,0,"The seed of a Zaal Tree, which blooms under a
full Yellow Moon. Increases Vigor by 3."
263,0x802c73a0,Dexus Seed,0b0100,X,"","",57,Grow Agile,1,Single PC,100,1,20,8,0,15000,0,0,1,-1,None,-1,None,0,Poison,0,"The seed of a Dexus Tree, which blooms under
the light of 6 full Moons. Increases Agile by 1."
264,0x802c73ac,Sylph Seed,0b0100,X,"","",58,Grow Quick,1,Single PC,100,1,21,67,0,5000,0,0,3,-1,None,-1,None,0,Poison,0,"The seed of a Sylph Tree, which blooms under a
full Blue Moon. Increases Quick by 3."
265,0x802c73b8,Vidal Seed,0b0100,X,"","",59,Grow MAXHP,1,Single PC,100,1,22,71,0,5000,0,0,30,-1,None,-1,None,0,Poison,0,"The seed of a Vidal Tree, which blooms under a
full Green Moon. Increases Max HP by 30."
266,0x802c73c4,Magus Seed,0b0100,X,"","",60,Grow MAXMP,1,Single PC,100,1,23,33,0,5000,0,0,1,-1,None,-1,None,0,Poison,0,"The seed of a Magus Tree, which blooms under a
full Silver Moon. Increases Max MP by 1."
267,0x802c73d0,Pyri Box,0b0010,"",X,"",0,Damage,4,All ECs,8,1,24,43,0,400,0,0,150,0,Green,1,Magical,0,Poison,0,"A mage of the Red Moon has enchanted a box with
the spell, Pyri. It can be used more than once."
268,0x802c73dc,Pyrum Box,0b0010,"",X,"",0,Damage,4,All ECs,16,1,25,44,0,1200,0,0,360,0,Green,1,Magical,0,Poison,0,"A mage of the Red Moon has enchanted a box with
the spell, Pyrum. 5 or 6 charges."
269,0x802c73e8,Crystales Box,0b0010,"",X,"",0,Damage,3,Single EC,12,1,26,6,0,800,0,0,330,0,Green,1,Magical,0,Poison,0,"A mage of the Purple Moon has enchanted a box
with the spell Crystales. 7 or 8 charges."
270,0x802c73f8,Crystalen Box,0b0010,"",X,"",0,Damage,3,Single EC,24,1,27,5,0,1600,0,0,600,0,Green,1,Magical,0,Poison,0,"A mage of the Purple Moon has enchanted a box
with the spell Crystalen. 3 or 4 charges."
271,0x802c7408,Wevles Box,0b0010,"",X,"",0,Damage,33,EC Square S5,12,1,28,73,0,800,0,0,285,0,Green,1,Magical,0,Poison,0,"A mage of the Blue Moon has enchanted a box
with the spell Wevles. 7 or 8 charges."
272,0x802c7414,Wevlen Box,0b0010,"",X,"",0,Damage,34,EC Square S7,24,1,29,72,0,1600,0,0,525,0,Green,1,Magical,0,Poison,0,"A mage of the Blue Moon has enchanted a box
with the spell Wevlen. 3 or 4 charges."
273,0x802c7420,Electri Box,0b0010,"",X,"",0,Damage,36,EC Ray S1,8,1,30,12,0,400,0,0,180,0,Green,1,Magical,0,Poison,0,"A mage of the Yellow Moon has enchanted a box
with the spell Electri. It has several charges."
274,0x802c742c,Electrum Box,0b0010,"",X,"",0,Damage,37,EC Ray S3,16,1,31,13,0,1200,0,0,420,0,Green,1,Magical,0,Poison,0,"A mage of the Yellow Moon has enchanted a box
with the spell Electrum. 5 or 6 charges."
275,0x802c743c,Sacri Box,0b0010,"",X,"",31,Recover HP,1,Single PC,8,1,32,54,0,800,0,0,500,-1,None,-1,None,0,Poison,0,"A mage of the Green Moon has enchanted a box
with the spell Sacri. It has several charges."
276,0x802c7448,Sacrum Box,0b0010,"",X,"",31,Recover HP,2,All PCs,16,1,33,56,0,1200,0,0,1000,-1,None,-1,None,0,Poison,0,"A mage of the Green Moon has enchanted a box
with the spell Sacrum. 5 or 6 charges."
277,0x802c7454,Riselem Box,0b0010,"",X,"",28,Revive With HP of 100%,1,Single PC,32,1,34,49,0,2400,0,0,0,0,Green,0,Physical,7,Revival,0,"A mage of the Silver Moon has enchanted a box
with the spell Riselem. This box is fragile!"
278,0x802c7460,Sylenis Box,0b0010,"",X,"",12,Silence,3,Single EC,12,1,35,66,0,600,0,0,0,0,Green,0,Physical,5,Silence,30,"A mage of the Purple Moon has enchanted a box
with the spell Sylenis. 7 or 8 charges."
279,0x802c746c,Panika Box,0b0010,"",X,"",11,Confusion,3,Single EC,24,1,36,39,0,1200,0,0,0,0,Green,0,Physical,4,Confusion,30,"A mage of the Purple Moon has enchanted a box
with the spell Panika. 3 or 4 charges."
280,0x802c7478,Driln Box,0b0010,"",X,"",26,Decr All Attr,3,Single EC,12,1,37,11,0,600,0,0,0,0,Green,0,Physical,8,Weak,50,"A mage of the Yellow Moon has enchanted a box
with the spell Driln. 7 or 8 charges."
281,0x802c7484,Slipara Box,0b0010,"",X,"",9,Sleep,4,All ECs,24,1,38,61,0,1200,0,0,0,0,Green,0,Physical,3,Sleep,50,"A mage of the Blue Moon has enchanted a box
with the spell Slipara. 3 or 4 charges."
282,0x802c7490,Eternum Box,0b0010,"",X,"",6,Unconscious + Damage A,3,Single EC,32,1,39,14,0,3600,0,0,250,5,Silver,1,Magical,49,???,0,"A mage of the Silver Moon has enchanted a box
with the spell Eternum. This box is fragile!"
283,0x802c749c,Rune of Ill Omen,0b0000,"","","",-1,None,0,None,0,100,47,52,0,1000,0,0,0,0,Green,0,Physical,0,Poison,0,"A valuable treasure sought by Zivilyn Bane in
Pyrynn."
284,0x802c74b0,Golden Mask,0b0000,"","","",-1,None,0,None,0,100,48,21,0,2000,0,0,0,0,Green,0,Physical,0,Poison,0,"A valuable treasure sought by Zivilyn Bane in
Rixis."
285,0x802c74bc,Sky Sardis,0b0100,X,"","",31,Recover HP,1,Single PC,100,100,58,60,0,1,0,0,1,-1,None,-1,None,0,Poison,0,"A common fish at the bottom of the food chain.
They are fare for most Mid Ocean residents."
286,0x802c74c8,Red Sardis,0b0100,X,"","",31,Recover HP,1,Single PC,100,100,59,47,0,10,0,0,1,-1,None,-1,None,0,Poison,0,"A type of fish that doesn't taste very good,
but is valued for its fiery red scales."
287,0x802c74d4,Flying Fish,0b0100,X,"","",31,Recover HP,1,Single PC,100,100,60,16,0,2,0,0,1,-1,None,-1,None,0,Poison,0,"Most commonly found near Mid Ocean. Has thick,
barbed scales."
288,0x802c74e0,Spiked Sunfish,0b0100,X,"","",31,Recover HP,1,Single PC,100,100,61,64,0,20,0,0,1,-1,None,-1,None,0,Poison,0,"Spiked Sunfish travel in schools, in order to
avoid predators. They can be eaten or sold."
289,0x802c74f0,Abirik Cham,0b0100,X,"","",75,Evolve Cupil Now,0,None,100,0,15,0,0,50000,0,0,-1,-1,None,-1,None,0,Poison,0,"If Cupil eats an Abirik Cham, he will evolve
into his next form."
290,0x8034fbb0,Chom,0b0100,X,"","",76,Reset Cupil,0,None,100,1,16,4,0,3000,0,0,-1,-1,None,-1,None,0,Poison,0,"A contaminated form of Cham that causes Cupil
to regurgitate all Chams."
291,0x802c74fc,Gold Pollen,0b0000,"","","",-1,None,0,None,100,100,41,20,0,5000,0,0,0,0,Green,0,Physical,0,Poison,0,"Pollen from the Kanezl Plants found north of
Nasr. An expensive export of Nasrad."
292,0x802c7508,Ilchymix,0b0100,X,"","",51,Recover HP & MP by 100% B,2,All PCs,100,100,46,27,0,400,0,0,10000,-1,None,-1,None,0,Poison,0,"Ilchymis' special mix of herbs, this amazing
potion will fully restore the party's HP and MP."
293,0x802c7514,Orb of Serenity,0b0000,"","","",-1,None,0,None,0,100,54,38,0,10000,0,0,0,0,Green,0,Physical,0,Poison,0,"A valuable treasure sought by Zivilyn Bane in
Soltis."
294,0x802c7524,Kabal Skewer,0b0110,X,X,"",48,Recover MP,1,Single PC,100,100,42,28,0,100,0,0,2,-1,None,-1,None,0,Poison,0,"A traditional Nasr dish featuring grilled Kabal
meat. Restores one ally's MP by 2."
295,0x802c7534,Mom's Skewer,0b0110,X,X,"",49,Recover MP of 100%,1,Single PC,100,100,43,34,0,200,0,0,100,-1,None,-1,None,0,Poison,0,"A Kabal Skewer made with only the finest of
ingredients. Completely restores one ally's MP."
296,0x802c7544,Tropica ,0b0100,X,"","",59,Grow MAXHP,1,Single PC,100,100,40,68,0,1000,0,0,200,-1,None,-1,None,0,Poison,0,"An extremely rare gourd, found in Ixa'taka,
that increases an ally's Max HP by 200."
297,0x802c7550,Urala's Lunch,0b0100,X,"","",51,Recover HP & MP by 100% B,1,Single PC,100,100,44,70,0,200,0,0,10000,-1,None,-1,None,0,Poison,0,"A meal made from exotic ingredients that 
fully replenishes the party's HP and MP."
298,0x802c7560,Polly Special,0b0100,X,"","",51,Recover HP & MP by 100% B,1,Single PC,100,100,45,42,0,200,0,0,10000,-1,None,-1,None,0,Poison,0,"A meal made from rare ingredients that fully
replenishes a single character’s HP and MP."
299,0x802c7570,Magillex Idol,0b0000,"","","",-1,None,0,None,0,100,55,32,0,25000,0,0,0,0,Green,0,Physical,0,Poison,0,"One of the three lost sacred figurines that
Pinta is looking for."
300,0x802c7580,Pharax Idol,0b0000,"","","",-1,None,0,None,0,100,56,41,0,25000,0,0,0,0,Green,0,Physical,0,Poison,0,"One of the three lost sacred figurines that
Pinta is looking for. "
301,0x802c758c,Euconyx Idol,0b0000,"","","",-1,None,0,None,0,100,57,15,0,25000,0,0,0,0,Green,0,Physical,0,Poison,0,"One of the three lost sacred figurines that
Pinta is looking for. "
302,0x8034fbb8,DUMMY,0b0000,"","","",-1,None,0,None,0,0,77,-1,0,0,0,0,0,0,Green,0,Physical,0,Poison,0,"DUMMY
------"
303,0x8034fbb8,DUMMY,0b0000,"","","",-1,None,0,None,0,0,78,-1,0,0,0,0,0,0,Green,0,Physical,0,Poison,0,"DUMMY
------"
304,0x8034fbb8,DUMMY,0b0000,"","","",-1,None,0,None,0,0,79,-1,0,0,0,0,0,0,Green,0,Physical,0,Poison,0,"DUMMY
------"
305,0x802c759c,Drajik Fish,0b0000,"","","",-1,None,0,None,100,100,76,9,0,3000,0,0,0,0,Green,0,Physical,0,Poison,0,"A fish, believed to be extinct since the Old
World, recently discovered near the Dark Rift."
306,0x802c75a8,Kite Ray,0b0100,X,"","",31,Recover HP,1,Single PC,100,100,62,29,0,5,0,0,10,-1,None,-1,None,0,Poison,0,"Found near Valua. An air fish that's known
for its great taste."
307,0x802c75b4,Stealth Ray,0b0100,X,"","",31,Recover HP,1,Single PC,100,100,63,65,0,50,0,0,10,-1,None,-1,None,0,Poison,0,"A larger ray, rarely caught. Valued for its
hide, rather than consumption."
308,0x802c75c0,Spear Squid,0b0100,X,"","",31,Recover HP,1,Single PC,100,100,64,63,0,30,0,0,1,-1,None,-1,None,0,Poison,0,"These small creatures are often found in windy
areas. They are small, but edible."
309,0x802c75cc,Drill Squid,0b0100,X,"","",31,Recover HP,1,Single PC,100,100,65,10,0,300,0,0,10,-1,None,-1,None,0,Poison,0,"Larger than a Spear Squid, and can make a
decent meal. Can be eaten raw."
310,0x8034fbc0,Grule,0b0100,X,"","",31,Recover HP,1,Single PC,100,100,66,23,0,40,0,0,10,-1,None,-1,None,0,Poison,0,"A fish found near the Dark Rift. Despite its
grotesque appearance, it tastes pretty good."
311,0x802c75d8,Rainbow Grule,0b0100,X,"","",31,Recover HP,1,Single PC,100,100,67,45,0,400,0,0,50,-1,None,-1,None,0,Poison,0,"A fish that uses a glowing tentacle as a lure
to catch smaller fish. These fish are delicious."
312,0x802c75e8,Sky Jellyfish,0b0100,X,"","",31,Recover HP,1,Single PC,100,100,68,36,0,150,0,0,10,-1,None,-1,None,0,Poison,0,"Its body is a translucent white. It's found at
high altitudes, and has a bland taste."
313,0x802c75f8,Silverfish,0b0100,X,"","",31,Recover HP,1,Single PC,100,100,69,59,0,1500,0,0,500,-1,None,-1,None,0,Poison,0,"A rare fish found at high altitudes above Mid
Ocean. Very high in nutritional value."
314,0x802c7604,Romuhai Fish,0b0100,X,"","",31,Recover HP,1,Single PC,100,100,70,51,0,100,0,0,50,-1,None,-1,None,0,Poison,0,"Has fins that look like wings. Commonly eaten in
the East raw, or cooked in broth."
315,0x802c7614,Hamahai Fish,0b0100,X,"","",31,Recover HP,1,Single PC,100,100,71,24,0,1000,0,0,100,-1,None,-1,None,0,Poison,0,"Found at high altitudes above Yafutoma. Prized
as a delicacy, but not much of it is edible."
316,0x802c7624,Nerath Eel,0b0100,X,"","",31,Recover HP,1,Single PC,100,100,72,37,0,80,0,0,10,-1,None,-1,None,0,Poison,0,"An eel found in dark areas, under clouds or
continents. Barely edible."
317,0x802c7630,Great Nerath Eel,0b0100,X,"","",31,Recover HP,1,Single PC,100,100,73,22,0,800,0,0,1,-1,None,-1,None,0,Poison,0,"A Nerath Eel that has lived for years.
Good food for those who need an energy boost."
318,0x802c7644,Red Dragon,0b0100,X,"","",31,Recover HP,1,Single PC,100,100,74,46,0,200,0,0,50,-1,None,-1,None,0,Poison,0,"Very little is known about this rare creature.
Its meat is a delicacy."
319,0x802c7650,Gold Dragon,0b0100,X,"","",31,Recover HP,1,Single PC,100,100,75,19,0,2000,0,0,100,-1,None,-1,None,0,Poison,0,"An extremely rare creature. The wealthy would 
pay bags of gold just to look at it."
