Entry ID,Entry JP Name,PC Flags,[V],[A],[F],[D],[E],[G],Sell%,JP Order 1,JP Order 2,Pad 1,Buy,Trait 1 ID,[Trait 1 Name],Pad 2,Trait 1 Value,Trait 2 ID,[Trait 2 Name],Pad 3,Trait 2 Value,Trait 3 ID,[Trait 3 Name],Pad 4,Trait 3 Value,Trait 4 ID,[Trait 4 Name],Pad 5,Trait 4 Value,[JP Descr Pos],[JP Descr Size],JP Descr Str
171,ブブロッカの甲羅,0x35,X,X,"",X,"",X,50,11,50,0,1920,17,Defense,0,36,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x2ca774,92,マロッカよりも硬い外殻を持つブブロッカの甲羅を\n船乗りが加工した装飾品。防御力が上昇する。
172,ガトーのツメ,0x35,X,X,"",X,"",X,50,12,12,0,420,19,Hit%,0,20,16,Attack,0,2,-1,None,0,0,-1,None,0,0,0x2ca7d0,100,ガトーのツメをバルアの下級市民が加工した装飾品。\n命中率を高めるとともに、攻撃力を少し上昇させる。
173,狩人の手甲,0x35,X,X,"",X,"",X,50,13,13,0,1010,19,Hit%,0,40,16,Attack,0,4,-1,None,0,0,-1,None,0,0,0x2ca834,100,モンテスマの男が狩りの時に利き手に装着する手甲。\n命中率を高めるとともに、攻撃力を少し上昇させる。
174,エルモのわっか,0x3d,X,X,X,X,"",X,50,14,9,0,330,20,Dodge%,0,10,17,Defense,0,2,-1,None,0,0,-1,None,0,0,0x2ca898,96,不思議な生命体エルモが持つ、銀色に輝くわっか。\n回避率を高めるとともに、防御力を少し上昇させる。
175,ケチャの羽根飾り,0x3d,X,X,X,X,"",X,50,15,24,0,810,20,Dodge%,0,20,17,Defense,0,4,-1,None,0,0,-1,None,0,0,0x2ca8f8,96,ケチャ神の大いなる加護を受けた美しい羽根飾り。\n回避率を高めるとともに、防御力を少し上昇させる。
176,ビゴロチョーカー,0x25,X,"","",X,"",X,50,17,48,0,2890,16,Attack,0,20,19,Hit%,0,30,-1,None,0,0,-1,None,0,0,0x2ca958,96,自称ファッションリーダー・ビゴロのお気に入り。\n命中率を高めるとともに、攻撃力を少し上昇させる。
177,提督の肩章,0x37,X,X,"",X,X,X,50,18,40,0,1930,17,Defense,0,20,20,Dodge%,0,15,-1,None,0,0,-1,None,0,0,0x2ca9b8,100,提督であることを示す肩章。その誇り高き精神により\n回避率を高めるとともに、防御力を少し上昇させる。
178,謎のゆび人形,0x39,X,X,X,"","",X,100,19,42,0,10,16,Attack,0,10,17,Defense,0,10,19,Hit%,0,20,20,Dodge%,0,10,0x2caa1c,80,不気味な姿をした、小さなゆび人形。\n攻撃力、防御力、命中率、回避率が上昇する。
179,古代の腕輪,0x35,X,X,"",X,"",X,100,20,27,0,10,16,Attack,0,20,17,Defense,0,20,19,Hit%,0,40,20,Dodge%,0,20,0x2caa6c,92,闘技場で戦う屈強な戦士が、かつて身につけた腕輪。\n攻撃力、防御力、命中率、回避率が上昇する。
180,反撃の腕輪,0x35,X,X,"",X,"",X,100,21,47,0,10,73,Counter%,0,20,16,Attack,0,20,19,Hit%,0,20,-1,None,0,0,0x2caac8,92,腕にはめることで身体能力が少しだけ底上げされる。\n反撃率だけでなく攻撃力と命中率が上昇する。
181,悟りの腕輪,0x3f,X,X,X,X,X,X,100,22,29,0,10,65,Block Attack,0,1,17,Defense,0,40,-1,None,0,0,-1,None,0,0,0x2cab24,92,無我の境地に達することで、通常の攻撃を一切\n受けつけなくなる。また防御力も大きく上昇する。
182,ケガレナ石,0x3f,X,X,X,X,X,X,100,23,23,0,100,48,Poison,0,-10,32,Green,0,-2,17,Defense,0,5,18,MagDef,0,5,0x2cab80,92,「毒」を完全に防ぐ上、防御力とЖ防力も高める。\nまた緑属性の攻撃をやわらげる力も秘めている。
183,シナナ石,0x3f,X,X,X,X,X,X,100,30,30,0,100,49,Unconscious,0,-10,37,Silver,0,-2,17,Defense,0,5,18,MagDef,0,5,0x2cabdc,92,急な「失神」を防ぐ上、防御力とЖ防力を高める。\nまた銀属性の攻撃をやわらげる力も秘めている。
184,カタマンナ石,0x3f,X,X,X,X,X,X,100,29,11,0,100,50,Stone,0,-10,17,Defense,0,10,18,MagDef,0,10,-1,None,0,0,0x2cac38,96,「石化」を完全に防ぐ上、防御力とЖ防力を高める。\n石化攻撃を持つ敵に対して絶大な効力を発揮する。
185,ネーナ石,0x3f,X,X,X,X,X,X,100,24,44,0,100,51,Sleep,0,-10,35,Blue,0,-2,17,Defense,0,5,18,MagDef,0,5,0x2cac98,96,「睡眠」を完全に防ぐ上、防御力とЖ防力を高める。\nまた青属性の攻撃をやわらげる力も秘めている。
186,マドワナ石,0x3f,X,X,X,X,X,X,100,25,57,0,100,52,Confusion,0,-10,34,Purple,0,-2,17,Defense,0,5,18,MagDef,0,5,0x2cacf8,96,「混乱」を完全に防ぐ上、防御力とЖ防力を高める。\nまた紫属性の攻撃をやわらげる力も秘めている。
187,ダマンナ石,0x3f,X,X,X,X,X,X,100,26,37,0,100,53,Silence,0,-10,34,Purple,0,-2,17,Defense,0,5,18,MagDef,0,5,0x2cad58,96,「沈黙」を完全に防ぐ上、防御力とЖ防力を高める。\nまた紫属性の攻撃をやわらげる力も秘めている。
188,ツカレナ石,0x3f,X,X,X,X,X,X,100,28,39,0,100,54,Fatigue,0,-10,17,Defense,0,10,18,MagDef,0,10,-1,None,0,0,0x2cadb8,96,「疲労」を完全に防ぐ上、防御力とЖ防力を高める。\nガッツを制する者だけが戦いに勝つことができる。
189,ヘコマナ石,0x3f,X,X,X,X,X,X,100,27,52,0,100,56,Weak,0,-10,36,Yellow,0,-2,17,Defense,0,5,18,MagDef,0,5,0x2cae18,96,「衰弱」を完全に防ぐ上、防御力とЖ防力を高める。\nまた黄属性の攻撃をやわらげる力も秘めている。
190,キ石,0x3f,X,X,X,X,X,X,100,31,15,0,1000,79,Block Neg States,0,-10,17,Defense,0,10,18,MagDef,0,10,-1,None,0,0,0x2cae78,96,持っていると、不利な状態を一切受けつけなくなり、\nさらに防御力とЖ防力も高める。まさに奇跡の石。
191,日よけのベール,0x3f,X,X,X,X,X,X,50,34,49,0,640,17,Defense,0,9,18,MagDef,0,9,-1,None,0,0,-1,None,0,0,0x2caed8,88,灼熱の陽射しから肌を守るため、砂漠の遊牧民が\nかぶるベール。防御力とЖ防力が上昇する。
192,耳あて帽,0x3f,X,X,X,X,X,X,50,39,61,0,3580,17,Defense,0,24,18,MagDef,0,24,-1,None,0,0,-1,None,0,0,0x2caf30,100,北の空を飛ぶ空賊にはかかせない暖かい毛皮の帽子。\n暖かい毛皮で頭を包み、防御力とЖ防力が上昇する。
193,麻のターバン,0x3f,X,X,X,X,X,X,50,35,1,0,770,16,Attack,0,9,1,Will,0,9,-1,None,0,0,-1,None,0,0,0x2caf94,92,ナスルの民が通気性の高い麻で編んだターバン。\n頭にしっかり巻くと、攻撃力と気力が上昇する。
194,とんがり帽子,0x3f,X,X,X,X,X,X,50,40,41,0,4300,16,Attack,0,24,1,Will,0,24,-1,None,0,0,-1,None,0,0,0x2caff0,92,東方の空賊が大一番でのみ着用する奇抜な帽子。\n目立つという自覚から、攻撃力と気力が上昇する。
195,作業帽,0x3f,X,X,X,X,X,X,50,33,28,0,480,17,Defense,0,4,18,MagDef,0,4,16,Attack,0,4,1,Will,0,4,0x2cb04c,76,働き者の頭を保護する実用的な帽子。\n攻撃力、防御力、気力、Ж防力が上昇する。
196,青の空賊旗,0x3f,X,X,X,X,X,X,50,41,0,0,6820,17,Defense,0,18,18,MagDef,0,18,16,Attack,0,18,1,Will,0,18,0x2cb098,92,みずからの空賊旗を頭に巻くことは固い決意の表明。\n攻撃力、防御力、気力、Ж防力が上昇する。
197,アフロのかつら,0x3f,X,X,X,X,X,X,50,36,2,0,3200,80,First Strike%,0,40,19,Hit%,0,40,-1,None,0,0,-1,None,0,0,0x2cb0f4,92,ナスルで流行の最先端を突き抜けているかつら。\n相手のド肝を抜いて、先制確率と命中率があがる。
198,シモンの覆面,0x3f,X,X,X,X,X,X,50,37,31,0,3000,81,PC Run%,0,100,4,Quick,0,10,20,Dodge%,0,10,-1,None,0,0,0x2cb150,100,目と口だけが開いた覆面でスピードと回避率が上昇。\n特殊な場合を除けば必ず敵から逃げることができる。
199,クルルのバンダナ,0x3f,X,X,X,X,X,X,50,38,21,0,2800,4,Quick,0,50,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x2cb1b4,92,クルルの革をなめしたものを折りたたんで頭に巻くと\n身のこなしがよくなり、スピードが上昇する。
200,呪いの鉄仮面,0x25,X,"","",X,"",X,50,42,45,0,4760,68,Reduce SP,0,1,16,Attack,0,75,17,Defense,0,75,-1,None,0,0,0x2cb210,92,頭にかぶると攻撃力、防御力が飛躍的に上昇するが、\n呪いでパーティのガッツが０になってしまう。
201,リボン,0x1d,"",X,X,X,"",X,50,43,62,0,60,4,Quick,0,2,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x2cb26c,92,アイカが長い髪を束ねるために使っている細長い布。\n動きやすくなるので、スピードが上昇する。
202,花かんざし,0x1d,"",X,X,X,"",X,50,44,46,0,2960,4,Quick,0,30,20,Dodge%,0,5,-1,None,0,0,-1,None,0,0,0x2cb2c8,80,髪を束ねるためのヤフトマーの民芸品。\nスピードが上昇するため、回避率も高くなる。
203,三日月のバレッタ,0x1d,"",X,X,X,"",X,50,45,60,0,5710,4,Quick,0,19,17,Defense,0,28,18,MagDef,0,28,-1,None,0,0,0x2cb318,88,三日月を模したデザインがとてもおしゃれな髪飾り。\nスピード、防御力、Ж防力が上昇する。
204,ゴーグル,0x30,X,X,"","","","",50,46,26,0,40,19,Hit%,0,5,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x2cb370,92,大空の航行では必需品ともいえるゴーグル。\n強風の中でも視界が確保できるため命中率が上がる。
205,暗視ゴーグル,0x30,X,X,"","","","",50,47,5,0,1930,19,Hit%,0,60,16,Attack,0,6,-1,None,0,0,-1,None,0,0,0x2cb3cc,88,暗闇の中でも視界を確保できる特殊なゴーグル。\n装備することで命中率と攻撃力が上昇する。
206,スコープゴーグル,0x30,X,X,"","","","",50,48,32,0,6660,19,Hit%,0,50,16,Attack,0,19,1,Will,0,19,-1,None,0,0,0x2cb424,92,相手の隙を見極めることができる高性能なゴーグル。\n命中率と攻撃力はもちろん、気力も上昇する。
207,ウッドパイプ,0x5,"","","",X,"",X,50,49,8,0,300,79,Block Neg States,0,-3,17,Defense,0,8,-1,None,0,0,-1,None,0,0,0x2cb480,92,オトナの男に似合う、ずっしり重い木製のパイプ。\n不利な状態への耐性があり、防御力も上昇する。
208,チャンバーパイプ,0x5,"","","",X,"",X,50,51,38,0,4760,79,Block Neg States,0,-9,17,Defense,0,38,-1,None,0,0,-1,None,0,0,0x2cb4dc,96,真ちゅうの筒で内部を強化した金属製のパイプ。\n不利な状態への耐性が大変高く、防御力も上昇する。
209,グラシアのわっか,0x18,"",X,X,"","","",50,16,20,0,2860,20,Dodge%,0,100,17,Defense,0,8,-1,None,0,0,-1,None,0,0,0x2cb53c,92,敵からの通常攻撃をほとんどかわせるようになる\n不思議な力を秘めたわっか。防御力も上昇する。
210,ブラックマップ,0x20,X,"","","","","",100,56,51,0,777,84,Random Encounter%,0,100,80,First Strike%,0,25,82,???,0,0,83,EC Run%,0,0,0x2cb598,92,敵に最も遭遇しやすいルートが記された地図。\nまた遭遇時の先制確率が上がり、敵の逃走も防ぐ。
211,ホワイトマップ,0x20,X,"","","","","",100,57,56,0,666,84,Random Encounter%,0,5,80,First Strike%,0,0,82,???,0,0,81,PC Run%,0,100,0x2cb5f4,92,敵に最も遭遇しにくいルートが記された地図。\nまた敵に遭遇しても、ほとんどの場合は逃走できる。
212,キャプテンハット,0x20,X,"","","","","",100,61,17,0,10,16,Attack,0,80,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x2cb650,88,ナスルの名門空賊に代々つたわるという帽子。\n船長としての責任感から、攻撃力が上昇する。
213,あみあみタイツ,0x10,"",X,"","","","",100,62,3,0,10,16,Attack,0,40,1,Will,0,40,-1,None,0,0,-1,None,0,0,0x2cb6a8,100,とある空賊がアイカにプレゼントしようとしたもの。\n見られているという意識から、攻撃力と気力が上昇。
214,黒の眼帯,0x25,X,"","",X,"",X,100,52,22,0,10,16,Attack,0,7,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x2cb70c,92,どう猛な野獣の革を加工したドラクマ愛用の眼帯。\n装備すると気がひき締まり、攻撃力が上昇する。
215,銀のベール,0x18,"",X,X,"","","",100,53,19,0,100,1,Will,0,16,18,MagDef,0,16,-1,None,0,0,-1,None,0,0,0x2cb768,92,ファイナの可憐な頭部を護る神秘的なベール。\n編みこんだ銀の繊維で、気力とЖ防力が上昇する。
216,皇族の紋章,0x2,"","","","",X,"",100,55,10,0,1000,17,Defense,0,20,18,MagDef,0,20,-1,None,0,0,-1,None,0,0,0x2cb7c4,92,帝位継承権を持つ者だけが身につけることを許された\n由緒正しい紋章。防御力とЖ防力が上昇する。
217,だてメガネ,0x31,X,X,"","","",X,100,54,36,0,500,17,Defense,0,11,18,MagDef,0,11,16,Attack,0,11,1,Will,0,11,0x2cb820,88,ギルダーの愛用品。防御力、Ж防力、攻撃力、\nさらに気力までもが上昇するすばらしいメガネ。
218,アルマダの勲章,0x3f,X,X,X,X,X,X,100,60,4,0,5000,49,Unconscious,0,-10,17,Defense,0,30,18,MagDef,0,30,-1,None,0,0,0x2cb878,96,無敵を誇るアルマダ艦隊の輝かしい戦功の証し。\n防御力とЖ防力が上昇し、失神することもなくなる。
219,ウォーターパイプ,0x5,"","","",X,"",X,50,50,7,0,1490,79,Block Neg States,0,-6,17,Defense,0,21,-1,None,0,0,-1,None,0,0,0x2cb8d8,92,違いのわかる男だけがたしなむ、至高の水パイプ。\n不利な状態への耐性が高く、防御力も上昇する。
220,防寒断熱帽,0x3f,X,X,X,X,X,X,50,58,53,0,2080,33,Red,0,-5,34,Purple,0,-5,-1,None,0,0,-1,None,0,0,0x2cb934,96,赤、紫という対照的な二つの属性の攻撃を画期的に\nやわらげる力を秘めた帽子。持っておいて損はない。
221,アンバランス,0x3f,X,X,X,X,X,X,50,59,6,0,1010,1,Will,0,8,17,Defense,0,8,19,Hit%,0,10,4,Quick,0,8,0x2cb994,100,気力と防御力と命中率とスピードが上昇する、お得な\n感じの宝飾品。作られた場所や時代などは一切不明。
222,キキヤス石,0x3f,X,X,X,X,X,X,100,32,14,0,1000,79,Block Neg States,0,90,17,Defense,0,75,18,MagDef,0,75,-1,None,0,0,0x2cb9f8,92,飛躍的に防御力とЖ防力を上昇させる代わりに、\nすべての不利な状態がかかりやすくなってしまう。
223,ダミーアクセサリ,0x0,"","","","","","",0,63,63,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
224,ダミーアクセサリ,0x0,"","","","","","",0,64,64,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
225,ダミーアクセサリ,0x0,"","","","","","",0,65,65,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
226,ダミーアクセサリ,0x0,"","","","","","",0,66,66,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
227,ダミーアクセサリ,0x0,"","","","","","",0,67,67,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
228,ダミーアクセサリ,0x0,"","","","","","",0,68,68,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
229,ダミーアクセサリ,0x0,"","","","","","",0,69,69,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
230,ダミーアクセサリ,0x0,"","","","","","",0,70,70,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
231,ダミーアクセサリ,0x0,"","","","","","",0,71,71,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
232,ダミーアクセサリ,0x0,"","","","","","",0,72,72,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
233,ダミーアクセサリ,0x0,"","","","","","",0,73,73,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
234,ダミーアクセサリ,0x0,"","","","","","",0,74,74,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
235,ダミーアクセサリ,0x0,"","","","","","",0,75,75,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
236,ダミーアクセサリ,0x0,"","","","","","",0,76,76,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
237,ダミーアクセサリ,0x0,"","","","","","",0,77,77,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
238,ダミーアクセサリ,0x0,"","","","","","",0,78,78,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
239,ダミーアクセサリ,0x0,"","","","","","",0,79,79,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
