Entry ID,EU Message ID,[ DE Entry Name Pos.],[ DE Entry Name Size],DE Entry Name,[ ES Entry Name Pos.],[ ES Entry Name Size],ES Entry Name,[ FR Entry Name Pos.],[ FR Entry Name Size],FR Entry Name,[ GB Entry Name Pos.],[ GB Entry Name Size],GB Entry Name,Element ID,[Element Name],Pad. 1,Order by Prio.,Occ. Flags,[M],[B],[S],Effect ID,[Effect Name],Scope ID,[Scope Name],Category ID,[Category Name],Effect Prio.,Effect SP,Pad. 2,Pad. 3,Effect Value,Type ID,[Type Name],State ID,[State Name],State Miss%,Pad. 4,Pad. 5,Pad. 6,Ship Occ. ID,[Ship Occ. Name],Pad. 7,Ship Effect ID,[Ship Effect Name],Ship Effect SP,Ship Effect Turns,Ship Effect Amount,Unk.,Pad. 8,Pad. 9,Pad. 10,[ DE Descr. Pos.],[ DE Descr. Size],DE Descr. Str.,[ ES Descr. Pos.],[ ES Descr. Size],ES Descr. Str.,[ FR Descr. Pos.],[ FR Descr. Size],FR Descr. Str.,[ GB Descr. Pos.],[ GB Descr. Size],GB Descr. Str.
46,0x8c34469c,0x19ba6,13,Kaiserklinge,0x199c3,12,Espada Real,0x19cf1,12,Épée Royale,0x19670,12,Royal Blade,6,Neutral,0,240,0x2,"",X,"",0,Damage,37,EC Ray S3,4,Enrique,1,8,0,0,40,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xf0fc,96,Enrique attackiert einen Feind mit einer Serie\\npräziser Schwerthiebe.                     SP 8,0xf033,92,Enrique rebana a un enemigo en una ráfaga\\nde precisos movimientos de espada.          SEP8,0xf0ac,97,Enrique taillade un seul ennemi sous une pluie\\nd'attaques précises à l'épée.               ES 8,0xee60,95,Enrique slashes at a single enemy in a flurry\\nof precise sword attacks.                  SP 8
47,0x8c3446a8,0x19bb3,11,Das Urteil,0x199cf,10,El juicio,0x19cfd,12,Le Jugement,0x1967c,14,The Judgement,6,Neutral,0,242,0x2,"",X,"",0,Damage,3,Single EC,4,Enrique,1,16,0,0,80,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xf15c,88,Enrique lässt einen Feind im Coliseum\\nfür seine Verbrechen verurteilen.          SP 16,0xf08f,90,Enrique convoca a un enemigo al Coliseo\\npara que sea juzgado por sus crimenes.     SEP16,0xf10d,94,Enrique convoque un ennemi au Coliseum pour\\nqu'il soit jugé de ses crimes.             ES 16,0xeebf,95,Enrique summons one enemy to the Coliseum to\\nbe judged for its crimes.                  SP 16
48,0x8c3446b8,0x19bbe,15,Waffenschlinge,0x199d9,10,Pistolero,0x19d09,15,Feux du Bandit,0x1968a,11,Gunslinger,6,Neutral,0,250,0x2,"",X,"",0,Damage,43,EC Triangle 60°,5,Gilder,1,9,0,0,30,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xf1b4,94,Gilder feuert gleichzeitig aus zwei Pistolen\\nund schädigt alle Feinde auf einer Linie.  SP 9,0xf0e9,91,"Gilder descarga dos revólveres a la vez,\\nhiriendo a todos los enemigos en línea.     SEP9",0xf16b,92,"Gilder décharge deux pistolets à la fois,\\nblessant tous les ennemis alignés.          ES 9",0xef1e,97,Gilder lets loose two handguns at the same time\\ndamaging all enemies in a straight line.   SP 9
49,0x8c3446c4,0x19bcd,12,Die Claudia,0x199e3,11,La Claudia,0x19d18,11,Le Claudia,0x19695,12,The Claudia,6,Neutral,0,252,0x2,"",X,"",0,Damage,4,All ECs,5,Gilder,1,18,0,0,25,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xf212,96,Gilder feuert alle Kanonen der Claudia ab und\\ngreift damit alle Feinde an.               SP 18,0xf144,99,Gilder llama al navío la Claudia y dispara todos\\nsus cañones. Ataca a todos los enemigos.   SEP18,0xf1c7,97,Gilders appelle le Claudia et fait feu de tous\\nses canons. Attaque tous les ennemis.      ES 18,0xef7f,95,Gilder calls in the Claudia and fires all of\\nher cannons. Attacks all enemies.          SP 18
50,0x8c3446d0,0x19bd9,13,Gegenangriff,0x199ee,13,Contraataque,0x19d23,15,Contre-attaque,0x196a1,14,Counterstrike,6,Neutral,0,301,0x2,"",X,"",38,"Guard, Counter Attack",5,Self,0,Vyse,2,1,0,0,0,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xf272,95,Vyse geht in Abwehrstellung und erwidert eine\\nRunde lang alle Feindattacken.             SP 1,0xf1a7,93,Vyse se defiende y responde ante todos los\\nataques del enemigo durante todo un turno.  SEP1,0xf228,95,"Vyse se met en position de défense, contrant\\nles attaques ennemies pendant un tour.      ES 1",0xefde,95,"Vyse takes a defensive stance, countering all\\nenemy physical attacks for a full turn.    SP 1"
51,0x8c3446e0,0x19be6,14,Schädelschild,0x199fb,16,Escudo Calavera,0x19d32,15,Bouclier Crâne,0x196af,13,Skull Shield,6,Neutral,0,303,0x2,"",X,"",46,"Counter Attack, Block Attack",2,All PCs,0,Vyse,2,5,0,0,0,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xf2d1,97,"Vyse ruft den Geist eines alten Luftpiraten an,\\nseine Mannschaft zu verteidigen.           SP 5",0xf204,94,Vyse convoca al espíritu de un antepasado para\\ncontraatacar y defender a su tripulación.SEP5,0xf287,96,Vyse invoque l'esprit d'un ancien Pirate pour\\ndéfendre ses compagnons et contre-attaquer. ES 5,0xf03d,97,Vyse summons the spirit of an ancient Air Pirate\\nto defend and counterattack for his crew. SP 5
52,0x8c3446f0,0x19bf4,12,Deltaschild,0x19a0b,13,Escudo Delta,0x19d41,15,Bouclier Delta,0x196bc,13,Delta Shield,6,Neutral,0,311,0x2,"",X,"",39,Block Magic,2,All PCs,1,Aika,2,2,0,0,0,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xf332,87,Magieschutz für alle Verbündeten eine\\nRunde lang. (Blockiert auch eigene Magie.) SP 2,0xf262,94,Escudo anti-magia que protege a los aliados\\npor un turno pero bloquea su poder de magia.SEP2,0xf2e7,96,Crée une bulle d'anti-magie autour des alliés\\npour un tour. (Bloque la magie des alliés)  ES 2,0xf09e,95,Creates an anti-magic shell around all allies\\nfor 1 turn. (Blocks allies' magic too.)    SP 2
53,0x8c344700,0x19c00,15,Epsilonspiegel,0x19a18,15,Espejo Épsilon,0x19d50,16,Miroir Epsilon ,0x196c9,15,Epsilon Mirror,6,Neutral,0,313,0x2,"",X,"",77,"Recover MP, Invulnerable",5,Self,1,Aika,2,10,0,0,10,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xf389,96,"Schafft eine spiegelartige Aura, die Aika für\\n1 Runde umhüllt und 10 MP wiederherstellt. SP 10",0xf2c0,95,Crea un aura como un espejo que rodea a Aika\\npor un turno y restaura 10 puntos de Magia.SEP10,0xf347,89,Crée une aura miroitante qui enveloppe\\nAika pendant un tour et redonne 10 PM.     ES 10,0xf0fd,96,Creates a mirror-like aura that envelops Aika\\nfor 1 turn and restores 10 MP.             SP 10
54,0x8c344710,0x19c0f,12,Mondsegnung,0x19a27,16,Bendición Lunar,0x19d60,17,Bienfait Lunaire,0x196d8,15,Lunar Blessing,6,Neutral,0,320,0x2,"",X,"",33,Regenerate,2,All PCs,2,Fina,2,12,0,0,200,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xf3e9,91,"Fina erbittet den Segen des Silver Moon,\\nder alle Gruppenmitglieder regeneriert.    SP 12",0xf31f,94,Fina convoca a la Luna de Plata y bendice a\\ncada miembro del grupo con la Regeneración.SEP12,0xf3a0,94,Fina appelle la Lune Argent et bénit chaque\\nmembre du groupe avec Régénération.        ES 12,0xf15d,99,Fina calls upon the Silver Moon and blesses each\\nparty member with Regeneration.            SP 12
55,0x8c344720,0x19c1b,14,Mondreinigung,0x19a37,17,Liberación Lunar,0x19d71,16,Lune Purifiante,0x196e7,16,Lunar Cleansing,6,Neutral,0,322,0x2,"",X,"",30,Rem. Neg. States,2,All PCs,2,Fina,2,6,0,0,0,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xf444,95,Silver Moonlight befreit alle Verbündeten von\\nallem Negativen außer Bewusstlosigkeit.    SP 6,0xf37d,95,La Luz de Luna libera a los aliados de todos\\nlos efectos adversos menos el Inconsciente. SEP6,0xf3fe,91,La Lune d'argent purifie tous les alliés\\ndes effets néfastes sauf l'Inconscience.    ES 6,0xf1c0,94,Silver Moonlight cleanses all allies of any\\nadverse effects except Unconscious.         SP 6
56,0x8c344730,0x19c29,10,Mondlicht,0x19a48,10,Luz Lunar,0x19d81,16,Lumière Lunaire,0x196f7,12,Lunar Light,6,Neutral,0,324,0x2,"",X,"",47,"Recover HP & MP, Rem. Neg. States",2,All PCs,2,Fina,2,18,0,0,10000,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xf4a3,97,Hebt alle negativen Effekte auf und stellt die\\nvollen HP aller Verbündeten wieder her.    SP 18,0xf3dc,92,"Revive, cura todos los efectos adversos y\\nrepone toda la Salud de todos los aliados. SEP18",0xf459,98,"Réanime, guérit de tous les effets néfastes, et\\nredonne tous les PV aux alliés.            ES 18",0xf21e,90,"Revives, cures all adverse effects, and\\ncompletely restores all HP of all allies.  SP 18"
57,0x8c34473c,0x19c33,16,Spirit aufladen,0x19a52,15,Doble Espíritu,0x19d91,14,Concentration,0x19703,14,Spirit Charge,6,Neutral,0,331,0x2,"",X,"",41,"Guard, Incr. SP Restor. 200%",5,Self,3,Drachma,2,0,0,0,0,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xf504,96,"Drachma geht in sich, verdoppelt seinen Spirit\\nund wehrt Angriffe ab.                     SP 0",0xf438,98,Drachma se concentra hasta doblar sus puntos de\\nEspíritu para defenderse de los ataques.    SEP0,0xf4bb,92,"Drachma se concentre, doublant ses points\\nd'Esprit et se défend contre les attaques.  ES 0",0xf278,93,"Drachma focuses inward, doubling his Spirit\\npoints and defending against attacks.      SP 0"
58,0x8c34474c,0x19c43,13,Rechtsschild,0x19a61,17,Escudo Defensivo,0x19d9f,17,Bouclier Justice,0x19711,15,Justice Shield,6,Neutral,0,341,0x2,"",X,"",1,Guard,2,All PCs,4,Enrique,2,4,0,0,0,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xf564,96,Erzeugt Schutzschild für eine Runde. Reduziert\\nphysische Schäden auf die Hälfte.          SP 4,0xf49a,95,Crea una barrera defensiva durante un turno.\\nTodo daño recibido se reduce a la mitad.    SEP4,0xf517,99,Crée une barrière défensive pendant 1 tour. Tous\\nles dégâts physiques diminuent de moitié.   ES 4,0xf2d5,95,Creates a defensive barrier for one turn. All\\nphysical damage received is cut in half.   SP 4
59,0x8c34475c,0x19c50,11,Schutzaura,0x19a72,17,Aura de Renuncia,0x19db0,17,Aura Protectrice,0x19720,15,Aura of Denial,6,Neutral,0,351,0x2,"",X,"",42,Block Neg. States,2,All PCs,5,Gilder,2,3,0,0,0,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xf5c4,83,Schützt eine Runde lang vor allen\\nnegativen Effekten.                        SP 3,0xf4f9,96,Crea una barrera durante un turno que bloquea\\ntodos los efectos negativos.                SEP3,0xf57a,97,Crée une barrière pendant un tour pour bloquer\\nuniquement tous les effets néfastes.        ES 3,0xf334,96,Creates a barrier for one turn that blocks all\\nadverse (and only adverse) effects.        SP 3
60,0x8c34476c,0x19c5b,12,Blue Rogues,0x19a83,12,Blue Rogues,0x19dc1,14,Voleurs Bleus,0x1972f,12,Blue Rogues,6,Neutral,0,-1,0x2,"",X,"",66,Blue Rogues,6,All PCs and ECs,0,Vyse,-1,-1,0,0,0,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xf617,88,Vereinigt alle aktiven Mitglieder der\\nDelphinus-Crew. Ändert sich mit der Crew.SP ALLE,0xf559,95,Convoca a los miembros de la tripulación del\\nDelphinus. El ataque depende de ellos.   SEP ALL,0xf5db,92,Appel les membres actifs de l'équipage du\\nDelphinus. Attaque varie selon équipage. ES TOUS,0xf394,94,Summons all active members of the Delphinus\\ncrew. Attack varies depending on crew.    SP ALL
61,0x8c344778,0x19c67,13,Prophezeiung,0x19a8f,9,Profecía,0x19dcf,9,Prophecy,0x1973b,9,Prophecy,6,Neutral,0,-1,0x2,"",X,"",65,Prophecy,4,All ECs,0,Vyse,1,-1,0,0,0,0,Physical,0,Poison,0,0,0,0,0,Magic Cannon,0,0,Damage,0,0,0,0,0,0,0,0xf66f,98,Alle vier Gruppenmitglieder rufen mit vereinten\\nKräften eine altertümliche Macht an.     SP ALLE,0xf5b8,95,Combina el poder de los 4 miembros del grupo\\npara convocar un poder ancestral.        SEP ALL,0xf637,95,Concentre le pouvoir des 4 membres du groupe\\npour invoquer un pouvoir ancien.         ES TOUS,0xf3f2,95,Combines the power of all 4 party members to\\ncall upon an ancient power.               SP ALL
