Entry ID,EU Message ID,[DE Entry Name Pos.],[DE Entry Name Size],DE Entry Name,[ES Entry Name Pos.],[ES Entry Name Size],ES Entry Name,[FR Entry Name Pos.],[FR Entry Name Size],FR Entry Name,[GB Entry Name Pos.],[GB Entry Name Size],GB Entry Name,PC Flags,[V],[A],[F],[D],[E],[G],Retail Price in %,Order by Prio.,EU Order by ABC,Purchase Price,Feat. 1 ID,[Feat. 1 Name],Pad. 1,Feat. 1 Value,Feat. 2 ID,[Feat. 2 Name],Pad. 2,Feat. 2 Value,Feat. 3 ID,[Feat. 3 Name],Pad. 3,Feat. 3 Value,Feat. 4 ID,[Feat. 4 Name],Pad. 4,Feat. 4 Value,Pad. 5,Pad. 6,[DE Descr. Pos.],[DE Descr. Size],DE Descr. Str.,[ES Descr. Pos.],[ES Descr. Size],ES Descr. Str.,[FR Descr. Pos.],[FR Descr. Size],FR Descr. Str.,[GB Descr. Pos.],[GB Descr. Size],GB Descr. Str.
90,0x8c344c18,0x1a0f6,13,Valuan Armor,0x19f71,16,Armadura Valuan,0x1a26b,14,Armure Valuan,0x19b9d,13,Valuan Armor,0x25,X,"","",X,"",X,50,7,54,480,17,Defense,0,51,18,MagDef,0,44,-1,None,0,0,-1,None,0,0,0,0,0x112f5,91,"Eine alte Rüstung, wie sie von den Wächtern des\\nKaiserlichen Valua-Palasts getragen wird.",0x11252,68,Una vieja armadura usada por guardias\\ndel Palacio Imperial Valuan.,0x11214,67,Une vieille armure portée par la Garde du\\nPalais Impérial Valuan.,0x1107d,68,On old suit of armor worn by guards in the\\nValuan Imperial Palace.
91,0x8c344c28,0x1a103,10,Elastamor,0x19f81,10,Elastamor,0x1a279,10,Elastamor,0x19baa,10,Elastamor,0x3f,X,X,X,X,X,X,50,8,14,580,17,Defense,0,54,18,MagDef,0,54,36,Yellow,0,-2,-1,None,0,0,0,0,0x11350,57,"Ein enger Anzug, der vor gelben Zaubersprüchen\\nschützt.",0x11296,79,Un traje ajustado que resiste el deterioro\\nde los hechizos de Magia Amarilla.,0x11257,70,Costume étroit qui résiste aux dégâts des\\nsortilèges de magie jaune.,0x110c1,68,A tight-fitting suit that resists damage from\\nyellow magic spells.
92,0x8c344c34,0x1a10d,9,Raincoat,0x19f8b,10,Gabardina,0x1a283,12,Imperméable,0x19bb4,9,Raincoat,0x35,X,X,"",X,"",X,50,9,46,560,17,Defense,0,56,18,MagDef,0,56,-1,None,0,0,-1,None,0,0,0,0,0x11389,78,"Fester Mantel, der von Matrosen zum Schutz\\ngegen die Elemente getragen wird.",0x112e5,81,Gabardina muy resistente que usan los\\nmarinos para protegerse de los elementos.,0x1129d,82,Manteau de qualité porté par les marins pour se\\nse protéger des vents et marées.,0x11105,71,Durable coat worn by sailors to protect them\\nfrom the harsh elements.
93,0x8c344c40,0x1a116,13,Nasrean Mail,0x19f95,14,Malla Nasrean,0x1a28f,15,Maille Nasrean,0x19bbd,13,Nasrean Mail,0x3f,X,X,X,X,X,X,50,12,43,920,17,Defense,0,66,18,MagDef,0,66,33,Red,0,-2,-1,None,0,0,0,0,0x113d7,89,"Haltbare, leichte Ausstattung für Wüsten-\\nexpeditionen. Schützt Träger vor roter Magie.",0x11336,82,Malla resistente y ligera para viajar por\\nel desierto. Protege de la Magia Roja.,0x112ef,97,Tenue légère de qualité prévue pour les voyages\\ndans le désert. Elle protège de la Magie Rouge.,0x1114c,91,"Durable, lightweight outfit made for desert\\ntravel. Defends the wearer against Red Magic."
94,0x8c344c50,0x1a123,14,Ceramic Armor,0x19fa3,15,Armadura Barro,0x1a29e,16,Armure d'Argile,0x19bca,14,Ceramic Armor,0x25,X,"","",X,"",X,50,13,8,1040,17,Defense,0,73,18,MagDef,0,62,-1,None,0,0,-1,None,0,0,0,0,0x11430,97,"Leichte, aber sehr haltbare Rüstung, die aus ver-\\nschiedenen Arten von Nasr-Lehm gebrannt wird.",0x11388,81,"Armadura ligera, pero resistente, de\\ndistintos tipos de arcilla Nasrean cocida.",0x11350,90,Armure légère mais de qualité créée à partir de\\ndifférents types d'Argile cuite Nasrean.,0x111a7,84,"Light, but very durable armor created from\\nbaking different types of Nasrean Clay."
95,0x8c344c60,0x1a131,16,Bewegliche Robe,0x19fb2,12,Túnica Ágil,0x1a2ae,15,Robe d'Agilité,0x19bd8,11,Agile Robe,0xa,"","",X,"",X,"",50,14,0,930,17,Defense,0,65,18,MagDef,0,65,19,Hit%,0,10,20,Dodge%,0,5,0,0,0x11491,71,"Eine leichtgewichtige Robe, die die Beweglichkeit\\ndes Trägers erhöht.",0x113d9,60,Una túnica ligera que aumenta la agilidad\\nde quien la usa.,0x113aa,59,Robe légère qui améliore l'agilité de celui qui\\nla porte.,0x111fb,55,A lightweight robe that increases the wearer's\\nAgile.
96,0x8c344c6c,0x1a141,17,Miner's Overalls,0x19fbe,15,Mono de Minero,0x1a2bd,12,Combinaison,0x19be3,17,Miner's Overalls,0x27,X,"","",X,X,X,25,18,35,910,17,Defense,0,87,18,MagDef,0,80,-1,None,0,0,-1,None,0,0,0,0,0x114d8,53,Dicke Overalls für Bergleute. Fast immer\\nschmutzig.,0x11415,84,Grueso mono de trabajo de los mineros. Es\\ndifícil encontrar uno que no esté sucio.,0x113e5,88,"Combinaison épaisse, portée par les mineurs.\\nIl est difficile d'en trouver une propre.",0x11232,87,"Thick overalls, worn by miners. It is very\\ndifficult to find a pair that isn't dirty."
97,0x8c344c80,0x1a152,11,Fiber Robe,0x19fcd,16,Túnica de Fibra,0x1a2c9,15,Robe de Fibres,0x19bf4,11,Fiber Robe,0x1a,"",X,X,"",X,"",50,19,18,1040,17,Defense,0,77,18,MagDef,0,90,-1,None,0,0,-1,None,0,0,0,0,0x1150d,89,"Festgewand, das aus Pflanzen gewebt wird.\\nSchützt den Benutzer vor magischen Angriffen.",0x11469,79,Túnica ritual tejida con plantas. Protege\\nal usuario de los ataques de magia.,0x1143d,75,Robe de cérémonie tissée avec des plantes.\\nProtège des attaques magiques.,0x11289,74,Ceremonial Robe woven from plants.\\nProtects the user from magic attacks.
98,0x8c344c8c,0x1a15d,13,Golden Armor,0x19fdd,16,Armadura Dorada,0x1a2d8,12,Armure d'Or,0x19bff,13,Golden Armor,0x25,X,"","",X,"",X,100,20,25,2480,17,Defense,0,90,18,MagDef,0,77,-1,None,0,0,-1,None,0,0,0,0,0x11566,83,"Außergewöhnlich schwere Rüstung, die aus dem\\nGold der Ixa'taka geschmiedet wurde.",0x114b8,61,Una armadura pesa mucho.\\nEstá forjada con oro de Ixa'takan.,0x11488,51,Armure extrêmement lourde forgée en or\\nIxa'takan.,0x112d3,51,Extremely heavy armor forged from Ixa'takan\\ngold.
99,0x8c344c9c,0x1a16a,16,Ixa'takan Armor,0x19fed,16,Armazón de Paño,0x1a2e4,17,Armure Ixa'takan,0x19c0c,16,Ixa'takan Armor,0x3f,X,X,X,X,X,X,50,31,29,2790,17,Defense,0,109,18,MagDef,0,109,32,Green,0,-2,-1,None,0,0,0,0,0x115b9,82,"Ein Waffenrock für den Dschungel, der den\\nTräger vor grüner Magie schützen soll.",0x114f5,79,Armadura de paño usada en la jungla que\\nprotege de la Magia Verde al usuario.,0x114bb,89,"Tunique portée dans la jungle, conçue pour\\nprotéger celui qui la met de la Magie Verte.",0x11306,84,"A cloth tunic worn in the jungle, designed to\\nprotect the wearer from Green Magic."
100,0x8c344cac,0x1a17a,14,Naval Uniform,0x19ffd,15,Uniforme Naval,0x1a2f5,15,Uniforme Naval,0x19c1c,14,Naval Uniform,0x35,X,X,"",X,"",X,50,32,44,2470,17,Defense,0,112,18,MagDef,0,112,-1,None,0,0,-1,None,0,0,0,0,0x1160b,71,"Leichtere Art von Rüstung, die für\\nÜberraschungsangriffe gedacht ist.",0x11544,74,"Un tipo de armadura ligera, creado para su\\nuso en misiones clandestinas.",0x11514,65,"Type d'armure plutôt légère, conçue pour des\\nmissions furtives.",0x1135a,62,"A fairly light type of armor, designed for\\nstealth missions."
101,0x8c344cbc,0x1a188,13,Nasr Uniform,0x1a00c,14,Uniforme Nasr,0x1a304,14,Uniforme Nasr,0x19c2a,13,Nasr Uniform,0x27,X,"","",X,X,X,50,24,42,2070,17,Defense,0,104,18,MagDef,0,96,-1,None,0,0,-1,None,0,0,0,0,0x11652,86,"Uniform der Nasr-Matrosen. Sie ist in gutem\\nZustand, hat jedoch keine Rangabzeichen.",0x1158e,85,Uniforme diseñado por los marinos de Nasr.\\nEstá en buen estado pero no tiene rango.,0x11555,86,Un uniforme conçu pour la Marine Nasrean. Il est\\nen bon état mais n'a pas de galons.,0x11398,92,"A uniform designed for the Nasr Sailors. It's\\nin good condition, but has no rank markings."
102,0x8c344ccc,0x1a195,14,Caravan Armor,0x1a01a,16,Coraza Desierto,0x1a312,17,Armure du désert,0x19c37,14,Caravan Armor,0x35,X,X,"",X,"",X,50,25,7,1930,17,Defense,0,100,18,MagDef,0,100,-1,None,0,0,-1,None,0,0,0,0,0x116a8,69,"Dicke Rüstung, die aus den Häuten von\\nWüstentieren gefertigt wurde.",0x115e3,65,Armadura gruesa fabricada con la piel\\nde animales del desierto.,0x115ab,52,Armure épaisse faite en peaux d'animaux du\\ndésert.,0x113f4,56,Thick armor made from the hides of the desert\\nanimals.
103,0x8c344cdc,0x1a1a3,10,Holy Robe,0x1a02a,15,Túnica Sagrada,0x1a323,12,Robe Sainte,0x19c45,10,Holy Robe,0x1a,"",X,X,"",X,"",50,26,27,1520,17,Defense,0,92,18,MagDef,0,108,-1,None,0,0,-1,None,0,0,0,0,0x116ed,89,"Heiliges Gewand, von den Priestern von Nasr\\ngetragen. Schützen vor magischen Angriffen.",0x11624,81,Túnica sagrada que usan los sacerdotes de\\nNasr.Defiende de los ataques mágicos.,0x115df,79,Robes sacrées portées par les Prêtres de Nasr.\\nProtège des attaques magiques.,0x1142c,81,Sacred Robes worn by the Priests of Nasr.\\nProtects the user from magic attacks.
104,0x8c344ce8,0x1a1ad,15,Daccat's Tunic,0x1a039,17,Túnica de Daccat,0x1a32f,16,Veste de Daccat,0x19c4f,15,Daccat's Tunic,0x3f,X,X,X,X,X,X,50,34,10,3500,17,Defense,0,121,18,MagDef,0,121,35,Blue,0,-2,-1,None,0,0,0,0,0x11746,81,"Legendärer Waffenrock, angeblich von Daccat\\ngetragen. Schützt vor blauer Magie.",0x11675,78,"Según la leyenda, Daccat solía llevar esta\\ntúnica. Protege de la Magia Azul.",0x1162e,95,Une Tunique Légendaire qui aurait été portée par\\nDaccat. Protège des attaques de Magie Bleue.,0x1147d,88,A Legendary Tunic said to have been worn by\\nDaccat. Protects the user from Blue Magic.
105,0x8c344cf8,0x1a1bc,17,Battleworn Armor,0x1a04a,15,Armadura Usada,0x1a33f,15,Vieille armure,0x19c5e,17,Battleworn Armor,0x25,X,"","",X,"",X,50,35,3,3810,17,Defense,0,133,18,MagDef,0,114,-1,None,0,0,-1,None,0,0,0,0,0x11797,96,"Eine vielgetragene Rüstung, die ihrem letzten\\nEigentümer wohl mehrmals das Leben gerettet hat.",0x116c3,87,Armadura desgastada que ha salvado la vida\\nmuchas veces a quien la usaba en combate. ,0x1168d,82,Une armure usée qui aurait sauvé la vie\\nde son ancien propriétaire maintes fois.,0x114d5,91,A well-worn suit of armor that has apparently\\nsaved the previous owner's life many times.
106,0x8c344d0c,0x1a1cd,13,Miracle Robe,0x1a059,17,Túnica Milagrosa,0x1a34e,13,Robe Miracle,0x19c6f,13,Miracle Robe,0x1a,"",X,X,"",X,"",50,36,36,2400,17,Defense,0,114,18,MagDef,0,133,-1,None,0,0,-1,None,0,0,0,0,0x117f7,92,"Ein Gewand, das von einem Mönch getragen wurde,\\nder unverletzt vom Dark Rift zurückkehrte.",0x1171a,85,"Un monje que, milagrosamente, regresó vivo\\nde la Gruta Oscura, llevaba esta túnica.",0x116df,55,Robe portée par un moine revenu vivant\\ndu Récif Noir.,0x11530,93,A robe worn by a monk who miraculously returned\\nunharmed after being lost in the Dark Rift.
107,0x8c344d1c,0x1a1da,11,Scale Mail,0x1a06a,17,Malla de Escamas,0x1a35b,16,Maille Écailles,0x19c7c,11,Scale Mail,0x27,X,"","",X,X,X,50,39,50,3990,17,Defense,0,141,18,MagDef,0,130,-1,None,0,0,-1,None,0,0,0,0,0x11853,96,"Sehr effektive Rüstung aus dem Osten, die aus den\\nSchuppen riesiger Lebewesen gefertigt wurde.",0x1176f,77,Malla muy útil procedente del Este y hecha\\ncon escamas de animales grandes.,0x11716,84,"Armure très efficace de l'Est, fabriquée à\\npartir d'écailles de grosses créatures.",0x1158d,86,"Extremely effective armor from the east, crafted\\nfrom the scales of large creatures."
108,0x8c344d28,0x1a1e5,14,Soranchu Robe,0x1a07b,16,Túnica Soranchu,0x1a36b,17,Robe de Soranchu,0x19c87,14,Soranchu Robe,0x35,X,X,"",X,"",X,50,40,52,3750,17,Defense,0,136,18,MagDef,0,136,-1,None,0,0,-1,None,0,0,0,0,0x118b3,97,"Eine Robe, die einem legendären Yafutoma-Aben-\\nteurer gehört, der den Namen “Sky King” erhielt.",0x117bc,81,Túnica que pertenecía a un aventurero\\nYafutoman apodado el “Rey de los cielos”.,0x1176a,86,Une robe appartenant à un aventurier Yafutoman\\nlégendaire surnommé le “Roi du Ciel”.,0x115e3,91,"A robe belonging to a legendary Yafutoman\\nadventurer, who earned the nickname “Sky King.”"
109,0x8c344d38,0x1a1f3,10,Long Robe,0x1a08b,13,Túnica Larga,0x1a37c,12,Robe Longue,0x19c95,10,Long Robe,0xa,"","",X,"",X,"",50,41,33,4110,17,Defense,0,130,18,MagDef,0,130,19,Hit%,0,20,20,Dodge%,0,10,0,0,0x11914,93,"Ein langes Stück Stoff, das um den Körper des\\nTrägers gewickelt wird. Erhöht Beweglichkeit.",0x1180d,67,Túnica larga que cubre totalmente el\\ncuerpo. Aumenta la agilidad.,0x117c0,97,"Un long châle, conçu pour s'enrouler autour du\\ncorps de celui qui le porte. Améliore l'agilité.",0x1163e,75,"A long cloth, designed to wrap around the\\nwearer's body. Increases Agile."
110,0x8c344d44,0x1a1fd,16,Captain's Cloak,0x1a098,17,Capa del Capitán,0x1a388,15,Cape Capitaine,0x19c9f,16,Captain's Cloak,0x35,X,X,"",X,"",X,50,44,6,4500,17,Defense,0,148,18,MagDef,0,148,-1,None,0,0,-1,None,0,0,0,0,0x11971,87,"Ein dicker Mantel, der den Kapitän eines Schiffs\\nvor den Naturgewalten schützen soll.",0x11850,78,Gruesa capa que protege al capitán del\\nbarco al enfrentarse a los elementos.,0x11821,83,"Cape épaisse, conçue pour protéger le capitaine\\nd'un navire bravant les éléments.",0x11689,80,"A thick cloak, designed to protect a ship's\\ncaptain as he braves the elements."
111,0x8c344d54,0x1a20d,13,Blessed Robe,0x1a0a9,17,Túnica Bendecida,0x1a397,12,Robe Bénite,0x19caf,13,Blessed Robe,0xa,"","",X,"",X,"",50,45,5,4980,17,Defense,0,142,18,MagDef,0,142,19,Hit%,0,30,20,Dodge%,0,15,0,0,0x119c8,91,Mit Weihwasser gesegnetes Gewand; es ist leicht\\nund erhöht die Beweglichkeit des Trägers.,0x1189e,85,Túnica ligera bendecida con agua sagrada\\nque dota a quien la lleva de más agilidad.,0x11874,91,"Robe bénite dans l'eau sainte, sa légèreté\\npermet à celui qui la porte d'être plus agile.",0x116d9,83,"Robe blessed in holy water, it's light weight\\nallows the wearer to be more agile."
112,0x8c344d64,0x1a21a,15,Insulated Mail,0x1a0ba,15,Malla Aislante,0x1a3a3,16,Maille Isolante,0x19cbc,15,Insulated Mail,0x3f,X,X,X,X,X,X,50,46,28,5180,17,Defense,0,145,18,MagDef,0,145,34,Purple,0,-2,-1,None,0,0,0,0,0x11a23,87,Ein undurchlässiger Waffenrock aus sehr dünnem\\nMaterial. Schützt vor purpurner Magie.,0x118f3,83,"Malla aislante hecha de un material fino,\\nprotege al usuario de la Magia Púrpura.",0x118cf,93,Tunique isolante fabriquée en tissu très fin.\\nProtège celui qui la porte de la Magie Mauve.,0x1172c,87,An insulated tunic made from very thin fabric.\\nProtects the wearer from Purple Magic.
113,0x8c344d74,0x1a229,16,Vengeance Armor,0x1a0c9,16,Armazón Defensa,0x1a3b3,17,Armure Vengeance,0x19ccb,16,Vengeance Armor,0x27,X,"","",X,X,X,50,48,56,6460,17,Defense,0,162,18,MagDef,0,149,73,Counter%,0,10,-1,None,0,0,0,0,0x11a7a,64,"Verzauberte Rüstung, die die Gegenwehr des\\nTrägers verbessert.",0x11946,76,Armadura encantada que mejora las\\nhabilidades de contraataque del usuario.,0x1192c,86,Armure enchantée qui améliore les aptitudes de\\ncontre-attaque de celui qui la porte.,0x11783,69,Enchanted Armor that improves the wearer's\\ncounterattacking skills.
114,0x8c344d84,0x1a239,12,Swift Dress,0x1a0d9,12,Traje Veloz,0x1a3c4,16,Robe de Vitesse,0x19cdb,12,Swift Dress,0x18,"",X,X,"","","",75,49,53,5670,17,Defense,0,149,18,MagDef,0,170,4,Quick,0,20,-1,None,0,0,0,0,0x11aba,66,"Verzaubertes Kleid, das die Geschwindigkeit der\\nTrägerin erhöht.",0x11992,64,Un traje encantado que aumenta la velocidad\\nde quien lo lleva.,0x11982,63,Robe enchantée qui améliore la vitesse\\nde celui qui la porte.,0x117c8,55,An enchanted dress that increases the wearer's\\nspeed.
115,0x8c344d90,0x1a245,10,Gaia Cape,0x1a0e5,10,Capa Gaia,0x1a3d4,14,Pèlerine Gaia,0x19ce7,10,Gaia Cape,0x35,X,X,"",X,"",X,50,52,22,5910,17,Defense,0,168,18,MagDef,0,168,-1,None,0,0,-1,None,0,0,0,0,0x11afc,93,"Verzauberter Umhang, der den Träger schützt, wenn\\ner auf Abenteuersuche neue Lande betritt.",0x119d2,82,Capa encantada que protege a quien la usa\\ncuando se aventura por nuevas tierras.,0x119c1,90,Pèlerine enchantée protégeant la personne en\\nquête d'aventures sur des terres inconnues.,0x117ff,91,An enchanted Cape that protects the wearer as\\nhe enters new lands in search of adventure.
116,0x8c344d9c,0x1a24f,14,Robe of Faith,0x1a0ef,16,Túnica de la Fe,0x1a3e2,15,Robe de la Foi,0x19cf1,14,Robe of Faith,0xa,"","",X,"",X,"",50,53,47,6510,17,Defense,0,161,18,MagDef,0,161,19,Hit%,0,30,20,Dodge%,0,15,0,0,0x11b59,83,Für die Rechtschaffenen. Diese Robe schützt den\\nTräger vor feindlichen Angriffen.,0x11a24,75,Para los puros de corazón. Esta túnica\\nprotege de muchos tipos de ataque.,0x11a1b,89,Pour la pureté du coeur. Cette robe protègera\\ncelui qui la porte des attaques ennemies.,0x1185a,76,For the pure of heart. This robe will protect\\nthe user from enemy attacks.
117,0x8c344dac,0x1a25d,13,Plated Armor,0x1a0ff,17,Armadura Chapada,0x1a3f1,15,Armure blindée,0x19cff,13,Plated Armor,0x25,X,"","",X,"",X,50,54,45,7430,17,Defense,0,181,18,MagDef,0,154,-1,None,0,0,-1,None,0,0,0,0,0x11bac,92,"Feine Rüstung, die von den größten Schmieden\\nin der Geschichte Arcadias hergestellt wurde.",0x11a6f,84,Armadura forjada artesanalmente por los\\nmejores fabricantes de espadas de Arcadia.,0x11a74,90,Armure fabriquée avec finesse forgée par le plus\\ngrand forgeron de l'histoire d'Arcadia.,0x118a6,74,Finely crafted armor forged by the greatest\\nsmiths in Arcadia's history.
118,0x8c344dbc,0x1a26a,14,Robe of Truth,0x1a110,14,Túnica Verdad,0x1a400,15,Robe de Vérité,0x19d0c,14,Robe of Truth,0x1a,"",X,X,"",X,"",50,55,48,4590,17,Defense,0,154,18,MagDef,0,181,-1,None,0,0,-1,None,0,0,0,0,0x11c08,88,"Eine leichte Robe, die es dem Träger erlaubt,\\nmagischen Zaubersprüchen zu widerstehen.",0x11ac3,76,Una túnica resistente que protege al que la\\nlleva de los hechizos magicos.,0x11ace,74,Une robe légère qui permet à son utilisateur de\\nrésister aux sortilèges.,0x118f0,65,A lightweight robe that allows the user to\\nresist magic spells.
