Entry ID,US entry name,Character flags,[Vyse],[Aika],[Fina],[Drachma],[Enrique],[Gilder],Retail price in %,Order by importance,Order by alphabet,Padding #1,Purchase price,Feature #1 ID,[Feature #1 name],Padding #2,Feature #1 value,Feature #2 ID,[Feature #2 name],Padding #3,Feature #2 value,Feature #3 ID,[Feature #3 name],Padding #4,Feature #3 value,Feature #4 ID,[Feature #4 name],Padding #5,Feature #4 value,[US description position],[US description size],US description string
203,Crescent Amulet,29,"",X,X,X,"",X,50,45,11,0,5710,4,Quick,0,19,17,Defense,0,28,18,MagDef,0,28,-1,None,0,0,2930208,92,"A magic amulet, in the form of a Crescent Moon.\nImproves Quick, Defense and Magic Defense."
204,Skyseer Goggles,48,X,X,"","","","",50,46,49,0,40,19,Hit%,0,5,-1,None,0,0,-1,None,0,0,-1,None,0,0,2930300,72,A pair of goggles that can zoom in on distant\ntargets. Improves Hit%.
205,Nocturnal Sight,48,X,X,"","","","",50,47,36,0,1930,19,Hit%,0,60,16,Attack,0,6,-1,None,0,0,-1,None,0,0,2930372,68,An enchantment that allows a fighter to detect\ntargets at night.
206,Critical Vision,48,X,X,"","","","",50,48,12,0,6660,19,Hit%,0,50,16,Attack,0,19,1,Will,0,19,-1,None,0,0,2930440,72,An enchantment that allows a fighter to detect\nan enemy's weak points.
207,Gem of Purity,5,"","","",X,"",X,50,49,22,0,300,79,Block negative states,0,-3,17,Defense,0,8,-1,None,0,0,-1,None,0,0,2930512,92,An enchanted gem that protects the bearer.\nBoosts Defense & Resistance to Adverse Effects.
208,Shard of Purity,5,"","","",X,"",X,50,51,45,0,4760,79,Block negative states,0,-9,17,Defense,0,38,-1,None,0,0,-1,None,0,0,2930604,96,"An enchanted Moon Shard that protects the wearer\nfrom Adverse Effects, and improves Defense."
209,Fortune Ring,24,"",X,X,"","","",50,16,20,0,2860,20,Dodge%,0,100,17,Defense,0,8,-1,None,0,0,-1,None,0,0,2930700,92,A mysterious ring that allows the wearer to\navoid most normal Attacks. Improves Defense.
210,Black Map,32,X,"","","","","",100,56,4,0,777,84,Random encounter%,0,100,80,First strike%,0,25,82,???,0,0,83,Enemy run%,0,0,2930792,88,A map that leads enemy creatures to the holder.\nAlso improves chances for First Strike.
211,White Map,32,X,"","","","","",100,57,61,0,666,84,Random encounter%,0,5,80,First strike%,0,0,82,???,0,0,81,Run%,0,100,2930880,88,A map that leads the holder away from enemies.\nAlso improves chances of running away.
212,Captain's Hat,32,X,"","","","","",100,61,7,0,10,16,Attack,0,80,-1,None,0,0,-1,None,0,0,-1,None,0,0,2930968,92,A hat passed down through generations of Nasrian\nAir Pirates. Boosts wearer's attack power.
213,Mesh Tights,16,"",X,"","","","",100,62,34,0,10,16,Attack,0,40,1,Will,0,40,-1,None,0,0,-1,None,0,0,2931060,80,Given to Aika by a secret admirer.\nImproves the wearer's Attack Power and Will.
214,Black Eyepatch,37,X,"","",X,"",X,100,52,3,0,10,16,Attack,0,7,-1,None,0,0,-1,None,0,0,-1,None,0,0,2931140,92,"Drachma's old leather eyepatch, made from the\nhide of a wild beast. Increases Attack Power."
215,Silver Veil,24,"",X,X,"","","",100,53,46,0,100,1,Will,0,16,18,MagDef,0,16,-1,None,0,0,-1,None,0,0,2931232,88,A mystic veil that protects the head. The\nsilver strands increase Will & Magic Defense.
216,Imperial Crest,2,"","","","",X,"",100,55,27,0,1000,17,Defense,0,20,18,MagDef,0,20,-1,None,0,0,-1,None,0,0,2931320,84,Given to protect members of the Royal Family.\nImproves Defense and Magic Defense.
217,Gilder's Amulet,49,X,X,"","","",X,100,54,24,0,500,17,Defense,0,11,18,MagDef,0,11,16,Attack,0,11,1,Will,0,11,2931404,84,"Worn around Gilder's neck. Improves Defense,\nMagic Defense, Attack Power, and Will."
218,Valuan Medallion,63,X,X,X,X,X,X,100,60,57,0,5000,49,Death,0,-10,17,Defense,0,30,18,MagDef,0,30,-1,None,0,0,2931488,76,Enchanted medallion worn by officers in the\nArmada. Negates Eterni spells.
219,Immunity Ring,5,"","","",X,"",X,50,50,26,0,1490,79,Block negative states,0,-6,17,Defense,0,21,-1,None,0,0,-1,None,0,0,2931564,64,Sacred Ring. Boosts Defense and Resistance to\nadverse effects.
220,Thermo Ring,63,X,X,X,X,X,X,50,58,53,0,2080,33,Red,0,-5,34,Purple,0,-5,-1,None,0,0,-1,None,0,0,2931628,64,A ring that increases resistance to Red and \nPurple Attacks.
221,Slayer Ring,63,X,X,X,X,X,X,50,59,50,0,1010,1,Will,0,8,17,Defense,0,8,19,Hit%,0,10,4,Quick,0,8,2931692,68,"Raises Defense, Hit%, Will, and Quick.\nIts background is unknown."
222,Chance Ring,63,X,X,X,X,X,X,100,32,8,0,1000,79,Block negative states,0,90,17,Defense,0,75,18,MagDef,0,75,-1,None,0,0,2931760,88,"Boosts Defense and Magic Defense, but leaves\nthe wearer susceptible to adverse effects."
223,ダミーアクセサリ,0,"","","","","","",0,63,63,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
224,ダミーアクセサリ,0,"","","","","","",0,64,64,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
225,ダミーアクセサリ,0,"","","","","","",0,65,65,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
226,ダミーアクセサリ,0,"","","","","","",0,66,66,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
227,ダミーアクセサリ,0,"","","","","","",0,67,67,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
228,ダミーアクセサリ,0,"","","","","","",0,68,68,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
229,ダミーアクセサリ,0,"","","","","","",0,69,69,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
230,ダミーアクセサリ,0,"","","","","","",0,70,70,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
231,ダミーアクセサリ,0,"","","","","","",0,71,71,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
232,ダミーアクセサリ,0,"","","","","","",0,72,72,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
233,ダミーアクセサリ,0,"","","","","","",0,73,73,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
234,ダミーアクセサリ,0,"","","","","","",0,74,74,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
235,ダミーアクセサリ,0,"","","","","","",0,75,75,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
236,ダミーアクセサリ,0,"","","","","","",0,76,76,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
237,ダミーアクセサリ,0,"","","","","","",0,77,77,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
238,ダミーアクセサリ,0,"","","","","","",0,78,78,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
239,ダミーアクセサリ,0,"","","","","","",0,79,79,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
