Entry ID,[Filter],[Enemy Ship ID],[Enemy Ship Name],Unk.,Task Rating,Task A Type ID,[Task A Type Name],Task A Arm. ID,Task A Param. ID,[Task A Param. Name],Task A Arm. Range,Task B Type ID,[Task B Type Name],Task B Arm. ID,Task B Param. ID,[Task B Param. Name],Task B Arm. Range
27,R513A.BIN,35,ロック鳥,3,50,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
28,R513A.BIN,35,ロック鳥,3,50,4,Nothing,-1,2,Assessing Damage,0,3,Guard,-1,0,Evasive Action,0
29,R513A.BIN,35,ロック鳥,3,50,4,Nothing,-1,2,Assessing Damage,0,3,Guard,-1,0,Evasive Action,0
30,R513A.BIN,35,ロック鳥,3,50,4,Nothing,-1,2,Assessing Damage,0,3,Guard,-1,0,Evasive Action,0
31,R513A.BIN,35,ロック鳥,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
32,R513A.BIN,35,ロック鳥,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
33,R513A.BIN,35,ロック鳥,-1,0,0,Attack,3,-1,None,0,0,Attack,0,-1,None,0
34,R513A.BIN,35,ロック鳥,3,50,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
35,R513A.BIN,35,ロック鳥,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
0,R523A.BIN,32,オビスポー,-1,0,2,Focus,-1,2,Preparing Attack,0,0,Attack,0,-1,None,0
1,R523A.BIN,32,オビスポー,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
2,R523A.BIN,32,オビスポー,3,50,0,Attack,0,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
3,R523A.BIN,32,オビスポー,4,0,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
4,R523A.BIN,32,オビスポー,-1,0,2,Focus,-1,2,Preparing Attack,0,0,Attack,0,-1,None,0
5,R523A.BIN,32,オビスポー,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
6,R523A.BIN,32,オビスポー,1,30,3,Guard,-1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
7,R523A.BIN,32,オビスポー,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
8,R523A.BIN,32,オビスポー,-1,0,2,Focus,-1,2,Preparing Attack,0,0,Attack,0,-1,None,0
9,R523A.BIN,32,オビスポー,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
10,R523A.BIN,32,オビスポー,1,30,3,Guard,-1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
11,R523A.BIN,32,オビスポー,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
12,R523A.BIN,32,オビスポー,1,30,3,Guard,-1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
13,R523A.BIN,32,オビスポー,-1,0,2,Focus,-1,2,Preparing Attack,0,0,Attack,0,-1,None,0
14,R523A.BIN,32,オビスポー,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
15,R523A.BIN,32,オビスポー,1,30,3,Guard,-1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
16,R523A.BIN,32,オビスポー,1,30,3,Guard,-1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
17,R523A.BIN,32,オビスポー,-1,0,2,Focus,-1,2,Preparing Attack,0,0,Attack,0,-1,None,0
18,R523A.BIN,32,オビスポー,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
19,R523A.BIN,32,オビスポー,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
20,R523A.BIN,32,オビスポー,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
21,R523A.BIN,32,オビスポー,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
22,R523A.BIN,32,オビスポー,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
23,R523A.BIN,32,オビスポー,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
0,R524A.BIN,29,アンギーラ,3,50,0,Attack,1,-1,None,0,3,Guard,-1,-1,None,0
1,R524A.BIN,29,アンギーラ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
2,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
3,R524A.BIN,29,アンギーラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
4,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
5,R524A.BIN,29,アンギーラ,3,60,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
6,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
7,R524A.BIN,29,アンギーラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
8,R524A.BIN,29,アンギーラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
9,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
10,R524A.BIN,29,アンギーラ,3,40,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
11,R524A.BIN,29,アンギーラ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
12,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
13,R524A.BIN,29,アンギーラ,3,20,0,Attack,0,-1,None,0,0,Attack,1,-1,None,0
14,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
15,R524A.BIN,29,アンギーラ,3,70,0,Attack,1,-1,None,0,2,Focus,-1,2,Preparing Attack,0
16,R524A.BIN,29,アンギーラ,-1,0,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
17,R524A.BIN,29,アンギーラ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
18,R524A.BIN,29,アンギーラ,3,60,3,Guard,-1,-1,None,0,2,Focus,-1,2,Preparing Attack,0
19,R524A.BIN,29,アンギーラ,3,50,0,Attack,0,-1,None,0,0,Attack,1,-1,None,0
20,R524A.BIN,29,アンギーラ,3,70,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
21,R524A.BIN,29,アンギーラ,-1,0,3,Guard,-1,-1,None,0,3,Guard,-1,-1,None,0
22,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
23,R524A.BIN,29,アンギーラ,-1,0,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
24,R524A.BIN,29,アンギーラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
25,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
26,R524A.BIN,29,アンギーラ,3,70,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
27,R524A.BIN,29,アンギーラ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
28,R524A.BIN,29,アンギーラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
29,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
30,R524A.BIN,29,アンギーラ,3,80,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
31,R524A.BIN,29,アンギーラ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
32,R524A.BIN,29,アンギーラ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
33,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
34,R524A.BIN,29,アンギーラ,3,30,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
35,R524A.BIN,29,アンギーラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
36,R524A.BIN,29,アンギーラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
37,R524A.BIN,29,アンギーラ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
38,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
39,R524A.BIN,29,アンギーラ,-1,0,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
40,R524A.BIN,29,アンギーラ,-1,0,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
41,R524A.BIN,29,アンギーラ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
42,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
43,R524A.BIN,29,アンギーラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
44,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
45,R524A.BIN,29,アンギーラ,3,60,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
46,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
47,R524A.BIN,29,アンギーラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
48,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
49,R524A.BIN,29,アンギーラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
50,R524A.BIN,29,アンギーラ,3,70,3,Guard,-1,-1,None,0,0,Attack,0,-1,None,0
51,R524A.BIN,29,アンギーラ,3,50,3,Guard,-1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
52,R524A.BIN,29,アンギーラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
53,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
54,R524A.BIN,29,アンギーラ,3,80,0,Attack,0,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
55,R524A.BIN,29,アンギーラ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
56,R524A.BIN,29,アンギーラ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
57,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
58,R524A.BIN,29,アンギーラ,3,30,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
59,R524A.BIN,29,アンギーラ,-1,0,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
60,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
61,R524A.BIN,29,アンギーラ,3,50,0,Attack,0,-1,None,0,2,Focus,-1,2,Preparing Attack,0
62,R524A.BIN,29,アンギーラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
63,R524A.BIN,29,アンギーラ,-1,0,3,Guard,-1,-1,None,0,3,Guard,-1,-1,None,0
0,R527A.BIN,36,ヒュージエルモ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
1,R527A.BIN,36,ヒュージエルモ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
2,R527A.BIN,36,ヒュージエルモ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
3,R527A.BIN,36,ヒュージエルモ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
4,R527A.BIN,36,ヒュージエルモ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
5,R527A.BIN,36,ヒュージエルモ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
6,R527A.BIN,36,ヒュージエルモ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
7,R527A.BIN,36,ヒュージエルモ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
8,R527A.BIN,36,ヒュージエルモ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
9,R527A.BIN,36,ヒュージエルモ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
10,R527A.BIN,36,ヒュージエルモ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
11,R527A.BIN,36,ヒュージエルモ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
12,R527A.BIN,36,ヒュージエルモ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
13,R527A.BIN,36,ヒュージエルモ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
14,R527A.BIN,36,ヒュージエルモ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
15,R527A.BIN,36,ヒュージエルモ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
16,R527A.BIN,36,ヒュージエルモ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
17,R527A.BIN,36,ヒュージエルモ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
18,R527A.BIN,36,ヒュージエルモ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
19,R527A.BIN,36,ヒュージエルモ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
0,R532A.BIN,37,アラーニャ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
1,R532A.BIN,37,アラーニャ,3,50,0,Attack,0,-1,None,0,0,Attack,1,-1,None,0
2,R532A.BIN,37,アラーニャ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
3,R532A.BIN,37,アラーニャ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
4,R532A.BIN,37,アラーニャ,3,50,0,Attack,1,-1,None,0,0,Attack,0,-1,None,0
5,R532A.BIN,37,アラーニャ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
6,R532A.BIN,37,アラーニャ,3,50,0,Attack,0,-1,None,0,0,Attack,1,-1,None,0
7,R532A.BIN,37,アラーニャ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
8,R532A.BIN,37,アラーニャ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
9,R532A.BIN,37,アラーニャ,3,50,0,Attack,0,-1,None,0,0,Attack,1,-1,None,0
10,R532A.BIN,37,アラーニャ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
11,R532A.BIN,37,アラーニャ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
12,R532A.BIN,37,アラーニャ,3,70,0,Attack,1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
13,R532A.BIN,37,アラーニャ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
14,R532A.BIN,37,アラーニャ,3,50,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
15,R532A.BIN,37,アラーニャ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
16,R532A.BIN,37,アラーニャ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
17,R532A.BIN,37,アラーニャ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
18,R532A.BIN,37,アラーニャ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
19,R532A.BIN,37,アラーニャ,3,30,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
20,R532A.BIN,37,アラーニャ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
21,R532A.BIN,37,アラーニャ,3,50,0,Attack,0,-1,None,0,0,Attack,1,-1,None,0
22,R532A.BIN,37,アラーニャ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
23,R532A.BIN,37,アラーニャ,3,50,0,Attack,1,-1,None,0,0,Attack,0,-1,None,0
24,R532A.BIN,37,アラーニャ,3,50,0,Attack,1,-1,None,0,0,Attack,0,-1,None,0
25,R532A.BIN,37,アラーニャ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
26,R532A.BIN,37,アラーニャ,3,50,0,Attack,0,-1,None,0,0,Attack,1,-1,None,0
27,R532A.BIN,37,アラーニャ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
0,R535A.BIN,27,イェラーガ,3,80,4,Nothing,-1,2,Assessing Damage,0,2,Focus,-1,2,Preparing Attack,0
1,R535A.BIN,27,イェラーガ,3,20,4,Nothing,-1,2,Assessing Damage,0,2,Focus,-1,2,Preparing Attack,0
2,R535A.BIN,27,イェラーガ,0,40,3,Guard,-1,0,Evasive Action,0,0,Attack,1,-1,None,0
3,R535A.BIN,27,イェラーガ,3,50,4,Nothing,-1,2,Assessing Damage,0,3,Guard,-1,0,Evasive Action,0
4,R535A.BIN,27,イェラーガ,-1,0,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
5,R535A.BIN,27,イェラーガ,3,35,4,Nothing,-1,2,Assessing Damage,0,2,Focus,-1,2,Preparing Attack,0
6,R535A.BIN,27,イェラーガ,0,10,3,Guard,-1,0,Evasive Action,0,0,Attack,0,-1,None,0
7,R535A.BIN,27,イェラーガ,3,60,4,Nothing,-1,2,Assessing Damage,0,3,Guard,-1,0,Evasive Action,0
8,R535A.BIN,27,イェラーガ,-1,0,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
9,R535A.BIN,27,イェラーガ,3,60,4,Nothing,-1,2,Assessing Damage,0,3,Guard,-1,0,Evasive Action,0
10,R535A.BIN,27,イェラーガ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
11,R535A.BIN,27,イェラーガ,3,50,3,Guard,-1,0,Evasive Action,0,2,Focus,-1,2,Preparing Attack,0
12,R535A.BIN,27,イェラーガ,0,30,3,Guard,-1,0,Evasive Action,0,0,Attack,0,-1,None,0
13,R535A.BIN,27,イェラーガ,3,60,4,Nothing,-1,2,Assessing Damage,0,2,Focus,-1,2,Preparing Attack,0
14,R535A.BIN,27,イェラーガ,-1,0,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
15,R535A.BIN,27,イェラーガ,0,10,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
16,R535A.BIN,27,イェラーガ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
17,R535A.BIN,27,イェラーガ,3,50,0,Attack,0,-1,None,0,0,Attack,1,-1,None,0
18,R535A.BIN,27,イェラーガ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
19,R535A.BIN,27,イェラーガ,7,0,4,Nothing,-1,1,Target Lost,0,0,Attack,2,-1,None,0
20,R535A.BIN,27,イェラーガ,3,50,4,Nothing,-1,2,Assessing Damage,0,2,Focus,-1,2,Preparing Attack,0
21,R535A.BIN,27,イェラーガ,3,50,2,Focus,-1,2,Preparing Attack,0,3,Guard,-1,0,Evasive Action,0
22,R535A.BIN,27,イェラーガ,3,50,4,Nothing,-1,2,Assessing Damage,0,2,Focus,-1,2,Preparing Attack,0
23,R535A.BIN,27,イェラーガ,3,50,2,Focus,-1,2,Preparing Attack,0,3,Guard,-1,0,Evasive Action,0
24,R535A.BIN,27,イェラーガ,3,50,4,Nothing,-1,2,Assessing Damage,0,2,Focus,-1,2,Preparing Attack,0
25,R535A.BIN,27,イェラーガ,0,10,3,Guard,-1,0,Evasive Action,0,0,Attack,0,-1,None,0
26,R535A.BIN,27,イェラーガ,3,50,4,Nothing,-1,2,Assessing Damage,0,2,Focus,-1,2,Preparing Attack,0
27,R535A.BIN,27,イェラーガ,0,0,3,Guard,-1,0,Evasive Action,0,0,Attack,1,-1,None,0
28,R535A.BIN,27,イェラーガ,0,0,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
29,R535A.BIN,27,イェラーガ,3,50,4,Nothing,-1,2,Assessing Damage,0,2,Focus,-1,2,Preparing Attack,0
30,R535A.BIN,27,イェラーガ,0,10,2,Focus,-1,2,Preparing Attack,0,0,Attack,1,-1,None,0
31,R535A.BIN,27,イェラーガ,0,30,3,Guard,-1,0,Evasive Action,0,0,Attack,0,-1,None,0
32,R535A.BIN,27,イェラーガ,3,50,4,Nothing,-1,2,Assessing Damage,0,2,Focus,-1,2,Preparing Attack,0
33,R535A.BIN,27,イェラーガ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
34,R535A.BIN,27,イェラーガ,0,10,2,Focus,-1,2,Preparing Attack,0,0,Attack,1,-1,None,0
35,R535A.BIN,27,イェラーガ,7,0,4,Nothing,-1,1,Target Lost,0,0,Attack,2,-1,None,0
36,R535A.BIN,27,イェラーガ,3,50,4,Nothing,-1,2,Assessing Damage,0,3,Guard,-1,0,Evasive Action,0
37,R535A.BIN,27,イェラーガ,0,30,2,Focus,-1,2,Preparing Attack,0,0,Attack,1,-1,None,0
38,R535A.BIN,27,イェラーガ,0,15,2,Focus,-1,2,Preparing Attack,0,0,Attack,0,-1,None,0
39,R535A.BIN,27,イェラーガ,7,0,4,Nothing,-1,1,Target Lost,0,0,Attack,2,-1,None,0
40,R535A.BIN,27,イェラーガ,3,80,4,Nothing,-1,2,Assessing Damage,0,3,Guard,-1,0,Evasive Action,0
41,R535A.BIN,27,イェラーガ,3,50,0,Attack,0,-1,None,0,0,Attack,1,-1,None,0
42,R535A.BIN,27,イェラーガ,3,80,4,Nothing,-1,2,Assessing Damage,0,3,Guard,-1,0,Evasive Action,0
43,R535A.BIN,27,イェラーガ,0,10,3,Guard,-1,0,Evasive Action,0,0,Attack,0,-1,None,0
44,R535A.BIN,27,イェラーガ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
45,R535A.BIN,27,イェラーガ,3,50,0,Attack,0,-1,None,0,0,Attack,1,-1,None,0
46,R535A.BIN,27,イェラーガ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
47,R535A.BIN,27,イェラーガ,7,0,4,Nothing,-1,1,Target Lost,0,0,Attack,2,-1,None,0
48,R535A.BIN,27,イェラーガ,3,80,4,Nothing,-1,2,Assessing Damage,0,2,Focus,-1,2,Preparing Attack,0
49,R535A.BIN,27,イェラーガ,-1,0,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
50,R535A.BIN,27,イェラーガ,3,60,4,Nothing,-1,2,Assessing Damage,0,3,Guard,-1,0,Evasive Action,0
51,R535A.BIN,27,イェラーガ,3,40,4,Nothing,-1,2,Assessing Damage,0,3,Guard,-1,0,Evasive Action,0
52,R535A.BIN,27,イェラーガ,-1,0,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
53,R535A.BIN,27,イェラーガ,3,80,4,Nothing,-1,2,Assessing Damage,0,3,Guard,-1,0,Evasive Action,0
