Entry ID,[Filter],[EC ID],[EC JP Name],[EC US Name],State ID,[State Name],Unk 1,Unk 2,Motion ID,[Motion Name],Motion Flags,Param ID,[Param Name],Unk 3,Blend Time,Play Rate
3,MB003.STD,3,マロッカ,Marocca,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
4,MB003.STD,3,マロッカ,Marocca,8,Critical Attack,1,8,4,Critical Attack,0b10001000001000000000000000000000,-1,None,0,5.00,1.00
5,MB003.STD,3,マロッカ,Marocca,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB003.STD,3,マロッカ,Marocca,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000001000000000000000000000,-1,None,0,5.00,1.00
7,MB003.STD,3,マロッカ,Marocca,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB003.STD,3,マロッカ,Marocca,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
9,MB003.STD,3,マロッカ,Marocca,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
10,MB003.STD,3,マロッカ,Marocca,13,Dodge,1,8,10,Dodge,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
11,MB003.STD,3,マロッカ,Marocca,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB003.STD,3,マロッカ,Marocca,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MB003.STD,3,マロッカ,Marocca,32,Knockdown,1,10,13,Focus,0b10001000001000000000000000000000,-1,None,0,0.00,1.00
0,MB004.STD,4,アーアペプ,Grouder,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MB004.STD,4,アーアペプ,Grouder,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MB004.STD,4,アーアペプ,Grouder,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
3,MB004.STD,4,アーアペプ,Grouder,4,Close Attack,1,8,3,Close Attack,0b10001010000000000000000000000000,-1,None,0,5.00,0.80
4,MB004.STD,4,アーアペプ,Grouder,8,Critical Attack,1,8,4,Critical Attack,0b10001010000000000000000000000000,-1,None,0,5.00,1.00
5,MB004.STD,4,アーアペプ,Grouder,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB004.STD,4,アーアペプ,Grouder,5,Ranged Attack,1,8,6,Ranged Attack,0b10001010000000000000000000000000,-1,None,0,5.00,1.00
7,MB004.STD,4,アーアペプ,Grouder,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB004.STD,4,アーアペプ,Grouder,11,Take Damage 3,1,10,5,Take Damage 1,0b10001010001000000000000000000000,-1,None,0,0.00,1.00
9,MB004.STD,4,アーアペプ,Grouder,12,Guard,1,8,9,Guard,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
10,MB004.STD,4,アーアペプ,Grouder,13,Dodge,1,8,10,Dodge,0b10001010001000000000000000000000,-1,None,0,0.00,0.60
11,MB004.STD,4,アーアペプ,Grouder,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB004.STD,4,アーアペプ,Grouder,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MB004.STD,4,アーアペプ,Grouder,21,Cast Magic,1,8,0,Idle 1,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
14,MB004.STD,4,アーアペプ,Grouder,32,Knockdown,1,10,14,Widthdraw,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
15,MB004.STD,4,アーアペプ,Grouder,29,Exec S-Move,1,8,15,Run,0b10001010000000000000000000000000,57,あやしい音波,0,5.00,1.00
16,MB004.STD,4,アーアペプ,Grouder,24,Exec Magic/S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,3,パニカ,0,5.00,1.00
17,MB004.STD,4,アーアペプ,Grouder,24,Exec Magic/S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,20,ウェイバ,0,5.00,1.00
18,MB004.STD,4,アーアペプ,Grouder,24,Exec Magic/S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,21,ウェイビィ,0,5.00,1.00
19,MB004.STD,4,アーアペプ,Grouder,24,Exec Magic/S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,22,ウェボーン,0,5.00,1.00
20,MB004.STD,4,アーアペプ,Grouder,29,Exec S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,100,Ж術？,0,5.00,1.00
0,MB007.STD,7,煌術処刑士,Spell Warden,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,0.60
1,MB007.STD,7,煌術処刑士,Spell Warden,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MB007.STD,7,煌術処刑士,Spell Warden,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.50
3,MB007.STD,7,煌術処刑士,Spell Warden,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
4,MB007.STD,7,煌術処刑士,Spell Warden,8,Critical Attack,1,8,4,Critical Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
5,MB007.STD,7,煌術処刑士,Spell Warden,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB007.STD,7,煌術処刑士,Spell Warden,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
7,MB007.STD,7,煌術処刑士,Spell Warden,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB007.STD,7,煌術処刑士,Spell Warden,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
9,MB007.STD,7,煌術処刑士,Spell Warden,12,Guard,1,8,9,Guard,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
10,MB007.STD,7,煌術処刑士,Spell Warden,13,Dodge,1,8,10,Dodge,0b10001010000000000000000000000000,-1,None,0,0.00,0.80
11,MB007.STD,7,煌術処刑士,Spell Warden,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB007.STD,7,煌術処刑士,Spell Warden,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MB007.STD,7,煌術処刑士,Spell Warden,21,Cast Magic,1,8,13,Focus,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
14,MB007.STD,7,煌術処刑士,Spell Warden,32,Knockdown,1,10,14,Widthdraw,0b10001010000000000000000000000000,-1,None,0,0.00,0.60
15,MB007.STD,7,煌術処刑士,Spell Warden,29,Exec S-Move,1,8,15,Run,0b10001000000000000000000000000000,37,ガッツ,0,5.00,1.00
16,MB007.STD,7,煌術処刑士,Spell Warden,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,0,アパ,0,5.00,1.00
17,MB007.STD,7,煌術処刑士,Spell Warden,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,2,サイレシャ,0,5.00,1.00
18,MB007.STD,7,煌術処刑士,Spell Warden,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,4,ダウナ,0,5.00,1.00
19,MB007.STD,7,煌術処刑士,Spell Warden,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,6,サプラ,0,5.00,1.00
20,MB007.STD,7,煌術処刑士,Spell Warden,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,7,サプリィ,0,5.00,1.00
21,MB007.STD,7,煌術処刑士,Spell Warden,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,18,ジェデス,0,5.00,1.00
22,MB007.STD,7,煌術処刑士,Spell Warden,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,31,ウェイベス,0,5.00,1.00
23,MB007.STD,7,煌術処刑士,Spell Warden,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,26,グラシャ,0,5.00,1.00
24,MB007.STD,7,煌術処刑士,Spell Warden,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,28,グラシェス,0,5.00,1.00
25,MB007.STD,7,煌術処刑士,Spell Warden,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,29,グラゾーバ,0,5.00,1.00
26,MB007.STD,7,煌術処刑士,Spell Warden,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,35,ボルドーラ,0,5.00,1.00
0,MB008.STD,8,レトモニケ,Flestik,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,0.80
1,MB008.STD,8,レトモニケ,Flestik,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MB008.STD,8,レトモニケ,Flestik,6,Approach,1,8,2,Approach,0b10000001001000000000000000000000,-1,None,0,5.00,1.00
3,MB008.STD,8,レトモニケ,Flestik,4,Close Attack,1,8,3,Close Attack,0b10001010001000000000000000000000,-1,None,0,5.00,1.30
4,MB008.STD,8,レトモニケ,Flestik,8,Critical Attack,1,8,4,Critical Attack,0b10001010001000000000000000000000,-1,None,0,5.00,1.00
5,MB008.STD,8,レトモニケ,Flestik,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB008.STD,8,レトモニケ,Flestik,5,Ranged Attack,1,8,6,Ranged Attack,0b10001010001000000000000000000000,-1,None,0,5.00,1.70
7,MB008.STD,8,レトモニケ,Flestik,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB008.STD,8,レトモニケ,Flestik,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000001000000000000000000000,-1,None,0,0.00,1.00
9,MB008.STD,8,レトモニケ,Flestik,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
10,MB008.STD,8,レトモニケ,Flestik,13,Dodge,1,8,10,Dodge,0b10001010000000000000000000000000,-1,None,0,0.00,2.30
11,MB008.STD,8,レトモニケ,Flestik,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB008.STD,8,レトモニケ,Flestik,20,Idle 3,1,15,2,Approach,0b10000001001000000000000000000000,-1,None,0,5.00,1.00
13,MB008.STD,8,レトモニケ,Flestik,32,Knockdown,1,10,13,Focus,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
0,MB009.STD,9,レイチア,Basallish,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MB009.STD,9,レイチア,Basallish,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,0.40
2,MB009.STD,9,レイチア,Basallish,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.20
3,MB009.STD,9,レイチア,Basallish,4,Close Attack,1,8,3,Close Attack,0b10001000001000000000000000000000,-1,None,0,5.00,1.30
4,MB009.STD,9,レイチア,Basallish,8,Critical Attack,1,8,4,Critical Attack,0b10001000001000000000000000000000,-1,None,0,5.00,1.00
5,MB009.STD,9,レイチア,Basallish,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB009.STD,9,レイチア,Basallish,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000001000000000000000000000,-1,None,0,5.00,1.00
7,MB009.STD,9,レイチア,Basallish,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB009.STD,9,レイチア,Basallish,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000001000000000000000000000,-1,None,0,0.00,1.00
9,MB009.STD,9,レイチア,Basallish,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
10,MB009.STD,9,レイチア,Basallish,13,Dodge,1,8,10,Dodge,0b10001000001000000000000000000000,-1,None,0,0.00,1.00
11,MB009.STD,9,レイチア,Basallish,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB009.STD,9,レイチア,Basallish,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MB009.STD,9,レイチア,Basallish,32,Knockdown,1,10,13,Focus,0b10001000001000000000000000000000,-1,None,0,0.00,1.00
0,MB010.STD,10,カイライ,Mind Stealer,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MB010.STD,10,カイライ,Mind Stealer,7,Idle 2 (Injured),1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MB010.STD,10,カイライ,Mind Stealer,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
3,MB010.STD,10,カイライ,Mind Stealer,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
4,MB010.STD,10,カイライ,Mind Stealer,8,Critical Attack,1,8,4,Critical Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
5,MB010.STD,10,カイライ,Mind Stealer,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB010.STD,10,カイライ,Mind Stealer,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
7,MB010.STD,10,カイライ,Mind Stealer,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB010.STD,10,カイライ,Mind Stealer,11,Take Damage 3,1,10,5,Take Damage 1,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
9,MB010.STD,10,カイライ,Mind Stealer,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
10,MB010.STD,10,カイライ,Mind Stealer,13,Dodge,1,8,10,Dodge,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
11,MB010.STD,10,カイライ,Mind Stealer,32,Knockdown,1,10,11,Defeat,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
12,MB010.STD,10,カイライ,Mind Stealer,29,Exec S-Move,1,8,6,Ranged Attack,0b10001000000000000000000000000000,15,石化ブレス,0,5.00,1.00
0,MB011.STD,11,フォカラルガ,Walrenk,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MB011.STD,11,フォカラルガ,Walrenk,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MB011.STD,11,フォカラルガ,Walrenk,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
3,MB011.STD,11,フォカラルガ,Walrenk,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
4,MB011.STD,11,フォカラルガ,Walrenk,8,Critical Attack,1,8,4,Critical Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
5,MB011.STD,11,フォカラルガ,Walrenk,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB011.STD,11,フォカラルガ,Walrenk,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
7,MB011.STD,11,フォカラルガ,Walrenk,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB011.STD,11,フォカラルガ,Walrenk,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
9,MB011.STD,11,フォカラルガ,Walrenk,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
10,MB011.STD,11,フォカラルガ,Walrenk,13,Dodge,1,8,10,Dodge,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
11,MB011.STD,11,フォカラルガ,Walrenk,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB011.STD,11,フォカラルガ,Walrenk,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MB011.STD,11,フォカラルガ,Walrenk,21,Cast Magic,1,8,13,Focus,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
14,MB011.STD,11,フォカラルガ,Walrenk,32,Knockdown,1,10,14,Widthdraw,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
15,MB011.STD,11,フォカラルガ,Walrenk,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,3,パニカ,0,5.00,1.00
16,MB011.STD,11,フォカラルガ,Walrenk,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,28,グラシェス,0,5.00,1.00
17,MB011.STD,11,フォカラルガ,Walrenk,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,27,グラシィ,0,5.00,1.00
0,MB012.STD,12,ギジェリガー,Varkris,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.40
1,MB012.STD,12,ギジェリガー,Varkris,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,9.60,0.90
2,MB012.STD,12,ギジェリガー,Varkris,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.10
3,MB012.STD,12,ギジェリガー,Varkris,4,Close Attack,1,8,3,Close Attack,0b10001010000000000000000000000000,-1,None,0,5.00,1.00
4,MB012.STD,12,ギジェリガー,Varkris,8,Critical Attack,1,8,4,Critical Attack,0b10001010001000000000000000000000,-1,None,0,5.00,1.00
5,MB012.STD,12,ギジェリガー,Varkris,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB012.STD,12,ギジェリガー,Varkris,5,Ranged Attack,1,8,6,Ranged Attack,0b10001010001000000000000000000000,-1,None,0,5.00,1.00
7,MB012.STD,12,ギジェリガー,Varkris,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB012.STD,12,ギジェリガー,Varkris,11,Take Damage 3,1,10,5,Take Damage 1,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
9,MB012.STD,12,ギジェリガー,Varkris,12,Guard,1,8,9,Guard,0b10001010000000000000000000000000,-1,None,0,0.00,1.20
10,MB012.STD,12,ギジェリガー,Varkris,13,Dodge,1,8,10,Dodge,0b10001010000000000000000000000000,-1,None,0,0.10,1.00
11,MB012.STD,12,ギジェリガー,Varkris,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB012.STD,12,ギジェリガー,Varkris,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MB012.STD,12,ギジェリガー,Varkris,21,Cast Magic,1,8,0,Idle 1,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
