Entry ID,[Filter],Initiative,Magic EXP,Enemy 0 ID,[JP Enemy 0 Name],[US Enemy 0 Name],Enemy 1 ID,[JP Enemy 1 Name],[US Enemy 1 Name],Enemy 2 ID,[JP Enemy 2 Name],[US Enemy 2 Name],Enemy 3 ID,[JP Enemy 3 Name],[US Enemy 3 Name],Enemy 4 ID,[JP Enemy 4 Name],[US Enemy 4 Name],Enemy 5 ID,[JP Enemy 5 Name],[US Enemy 5 Name],Enemy 6 ID,[JP Enemy 6 Name],[US Enemy 6 Name],Enemy 7 ID,[JP Enemy 7 Name],[US Enemy 7 Name]
3,a035b_ep.enp,134,3,60,モノノフ,Soldier,60,モノノフ,Soldier,60,モノノフ,Soldier,60,モノノフ,Soldier,255,None,None,255,None,None,255,None,None,255,None,None
4,a035b_ep.enp,144,3,105,ベレーザ兵,Red Guard,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
5,a035b_ep.enp,144,3,105,ベレーザ兵,Red Guard,105,ベレーザ兵,Red Guard,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
6,a035b_ep.enp,144,3,105,ベレーザ兵,Red Guard,105,ベレーザ兵,Red Guard,105,ベレーザ兵,Red Guard,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
7,a035b_ep.enp,144,3,105,ベレーザ兵,Red Guard,105,ベレーザ兵,Red Guard,105,ベレーザ兵,Red Guard,105,ベレーザ兵,Red Guard,255,None,None,255,None,None,255,None,None,255,None,None
8,a035b_ep.enp,139,3,60,モノノフ,Soldier,105,ベレーザ兵,Red Guard,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
9,a035b_ep.enp,144,3,60,モノノフ,Soldier,105,ベレーザ兵,Red Guard,105,ベレーザ兵,Red Guard,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
10,a035b_ep.enp,144,3,60,モノノフ,Soldier,105,ベレーザ兵,Red Guard,105,ベレーザ兵,Red Guard,105,ベレーザ兵,Red Guard,255,None,None,255,None,None,255,None,None,255,None,None
11,a035b_ep.enp,134,3,60,モノノフ,Soldier,60,モノノフ,Soldier,105,ベレーザ兵,Red Guard,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
12,a035b_ep.enp,139,3,60,モノノフ,Soldier,60,モノノフ,Soldier,105,ベレーザ兵,Red Guard,105,ベレーザ兵,Red Guard,255,None,None,255,None,None,255,None,None,255,None,None
13,a035b_ep.enp,134,3,60,モノノフ,Soldier,60,モノノフ,Soldier,60,モノノフ,Soldier,105,ベレーザ兵,Red Guard,255,None,None,255,None,None,255,None,None,255,None,None
0,a099a_01ep.enp,22,1,15,ヌール,Ghastling,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
1,a099a_01ep.enp,22,1,15,ヌール,Ghastling,15,ヌール,Ghastling,15,ヌール,Ghastling,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None,255,None,None
2,a099a_01ep.enp,22,1,15,ヌール,Ghastling,15,ヌール,Ghastling,15,ヌール,Ghastling,15,ヌール,Ghastling,15,ヌール,Ghastling,15,ヌール,Ghastling,255,None,None,255,None,None
3,a099a_01ep.enp,52,1,29,エルモ,Looper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
4,a099a_01ep.enp,52,1,29,エルモ,Looper,29,エルモ,Looper,29,エルモ,Looper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
5,a099a_01ep.enp,27,1,3,マロッカ,Marocca,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
6,a099a_01ep.enp,12,1,3,マロッカ,Marocca,3,マロッカ,Marocca,3,マロッカ,Marocca,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
7,a099a_01ep.enp,27,1,4,アーアペプ,Grouder,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
8,a099a_01ep.enp,12,1,4,アーアペプ,Grouder,4,アーアペプ,Grouder,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
9,a099a_01ep.enp,27,1,29,エルモ,Looper,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
10,a099a_01ep.enp,27,1,29,エルモ,Looper,15,ヌール,Ghastling,15,ヌール,Ghastling,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None,255,None,None
11,a099a_01ep.enp,22,1,3,マロッカ,Marocca,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
12,a099a_01ep.enp,22,1,3,マロッカ,Marocca,15,ヌール,Ghastling,15,ヌール,Ghastling,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None,255,None,None
13,a099a_01ep.enp,32,1,3,マロッカ,Marocca,29,エルモ,Looper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
14,a099a_01ep.enp,32,1,3,マロッカ,Marocca,3,マロッカ,Marocca,29,エルモ,Looper,29,エルモ,Looper,255,None,None,255,None,None,255,None,None,255,None,None
15,a099a_01ep.enp,27,1,3,マロッカ,Marocca,29,エルモ,Looper,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
16,a099a_01ep.enp,27,1,3,マロッカ,Marocca,29,エルモ,Looper,15,ヌール,Ghastling,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None,255,None,None
17,a099a_01ep.enp,22,1,4,アーアペプ,Grouder,15,ヌール,Ghastling,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
18,a099a_01ep.enp,12,1,4,アーアペプ,Grouder,15,ヌール,Ghastling,15,ヌール,Ghastling,15,ヌール,Ghastling,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None
19,a099a_01ep.enp,27,1,4,アーアペプ,Grouder,29,エルモ,Looper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
20,a099a_01ep.enp,27,1,4,アーアペプ,Grouder,29,エルモ,Looper,29,エルモ,Looper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
21,a099a_01ep.enp,22,1,4,アーアペプ,Grouder,3,マロッカ,Marocca,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
22,a099a_01ep.enp,12,1,4,アーアペプ,Grouder,3,マロッカ,Marocca,3,マロッカ,Marocca,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
23,a099a_01ep.enp,27,1,4,アーアペプ,Grouder,29,エルモ,Looper,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
24,a099a_01ep.enp,22,1,4,アーアペプ,Grouder,29,エルモ,Looper,15,ヌール,Ghastling,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None,255,None,None
25,a099a_01ep.enp,12,1,4,アーアペプ,Grouder,3,マロッカ,Marocca,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
26,a099a_01ep.enp,12,1,4,アーアペプ,Grouder,3,マロッカ,Marocca,15,ヌール,Ghastling,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None,255,None,None
27,a099a_01ep.enp,12,1,4,アーアペプ,Grouder,3,マロッカ,Marocca,29,エルモ,Looper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
28,a099a_01ep.enp,12,1,4,アーアペプ,Grouder,3,マロッカ,Marocca,3,マロッカ,Marocca,29,エルモ,Looper,29,エルモ,Looper,255,None,None,255,None,None,255,None,None
29,a099a_01ep.enp,12,1,4,アーアペプ,Grouder,4,アーアペプ,Grouder,29,エルモ,Looper,15,ヌール,Ghastling,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None
30,a099a_01ep.enp,12,1,4,アーアペプ,Grouder,4,アーアペプ,Grouder,3,マロッカ,Marocca,15,ヌール,Ghastling,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None
31,a099a_01ep.enp,12,1,4,アーアペプ,Grouder,4,アーアペプ,Grouder,3,マロッカ,Marocca,29,エルモ,Looper,255,None,None,255,None,None,255,None,None,255,None,None
0,a099a_02ep.enp,44,1,18,セベスク,Thorkyn,18,セベスク,Thorkyn,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
1,a099a_02ep.enp,44,1,18,セベスク,Thorkyn,18,セベスク,Thorkyn,18,セベスク,Thorkyn,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
2,a099a_02ep.enp,34,1,18,セベスク,Thorkyn,18,セベスク,Thorkyn,18,セベスク,Thorkyn,18,セベスク,Thorkyn,255,None,None,255,None,None,255,None,None,255,None,None
3,a099a_02ep.enp,29,1,19,ユールマラー,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
4,a099a_02ep.enp,29,1,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
5,a099a_02ep.enp,24,1,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,255,None,None,255,None,None,255,None,None
6,a099a_02ep.enp,44,1,18,セベスク,Thorkyn,3,マロッカ,Marocca,3,マロッカ,Marocca,3,マロッカ,Marocca,255,None,None,255,None,None,255,None,None,255,None,None
7,a099a_02ep.enp,44,1,18,セベスク,Thorkyn,3,マロッカ,Marocca,3,マロッカ,Marocca,3,マロッカ,Marocca,3,マロッカ,Marocca,3,マロッカ,Marocca,255,None,None,255,None,None
8,a099a_02ep.enp,44,1,18,セベスク,Thorkyn,18,セベスク,Thorkyn,3,マロッカ,Marocca,3,マロッカ,Marocca,255,None,None,255,None,None,255,None,None,255,None,None
9,a099a_02ep.enp,34,1,19,ユールマラー,Scorfly,3,マロッカ,Marocca,3,マロッカ,Marocca,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
10,a099a_02ep.enp,34,1,19,ユールマラー,Scorfly,3,マロッカ,Marocca,3,マロッカ,Marocca,3,マロッカ,Marocca,3,マロッカ,Marocca,255,None,None,255,None,None,255,None,None
11,a099a_02ep.enp,34,1,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,3,マロッカ,Marocca,3,マロッカ,Marocca,255,None,None,255,None,None,255,None,None,255,None,None
12,a099a_02ep.enp,44,1,4,アーアペプ,Grouder,18,セベスク,Thorkyn,18,セベスク,Thorkyn,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
13,a099a_02ep.enp,44,1,4,アーアペプ,Grouder,18,セベスク,Thorkyn,18,セベスク,Thorkyn,18,セベスク,Thorkyn,255,None,None,255,None,None,255,None,None,255,None,None
14,a099a_02ep.enp,34,1,4,アーアペプ,Grouder,19,ユールマラー,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
15,a099a_02ep.enp,24,1,4,アーアペプ,Grouder,4,アーアペプ,Grouder,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None
16,a099a_02ep.enp,39,1,18,セベスク,Thorkyn,19,ユールマラー,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
17,a099a_02ep.enp,39,1,18,セベスク,Thorkyn,18,セベスク,Thorkyn,19,ユールマラー,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
18,a099a_02ep.enp,29,1,18,セベスク,Thorkyn,18,セベスク,Thorkyn,18,セベスク,Thorkyn,19,ユールマラー,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None
19,a099a_02ep.enp,29,1,18,セベスク,Thorkyn,18,セベスク,Thorkyn,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None
20,a099a_02ep.enp,39,1,18,セベスク,Thorkyn,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
21,a099a_02ep.enp,24,1,18,セベスク,Thorkyn,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,255,None,None,255,None,None,255,None,None
22,a099a_02ep.enp,39,1,18,セベスク,Thorkyn,19,ユールマラー,Scorfly,3,マロッカ,Marocca,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
23,a099a_02ep.enp,39,1,18,セベスク,Thorkyn,19,ユールマラー,Scorfly,3,マロッカ,Marocca,3,マロッカ,Marocca,3,マロッカ,Marocca,255,None,None,255,None,None,255,None,None
24,a099a_02ep.enp,29,1,18,セベスク,Thorkyn,18,セベスク,Thorkyn,19,ユールマラー,Scorfly,3,マロッカ,Marocca,3,マロッカ,Marocca,255,None,None,255,None,None,255,None,None
25,a099a_02ep.enp,29,1,18,セベスク,Thorkyn,18,セベスク,Thorkyn,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,3,マロッカ,Marocca,255,None,None,255,None,None,255,None,None
26,a099a_02ep.enp,39,1,18,セベスク,Thorkyn,19,ユールマラー,Scorfly,4,アーアペプ,Grouder,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
27,a099a_02ep.enp,29,1,18,セベスク,Thorkyn,18,セベスク,Thorkyn,19,ユールマラー,Scorfly,4,アーアペプ,Grouder,255,None,None,255,None,None,255,None,None,255,None,None
28,a099a_02ep.enp,39,1,18,セベスク,Thorkyn,19,ユールマラー,Scorfly,4,アーアペプ,Grouder,4,アーアペプ,Grouder,255,None,None,255,None,None,255,None,None,255,None,None
29,a099a_02ep.enp,29,1,18,セベスク,Thorkyn,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,4,アーアペプ,Grouder,255,None,None,255,None,None,255,None,None,255,None,None
30,a099a_02ep.enp,52,1,17,ツィツィ,Tsirat,17,ツィツィ,Tsirat,17,ツィツィ,Tsirat,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
31,a099a_02ep.enp,52,1,17,ツィツィ,Tsirat,17,ツィツィ,Tsirat,17,ツィツィ,Tsirat,17,ツィツィ,Tsirat,17,ツィツィ,Tsirat,255,None,None,255,None,None,255,None,None
0,a099a_03ep.enp,63,2,13,アスフール,Azbeth,13,アスフール,Azbeth,13,アスフール,Azbeth,13,アスフール,Azbeth,255,None,None,255,None,None,255,None,None,255,None,None
1,a099a_03ep.enp,63,2,13,アスフール,Azbeth,13,アスフール,Azbeth,13,アスフール,Azbeth,13,アスフール,Azbeth,13,アスフール,Azbeth,13,アスフール,Azbeth,255,None,None,255,None,None
2,a099a_03ep.enp,73,2,96,ロッキ,Stonebeak,96,ロッキ,Stonebeak,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
3,a099a_03ep.enp,73,2,96,ロッキ,Stonebeak,96,ロッキ,Stonebeak,96,ロッキ,Stonebeak,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
4,a099a_03ep.enp,88,2,30,エルモック,Loopalon,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
5,a099a_03ep.enp,88,2,30,エルモック,Loopalon,30,エルモック,Loopalon,30,エルモック,Loopalon,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
6,a099a_03ep.enp,58,2,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
7,a099a_03ep.enp,58,2,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,255,None,None,255,None,None,255,None,None,255,None,None
8,a099a_03ep.enp,29,2,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,255,None,None
9,a099a_03ep.enp,68,2,13,アスフール,Azbeth,96,ロッキ,Stonebeak,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
10,a099a_03ep.enp,58,2,13,アスフール,Azbeth,13,アスフール,Azbeth,13,アスフール,Azbeth,96,ロッキ,Stonebeak,255,None,None,255,None,None,255,None,None,255,None,None
11,a099a_03ep.enp,48,2,13,アスフール,Azbeth,13,アスフール,Azbeth,13,アスフール,Azbeth,13,アスフール,Azbeth,96,ロッキ,Stonebeak,96,ロッキ,Stonebeak,255,None,None,255,None,None
12,a099a_03ep.enp,73,2,13,アスフール,Azbeth,13,アスフール,Azbeth,13,アスフール,Azbeth,30,エルモック,Loopalon,255,None,None,255,None,None,255,None,None,255,None,None
13,a099a_03ep.enp,63,2,13,アスフール,Azbeth,13,アスフール,Azbeth,13,アスフール,Azbeth,13,アスフール,Azbeth,13,アスフール,Azbeth,30,エルモック,Loopalon,255,None,None,255,None,None
14,a099a_03ep.enp,58,2,13,アスフール,Azbeth,13,アスフール,Azbeth,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,255,None,None,255,None,None
15,a099a_03ep.enp,58,2,13,アスフール,Azbeth,93,ヘベレル,Durel Beetle,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
16,a099a_03ep.enp,58,2,13,アスフール,Azbeth,13,アスフール,Azbeth,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,255,None,None,255,None,None,255,None,None,255,None,None
17,a099a_03ep.enp,78,2,96,ロッキ,Stonebeak,30,エルモック,Loopalon,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
18,a099a_03ep.enp,78,2,96,ロッキ,Stonebeak,96,ロッキ,Stonebeak,30,エルモック,Loopalon,30,エルモック,Loopalon,255,None,None,255,None,None,255,None,None,255,None,None
19,a099a_03ep.enp,68,2,96,ロッキ,Stonebeak,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
20,a099a_03ep.enp,68,2,96,ロッキ,Stonebeak,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,255,None,None,255,None,None,255,None,None
21,a099a_03ep.enp,68,2,96,ロッキ,Stonebeak,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,255,None,None,255,None,None,255,None,None
22,a099a_03ep.enp,68,2,30,エルモック,Loopalon,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
23,a099a_03ep.enp,68,2,30,エルモック,Loopalon,30,エルモック,Loopalon,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,255,None,None,255,None,None
24,a099a_03ep.enp,68,2,30,エルモック,Loopalon,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None
25,a099a_03ep.enp,58,2,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,255,None,None,255,None,None
26,a099a_03ep.enp,68,2,13,アスフール,Azbeth,96,ロッキ,Stonebeak,30,エルモック,Loopalon,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
27,a099a_03ep.enp,68,2,13,アスフール,Azbeth,13,アスフール,Azbeth,96,ロッキ,Stonebeak,30,エルモック,Loopalon,255,None,None,255,None,None,255,None,None,255,None,None
28,a099a_03ep.enp,63,2,13,アスフール,Azbeth,96,ロッキ,Stonebeak,93,ヘベレル,Durel Beetle,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
29,a099a_03ep.enp,63,2,13,アスフール,Azbeth,13,アスフール,Azbeth,96,ロッキ,Stonebeak,96,ロッキ,Stonebeak,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,255,None,None,255,None,None
30,a099a_03ep.enp,58,2,13,アスフール,Azbeth,96,ロッキ,Stonebeak,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None
31,a099a_03ep.enp,63,2,30,エルモック,Loopalon,93,ヘベレル,Durel Beetle,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,255,None,None,255,None,None
0,a099a_04ep.enp,75,2,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
1,a099a_04ep.enp,75,2,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,255,None,None,255,None,None,255,None,None,255,None,None
2,a099a_04ep.enp,70,2,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,255,None,None,255,None,None,255,None,None
3,a099a_04ep.enp,65,2,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,255,None,None,255,None,None
4,a099a_04ep.enp,60,2,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,255,None,None
5,a099a_04ep.enp,80,2,64,デモンヌール,Graver,64,デモンヌール,Graver,30,エルモック,Loopalon,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
6,a099a_04ep.enp,75,2,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,30,エルモック,Loopalon,255,None,None,255,None,None,255,None,None
7,a099a_04ep.enp,80,2,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,30,エルモック,Loopalon,255,None,None
8,a099a_04ep.enp,80,2,64,デモンヌール,Graver,64,デモンヌール,Graver,30,エルモック,Loopalon,30,エルモック,Loopalon,255,None,None,255,None,None,255,None,None,255,None,None
9,a099a_04ep.enp,70,2,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,30,エルモック,Loopalon,30,エルモック,Loopalon,255,None,None,255,None,None
10,a099a_04ep.enp,80,2,64,デモンヌール,Graver,64,デモンヌール,Graver,30,エルモック,Loopalon,30,エルモック,Loopalon,30,エルモック,Loopalon,255,None,None,255,None,None,255,None,None
11,a099a_04ep.enp,70,2,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,30,エルモック,Loopalon,30,エルモック,Loopalon,30,エルモック,Loopalon,255,None,None
0,a099a_05ep.enp,75,2,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,255,None,None,255,None,None,255,None,None,255,None,None
1,a099a_05ep.enp,70,2,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,255,None,None,255,None,None,255,None,None
2,a099a_05ep.enp,65,2,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,255,None,None,255,None,None
3,a099a_05ep.enp,84,2,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,41,エルモンテ,Elooper,255,None,None,255,None,None,255,None,None
4,a099a_05ep.enp,84,2,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,41,エルモンテ,Elooper,255,None,None
5,a099a_05ep.enp,84,2,64,デモンヌール,Graver,64,デモンヌール,Graver,41,エルモンテ,Elooper,41,エルモンテ,Elooper,255,None,None,255,None,None,255,None,None,255,None,None
6,a099a_05ep.enp,79,2,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,41,エルモンテ,Elooper,41,エルモンテ,Elooper,255,None,None,255,None,None
7,a099a_05ep.enp,84,2,64,デモンヌール,Graver,64,デモンヌール,Graver,41,エルモンテ,Elooper,41,エルモンテ,Elooper,41,エルモンテ,Elooper,255,None,None,255,None,None,255,None,None
8,a099a_05ep.enp,104,2,41,エルモンテ,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
9,a099a_05ep.enp,104,2,41,エルモンテ,Elooper,41,エルモンテ,Elooper,41,エルモンテ,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
