Entry ID,US Entry Name,Chara. Flags,[V],[A],[F],[D],[E],[G],Retail Price in %,Order by Prio.,US Order by ABC,Pad. 1,Purchase Price,Feat. 1 ID,[Feat. 1 Name],Pad. 2,Feat. 1 Value,Feat. 2 ID,[Feat. 2 Name],Pad. 3,Feat. 2 Value,Feat. 3 ID,[Feat. 3 Name],Pad. 4,Feat. 3 Value,Feat. 4 ID,[Feat. 4 Name],Pad. 5,Feat. 4 Value,[US Descr. Pos.],[US Descr. Size],US Descr. Str.
218,Valuan Medallion,0x3f,X,X,X,X,X,X,100,60,57,0,5000,49,Unconscious,0,-10,17,Defense,0,30,18,MagDef,0,30,-1,None,0,0,0x2cbb20,76,Enchanted medallion worn by officers in the\nArmada. Negates Eterni spells.
219,Immunity Ring,0x5,"","","",X,"",X,50,50,26,0,1490,79,Block Negative States,0,-6,17,Defense,0,21,-1,None,0,0,-1,None,0,0,0x2cbb6c,64,Sacred Ring. Boosts Defense and Resistance to\nadverse effects.
220,Thermo Ring,0x3f,X,X,X,X,X,X,50,58,53,0,2080,33,Red,0,-5,34,Purple,0,-5,-1,None,0,0,-1,None,0,0,0x2cbbac,64,A ring that increases resistance to Red and \nPurple Attacks.
221,Slayer Ring,0x3f,X,X,X,X,X,X,50,59,50,0,1010,1,Will,0,8,17,Defense,0,8,19,Hit%,0,10,4,Quick,0,8,0x2cbbec,68,"Raises Defense, Hit%, Will, and Quick.\nIts background is unknown."
222,Chance Ring,0x3f,X,X,X,X,X,X,100,32,8,0,1000,79,Block Negative States,0,90,17,Defense,0,75,18,MagDef,0,75,-1,None,0,0,0x2cbc30,88,"Boosts Defense and Magic Defense, but leaves\nthe wearer susceptible to adverse effects."
223,ダミーアクセサリ,0x0,"","","","","","",0,63,63,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
224,ダミーアクセサリ,0x0,"","","","","","",0,64,64,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
225,ダミーアクセサリ,0x0,"","","","","","",0,65,65,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
226,ダミーアクセサリ,0x0,"","","","","","",0,66,66,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
227,ダミーアクセサリ,0x0,"","","","","","",0,67,67,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
228,ダミーアクセサリ,0x0,"","","","","","",0,68,68,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
229,ダミーアクセサリ,0x0,"","","","","","",0,69,69,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
230,ダミーアクセサリ,0x0,"","","","","","",0,70,70,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
231,ダミーアクセサリ,0x0,"","","","","","",0,71,71,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
232,ダミーアクセサリ,0x0,"","","","","","",0,72,72,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
233,ダミーアクセサリ,0x0,"","","","","","",0,73,73,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
234,ダミーアクセサリ,0x0,"","","","","","",0,74,74,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
235,ダミーアクセサリ,0x0,"","","","","","",0,75,75,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
236,ダミーアクセサリ,0x0,"","","","","","",0,76,76,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
237,ダミーアクセサリ,0x0,"","","","","","",0,77,77,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
238,ダミーアクセサリ,0x0,"","","","","","",0,78,78,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
239,ダミーアクセサリ,0x0,"","","","","","",0,79,79,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
