Entry ID,Entry US Name,PC Flags,[V],[A],[F],[D],[E],[G],Sell%,US Order 1,US Order 2,Pad 1,Buy,Trait 1 ID,[Trait 1 Name],Pad 2,Trait 1 Value,Trait 2 ID,[Trait 2 Name],Pad 3,Trait 2 Value,Trait 3 ID,[Trait 3 Name],Pad 4,Trait 3 Value,Trait 4 ID,[Trait 4 Name],Pad 5,Trait 4 Value,[US Descr Pos],[US Descr Size],US Descr Str
191,Nomadic Veil,0b00111111,X,X,X,X,X,X,50,34,49,0,640,17,Defense,0,9,18,MagDef,0,9,-1,None,0,0,-1,None,0,0,0x364afc,80,A veil worn by tribes of nomads in Nasr.\nImproves Defense and Magic Resistance.
192,Radiant Fur,0b00111111,X,X,X,X,X,X,50,39,61,0,3580,17,Defense,0,24,18,MagDef,0,24,-1,None,0,0,-1,None,0,0,0x364b4c,64,A thick fur\nthe cold. Improves Defense and Magic Resistance.
193,Berzerker Ring,0b00111111,X,X,X,X,X,X,50,35,1,0,770,16,Attack,0,9,1,Will,0,9,-1,None,0,0,-1,None,0,0,0x364b8c,76,An enchanted ring worn by desert nomads.\nImproves Attack Power and Will.
194,Skull Cap,0b00111111,X,X,X,X,X,X,50,40,41,0,4300,16,Attack,0,24,1,Will,0,24,-1,None,0,0,-1,None,0,0,0x364bd8,84,A unique hat sometimes worn by Eastern Air\nPirates. Improves Attack Power & Will.
195,Mage's Bane,0b00111111,X,X,X,X,X,X,50,33,28,0,480,17,Defense,0,4,18,MagDef,0,4,16,Attack,0,4,1,Will,0,4,0x364c2c,52,A helm that increases the wearer's Attacks\nDefense
196,Blue Rogue Patch,0b00111111,X,X,X,X,X,X,50,41,0,0,6820,17,Defense,0,18,18,MagDef,0,18,16,Attack,0,18,1,Will,0,18,0x364c60,52,Can be worn to show determination. Improves\nAttacks
197,Assassin Ring,0b00111111,X,X,X,X,X,X,50,36,2,0,3200,80,PC 1st Strike%,0,40,19,Hit%,0,40,-1,None,0,0,-1,None,0,0,0x364c94,60,A ring crafted in Nasr. Improves chances for\na First Strike
198,Stealth Ring,0b00111111,X,X,X,X,X,X,50,37,31,0,3000,81,PC Run%,0,100,4,Quick,0,10,20,Dodge%,0,10,-1,None,0,0,0x364cd0,56,A ring that improves Agile and Dodge%. In\nmost cases
199,Dhabu Hide,0b00111111,X,X,X,X,X,X,50,38,21,0,2800,4,Quick,0,50,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x364d08,44,A folded piece of cured Dhabu hide\narmor.
200,Ominous Mask,0b00100101,X,"","",X,"",X,50,42,45,0,4760,68,Reduce SP,0,1,16,Attack,0,75,17,Defense,0,75,-1,None,0,0,0x364d34,88,Gives a large boost to Attack Power and Defense\nbut reduces the party's Spirit to zero.
201,Flash Ribbon,0b00011101,"",X,X,X,"",X,50,43,62,0,60,4,Quick,0,2,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x364d8c,48,An enchanted Ribbon that improves Aika's\nQuick.
202,The Unseen Hand,0b00011101,"",X,X,X,"",X,50,44,46,0,2960,4,Quick,0,30,20,Dodge%,0,5,-1,None,0,0,-1,None,0,0,0x364dbc,56,An enchantment that enables a warrior to Attack\nfaster
203,Crescent Amulet,0b00011101,"",X,X,X,"",X,50,45,60,0,5710,4,Quick,0,19,17,Defense,0,28,18,MagDef,0,28,-1,None,0,0,0x364df4,32,A magic amulet\nImproves Quick
204,Skyseer Goggles,0b00110000,X,X,"","","","",50,46,26,0,40,19,Hit%,0,5,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x364e14,72,A pair of goggles that can zoom in on distant\ntargets. Improves Hit%.
205,Nocturnal Sight,0b00110000,X,X,"","","","",50,47,5,0,1930,19,Hit%,0,60,16,Attack,0,6,-1,None,0,0,-1,None,0,0,0x364e5c,68,An enchantment that allows a fighter to detect\ntargets at night.
206,Critical Vision,0b00110000,X,X,"","","","",50,48,32,0,6660,19,Hit%,0,50,16,Attack,0,19,1,Will,0,19,-1,None,0,0,0x364ea0,72,An enchantment that allows a fighter to detect\nan enemy's weak points.
207,Gem of Purity,0b00000101,"","","",X,"",X,50,49,8,0,300,79,Block Neg States,0,-3,17,Defense,0,8,-1,None,0,0,-1,None,0,0,0x364ee8,92,An enchanted gem that protects the bearer.\nBoosts Defense & Resistance to Adverse Effects.
208,Shard of Purity,0b00000101,"","","",X,"",X,50,51,38,0,4760,79,Block Neg States,0,-9,17,Defense,0,38,-1,None,0,0,-1,None,0,0,0x364f44,72,An enchanted Moon Shard that protects the wearer\nfrom Adverse Effects
209,Fortune Ring,0b00011000,"",X,X,"","","",50,16,20,0,2860,20,Dodge%,0,100,17,Defense,0,8,-1,None,0,0,-1,None,0,0,0x364f8c,92,A mysterious ring that allows the wearer to\navoid most normal Attacks. Improves Defense.
210,Berserker Ring,0b00100000,X,"","","","","",100,56,51,0,777,84,Random Encounter%,0,100,80,PC 1st Strike%,0,25,82,EC 1st Strike%,0,0,83,EC Run%,0,0,0x364fe8,88,A mystic force that attracts enemy creatures.\nAlso improves chances for First Strike.
211,Phantom Ring,0b00100000,X,"","","","","",100,57,56,0,666,84,Random Encounter%,0,5,80,PC 1st Strike%,0,0,82,EC 1st Strike%,0,0,81,PC Run%,0,100,0x365040,84,A mystic force that repels enemy creatures.\nAlso improves chances of running away.
212,Captain's Hat,0b00100000,X,"","","","","",100,61,17,0,10,16,Attack,0,80,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x365094,72,A hat given to Vyse by the Delphinus' crew. \nIt improves Attack Power.
213,Mesh Tights,0b00010000,"",X,"","","","",100,62,3,0,10,16,Attack,0,40,1,Will,0,40,-1,None,0,0,-1,None,0,0,0x3650dc,80,Given to Aika by a secret admirer. Magic Cloth.\nImproves Attack Power and Will.
214,Black Eyepatch,0b00100101,X,"","",X,"",X,100,52,22,0,10,16,Attack,0,7,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x36512c,80,Drachma's old leather eyepatch\nhide of a wild beast. Increases Attack Power.
215,Silver Veil,0b00011000,"",X,X,"","","",100,53,19,0,100,1,Will,0,16,18,MagDef,0,16,-1,None,0,0,-1,None,0,0,0x36517c,96,A mystic veil that protects Fina's head. The\nsilver strands increase Will & Magic Resistance.
216,Imperial Crest,0b00000010,"","","","",X,"",100,55,10,0,1000,17,Defense,0,20,18,MagDef,0,20,-1,None,0,0,-1,None,0,0,0x3651dc,88,Given to protect members if the Royal Family.\nImproves Defense and Magic Resistance.
217,Gilder's Amulet,0b00110001,X,X,"","","",X,100,54,36,0,500,17,Defense,0,11,18,MagDef,0,11,16,Attack,0,11,1,Will,0,11,0x365234,64,Worn around Gilder's neck. Improves Defense\nMagic Resistance
218,Valuan Medallion,0b00111111,X,X,X,X,X,X,100,60,4,0,5000,49,Unconscious,0,-10,17,Defense,0,30,18,MagDef,0,30,-1,None,0,0,0x365274,76,Enchanted Medallion worn by officers in the\nArmada. Negates Eterni Spells
219,Immunity Ring,0b00000101,"","","",X,"",X,50,50,7,0,1490,79,Block Neg States,0,-6,17,Defense,0,21,-1,None,0,0,-1,None,0,0,0x3652c0,64,Sacred Ring. Boosts Defense and Resistance to\nadverse effects.
220,Thermo Ring,0b00111111,X,X,X,X,X,X,50,58,53,0,2080,33,Red,0,-5,34,Purple,0,-5,-1,None,0,0,-1,None,0,0,0x365300,64,A ring that increases resistance to Red and \nPurple Attacks.
221,Slayer Ring,0b00111111,X,X,X,X,X,X,50,59,6,0,1010,1,Will,0,8,17,Defense,0,8,19,Hit%,0,10,4,Quick,0,8,0x365340,44,Raises Defense\nIts background is unknown.
222,Chance Ring,0b00111111,X,X,X,X,X,X,100,32,14,0,1000,79,Block Neg States,0,90,17,Defense,0,75,18,MagDef,0,75,-1,None,0,0,0x36536c,80,Boosts Defense and Magic Resistance\nthe wearer susceptible to adverse effects.
223,ダミーアクセサリ,0b00000000,"","","","","","",0,63,63,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
224,ダミーアクセサリ,0b00000000,"","","","","","",0,64,64,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
225,ダミーアクセサリ,0b00000000,"","","","","","",0,65,65,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
226,ダミーアクセサリ,0b00000000,"","","","","","",0,66,66,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
227,ダミーアクセサリ,0b00000000,"","","","","","",0,67,67,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
228,ダミーアクセサリ,0b00000000,"","","","","","",0,68,68,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
229,ダミーアクセサリ,0b00000000,"","","","","","",0,69,69,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
230,ダミーアクセサリ,0b00000000,"","","","","","",0,70,70,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
231,ダミーアクセサリ,0b00000000,"","","","","","",0,71,71,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
232,ダミーアクセサリ,0b00000000,"","","","","","",0,72,72,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
233,ダミーアクセサリ,0b00000000,"","","","","","",0,73,73,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
234,ダミーアクセサリ,0b00000000,"","","","","","",0,74,74,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
235,ダミーアクセサリ,0b00000000,"","","","","","",0,75,75,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
236,ダミーアクセサリ,0b00000000,"","","","","","",0,76,76,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
237,ダミーアクセサリ,0b00000000,"","","","","","",0,77,77,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
238,ダミーアクセサリ,0b00000000,"","","","","","",0,78,78,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
239,ダミーアクセサリ,0b00000000,"","","","","","",0,79,79,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0x0,0,""
