Entry ID,[Str Pos],[Str Size],[Str Enc],Str Value
89,0x359374,18,Shift_JIS,R BTN - PERS NEAR
90,0x359388,22,Shift_JIS,A BTN - DISTANCE NEAR
91,0x3593a0,21,Shift_JIS,X BTN - DISTANCE FAR
92,0x3593b8,12,Shift_JIS,Y BTN - Y +
93,0x3593c4,12,Shift_JIS,B BTN - Y -
94,0x3593d0,13,Shift_JIS,START - EXIT
95,0x3593e0,12,Shift_JIS,UP    - Z +
96,0x3593ec,12,Shift_JIS,DOWN  - Z -
97,0x3593f8,12,Shift_JIS,LEFT  - X +
98,0x359404,12,Shift_JIS,RIGHT - X -
99,0x359410,17,Shift_JIS,L BTN - Y ROLL +
100,0x359424,17,Shift_JIS,R BTN - Y ROLL -
101,0x359438,17,Shift_JIS,X BTN - X ROLL +
102,0x35944c,17,Shift_JIS,A BTN - X ROLL -
103,0x359460,19,Shift_JIS,Z BTN - RESET VIEW
104,0x359474,12,Shift_JIS,UP    - Z -
105,0x359480,12,Shift_JIS,DOWN  - Z +
106,0x35948c,12,Shift_JIS,LEFT  - X -
107,0x359498,12,Shift_JIS,RIGHT - X +
108,0x3594a4,18,Shift_JIS,UP    - LIGHT Z +
109,0x3594b8,18,Shift_JIS,DOWN  - LIGHT Z -
110,0x3594cc,18,Shift_JIS,LEFT  - LIGHT X +
111,0x3594e0,18,Shift_JIS,RIGHT - LIGHT X -
112,0x3594f4,18,Shift_JIS,R BTN - LIGHT Y +
113,0x359508,18,Shift_JIS,L BTN - LIGHT Y -
114,0x35951c,19,Shift_JIS,A BTN - AMBIENT UP
115,0x359530,19,Shift_JIS,B BTN - DEFFUSE UP
116,0x359544,17,Shift_JIS,C BTN - SPECULAR
117,0x359558,21,Shift_JIS,X BTN - LIGHT SWITCH
118,0x359570,34,Shift_JIS,(L BTN)+(R BTN) - DELETE MURABITO
119,0x359594,22,Shift_JIS,A BTN - SET MUARABITO
120,0x3595ac,4,Shift_JIS,%1d
121,0x3595b0,6,Shift_JIS,%3.2f
122,0x3595b8,4,Shift_JIS,%3d
123,0x3595bc,15,Shift_JIS,INFOMATION ON 
124,0x3595cc,13,Shift_JIS,STAGE SELECT
125,0x3595dc,10,Shift_JIS,GAME MODE
126,0x3595e8,12,Shift_JIS,CAMERA MODE
127,0x3595f4,11,Shift_JIS,LIGHT MODE
128,0x359600,9,Shift_JIS,FOG MENU
129,0x35960c,13,Shift_JIS,START = EXIT
130,0x35961c,14,Shift_JIS,CAMERA MODE 0
131,0x35962c,12,Shift_JIS,PURSUIT INF
132,0x359638,9,Shift_JIS,VIEW INF
133,0x359644,10,Shift_JIS,ALL RESET
134,0x359650,8,Shift_JIS,FOG OFF
135,0x359658,16,Shift_JIS,NEAR    -1.0000
136,0x359668,16,Shift_JIS,FAR   -100.0000
137,0x359678,12,Shift_JIS,RED     255
138,0x359684,12,Shift_JIS,GREEN   255
139,0x359690,12,Shift_JIS,BULE    255
140,0x35969c,16,Shift_JIS,\sound\m04s.p16
141,0x359704,15,Shift_JIS,\ending\sr.mll
142,0x359714,17,Shift_JIS,\ending\srok.mll
143,0x359728,18,Shift_JIS,\ending\staff.mld
144,0x359c14,10,Shift_JIS,FADE BUSY
145,0x359c20,25,Shift_JIS,Call Back Hooking Failed
146,0x359c3c,24,Shift_JIS,Call Back Delete Failed
147,0x359c54,32,Shift_JIS,FioInit Error (memory allocate)
148,0x359c74,36,Shift_JIS,FioOpen Error (memory allocate): %s
149,0x359c98,18,Shift_JIS,FioOpen Error: %s
150,0x359cac,33,Shift_JIS,FioOpen Error (File Size): %s %d
151,0x359cd0,35,Shift_JIS,FioReadReq Error (memory allocate)
152,0x359cf4,8,Shift_JIS,a299a01
153,0x359cfc,37,Shift_JIS,Fio Auto Error (memory allocate): %s
154,0x359d24,41,Shift_JIS,Fio Stream Error (memory allocate 1): %s
155,0x359d50,30,Shift_JIS,Fio Stream Link Nothing Error
156,0x359d70,24,Shift_JIS,File Seek Origin Error:
157,0x359d88,23,Shift_JIS,File Seek Error: %d %d
158,0x359da0,3,Shift_JIS,..
159,0x359dac,31,Shift_JIS,Move Root Dir Error : %s %d %d
160,0x359dcc,26,Shift_JIS,Move Dir Error : %s %d %d
161,0x359de8,30,Shift_JIS,Move Cache Error : %s - %d %d
162,0x359e08,17,Shift_JIS,LIGHT TRAP ERROR
163,0x359e1c,23,Shift_JIS,LIGHT STACK OVER ERROR
164,0x359e34,24,Shift_JIS,LIGHT STACK UNDER ERROR
165,0x359e4c,26,Shift_JIS,SCRIPT LIGHT NUMBER ERROR
166,0x359e68,26,Shift_JIS,CHANGE VERTEX COLOR START
167,0x359e84,3,Shift_JIS,rb
168,0x359e88,25,Shift_JIS,MLD FAST HANDLE IS EMPTY
169,0x359ea4,35,Shift_JIS,mldTaskLoadMldDataAll Malloc Error
170,0x359ec8,22,Shift_JIS,MLD FAST HANDLE ERROR
171,0x359ee0,12,Shift_JIS,Sep 07 2000
172,0x359eec,9,Shift_JIS,19:33:07
173,0x359ef8,14,Shift_JIS,01%02d45-7890
174,0x359f08,22,Shift_JIS,memory allocate error
175,0x359f20,18,Shift_JIS,Config Init Error
176,0x359f34,18,Shift_JIS,Config Exit Error
177,0x359f48,12,Shift_JIS,\bonito.drv
178,0x359f54,22,Shift_JIS,VertexEntryBufferOver
179,0x359f6c,17,Shift_JIS,VertexBufferOver
180,0x359f80,17,Shift_JIS,MatrixBufferOver
181,0x359f94,16,Shift_JIS,ShapeBufferOver
182,0x359fa4,13,Shift_JIS,\aresnew.mlt
183,0x359fb4,25,Shift_JIS,MONO STEREO SET ERROR %d
184,0x359fd0,20,Shift_JIS,\sound\b7000000.mlt
185,0x359fe4,12,Shift_JIS,\player.mlz
186,0x359ff0,4,Shift_JIS,Jan
187,0x359ff4,4,Shift_JIS,Feb
188,0x359ff8,4,Shift_JIS,Mar
189,0x359ffc,4,Shift_JIS,Apr
190,0x35a000,4,Shift_JIS,May
191,0x35a004,4,Shift_JIS,Jun
192,0x35a008,4,Shift_JIS,Jul
193,0x35a00c,4,Shift_JIS,Aug
194,0x35a010,4,Shift_JIS,Sep
195,0x35a014,4,Shift_JIS,Oct
196,0x35a018,4,Shift_JIS,Nov
197,0x35a01c,4,Shift_JIS,Dec
198,0x35a020,22,Shift_JIS,MATRIX STACK OVER !!!
199,0x35a038,27,Shift_JIS,IDmem change size:%d %c %d
200,0x35a054,22,Shift_JIS,memory allocate error
201,0x35a06c,7,Shift_JIS,M_AMEM
202,0x35a074,30,Shift_JIS,IDmem Search error:0xffffffff
203,0x35a094,28,Shift_JIS,Memory Segment Error 0x%08x
204,0x35a0b0,26,Shift_JIS,NoEqu free IDmem:%d %c %d
205,0x35a0cc,26,Shift_JIS,no free IDmemory:%d %c %d
206,0x35a0e8,6,Shift_JIS,_AMEM
207,0x35a0f0,14,Shift_JIS,memFree Error
208,0x35a100,18,Shift_JIS,memFree Dup Error
209,0x35a114,7,Shift_JIS,D_AMEM
210,0x35a11c,27,Shift_JIS,memory reallocate error -1
211,0x35a138,24,Shift_JIS,memory reallocate error
212,0x35a150,7,Shift_JIS,R_AMEM
213,0x35a157,5,Shift_JIS,MEMM
214,0x35a15c,5,Shift_JIS,FREE
215,0x35a161,5,Shift_JIS,MEMR
216,0x35a168,33,Shift_JIS,メニュー用メモリを確保出来ません
217,0x35a18c,17,Shift_JIS,get matrix error
218,0x35a1a0,21,Shift_JIS,Search Grd Delete %d
219,0x35a1b8,17,Shift_JIS,Ground Delete %d
220,0x35a1cc,23,Shift_JIS,Ground(%d) Link Max 16
221,0x35a1e4,22,Shift_JIS,False GrdLink (%d:%d)
222,0x35a1fc,25,Shift_JIS,No Convert Ground:%d(%d)
223,0x35a218,19,Shift_JIS,False Ground No:%d
224,0x35a22c,7,Shift_JIS,(%d)%d
225,0x35a234,6,Shift_JIS,Disp:
226,0x35a23c,4,Shift_JIS, 3D
227,0x35a240,6,Shift_JIS, Cell
228,0x35a248,6,Shift_JIS, Link
229,0x35a250,5,Shift_JIS, All
230,0x35a258,6,Shift_JIS, Attr
231,0x35a260,8,Shift_JIS, Link2D
232,0x35a268,7,Shift_JIS, All2D
233,0x35a270,8,Shift_JIS, Attr2D
234,0x35a278,9,Shift_JIS, ALink2D
235,0x35a284,8,Shift_JIS, AAll2D
236,0x35a28c,12,Shift_JIS,"地
面
無
視"
237,0x35a298,5,Shift_JIS,CELL
238,0x35a2a0,4,Shift_JIS,ALL
239,0x35a2a4,4,Shift_JIS,DEL
240,0x35a2a8,11,Shift_JIS,Task Error
241,0x35a2ec,5,Shift_JIS,.mlt
242,0x35a2f4,16,Shift_JIS,ＣＥＳＡ ＲＯＭ
243,0x35a304,12,Shift_JIS,Aug 28 2000
244,0x35a310,9,Shift_JIS,15:05:57
245,0x35a31c,15,Shift_JIS,PRESS A BUTTON
246,0x35a32c,17,Shift_JIS,BankNum    : %3d
247,0x35a340,17,Shift_JIS,RequestNum : %3d
248,0x35a354,28,Shift_JIS,PRESS A BUTTON   TEST SOUND
249,0x35a370,28,Shift_JIS,PRESS B BUTTON   STOP SOUND
250,0x35a38c,34,Shift_JIS,PRESS S BUTTON   RETURN MAIN MENU
251,0x35a3b0,3,Shift_JIS,→
252,0x35a3b4,15,Shift_JIS,全Ж術を覚えた
253,0x35a3c4,15,Shift_JIS,全Ж術を忘れた
254,0x35a3d4,31,Shift_JIS,ここは船戦闘のチェック用です。
255,0x35a3f4,3,Shift_JIS,ON
256,0x35a3f8,4,Shift_JIS,OFF
257,0x35a3fc,5,Shift_JIS,乗船
258,0x35a404,13,Shift_JIS,パーティイン
259,0x35a414,5,Shift_JIS,他人
260,0x35a41c,45,Shift_JIS,ここは戦闘やステータス画面のチェック用です。
261,0x35a44c,46,Shift_JIS,"nim Error Item!
ItemNumber: %3d, ItemName: %s"
262,0x35a47c,22,Shift_JIS,たってます。番号：%4d
263,0x35a494,7,Shift_JIS,マップ
264,0x35a49c,5,Shift_JIS,戦闘
265,0x35a4a4,7,Shift_JIS,船戦闘
266,0x35a4ac,15,Shift_JIS,サウンドテスト
267,0x35a4bc,7,Shift_JIS,OPTION
268,0x35a4c4,11,Shift_JIS,つづきから
269,0x35a4d0,4,Shift_JIS,BGM
270,0x35a4d4,5,Shift_JIS,LOOP
271,0x35a4dc,3,Shift_JIS,SE
272,0x35a4e0,10,Shift_JIS,FILE NAME
273,0x35a4ec,12,Shift_JIS,BANK NUMBER
274,0x35a4f8,12,Shift_JIS,LIST NUMBER
275,0x35a504,22,Shift_JIS,FreeTex Error GI=%08X
276,0x35a51c,3,Shift_JIS,rb
277,0x35a520,5,Shift_JIS,GBIX
278,0x35a528,5,Shift_JIS,PVRT
279,0x35a530,27,Shift_JIS,TexManageErr %d %d %s = %s
280,0x35a54c,29,Shift_JIS,CalcTexSize 0 W=%d H=%d T=%X
281,0x35a56c,5,Shift_JIS,.pvr
282,0x35a574,26,Shift_JIS,False ReLoadRenderTexture
283,0x35a590,18,Shift_JIS,\title\title0.mld
284,0x35a5a4,20,Shift_JIS,\title\ts900000.mld
285,0x35a5cc,16,Shift_JIS,\sound\m02s.p16
286,0x35a5dc,19,Shift_JIS,\title\warning.mld
287,0x35a5f0,20,Shift_JIS,\title\ts900026.mld
288,0x35a604,20,Shift_JIS,\title\ts900028.mld
289,0x35a618,31,Shift_JIS,ディスクをチェックしています。
290,0x35a638,22,Shift_JIS,No memory card found.
291,0x35a650,46,Shift_JIS,There isn't enough space on this memory card.
292,0x35a680,45,Shift_JIS,27 blocks of free memory are required to    
293,0x35a6b0,45,Shift_JIS,save this game. You can begin playing the   
294,0x35a6e0,45,Shift_JIS,"game, but you will be unable to save your   "
295,0x35a710,6,Shift_JIS,game.
296,0x35a718,8,Shift_JIS,\disk1.
297,0x35a720,20,Shift_JIS,\sound\m5000000.mlt
298,0x35a734,11,Shift_JIS,ME201A.sct
299,0x35a740,11,Shift_JIS,ME299A.sct
300,0x35a74c,5,Shift_JIS,NJCM
301,0x35a754,5,Shift_JIS,NJBM
302,0x35a774,34,Shift_JIS,scptBootup: scptArrayAlloc failed
303,0x35a798,6,Shift_JIS,%d:%s
304,0x35a7a0,16,Shift_JIS,mvCALP 命令終了
305,0x35a7b0,34,Shift_JIS,scptArrayAlloc: initial two times
306,0x35a7d4,30,Shift_JIS,scptArrayAlloc: malloc failed
307,0x35a7f4,43,Shift_JIS,scptArrayAlloc(LazyJobList): malloc failed
308,0x35a820,22,Shift_JIS,scptLoad: Len is zero
309,0x35a838,31,Shift_JIS,scptLoad: gScpt.PtrTop == NULL
310,0x35a858,27,Shift_JIS,scptAnarize: StackOverFlow
311,0x35a874,36,Shift_JIS,scptAnarize: SyntaxError in CALC_CS
312,0x35a898,36,Shift_JIS,scptAnarize: SyntaxError in CALC_LS
313,0x35a8bc,36,Shift_JIS,scptAnarize: SyntaxError in CALC_HI
314,0x35a8e0,36,Shift_JIS,scptAnarize: SyntaxError in CALC_CC
315,0x35a904,36,Shift_JIS,scptAnarize: SyntaxError in CALC_EQ
316,0x35a928,36,Shift_JIS,scptAnarize: SyntaxError in CALC_NE
317,0x35a94c,37,Shift_JIS,scptAnarize: SyntaxError in CALC_AND
318,0x35a974,38,Shift_JIS,scptAnarize: SyntaxError in CALC_ANDL
319,0x35a99c,36,Shift_JIS,scptAnarize: SyntaxError in CALC_OR
320,0x35a9c0,37,Shift_JIS,scptAnarize: SyntaxError in CALC_ORL
321,0x35a9e8,38,Shift_JIS,scptAnarize: SyntaxError in CALC_BAND
322,0x35aa10,37,Shift_JIS,scptAnarize: SyntaxError in CALC_BOR
323,0x35aa38,37,Shift_JIS,scptAnarize: SyntaxError in CALC_LET
324,0x35aa60,37,Shift_JIS,scptAnarize: SyntaxError in CALC_MUL
325,0x35aa88,37,Shift_JIS,scptAnarize: SyntaxError in CALC_DIV
326,0x35aab0,38,Shift_JIS,scptAnarize: SyntaxError in CALC_DIVL
327,0x35aad8,37,Shift_JIS,scptAnarize: SyntaxError in CALC_MOD
328,0x35ab00,38,Shift_JIS,scptAnarize: SyntaxError in CALC_MODL
329,0x35ab28,38,Shift_JIS,scptAnarize: SyntaxError in CALC_PLUS
330,0x35ab50,39,Shift_JIS,scptAnarize: SyntaxError in CALC_PLUSL
331,0x35ab78,39,Shift_JIS,scptAnarize: SyntaxError in CALC_MINUS
332,0x35aba0,40,Shift_JIS,scptAnarize: SyntaxError in CALC_MINUSL
333,0x35abc8,22,Shift_JIS,scptSTUB: code error!
334,0x35abe0,20,Shift_JIS,Default付SWITCH命令
335,0x35abf4,23,Shift_JIS,GOSUB: Stack over flow
336,0x35ac0c,6,Shift_JIS,throw
337,0x35ac14,18,Shift_JIS,No.%d bitをセット
338,0x35ac28,18,Shift_JIS,No.%d bitをおろす
339,0x35ac3c,16,Shift_JIS,No.%d bitを反転
340,0x35ac4c,21,Shift_JIS,%d番のアイテムを get
341,0x35ac64,22,Shift_JIS,%d番 のアイテムをlost
342,0x35ac7c,9,Shift_JIS,call命令
343,0x35ac88,29,Shift_JIS,scptWWW: No Empty LazyBuffer
344,0x35aca8,38,Shift_JIS,WWW: %dフレーム後起動の遅延関数セット
345,0x35acd0,16,Shift_JIS,%d フレーム待ち
346,0x35ace0,20,Shift_JIS,%d フレーム待ち終了
347,0x35acf4,6,Shift_JIS,%d:%s
348,0x35acfc,18,Shift_JIS,print命令実行開始
349,0x35ad10,27,Shift_JIS,scptPRINT: malloc failed 1
350,0x35ad2c,34,Shift_JIS,scptPRINT: message post timed out
351,0x35ad50,18,Shift_JIS,print命令実行終了
352,0x35ad64,25,Shift_JIS,scptPRINT MES: NO LABEL!
353,0x35ad80,23,Shift_JIS,print(mes)命令実行開始
354,0x35ad98,31,Shift_JIS,scptPRINT MES: malloc failed 1
355,0x35adb8,39,Shift_JIS,scptPRINT(MES): message post timed out
356,0x35ade0,23,Shift_JIS,print(mes)命令実行終了
357,0x35adf8,19,Shift_JIS,select命令実行開始
358,0x35ae0c,27,Shift_JIS,scptSELECT1: malloc failed
359,0x35ae28,19,Shift_JIS,select命令実行終了
360,0x35ae3c,21,Shift_JIS,選択されたのは %d 番
361,0x35ae54,28,Shift_JIS,scptSELECT CHOSE: NO LABEL!
362,0x35ae70,26,Shift_JIS,select(chose)命令実行開始
363,0x35ae8c,30,Shift_JIS,chmode 正しい値を取りました。
364,0x35aeac,34,Shift_JIS,chmode 値を取得出来ませんでした。
365,0x35aed0,36,Shift_JIS,gChangegrd命令を実行/即時実行です。
366,0x35aef4,20,Shift_JIS,changegrd命令を実行
367,0x35af08,21,Shift_JIS,Scale: malloc failed
368,0x35af20,30,Shift_JIS,SetShadow: %d タスク %fで拡縮
369,0x35af40,34,Shift_JIS,SetShadow: message post timed out
370,0x35af64,26,Shift_JIS,SetShadow: %d タスク 終了
371,0x35af80,27,Shift_JIS,ReSetShadow: malloc failed
372,0x35af9c,23,Shift_JIS,ReSetShadow: %d タスク
373,0x35afb4,36,Shift_JIS,ReSetShadow: message post timed out
374,0x35afd8,28,Shift_JIS,ReSetShadow: %d タスク 終了
375,0x35aff4,35,Shift_JIS,Scale: %d タスク %d フレームで拡縮
376,0x35b018,30,Shift_JIS,Scale: message post timed out
377,0x35b038,22,Shift_JIS,Scale: %d タスク 終了
378,0x35b050,26,Shift_JIS,PartsScale: malloc failed
379,0x35b06c,40,Shift_JIS,PartsScale: %d タスク %d フレームで拡縮
380,0x35b094,35,Shift_JIS,PartsScale: message post timed out
381,0x35b0b8,27,Shift_JIS,PartsScale: %d タスク 終了
382,0x35b0d4,28,Shift_JIS,scptMapDefMO: malloc failed
383,0x35b0f0,29,Shift_JIS,%dのタスク mapDefMO 命令要求
384,0x35b110,36,Shift_JIS,scptMapDefMO: message post time out
385,0x35b134,33,Shift_JIS,%dのタスク MapDefMO 命令要求受理
386,0x35b158,18,Shift_JIS,mapDefMO 命令削除
387,0x35b16c,21,Shift_JIS,Proll: malloc failed
388,0x35b184,33,Shift_JIS,Proll: %d タスク %d フレーム待ち
389,0x35b1a8,30,Shift_JIS,Proll: message post timed out
390,0x35b1c8,22,Shift_JIS,fin: malloc failed %d
391,0x35b1e0,22,Shift_JIS,%dのタスクに fin 送信
392,0x35b1f8,31,Shift_JIS,scptFin: message post time out
393,0x35b218,26,Shift_JIS,%dのタスクに fin 要求受理
394,0x35b248,22,Shift_JIS,ClF: malloc failed %d
395,0x35b260,22,Shift_JIS,%dのタスクに ClF 送信
396,0x35b278,31,Shift_JIS,scptClF: message post time out
397,0x35b298,26,Shift_JIS,%dのタスクに clF 要求受理
398,0x35b2c8,21,Shift_JIS,CWait: malloc failed
399,0x35b2e0,33,Shift_JIS,CWait: %d タスク %d フレーム待ち
400,0x35b304,30,Shift_JIS,CWait: message post timed out
401,0x35b324,33,Shift_JIS,CWait: %d タスク %d フレーム終了
402,0x35b348,26,Shift_JIS,TextChabne: malloc failed
403,0x35b364,25,Shift_JIS,TextChange: 命令実行要求
404,0x35b380,35,Shift_JIS,TextChange: message post timed out
405,0x35b3a4,26,Shift_JIS,TextChange : 命令実行終了
406,0x35b3c0,31,Shift_JIS,scptChangeParts: malloc failed
407,0x35b3e0,31,Shift_JIS,%d のタスクに ChangeParts 要求
408,0x35b400,35,Shift_JIS,ChangeParts: message post time out
409,0x35b424,35,Shift_JIS,%d のタスクに changeParts 要求受理
410,0x35b448,25,Shift_JIS,%d のタスクに enter 要求
411,0x35b464,36,Shift_JIS,scptEnter: message post time out %d
412,0x35b488,27,Shift_JIS,%d のタスク enter 要求受理
413,0x35b4a4,29,Shift_JIS,scptLet'sTalk: malloc failed
414,0x35b4c4,27,Shift_JIS,%dのタスク let's talk 要求
415,0x35b4e0,36,Shift_JIS,scptLetsTalk: message post time out
416,0x35b504,31,Shift_JIS,%dのタスク let's talk 要求受理
417,0x35b524,24,Shift_JIS,scptFace: malloc failed
418,0x35b53c,32,Shift_JIS,%d のタスク %d 番の表情を変える
419,0x35b55c,32,Shift_JIS,scptFace: message post time out
420,0x35b57c,30,Shift_JIS,%d のタスク Face 命令要求受理
421,0x35b59c,30,Shift_JIS,scptNormalFace: malloc failed
422,0x35b5bc,42,Shift_JIS,%d のタスク %d 番の表情をデフォルトとする
423,0x35b5e8,38,Shift_JIS,scptNormalFace: message post time out
424,0x35b610,36,Shift_JIS,%d のタスク NormalFace 命令要求受理
425,0x35b634,24,Shift_JIS,scptPutA: malloc failed
426,0x35b64c,25,Shift_JIS,%dのタスク PutA 命令要求
427,0x35b668,32,Shift_JIS,scptPutA: message post time out
428,0x35b688,29,Shift_JIS,%dのタスク PutA 命令要求受理
429,0x35b6a8,24,Shift_JIS,scptPutP: malloc failed
430,0x35b6c0,25,Shift_JIS,%dのタスク PutP 命令要求
431,0x35b6dc,32,Shift_JIS,scptPutP: message post time out
432,0x35b6fc,29,Shift_JIS,%dのタスク PutP 命令要求受理
433,0x35b71c,24,Shift_JIS,scptNecA: malloc failed
434,0x35b734,25,Shift_JIS,%dのタスク NecA 命令要求
435,0x35b750,32,Shift_JIS,scptNecA: message post time out
436,0x35b770,25,Shift_JIS,%dのタスク necA 要求受理
437,0x35b78c,20,Shift_JIS,NecM: malloc failed
438,0x35b7a0,34,Shift_JIS,%dの タスクが %d を見る NecM 実行
439,0x35b7c4,29,Shift_JIS,necM: message post timed out
440,0x35b7e4,32,Shift_JIS,necM : %d のタスク 命令実行終了
441,0x35b804,29,Shift_JIS,プレイヤーを %d へ変更します
442,0x35b824,35,Shift_JIS,ENTERした全てのタスクをRETしました
443,0x35b848,17,Shift_JIS,%dのタスクに ret
444,0x35b85c,34,Shift_JIS,scptRet: message post time out %d
445,0x35b880,22,Shift_JIS,%dのタスクに ret 受理
446,0x35b898,37,Shift_JIS,scptRet: no use enter table!!! No:%d
447,0x35b8c0,28,Shift_JIS,%dのタスクが ret要求 エラー
448,0x35b8dc,28,Shift_JIS,%dのタスクに ret 受理(削除)
449,0x35b8f8,21,Shift_JIS,Cl: malloc failed %d
450,0x35b910,21,Shift_JIS,%dのタスクに Cl 送信
451,0x35b928,30,Shift_JIS,scptCl: message post time out
452,0x35b948,25,Shift_JIS,%dのタスクに cl 要求受理
453,0x35b978,42,Shift_JIS,STOPMO:%d番の配置番号が存在していません。
454,0x35b9a4,42,Shift_JIS,STOPMV:%d番の配置番号が存在していません。
