Entry ID,Pad. 1,EU Message ID,[ DE Descr. Pos.],[ DE Descr. Size],DE Descr. Str.,[ ES Descr. Pos.],[ ES Descr. Size],ES Descr. Str.,[ FR Descr. Pos.],[ FR Descr. Size],FR Descr. Str.,[ GB Descr. Pos.],[ GB Descr. Size],GB Descr. Str.,Item 1 ID,[Item 1 Name],Item 2 ID,[Item 2 Name],Item 3 ID,[Item 3 Name],Item 4 ID,[Item 4 Name],Item 5 ID,[Item 5 Name],Item 6 ID,[Item 6 Name],Item 7 ID,[Item 7 Name],Item 8 ID,[Item 8 Name],Item 9 ID,[Item 9 Name],Item 10 ID,[Item 10 Name],Item 11 ID,[Item 11 Name],Item 12 ID,[Item 12 Name],Item 13 ID,[Item 13 Name],Item 14 ID,[Item 14 Name],Item 15 ID,[Item 15 Name],Item 16 ID,[Item 16 Name],Item 17 ID,[Item 17 Name],Item 18 ID,[Item 18 Name],Item 19 ID,[Item 19 Name],Item 20 ID,[Item 20 Name],Item 21 ID,[Item 21 Name],Item 22 ID,[Item 22 Name],Item 23 ID,[Item 23 Name],Item 24 ID,[Item 24 Name],Item 25 ID,[Item 25 Name],Item 26 ID,[Item 26 Name],Item 27 ID,[Item 27 Name],Item 28 ID,[Item 28 Name],Item 29 ID,[Item 29 Name],Item 30 ID,[Item 30 Name],Item 31 ID,[Item 31 Name],Item 32 ID,[Item 32 Name],Item 33 ID,[Item 33 Name],Item 34 ID,[Item 34 Name],Item 35 ID,[Item 35 Name],Item 36 ID,[Item 36 Name],Item 37 ID,[Item 37 Name],Item 38 ID,[Item 38 Name],Item 39 ID,[Item 39 Name],Item 40 ID,[Item 40 Name],Item 41 ID,[Item 41 Name],Item 42 ID,[Item 42 Name],Item 43 ID,[Item 43 Name],Item 44 ID,[Item 44 Name],Item 45 ID,[Item 45 Name],Item 46 ID,[Item 46 Name],Item 47 ID,[Item 47 Name],Item 48 ID,[Item 48 Name]
11,0,0x8c34c940,0xdd16,15,Roscoes Waffen,0xdc3b,16,Armas de Roscoe,0xdc91,16,Armes de Roscoe,0xda3e,17,Roscoe's Weapons,31,Flutter Blade,51,Mining Arm,67,Valuan Pistol,113,Vengeance Armor,114,Swift Dress,196,Blue Rogue Patch,99,Ixa'takan Armor,100,Naval Uniform,161,Prophet's Sand,163,Moondust Ring,169,Thryllak's Scale,171,Burocca's Shell,18,Scout Wing,53,Beak Hand,91,Elastamor,92,Raincoat,172,Crylhound's Claw,174,Thief's Aura,2,Sky Cutlass,49,Hook Hand,88,Sailor Uniform,89,Mystic Dress,160,Gemstone Ring,168,Throkryn's Scale,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
12,0,0x8c34c954,0xdd25,14,Zauberhändler,0xdc4b,16,Mercader Enigma,0xdca1,17,Marchand Étrange,0xda4f,17,Mystery Merchant,220,Thermo Ring,221,Slayer Ring,269,Crystales Box,278,Sylenis Box,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
13,0,0x8c34c968,0xdd33,16,Waffenverteiler,0xdc5b,16,Agente de Armas,0xdcb2,9,Armurier,0xda60,17,Arms Distributor,23,Valuarang,49,Hook Hand,90,Valuan Armor,164,Lover's Ring,195,Mage's Bane,207,Gem of Purity,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
14,0,0x8c34c97c,0xdd43,17,Objekteverteiler,0xdc6b,15,Agente Objetos,0xdcbb,16,Vendeuse objets,0xda71,17,Item Distributor,240,Sacri Crystal,241,Sacres Crystal,244,Magic Droplet,249,Curia Crystal,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
15,0,0x8c34c990,0xdd54,15,Quemals Waffen,0xdc7a,16,Armas de Quemal,0xdccb,16,Armes de Quemal,0xda82,17,Quemal's Weapons,7,Nasr Cutlass,93,Nasrean Mail,94,Ceramic Armor,95,Agile Robe,191,Nomadic Veil,193,Sand Storm Ring,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
16,0,0x8c34c9a4,0xdd63,12,Valas Laden,0xdc8a,16,Tienda de Valua,0xdcdb,16,Magasin de Vala,0xda93,17,Vala's Item Shop,240,Sacri Crystal,241,Sacres Crystal,244,Magic Droplet,252,Glyph of Might,253,Glyph of Speed,254,Healing Salve,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
17,0,0x8c34c9b8,0xdd6f,17,Daks Schiffteile,0xdc9a,14,Repuestos Dak,0xdceb,16,"Dak, l'armateur",0xdaa4,17,Dak's Ship Parts,402,Heavy Cannon,410,"3"" Cannon",420,Light Torpedo,440,Rogue Figure,451,Turbo Kit,461,Steel Deck,481,Big Bomb,484,Pyro Bomb,490,Repair Kit,491,Deluxe Kit,497,Apa Wax,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
18,0,0x8c34c954,0xdd80,14,Zauberhändler,0xdca8,16,Mercader Enigma,0xdcfb,17,Marchand Étrange,0xdab5,17,Mystery Merchant,220,Thermo Ring,221,Slayer Ring,269,Crystales Box,278,Sylenis Box,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
19,0,0x8c34c9cc,0xdd8e,17,Pucks Kriegladen,0xdcb8,15,Tienda de Puck,0xdd0c,15,Puck Artilleur,0xdac6,16,Puck's War Shop,9,Hunter's Sword,22,Hunting Arc,96,Miner's Overalls,97,Fiber Robe,98,Golden Armor,175,Quetya Feather,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
20,0,0x8c34c9dc,0xdd9f,15,Kiskis Objekte,0xdcc7,17,Objetos de Kiski,0xdd1b,15,Bazar de Kiski,0xdad6,14,Kiski's Items,241,Sacres Crystal,242,Sacrum Crystal,244,Magic Droplet,249,Curia Crystal,250,Risan Crystal,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
21,0,0x8c34c9ec,0xddae,14,Khazims Laden,0xdcd8,17,Tienda de Khazim,0xdd2a,16,Boutique Khazim,0xdae4,15,Khazim's Store,408,Ancient Cannon,436,Wevl Cannon,428,Arcwhale Torpedo,447,Goddess Figure,454,Air Intake,477,Chandelier,483,Shredder Bomb,493,Complete Kit,502,Rudder Grease,503,Machine Oil,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
22,0,0x8c34c9fc,0xddbc,17,Ryu-kan Schmiede,0xdce9,17,Forja de Ryu-kan,0xdd3a,17,Forge de Ryu-kan,0xdaf3,16,Ryu-kan's Forge,12,Windslicer,110,Captain's Cloak,111,Blessed Robe,112,Insulated Mail,192,Radiant Fur,194,Skull Cap,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
23,0,0x8c34c9fc,0xddcd,17,Ryu-kan Schmiede,0xdcfa,17,Forja de Ryu-kan,0xdd4b,17,Forge de Ryu-kan,0xdb03,16,Ryu-kan's Forge,15,Soul Sword,28,Moon Wing,52,Dragon Arm,59,Stoneblade,70,Gilder Special,115,Gaia Cape,116,Robe of Faith,117,Plated Armor,118,Robe of Truth,203,Crescent Amulet,206,Critical Vision,208,Shard of Purity,12,Windslicer,110,Captain's Cloak,111,Blessed Robe,112,Insulated Mail,192,Radiant Fur,194,Skull Cap,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
24,0,0x8c34ca0c,0xddde,13,Osmans Laden,0xdd0b,16,Tienda de Osman,0xdd5c,17,Boutique d'Osman,0xdb13,14,Osman's Store,267,Pyri Box,269,Crystales Box,271,Wevles Box,273,Electri Box,275,Sacri Box,278,Sylenis Box,279,Panika Box,281,Slipara Box,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
25,0,0x8c34ca0c,0xddeb,13,Osmans Laden,0xdd1b,16,Tienda de Osman,0xdd6d,17,Boutique d'Osman,0xdb21,14,Osman's Store,267,Pyri Box,268,Pyrum Box,269,Crystales Box,270,Crystalen Box,271,Wevles Box,272,Wevlen Box,273,Electri Box,274,Electrum Box,275,Sacri Box,276,Sacrum Box,278,Sylenis Box,279,Panika Box,280,Driln Box,281,Slipara Box,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
26,0,0x8c34ca1c,0xddf8,16,Ilchymis' Labor,0xdd2b,17,Lab. de Ilchymis,0xdd7e,16,Labo d'Ilchymis,0xdb2f,14,Ilchymis' Lab,240,Sacri Crystal,241,Sacres Crystal,242,Sacrum Crystal,243,Sacrulen Crystal,244,Magic Droplet,245,Magic Dew,249,Curia Crystal,250,Risan Crystal,251,Riselem Crystal,252,Glyph of Might,253,Glyph of Speed,254,Healing Salve,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
27,0,0x8c34ca1c,0xde08,16,Ilchymis' Labor,0xdd3c,17,Lab. de Ilchymis,0xdd8e,16,Labo d'Ilchymis,0xdb3d,14,Ilchymis' Lab,240,Sacri Crystal,241,Sacres Crystal,242,Sacrum Crystal,243,Sacrulen Crystal,244,Magic Droplet,245,Magic Dew,249,Curia Crystal,250,Risan Crystal,251,Riselem Crystal,252,Glyph of Might,253,Glyph of Speed,254,Healing Salve,260,Paranta Seed,261,Icyl Seed,262,Zaal Seed,264,Sylph Seed,265,Vidal Seed,266,Magus Seed,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
28,0,0x8c34ca2c,0xde18,14,Alazs' Waffen,0xdd4d,14,Armas de Alaz,0xdd9e,13,Armes d'Alaz,0xdb4b,15,Alaz's Weapons,6,Iron-cutter,65,Nasr Pistol,101,Nasr Uniform,102,Caravan Armor,103,Holy Robe,219,Immunity Ring,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
29,0,0x8c34ca3c,0xde26,15,Karahs Objekte,0xdd5b,17,Objetos de Karah,0xddab,15,Bazar de Karah,0xdb5a,14,Karah's Items,241,Sacres Crystal,242,Sacrum Crystal,244,Magic Droplet,252,Glyph of Might,253,Glyph of Speed,254,Healing Salve,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
30,0,0x8c34ca4c,0xde35,17,Rals Schiffteile,0xdd6c,14,Repuestos Ral,0xddba,16,"Ral, l'armateur",0xdb68,17,Ral's Ship Parts,406,Advanced Cannon,416,"10"" Cannon Coil",424,Valuan Torpedo,442,Pyrynn Figure,463,Compound Deck,471,Enhanced Kitchen,491,Deluxe Kit,494,Gear Grease,497,Apa Wax,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
31,0,0x8c34ca60,0xde46,14,Bazras Waffen,0xdd7a,15,Armas de Bazra,0xddca,15,Armes de Bazra,0xdb79,16,Bazra's Weapons,197,Assassin Ring,198,Stealth Ring,199,Dhabu Hide,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
