Entry ID,EU Message ID,[DE Entry Name Pos],[DE Entry Name Size],DE Entry Name,[ES Entry Name Pos],[ES Entry Name Size],ES Entry Name,[FR Entry Name Pos],[FR Entry Name Size],FR Entry Name,[GB Entry Name Pos],[GB Entry Name Size],GB Entry Name,PC Flags,[V],[A],[F],[D],[E],[G],Sell%,Ord by 123,EU Ord by ABC,Buy,Trait 1 ID,[Trait 1 Name],Pad 1,Trait 1 Value,Trait 2 ID,[Trait 2 Name],Pad 2,Trait 2 Value,Trait 3 ID,[Trait 3 Name],Pad 3,Trait 3 Value,Trait 4 ID,[Trait 4 Name],Pad 4,Trait 4 Value,Pad 5,Pad 6,[DE Descr Pos],[DE Descr Size],DE Descr Str,[ES Descr Pos],[ES Descr Size],ES Descr Str,[FR Descr Pos],[FR Descr Size],FR Descr Str,[GB Descr Pos],[GB Descr Size],GB Descr Str
174,0x8c344fe4,0x1a530,11,Diebesaura,0x1a402,16,Aura del Ladrón,0x1a6fe,15,Aura du Voleur,0x19fd7,13,Thief's Aura,0x3d,X,X,X,X,"",X,50,14,54,330,20,Dodge%,0,10,17,Defense,0,2,-1,None,0,0,-1,None,0,0,0,0,0x1280f,82,"Ring mit schwarzem Stein, der Ausweich% und\\nVerteidigung des Trägers verbessert.",0x12618,77,Anillo con una piedra negra que aumenta el\\npoder de Esquivar% y la Defensa.,0x126ef,71,Une bague avec une pierre noire qui améliore\\nl'Esquive et la Défense.,0x12479,74,A ring with a black stone that improves the\\nwearer's Dodge% and Defense.
175,0x8c344ff4,0x1a53b,13,Quetya Feder,0x1a412,13,Pluma Quetya,0x1a70d,16,Plume de Quetya,0x19fe4,15,Quetya Feather,0x3d,X,X,X,X,"",X,50,15,40,810,20,Dodge%,0,20,17,Defense,0,4,-1,None,0,0,-1,None,0,0,0,0,0x12861,92,"Federschmuck, dem die Macht des Quetya inne-\\nwohnt. Verbessert Ausweich% und Verteidigung.",0x12665,86,"Pluma decorativa con el poder del Quetya,\\nmejora el poder de Esquivar% y la Defensa.",0x12736,84,Une plume décorative dotée du pouvoir de Quetya.\\nAméliore l'Esquive et la Défense.,0x124c3,86,A feather ornament imbued with the power of the\\nQuetya. Improves Dodge% and Defense.
176,0x8c345004,0x1a548,14,Vigoros Kette,0x1a41f,17,Cadena de Vigoro,0x1a71d,17,Chaîne de Vigoro,0x19ff3,15,Vigoro's Chain,0x25,X,"","",X,"",X,50,17,58,2890,16,Attack,0,20,19,Hit%,0,30,-1,None,0,0,-1,None,0,0,0,0,0x128bd,81,"So, findet Vigoro, sollte Mode aussehen.\\nVerbessert Treffer% und Angriffskraft.",0x126bb,76,La idea de Vigoro de elegancia mejora.\\nlos Aciertos% y el poder de Ataque.,0x1278a,97,Vigoro présente sa vision de la mode. Améliore\\nles chances de toucher & la Puissance d'Attaque.,0x12519,71,Vigoro's idea of a fashion statement. Improves\\nHit% and Attack Power.
177,0x8c345014,0x1a556,15,Matrosenschild,0x1a430,14,Escudo Marino,0x1a72e,15,Bouclier Marin,0x1a002,17,Sailor's Buckler,0x37,X,X,"",X,X,X,50,18,43,1930,17,Defense,0,20,20,Dodge%,0,15,-1,None,0,0,-1,None,0,0,0,0,0x1290e,87,"Kleines, leichtes Schild, das Matrosen tragen.\\nVerbessert Ausweich% und Verteidigung.",0x12707,85,Escudo pequeño y ligero de los marinos.\\nAumenta el poder de Esquivar% y la Defensa.,0x127eb,81,Un petit bouclier léger porté par les marins.\\nAméliore l'Esquive et la Défense.,0x12560,73,"A light, but small shield worn by sailors.\\nImproves Dodge% and Defense."
178,0x8c345028,0x1a565,12,Kriegerrune,0x1a43e,15,Engarce Bélico,0x1a73d,17,Rune du Guerrier,0x1a013,15,Warrior's Rune,0x39,X,X,X,"","",X,100,19,60,10,16,Attack,0,10,17,Defense,0,10,19,Hit%,0,20,20,Dodge%,0,10,0,0,0x12965,94,"Ring mit mystischen Gravierungen. Verstärkt An-\\ngriff, Verteidigung, Treffer% und Ausweich%.",0x1275c,87,"Anillo con engarces misticos. Mejora poder\\nde Ataque, Defensa, Aciertos% y Esquivar%.",0x1283c,73,Une bague aux gravures mystiques. Accroît tous\\nles attributs de combat.,0x125a9,82,"A ring with mystic engravings. Increases Attack\\nPower, Defense, Hit% and Dodge%."
179,0x8c345038,0x1a571,16,Alter Armschutz,0x1a44d,17,Tónico Ancestral,0x1a74e,16,Potion Ancienne,0x1a022,15,Ancient Bracer,0x35,X,X,"",X,"",X,100,20,0,10,16,Attack,0,20,17,Defense,0,20,19,Hit%,0,40,20,Dodge%,0,20,0,0,0x129c3,92,"Armschutz der alten Gladiatoren. Verbessert\\nAngriff, Verteidigung, Treffer% und Ausweich%.",0x127b3,87,"Tónico usado por gladiadores. Mejora poder\\nde Ataque, Defensa, Aciertos% y Esquivar%.",0x12885,86,Remontant utilisé par les anciens gladiateurs.\\nAccroît tous les attributs de combat.,0x125fb,87,"A bracer used by ancient gladiators. Improves\\nAttack Power, Defense, Hit% and Dodge%."
180,0x8c345048,0x1a581,15,Gegenarmschutz,0x1a45e,16,Tónico Ofensivo,0x1a75e,17,Potion de combat,0x1a031,15,Counter Bracer,0x35,X,X,"",X,"",X,100,21,10,10,73,Counter%,0,20,16,Attack,0,20,19,Hit%,0,20,-1,None,0,0,0,0,0x12a1f,92,"Geringe Verbesserung physischer Attribute, sowie\\nGegenangriff, Angriffskraft und Treffer%.",0x1280a,86,"Mejora los atributos físicos y aumenta el\\nContraataque, poder de Ataque y Aciertos%.",0x128db,92,"Améliore les attributs physiques, la Contre-\\nattaque, la Puissance d'Attaque et la Frappe.",0x12652,92,"Improves physical attributes slightly, as well\\nas Counterattacking, Attack Power and Hit%."
181,0x8c345058,0x1a590,11,Abwehraura,0x1a46e,15,Aura Defensiva,0x1a76f,15,Aura Défensive,0x1a040,15,Defensive Aura,0x3f,X,X,X,X,X,X,100,22,15,10,65,Block Attack,0,1,17,Defense,0,40,-1,None,0,0,-1,None,0,0,0,0,0x12a7b,92,Macht den Träger unverwundbar gegen normale\\nAngriffe und verbessert auch die Verteidigung.,0x12860,81,Quien la lleva se hace invulnerable a\\nAtaques normales. También mejora Defensa.,0x12937,88,"Rend son utilisateur invulnérable aux Attaques\\nnormales, et améliore aussi la Défense.",0x126ae,82,"Renders the wearer invulnerable to normal\\nAttacks, and improves Defense as well."
182,0x8c345068,0x1a59b,9,Efeuband,0x1a47d,13,Banda de Ivy,0x1a77e,13,Ruban Lierre,0x1a04f,9,Ivy Band,0x3f,X,X,X,X,X,X,100,23,28,100,48,Poison,0,-10,32,Green,0,-2,17,Defense,0,5,18,MagDef,0,5,0,0,0x12ad7,87,"Boosts Defense & Magic Defense, especially to\\nGreen Magic, & protects against Poison.",0x128b1,85,"Hace invulnerable al Veneno, mejora Defensa y\\nResistencia a Magia y Ataques Verdes.",0x1298f,96,Rend invulnérable au Poison. Améliore Défense\\net Résistance à la Magie et aux Attaques Vertes.,0x12700,87,"Boosts Defense & Magic Defense, especially to\\nGreen Magic, & protects against Poison."
183,0x8c345074,0x1a5a4,13,Silvite Ring,0x1a48a,15,Anillo Silvite,0x1a78b,14,Bague Silvite,0x1a058,13,Silvite Ring,0x3f,X,X,X,X,X,X,100,30,47,100,49,Unconscious,0,-10,37,Silver,0,-2,17,Defense,0,5,18,MagDef,0,5,0,0,0x12b2e,90,"Unverwundbarkeit gegen Eterni, verbessert\\nAbwehr, Magie-Resistenz und silberne Angriffe.",0x12906,87,Inmuniza contra el Eterni y aumenta Defensa\\ny Resistencia a Magia y Ataques de Plata.,0x129ef,93,Invulnérabilité à Eterni. Améliore Défense\\n& Résistance à la Magie & aux Attaques d'Argent.,0x12757,87,"Boosts Defense & Magic Defense, especially to\\nSilver Magic, & protects against Death."
184,0x8c345084,0x1a5b1,16,Gem of Fluidity,0x1a499,16,Gema de Fluidez,0x1a799,14,Pierre Fluide,0x1a065,16,Gem of Fluidity,0x3f,X,X,X,X,X,X,100,29,21,100,50,Stone,0,-10,17,Defense,0,10,18,MagDef,0,10,-1,None,0,0,0,0,0x12b88,73,"Macht immun gegen Versteinerung,\\nverbessert Abwehr und Magie-Resistenz.",0x1295d,81,Inmuniza contra la Petrificación y aumenta\\nla Defensa y Resistencia a la Magia.,0x12a4c,82,"Rend invulnérable à la Pétrification,\\naméliore Défense et Résistance à la Magie.",0x127ae,59,"Boosts Defense & Magic Defense, & protects\\nagainst Stone."
185,0x8c345094,0x1a5c1,14,Wind Gem Ring,0x1a4a9,15,Gema de Viento,0x1a7a7,15,Pierre de Vent,0x1a075,14,Wind Gem Ring,0x3f,X,X,X,X,X,X,100,24,62,100,51,Sleep,0,-10,35,Blue,0,-2,17,Defense,0,5,18,MagDef,0,5,0,0,0x12bd1,82,"Macht immun gegen Schlaf, verbessert\\nAbwehr, Magie-Resistenz und blaue Angriffe.",0x129ae,85,"Inmuniza contra el Sueño y mejora Defensa,\\nResistencia a la Magia y Ataques Azules.",0x12a9e,97,Rend invulnérable au Sommeil. Améliore Défense\\net Résistance à la Magie et aux Attaques Bleues.,0x127e9,85,"Boosts Defense & Magic Defense, especially to\\nBlue Magic, & protects against Sleep."
186,0x8c3450a4,0x1a5cf,14,Wahrheitsauge,0x1a4b8,17,Ojo de la Verdad,0x1a7b6,15,Oeil de Vérité,0x1a083,13,Eye of Truth,0x3f,X,X,X,X,X,X,100,25,18,100,52,Confusion,0,-10,34,Purple,0,-2,17,Defense,0,5,18,MagDef,0,5,0,0,0x12c23,87,"Macht immun gegen Verwirrung, verbessert\\nAbwehr, Magie-Resistenz und Purpur-Angriffe.",0x12a03,88,"Protege contra la Confusión, mejora Defensa\\ny Resistencia a Ataques Mágicos y Púrpura.",0x12aff,99,Invulnérabilité à la Confusion & accroît Défense\\net Résistance à la Magie et aux Attaques Mauves.,0x1283e,91,"Boosts Defense & Magic Defense, especially to\\nPurple Magic, & protects against Confusion."
187,0x8c3450b4,0x1a5dd,16,Verehrte Stimme,0x1a4c9,17,Voz Reverenciada,0x1a7c5,13,Voix vénérée,0x1a090,14,Revered Voice,0x3f,X,X,X,X,X,X,100,26,42,100,53,Silence,0,-10,34,Purple,0,-2,17,Defense,0,5,18,MagDef,0,5,0,0,0x12c7a,83,"Macht immun gegen Stille, verbessert Abwehr,\\nMagie-Resistenz und Purpur-Angriffe.",0x12a5b,88,"Inmuniza contra el Silencio, mejora Defensa\\ny Resistencia a Ataques Mágicos y Púrpura.",0x12b62,97,Rend invulnérable au Silence & accroît Défense\\net Résistance à la Magie et aux Attaques Mauves.,0x12899,89,"Boosts Defense & Magic Defense, especially to\\nPurple Magic, & protects against Silence."
188,0x8c3450c4,0x1a5ed,15,Ewigkeitsjuwel,0x1a4da,12,Gema Eterna,0x1a7d2,17,Pierre Éternelle,0x1a09e,16,Everlasting Gem,0x3f,X,X,X,X,X,X,100,28,17,100,54,Fatigue,0,-10,17,Defense,0,10,18,MagDef,0,10,-1,None,0,0,0,0,0x12ccd,68,"Macht immun gegen Ermüdung, verbessert\\nAbwehr und Magie-Resistenz.",0x12ab3,80,Hace invulnerable a la Fatiga y mejora la\\nDefensa y la Resistencia a la Magia.,0x12bc3,84,Rend invulnérable à la Fatigue et améliore\\nla Défense et la Résistance à la Magie.,0x128f2,62,"Boosts Defense & Magic Defense, & protects\\nagainst Fatigue. "
189,0x8c3450d4,0x1a5fc,16,Behemoth's Ring,0x1a4e6,16,Anillo Behemoth,0x1a7e3,15,Bague Behemoth,0x1a0ae,16,Behemoth's Ring,0x3f,X,X,X,X,X,X,100,27,2,100,56,Weak,0,-10,36,Yellow,0,-2,17,Defense,0,5,18,MagDef,0,5,0,0,0x12d11,84,"Macht immun gegen Schwäche, verbessert\\nAbwehr, Magie-Resistenz und gelbe Angriffe.",0x12b03,87,"Protege contra Debilidad, mejora Defensa y\\nResistencia a Ataques Mágicos y Amarillos.",0x12c17,99,Invulnérabilité à la Faiblesse & accroît Défense\\net Résistance à la Magie et aux Attaques Jaunes.,0x12930,86,"Boosts Defense & Magic Defense, especially to\\nYellow Magic, & protects against Weak."
190,0x8c3450e4,0x1a60c,17,Constitution Gem,0x1a4f6,14,Gema Integral,0x1a7f2,15,Pierre Miracle,0x1a0be,17,Constitution Gem,0x3f,X,X,X,X,X,X,100,31,9,1000,79,Block Neg States,0,-10,17,Defense,0,10,18,MagDef,0,10,-1,None,0,0,0,0,0x12d65,96,"Wunderbarer Stein, der alle negativen Effekte\\nverhindert, steigert Abwehr und Magie-Resistenz.",0x12b5a,85,Diamante que anula todo efecto adverso y\\npotencia Defensa y Resistencia a la Magia.,0x12c7a,99,Pierre miraculeuse empêchant les effets néfastes\\net accroissant Défense et Résistance à la Magie.,0x12986,91,"A miraculous stone that prevents all adverse\\neffects, and boosts Defense & Magic Defense."
191,0x8c3450f8,0x1a61d,16,Nomadenschleier,0x1a504,12,Velo Nómada,0x1a801,16,Voile Nomadique,0x1a0cf,13,Nomadic Veil,0x3f,X,X,X,X,X,X,50,34,37,640,17,Defense,0,9,18,MagDef,0,9,-1,None,0,0,-1,None,0,0,0,0,0x12dc5,87,"Schleier, von Nomadenstämmen in Nasr getragen.\\nVerbessert Abwehr und Magie-Resistenz.",0x12baf,84,Velo que usan las tribus nómadas de Nasr.\\nMejora Defensa y Resistencia a la Magia.,0x12cdd,89,Un voile porté par les tribus nomades à Nasr.\\nAccroît Défense et Résistance à la Magie.,0x129e1,78,A veil worn by tribes of nomads in Nasr.\\nImproves Defense and Magic Defense.
192,0x8c345108,0x1a62d,12,Radiant Fur,0x1a510,15,Visón Radiante,0x1a811,15,Belle Fourrure,0x1a0dc,12,Radiant Fur,0x3f,X,X,X,X,X,X,50,39,41,3580,17,Defense,0,24,18,MagDef,0,24,-1,None,0,0,-1,None,0,0,0,0,0x12e1c,91,"Dicker Pelz, der Matrosen vor Kälte schützen\\nsoll. Verbessert Abwehr und Magie-Resistenz.",0x12c03,83,Grueso abrigo de piel de los marinos.\\nMejora la Defensa y Resistencia a la Magia.,0x12d36,95,Fourrure épaisse pour protéger les marins du\\nfroid. Accroît Défense et Résistance à la Magie.,0x12a2f,94,"A thick fur, designed to protect sailors from \\nthe cold. Improves Defense and Magic Defense."
193,0x8c345114,0x1a639,14,Sandsturmring,0x1a51f,16,Anillo de Arena,0x1a820,16,Bague du Désert,0x1a0e8,16,Sand Storm Ring,0x3f,X,X,X,X,X,X,50,35,44,770,16,Attack,0,9,1,Will,0,9,-1,None,0,0,-1,None,0,0,0,0,0x12e77,90,"Verzauberter Ring, von Nomaden in der Wüste\\ngetragen. Verbessert Angriffskraft & Willen.",0x12c56,85,Anillo encantado usado por nómadas del desierto.\\nMejora Poder de Ataque y Voluntad.,0x12d95,90,Bague enchantée portée par les nomades du\\ndésert. Améliore Pouvoir d'Attaque et Volonté.,0x12a8d,74,An enchanted ring worn by desert nomads.\\nImproves Attack Power and Will.
194,0x8c345124,0x1a647,13,Schädelkappe,0x1a52f,15,Gorra Calavera,0x1a830,14,Chapeau Crâne,0x1a0f8,10,Skull Cap,0x3f,X,X,X,X,X,X,50,40,48,4300,16,Attack,0,24,1,Will,0,24,-1,None,0,0,-1,None,0,0,0,0,0x12ed1,90,"Hut, manchmal von Luftpiraten aus dem Osten\\ngetragen. Verbessert Angriffskraft & Willen.",0x12cab,84,Gorra exclusiva de los Piratas Aéreos del\\nEste. Mejora poder de Ataque y Voluntad.,0x12def,89,Chapeau original que les Pirates de l'Est\\nportent parfois. Améliore Attaque et Volonté.,0x12ad7,83,A unique hat sometimes worn by Eastern Air\\nPirates. Improves Attack Power & Will.
195,0x8c345130,0x1a654,12,Magierfluch,0x1a53e,17,Conjuro del Mago,0x1a83e,14,Fléau du Mage,0x1a102,12,Mage's Bane,0x3f,X,X,X,X,X,X,50,33,31,480,17,Defense,0,4,18,MagDef,0,4,16,Attack,0,4,1,Will,0,4,0,0,0x12f2b,76,"Helm, der Angriff, Abwehr, Willen und Magie-\\nResistenz des Trägers erhöht.",0x12cff,86,"Casco que mejora poder de Ataque, Voluntad\\ny Resistencia a la Magia de quien lo usa.",0x12e48,77,"Un casque qui augmente Attaques, Défense,\\nVolonté et Résistance à la Magie.",0x12b2a,76,"A helm that increases the wearer's Attack,\\nDefense,Will,and Magic Defense."
196,0x8c34513c,0x1a660,17,Blue Rogue Patch,0x1a54f,14,Parche Pirata,0x1a84c,16,Cache du Voleur,0x1a10e,17,Blue Rogue Patch,0x3f,X,X,X,X,X,X,50,41,5,6820,17,Defense,0,18,18,MagDef,0,18,16,Attack,0,18,1,Will,0,18,0,0,0x12f77,97,"Wird getragen, um Entschlusskraft zu zeigen. Ver\\n-bessert Angriffe, Willen und Magie-Resistenz.",0x12d55,82,"Indica decisión. Mejora los Ataques,\\nDefensa, Voluntad y Resistencia a la Magia.",0x12e95,92,"Montre une grande détermination. Améliore\\nAttaques, Défense, Volonté & Résistance Magique.",0x12b76,87,"Can be worn to show determination. Improves\\nAttacks, Defense, Will and Magic Defense."
