Entry ID,JP Entry Name,Pad. 1,Pad. 2,Pad. 3,Pad. 4,Category ID,[Category Name],Effect ID,[Effect Name],Scope ID,[Scope Name],Effect Value 1,Effect Value 2,Element ID,[Element Name],Type ID,[Type Name],Unk. 1,Unk. 2,State ID,[State Name],State Miss%,Pad. 5,Pad. 6
13,チャージ,0,0,0,0,0,Super Move,-1,None,5,Self,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
14,毒ガス爆弾,0,0,0,0,0,Super Move,4,"Damage, Poison",96,PC Area 1,16,20,0,Green,0,Physical,16,17,0,Poison,50,0,0
15,石化ブレス,0,0,0,0,0,Super Move,8,"Damage, Stone",1,Single PC,16,15,0,Green,0,Physical,16,17,2,Stone,60,0,0
16,欠番,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
17,乱射キャノン,0,0,0,0,0,Super Move,0,Damage,98,PC Area 3,16,25,1,Red,0,Physical,0,0,0,Poison,0,0,0
18,欠番,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
19,反撃の構え,0,0,0,0,0,Super Move,38,"Guard, Counter Attack",5,Self,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
20,ためる,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
21,イアイチュン,0,0,0,0,0,Super Move,38,"Guard, Counter Attack",5,Self,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
22,発破,0,0,0,0,0,Super Move,0,Damage,97,PC Area 2,16,40,1,Red,0,Physical,0,0,0,Poison,0,0,0
23,テルミナール,0,0,0,0,0,Super Move,0,Damage,1,Single PC,16,55,4,Yellow,0,Physical,0,0,0,Poison,0,0,0
24,デヴォルヴェール,0,0,0,0,0,Super Move,38,"Guard, Counter Attack",5,Self,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
25,毒ゲロ,0,0,0,0,0,Super Move,4,"Damage, Poison",2,All PCs,16,20,0,Green,0,Physical,16,17,0,Poison,50,0,0
26,花葬の舞,0,0,0,0,0,Super Move,0,Damage,201,PCs Nearby 2,16,20,3,Blue,0,Physical,0,0,0,Poison,0,0,0
27,大艦巨砲キャノン,0,0,0,0,0,Super Move,0,Damage,1,Single PC,16,50,1,Red,0,Physical,0,0,0,Poison,0,0,0
28,仲間を呼ぶ,0,0,0,0,0,Super Move,43,Call EC,0,None,27,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
29,仲間を呼ぶ,0,0,0,0,0,Super Move,43,Call EC,0,None,31,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
30,スプレーキャノン,0,0,0,0,0,Super Move,0,Damage,97,PC Area 2,16,35,4,Yellow,0,Physical,0,0,0,Poison,0,0,0
31,ソリッドレーザー,0,0,0,0,0,Super Move,8,"Damage, Stone",1,Single PC,16,5,6,Neutral,0,Physical,16,17,2,Stone,20,0,0
32,トゥームレーザー,0,0,0,0,0,Super Move,68,"Damage, Unconscious 2",1,Single PC,16,5,5,Silver,0,Physical,16,17,1,Unconscious,60,0,0
33,デスレーザー,0,0,0,0,0,Super Move,68,"Damage, Unconscious 2",1,Single PC,16,5,5,Silver,0,Physical,16,17,1,Unconscious,60,0,0
34,様子を見る,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
35,欠番,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
36,ナンジャー,0,0,0,0,0,Super Move,67,Invulnerable,5,Self,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
37,ガッツ,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
38,永久凍結,0,0,0,0,0,Super Move,0,Damage,2,All PCs,16,12,2,Purple,0,Physical,0,0,0,Poison,0,0,0
39,落雷,0,0,0,0,0,Super Move,0,Damage,1,Single PC,16,20,4,Yellow,0,Physical,0,0,0,Poison,0,0,0
40,疲労かぶり,0,0,0,0,0,Super Move,72,"Damage, Fatigue",1,Single PC,16,15,0,Green,0,Physical,16,17,6,Fatigue,20,0,0
41,おやすみなさい,0,0,0,0,0,Super Move,63,"Regenerate, Sleep",5,Self,400,65535,0,Green,0,Physical,0,0,0,Poison,0,0,0
42,アバランチャー,0,0,0,0,0,Super Move,0,Damage,102,PC Line 3,16,35,2,Purple,0,Physical,0,0,0,Poison,0,0,0
43,銀色の光と闇,0,0,0,0,0,Super Move,0,Damage,2,All PCs,16,25,5,Silver,0,Physical,0,0,0,Poison,0,0,0
44,フリムーン,0,0,0,0,0,Super Move,26,Weak,1,Single PC,0,0,0,Green,0,Physical,16,17,8,Weak,0,0,0
45,ターン回復技,0,0,0,0,0,Super Move,33,Regenerate,5,Self,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
46,銀世界の破滅,0,0,0,0,0,Super Move,17,Rem. Pos. States,2,All PCs,16,10,5,Silver,0,Physical,0,0,0,Poison,0,0,0
47,カタカタ震える,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
48,銀の無限凍土,0,0,0,0,0,Super Move,0,Damage,1,Single PC,16,50,5,Silver,0,Physical,0,0,0,Poison,0,0,0
49,仲間呼ぶ,0,0,0,0,0,Super Move,43,Call EC,0,None,54,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
50,仲間呼ぶ,0,0,0,0,0,Super Move,43,Call EC,0,None,85,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
51,エクスプロア,0,0,0,0,0,Super Move,0,Damage,2,All PCs,16,20,1,Red,0,Physical,0,0,0,Poison,0,0,0
52,石化液,0,0,0,0,0,Super Move,7,Stone,1,Single PC,0,0,0,Green,0,Physical,16,17,2,Stone,40,0,0
53,ブリザーダ,0,0,0,0,0,Super Move,0,Damage,2,All PCs,16,20,2,Purple,0,Physical,0,0,0,Poison,0,0,0
54,デスマリッジ,0,0,0,0,0,Super Move,0,Damage,2,All PCs,16,40,6,Neutral,0,Physical,0,0,0,Poison,0,0,0
55,エンゲイジ,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
56,ブライサンダー,0,0,0,0,0,Super Move,0,Damage,2,All PCs,16,20,4,Yellow,0,Physical,0,0,0,Poison,0,0,0
57,あやしい音波,0,0,0,0,0,Super Move,0,Damage,107,PC Line 5,16,15,2,Purple,0,Physical,0,0,0,Poison,0,0,0
58,様子を見る,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
59,デスマリッジ,0,0,0,0,0,Super Move,0,Damage,2,All PCs,16,40,6,Neutral,0,Physical,0,0,0,Poison,0,0,0
60,投げキッス,0,0,0,0,0,Super Move,70,"Damage, Confusion",1,Single PC,16,5,1,Red,0,Physical,16,17,4,Confusion,0,0,0
61,ソリッドレーザー,0,0,0,0,0,Super Move,8,"Damage, Stone",1,Single PC,16,20,5,Silver,0,Physical,16,17,2,Stone,50,0,0
62,仲間を呼ぶ,0,0,0,0,0,Super Move,43,Call EC,0,None,12,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
63,腹ごなし,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
64,疲労かぶり,0,0,0,0,0,Super Move,72,"Damage, Fatigue",1,Single PC,16,15,2,Purple,0,Physical,16,17,6,Fatigue,20,0,0
65,ネグローラ,0,0,0,0,0,Super Move,17,Rem. Pos. States,2,All PCs,16,5,4,Yellow,0,Physical,-1,-2,-1,None,-2,0,0
66,フィサーン,0,0,0,0,0,Super Move,0,Damage,2,All PCs,16,20,2,Purple,0,Physical,0,0,0,Poison,0,0,0
67,仲間を呼ぶ,0,0,0,0,0,Super Move,43,Call EC,0,None,60,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
68,仲間を呼ぶ,0,0,0,0,0,Super Move,43,Call EC,0,None,84,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
69,仲間を呼ぶ,0,0,0,0,0,Super Move,43,Call EC,0,None,107,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
70,手りゅう弾,0,0,0,0,0,Super Move,0,Damage,96,PC Area 1,16,20,4,Yellow,0,Physical,0,0,0,Poison,0,0,0
71,毒ガス爆弾,0,0,0,0,0,Super Move,4,"Damage, Poison",96,PC Area 1,16,20,0,Green,0,Physical,16,17,0,Poison,50,0,0
72,サプハネの葉,0,0,0,0,0,Super Move,31,Recover HP,4,All ECs,1000,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
73,仲間を呼ぶ,0,0,0,0,0,Super Move,43,Call EC,0,None,97,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
74,仲間を呼ぶ,0,0,0,0,0,Super Move,43,Call EC,0,None,75,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
75,ディスチャージ,0,0,0,0,0,Super Move,0,Damage,2,All PCs,16,20,4,Yellow,0,Physical,0,0,0,Poison,0,0,0
76,タタティモルット,0,0,0,0,0,Super Move,0,Damage,1,Single PC,16,40,3,Blue,0,Physical,0,0,0,Poison,0,0,0
77,ラウンドクロウ,0,0,0,0,0,Super Move,0,Damage,1,Single PC,16,40,5,Silver,0,Physical,0,0,0,Poison,0,0,0
78,仲間を呼ぶ,0,0,0,0,0,Super Move,43,Call EC,0,None,93,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
79,サプの葉,0,0,0,0,0,Super Move,31,Recover HP,3,Single EC,500,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
80,サプガンの葉,0,0,0,0,0,Super Move,31,Recover HP,3,Single EC,1000,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
81,サプヤクの葉,0,0,0,0,0,Super Move,31,Recover HP,4,All ECs,1000,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
82,仲間を呼ぶ,0,0,0,0,0,Super Move,43,Call EC,0,None,92,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
83,銀色の悪夢,0,0,0,0,0,Super Move,74,Control PC,1,Single PC,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
84,果てなき銀の呪縛,0,0,0,0,0,Super Move,0,Damage,1,Single PC,16,50,5,Silver,0,Physical,0,0,0,Poison,0,0,0
85,ターン回復,0,0,0,0,0,Super Move,33,Regenerate,5,Self,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
86,銀世界の終〒,0,0,0,0,0,Super Move,17,Rem. Pos. States,2,All PCs,16,25,5,Silver,0,Physical,-1,-2,-1,None,-2,0,0
87,仲間を呼ぶ,0,0,0,0,0,Super Move,43,Call EC,0,None,44,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
88,仲間を呼ぶ,0,0,0,0,0,Super Move,43,Call EC,0,None,21,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
89,仲間を呼ぶ,0,0,0,0,0,Super Move,43,Call EC,0,None,22,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
90,銀色の光と闇,0,0,0,0,0,Super Move,0,Damage,2,All PCs,16,25,6,Neutral,0,Physical,0,0,0,Poison,0,0,0
91,使ってないよねえ,0,0,0,0,0,Super Move,8,"Damage, Stone",1,Single PC,16,15,0,Green,0,Physical,16,17,2,Stone,70,0,0
92,疲労ブレス,0,0,0,0,0,Super Move,72,"Damage, Fatigue",1,Single PC,16,15,0,Green,0,Physical,16,17,6,Fatigue,20,0,0
93,疲労ブレス,0,0,0,0,0,Super Move,72,"Damage, Fatigue",1,Single PC,16,15,1,Red,0,Physical,16,17,6,Fatigue,20,0,0
94,銀の恵み,0,0,0,0,0,Super Move,33,Regenerate,5,Self,600,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
95,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
96,欠番,0,0,0,0,0,Super Move,0,Damage,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
97,エマージェンシー,0,0,0,0,0,Super Move,64,"Call EC, Defeat All ECs",0,None,99,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
98,仲間を呼ぶ,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
99,ブラスター,0,0,0,0,0,Super Move,0,Damage,101,PC Line 2,16,25,5,Silver,0,Physical,0,0,0,Poison,0,0,0
100,Ж術？,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
101,予備ブランク,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
102,予備ブランク,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
103,予備ブランク,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
104,予備ブランク,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
105,予備ブランク,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
106,仲間を呼ぶ,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
107,仲間を呼ぶ,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
108,仲間を呼ぶ,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
109,仲間を呼ぶ,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
110,仲間を呼ぶ,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
111,仲間を呼ぶ,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
112,仲間を呼ぶ,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
113,仲間を呼ぶ,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
114,仲間を呼ぶ,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
115,仲間を呼ぶ,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
116,バイリキの秘薬,0,0,0,0,0,Super Move,21,Strengthen,3,Single EC,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
117,バイソクの秘薬,0,0,0,0,0,Super Move,20,Quickened,4,All ECs,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
118,サプガンの葉,0,0,0,0,0,Super Move,31,Recover HP,3,Single EC,1000,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
119,キャノンボールΔ,0,0,0,0,0,Super Move,0,Damage,102,PC Line 3,16,40,4,Yellow,0,Physical,0,0,0,Poison,0,0,0
120,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
121,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
122,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
123,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
124,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
125,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
126,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
127,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
128,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
129,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
130,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
131,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
132,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
133,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
134,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
135,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
136,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
137,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
138,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
139,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
140,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
141,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
142,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
143,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
144,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
145,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
146,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
147,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
148,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
149,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
150,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
151,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
152,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
153,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
154,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
155,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
156,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
157,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
158,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
159,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
160,レーダーサーチ,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
161,毒ガス爆弾,0,0,0,0,0,Super Move,4,"Damage, Poison",96,PC Area 1,16,15,0,Green,0,Physical,16,17,0,Poison,50,0,0
162,疲労ガス爆弾,0,0,0,0,0,Super Move,72,"Damage, Fatigue",96,PC Area 1,16,15,4,Yellow,0,Physical,16,17,6,Fatigue,20,0,0
163,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
164,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
165,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
166,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
167,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
168,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
169,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
170,針千本,0,0,0,0,0,Super Move,0,Damage,1,Single PC,16,40,3,Blue,0,Physical,0,0,0,Poison,0,0,0
171,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
172,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
173,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
174,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
175,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
176,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
177,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
178,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
179,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
180,ファラオの業火,0,0,0,0,0,Super Move,0,Damage,2,All PCs,16,10,1,Red,0,Physical,0,0,0,Poison,0,0,0
181,ブラストブレス,0,0,0,0,0,Super Move,0,Damage,2,All PCs,16,15,1,Red,0,Physical,0,0,0,Poison,0,0,0
182,ウォッカ一気飲み,0,0,0,0,0,Super Move,0,Damage,2,All PCs,16,25,1,Red,0,Physical,0,0,0,Poison,0,0,0
183,フロストブレス,0,0,0,0,0,Super Move,0,Damage,2,All PCs,16,15,2,Purple,0,Physical,0,0,0,Poison,0,0,0
184,フロストブレス,0,0,0,0,0,Super Move,0,Damage,2,All PCs,16,15,2,Purple,0,Physical,0,0,0,Poison,0,0,0
185,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
186,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
187,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
188,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
189,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
190,ダマユーン,0,0,0,0,0,Super Move,12,Silence,2,All PCs,0,0,0,Green,0,Physical,16,17,5,Silence,40,0,0
191,爆睡の花粉,0,0,0,0,0,Super Move,9,Sleep,102,PC Line 3,0,0,0,Green,0,Physical,16,17,3,Sleep,40,0,0
192,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
193,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
194,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
195,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
196,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
197,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
198,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
199,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
200,仲間を呼ぶ,0,0,0,0,0,Super Move,43,Call EC,0,None,13,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
201,仲間を呼ぶ,0,0,0,0,0,Super Move,43,Call EC,0,None,96,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
202,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
