Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,Ship flags,[LJ0],[LJ1],[D0],[D1],[D2],Type ID,[Type name],Element ID,[Element name],Pad. #0,Attack,Hit%,Limit,Spirit,Feat. ID,[Feat. name],Pad. #1,Feat. value,Pad. #2,Pad. #3,Purchase price,Pad. #4,Pad. #5,Retail price in %,Order by prio.,EU order by ABC,Pad. #6,[DE descr. pos.],[DE descr. size],DE descr. str.,[ES descr. pos.],[ES descr. size],ES descr. str.,[FR descr. pos.],[FR descr. size],FR descr. str.,[GB descr. pos.],[GB descr. size],GB descr. str.
410,0x8c345e10,0x1b596,9,3”Cannon,0x1b4e0,9,Cañón 3”,0x1b7df,10,"Canon 3"" ",0x1b021,10,"3"" Cannon",48,X,X,"","","",1,Secondary cannon,6,Neutral,0,70,80,1,2,-1,None,0,0,0,0,700,0,0,50,10,6,0,0x16294,51,Kleinkalibrige Zusatzkanone für kleinere\\nSchiffe.,0x16124,73,Cañón secundario de pequeño calibre\\npara uso en navíos de menor tamaño.,0x16292,70,Un canon secondaire de petit calibre adapté\\naux plus petits navires.,0x15f15,54,A small caliber secondary cannon for smaller \\nships.
411,0x8c345e1c,0x1b59f,10,3”Blaster,0x1b4e9,13,Explosivo 3”,0x1b7e9,12,"Blaster 3"" ",0x1b02b,11,"3"" Blaster",48,X,X,"","","",1,Secondary cannon,6,Neutral,0,80,83,1,2,-1,None,0,0,0,0,1015,0,0,50,11,5,0,0x162c7,77,"Zusatzkanone für die ""Little Jack"". Aufgerüstete\\nVersion der 3-Zoll-Kanone.",0x1616d,84,Cañón secundario del Little Jack. Es una\\nversión avanzada del cañón de 3 pulgadas.,0x162d8,82,Un canon secondaire pour le Little Jack. Version\\naméliorée du Canon de 3 pouces.,0x15f4b,83,A secondary cannon for the Little Jack. An\\nupgraded version of the 3 Inch Cannon.
412,0x8c345e28,0x1b5a9,9,5”Cannon,0x1b4f6,9,Cañón 5”,0x1b7f5,10,"Canon 5"" ",0x1b036,10,"5"" Cannon",48,X,X,"","","",1,Secondary cannon,6,Neutral,0,90,80,1,3,-1,None,0,0,0,0,1330,0,0,50,12,8,0,0x16314,79,"Zusatzkanone für die ""Little Jack"". Leistungs-\\nfähiger als die 3-Zoll-Kanone.",0x161c1,76,Cañón secundario del Little Jack. Más\\npoderoso que el cañón de 3 pulgadas.,0x1632a,82,Un canon secondaire pour le Little Jack. Plus\\npuissant que le Canon de 3 pouces.,0x15f9e,79,A secondary cannon for the Little Jack. More\\npowerful than the 3 Inch Cannon.
413,0x8c345e34,0x1b5b2,9,8”Cannon,0x1b4ff,9,Cañón 8”,0x1b7ff,10,"Canon 8"" ",0x1b040,10,"8"" Cannon",48,X,X,"","","",1,Secondary cannon,6,Neutral,0,100,82,2,3,-1,None,0,0,0,0,2100,0,0,50,13,9,0,0x16363,75,Zusatzkanone für die “Little Jack”.\\nModifizierte Version der Hauptkanone.,0x1620d,91,Cañón secundario del Little Jack. Viene a ser\\nuna versión modificada del Cañón Principal.,0x1637c,83,Un canon secondaire pour le Little Jack.\\nUne version modifiée du Canon Principal.,0x15fed,80,A secondary cannon for the Little Jack.\\nA modified version of the Main Cannon.
414,0x8c345e40,0x1b5bb,10,12”Cannon,0x1b508,10,Cañón 12”,0x1b809,11,"Canon 12"" ",0x1b04a,11,"12"" Cannon",14,"","",X,X,X,1,Secondary cannon,6,Neutral,0,170,77,2,4,-1,None,0,0,0,0,3500,0,0,50,14,3,0,0x163ae,71,"Großkalibrige Zusatzkanone, die für Kriegs-\\nschiffe entwickelt wurde.",0x16268,66,Cañón secundario de alto calibre\\ndiseñado para buques de guerra.,0x163cf,80,Un canon secondaire de très gros calibre\\ndéveloppé pour les navires de guerre.,0x1603d,57,A high-caliber secondary cannon developed for\\nwarships.
415,0x8c345e4c,0x1b5c5,10,10”Cannon,0x1b512,10,Cañón 10”,0x1b814,11,"Canon 10"" ",0x1b055,11,"10"" Cannon",14,"","",X,X,X,1,Secondary cannon,6,Neutral,0,200,82,3,4,-1,None,0,0,0,0,3640,0,0,50,15,0,0,0x163f5,62,"Erste 10-Zoll-Zusatzkanone, von der\\nNasrean Navy entwickelt.",0x162aa,78,El primer cañón secundario de 10 pulgadas.\\nFue creado por la Armada de Nasr.,0x1641f,76,"Le premier canon secondaire de 10 pouces,\\ndéveloppé par la Marine Nasrean.",0x16076,68,"The first 10 Inch secondary cannon, developed\\nby the Nasrean Navy."
416,0x8c345e58,0x1b5cf,15,10”Cannon Coil,0x1b51c,16,Cañón Rosca 10”,0x1b81f,14,Canon torsadé,0x1b060,16,"10"" Cannon Coil",14,"","",X,X,X,1,Secondary cannon,6,Neutral,0,220,89,3,4,-1,None,0,0,0,0,3710,0,0,50,16,1,0,0x16433,78,"10-Zoll-Zusatzkanone mit verstärktem Lauf,\\nder den Rückstoß auffangen hilft.",0x162f8,82,Cañón secundario de 10 pulgadas con un\\ntambor que permite amortiguar el impacto.,0x1646b,74,Un canon secondaire de 10 pouces\\nrenforcé pour mieux absorber les chocs.,0x160ba,81,A 10 inch secondary cannon with a reinforced\\nbarrel that helps to absorb shock.
417,0x8c345e68,0x1b5de,11,12”Blaster,0x1b52c,14,Explosivo 12”,0x1b82d,13,"Blaster 12"" ",0x1b070,12,"12"" Blaster",14,"","",X,X,X,1,Secondary cannon,6,Neutral,0,250,85,2,5,-1,None,0,0,0,0,3850,0,0,50,17,2,0,0x16481,67,"Großkalibrige Zusatzkanone, nur auf größeren\\nSchiffen eingesetzt.",0x1634a,85,Cañón secundario de alto calibre utilizado\\nexclusivamente en navíos de gran tamaño.,0x164b5,84,"Un canon secondaire de très gros calibre,\\nutilisé uniquement sur les gros navires.",0x1610b,61,"A high-caliber secondary cannon, only used\\non larger ships."
418,0x8c345e74,0x1b5e9,9,3'Cannon,0x1b53a,9,Cañón 3',0x1b83a,9,Canon 3',0x1b07c,9,3'Cannon,14,"","",X,X,X,1,Secondary cannon,6,Neutral,0,280,87,3,6,-1,None,0,0,0,0,4690,0,0,50,18,4,0,0x164c4,96,In Yafutoma entwickelte Zusatzkanone. Das De-\\nsign ist von röhrenförmigen Pflanzen inspiriert.,0x1639f,80,Cañón secundario desarrollado en Yafutoma\\ne inspirado por plantas cilíndricas.,0x16509,81,"Un canon secondaire développé à Yafutoma,\\ninspiré par des plantes cylindriques.",0x16148,75,"A secondary cannon developed in Yafutoma,\\ninspired by cylindrical plants."
419,0x8c345e80,0x1b5f2,9,5'Cannon,0x1b543,9,Cañón 5',0x1b843,9,Canon 5',0x1b085,9,5'Cannon,14,"","",X,X,X,1,Secondary cannon,6,Neutral,0,330,90,2,6,-1,None,0,0,0,0,5110,0,0,50,19,7,0,0x16524,73,Zusatzkanone der Yafutoma-Navy.\\nHochleistungskanone für den Nahbereich.,0x163ef,87,"Cañón secundario usado por la Armada de\\nYafutoma. Muy potente, pero de corto alcance.",0x1655a,88,Un canon secondaire utilisé par la Marine\\nYafutoma. Très puissant et de courte portée.,0x16193,90,"A secondary cannon used by the Yafutoman Navy.\\nIt is a short-range, high-powered cannon."
420,0x8c345e8c,0x1b5fb,14,Light Torpedo,0x1b54c,15,Torpedo Ligero,0x1b84c,16,Torpille Légère,0x1b08e,14,Light Torpedo,48,X,X,"","","",2,Torpedo,6,Neutral,0,120,60,2,3,-1,None,0,0,0,0,1520,0,0,50,20,25,0,0x1656d,90,Leichtes Torpedo für kleinere Schiffe. Nach dem\\nAbschuss greift es das Ziel von oben an.,0x16446,77,Torpedo ligero especial para navíos pequeños.\\nAtaca al objetivo por arriba.,0x165b2,93,"Une torpille légère adaptée aux petits navires.\\nAprès lancement, elle frappe par le dessus.",0x161ed,97,"A light torpedo, well-suited for smaller ships.\\nAfter launch, it attacks its target from above."
421,0x8c345e9c,0x1b609,15,Guided Torpedo,0x1b55b,15,Torpedo Guiado,0x1b85c,16,Torpille Guidée,0x1b09c,15,Guided Torpedo,48,X,X,"","","",2,Torpedo,6,Neutral,0,120,70,2,2,-1,None,0,0,0,0,1760,0,0,50,21,19,0,0x165c7,97,Ein auf der “Little Jack” eingesetztes Torpedo.\\nHat von allen Torpedos die größte Trefferquote.,0x16493,80,Torpedo especialmente diseñado para el\\nLittle Jack. Es el torpedo más preciso.,0x1660f,96,Une torpille conçue pour le Little Jack. A plus\\nde chance d'atteindre sa cible que les autres.,0x1624e,97,A torpedo equippable by the Little Jack. Has the\\nhighest chance to hit out of all the torpedos.
422,0x8c345eac,0x1b618,14,Shock Torpedo,0x1b56a,15,Torpedo Asalto,0x1b86c,14,Torpille Choc,0x1b0ab,14,Shock Torpedo,48,X,X,"","","",2,Torpedo,6,Neutral,0,160,55,2,3,-1,None,0,0,0,0,2000,0,0,50,22,34,0,0x16628,95,Ein auf der “Little Jack” eingesetztes Torpedo.\\nNach Abschuss greift es das Ziel von oben an.,0x164e3,69,Torpedo diseñado para el Little Jack.\\nAtaca al objetivo por arriba.,0x1666f,94,"Une torpille conçue pour le Little Jack. Après\\nlancement, elle atteint sa cible par le haut.",0x162af,90,"A torpedo equippable by the Little Jack.\\nAfter launch, it charges its target from above."
423,0x8c345ebc,0x1b626,15,Hunter Torpedo,0x1b579,16,Torpedo Cazador,0x1b87a,15,Torpille tigre,0x1b0b9,15,Hunter Torpedo,48,X,X,"","","",2,Torpedo,0,Green,0,160,60,3,3,-1,None,0,0,0,0,2240,0,0,50,23,23,0,0x16687,90,Ein auf der “Little Jack” eingesetztes Torpedo.\\nGrößere Reichweite als Standardtorpedos.,0x16528,83,Torpedo diseñado para el Little Jack.\\nDe mayor alcance que los torpedos estándar.,0x166cd,98,Torpille conçue pour le Little Jack. Elle a une\\nplus grande portée que les torpilles classiques.,0x16309,84,A torpedo equippable by the Little Jack. Has\\ngreater range than standard torpedos.
424,0x8c345ecc,0x1b635,15,Valuan Torpedo,0x1b589,15,Torpedo Valuan,0x1b889,16,Torpille Valuan,0x1b0c8,15,Valuan Torpedo,14,"","",X,X,X,2,Torpedo,6,Neutral,0,220,60,2,3,-1,None,0,0,0,0,2400,0,0,50,24,36,0,0x166e1,80,Ein von Valua im Valua-Nasr-Krieg gegen die\\nNasrean Navy eingesetztes Torpedo.,0x1657b,86,Torpedo que Valua usó contra la Armada\\nde Nasr durante la guerra entre Valua y Nasr.,0x1672f,88,Une torpille utilisée par Valua contre la\\nMarine Nasrean pendant la guerre Valua-Nasr.,0x1635d,77,A torpedo used by Valua against the Nasrean Navy\\nduring the Valua-Nasr War.
425,0x8c345edc,0x1b644,14,Heavy Torpedo,0x1b598,15,Torpedo Pesado,0x1b899,16,Torpille Lourde,0x1b0d7,14,Heavy Torpedo,14,"","",X,X,X,2,Torpedo,6,Neutral,0,250,50,3,4,-1,None,0,0,0,0,4400,0,0,50,25,22,0,0x16731,94,"Großes Torpedo, gleiche Schusskraft wie eine\\nHauptkanone, jedoch mit geringerer Genauigkeit.",0x165d1,91,"Torpedo grande con el mismo poder de fogueo\\nque un Cañón Principal, pero menos precisión.",0x16787,96,Grande torpille ayant la même puisssance de feu\\nqu'un canon principal avec moins de précision.,0x163aa,83,"A large torpedo with the same firepower as a\\nmain cannon, but has lower accuracy."
426,0x8c345eec,0x1b652,16,Serpent Torpedo,0x1b5a7,16,Torpedo Culebra,0x1b8a9,17,Torpille Serpent,0x1b0e5,16,Serpent Torpedo,14,"","",X,X,X,2,Torpedo,6,Neutral,0,300,65,2,4,-1,None,0,0,0,0,5360,0,0,50,26,33,0,0x1678f,100,"Mittleres Torpedo, das sein Ziel wie eine Schlan-\\nge verfolgt. Nahbereich, aber sehr wirkungsvoll.",0x1662c,97,"Torpedo mediano que persigue a su objetivo como\\nuna culebra. De poco alcance, pero muy potente.",0x167e7,96,Une torpille moyenne qui suit sa cible comme un\\nserpent. De courte portée mais très puissante.,0x163fd,95,"A medium-sized torpedo that goes after a target\\nlike a snake. Short range, but very powerful."
427,0x8c345efc,0x1b662,14,Flash Torpedo,0x1b5b7,13,Torpedo Rayo,0x1b8ba,15,Torpille Flash,0x1b0f5,14,Flash Torpedo,14,"","",X,X,X,2,Torpedo,6,Neutral,0,350,70,3,5,-1,None,0,0,0,0,6320,0,0,50,27,17,0,0x167f3,76,"Kleines Torpedo mit großer Wirkung. Große\\nReichweite, sehr durchschlagend.",0x1668d,90,"Torpedo pequeño, pero devastador. Tiene gran\\nalcance y una estupenda potencia de fogueo.",0x16847,90,Une petite torpille très puissante. De longue\\nportée et avec une bonne puissance de feu.,0x1645c,76,A small torpedo that packs a big punch. Has long\\nrange and good firepower.
428,0x8c345f0c,0x1b670,17,Arcwhale Torpedo,0x1b5c4,16,Torpedo Ballena,0x1b8c9,17,Torpille Rhaknam,0x1b103,17,Arcwhale Torpedo,14,"","",X,X,X,2,Torpedo,6,Neutral,0,400,70,3,6,-1,None,0,0,0,0,6800,0,0,50,28,12,0,0x1683f,82,Torpedo mit guter Reichweite und\\nDurchschlagskraft. Verbraucht jedoch viel Guts.,0x166e7,86,Torpedo de gran alcance y buen poder\\ndestructivo Pero usa gran cantidad de Espíritu.,0x168a1,71,De longue portée et destructice\\nmais nécessitant beaucoup de courage.,0x164a8,89,"A torpedo with both good range and destructive\\npower. But, uses a high level of Spirit."
429,0x8c345f20,0x1b681,15,Dragon Torpedo,0x1b5d4,15,Torpedo Dragón,0x1b8da,7,Dragon,0x1b114,15,Dragon Torpedo,14,"","",X,X,X,2,Torpedo,6,Neutral,0,450,60,2,7,-1,None,0,0,0,0,8800,0,0,50,29,15,0,0x16891,80,Torpedo mit größerer Feuerkraft als\\nReichweite. Kann großen Schaden anrichten.,0x1673d,93,"Torpedo de gran fogueo, pero corto alcance.\\nSi acierta en el objetivo, crea gran deterioro.",0x168e8,83,Torpille dont la puissance de feu est meilleure\\nque la portée. Très destructrice.,0x16501,96,A torpedo that emphasizes firepower more than\\nrange. Does a great deal of damage when it hits.
430,0x8c345f30,0x1b690,15,Harpoon Cannon,0x1b5e3,12,Cañón Arpón,0x1b8e1,13,Canon Harpon,0x1b123,15,Harpoon Cannon,32,X,"","","","",3,Special,6,Neutral,0,350,65535,0,15,-1,None,0,0,0,0,0,0,0,0,30,20,0,0x168e1,85,"Ultimative Waffe der “Little Jack”. Sie wurde\\nangeschafft, um Rhaknam zu zerstören.",0x1679a,71,La mejor arma del Little Jack.\\nFue adquirida para destruir a Rhaknam.,0x1693b,68,L'ultime arme de Little Jack. A été acquise pour\\ndétruire Rhaknam.,0x16561,72,The Little Jack's ultimate weapon. It was\\nacquired to destroy Rhaknam.
431,0x8c345f40,0x1b69f,17,MoonStone Cannon,0x1b5ef,12,Cañón Lunar,0x1b8ee,12,Canon Gigas,0x1b132,17,MoonStone Cannon,14,"","",X,X,X,3,Special,6,Neutral,0,800,65535,0,20,-1,None,0,0,0,0,0,0,0,0,31,30,0,0x16936,93,Ultimative Waffe der “Delphinus”. Sammelt Mond-\\nenergie und wandelt sie in Explosionskraft.,0x167e1,94,La mejor arma del Delphinus. Acumula energía\\nlunar y la libera creando una explosión enorme.,0x1697f,98,Ultime arme du Delphinus. Accumule de l'énergie\\nLunaire et la relâche dans une grande explosion.,0x165a9,97,The ultimate weapon of the Delphinus. Builds up\\nMoon energy and releases it in a massive blast.
432,0x8c345f54,0x1b6b0,12,Moon Cannon,0x1b5fb,13,Cañón Piedra,0x1b8fa,14,Canon de Lune,0x1b143,12,Moon Cannon,62,X,X,X,X,X,0,Main cannon,6,Neutral,0,500,99,0,9,-1,None,0,0,0,0,1000,0,0,100,32,27,0,0x16993,76,"Hauptkanone, die sowohl mit Moon Stone-Energie\\nals auch mit Pulver feuert.",0x1683f,74,Cañón principal que usa energía de\\nPiedra Lunar y pólvora para disparar.,0x169e1,98,Un canon principal utilisant de l'énergie Pierre\\nde Lune et de la poudre à canon pour faire feu.,0x1660a,70,A main cannon that uses both Moonstone energy\\nand gunpowder to fire.
433,0x8c345f60,0x1b6bc,9,Moon Gun,0x1b608,11,Arma Lunar,0x1b908,11,Canon Lune,0x1b14f,9,Moon Gun,62,X,X,X,X,X,1,Secondary cannon,6,Neutral,0,400,99,3,5,-1,None,0,0,0,0,1000,0,0,100,33,28,0,0x169df,85,"Zusatzkanone, die sich auf Moon Stone-Energie \\nstützt und keinen Spirit verbraucht.",0x16889,82,Cañón secundario que usa energía de\\nPiedra Lunar en lugar de agotar el Espíritu.,0x16a43,92,Canon secondaire dépensant de l'énergie de\\nPierre de Lune au lieu d'épuiser l'Esprit (ES).,0x16650,75,A secondary cannon relies on Moonstone energy\\ninstead of draining Spirit.
434,0x8c345f6c,0x1b6c5,13,Moon Torpedo,0x1b613,14,Torpedo Lunar,0x1b913,14,Torpille Lune,0x1b158,13,Moon Torpedo,62,X,X,X,X,X,2,Torpedo,6,Neutral,0,600,75,3,3,-1,None,0,0,0,0,1000,0,0,100,34,29,0,0x16a34,85,"Torpedo, der Moon Stone-Energie benutzt, um den\\nSpirit-Verbrauch niedrig zu halten.",0x168db,84,Torpedo que usa energía de Piedra Lunar para\\nmantener un bajo consumo de Espíritu.,0x16a9f,99,Une torpille utilisant de l'énergie de Pierre de\\nLune pour limiter sa consommation d'Esprit (ES).,0x1669b,70,A torpedo that uses Moonstone energy to keep\\nSpirit consumption low.
435,0x8c345f7c,0x1b6d2,13,Pyril Cannon,0x1b621,12,Cañón Pyril,0x1b921,12,Canon Pyril,0x1b165,13,Pyril Cannon,14,"","",X,X,X,0,Main cannon,1,Red,0,200,120,0,6,-1,None,0,0,0,0,13200,0,0,50,35,32,0,0x16a89,95,"Drehbare Kanone, für Kriegsschiffe entworfen.\\nBesitzt Red-Eigenschaften und hohe Genauigkeit.",0x1692f,83,Cañón rotante diseñado para acorazados.\\nTiene propiedades Rojas y gran precisión.,0x16b02,89,Un canon rotatif conçu pour les cuirassiers.\\nUtilise la magie Rouge et est très précis.,0x166e1,84,"A rotating cannon designed for battleships.\\nHas Red properties, and high accuracy."
436,0x8c345f8c,0x1b6df,12,Wevl Cannon,0x1b62d,11,Cañón Wevl,0x1b92d,11,Canon Wevl,0x1b172,12,Wevl Cannon,14,"","",X,X,X,1,Secondary cannon,3,Blue,0,180,120,3,4,-1,None,0,0,0,0,10200,0,0,50,36,37,0,0x16ae8,82,Zusatzkanone für Kriegsschiffe. Besitzt\\nBlue-Eigenschaften und hohe Genauigkeit.,0x16982,85,Cañón secundario creado para acorazados.\\nTiene propiedades Azules y gran precisión.,0x16b5b,92,Un canon secondaire conçu pour les cuirassiers.\\nUtilise la magie Bleue et est très précis.,0x16735,86,"A secondary cannon designed for battleships.\\nHas Blue properties, and high accuracy."
437,0x8c345f98,0x1b6eb,17,Electril Torpedo,0x1b638,16,Torpedo Electri,0x1b938,9,Electril,0x1b17e,17,Electril Torpedo,14,"","",X,X,X,2,Torpedo,4,Yellow,0,500,50,3,2,-1,None,0,0,0,0,1000,0,0,50,37,16,0,0x16b3a,93,Für große Kriegsschiffe entworfenes Torpedo.\\nHat Yellow-Eigenschaften und große Feuerkraft.,0x169d7,92,Diseñado para buques de guerra de gran tamaño.\\nCon propiedades Amarillas y fogueo potente.,0x16bb7,96,Torpille conçue pour les gros navires de guerre.\\nUtilise la magie Jaune et est très puissante.,0x1678b,84,"A torpedo designed for large warships. Has\\nYellow properties, and great firepower."
438,0x8c345fac,0x1b6fc,15,Crystil Cannon,0x1b648,14,Cañón Crystil,0x1b941,14,Canon Crystil,0x1b18f,15,Crystil Cannon,14,"","",X,X,X,0,Main cannon,2,Purple,0,550,60,0,4,-1,None,0,0,0,0,1000,0,0,50,38,14,0,0x16b97,86,Beständig dank einer Speziallegierung\\nHat Purple-Eigenschaften und große Feuerkraft.,0x16a33,93,Creado con una aleación especial muy resistente.\\nCon propiedades Púrpuras y fogueo potente.,0x16c17,73,Fait en alliage résistant.\\nUtilise la magie Mauve et est très puissant.,0x167df,91,"Made of a special alloy for added durability.\\nHas Purple properties, and great firepower."
