Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,Category ID,[Category name],Effect ID,[Effect name],Scope ID,[Scope name],Pad. #0,Effect value #0,Effect value #1,Element ID,[Element name],Type ID,[Type name],Unk. #0,Unk. #1,State ID,[State name],State hit%,Pad. #1,Pad. #2
38,2352311020,5478,13,Ewiger Frost,5535,13,Hielo Eterno,5521,12,Gel Éternel,5482,15,Eternal Freeze,0,Super Move,0,Damage,2,All characters,0,16,12,2,Purple,0,Physical,0,0,0,Poison,0,0,0
39,2352311036,5491,12,Blitzschlag,5548,15,Golpe del Rayo,5533,15,Coup de Foudre,5497,17,Lightning Strike,0,Super Move,0,Damage,1,One character,0,16,20,4,Yellow,0,Physical,0,0,0,Poison,0,0,0
40,2352311056,5503,17,Furchtbarer Biss,5563,17,Mordisco Temible,5548,17,Terrible Morsure,5514,14,Terrible Bite,0,Super Move,72,Add Fatigue + Damage,1,One character,0,16,15,0,Green,0,Physical,16,17,6,Fatigue,20,0,0
41,2352311072,5520,11,Tiefschlaf,5580,15,Sueño Profundo,5565,16,Profond Sommeil,5528,11,Deep Sleep,0,Super Move,63,Add Regenerate + Add Sleep,5,User,0,400,65535,0,Green,0,Physical,0,0,0,Poison,0,0,0
42,2352311084,5531,12,Avalauncher,5595,12,Avalauncher,5581,11,Avalanceur,5539,12,Avalauncher,0,Super Move,0,Damage,102,Character line #3,0,16,35,2,Purple,0,Physical,0,0,0,Poison,0,0,0
43,2352311096,5543,15,Silber-Eklipse,5607,17,Eclipse de Plata,5592,17,Éclipse d'argent,5551,15,Silver Eclipse,0,Super Move,0,Damage,2,All characters,0,16,25,5,Silver,0,Physical,0,0,0,Poison,0,0,0
44,2352311112,5558,11,Entwässern,5624,8,Desecar,5609,11,Épuisement,5566,6,Drain,0,Super Move,26,Add Weak,1,One character,0,0,0,0,Green,0,Physical,16,17,8,Weak,0,0,0
45,2352311120,5569,15,Erholungspause,5632,17,Turno de Reposar,5620,13,Récupération,5572,14,Turn Recovery,0,Super Move,33,Add Regenerate,5,User,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
46,2352311136,5584,11,Zerstörung,5649,12,Destrucción,5633,12,Destruction,5586,12,Destruction,0,Super Move,17,Remove positive states,2,All characters,0,16,10,5,Silver,0,Physical,0,0,0,Poison,0,0,0
47,2352311148,5595,8,Zittern,5661,7,Seísmo,5645,12,Tremblement,5598,8,Tremble,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
48,2352311156,5603,14,Silber-Tundra,5668,16,Tundra de Plata,5657,17,Toundra d'argent,5606,14,Silver Tundra,0,Super Move,0,Damage,1,One character,0,16,50,5,Silver,0,Physical,0,0,0,Poison,0,0,0
49,2352310924,5617,17,Verbündete rufen,5684,17,Convocar aliados,5674,15,Appel d'alliés,5620,12,Call Allies,0,Super Move,43,Call enemy,0,None,0,54,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
50,2352310924,5634,17,Verbündete rufen,5701,17,Convocar aliados,5689,15,Appel d'alliés,5632,12,Call Allies,0,Super Move,43,Call enemy,0,None,0,85,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
51,2352311172,5651,11,Erforschen,5718,9,Explorar,5704,12,Exploration,5644,8,Explore,0,Super Move,0,Damage,2,All characters,0,16,20,1,Red,0,Physical,0,0,0,Poison,0,0,0
52,2352311180,5662,13,Steinschlamm,5727,16,Fango de Piedra,5716,17,Pierre Suintante,5652,11,Stone Ooze,0,Super Move,7,Add Stone,1,One character,0,0,0,0,Green,0,Physical,16,17,2,Stone,40,0,0
53,2352311192,5675,11,Tundrastoß,5743,17,Ráfaga de Tundra,5733,17,Tundra Explosive,5663,13,Tundra Blast,0,Super Move,0,Damage,2,All characters,0,16,20,2,Purple,0,Physical,0,0,0,Poison,0,0,0
54,2352311208,5686,12,Todeswalzer,5760,12,Vals Mortal,5750,17,Valse de la Mort,5676,12,Death Waltz,0,Super Move,0,Damage,2,All characters,0,16,40,6,Neutral,0,Physical,0,0,0,Poison,0,0,0
55,2352311220,5698,11,Einspannen,5772,11,Involucrar,5767,11,Engagement,5688,7,Engage,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
56,2352311228,5709,9,Gewitter,5783,17,Ráfaga de Trueno,5778,6,Orage,5695,14,Thunder Storm,0,Super Move,0,Damage,2,All characters,0,16,20,4,Yellow,0,Physical,0,0,0,Poison,0,0,0
57,2352311244,5718,10,Wehklagen,5800,17,Sollozo Pavoroso,5784,12,Cri Lugubre,5709,11,Eerie Wail,0,Super Move,0,Damage,107,Character line #5,0,16,15,2,Purple,0,Physical,0,0,0,Poison,0,0,0
58,2352310984,5728,16,Schadenaufnahme,5817,13,Evaluar Daño,5796,15,Estimer Dégâts,5720,14,Assess Damage,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
59,2352311208,5744,12,Todeswalzer,5830,12,Vals Mortal,5811,17,Valse de la Mort,5734,12,Death Waltz,0,Super Move,0,Damage,2,All characters,0,16,40,6,Neutral,0,Physical,0,0,0,Poison,0,0,0
60,2352311256,5756,15,Vigoros Zauber,5842,17,Magia de Vigoro,5828,17,Charme de Vigoro,5746,15,Vigoro's Charm,0,Super Move,70,Add Confusion + Damage,1,One character,0,16,5,1,Red,0,Physical,16,17,4,Confusion,0,0,0
61,2352310948,5771,10,Laserstoß,5859,13,Ráfaga láser,5845,16,Explosion Laser,5761,12,Laser Blast,0,Super Move,8,Add Stone + Damage,1,One character,0,16,20,5,Silver,0,Physical,16,17,2,Stone,50,0,0
62,2352310924,5781,17,Verbündete rufen,5872,17,Convocar aliados,5861,15,Appel d'alliés,5773,12,Call Allies,0,Super Move,43,Call enemy,0,None,0,12,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
63,2352311272,5798,9,Verdauen,5889,8,Digerir,5876,8,Digérer,5785,7,Digest,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
64,2352311056,5807,17,Furchtbarer Biss,5897,17,Mordisco Temible,5884,17,Terrible Morsure,5792,14,Terrible Bite,0,Super Move,72,Add Fatigue + Damage,1,One character,0,16,15,2,Purple,0,Physical,16,17,6,Fatigue,20,0,0
65,2352311280,5824,8,Neglora,5914,8,Neglora,5901,8,Neglora,5806,8,Neglora,0,Super Move,17,Remove positive states,2,All characters,0,16,5,4,Yellow,0,Physical,-1,-2,-1,None,-2,0,0
66,2352311288,5832,9,Eissturm,5922,16,Ráfaga de Hielo,5909,15,Orage de Glace,5814,10,Ice Storm,0,Super Move,0,Damage,2,All characters,0,16,20,2,Purple,0,Physical,0,0,0,Poison,0,0,0
67,2352310924,5841,17,Verbündete rufen,5938,17,Convocar aliados,5924,15,Appel d'alliés,5824,12,Call Allies,0,Super Move,43,Call enemy,0,None,0,60,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
68,2352310924,5858,17,Verbündete rufen,5955,17,Convocar aliados,5939,15,Appel d'alliés,5836,12,Call Allies,0,Super Move,43,Call enemy,0,None,0,84,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
69,2352310924,5875,17,Verbündete rufen,5972,17,Convocar aliados,5954,15,Appel d'alliés,5848,12,Call Allies,0,Super Move,43,Call enemy,0,None,0,107,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
70,2352311300,5892,8,Granate,5989,8,Granade,5969,8,Grenade,5860,8,Grenade,0,Super Move,0,Damage,96,Character area #1,0,16,20,4,Yellow,0,Physical,0,0,0,Poison,0,0,0
71,2352310776,5900,8,Giftgas,5997,13,Gas Venenoso,5977,15,Gas Empoisonné,5868,11,Poison Gas,0,Super Move,4,Add Poison + Damage,96,Character area #1,0,16,20,0,Green,0,Physical,16,17,0,Poison,50,0,0
72,2352311308,5908,16,Sacrum-Kristall,6010,15,Cristal Sacrum,5992,15,Cristal Sacrum,5879,15,Sacrum Crystal,0,Super Move,31,Recover HP,4,All enemies,0,1000,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
73,2352310924,5924,17,Verbündete rufen,6025,17,Convocar aliados,6007,15,Appel d'alliés,5894,12,Call Allies,0,Super Move,43,Call enemy,0,None,0,97,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
74,2352310924,5941,17,Verbündete rufen,6042,17,Convocar aliados,6022,15,Appel d'alliés,5906,12,Call Allies,0,Super Move,43,Call enemy,0,None,0,75,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
75,2352311324,5958,9,Entladen,6059,8,Evacuar,6037,7,Renvoi,5918,10,Discharge,0,Super Move,0,Damage,2,All characters,0,16,20,4,Yellow,0,Physical,0,0,0,Poison,0,0,0
76,2352311336,5967,14,Tatatimorutto,6067,14,Tatatimorutto,6044,14,Tatatimorutto,5928,14,Tatatimorutto,0,Super Move,0,Damage,1,One character,0,16,40,3,Blue,0,Physical,0,0,0,Poison,0,0,0
77,2352311352,5981,12,Runde Klaue,6081,15,Tenaza Redonda,6058,16,Griffe Arrondie,5942,11,Round Claw,0,Super Move,0,Damage,1,One character,0,16,40,5,Silver,0,Physical,0,0,0,Poison,0,0,0
78,2352310924,5993,17,Verbündete rufen,6096,17,Convocar aliados,6074,15,Appel d'alliés,5953,12,Call Allies,0,Super Move,43,Call enemy,0,None,0,93,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
79,2352311364,6010,15,Sacri-Kristall,6113,14,Cristal Sacri,6089,14,Cristal Sacri,5965,14,Sacri Crystal,0,Super Move,31,Recover HP,3,One enemy,0,500,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
80,2352311380,6025,16,Sacres-Kristall,6127,15,Cristal Sacres,6103,15,Cristal Sacres,5979,15,Sacres Crystal,0,Super Move,31,Recover HP,3,One enemy,0,1000,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
81,2352311396,6041,17,SacrulenKristall,6142,17,Cristal Sacrulen,6118,17,Cristal Sacrulen,5994,17,Sacrulen Crystal,0,Super Move,31,Recover HP,4,All enemies,0,1000,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
82,2352310924,6058,17,Verbündete rufen,6159,17,Convocar aliados,6135,15,Appel d'alliés,6011,12,Call Allies,0,Super Move,43,Call enemy,0,None,0,92,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
83,2352311416,6075,16,Silber-Alptraum,6176,10,Pesadilla,6150,17,Cauchemar Argent,6023,17,Silver Nightmare,0,Super Move,74,Control ally,1,One character,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
84,2352311436,6091,13,Silberbänder,6186,15,Lazos de Plata,6167,15,Liens d'argent,6040,13,Silver Binds,0,Super Move,0,Damage,1,One character,0,16,50,5,Silver,0,Physical,0,0,0,Poison,0,0,0
85,2352311120,6104,15,Erholungspause,6201,17,Turno de Reposar,6182,13,Récupération,6053,14,Turn Recovery,0,Super Move,33,Add Regenerate,5,User,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
86,2352311136,6119,11,Zerstörung,6218,12,Destrucción,6195,12,Destruction,6067,12,Destruction,0,Super Move,17,Remove positive states,2,All characters,0,16,25,5,Silver,0,Physical,-1,-2,-1,None,-2,0,0
87,2352310924,6130,17,Verbündete rufen,6230,17,Convocar aliados,6207,15,Appel d'alliés,6079,12,Call Allies,0,Super Move,43,Call enemy,0,None,0,44,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
88,2352310924,6147,17,Verbündete rufen,6247,17,Convocar aliados,6222,15,Appel d'alliés,6091,12,Call Allies,0,Super Move,43,Call enemy,0,None,0,21,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
89,2352310924,6164,17,Verbündete rufen,6264,17,Convocar aliados,6237,15,Appel d'alliés,6103,12,Call Allies,0,Super Move,43,Call enemy,0,None,0,22,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
90,2352311096,6181,15,Silber-Eklipse,6281,17,Eclipse de Plata,6252,17,Éclipse d'argent,6115,15,Silver Eclipse,0,Super Move,0,Damage,2,All characters,0,16,25,6,Neutral,0,Physical,0,0,0,Poison,0,0,0
91,2352311452,6196,14,Nicht benutzt,6298,10,No se usa,6269,15,Non Utilisé(e),6130,9,Not Used,0,Super Move,8,Add Stone + Damage,1,One character,0,16,15,0,Green,0,Physical,16,17,2,Stone,70,0,0
92,2352311464,6210,14,Ermüdungsatem,6308,16,Brisa de Fatiga,6284,16,Souffle Fatigue,6139,15,Fatigue Breath,0,Super Move,72,Add Fatigue + Damage,1,One character,0,16,15,0,Green,0,Physical,16,17,6,Fatigue,20,0,0
93,2352311464,6224,14,Ermüdungsatem,6324,16,Brisa de Fatiga,6300,16,Souffle Fatigue,6154,15,Fatigue Breath,0,Super Move,72,Add Fatigue + Damage,1,One character,0,16,15,1,Red,0,Physical,16,17,6,Fatigue,20,0,0
94,2352311480,6238,12,Mondsegnung,6340,16,Bendición Lunar,6316,17,Bienfait lunaire,6169,15,Lunar Blessing,0,Super Move,33,Add Regenerate,5,User,0,600,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
95,2352311496,6250,6,DUMMY,6356,6,DUMMY,6333,6,DUMMY,6184,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
96,2352310664,6256,9,KETSUBAN,6362,9,KETSUBAN,6339,9,KETSUBAN,6190,9,KETSUBAN,0,Super Move,0,Damage,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
97,2352311504,6265,8,Notfall,6371,11,Emergencia,6348,8,Urgence,6199,10,Emergency,0,Super Move,64,Call enemy + Defeat all enemies,0,None,0,99,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
98,2352310924,6273,17,Verbündete rufen,6382,17,Convocar aliados,6356,15,Appel d'alliés,6209,12,Call Allies,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
99,2352311516,6290,8,Blaster,6399,8,Blaster,6371,9,Explosif,6221,8,Blaster,0,Super Move,0,Damage,101,Character line #2,0,16,25,5,Silver,0,Physical,0,0,0,Poison,0,0,0
100,2352311524,6298,7,Magie?,6407,8,¿Magia?,6380,8,Magie ?,6229,7,Magic?,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
101,2352311532,6305,6,DUMMY,6415,6,DUMMY,6388,6,DUMMY,6236,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
102,2352311532,6311,6,DUMMY,6421,6,DUMMY,6394,6,DUMMY,6242,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
103,2352311532,6317,6,DUMMY,6427,6,DUMMY,6400,6,DUMMY,6248,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
104,2352311532,6323,6,DUMMY,6433,6,DUMMY,6406,6,DUMMY,6254,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
105,2352311532,6329,6,DUMMY,6439,6,DUMMY,6412,6,DUMMY,6260,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
106,2352310924,6335,17,Verbündete rufen,6445,17,Convocar aliados,6418,15,Appel d'alliés,6266,12,Call Allies,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
107,2352310924,6352,17,Verbündete rufen,6462,17,Convocar aliados,6433,15,Appel d'alliés,6278,12,Call Allies,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
108,2352310924,6369,17,Verbündete rufen,6479,17,Convocar aliados,6448,15,Appel d'alliés,6290,12,Call Allies,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
109,2352310924,6386,17,Verbündete rufen,6496,17,Convocar aliados,6463,15,Appel d'alliés,6302,12,Call Allies,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
110,2352310924,6403,17,Verbündete rufen,6513,17,Convocar aliados,6478,15,Appel d'alliés,6314,12,Call Allies,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
111,2352310924,6420,17,Verbündete rufen,6530,17,Convocar aliados,6493,15,Appel d'alliés,6326,12,Call Allies,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
112,2352310924,6437,17,Verbündete rufen,6547,17,Convocar aliados,6508,15,Appel d'alliés,6338,12,Call Allies,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
113,2352310924,6454,17,Verbündete rufen,6564,17,Convocar aliados,6523,15,Appel d'alliés,6350,12,Call Allies,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
114,2352310924,6471,17,Verbündete rufen,6581,17,Convocar aliados,6538,15,Appel d'alliés,6362,12,Call Allies,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
115,2352310924,6488,17,Verbündete rufen,6598,17,Convocar aliados,6553,15,Appel d'alliés,6374,12,Call Allies,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
116,2352311548,6505,11,Krafttrunk,6615,16,Poción Poderosa,6568,15,Potion Pouvoir,6386,13,Power Potion,0,Super Move,21,Add Strengthen,3,One enemy,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
117,2352311564,6516,13,Schnelltrunk,6631,17,Poción de Prisas,6583,15,Potion Vitesse,6399,13,Speed Potion,0,Super Move,20,Add Quickened,4,All enemies,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
118,2352311380,6529,16,Sacres-Kristall,6648,15,Cristal Sacres,6598,15,Cristal Sacres,6412,15,Sacres Crystal,0,Super Move,31,Recover HP,3,One enemy,0,1000,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
119,2352311580,6545,13,Todesattacke,6663,17,Embestida Mortal,6613,13,Tacle Mortel,6427,13,Death Tackle,0,Super Move,0,Damage,102,Character line #3,0,16,40,4,Yellow,0,Physical,0,0,0,Poison,0,0,0
120,2352311496,6558,6,DUMMY,6680,6,DUMMY,6626,6,DUMMY,6440,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
121,2352311496,6564,6,DUMMY,6686,6,DUMMY,6632,6,DUMMY,6446,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
