Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,Retail price in %,Order by prio.,EU order by ABC,Padding #0,Purchase price,Padding #1,Padding #2,[DE descr. pos.],[DE descr. size],DE descr. str.,[ES descr. pos.],[ES descr. size],ES descr. str.,[FR descr. pos.],[FR descr. size],FR descr. str.,[GB descr. pos.],[GB descr. size],GB descr. str.
343,2352240792,110050,10,SISIKABAB,109866,10,SISIKABAB,110681,10,SISIKABAB,108699,10,SISIKABAB,0,35,-1,0,0,0,0,88345,12,CONVERT.\n,87869,12,CONVERT.\n,88262,12,CONVERT.\n,87207,17,CONVERT.\n------
344,2352240804,110060,6,Kabal,109876,6,Kabal,110691,6,Kabal,108709,6,Kabal,0,32,15,0,0,0,0,88357,74,"Fleisch eines Wüsten-Lasttiers, allseits als\nsehr schmackhaft angesehen.",87881,74,Carne de un animal de carga desértico.\nMuchos la consideren sabrosísima.,88274,89,"La viande d'une bête de somme du désert,\ncertains trouvent qu'elle est très savoureuse.",87224,82,"The meat of a desert beast of burden, it is\nconsidered by many to be very tasty."
345,2352240812,110066,7,Gentum,109882,7,Gentum,110697,7,Gentum,108715,7,Gentum,0,33,7,0,500,0,0,88431,98,Aromatische Frucht aus dem nördlichen Nasr. Ge-\nheimzutat bei der Zubereitung von Kabal-Spießen.,87955,88,Fragante fruta del Norte de Nasrad. Es un\ningrediente secreto de la brocheta de Kabal.,88363,92,Un fruit parfumé du nord de Nasr. Ingrédient\nsecret pour préparer les brochettes de Kabal.,87306,86,A fragrant fruit from northern Nasr.\nSecret ingredient used in making Kabal Skewers.
346,2352240820,110073,6,Khale,109889,6,Khale,110704,6,Khale,108722,6,Khale,0,34,16,0,0,0,0,88529,75,"Teures Gewürz, das im Osten angebaut wird.\nGeheimzutat von Kabal-Spießen.",88043,93,"Preciada especia, que crece en el Este y es\nun ingrediente secreto de la brocheta de Kabal.",88455,94,Épice onéreuse cultivée dans l'Est. Ingrédient\nsecret pour préparer les brochettes de Kabal.,87392,88,"An expensive spice, grown in the East.\nSecret ingredient used in making Kabal Skewers."
347,2352240828,110079,14,CHO SISIKABAB,109895,14,CHO SISIKABAB,110710,14,CHO SISIKABAB,108728,14,CHO SISIKABAB,0,36,-1,0,0,0,0,88604,12,CONVERT.\n,88136,12,CONVERT.\n,88549,12,CONVERT.\n,87480,17,CONVERT.\n------
348,2352240848,110093,11,Valua-Pass,109909,17,Pasaporte Valuan,110724,17,Passeport Valuan,108742,16,Valuan Passport,0,13,29,0,0,0,0,88616,89,"Pass, der für den Zugang zum Valua-Reich not-\nwendig ist. Geschenk eines Nasr-Händlers.",88148,86,Pasaporte necesario para entrar en el Imperio\nValuan. Un regalo de un mercader Nasr.,88561,88,Passeport nécéssaire pour entrer dans l'empire\nValuan. Offert par un marchand Nasrean.,87497,91,A passport necessary to enter the Valuan Empire.\nReceived from a Nasr merchant as a gift.
349,2352240864,110104,15,Mondsteinsprit,109926,15,Gasolina Lunar,110741,17,Pierre Carburant,108758,16,Moon Stone Fuel,0,15,18,0,0,0,0,88705,82,Verfeinerter Mondstein zum Antrieb eines\nSchiffes. Hans gab ihn Vyse in Horteka.,88234,93,Piedra Lunar refinada para usarse como gasolina\nde navío que Hans regaló a Vyse en Horteka.,88649,98,Pierre de Lune raffinée pour servir de carburant\naux navires. Hans l'a offerte à Vyse à Horteka.,87588,98,A Moon Stone refined for use as fuel for a ship.\nGiven to Vyse by Hans when they met in Horteka.
350,2352240880,110119,13,Claras Börse,109941,17,Cartera de Clara,110758,16,Bourse de Clara,108774,14,Clara's Purse,0,19,4,0,0,0,0,88787,69,"Hellrosa Börse mit Geld, das Aika und Fina von\nClara gegeben wurde.",88327,78,Cartera rosa brillante que guarda el dinero\nque Clara entrega a Aika y Fina.,88747,87,Un porte-monnaie rose fuchsia contenant de\nl'argent que Clara a donné à Aika et Fina.,87686,71,A bright pink purse containing money given to\nAika and Fina by Clara.
351,2352240896,110132,17,Book of Polarity,109958,15,Libro del Polo,110774,16,Livre Polarités,108788,17,Book of Polarity,0,27,2,0,0,0,0,88856,98,"Alter Yafutoma-Text, der den Prozess beschreibt,\ndurch den Schiffe hoch und tief fliegen können.",88405,98,Viejo texto Yafutoman que contiene instrucciones\npara conducir navíos a altas y bajas latitudes.,88834,93,Vieux texte Yafutoman décrivant les techniques\nde vol à très haute et très basse altitudes.,87757,98,An old Yafutoman text explaining the process of\nenabling ships to fly to high and low altitudes.
352,2352240916,110149,9,Velorium,109973,9,Velorium,110790,9,Velorium,108805,9,Velorium,0,29,30,0,0,0,0,88954,93,"Seltene Art von Metall, in Deep Sky anzutreffen.\nEin Vielfaches stärker als normaler Stahl.",88503,92,Extraño tipo de metal procedente del Cielo\nProfundo. Es mucho más resistente que el acero.,88927,92,Type de métal rare trouvé dans le Ciel Profond.\nBien plus solide que de l'acier ordinaire.,87855,86,A rare type of metal found in Deep Sky.\nIt is many times stronger than normal steel.
353,2352240916,110158,9,Velorium,109982,9,Velorium,110799,9,Velorium,108814,9,Velorium,0,30,31,0,0,0,0,89047,96,"Seltene Art von Metall, in Deep Sky anzutreffen.\nUm ein Vielfaches stärker als normaler Stahl.",88595,93,Extraño tipo de metal procedente del Cielo\nProfundo. Es mucho más resistente que el acero..,89019,89,Type de métal rare trouvé dans le Ciel Profond.\nBien plus solide que l'acier ordinaire.,87941,86,A rare type of metal found in Deep Sky.\nIt is many times stronger than normal steel.
354,2352240928,110167,13,SAISYUHEIKI3,109991,13,SAISYUHEIKI3,110808,13,SAISYUHEIKI3,108823,13,SAISYUHEIKI3,0,37,-1,0,0,0,0,89143,8,CUT.\n,88688,8,CUT.\n,89108,8,CUT.\n,88027,13,CUT.\n------
355,2352240940,110180,15,Hafenschlüssel,110004,13,Puerto Clave,110821,12,Clé du Port,108836,11,Harbor Key,0,25,14,0,0,0,0,89151,88,Kleiner Messingschlüssel zum Kaiserlichen Hafen\nvon Valua. Er hat eine Drachenprägung.,88696,93,Pequeña llave de bronce para acceder al puerto\ndel Imperio Valuan. Tiene un dragón tallado.,89116,81,Petite clé en cuivre du port Impérial Valuan.\nElle porte l'estampe d'un dragon.,88040,83,"A small, brass key to the Valuan Imperial\nharbor. It has a dragon embossed on it."
356,2352240952,110195,16,Magische Kanone,110017,13,Cañón Mágico,110833,14,Canon Magique,108847,13,Magic Cannon,0,14,17,0,0,0,0,89239,78,"Ein Kanonenaufsatz, durch den man Schüsse mit\nmagischer Kraft abfeuern kann.",88789,85,Artefacto que se añade a los cañones para\nefectuar disparos fortalecidos con Magia.,89197,89,Dispositif attaché aux canons qui leur permet\nde tirer des coups aux pouvoirs magiques.,88123,83,A device attached to cannons that allows them\nto fire shots empowered with magic.
357,2352240968,110211,5,Lohn,110030,9,Salarios,110847,9,Salaires,108860,6,Wages,0,20,32,0,0,0,0,89317,90,"Enthält die 5000 Goldstücke, die Aika und Fina\nin der Taverne von Nasrad verdient haben.",88874,94,Guarda las 5.000 unidades de oro que Fina y Aika\nganaron trabajando en la taberna de Nasrad.,89286,93,Contient 5 000 pièces d'or qu'Aika et Fina ont\ngagné en travaillant à la taverne de Nasrad.,88206,90,"Contains the 5,000 gold that Aika and Fina\nearned while working at the tavern in Nasrad."
358,2352240976,110216,15,Grapor-Fleisch,110039,16,Carne de Grapor,110856,16,Chair de Grapor,108866,12,Grapor Meat,0,18,10,0,0,0,0,89407,98,"Fleisch eines seltenen Fisches, des Grapor. Man\nfindet ihn nur in den Wäldern der Crescent Isle.",88968,89,"Carne de un extrano pez, el Grapor, que vive\nsolo en los bosques de la Isla de la Luna.",89379,92,"Chair du Grapor, un poisson rare. Ce poisson\nse trouve dans les forêts de l'île Croissant.",88296,95,"Meat from the rare fish, the Grapor. This fish\nis only found in the forests of Crescent Isle."
359,2352240988,110231,17,Domingos Papiere,110055,12,Certificado,110872,17,Titre de Domingo,108878,16,Domingo's Title,0,31,6,0,0,0,0,89505,88,"Ein  Zertifikat von Domingo, in dem er Vyse als\n“Hervorragenden Schatzjäger” ausweist.",89057,90,Un certificado de Domingo reconociendo a Vyse\ncomo “Extraordinario buscador de tesoros”.,89471,93,Certificat de Domingo proclamant Vyse comme\nétant un “Extraordinaire Chercheur de Trésors.”,88391,87,A certificate from Domingo proclaiming Vyse to\nbe a “Treasure Hunter Extraordinaire.”
360,2352241004,110248,11,DUMMYCLEAR,110067,11,DUMMYCLEAR,110889,11,DUMMYCLEAR,108894,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89593,9,DUMMY\n,89147,9,DUMMY\n,89564,9,DUMMY\n,88478,14,DUMMY\n------
361,2352241004,110259,11,DUMMYCLEAR,110078,11,DUMMYCLEAR,110900,11,DUMMYCLEAR,108905,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89602,9,DUMMY\n,89156,9,DUMMY\n,89573,9,DUMMY\n,88492,14,DUMMY\n------
362,2352241004,110270,11,DUMMYCLEAR,110089,11,DUMMYCLEAR,110911,11,DUMMYCLEAR,108916,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89611,9,DUMMY\n,89165,9,DUMMY\n,89582,9,DUMMY\n,88506,14,DUMMY\n------
363,2352241004,110281,11,DUMMYCLEAR,110100,11,DUMMYCLEAR,110922,11,DUMMYCLEAR,108927,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89620,9,DUMMY\n,89174,9,DUMMY\n,89591,9,DUMMY\n,88520,14,DUMMY\n------
364,2352241004,110292,11,DUMMYCLEAR,110111,11,DUMMYCLEAR,110933,11,DUMMYCLEAR,108938,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89629,9,DUMMY\n,89183,9,DUMMY\n,89600,9,DUMMY\n,88534,14,DUMMY\n------
365,2352241004,110303,11,DUMMYCLEAR,110122,11,DUMMYCLEAR,110944,11,DUMMYCLEAR,108949,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89638,9,DUMMY\n,89192,9,DUMMY\n,89609,9,DUMMY\n,88548,14,DUMMY\n------
366,2352241004,110314,11,DUMMYCLEAR,110133,11,DUMMYCLEAR,110955,11,DUMMYCLEAR,108960,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89647,9,DUMMY\n,89201,9,DUMMY\n,89618,9,DUMMY\n,88562,14,DUMMY\n------
367,2352241004,110325,11,DUMMYCLEAR,110144,11,DUMMYCLEAR,110966,11,DUMMYCLEAR,108971,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89656,9,DUMMY\n,89210,9,DUMMY\n,89627,9,DUMMY\n,88576,14,DUMMY\n------
368,2352241004,110336,11,DUMMYCLEAR,110155,11,DUMMYCLEAR,110977,11,DUMMYCLEAR,108982,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89665,9,DUMMY\n,89219,9,DUMMY\n,89636,9,DUMMY\n,88590,14,DUMMY\n------
369,2352241004,110347,11,DUMMYCLEAR,110166,11,DUMMYCLEAR,110988,11,DUMMYCLEAR,108993,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89674,9,DUMMY\n,89228,9,DUMMY\n,89645,9,DUMMY\n,88604,14,DUMMY\n------
370,2352241004,110358,11,DUMMYCLEAR,110177,11,DUMMYCLEAR,110999,11,DUMMYCLEAR,109004,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89683,9,DUMMY\n,89237,9,DUMMY\n,89654,9,DUMMY\n,88618,14,DUMMY\n------
371,2352241004,110369,11,DUMMYCLEAR,110188,11,DUMMYCLEAR,111010,11,DUMMYCLEAR,109015,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89692,9,DUMMY\n,89246,9,DUMMY\n,89663,9,DUMMY\n,88632,14,DUMMY\n------
372,2352241004,110380,11,DUMMYCLEAR,110199,11,DUMMYCLEAR,111021,11,DUMMYCLEAR,109026,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89701,9,DUMMY\n,89255,9,DUMMY\n,89672,9,DUMMY\n,88646,14,DUMMY\n------
373,2352241004,110391,11,DUMMYCLEAR,110210,11,DUMMYCLEAR,111032,11,DUMMYCLEAR,109037,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89710,9,DUMMY\n,89264,9,DUMMY\n,89681,9,DUMMY\n,88660,14,DUMMY\n------
374,2352241004,110402,11,DUMMYCLEAR,110221,11,DUMMYCLEAR,111043,11,DUMMYCLEAR,109048,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89719,9,DUMMY\n,89273,9,DUMMY\n,89690,9,DUMMY\n,88674,14,DUMMY\n------
375,2352241004,110413,11,DUMMYCLEAR,110232,11,DUMMYCLEAR,111054,11,DUMMYCLEAR,109059,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89728,9,DUMMY\n,89282,9,DUMMY\n,89699,9,DUMMY\n,88688,14,DUMMY\n------
376,2352241004,110424,11,DUMMYCLEAR,110243,11,DUMMYCLEAR,111065,11,DUMMYCLEAR,109070,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89737,9,DUMMY\n,89291,9,DUMMY\n,89708,9,DUMMY\n,88702,14,DUMMY\n------
377,2352241004,110435,11,DUMMYCLEAR,110254,11,DUMMYCLEAR,111076,11,DUMMYCLEAR,109081,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89746,9,DUMMY\n,89300,9,DUMMY\n,89717,9,DUMMY\n,88716,14,DUMMY\n------
378,2352241004,110446,11,DUMMYCLEAR,110265,11,DUMMYCLEAR,111087,11,DUMMYCLEAR,109092,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89755,9,DUMMY\n,89309,9,DUMMY\n,89726,9,DUMMY\n,88730,14,DUMMY\n------
379,2352241004,110457,11,DUMMYCLEAR,110276,11,DUMMYCLEAR,111098,11,DUMMYCLEAR,109103,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89764,9,DUMMY\n,89318,9,DUMMY\n,89735,9,DUMMY\n,88744,14,DUMMY\n------
380,2352241004,110468,11,DUMMYCLEAR,110287,11,DUMMYCLEAR,111109,11,DUMMYCLEAR,109114,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89773,9,DUMMY\n,89327,9,DUMMY\n,89744,9,DUMMY\n,88758,14,DUMMY\n------
381,2352241004,110479,11,DUMMYCLEAR,110298,11,DUMMYCLEAR,111120,11,DUMMYCLEAR,109125,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89782,9,DUMMY\n,89336,9,DUMMY\n,89753,9,DUMMY\n,88772,14,DUMMY\n------
382,2352241004,110490,11,DUMMYCLEAR,110309,11,DUMMYCLEAR,111131,11,DUMMYCLEAR,109136,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89791,9,DUMMY\n,89345,9,DUMMY\n,89762,9,DUMMY\n,88786,14,DUMMY\n------
383,2352241004,110501,11,DUMMYCLEAR,110320,11,DUMMYCLEAR,111142,11,DUMMYCLEAR,109147,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89800,9,DUMMY\n,89354,9,DUMMY\n,89771,9,DUMMY\n,88800,14,DUMMY\n------
384,2352241004,110512,11,DUMMYCLEAR,110331,11,DUMMYCLEAR,111153,11,DUMMYCLEAR,109158,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89809,9,DUMMY\n,89363,9,DUMMY\n,89780,9,DUMMY\n,88814,14,DUMMY\n------
