Entry ID,Entry US Name,Occasion Flags,[M],[B],[S],Effect ID,[Effect Name],Scope ID,[Scope Name],Consume%,Sell%,US Order 1,US Order 2,Buy,Pad 1,Pad 2,Effect Base,Element ID,[Element Name],Type ID,[Type Name],State ID,[State Name],State Miss%,[US Descr Pos],[US Descr Size],US Descr Str
251,復活２薬,0b0010,"",X,"",28,Revive With HP of 100%,1,Single PC,100,50,12,40,120,0,0,0,0,Green,0,Physical,-1,None,-1,0x2eb394,40,戦闘不能のキャラを必ず復活させます。\n
252,攻防ＵＰ薬,0b0010,"",X,"",21,Incr Attack & Defense,1,Single PC,100,50,13,12,40,0,0,0,0,Green,0,Physical,-1,None,-1,0x2eb3bc,32,パワーアップの状態になります。\n
253,素早さＵＰ薬,0b0010,"",X,"",20,Incr Quick,1,Single PC,100,50,14,26,40,0,0,0,0,Green,0,Physical,-1,None,-1,0x2eb3dc,36,スピードアップの状態になります。\n
254,ＨＰターン回復薬,0b0010,"",X,"",33,Regenerate,1,Single PC,100,50,15,3,160,0,0,4,0,Green,0,Physical,0,Poison,0,0x2eb400,36,ＨＰターン回復の状態になります。\n
255,手りゅう弾,0b0010,"",X,"",0,Damage,32,EC Square S3,100,50,78,78,20,0,0,200,1,Red,0,Physical,0,Poison,0,0x2eb424,16,カットです。\n
256,睡眠ガス弾,0b0010,"",X,"",69,Sleep + Damage,32,EC Square S3,100,50,79,79,40,0,0,400,3,Blue,0,Physical,3,Sleep,50,0x0,0,""
257,毒ガス弾,0b0010,"",X,"",4,Poison + Damage,32,EC Square S3,100,50,80,80,60,0,0,600,0,Green,0,Physical,0,Poison,50,0x0,0,""
258,Moonberry,0b0000,"","","",52,Learn S-Move,1,Single PC,100,0,16,33,5000,0,0,-1,-1,None,-1,None,0,Poison,0,0x2eb434,64,"A berry that, by eating it, allows you to learn\na super move!"
259,普通のエサ,0b0100,X,"","",53,Evolve Cupil,0,None,100,0,17,42,500,0,0,-1,-1,None,-1,None,0,Poison,0,0x2eb474,28,ファイナペットのえさです。\n
260,Power Berry,0b0100,X,"","",54,Grow Power,1,Single PC,100,1,18,37,3000,0,0,3,-1,None,-1,None,0,Poison,0,0x2eb490,84,"The berry of the Tree of Strength. By eating it,\nyour strength will increase by 3."
261,Mind Berry,0b0100,X,"","",55,Grow Will,1,Single PC,100,1,19,17,3000,0,0,3,-1,None,-1,None,0,Poison,0,0x2eb4e4,80,"The berry of the Tree of Wisdom. By eating it,\nyour energy will increase by 3."
262,Vigor Berry,0b0100,X,"","",56,Grow Vigor,1,Single PC,100,1,20,25,3000,0,0,3,-1,None,-1,None,0,Poison,0,0x2eb534,80,"The berry of the Tree of Health. By eating it,\nyour vigor will increase by 3."
263,Agile Berry,0b0100,X,"","",57,Grow Agile,1,Single PC,100,1,21,45,3000,0,0,1,-1,None,-1,None,0,Poison,0,0x2eb584,80,"The berry of the Tree of Grace. By eating it,\nyour speed will increase by 3."
264,Speed Berry,0b0100,X,"","",58,Grow Quick,1,Single PC,100,1,22,6,3000,0,0,3,-1,None,-1,None,0,Poison,0,0x2eb5d4,76,"The berry of the Tree of Time. By eating it,\nyour speed will increase by 3."
265,Life Berry,0b0100,X,"","",59,Grow MAXHP,1,Single PC,100,1,23,38,3000,0,0,30,-1,None,-1,None,0,Poison,0,0x2eb620,80,"The berry of the Tree of Life. By eating it,\nmaximum HP will increase by 30."
266,Magic Berry,0b0100,X,"","",60,Grow MAXMP,1,Single PC,100,1,24,44,3000,0,0,1,-1,None,-1,None,0,Poison,0,0x2eb670,84,"The berry of the Tree of Magic. By eating it,\nthe maximum MP will increase by 1."
267,炎の杖,0b0010,"",X,"",0,Damage,4,All ECs,0,10,25,43,200,0,0,200,1,Red,1,Magical,0,Poison,0,0x2eb6c4,56,Ж術の効果を封じ込めた杖です。\n何度か使うと壊れます。
268,爆炎の杖,0b0010,"",X,"",0,Damage,4,All ECs,10,10,26,36,600,0,0,600,1,Red,1,Magical,0,Poison,0,0x0,0,""
269,氷の杖,0b0010,"",X,"",0,Damage,3,Single EC,5,10,27,15,400,0,0,400,2,Purple,1,Magical,0,Poison,0,0x0,0,""
270,凍結の杖,0b0010,"",X,"",0,Damage,3,Single EC,15,10,28,34,800,0,0,800,2,Purple,1,Magical,0,Poison,0,0x0,0,""
271,波の杖,0b0010,"",X,"",0,Damage,33,EC Square S5,5,10,29,35,400,0,0,400,3,Blue,1,Magical,0,Poison,0,0x0,0,""
272,竜巻の杖,0b0010,"",X,"",0,Damage,34,EC Square S7,15,10,30,29,800,0,0,800,3,Blue,1,Magical,0,Poison,0,0x0,0,""
273,雷の杖,0b0010,"",X,"",0,Damage,36,EC Ray S1,0,10,31,10,200,0,0,200,4,Yellow,1,Magical,0,Poison,0,0x0,0,""
274,稲妻の杖,0b0010,"",X,"",0,Damage,37,EC Ray S3,10,10,32,7,600,0,0,600,4,Yellow,1,Magical,0,Poison,0,0x0,0,""
275,回復の杖,0b0010,"",X,"",31,Recover HP,1,Single PC,0,10,33,8,400,0,0,500,-1,None,-1,None,0,Poison,0,0x0,0,""
276,幸福の杖,0b0010,"",X,"",31,Recover HP,2,All PCs,10,10,34,14,600,0,0,1200,-1,None,-1,None,0,Poison,0,0x0,0,""
277,復活の杖,0b0010,"",X,"",28,Revive With HP of 100%,1,Single PC,25,10,35,41,800,0,0,0,0,Green,0,Physical,-1,None,-1,0x0,0,""
278,沈黙の杖,0b0010,"",X,"",12,Silence,3,Single EC,5,10,36,32,300,0,0,0,0,Green,0,Physical,5,Silence,60,0x0,0,""
279,混乱の杖,0b0010,"",X,"",11,Confusion,4,All ECs,15,10,37,16,600,0,0,0,0,Green,0,Physical,4,Confusion,60,0x0,0,""
280,脱力の杖,0b0010,"",X,"",26,Decr All Attr,3,Single EC,5,10,38,30,300,0,0,0,0,Green,0,Physical,8,Weak,40,0x0,0,""
281,睡眠の杖,0b0010,"",X,"",9,Sleep,4,All ECs,15,10,39,24,600,0,0,0,0,Green,0,Physical,3,Sleep,40,0x0,0,""
282,即死の杖,0b0010,"",X,"",6,Unconscious + Damage A,3,Single EC,25,10,40,27,1000,0,0,1,0,Green,-1,None,-1,None,-2,0x0,0,""
283,Bag of Spices,0b0000,"","","",-1,None,0,None,0,100,41,13,500,0,0,0,0,Green,0,Physical,0,Poison,0,0x2eb6fc,64,Special product of Shrine Island. It makes food\ntaste better.
284,金塊,0b0000,"","","",-1,None,0,None,0,100,42,11,2500,0,0,0,0,Green,0,Physical,0,Poison,0,0x2eb73c,28,金の塊です。高く売れます。\n
285,Sky Sardines,0b0000,"","","",-1,None,0,None,0,100,43,28,1,0,0,0,0,Green,0,Physical,0,Poison,0,0x2eb758,84,A type of fish that inhabits the Shrine Island\narea. It doesn't taste very good.
286,Red Sardines,0b0000,"","","",-1,None,0,None,0,100,44,4,1000,0,0,0,0,Green,0,Physical,0,Poison,0,0x2eb7ac,92,A fish that can be found  near the Shrine Island\narea. It is frequently used as medicine.
287,Flying Sunfish,0b0000,"","","",-1,None,0,None,0,100,45,34,2,0,0,0,0,Green,0,Physical,0,Poison,0,0x2eb808,92,"A fish that inhabits the Shrine Island area. The\ntaste of the fish is plain, but not bad."
288,Red Sunfish,0b0000,"","","",-1,None,0,None,0,100,46,5,5,0,0,0,0,Green,0,Physical,0,Poison,0,0x2eb864,88,A type of fish that inhabits the Shrine Island\narea. It is considered a gourmet dish.
289,うまいエサ,0b0100,X,"","",75,Evolve Cupil Now,0,None,100,0,47,47,3000,0,0,-1,-2,???,-1,None,0,Poison,0,0x0,0,""
290,まずいエサ,0b0100,X,"","",76,Reset Cupil,0,None,100,100,48,48,500,0,0,-1,-2,???,-1,None,0,Poison,0,0x0,0,""
291,ダミーアイテム,0b0000,"","","",-1,None,0,None,0,0,-1,-1,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x0,0,""
292,ダミーアイテム,0b0000,"","","",-1,None,0,None,0,0,-1,-1,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x0,0,""
293,ダミーアイテム,0b0000,"","","",-1,None,0,None,0,0,-1,-1,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x0,0,""
294,ダミーアイテム,0b0000,"","","",-1,None,0,None,0,0,-1,-1,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x0,0,""
295,ダミーアイテム,0b0000,"","","",-1,None,0,None,0,0,-1,-1,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x0,0,""
296,ダミーアイテム,0b0000,"","","",-1,None,0,None,0,0,-1,-1,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x0,0,""
297,ダミーアイテム,0b0000,"","","",-1,None,0,None,0,0,-1,-1,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x0,0,""
298,ダミーアイテム,0b0000,"","","",-1,None,0,None,0,0,-1,-1,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x0,0,""
299,ダミーアイテム,0b0000,"","","",-1,None,0,None,0,0,-1,-1,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x0,0,""
300,ダミーアイテム,0b0000,"","","",-1,None,0,None,0,0,-1,-1,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x0,0,""
301,ダミーアイテム,0b0000,"","","",-1,None,0,None,0,0,-1,-1,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x0,0,""
302,ダミーアイテム,0b0000,"","","",-1,None,0,None,0,0,-1,-1,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x0,0,""
303,ダミーアイテム,0b0000,"","","",-1,None,0,None,0,0,-1,-1,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x0,0,""
304,ダミーアイテム,0b0000,"","","",-1,None,0,None,0,0,-1,-1,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x0,0,""
305,ダミーアイテム,0b0000,"","","",-1,None,0,None,0,0,-1,-1,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x0,0,""
306,ダミーアイテム,0b0000,"","","",-1,None,0,None,0,0,-1,-1,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x0,0,""
307,ダミーアイテム,0b0000,"","","",-1,None,0,None,0,0,-1,-1,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x0,0,""
308,ダミーアイテム,0b0000,"","","",-1,None,0,None,0,0,-1,-1,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x0,0,""
309,ダミーアイテム,0b0000,"","","",-1,None,0,None,0,0,-1,-1,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x0,0,""
310,ダミーアイテム,0b0000,"","","",-1,None,0,None,0,0,-1,-1,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x0,0,""
311,ダミーアイテム,0b0000,"","","",-1,None,0,None,0,0,-1,-1,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x0,0,""
312,ダミーアイテム,0b0000,"","","",-1,None,0,None,0,0,-1,-1,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x0,0,""
313,ダミーアイテム,0b0000,"","","",-1,None,0,None,0,0,-1,-1,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x0,0,""
314,ダミーアイテム,0b0000,"","","",-1,None,0,None,0,0,-1,-1,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x0,0,""
315,ダミーアイテム,0b0000,"","","",-1,None,0,None,0,0,-1,-1,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x0,0,""
316,ダミーアイテム,0b0000,"","","",-1,None,0,None,0,0,-1,-1,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x0,0,""
317,ダミーアイテム,0b0000,"","","",-1,None,0,None,0,0,-1,-1,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x0,0,""
318,ダミーアイテム,0b0000,"","","",-1,None,0,None,0,0,-1,-1,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x0,0,""
319,ダミーアイテム,0b0000,"","","",-1,None,0,None,0,0,-1,-1,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x0,0,""
