Entry ID,Entry US Name,Occasion Flags,[M],[B],[S],Ship Eff ID,[Ship Eff Name],Ship Eff Turns,Consume%,Pad 1,Pad 2,Pad 3,Buy,Pad 4,Pad 5,Sell%,US Order 1,US Order 2,Pad 6,Ship Eff Base,Element ID,[Element Name],Unk 1,Unk 2,Hit%,[US Descr Pos],[US Descr Size],US Descr Str
496,キャプテンマーク,0b0100,X,"","",115,Grow All Attr,-1,100,0,0,0,100,0,0,50,16,16,0,0,0,Green,0,0,0,0x2ed1d4,44,船の能力が上がる。\n船乗りの誇りと魂の紋章。
497,アパワックス,0b0001,"","",X,105,Incr Attack + Defense,2,100,0,0,0,500,0,0,50,17,17,0,0,0,Green,0,0,0,0x2ed200,68,砲の攻撃力を上げる。\n砲身内の摩擦を防ぎ、威力のある弾を発射するぞ。
498,アポスワックス,0b0001,"","",X,105,Incr Attack + Defense,4,100,0,0,0,1500,0,0,50,18,18,0,0,0,Green,0,0,0,0x2ed244,64,砲の攻撃力を上げる。\n砲身の摩擦を防ぐ効果が長時間持続するぞ。
499,クイッカワックス,0b0001,"","",X,104,Incr Quick,4,100,0,0,0,1500,0,0,50,19,19,0,0,0,Green,0,0,0,0x2ed284,72,船のスピードが上がる。\nエンジン内の空気循環をあげ、出力が安定するぞ。
500,ハイブリワックス,0b0001,"","",X,108,Incr All Attr,4,100,0,0,0,3500,0,0,50,20,20,0,0,0,Green,0,0,0,0x2ed2cc,60,船の能力が上昇する。\n船の動力部のあらゆる所に使用できるぞ。
501,熱源センサー,0b0001,"","",X,112,Incr Critical%,0,100,0,0,0,6000,0,0,50,21,21,0,0,0,Green,0,0,0,0x2ed308,64,クリティカルがでやすくなる。\nセンサーが的確に弱点を捉えるぞ。
502,舵のグリス,0b0001,"","",X,113,Consume SP by 50%,0,100,0,0,0,5000,0,0,50,22,22,0,0,0,Green,0,0,0,0x2ed348,72,ガッツが減りにくくなる。\n舵の操作性が上がり、取り回ししやすくなるぞ。
503,機関オイル,0b0001,"","",X,114,Recover SP by 200%,0,100,0,0,0,5000,0,0,50,23,23,0,0,0,Green,0,0,0,0x2ed390,72,ガッツ回復量が２倍になる。\n機関部分の出力が安定し、操作性が上がるぞ。
504,ライトウェイト,0b0001,"","",X,111,Incr First Strike%,0,100,0,0,0,1000,0,0,50,24,24,0,0,0,Green,0,0,0,0x2ed3d8,60,必ず先制できる。\n船を一時的に軽量化し攻撃しやすくなるぞ。
505,ヘクサバリア,0b0001,"","",X,109,Block Attack,0,100,0,0,0,20000,0,0,50,25,25,0,0,0,Green,0,0,0,0x2ed414,72,相手の攻撃を無効化する。\n船の周りに力場を作り、あらゆる攻撃を防ぐぞ。
506,ヘクサフォース,0b0001,"","",X,110,Block Magic,0,100,0,0,0,15000,0,0,50,26,26,0,0,0,Green,0,0,0,0x2ed45c,68,敵のЖ術を無効化する。\n船の周りに力場を作り、あらゆるЖ術を防ぐぞ。
507,おおきな金塊,0b0000,"","","",-1,None,-1,-1,0,0,0,50000,0,0,100,27,27,0,0,0,Green,0,0,0,0x2ed4a0,68,高値で取り引きされる。\n使い道はないが、売ればお金持ちになれるぞ。
508,水晶玉,0b0000,"","","",-1,None,-1,-1,0,0,0,50000,0,0,100,28,28,0,0,0,Green,0,0,0,0x2ed4e4,8,予備\n
509,資材０,0b0101,X,"",X,100,Recover HP,-1,100,0,0,0,100,0,0,50,29,29,0,0,0,Green,0,0,0,0x2ed4ec,48,Increases the attack power of all your\ncannons.
