Entry ID,Entry US Name,PS Flags,[L1],[L2],[D1],[D2],[D3],Type ID,[Type Name],Element ID,[Element Name],Attack,Hit%,Limit,SP,Trait ID,[Trait Name],Pad 1,Trait Value,Pad 2,Pad 3,Buy,Pad 4,Pad 5,Sell%,US Order 1,US Order 2,Pad 6,[US Descr Pos],[US Descr Size],US Descr Str
416,１０インチ副砲改,0b00001110,"","",X,X,X,1,Sec Cannon,6,Neutral,420,350,3,2,-1,None,0,0,0,0,1400,0,0,50,16,16,0,0x2ec044,60,新鋭艦の副砲。\nバルアの新鋭艦に装備されているものと同じ。
417,１２インチ副砲改,0b00001110,"","",X,X,X,1,Sec Cannon,6,Neutral,450,380,2,3,-1,None,0,0,0,0,1600,0,0,50,17,17,0,0x2ec080,48,戦艦タイプ用副砲。\n長時間の速射に耐えられる砲。
418,３尺副砲,0b00001110,"","",X,X,X,1,Sec Cannon,6,Neutral,480,400,3,4,-1,None,0,0,0,0,1800,0,0,50,18,18,0,0x2ec0b0,44,戦艦タイプ用副砲。\n広範囲に乱射できる砲。
419,５尺副砲,0b00001010,"","",X,"",X,1,Sec Cannon,6,Neutral,500,380,2,4,-1,None,0,0,0,0,0,0,0,0,19,19,0,0x2ec0dc,40,戦艦タイプ用副砲。\n主砲並の威力がある。
420,Sparrow Torpedo,0b00110000,X,X,"","","",2,Torpedo,6,Neutral,380,90,2,3,-1,None,0,0,0,0,300,0,0,50,20,20,0,0x2ec104,56,This topedo cannon can be equipped by the\nLittle Jack.
421,カープス魚雷,0b00111110,X,X,X,X,X,2,Torpedo,6,Neutral,420,80,2,10,3,MagDef,0,20,0,0,400,0,0,50,21,21,0,0x2ec13c,52,リトルジャックが装備できる魚雷。\n効果範囲が広い。
422,バッファロー魚雷,0b00111110,X,X,X,X,X,2,Torpedo,6,Neutral,480,100,2,10,-1,None,0,0,0,0,400,0,0,50,22,22,0,0x2ec170,52,リトルジャックが装備できる魚雷。\n比較的威力が強い。
423,ホーク魚雷,0b00111110,X,X,X,X,X,2,Torpedo,0,Green,500,120,3,10,-1,None,0,0,0,0,400,0,0,50,23,23,0,0x2ec1a4,72,リトルジャックが装備できる魚雷。\nバルアの最新艦に装備されるはずの砲。
424,イーグル魚雷,0b00001110,"","",X,X,X,2,Torpedo,6,Neutral,510,140,2,10,-1,None,0,0,0,0,400,0,0,50,24,24,0,0x2ec1ec,68,リトルジャックが装備できる魚雷。\n特殊合板を使用し、大口径化を実現。
425,タイガー魚雷,0b00001110,"","",X,X,X,2,Torpedo,6,Neutral,540,180,3,10,-1,None,0,0,0,0,400,0,0,50,25,25,0,0x2ec230,68,バルアの新鋭艦用魚雷。\nバルアの新鋭艦に装備されているものと同じ。
426,大蛇の魚雷,0b00001110,"","",X,X,X,2,Torpedo,6,Neutral,580,190,2,10,-1,None,0,0,0,0,400,0,0,50,26,26,0,0x2ec274,64,戦艦タイプの艦に装備できる魚雷\n照準が合わせやすく命中しやすい。
427,ジャイアント魚雷,0b00001110,"","",X,X,X,2,Torpedo,6,Neutral,600,190,3,10,-1,None,0,0,0,0,400,0,0,50,27,27,0,0x2ec2b4,56,戦艦タイプの艦に装備できる魚雷\n飛距離が長く威力が高い。
428,ホエール魚雷,0b00001110,"","",X,X,X,2,Torpedo,6,Neutral,620,200,3,10,-1,None,0,0,0,0,400,0,0,50,28,28,0,0x2ec2ec,60,戦艦タイプの艦に装備できる魚雷\n飛距離は短いが威力が高い。
429,ドラゴン魚雷,0b00001010,"","",X,"",X,2,Torpedo,6,Neutral,630,190,2,10,-1,None,0,0,0,0,400,0,0,50,29,29,0,0x2ec328,64,戦艦タイプの艦に装備できる魚雷\n飛距離と威力の両方を追求した砲。
430,Harpoon Cannon,0b00100000,X,"","","","",3,Special,6,Neutral,600,999,0,30,-1,None,0,0,0,0,0,0,0,0,30,30,0,0x2ec368,92,Equipped on the front of the Little Jack\ncapable of delivering massive amounts of damage.
431,デルフィナス砲,0b00001110,"","",X,X,X,3,Special,6,Neutral,999,999,0,50,-1,None,0,0,0,0,0,0,0,0,31,31,0,0x2ec3c4,76,月Ж石エネルギー変換砲を発射。\n船の全出力を稼動させエネルギー弾を発射する。
432,ジェドキャノン,0b00001110,"","",X,X,X,0,Main Cannon,5,Silver,750,999,0,15,-1,None,0,0,0,0,50000,0,0,100,32,32,0,0x2ec410,60,最強の主砲。\n銀の月Ж石のエネルギーを収束させて発射する。
433,ジェドーガン,0b00001110,"","",X,X,X,1,Sec Cannon,5,Silver,600,999,3,5,-1,None,0,0,0,0,50000,0,0,100,33,33,0,0x2ec44c,60,最強の副砲。\n銀の月Ж石のエネルギーを収束させて発射する。
434,ジェドトゥーピド,0b00001110,"","",X,X,X,2,Torpedo,5,Silver,700,999,3,10,-1,None,0,0,0,0,50000,0,0,100,34,34,0,0x2ec488,60,最強の魚雷。\n銀の月Ж石のエネルギーを収束させて発射する。
435,バーンキャノン,0b00001110,"","",X,X,X,0,Main Cannon,1,Red,550,350,0,18,-1,None,0,0,0,0,1000,0,0,50,35,35,0,0x2ec4c4,28,旋回主砲。\n赤の効果がある。
436,ウェブガン,0b00001110,"","",X,X,X,1,Sec Cannon,4,Yellow,450,380,3,10,-1,None,0,0,0,0,1000,0,0,50,36,36,0,0x2ec4e0,36,戦艦タイプ用副砲。\n青の効果がある。
437,ボルト魚雷,0b00001110,"","",X,X,X,2,Torpedo,6,Neutral,500,280,3,15,-1,None,0,0,0,0,1000,0,0,50,37,37,0,0x2ec504,52,デルフィナスが装備できる長距離砲。\n黄の効果がある。
438,ロックキャノン,0b00111110,X,X,X,X,X,0,Main Cannon,2,Purple,550,300,0,5,-1,None,0,0,0,0,1000,0,0,50,38,38,0,0x2ec538,68,戦艦タイプの旋回主砲。\n威力は高いが命中させるのに熟練の腕が必要。
439,ストレングガン,0b00111110,X,X,X,X,X,1,Sec Cannon,3,Blue,410,100,2,15,-1,None,0,0,0,0,1000,0,0,50,39,39,0,0x2ec57c,60,戦艦タイプ用副砲。\n効果範囲が狭く命中率が低いが威力が高い。
