Entry ID,[Filter],[ES ID],[ES Name],Turn ID,Phase ID,Cond ID,[Cond Name],Cond Param ID,[Cond Param Name],T1 Type ID,[T1 Type Name],T1 Arm ID,[T1 Arm Name],T1 Param ID,[T1 Param Name],T1 Arm Dur,T2 Type ID,[T2 Type Name],T2 Arm ID,[T2 Arm Name],T2 Param ID,[T2 Param Name],T2 Arm Dur
25,R503A.BIN,21,Black Pirates,6,1,3,Rating,50,%,2,Focus,-1,None,0,Focus,0,4,Nothing,-1,None,0,Awaiting Orders,0
26,R503A.BIN,21,Black Pirates,6,2,-1,None,0,None,0,Attack,1,Black Cannon,-1,None,3,0,Attack,2,Black Torpedo,-1,None,3
27,R503A.BIN,21,Black Pirates,6,3,1,ES HP ≤,80,%,0,Attack,0,Black Cannon,-1,None,0,2,Focus,-1,None,0,Focus,0
28,R503A.BIN,21,Black Pirates,7,0,3,Rating,20,%,2,Focus,-1,None,0,Focus,0,0,Attack,0,Black Torpedo,-1,None,0
29,R503A.BIN,21,Black Pirates,7,1,-1,None,0,None,0,Attack,1,Black Cannon,-1,None,3,0,Attack,1,Black Torpedo,-1,None,3
30,R503A.BIN,21,Black Pirates,7,2,1,ES HP ≤,50,%,0,Attack,0,Black Cannon,-1,None,0,4,Nothing,-1,None,0,Awaiting Orders,0
31,R503A.BIN,21,Black Pirates,7,3,-1,None,0,None,0,Attack,0,Black Cannon,-1,None,0,0,Attack,0,Black Torpedo,-1,None,0
0,R506A.BIN,24,Recumen,0,0,-1,None,0,None,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,Red Ray,-1,None,0
1,R506A.BIN,24,Recumen,0,1,-1,None,0,None,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,Red Ray,-1,None,0
2,R506A.BIN,24,Recumen,0,2,-1,None,0,None,2,Focus,-1,None,2,Preparing Attack,0,0,Attack,0,Red Ray,-1,None,0
3,R506A.BIN,24,Recumen,0,3,9,PS Phase Actions ≥ 2 or Used S-Cannon?,0,None,4,Nothing,-1,None,4,Red Ray,0,0,Attack,0,Red Ray,-1,None,0
4,R506A.BIN,24,Recumen,1,0,-1,None,0,None,2,Focus,-1,None,2,Preparing Attack,0,0,Attack,0,Red Ray,-1,None,0
5,R506A.BIN,24,Recumen,1,1,9,PS Phase Actions ≥ 2 or Used S-Cannon?,0,None,4,Nothing,-1,None,4,Red Ray,0,0,Attack,0,Red Ray,-1,None,0
6,R506A.BIN,24,Recumen,1,2,-1,None,0,None,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,Red Ray,-1,None,0
7,R506A.BIN,24,Recumen,1,3,-1,None,0,None,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,Red Ray,-1,None,0
8,R506A.BIN,24,Recumen,2,0,-1,None,0,None,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,Red Ray,-1,None,0
9,R506A.BIN,24,Recumen,2,1,-1,None,0,None,2,Focus,-1,None,2,Preparing Attack,0,0,Attack,0,Red Ray,-1,None,0
10,R506A.BIN,24,Recumen,2,2,9,PS Phase Actions ≥ 2 or Used S-Cannon?,0,None,4,Nothing,-1,None,4,Red Ray,0,0,Attack,0,Red Ray,-1,None,0
11,R506A.BIN,24,Recumen,2,3,-1,None,0,None,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,Red Ray,-1,None,0
12,R506A.BIN,24,Recumen,3,0,-1,None,0,None,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,Red Ray,-1,None,0
13,R506A.BIN,24,Recumen,3,1,-1,None,0,None,2,Focus,-1,None,2,Preparing Attack,0,0,Attack,0,Red Ray,-1,None,0
14,R506A.BIN,24,Recumen,3,2,9,PS Phase Actions ≥ 2 or Used S-Cannon?,0,None,4,Nothing,-1,None,4,Red Ray,0,0,Attack,0,Red Ray,-1,None,0
15,R506A.BIN,24,Recumen,3,3,-1,None,0,None,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,Red Ray,-1,None,0
16,R506A.BIN,24,Recumen,4,0,-1,None,0,None,2,Focus,-1,None,2,Preparing Attack,0,0,Attack,0,Red Ray,-1,None,0
17,R506A.BIN,24,Recumen,4,1,9,PS Phase Actions ≥ 2 or Used S-Cannon?,0,None,4,Nothing,-1,None,4,Red Ray,0,0,Attack,0,Red Ray,-1,None,0
18,R506A.BIN,24,Recumen,4,2,-1,None,0,None,2,Focus,-1,None,2,Preparing Attack,0,0,Attack,0,Red Ray,-1,None,0
19,R506A.BIN,24,Recumen,4,3,9,PS Phase Actions ≥ 2 or Used S-Cannon?,0,None,4,Nothing,-1,None,4,Red Ray,0,0,Attack,0,Red Ray,-1,None,0
20,R506A.BIN,24,Recumen,5,0,-1,None,0,None,2,Focus,-1,None,2,Preparing Attack,0,0,Attack,0,Red Ray,-1,None,0
21,R506A.BIN,24,Recumen,5,1,9,PS Phase Actions ≥ 2 or Used S-Cannon?,0,None,4,Nothing,-1,None,4,Red Ray,0,0,Attack,0,Red Ray,-1,None,0
22,R506A.BIN,24,Recumen,5,2,-1,None,0,None,2,Focus,-1,None,2,Preparing Attack,0,0,Attack,0,Red Ray,-1,None,0
23,R506A.BIN,24,Recumen,5,3,9,PS Phase Actions ≥ 2 or Used S-Cannon?,0,None,4,Nothing,-1,None,4,Red Ray,0,0,Attack,0,Red Ray,-1,None,0
0,R507A.BIN,11,Lynx,0,0,-1,None,0,None,1,Magic,-1,None,0,Increm,0,0,Attack,0,Lynx Subcannon,-1,None,0
1,R507A.BIN,11,Lynx,0,1,-1,None,0,None,1,Magic,-1,None,23,Pyri,0,0,Attack,0,Lynx Subcannon,-1,None,0
2,R507A.BIN,11,Lynx,0,2,-1,None,0,None,2,Focus,-1,None,1,Taking Aim,0,0,Attack,0,Lynx Subcannon,-1,None,0
3,R507A.BIN,11,Lynx,0,3,0,PS HP ≤,50,%,1,Magic,-1,None,23,Pyri,0,1,Magic,-1,None,22,Wevlen,0
4,R507A.BIN,11,Lynx,1,0,1,ES HP ≤,50,%,0,Attack,0,Lynx Cannon,-1,None,0,1,Magic,-1,None,23,Pyri,0
5,R507A.BIN,11,Lynx,1,1,-1,None,0,None,0,Attack,2,Lynx Cannon,-1,None,1,0,Attack,0,Lynx Subcannon,-1,None,0
6,R507A.BIN,11,Lynx,1,2,1,ES HP ≤,50,%,0,Attack,0,Lynx Cannon,-1,None,0,1,Magic,-1,None,22,Wevlen,0
7,R507A.BIN,11,Lynx,1,3,-1,None,0,None,3,Guard,-1,None,-1,None,0,0,Attack,0,Lynx Subcannon,-1,None,0
8,R507A.BIN,11,Lynx,2,0,-1,None,0,None,0,Attack,1,Lynx Cannon,-1,None,2,0,Attack,0,Lynx Subcannon,-1,None,0
9,R507A.BIN,11,Lynx,2,1,-1,None,0,None,0,Attack,2,Lynx Cannon,-1,None,1,0,Attack,0,Lynx Subcannon,-1,None,0
10,R507A.BIN,11,Lynx,2,2,1,ES HP ≤,50,%,0,Attack,0,Lynx Cannon,-1,None,0,1,Magic,-1,None,22,Wevlen,0
11,R507A.BIN,11,Lynx,2,3,1,ES HP ≤,30,%,1,Magic,-1,None,6,Sacri,0,3,Guard,-1,None,-1,None,0
12,R507A.BIN,11,Lynx,3,0,-1,None,0,None,0,Attack,1,Lynx Cannon,-1,None,2,0,Attack,0,Lynx Subcannon,-1,None,0
13,R507A.BIN,11,Lynx,3,1,-1,None,0,None,0,Attack,2,Lynx Cannon,-1,None,1,0,Attack,0,Lynx Subcannon,-1,None,0
14,R507A.BIN,11,Lynx,3,2,1,ES HP ≤,50,%,0,Attack,0,Lynx Cannon,-1,None,0,1,Magic,-1,None,22,Wevlen,0
15,R507A.BIN,11,Lynx,3,3,1,ES HP ≤,30,%,1,Magic,-1,None,6,Sacri,0,1,Magic,-1,None,0,Increm,0
16,R507A.BIN,11,Lynx,4,0,-1,None,0,None,0,Attack,1,Lynx Cannon,-1,None,2,0,Attack,0,Lynx Subcannon,-1,None,0
17,R507A.BIN,11,Lynx,4,1,-1,None,0,None,4,Nothing,-1,None,1,Target Lost,0,0,Attack,0,Lynx Subcannon,-1,None,0
18,R507A.BIN,11,Lynx,4,2,-1,None,0,None,0,Attack,2,Lynx Cannon,-1,None,1,0,Attack,0,Lynx Subcannon,-1,None,0
19,R507A.BIN,11,Lynx,4,3,1,ES HP ≤,50,%,0,Attack,0,Lynx Cannon,-1,None,0,1,Magic,-1,None,23,Pyri,0
20,R507A.BIN,11,Lynx,5,0,1,ES HP ≤,30,%,1,Magic,-1,None,6,Sacri,0,1,Magic,-1,None,0,Increm,0
21,R507A.BIN,11,Lynx,5,1,-1,None,0,None,0,Attack,2,Lynx Cannon,-1,None,2,0,Attack,0,Lynx Subcannon,-1,None,0
22,R507A.BIN,11,Lynx,5,2,-1,None,0,None,0,Attack,1,Lynx Cannon,-1,None,1,0,Attack,0,Lynx Subcannon,-1,None,0
23,R507A.BIN,11,Lynx,5,3,1,ES HP ≤,50,%,0,Attack,0,Lynx Cannon,-1,None,0,1,Magic,-1,None,23,Pyri,0
24,R507A.BIN,11,Lynx,6,0,-1,None,0,None,2,Focus,-1,None,1,Taking Aim,0,0,Attack,0,Lynx Subcannon,-1,None,0
25,R507A.BIN,11,Lynx,6,1,-1,None,0,None,0,Attack,1,Lynx Cannon,-1,None,2,0,Attack,0,Lynx Subcannon,-1,None,0
26,R507A.BIN,11,Lynx,6,2,-1,None,0,None,0,Attack,2,Lynx Cannon,-1,None,1,0,Attack,0,Lynx Subcannon,-1,None,0
27,R507A.BIN,11,Lynx,6,3,1,ES HP ≤,50,%,0,Attack,0,Lynx Cannon,-1,None,0,1,Magic,-1,None,22,Wevlen,0
28,R507A.BIN,11,Lynx,7,0,-1,None,0,None,2,Focus,-1,None,1,Taking Aim,0,0,Attack,0,Lynx Subcannon,-1,None,0
29,R507A.BIN,11,Lynx,7,1,-1,None,0,None,0,Attack,2,Lynx Cannon,-1,None,2,0,Attack,0,Lynx Subcannon,-1,None,0
30,R507A.BIN,11,Lynx,7,2,-1,None,0,None,0,Attack,1,Lynx Cannon,-1,None,1,0,Attack,0,Lynx Subcannon,-1,None,0
31,R507A.BIN,11,Lynx,7,3,1,ES HP ≤,50,%,0,Attack,0,Lynx Cannon,-1,None,0,1,Magic,-1,None,22,Wevlen,0
32,R507A.BIN,11,Lynx,8,0,-1,None,0,None,0,Attack,1,Lynx Cannon,-1,None,2,0,Attack,0,Lynx Subcannon,-1,None,0
33,R507A.BIN,11,Lynx,8,1,-1,None,0,None,4,Nothing,-1,None,1,Target Lost,0,0,Attack,0,Lynx Subcannon,-1,None,0
34,R507A.BIN,11,Lynx,8,2,-1,None,0,None,0,Attack,2,Lynx Cannon,-1,None,1,0,Attack,0,Lynx Subcannon,-1,None,0
35,R507A.BIN,11,Lynx,8,3,1,ES HP ≤,50,%,0,Attack,0,Lynx Cannon,-1,None,0,1,Magic,-1,None,23,Pyri,0
0,R509A.BIN,12,Chameleon,0,0,3,Rating,30,%,4,Nothing,-1,None,0,Awaiting Orders,0,0,Attack,2,Type D Subcannon,-1,None,3
1,R509A.BIN,12,Chameleon,0,1,3,Rating,80,%,4,Nothing,-1,None,0,Awaiting Orders,0,3,Guard,-1,None,-1,None,0
2,R509A.BIN,12,Chameleon,0,2,3,Rating,40,%,4,Nothing,-1,None,0,Awaiting Orders,0,2,Focus,-1,None,0,Focus,0
3,R509A.BIN,12,Chameleon,0,3,3,Rating,20,%,4,Nothing,-1,None,0,Awaiting Orders,0,0,Attack,1,Type D Subcannon,-1,None,0
4,R509A.BIN,12,Chameleon,1,0,-1,None,0,None,0,Attack,2,Revolver Cannon,-1,None,3,0,Attack,2,Type D Subcannon,-1,None,3
5,R509A.BIN,12,Chameleon,1,1,-1,None,0,None,0,Attack,1,Revolver Cannon,-1,None,2,0,Attack,1,Type D Subcannon,-1,None,2
6,R509A.BIN,12,Chameleon,1,2,-1,None,0,None,2,Focus,-1,None,0,Focus,0,2,Focus,-1,None,0,Focus,0
7,R509A.BIN,12,Chameleon,1,3,-1,None,0,None,3,Guard,-1,None,-1,None,0,3,Guard,-1,None,-1,None,0
8,R509A.BIN,12,Chameleon,2,0,-1,None,0,None,2,Focus,-1,None,0,Focus,0,2,Focus,-1,None,0,Focus,0
9,R509A.BIN,12,Chameleon,2,1,-1,None,0,None,2,Focus,-1,None,0,Focus,0,2,Focus,-1,None,0,Focus,0
10,R509A.BIN,12,Chameleon,2,2,-1,None,0,None,0,Attack,0,Revolver Cannon,-1,None,0,0,Attack,0,Type D Subcannon,-1,None,0
11,R509A.BIN,12,Chameleon,2,3,-1,None,0,None,0,Attack,3,Revolver Cannon,-1,None,0,0,Attack,3,Type D Subcannon,-1,None,0
12,R509A.BIN,12,Chameleon,3,0,-1,None,0,None,2,Focus,-1,None,0,Focus,0,2,Focus,-1,None,0,Focus,0
13,R509A.BIN,12,Chameleon,3,1,-1,None,0,None,2,Focus,-1,None,0,Focus,0,2,Focus,-1,None,0,Focus,0
14,R509A.BIN,12,Chameleon,3,2,-1,None,0,None,4,Nothing,-1,None,1,Target Lost,0,4,Nothing,-1,None,0,Awaiting Orders,0
15,R509A.BIN,12,Chameleon,3,3,-1,None,0,None,4,Nothing,-1,None,1,Target Lost,0,4,Nothing,-1,None,0,Awaiting Orders,0
16,R509A.BIN,12,Chameleon,4,0,3,Rating,50,%,2,Focus,-1,None,0,Focus,0,4,Nothing,-1,None,0,Awaiting Orders,0
17,R509A.BIN,12,Chameleon,4,1,-1,None,0,None,0,Attack,1,Revolver Cannon,-1,None,3,0,Attack,1,Type D Subcannon,-1,None,3
18,R509A.BIN,12,Chameleon,4,2,-1,None,0,None,0,Attack,2,Revolver Cannon,-1,None,1,0,Attack,3,Type D Subcannon,-1,None,1
19,R509A.BIN,12,Chameleon,4,3,3,Rating,50,%,2,Focus,-1,None,0,Focus,0,4,Nothing,-1,None,0,Awaiting Orders,0
20,R509A.BIN,12,Chameleon,5,0,-1,None,0,None,2,Focus,-1,None,0,Focus,0,2,Focus,-1,None,0,Focus,0
21,R509A.BIN,12,Chameleon,5,1,-1,None,0,None,2,Focus,-1,None,0,Focus,0,2,Focus,-1,None,0,Focus,0
22,R509A.BIN,12,Chameleon,5,2,-1,None,0,None,0,Attack,0,Revolver Cannon,-1,None,0,0,Attack,0,Type D Subcannon,-1,None,0
23,R509A.BIN,12,Chameleon,5,3,-1,None,0,None,0,Attack,3,Revolver Cannon,-1,None,0,0,Attack,3,Type D Subcannon,-1,None,0
24,R509A.BIN,12,Chameleon,6,0,-1,None,0,None,2,Focus,-1,None,0,Focus,0,2,Focus,-1,None,0,Focus,0
25,R509A.BIN,12,Chameleon,6,1,-1,None,0,None,2,Focus,-1,None,0,Focus,0,2,Focus,-1,None,0,Focus,0
26,R509A.BIN,12,Chameleon,6,2,-1,None,0,None,4,Nothing,-1,None,1,Target Lost,0,4,Nothing,-1,None,0,Awaiting Orders,0
27,R509A.BIN,12,Chameleon,6,3,-1,None,0,None,4,Nothing,-1,None,1,Target Lost,0,4,Nothing,-1,None,0,Awaiting Orders,0
28,R509A.BIN,12,Chameleon,7,0,-1,None,0,None,4,Nothing,-1,None,0,Awaiting Orders,0,4,Nothing,-1,None,0,Awaiting Orders,0
29,R509A.BIN,12,Chameleon,7,1,-1,None,0,None,0,Attack,2,Revolver Cannon,-1,None,3,0,Attack,2,Type D Subcannon,-1,None,3
30,R509A.BIN,12,Chameleon,7,2,-1,None,0,None,0,Attack,1,Revolver Cannon,-1,None,2,0,Attack,1,Type D Subcannon,-1,None,2
31,R509A.BIN,12,Chameleon,7,3,-1,None,0,None,4,Nothing,-1,None,0,Awaiting Orders,0,4,Nothing,-1,None,0,Awaiting Orders,0
0,R510A.BIN,4,Valuan Gunboat,0,0,0,PS HP ≤,50,%,4,Nothing,-1,None,-1,None,0,1,Magic,-1,None,23,Pyri,0
1,R510A.BIN,4,Valuan Gunboat,0,1,0,PS HP ≤,20,%,4,Nothing,-1,None,-1,None,0,1,Magic,-1,None,23,Pyri,0
2,R510A.BIN,4,Valuan Gunboat,0,2,3,Rating,30,%,3,Guard,-1,None,0,Evasive Action,0,2,Focus,-1,None,0,Focus,0
3,R510A.BIN,4,Valuan Gunboat,0,3,3,Rating,10,%,3,Guard,-1,None,0,Evasive Action,0,0,Attack,1,Heavy Subcannon,-1,None,0
4,R510A.BIN,4,Valuan Gunboat,1,0,0,PS HP ≤,20,%,4,Nothing,-1,None,-1,None,0,1,Magic,-1,None,23,Pyri,0
5,R510A.BIN,4,Valuan Gunboat,1,1,1,ES HP ≤,40,%,1,Magic,-1,None,6,Sacri,0,0,Attack,0,Heavy Subcannon,-1,None,0
6,R510A.BIN,4,Valuan Gunboat,1,2,3,Rating,30,%,3,Guard,-1,None,0,Evasive Action,0,4,Nothing,-1,None,-1,None,0
7,R510A.BIN,4,Valuan Gunboat,1,3,3,Rating,30,%,3,Guard,-1,None,0,Evasive Action,0,1,Magic,-1,None,23,Pyri,0
8,R510A.BIN,4,Valuan Gunboat,2,0,1,ES HP ≤,20,%,1,Magic,-1,None,6,Sacri,0,0,Attack,1,Heavy Subcannon,-1,None,3
9,R510A.BIN,4,Valuan Gunboat,2,1,1,ES HP ≤,10,%,1,Magic,-1,None,6,Sacri,0,1,Magic,-1,None,23,Pyri,0
10,R510A.BIN,4,Valuan Gunboat,2,2,3,Rating,50,%,2,Focus,-1,None,0,Focus,0,3,Guard,-1,None,0,Evasive Action,0
11,R510A.BIN,4,Valuan Gunboat,2,3,1,ES HP ≤,10,%,1,Magic,-1,None,6,Sacri,0,1,Magic,-1,None,23,Pyri,0
12,R510A.BIN,4,Valuan Gunboat,3,0,3,Rating,50,%,0,Attack,1,Large Cannon,-1,None,2,2,Focus,-1,None,0,Focus,0
13,R510A.BIN,4,Valuan Gunboat,3,1,1,ES HP ≤,30,%,3,Guard,-1,None,0,Evasive Action,0,4,Nothing,-1,None,-1,None,0
14,R510A.BIN,4,Valuan Gunboat,3,2,3,Rating,30,%,1,Magic,-1,None,6,Sacri,0,2,Focus,-1,None,0,Focus,0
15,R510A.BIN,4,Valuan Gunboat,3,3,3,Rating,50,%,2,Focus,-1,None,0,Focus,0,0,Attack,0,Heavy Subcannon,-1,None,0
0,R513A.BIN,35,Roc,0,0,3,Rating,50,%,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,-,-1,None,0
1,R513A.BIN,35,Roc,0,1,3,Rating,50,%,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,-,-1,None,0
2,R513A.BIN,35,Roc,0,2,3,Rating,50,%,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,-,-1,None,0
3,R513A.BIN,35,Roc,0,3,-1,None,0,None,0,Attack,0,Blast Voice,-1,None,0,0,Attack,0,-,-1,None,0
4,R513A.BIN,35,Roc,1,0,3,Rating,50,%,4,Nothing,-1,None,2,Assessing Damage,0,3,Guard,-1,None,0,Evasive Action,0
5,R513A.BIN,35,Roc,1,1,-1,None,0,None,0,Attack,3,Blast Voice,-1,None,0,0,Attack,0,-,-1,None,0
6,R513A.BIN,35,Roc,1,2,3,Rating,50,%,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,-,-1,None,0
7,R513A.BIN,35,Roc,1,3,3,Rating,50,%,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,-,-1,None,0
