Entry ID,[Str Pos],[Str Size],[Str Enc],Str Value,[Str Data]
150,0x35c20c,33,Shift_JIS,FioOpen Error (File Size): %s %d,"""FioOpen Error (File Size): %s %d"""
151,0x35c230,35,Shift_JIS,FioReadReq Error (memory allocate),"""FioReadReq Error (memory allocate)"""
152,0x35c254,8,Shift_JIS,a299a01,"""a299a01"""
153,0x35c25c,37,Shift_JIS,Fio Auto Error (memory allocate): %s,"""Fio Auto Error (memory allocate): %s"""
154,0x35c284,41,Shift_JIS,Fio Stream Error (memory allocate 1): %s,"""Fio Stream Error (memory allocate 1): %s"""
155,0x35c2b0,30,Shift_JIS,Fio Stream Link Nothing Error,"""Fio Stream Link Nothing Error"""
156,0x35c2d0,24,Shift_JIS,File Seek Origin Error:,"""File Seek Origin Error:"""
157,0x35c2e8,23,Shift_JIS,File Seek Error: %d %d,"""File Seek Error: %d %d"""
158,0x35c300,3,Shift_JIS,..,""".."""
159,0x35c30c,31,Shift_JIS,Move Root Dir Error : %s %d %d,"""Move Root Dir Error : %s %d %d"""
160,0x35c32c,26,Shift_JIS,Move Dir Error : %s %d %d,"""Move Dir Error : %s %d %d"""
161,0x35c348,30,Shift_JIS,Move Cache Error : %s - %d %d,"""Move Cache Error : %s - %d %d"""
162,0x35c368,17,Shift_JIS,LIGHT TRAP ERROR,"""LIGHT TRAP ERROR"""
163,0x35c37c,23,Shift_JIS,LIGHT STACK OVER ERROR,"""LIGHT STACK OVER ERROR"""
164,0x35c394,24,Shift_JIS,LIGHT STACK UNDER ERROR,"""LIGHT STACK UNDER ERROR"""
165,0x35c3ac,26,Shift_JIS,SCRIPT LIGHT NUMBER ERROR,"""SCRIPT LIGHT NUMBER ERROR"""
166,0x35c3c8,26,Shift_JIS,CHANGE VERTEX COLOR START,"""CHANGE VERTEX COLOR START"""
167,0x35c3e4,3,Shift_JIS,rb,"""rb"""
168,0x35c3e8,25,Shift_JIS,MLD FAST HANDLE IS EMPTY,"""MLD FAST HANDLE IS EMPTY"""
169,0x35c404,35,Shift_JIS,mldTaskLoadMldDataAll Malloc Error,"""mldTaskLoadMldDataAll Malloc Error"""
170,0x35c428,22,Shift_JIS,MLD FAST HANDLE ERROR,"""MLD FAST HANDLE ERROR"""
171,0x35c440,12,Shift_JIS,Nov 15 2000,"""Nov 15 2000"""
172,0x35c44c,9,Shift_JIS,16:45:37,"""16:45:37"""
173,0x35c458,14,Shift_JIS,01%02d45-7890,"""01%02d45-7890"""
174,0x35c468,22,Shift_JIS,memory allocate error,"""memory allocate error"""
175,0x35c480,18,Shift_JIS,Config Init Error,"""Config Init Error"""
176,0x35c494,10,Shift_JIS,X:%d Y:%d,"""X:%d Y:%d"""
177,0x35c4a0,18,Shift_JIS,Config Exit Error,"""Config Exit Error"""
178,0x35c4b4,12,Shift_JIS,\\bonito.drv,"""\\bonito.drv"""
179,0x35c4c0,22,Shift_JIS,VertexEntryBufferOver,"""VertexEntryBufferOver"""
180,0x35c4d8,17,Shift_JIS,VertexBufferOver,"""VertexBufferOver"""
181,0x35c4ec,17,Shift_JIS,MatrixBufferOver,"""MatrixBufferOver"""
182,0x35c500,16,Shift_JIS,ShapeBufferOver,"""ShapeBufferOver"""
183,0x35c510,13,Shift_JIS,\\aresnew.mlt,"""\\aresnew.mlt"""
184,0x35c520,25,Shift_JIS,MONO STEREO SET ERROR %d,"""MONO STEREO SET ERROR %d"""
185,0x35c53c,20,Shift_JIS,\\sound\\b7000000.mlt,"""\\sound\\b7000000.mlt"""
186,0x35c550,12,Shift_JIS,\\player.mlz,"""\\player.mlz"""
187,0x35c55c,13,Shift_JIS,\\ENGLISH.SOT,"""\\ENGLISH.SOT"""
188,0x35c56c,12,Shift_JIS,\\GERMAN.SOT,"""\\GERMAN.SOT"""
189,0x35c578,12,Shift_JIS,\\FRENCH.SOT,"""\\FRENCH.SOT"""
190,0x35c584,13,Shift_JIS,\\SPANISH.SOT,"""\\SPANISH.SOT"""
191,0x35c594,4,Shift_JIS,Jan,"""Jan"""
192,0x35c598,4,Shift_JIS,Feb,"""Feb"""
193,0x35c59c,4,Shift_JIS,Mar,"""Mar"""
194,0x35c5a0,4,Shift_JIS,Apr,"""Apr"""
195,0x35c5a4,4,Shift_JIS,May,"""May"""
196,0x35c5a8,4,Shift_JIS,Jun,"""Jun"""
197,0x35c5ac,4,Shift_JIS,Jul,"""Jul"""
198,0x35c5b0,4,Shift_JIS,Aug,"""Aug"""
199,0x35c5b4,4,Shift_JIS,Sep,"""Sep"""
200,0x35c5b8,4,Shift_JIS,Oct,"""Oct"""
201,0x35c5bc,4,Shift_JIS,Nov,"""Nov"""
202,0x35c5c0,4,Shift_JIS,Dec,"""Dec"""
203,0x35c5c4,22,Shift_JIS,MATRIX STACK OVER !!!,"""MATRIX STACK OVER !!!"""
204,0x35c5dc,27,Shift_JIS,IDmem change size:%d %c %d,"""IDmem change size:%d %c %d"""
205,0x35c5f8,22,Shift_JIS,memory allocate error,"""memory allocate error"""
206,0x35c610,7,Shift_JIS,M_AMEM,"""M_AMEM"""
207,0x35c618,30,Shift_JIS,IDmem Search error:0xffffffff,"""IDmem Search error:0xffffffff"""
208,0x35c638,28,Shift_JIS,Memory Segment Error 0x%08x,"""Memory Segment Error 0x%08x"""
209,0x35c654,26,Shift_JIS,NoEqu free IDmem:%d %c %d,"""NoEqu free IDmem:%d %c %d"""
210,0x35c670,26,Shift_JIS,no free IDmemory:%d %c %d,"""no free IDmemory:%d %c %d"""
211,0x35c68c,6,Shift_JIS,_AMEM,"""_AMEM"""
212,0x35c694,14,Shift_JIS,memFree Error,"""memFree Error"""
213,0x35c6a4,18,Shift_JIS,memFree Dup Error,"""memFree Dup Error"""
214,0x35c6b8,7,Shift_JIS,D_AMEM,"""D_AMEM"""
215,0x35c6c0,27,Shift_JIS,memory reallocate error -1,"""memory reallocate error -1"""
216,0x35c6dc,24,Shift_JIS,memory reallocate error,"""memory reallocate error"""
217,0x35c6f4,7,Shift_JIS,R_AMEM,"""R_AMEM"""
218,0x35c6fb,5,Shift_JIS,MEMM,"""MEMM"""
219,0x35c700,5,Shift_JIS,FREE,"""FREE"""
220,0x35c705,5,Shift_JIS,MEMR,"""MEMR"""
221,0x35c70c,33,Shift_JIS,メニュー用メモリを確保出来ません,"""\x83\x81\x83j\x83\x85\x81[\x97p\x83\x81\x83\x82\x83\x8A\x82\xF0\x8Am\x95\xDB\x8Fo\x97\x88\x82\xDC\x82\xB9\x82\xF1"""
222,0x35c730,17,Shift_JIS,get matrix error,"""get matrix error"""
223,0x35c744,21,Shift_JIS,Search Grd Delete %d,"""Search Grd Delete %d"""
224,0x35c75c,17,Shift_JIS,Ground Delete %d,"""Ground Delete %d"""
225,0x35c770,23,Shift_JIS,Ground(%d) Link Max 16,"""Ground(%d) Link Max 16"""
226,0x35c788,22,Shift_JIS,False GrdLink (%d:%d),"""False GrdLink (%d:%d)"""
227,0x35c7a0,25,Shift_JIS,No Convert Ground:%d(%d),"""No Convert Ground:%d(%d)"""
228,0x35c7bc,19,Shift_JIS,False Ground No:%d,"""False Ground No:%d"""
229,0x35c7d0,7,Shift_JIS,(%d)%d,"""(%d)%d"""
230,0x35c7d8,6,Shift_JIS,Disp:,"""Disp:"""
231,0x35c7e0,4,Shift_JIS, 3D,""" 3D"""
232,0x35c7e4,6,Shift_JIS, Cell,""" Cell"""
233,0x35c7ec,6,Shift_JIS, Link,""" Link"""
234,0x35c7f4,5,Shift_JIS, All,""" All"""
235,0x35c7fc,6,Shift_JIS, Attr,""" Attr"""
236,0x35c804,8,Shift_JIS, Link2D,""" Link2D"""
237,0x35c80c,7,Shift_JIS, All2D,""" All2D"""
238,0x35c814,8,Shift_JIS, Attr2D,""" Attr2D"""
239,0x35c81c,9,Shift_JIS, ALink2D,""" ALink2D"""
240,0x35c828,8,Shift_JIS, AAll2D,""" AAll2D"""
241,0x35c830,12,Shift_JIS,地\n面\n無\n視,"""\x92n\n\x96\xCA\n\x96\xB3\n\x8E\x8B"""
242,0x35c83c,5,Shift_JIS,CELL,"""CELL"""
243,0x35c844,4,Shift_JIS,ALL,"""ALL"""
244,0x35c848,4,Shift_JIS,DEL,"""DEL"""
245,0x35c84c,11,Shift_JIS,Task Error,"""Task Error"""
246,0x35c890,5,Shift_JIS,.mlt,""".mlt"""
247,0x35c898,12,Shift_JIS,PAL Version,"""PAL Version"""
248,0x35c8a4,12,Shift_JIS,Nov 15 2000,"""Nov 15 2000"""
249,0x35c8b0,9,Shift_JIS,13:43:59,"""13:43:59"""
250,0x35c8bc,15,Shift_JIS,PRESS A BUTTON,"""PRESS A BUTTON"""
251,0x35c8cc,17,Shift_JIS,BankNum    : %3d,"""BankNum    : %3d"""
252,0x35c8e0,17,Shift_JIS,RequestNum : %3d,"""RequestNum : %3d"""
253,0x35c8f4,28,Shift_JIS,PRESS A BUTTON   TEST SOUND,"""PRESS A BUTTON   TEST SOUND"""
254,0x35c910,28,Shift_JIS,PRESS B BUTTON   STOP SOUND,"""PRESS B BUTTON   STOP SOUND"""
255,0x35c92c,34,Shift_JIS,PRESS S BUTTON   RETURN MAIN MENU,"""PRESS S BUTTON   RETURN MAIN MENU"""
256,0x35c954,14,Shift_JIS,ALL MAGIC GOT,"""ALL MAGIC GOT"""
257,0x35c964,20,Shift_JIS,ALL MAGIC FORGOTTEN,"""ALL MAGIC FORGOTTEN"""
258,0x35c978,38,Shift_JIS,THIS CONTAINS SHIP BATTLE DEBUG MENUS,"""THIS CONTAINS SHIP BATTLE DEBUG MENUS"""
259,0x35c9a0,3,Shift_JIS,ON,"""ON"""
260,0x35c9a4,4,Shift_JIS,OFF,"""OFF"""
261,0x35c9a8,7,Shift_JIS,JOUSEN,"""JOUSEN"""
262,0x35c9b0,9,Shift_JIS,PARTY IN,"""PARTY IN"""
263,0x35c9bc,6,Shift_JIS,TANIN,"""TANIN"""
264,0x35c9c4,42,Shift_JIS,THIS CONTAINS BATTLE & STATUS DEBUG MENUS,"""THIS CONTAINS BATTLE & STATUS DEBUG MENUS"""
265,0x35c9f0,46,Shift_JIS,"nim Error Item!\nItemNumber: %3d, ItemName: %s","""nim Error Item!\nItemNumber: %3d, ItemName: %s"""
266,0x35ca20,21,Shift_JIS,BIT STANDING No：%4d,"""BIT STANDING No\x81F%4d"""
267,0x35ca38,4,Shift_JIS,MAP,"""MAP"""
268,0x35ca3c,7,Shift_JIS,BATTLE,"""BATTLE"""
269,0x35ca44,12,Shift_JIS,SHIP BATTLE,"""SHIP BATTLE"""
270,0x35ca50,11,Shift_JIS,SOUND TEST,"""SOUND TEST"""
271,0x35ca5c,7,Shift_JIS,OPTION,"""OPTION"""
272,0x35ca64,9,Shift_JIS,CONTINUE,"""CONTINUE"""
273,0x35ca70,4,Shift_JIS,BGM,"""BGM"""
274,0x35ca74,5,Shift_JIS,LOOP,"""LOOP"""
275,0x35ca7c,3,Shift_JIS,SE,"""SE"""
276,0x35ca80,10,Shift_JIS,FILE NAME,"""FILE NAME"""
277,0x35ca8c,12,Shift_JIS,BANK NUMBER,"""BANK NUMBER"""
278,0x35ca98,12,Shift_JIS,LIST NUMBER,"""LIST NUMBER"""
279,0x35caa4,22,Shift_JIS,FreeTex Error GI=%08X,"""FreeTex Error GI=%08X"""
280,0x35cabc,3,Shift_JIS,rb,"""rb"""
281,0x35cac0,5,Shift_JIS,GBIX,"""GBIX"""
282,0x35cac8,5,Shift_JIS,PVRT,"""PVRT"""
283,0x35cad0,27,Shift_JIS,TexManageErr %d %d %s = %s,"""TexManageErr %d %d %s = %s"""
284,0x35caec,29,Shift_JIS,CalcTexSize 0 W=%d H=%d T=%X,"""CalcTexSize 0 W=%d H=%d T=%X"""
285,0x35cb0c,5,Shift_JIS,.pvr,""".pvr"""
286,0x35cb14,26,Shift_JIS,False ReLoadRenderTexture,"""False ReLoadRenderTexture"""
287,0x35cb30,20,Shift_JIS,\\field\\ts000199.pvr,"""\\field\\ts000199.pvr"""
288,0x35cb44,18,Shift_JIS,\\title\\title0.mld,"""\\title\\title0.mld"""
289,0x35cb58,20,Shift_JIS,\\title\\ts900000.mld,"""\\title\\ts900000.mld"""
290,0x35cb80,16,Shift_JIS,\\sound\\m02s.p16,"""\\sound\\m02s.p16"""
291,0x35cb90,19,Shift_JIS,\\title\\warning.mld,"""\\title\\warning.mld"""
292,0x35cba4,20,Shift_JIS,\\title\\ts900026.mld,"""\\title\\ts900026.mld"""
293,0x35cbb8,20,Shift_JIS,\\title\\ts900028.mld,"""\\title\\ts900028.mld"""
294,0x35cbcc,13,Shift_JIS,sotTitleDisc,"""sotTitleDisc"""
295,0x35cbdc,8,Shift_JIS,\\disk1.,"""\\disk1."""
296,0x35cbe4,20,Shift_JIS,\\sound\\m5000000.mlt,"""\\sound\\m5000000.mlt"""
297,0x35cbf8,11,Shift_JIS,ME201A.sct,"""ME201A.sct"""
298,0x35cc04,11,Shift_JIS,ME299A.sct,"""ME299A.sct"""
299,0x35cc10,5,Shift_JIS,NJCM,"""NJCM"""
300,0x35cc18,5,Shift_JIS,NJBM,"""NJBM"""
301,0x35cc38,34,Shift_JIS,scptBootup: scptArrayAlloc failed,"""scptBootup: scptArrayAlloc failed"""
302,0x35cc5c,6,Shift_JIS,%d:%s,"""%d:%s"""
303,0x35cc64,16,Shift_JIS,mvCALP 命令終了,"""mvCALP \x96\xBD\x97\xDF\x8FI\x97\xB9"""
304,0x35cc74,34,Shift_JIS,scptArrayAlloc: initial two times,"""scptArrayAlloc: initial two times"""
305,0x35cc98,30,Shift_JIS,scptArrayAlloc: malloc failed,"""scptArrayAlloc: malloc failed"""
306,0x35ccb8,43,Shift_JIS,scptArrayAlloc(LazyJobList): malloc failed,"""scptArrayAlloc(LazyJobList): malloc failed"""
