Entry ID,[Filter],[PC ID],[PC Name],State ID,[State Name],Unk 1,Unk 2,Motion ID,[Motion Name],Motion Flags,Param ID,[Param Name],Unk 3,Blend Time,Play Rate
30,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,7,Sacres,0,5.00,1.00
31,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,8,Sacrum,0,5.00,1.00
32,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,9,Sacrulen,0,5.00,1.00
33,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,10,Noxi,0,5.00,1.00
34,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,11,Noxus,0,5.00,1.00
35,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,12,Slipara,0,5.00,1.00
36,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,13,Quika,0,5.00,1.00
37,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,14,Curia,0,5.00,1.00
38,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,15,Risan,0,5.00,1.00
39,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,16,Riselem,0,5.00,1.00
40,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,17,Eterni,0,5.00,1.00
41,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,18,Eternes,0,5.00,1.00
42,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,19,Eternum,0,5.00,1.00
43,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,20,Wevli,0,5.00,1.00
44,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,21,Wevles,0,5.00,1.00
45,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,22,Wevlen,0,5.00,1.00
46,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,23,Pyri,0,5.00,1.00
47,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,24,Pyres,0,5.00,1.00
48,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,25,Pyrum,0,5.00,1.00
49,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,26,Crystali,0,5.00,1.00
50,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,27,Crystales,0,5.00,1.00
51,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,28,Crystalum,0,5.00,1.00
52,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,29,Crystalen,0,5.00,1.00
53,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,30,Pyrulen,0,5.00,1.00
54,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,31,Wevlum,0,5.00,1.00
55,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,32,Electri,0,5.00,1.00
56,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,33,Electres,0,5.00,1.00
57,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,34,Electrum,0,5.00,1.00
58,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,35,Electrulen,0,5.00,1.00
59,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,59,Super Move 1,0b10001010000010000000000000000000,36,Cutlass Fury,0,0.00,1.00
60,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,60,Super Move 2,0b10001010000010000000000000000000,37,Rain of Swords,0,0.00,1.00
61,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,61,Super Move 3,0b10001000000010000000000000000000,38,Pirates' Wrath,0,0.00,1.00
62,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,62,Super Move 4,0b10001000000010000000000000000000,50,Counterstrike,0,0.00,1.00
63,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,63,Super Move 5,0b10001000000010000000000000000000,51,Skull Shield,0,0.00,1.00
64,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,64,Blue Rogues,0b10001000000000000000000000000000,60,Blue Rogues,0,0.00,1.00
65,MA000.STD,0,Vyse,24,Exec Magic/S-Move,1,8,65,Prophecy,0b10001000000000000000000000000000,61,Prophecy,0,0.00,1.00
66,MA000.STD,0,Vyse,30,Silver Nightmare,1,8,66,Silver Nightmare,0b10001000000000000000000000000000,10,???,0,5.00,1.00
67,MA000.STD,0,Vyse,25,Use Item 3,1,8,20,Use Item 1,0b10001000000000000000000000000000,0,???,0,5.00,1.00
0,MA001.STD,1,Aika,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MA001.STD,1,Aika,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,14,5.00,1.00
2,MA001.STD,1,Aika,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,18,5.00,1.00
3,MA001.STD,1,Aika,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
4,MA001.STD,1,Aika,8,Critical Attack,1,8,4,Critical Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
5,MA001.STD,1,Aika,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MA001.STD,1,Aika,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
7,MA001.STD,1,Aika,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MA001.STD,1,Aika,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
9,MA001.STD,1,Aika,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,14,0.00,1.00
10,MA001.STD,1,Aika,13,Dodge,1,8,10,Dodge,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
11,MA001.STD,1,Aika,14,Defeat,1,8,11,Defeat,0b10011010001000000000000000000000,-1,None,0,5.00,1.00
12,MA001.STD,1,Aika,15,Revive,1,8,12,Revive,0b10011010001000000000000000000000,-1,None,0,0.10,1.00
13,MA001.STD,1,Aika,17,Focus,1,8,13,Focus,0b10011000001010000000000000000000,-1,None,0,5.00,1.00
14,MA001.STD,1,Aika,19,Withdraw,1,8,14,Widthdraw,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
15,MA001.STD,1,Aika,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,14,5.00,1.00
16,MA001.STD,1,Aika,21,Cast Magic,1,8,16,Magic,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
17,MA001.STD,1,Aika,26,Victory 1,1,8,17,Victory 1,0b10011000000010000000000000000000,-1,None,0,5.00,1.00
18,MA001.STD,1,Aika,27,Victory 2,1,8,18,Victory 2,0b10011000000010000000000000000000,-1,None,0,5.00,1.00
19,MA001.STD,1,Aika,28,Victory 3 (Injured),1,8,19,Victory 3 (Injured),0b10011000000010000000000000000000,-1,None,0,5.00,1.00
20,MA001.STD,1,Aika,16,Use Item 1,1,8,20,Use Item 1,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
21,MA001.STD,1,Aika,32,Knockdown,1,10,21,Knockdown,0b10001010001000000000000000000000,-1,None,0,0.00,1.00
22,MA001.STD,1,Aika,23,Use Item 2,1,8,20,Use Item 1,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
23,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,0,Increm,0,5.00,1.00
24,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,1,Incremus,0,5.00,1.00
25,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,2,Sylenis,0,5.00,1.00
26,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,3,Panika,0,5.00,1.00
27,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,4,Driln,0,5.00,1.00
28,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,5,Drilnos,0,5.00,1.00
29,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,6,Sacri,0,5.00,1.00
30,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,7,Sacres,0,5.00,1.00
31,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,8,Sacrum,0,5.00,1.00
32,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,9,Sacrulen,0,5.00,1.00
33,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,10,Noxi,0,5.00,1.00
34,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,11,Noxus,0,5.00,1.00
35,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,12,Slipara,0,5.00,1.00
36,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,13,Quika,0,5.00,1.00
37,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,14,Curia,0,5.00,1.00
38,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,15,Risan,0,5.00,1.00
39,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,16,Riselem,0,5.00,1.00
40,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,17,Eterni,0,5.00,1.00
41,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,18,Eternes,0,5.00,1.00
42,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,19,Eternum,0,5.00,1.00
43,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,20,Wevli,0,5.00,1.00
44,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,21,Wevles,0,5.00,1.00
45,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,22,Wevlen,0,5.00,1.00
46,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,23,Pyri,0,5.00,1.00
47,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,24,Pyres,0,5.00,1.00
48,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,25,Pyrum,0,5.00,1.00
49,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,26,Crystali,0,5.00,1.00
50,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,27,Crystales,0,5.00,1.00
51,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,28,Crystalum,0,5.00,1.00
52,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,29,Crystalen,0,5.00,1.00
53,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,30,Pyrulen,0,5.00,1.00
54,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,31,Wevlum,0,5.00,1.00
55,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,32,Electri,0,5.00,1.00
56,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,33,Electres,0,5.00,1.00
57,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,34,Electrum,0,5.00,1.00
58,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,35,Electrulen,0,5.00,1.00
59,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,59,Super Move 1,0b10001000000010000000000000000000,39,Omega Psyclone,0,0.00,1.00
60,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,60,Super Move 2,0b10001000000010000000000000000000,40,Alpha Storm,0,5.00,1.00
61,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,61,Super Move 3,0b10001000000010000000000000000000,41,Lambda Burst,0,0.00,1.00
62,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,62,Super Move 4,0b10001000000010000000000000000000,52,Delta Shield,0,5.00,1.00
63,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,63,Super Move 5,0b10001000000010000000000000000000,53,Epsilon Mirror,0,5.00,1.00
64,MA001.STD,1,Aika,24,Exec Magic/S-Move,1,8,64,Blue Rogues,0b10001000000000000000000000000000,61,Prophecy,0,5.00,1.00
65,MA001.STD,1,Aika,30,Silver Nightmare,1,8,65,Prophecy,0b10001000000000000000000000000000,10,???,0,5.00,1.00
66,MA001.STD,1,Aika,25,Use Item 3,1,8,20,Use Item 1,0b10001000000000000000000000000000,0,???,0,5.00,1.00
0,MA002.STD,2,Fina,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MA002.STD,2,Fina,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,1,5.00,1.00
2,MA002.STD,2,Fina,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
3,MA002.STD,2,Fina,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,0.10,1.00
4,MA002.STD,2,Fina,8,Critical Attack,1,8,4,Critical Attack,0b10001000000000000000000000000000,-1,None,0,0.10,1.00
5,MA002.STD,2,Fina,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MA002.STD,2,Fina,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
7,MA002.STD,2,Fina,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MA002.STD,2,Fina,11,Take Damage 3,1,10,5,Take Damage 1,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
9,MA002.STD,2,Fina,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
10,MA002.STD,2,Fina,13,Dodge,1,8,10,Dodge,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
11,MA002.STD,2,Fina,14,Defeat,1,8,11,Defeat,0b10011000000000000000000000000000,-1,None,0,5.00,1.00
12,MA002.STD,2,Fina,15,Revive,1,8,12,Revive,0b10011010000000000000000000000000,-1,None,0,0.10,1.00
13,MA002.STD,2,Fina,17,Focus,1,8,13,Focus,0b10011010000010000000000000000000,-1,None,0,0.10,1.00
14,MA002.STD,2,Fina,19,Withdraw,1,8,14,Widthdraw,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
15,MA002.STD,2,Fina,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
16,MA002.STD,2,Fina,21,Cast Magic,1,8,16,Magic,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
17,MA002.STD,2,Fina,26,Victory 1,1,8,17,Victory 1,0b10011000000010000000000000000000,-1,None,0,5.00,1.00
18,MA002.STD,2,Fina,27,Victory 2,1,8,18,Victory 2,0b10011010000010000000000000000000,-1,None,0,0.10,1.00
19,MA002.STD,2,Fina,28,Victory 3 (Injured),1,8,19,Victory 3 (Injured),0b10011010000010000000000000000000,-1,None,0,0.10,1.00
20,MA002.STD,2,Fina,16,Use Item 1,1,8,20,Use Item 1,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
21,MA002.STD,2,Fina,32,Knockdown,1,10,21,Knockdown,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
22,MA002.STD,2,Fina,23,Use Item 2,1,8,20,Use Item 1,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
23,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,0,Increm,0,5.00,1.00
24,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,1,Incremus,0,5.00,1.00
25,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,2,Sylenis,0,5.00,1.00
26,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,3,Panika,0,5.00,1.00
27,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,4,Driln,0,5.00,1.00
28,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,5,Drilnos,0,5.00,1.00
29,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,6,Sacri,0,5.00,1.00
30,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,7,Sacres,0,5.00,1.00
31,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,8,Sacrum,0,5.00,1.00
32,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,9,Sacrulen,0,5.00,1.00
33,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,10,Noxi,0,5.00,1.00
34,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,11,Noxus,0,5.00,1.00
35,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,12,Slipara,0,5.00,1.00
36,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,13,Quika,0,5.00,1.00
37,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,14,Curia,0,5.00,1.00
38,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,15,Risan,0,5.00,1.00
39,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,16,Riselem,0,5.00,1.00
40,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,17,Eterni,0,5.00,1.00
41,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,18,Eternes,0,5.00,1.00
42,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,19,Eternum,0,5.00,1.00
43,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,20,Wevli,0,5.00,1.00
44,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,21,Wevles,0,5.00,1.00
45,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,22,Wevlen,0,5.00,1.00
46,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,23,Pyri,0,5.00,1.00
47,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,24,Pyres,0,5.00,1.00
48,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,25,Pyrum,0,5.00,1.00
49,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,26,Crystali,0,5.00,1.00
50,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,27,Crystales,0,5.00,1.00
51,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,28,Crystalum,0,5.00,1.00
52,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,29,Crystalen,0,5.00,1.00
53,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,30,Pyrulen,0,5.00,1.00
54,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,31,Wevlum,0,5.00,1.00
55,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,32,Electri,0,5.00,1.00
56,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,33,Electres,0,5.00,1.00
57,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,34,Electrum,0,5.00,1.00
58,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,35,Electrulen,0,5.00,1.00
59,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,59,Super Move 1,0b10001000000010000000000000000000,42,Lunar Glyph,0,0.00,1.00
60,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,60,Super Move 2,0b10001000000010000000000000000000,43,Lunar Winds,0,5.00,1.00
61,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,61,Super Move 3,0b10001000000010000000000000000000,54,Lunar Blessing,0,5.00,1.00
62,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,62,Super Move 4,0b10001010000010000000000000000000,55,Lunar Cleansing,0,0.00,1.00
63,MA002.STD,2,Fina,24,Exec Magic/S-Move,1,8,63,Super Move 5,0b10001000000010000000000000000000,56,Lunar Light,0,5.00,1.00
