Entry ID,EU Message ID,[Entry DE Name Pos],[Entry DE Name Size],Entry DE Name,[Entry ES Name Pos],[Entry ES Name Size],Entry ES Name,[Entry FR Name Pos],[Entry FR Name Size],Entry FR Name,[Entry GB Name Pos],[Entry GB Name Size],Entry GB Name,PS Flags,[L1],[L2],[D1],[D2],[D3],Pad 1,Trait 1 ID,[Trait 1 Name],Pad 2,Trait 1 Value,Trait 2 ID,[Trait 2 Name],Pad 3,Trait 2 Value,Trait 3 ID,[Trait 3 Name],Pad 4,Trait 3 Value,Trait 4 ID,[Trait 4 Name],Pad 5,Trait 4 Value,Pad 6,Pad 7,Buy,Pad 8,Pad 9,Sell%,EU Order 1,EU Order 2,Pad 10,[DE Descr Pos],[DE Descr Size],DE Descr Str,[ES Descr Pos],[ES Descr Size],ES Descr Str,[FR Descr Pos],[FR Descr Size],FR Descr Str,[GB Descr Pos],[GB Descr Size],GB Descr Str
450,0x8c346064,0x1b791,16,Maschinenklappe,0x1b6ef,15,Casco de Motor,0x1b9f6,15,Protège-moteur,0x1b235,13,Engine Cover,0x3e,X,X,X,X,X,0,4,Quick,0,10,6,Dodge%,0,3,-1,None,0,0,-1,None,0,0,0,0,800,0,0,50,10,12,0,0x16f25,77,Schützt den Motor des Schiffs vor Schmutz und\\nerhöht seine Geschwindigkeit.,0x16dff,67,Protege el motor del navío de la\\nsuciedad y aumenta su velocidad.,0x16fea,68,Protège l'encrassement du moteur du navire\\net augmente sa vitesse.,0x16b8c,80,"Protects the ship's engine from getting dirty,\\nand increases the ship's Quick."
451,0x8c346074,0x1b7a1,11,Turbo Satz,0x1b6fe,16,Equipo de Turbo,0x1ba05,10,Kit Turbo,0x1b242,10,Turbo Kit,0x3e,X,X,X,X,X,0,4,Quick,0,20,6,Dodge%,0,5,-1,None,0,0,-1,None,0,0,0,0,1520,0,0,50,11,34,0,0x16f72,88,"Modifikation, die die Moon Stone-Leistung\\nund damit die Schiffsgeschwindigkeit erhöht.",0x16e42,91,Equipo especial aumenta la salida de energía\\nde Piedra Lunar aumentando así la velocidad.,0x1702e,93,"Modification du navire, qui accroît le pouvoir\\nde la Pierre de Lune, augmentant sa vitesse.",0x16bdc,93,"Ship Modification, that increases the Moon Stone\\npower output, increasing the ship's Quick."
452,0x8c346080,0x1b7ac,13,Frisier-Satz,0x1b70e,17,Mando de Calibre,0x1ba0f,11,Kit Moteur,0x1b24c,12,Bore-up Kit,0x3e,X,X,X,X,X,0,4,Quick,0,30,6,Dodge%,0,8,-1,None,0,0,-1,None,0,0,0,0,2400,0,0,50,12,7,0,0x16fca,84,"Ein Gerätesatz, der die Motorleistung\\nund die Geschwindigkeit des Schiffes erhöht.",0x16e9d,76,Aumenta el motor y crea más potencia\\ny descarga e incrementa la velocidad.,0x1708b,98,"Kit élargissant le moteur pour plus de puissance\\net de gaz d'échappement, augmentant la vitesse.",0x16c39,90,"A kit that increases engine size for greater\\npower and exhaust, increasing ship's Quick."
453,0x8c34608c,0x1b7b9,16,Doppelpropeller,0x1b71f,16,Hélices Gemelas,0x1ba1a,14,Double Hélice,0x1b258,16,Twin Propellers,0x3e,X,X,X,X,X,0,4,Quick,0,40,6,Dodge%,0,10,-1,None,0,0,-1,None,0,0,0,0,3200,0,0,50,13,35,0,0x1701e,72,"Zusätzlicher Propeller, der die Geschwindig-\\nkeit des Schiffes erhöht.",0x16ee9,61,Una hélice adicional que incrementa\\nla velocidad del navío.,0x170ed,62,Une hélice supplémentaire qui augmente la\\nvitesse du navire.,0x16c93,58,An additional propeller that increases the\\nship's Quick.
454,0x8c34609c,0x1b7c9,12,Lufteinlauf,0x1b72f,13,Toma de Aire,0x1ba28,14,Arrivée d'Air,0x1b268,11,Air Intake,0x3e,X,X,X,X,X,0,4,Quick,0,80,6,Dodge%,0,12,-1,None,0,0,-1,None,0,0,0,0,6800,0,0,50,14,0,0,0x17066,99,"Leitet saubere Luft in den Motor, gleicht Sprit-\\nverbrauch aus und erhöht Schiffsgeschwindigkeit.",0x16f26,85,"Introduce aire limpio en el motor, estabiliza el\\nconsumo e incrementa la velocidad.",0x1712b,98,"Envoie de l'air pur dans le moteur, stabilisant\\nla consommation de fuel & augmentant la vitesse.",0x16ccd,90,"Sends clean air into the engine, stabilizing\\nfuel consumption and increasing ship speed."
455,0x8c3460a8,0x1b7d5,13,Doppel-Turbo,0x1b73c,13,Turbo Gemelo,0x1ba36,13,Double Turbo,0x1b273,11,Twin Turbo,0x3e,X,X,X,X,X,0,4,Quick,0,90,6,Dodge%,0,15,-1,None,0,0,-1,None,0,0,0,0,8800,0,0,50,15,36,0,0x170c9,82,"Ein Turbo-Verbundsatz, der den Motor modifiziert\\nund das Schiff schneller macht.",0x16f7b,80,Un equipo de turbo que modifica el motor del\\nnavío y aumenta así la velocidad.,0x1718d,67,Kit turbo qui modifie le moteur et\\naugmente la vitesse du navire.,0x16d27,79,A compound turbo kit that modifies the engine\\nand increases the ship's Quick.
456,0x8c3460b4,0x1b7e2,13,Timer-Ventil,0x1b749,17,Salida de Escape,0x1ba43,14,Réglage Valve,0x1b27e,13,Timing Valve,0x3e,X,X,X,X,X,0,4,Quick,0,100,6,Dodge%,0,17,-1,None,0,0,-1,None,0,0,0,0,10800,0,0,50,16,32,0,0x1711b,87,"Ventileinstellung, die die Abgase stabilisiert\\nund die Schiffsgeschwindigkeit erhöht.",0x16fcb,92,Pone a punto las válvulas para reducir el gas\\ndel escape del motor y aumenta la velocidad.,0x171d0,91,"Optimise le réglage de la valve pour stabiliser\\nles gaz, augmentant la vitesse du navire.",0x16d76,81,"Standardizes valve timing to stabilize engine\\nexhaust, increasing ship's Quick."
457,0x8c3460c4,0x1b7ef,17,Dreifacher Turbo,0x1b75a,13,Triple Turbo,0x1ba51,13,Triple Turbo,0x1b28b,13,Triple Turbo,0x3e,X,X,X,X,X,0,4,Quick,0,130,6,Dodge%,0,20,-1,None,0,0,-1,None,0,0,0,0,12800,0,0,50,17,33,0,0x17172,96,"Dreifacher Turbosatz für maximale Motorleistung,\\nbringt mehr Geschwindigkeit als Doppel-Turbo.",0x17027,92,"Triple turbo que mejora la potencia del motor\\ny la velocidad, aún más que el Turbo Gemelo.",0x1722b,90,Kit triple turbo pour une puissance maximale\\net plus d'accélération que le Double Turbo.,0x16dc7,98,"A triple turbo kit for maximum engine power, for\\na speed boost even greater than the Twin Turbo."
458,0x8c3460d4,0x1b800,15,Drehmomentsatz,0x1b767,15,Par de Torsión,0x1ba5e,11,Kit Couple,0x1b298,16,High Torque Kit,0x3e,X,X,X,X,X,0,4,Quick,0,150,6,Dodge%,0,23,-1,None,0,0,-1,None,0,0,0,0,14800,0,0,50,18,19,0,0x171d2,127,Verbessert die Haltbarkeit bei mehr U/Min.\\nund erhöht so die Schiffsgeschwindigkeit.und erhöht so die Schiffsgeschwindigkeit.,0x17083,87,Aumenta la resistencia y la potencia subiendo\\nlas revoluciones. Aumenta la velocidad.,0x17285,70,Accroît la solidité augmentant la puissance et\\nla vitesse du navire.,0x16e29,82,"Raises durability for greater power through\\nhigher RPM's, increasing ship speed."
459,0x8c3460e4,0x1b80f,12,Doppelwelle,0x1b776,10,Doble Eje,0x1ba69,13,Double Tuyau,0x1b2a8,13,Double Shaft,0x3e,X,X,X,X,X,0,4,Quick,0,200,6,Dodge%,0,26,-1,None,0,0,-1,None,0,0,0,0,16640,0,0,50,19,10,0,0x17251,95,"Teilt den Motor in zwei unabhängige Bereiche,\\nverdoppelt Leistung und erhöht Geschwindigkeit.",0x170da,91,"Divide el motor en dos secciones, duplica la\\npotencia de descarga y aumenta la velocidad.",0x172cb,77,"Divise le moteur, doublant la\\npuissance et augmentant la vitesse du navire.",0x16e7b,97,"Splits the engine into two independent stages,\\ndoubling power output and increasing ship speed."
460,0x8c3460f4,0x1b81b,11,Panzerdeck,0x1b780,15,Suelo Blindado,0x1ba76,12,Pont Blindé,0x1b2b5,13,Armored Deck,0x3e,X,X,X,X,X,0,2,Defense,0,10,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,1000,0,0,50,20,5,0,0x172b0,87,"Standardmäßiges Panzerdeck, allgemein im Einsatz.\\nVerbessert die Schiffsverteidigung.",0x17135,89,"Cubierta blindada estándar, que se puede\\ncomprar en cualquier parte. Mejora la defensa.",0x17318,75,"Pont blindé normal, facilement disponible.\\nAméliore la défense du navire.",0x16edc,69,"A standard armored deck, commonly available.\\nImproves ship Defense."
461,0x8c346104,0x1b826,10,Stahldeck,0x1b78f,15,Suelo de Acero,0x1ba82,13,Pont d'acier,0x1b2c2,11,Steel Deck,0x3e,X,X,X,X,X,0,2,Defense,0,20,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,1900,0,0,50,21,31,0,0x17307,72,Mit mehreren Stahlschichten verstärktes Deck.\\nHohe Verteidigungskraft.,0x1718e,77,Cubierta blindada con varias capas de acero.\\nTiene un gran poder defensivo.,0x17363,82,Pont blindé avec plusieurs couches d'acier.\\nA un pouvoir défensif très efficace.,0x16f21,73,A deck armored with multiple layers of steel.\\nHas high defensive power.
462,0x8c346110,0x1b830,11,Schrägdeck,0x1b79e,14,Suelo Oblicuo,0x1ba8f,13,Pont Incliné,0x1b2cd,13,Slanted Deck,0x3e,X,X,X,X,X,0,2,Defense,0,30,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,2200,0,0,50,22,27,0,0x1734f,96,Lenkt Geschosse durch schräge Planken auf dem\\nStandard-Panzerdeck ab. Verbessert Verteidigung.,0x171db,93,"Desvía los proyectiles con placas inclinadas\\nen la cubierta, y mejora la defensa del navío.",0x173b5,90,Dévie les tirs avec des plaques inclinées\\nsupérieur au pont blindé. Améliore la défense.,0x16f6a,95,Deflects projectiles with slanted plates atop\\na standard armored deck. Improves ship Defense.
463,0x8c346120,0x1b83b,12,Verbunddeck,0x1b7ac,15,Suelo Composit,0x1ba9c,13,Pont Composé,0x1b2da,14,Compound Deck,0x3e,X,X,X,X,X,0,2,Defense,0,40,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,5500,0,0,50,23,9,0,0x173af,90,"Deck, das mit Schichten verschiedener Stahlarten\\ngepanzert ist. Hohe Verteidigungskraft.",0x17238,81,Cubierta blindada con capas de aceros\\ndistintos. Tiene un gran poder defensivo.,0x1740f,84,Pont blindé avec différentes couches d'acier.\\nA un pouvoir défensif très efficace.,0x16fc9,75,A deck armored with layers of different steels.\\nHas high defensive power.
464,0x8c346130,0x1b847,17,Schwerpanzerdeck,0x1b7bb,14,Gran Blindaje,0x1baa9,17,Pont superblindé,0x1b2e8,17,Heavy Armor Deck,0x3e,X,X,X,X,X,0,2,Defense,0,55,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,6700,0,0,50,24,18,0,0x17409,94,"Deck mit einer Panzerung, die dreimal so dick\\nwie der Standard ist. Verbessert Verteidigung.",0x17289,86,Cubierta con un blindaje de peso tres veces\\nsuperior al estándar. Mejora la defensa.,0x17463,83,Pont au blindage 3 fois plus épais que la\\nnormale. Améliore la défense du navire.,0x17014,87,A deck with armor three times as thick as the\\nstandard weight. Improves ship Defense.
465,0x8c346144,0x1b858,15,Legierungsdeck,0x1b7c9,15,Suelo Aleación,0x1baba,15,Pont d'alliage,0x1b2f9,11,Alloy Deck,0x3e,X,X,X,X,X,0,2,Defense,0,70,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,7300,0,0,50,25,2,0,0x17467,76,Deck mit einer Panzerung u.a. aus\\nMondsteinstaub. Verbessert Verteidigung.,0x172df,81,Cubierta blindada con una aleación de\\npolvo de Piedra Lunar. Mejora la defensa.,0x174b6,94,Pont blindé d'alliage composé de poussière de\\nPierre de Lune. Améliore la défense du navire.,0x1706b,80,A deck armored with an alloy including Moon\\nStone dust. Improves ship Defense.
466,0x8c346150,0x1b867,12,Drachendeck,0x1b7d8,13,Suelo Dragón,0x1bac9,12,Pont Dragon,0x1b304,12,Dragon Deck,0x3e,X,X,X,X,X,0,2,Defense,0,110,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,7900,0,0,50,26,11,0,0x174b3,93,"Panzerdeck, hergestellt von yafutomanischen\\nHandwerkern. Verbessert die Verteidigung enorm.",0x17330,83,Cubierta blindada por artesanos de Yafutoma.\\nEs bonita y mejora mucho la defensa.,0x17514,94,Pont blindé crée par des artisans Yafutoman.\\nAméliore considérablement la défense du navire.,0x170bb,95,An armored deck created by Yafutoman craftsmen.\\nBeautiful and greatly improves ship Defenses.
467,0x8c34615c,0x1b873,11,Altes Deck,0x1b7e5,16,Suelo Ancestral,0x1bad5,12,Pont Ancien,0x1b310,13,Ancient Deck,0x3e,X,X,X,X,X,0,2,Defense,0,150,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,8500,0,0,50,27,3,0,0x17510,90,"Panzerdeck aus seltenem, mysteriösem Metall\\naus grauer Vorzeit. Verbessert Verteidigung.",0x17383,90,"Cubierta blindada con un metal misterioso de\\ntiempos ancestrales, que mejora la defensa.",0x17572,90,Pont blindé en métal rare et mystérieux des\\nancien temps. Améliore la défense du navire.,0x1711a,89,"A deck armored with a rare, mysterious metal\\nfrom ancient times. Improves ship Defense."
468,0x8c34616c,0x1b87e,12,Silber Deck,0x1b7f5,15,Suelo de Plata,0x1bae1,14,Pont d'argent,0x1b31d,12,Silver Deck,0x3e,X,X,X,X,X,0,2,Defense,0,200,6,Dodge%,0,1,4,Quick,0,3,-1,None,0,0,0,0,11000,0,0,50,28,26,0,0x1756a,88,Panzerdeck mit hochwertigen Mondsteinen. Ihre\\nKraft trägt zur Schiffsverteidigung bei.,0x173dd,69,Cubierta blindada reforzada con Piedras\\nLunares. Mejora la defensa.,0x175cc,95,Pont blindé renforcé avec des Pierres de Lune\\nde qualité qui améliorent la défense du navire.,0x17173,93,An armored deck supplemented with high grade\\nMoonstones. Their power improves ship Defense.
469,0x8c346178,0x1b88a,16,Glänzendes Deck,0x1b804,16,Suelo Brillante,0x1baef,16,Pont Étincelant,0x1b329,15,Sparkling Deck,0x3e,X,X,X,X,X,0,2,Defense,0,500,6,Dodge%,0,2,4,Quick,0,6,-1,None,0,0,0,0,13500,0,0,50,29,29,0,0x175c2,88,"Gepanzertes Deck, besetzt mit Mondsteinen in 6\\nFarben. Verbessert Schiffsverteidigung.",0x17422,87,Cubierta blindada con un metal misterioso de\\nLunares de 6 colores. Mejora la defensa.,0x1762b,87,Pont blindé criblé de Pierres de Lune de 6\\ncouleurs différentes. Améliore la défense.,0x171d0,87,An armored deck studded with Moonstones of 6\\ndifferent colors. Improves ship Defense.
470,0x8c346188,0x1b89a,9,Intercom,0x1b814,9,Intercom,0x1baff,11,Interphone,0x1b338,9,Intercom,0x3e,X,X,X,X,X,0,7,Value,0,1000,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,1000,0,0,50,30,21,0,0x1761a,88,"System, um zwischen den einzelnen Decks zu\\nkommunizieren. Aika nutzt es viel zu gerne.",0x17479,90,Sistema de comunicación entre cubiertas.\\nAika se va a pasar el día colgada del teléfono.,0x17682,93,Un système pour communiquer entre les ponts.\\nDifficile d'empêcher Aika de trop s'en servir.,0x17227,84,A system for communicating between decks. \\nGood luck keeping Aika from abusing it.
471,0x8c346194,0x1b8a3,13,Meisterküche,0x1b81d,15,Cocina Moderna,0x1bb0a,17,Cuisine Prestige,0x1b341,17,Enhanced Kitchen,0x3e,X,X,X,X,X,0,7,Value,0,5500,2,Defense,0,1,-1,None,0,0,-1,None,0,0,0,0,5500,0,0,50,31,13,0,0x17672,75,"Hochmoderne Küche, in der allabendlich die\\ntollsten Menüs gekocht werden.",0x174d3,90,Instalaciones de cocina con tecnología punta\\npara preparar cenas ricas todas las noches.,0x176df,71,Cuisine ultra-moderne pour faire de succulents\\ndîners tous les soirs.,0x1727b,77,State-of-the-art cooking facilities for great-\\ntasting dinners every night.
472,0x8c3461a8,0x1b8b0,13,Bodenheizung,0x1b82c,12,Calefacción,0x1bb1b,17,Chauffage au Sol,0x1b352,13,Floor Heater,0x3e,X,X,X,X,X,0,7,Value,0,3000,3,MagDef,0,1,-1,None,0,0,-1,None,0,0,0,0,3000,0,0,50,32,15,0,0x176bd,81,"Nutzt die Motorwärme aus, und macht die\\nWohnquartiere angenehm und komfortabel.",0x1752d,87,Aprovecha el calor del motor para mantener\\nuna buena temperatura en las dependencias.,0x17726,87,Utilise la chaleur du moteur pour maintenir les\\nlogements à une température agréable.,0x172c8,78,Takes advantage of engine heat to keep\\nliving quarters nice and comfortable.
473,0x8c3461b8,0x1b8bd,13,Luftreiniger,0x1b838,12,Purificador,0x1bb2c,9,Aérateur,0x1b35f,13,Air Purifier,0x3e,X,X,X,X,X,0,7,Value,0,5800,3,MagDef,0,2,-1,None,0,0,-1,None,0,0,0,0,5800,0,0,50,33,1,0,0x1770e,96,"Reinigt die Luft unter den Decks, damit alles\\nsauber und frisch und nicht nach Schweiß riecht.",0x17584,90,"Purifica el aire bajo la cubierta, para tener\\ntodo limpio y agradable, sin olor a sudor.",0x1777d,82,Purifie l'air sous les ponts afin de maintenir\\nune odeur agréable sans humidité.,0x17316,87,"Purifies the air below decks to keep everything\\nsmelling clean and fresh, not sweaty."
474,0x8c3461c8,0x1b8ca,17,yafutoman-Nische,0x1b844,10,Seminario,0x1bb35,17,Alcôve Yafutoman,0x1b36c,17,Yafutoman Alcove,0x3e,X,X,X,X,X,0,7,Value,0,6700,3,MagDef,0,2,-1,None,0,0,-1,None,0,0,0,0,6700,0,0,50,34,39,0,0x1776e,75,"Ein Stück yafutoman-Kultur, das den Geist\\nberuhigt und der Seele wohltut.",0x175de,72,Un poco de cultura Yafutoman aporta\\npaz de espíritu y claridad mental.,0x177cf,80,Un peu de culture Yafutoman pour contribuer à la\\npaix de l'esprit et de l'âme.,0x1736d,71,A bit of Yafutoman culture to help calm the mind\\nand soothe the soul.
475,0x8c3461dc,0x1b8db,11,Lärmschutz,0x1b84e,15,Insonorización,0x1bb46,15,Insonorisation,0x1b37d,14,Soundproofing,0x3e,X,X,X,X,X,0,7,Value,0,11000,2,Defense,0,1,-1,None,0,0,-1,None,0,0,0,0,11000,0,0,50,35,28,0,0x177b9,93,"Dämpft den Motorlärm für eine bessere Nachtruhe,\\nbeugt Müdigkeit auf längeren Strecken vor.",0x17626,74,Reduce el molesto ruido del motor\\npara dormir bien en los viajes largos.,0x1781f,96,Supprime les bruits du moteur pour mieux dormir\\net ainsi réduire la fatigue des longs voyages.,0x173b4,90,"Blocks annoying engine noise for a better\\nnight's sleep, reducing fatigue on long trips."
476,0x8c3461ec,0x1b8e6,11,Teures Rad,0x1b85d,14,Timón Valioso,0x1bb55,17,Gouverne de luxe,0x1b38b,16,Expensive Wheel,0x3e,X,X,X,X,X,0,7,Value,0,8500,4,Quick,0,2,-1,None,0,0,-1,None,0,0,0,0,8500,0,0,50,36,14,0,0x17816,97,"Maßgeschneidertes Rad, in Valua ergonomisch her-\\ngestellt. Reduziert Müdigkeit des Steuermanns.",0x17670,90,Un timón exclusivo con diseño ergonómico\\ncreado en Valua. Facilita la labor del timonel.,0x1787f,88,"Gouvernail traditionnel, conçu ergonomiquement\\nà Valua. Réduit la fatigue du timonier.",0x1740e,89,"A custom-made wheel, ergonomically designed in\\nValua. Reduces fatigue for the helmsman."
477,0x8c3461fc,0x1b8f1,13,Kronleuchter,0x1b86b,17,Lámpara de Araña,0x1bb66,7,Lustre,0x1b39b,11,Chandelier,0x3e,X,X,X,X,X,0,7,Value,0,9300,2,Defense,0,1,-1,None,0,0,-1,None,0,0,0,0,9300,0,0,50,37,8,0,0x17877,96,"Strahlende Lichtquelle, bei valuanischen Adligen\\nbeliebt. Bringt etwas Luxus ins Fliegerleben.",0x176ca,89,Iluminación favorita de los nobles Valuan.\\nUn toque de distinción en los viajes aéreos.,0x178d7,94,Éclairage luxueux prisé par la noblesse Valuan.\\nApporte un peu d'opulence à la vie aérienne.,0x17467,93,Luxurious lighting favored by Valuan nobility.\\nBrings a touch of opulence to airborne life.
