Entry ID,[Str. pos.],[Str. size],[Str. encoding],Str. value,[Str. data]
90,0x2abb14,13,Shift_JIS,START - EXIT,"""START - EXIT"""
91,0x2abb24,12,Shift_JIS,UP    - Z +,"""UP    - Z +"""
92,0x2abb30,12,Shift_JIS,DOWN  - Z -,"""DOWN  - Z -"""
93,0x2abb3c,12,Shift_JIS,LEFT  - X +,"""LEFT  - X +"""
94,0x2abb48,12,Shift_JIS,RIGHT - X -,"""RIGHT - X -"""
95,0x2abb54,17,Shift_JIS,L BTN - Y ROLL +,"""L BTN - Y ROLL +"""
96,0x2abb68,17,Shift_JIS,R BTN - Y ROLL -,"""R BTN - Y ROLL -"""
97,0x2abb7c,17,Shift_JIS,X BTN - X ROLL +,"""X BTN - X ROLL +"""
98,0x2abb90,17,Shift_JIS,A BTN - X ROLL -,"""A BTN - X ROLL -"""
99,0x2abba4,19,Shift_JIS,Z BTN - RESET VIEW,"""Z BTN - RESET VIEW"""
100,0x2abbb8,12,Shift_JIS,UP    - Z -,"""UP    - Z -"""
101,0x2abbc4,12,Shift_JIS,DOWN  - Z +,"""DOWN  - Z +"""
102,0x2abbd0,12,Shift_JIS,LEFT  - X -,"""LEFT  - X -"""
103,0x2abbdc,12,Shift_JIS,RIGHT - X +,"""RIGHT - X +"""
104,0x2abbe8,18,Shift_JIS,UP    - LIGHT Z +,"""UP    - LIGHT Z +"""
105,0x2abbfc,18,Shift_JIS,DOWN  - LIGHT Z -,"""DOWN  - LIGHT Z -"""
106,0x2abc10,18,Shift_JIS,LEFT  - LIGHT X +,"""LEFT  - LIGHT X +"""
107,0x2abc24,18,Shift_JIS,RIGHT - LIGHT X -,"""RIGHT - LIGHT X -"""
108,0x2abc38,18,Shift_JIS,R BTN - LIGHT Y +,"""R BTN - LIGHT Y +"""
109,0x2abc4c,18,Shift_JIS,L BTN - LIGHT Y -,"""L BTN - LIGHT Y -"""
110,0x2abc60,19,Shift_JIS,A BTN - AMBIENT UP,"""A BTN - AMBIENT UP"""
111,0x2abc74,19,Shift_JIS,B BTN - DEFFUSE UP,"""B BTN - DEFFUSE UP"""
112,0x2abc88,17,Shift_JIS,C BTN - SPECULAR,"""C BTN - SPECULAR"""
113,0x2abc9c,21,Shift_JIS,X BTN - LIGHT SWITCH,"""X BTN - LIGHT SWITCH"""
114,0x2abcb4,34,Shift_JIS,(L BTN)+(R BTN) - DELETE MURABITO,"""(L BTN)+(R BTN) - DELETE MURABITO"""
115,0x2abcd8,22,Shift_JIS,A BTN - SET MUARABITO,"""A BTN - SET MUARABITO"""
116,0x2abcf0,4,Shift_JIS,%1d,"""%1d"""
117,0x2abcf4,6,Shift_JIS,%3.2f,"""%3.2f"""
118,0x2abcfc,4,Shift_JIS,%3d,"""%3d"""
119,0x2abd00,15,Shift_JIS,INFOMATION ON ,"""INFOMATION ON """
120,0x2abd10,13,Shift_JIS,STAGE SELECT,"""STAGE SELECT"""
121,0x2abd20,10,Shift_JIS,GAME MODE,"""GAME MODE"""
122,0x2abd2c,12,Shift_JIS,CAMERA MODE,"""CAMERA MODE"""
123,0x2abd38,11,Shift_JIS,LIGHT MODE,"""LIGHT MODE"""
124,0x2abd44,9,Shift_JIS,FOG MENU,"""FOG MENU"""
125,0x2abd50,13,Shift_JIS,START = EXIT,"""START = EXIT"""
126,0x2abd60,14,Shift_JIS,CAMERA MODE 0,"""CAMERA MODE 0"""
127,0x2abd70,12,Shift_JIS,PURSUIT INF,"""PURSUIT INF"""
128,0x2abd7c,9,Shift_JIS,VIEW INF,"""VIEW INF"""
129,0x2abd88,10,Shift_JIS,ALL RESET,"""ALL RESET"""
130,0x2abd94,8,Shift_JIS,FOG OFF,"""FOG OFF"""
131,0x2abd9c,16,Shift_JIS,NEAR    -1.0000,"""NEAR    -1.0000"""
132,0x2abdac,16,Shift_JIS,FAR   -100.0000,"""FAR   -100.0000"""
133,0x2abdbc,12,Shift_JIS,RED     255,"""RED     255"""
134,0x2abdc8,12,Shift_JIS,GREEN   255,"""GREEN   255"""
135,0x2abdd4,12,Shift_JIS,BULE    255,"""BULE    255"""
136,0x2abde0,17,Shift_JIS,\\sound\\m29_s.p16,"""\\sound\\m29_s.p16"""
137,0x2abdf4,25,Shift_JIS,Call Back Hooking Failed,"""Call Back Hooking Failed"""
138,0x2abe10,24,Shift_JIS,Call Back Delete Failed,"""Call Back Delete Failed"""
139,0x2abe28,32,Shift_JIS,FioInit Error (memory allocate),"""FioInit Error (memory allocate)"""
140,0x2abe48,36,Shift_JIS,FioOpen Error (memory allocate): %s,"""FioOpen Error (memory allocate): %s"""
141,0x2abe6c,18,Shift_JIS,FioOpen Error: %s,"""FioOpen Error: %s"""
142,0x2abe80,30,Shift_JIS,FioOpen Error (File Size): %s,"""FioOpen Error (File Size): %s"""
143,0x2abea0,35,Shift_JIS,FioReadReq Error (memory allocate),"""FioReadReq Error (memory allocate)"""
144,0x2abec4,37,Shift_JIS,Fio Auto Error (memory allocate): %s,"""Fio Auto Error (memory allocate): %s"""
145,0x2abeec,41,Shift_JIS,Fio Stream Error (memory allocate 1): %s,"""Fio Stream Error (memory allocate 1): %s"""
146,0x2abf18,30,Shift_JIS,Fio Stream Link Nothing Error,"""Fio Stream Link Nothing Error"""
147,0x2abf38,17,Shift_JIS,File Read Error:,"""File Read Error:"""
148,0x2abf4c,24,Shift_JIS,File Seek Origin Error:,"""File Seek Origin Error:"""
149,0x2abf64,17,Shift_JIS,File Seek Error:,"""File Seek Error:"""
150,0x2abf78,3,Shift_JIS,..,""".."""
151,0x2abf84,25,Shift_JIS,Move Root Dir Error : %s,"""Move Root Dir Error : %s"""
152,0x2abfa0,20,Shift_JIS,Move Dir Error : %s,"""Move Dir Error : %s"""
153,0x2abfb4,22,Shift_JIS,Move Cache Error : %s,"""Move Cache Error : %s"""
154,0x2abfcc,17,Shift_JIS,LIGHT TRAP ERROR,"""LIGHT TRAP ERROR"""
155,0x2abfe0,23,Shift_JIS,LIGHT STACK OVER ERROR,"""LIGHT STACK OVER ERROR"""
156,0x2abff8,24,Shift_JIS,LIGHT STACK UNDER ERROR,"""LIGHT STACK UNDER ERROR"""
157,0x2ac010,26,Shift_JIS,SCRIPT LIGHT NUMBER ERROR,"""SCRIPT LIGHT NUMBER ERROR"""
158,0x2ac02c,26,Shift_JIS,CHANGE VERTEX COLOR START,"""CHANGE VERTEX COLOR START"""
159,0x2ac048,3,Shift_JIS,rb,"""rb"""
160,0x2ac04c,25,Shift_JIS,MLD FAST HANDLE IS EMPTY,"""MLD FAST HANDLE IS EMPTY"""
161,0x2ac068,35,Shift_JIS,mldTaskLoadMldDataAll Malloc Error,"""mldTaskLoadMldDataAll Malloc Error"""
162,0x2ac08c,22,Shift_JIS,MLD FAST HANDLE ERROR,"""MLD FAST HANDLE ERROR"""
163,0x2ac0a4,22,Shift_JIS,memory allocate error,"""memory allocate error"""
164,0x2ac0bc,18,Shift_JIS,Config Init Error,"""Config Init Error"""
165,0x2ac0d0,18,Shift_JIS,Config Exit Error,"""Config Exit Error"""
166,0x2ac0e4,13,Shift_JIS,\\namihei.drv,"""\\namihei.drv"""
167,0x2ac0f4,13,Shift_JIS,\\aresnew.mlt,"""\\aresnew.mlt"""
168,0x2ac104,25,Shift_JIS,MONO STEREO SET ERROR %d,"""MONO STEREO SET ERROR %d"""
169,0x2ac120,18,Shift_JIS,\\sound\\normal.fob,"""\\sound\\normal.fob"""
170,0x2ac134,20,Shift_JIS,\\sound\\b7000000.mlt,"""\\sound\\b7000000.mlt"""
171,0x2ac148,12,Shift_JIS,\\player.mlz,"""\\player.mlz"""
172,0x2ac154,22,Shift_JIS,MATRIX STACK OVER !!!,"""MATRIX STACK OVER !!!"""
173,0x2ac16c,27,Shift_JIS,IDmem change size:%d %c %d,"""IDmem change size:%d %c %d"""
174,0x2ac188,22,Shift_JIS,memory allocate error,"""memory allocate error"""
175,0x2ac1a0,7,Shift_JIS,M_AMEM,"""M_AMEM"""
176,0x2ac1a8,30,Shift_JIS,IDmem Search error:0xffffffff,"""IDmem Search error:0xffffffff"""
177,0x2ac1c8,28,Shift_JIS,Memory Segment Error 0x%08x,"""Memory Segment Error 0x%08x"""
178,0x2ac1e4,26,Shift_JIS,NoEqu free IDmem:%d %c %d,"""NoEqu free IDmem:%d %c %d"""
179,0x2ac200,26,Shift_JIS,no free IDmemory:%d %c %d,"""no free IDmemory:%d %c %d"""
180,0x2ac21c,6,Shift_JIS,_AMEM,"""_AMEM"""
181,0x2ac224,14,Shift_JIS,memFree Error,"""memFree Error"""
182,0x2ac234,18,Shift_JIS,memFree Dup Error,"""memFree Dup Error"""
183,0x2ac248,7,Shift_JIS,D_AMEM,"""D_AMEM"""
184,0x2ac250,27,Shift_JIS,memory reallocate error -1,"""memory reallocate error -1"""
185,0x2ac26c,24,Shift_JIS,memory reallocate error,"""memory reallocate error"""
186,0x2ac284,7,Shift_JIS,R_AMEM,"""R_AMEM"""
187,0x2ac28b,5,Shift_JIS,MEMM,"""MEMM"""
188,0x2ac290,5,Shift_JIS,FREE,"""FREE"""
189,0x2ac295,5,Shift_JIS,MEMR,"""MEMR"""
190,0x2ac29c,33,Shift_JIS,メニュー用メモリを確保出来ません,"""\x83\x81\x83j\x83\x85\x81[\x97p\x83\x81\x83\x82\x83\x8A\x82\xF0\x8Am\x95\xDB\x8Fo\x97\x88\x82\xDC\x82\xB9\x82\xF1"""
191,0x2ac2c0,17,Shift_JIS,get matrix error,"""get matrix error"""
192,0x2ac2d4,5,Shift_JIS,NJCM,"""NJCM"""
193,0x2ac2dc,23,Shift_JIS,Ground(%d) Link Max 16,"""Ground(%d) Link Max 16"""
194,0x2ac2f4,22,Shift_JIS,False GrdLink (%d:%d),"""False GrdLink (%d:%d)"""
195,0x2ac30c,23,Shift_JIS,Can not Convert Ground,"""Can not Convert Ground"""
196,0x2ac324,24,Shift_JIS,False Ground Data Model,"""False Ground Data Model"""
197,0x2ac33c,19,Shift_JIS,False Ground No:%d,"""False Ground No:%d"""
198,0x2ac37c,5,Shift_JIS,.msb,""".msb"""
199,0x2ac384,5,Shift_JIS,.mpb,""".mpb"""
200,0x2ac38c,26,Shift_JIS,アルファＲＯＭ Ver.0.9000,"""\x83A\x83\x8B\x83t\x83@\x82q\x82n\x82l Ver.0.9000"""
201,0x2ac3a8,12,Shift_JIS,Mar 03 2000,"""Mar 03 2000"""
202,0x2ac3b4,9,Shift_JIS,15:11:54,"""15:11:54"""
203,0x2ac3c0,15,Shift_JIS,PRESS A BUTTON,"""PRESS A BUTTON"""
204,0x2ac3d0,28,Shift_JIS,PRESS A BUTTON   TEST SOUND,"""PRESS A BUTTON   TEST SOUND"""
205,0x2ac3ec,28,Shift_JIS,PRESS B BUTTON   STOP SOUND,"""PRESS B BUTTON   STOP SOUND"""
206,0x2ac408,34,Shift_JIS,PRESS S BUTTON   RETURN MAIN MENU,"""PRESS S BUTTON   RETURN MAIN MENU"""
207,0x2ac42c,17,Shift_JIS,サウンドデバッグ,"""\x83T\x83E\x83\x93\x83h\x83f\x83o\x83b\x83O"""
208,0x2ac440,4,Shift_JIS,%2d,"""%2d"""
209,0x2ac444,3,Shift_JIS,→,"""\x81\xA8"""
210,0x2ac448,3,Shift_JIS,ON,"""ON"""
211,0x2ac44c,4,Shift_JIS,OFF,"""OFF"""
212,0x2ac450,45,Shift_JIS,ここは戦闘やステータス画面のチェック用です。,"""\x82\xB1\x82\xB1\x82\xCD\x90\xED\x93\xAC\x82\xE2\x83X\x83e\x81[\x83^\x83X\x89\xE6\x96\xCA\x82\xCC\x83`\x83F\x83b\x83N\x97p\x82\xC5\x82\xB7\x81B"""
213,0x2ac480,7,Shift_JIS,マップ,"""\x83}\x83b\x83v"""
214,0x2ac488,5,Shift_JIS,戦闘,"""\x90\xED\x93\xAC"""
215,0x2ac490,7,Shift_JIS,船戦闘,"""\x91D\x90\xED\x93\xAC"""
216,0x2ac498,15,Shift_JIS,サウンドテスト,"""\x83T\x83E\x83\x93\x83h\x83e\x83X\x83g"""
217,0x2ac4a8,7,Shift_JIS,OPTION,"""OPTION"""
218,0x2ac4b0,11,Shift_JIS,つづきから,"""\x82\xC2\x82\xC3\x82\xAB\x82\xA9\x82\xE7"""
219,0x2ac4bc,4,Shift_JIS,BGM,"""BGM"""
220,0x2ac4c0,5,Shift_JIS,LOOP,"""LOOP"""
221,0x2ac4c8,3,Shift_JIS,SE,"""SE"""
222,0x2ac4cc,10,Shift_JIS,FILE NAME,"""FILE NAME"""
223,0x2ac4d8,12,Shift_JIS,BANK NUMBER,"""BANK NUMBER"""
224,0x2ac4e4,12,Shift_JIS,LIST NUMBER,"""LIST NUMBER"""
225,0x2ac4f0,22,Shift_JIS,FreeTex Error GI=%08X,"""FreeTex Error GI=%08X"""
226,0x2ac508,3,Shift_JIS,rb,"""rb"""
227,0x2ac50c,5,Shift_JIS,GBIX,"""GBIX"""
228,0x2ac514,5,Shift_JIS,PVRT,"""PVRT"""
229,0x2ac51c,5,Shift_JIS,.pvr,""".pvr"""
230,0x2ac524,13,Shift_JIS,ts000110.pvz,"""ts000110.pvz"""
231,0x2ac534,18,Shift_JIS,\\title\\title0.mld,"""\\title\\title0.mld"""
232,0x2ac548,20,Shift_JIS,\\title\\ts900000.mld,"""\\title\\ts900000.mld"""
233,0x2ac570,16,Shift_JIS,\\sound\\m01s.p16,"""\\sound\\m01s.p16"""
234,0x2ac580,20,Shift_JIS,\\title\\ts900168.mld,"""\\title\\ts900168.mld"""
235,0x2ac594,19,Shift_JIS,\\title\\warning.mld,"""\\title\\warning.mld"""
236,0x2ac5a8,20,Shift_JIS,\\title\\ts900163.mld,"""\\title\\ts900163.mld"""
237,0x2ac5bc,20,Shift_JIS,\\sound\\m5000000.mlt,"""\\sound\\m5000000.mlt"""
238,0x2ac5d0,11,Shift_JIS,ME400X.sct,"""ME400X.sct"""
239,0x2ac5dc,11,Shift_JIS,ME202Z.sct,"""ME202Z.sct"""
240,0x2ac5e8,11,Shift_JIS,ME002Z.sct,"""ME002Z.sct"""
241,0x2ac5f4,14,Shift_JIS,aresmovie.sfd,"""aresmovie.sfd"""
242,0x2ac604,5,Shift_JIS,NJCM,"""NJCM"""
243,0x2ac60c,5,Shift_JIS,NJBM,"""NJBM"""
244,0x2ac614,34,Shift_JIS,scptBootup: scptArrayAlloc failed,"""scptBootup: scptArrayAlloc failed"""
245,0x2ac638,34,Shift_JIS,scptArrayAlloc: initial two times,"""scptArrayAlloc: initial two times"""
246,0x2ac65c,30,Shift_JIS,scptArrayAlloc: malloc failed,"""scptArrayAlloc: malloc failed"""
247,0x2ac67c,43,Shift_JIS,scptArrayAlloc(LazyJobList): malloc failed,"""scptArrayAlloc(LazyJobList): malloc failed"""
248,0x2ac6a8,27,Shift_JIS,scptArrayFree: free failed,"""scptArrayFree: free failed"""
249,0x2ac6c4,22,Shift_JIS,scptLoad: Len is zero,"""scptLoad: Len is zero"""
250,0x2ac6dc,31,Shift_JIS,scptLoad: gScpt.PtrTop == NULL,"""scptLoad: gScpt.PtrTop == NULL"""
251,0x2ac6fc,27,Shift_JIS,scptAnarize: StackOverFlow,"""scptAnarize: StackOverFlow"""
252,0x2ac718,22,Shift_JIS,scptSTUB: code error!,"""scptSTUB: code error!"""
253,0x2ac730,23,Shift_JIS,GOSUB: Stack over flow,"""GOSUB: Stack over flow"""
254,0x2ac748,29,Shift_JIS,scptWWW: No Empty LazyBuffer,"""scptWWW: No Empty LazyBuffer"""
255,0x2ac768,27,Shift_JIS,scptPRINT: malloc failed 1,"""scptPRINT: malloc failed 1"""
256,0x2ac784,34,Shift_JIS,scptPRINT: message post timed out,"""scptPRINT: message post timed out"""
257,0x2ac7a8,25,Shift_JIS,scptPRINT MES: NO LABEL!,"""scptPRINT MES: NO LABEL!"""
258,0x2ac7c4,31,Shift_JIS,scptPRINT MES: malloc failed 1,"""scptPRINT MES: malloc failed 1"""
259,0x2ac7e4,39,Shift_JIS,scptPRINT(MES): message post timed out,"""scptPRINT(MES): message post timed out"""
260,0x2ac80c,28,Shift_JIS,"scptDATA: Do Write ""END""!!!","""scptDATA: Do Write \""END\""!!!"""
261,0x2ac828,27,Shift_JIS,scptSELECT1: malloc failed,"""scptSELECT1: malloc failed"""
262,0x2ac844,28,Shift_JIS,scptSELECT CHOSE: NO LABEL!,"""scptSELECT CHOSE: NO LABEL!"""
263,0x2ac860,21,Shift_JIS,Scale: malloc failed,"""Scale: malloc failed"""
264,0x2ac878,34,Shift_JIS,SetShadow: message post timed out,"""SetShadow: message post timed out"""
265,0x2ac89c,27,Shift_JIS,ReSetShadow: malloc failed,"""ReSetShadow: malloc failed"""
266,0x2ac8b8,36,Shift_JIS,ReSetShadow: message post timed out,"""ReSetShadow: message post timed out"""
267,0x2ac8dc,30,Shift_JIS,Scale: message post timed out,"""Scale: message post timed out"""
268,0x2ac8fc,26,Shift_JIS,PartsScale: malloc failed,"""PartsScale: malloc failed"""
269,0x2ac918,35,Shift_JIS,PartsScale: message post timed out,"""PartsScale: message post timed out"""
270,0x2ac93c,28,Shift_JIS,scptMapDefMO: malloc failed,"""scptMapDefMO: malloc failed"""
271,0x2ac958,36,Shift_JIS,scptMapDefMO: message post time out,"""scptMapDefMO: message post time out"""
272,0x2ac97c,21,Shift_JIS,Proll: malloc failed,"""Proll: malloc failed"""
273,0x2ac994,30,Shift_JIS,Proll: message post timed out,"""Proll: message post timed out"""
274,0x2ac9b4,22,Shift_JIS,fin: malloc failed %d,"""fin: malloc failed %d"""
275,0x2ac9cc,31,Shift_JIS,scptFin: message post time out,"""scptFin: message post time out"""
276,0x2aca00,22,Shift_JIS,ClF: malloc failed %d,"""ClF: malloc failed %d"""
277,0x2aca18,31,Shift_JIS,scptClF: message post time out,"""scptClF: message post time out"""
278,0x2aca4c,21,Shift_JIS,CWait: malloc failed,"""CWait: malloc failed"""
279,0x2aca64,30,Shift_JIS,CWait: message post timed out,"""CWait: message post timed out"""
280,0x2aca84,26,Shift_JIS,TextChabne: malloc failed,"""TextChabne: malloc failed"""
281,0x2acaa0,35,Shift_JIS,TextChange: message post timed out,"""TextChange: message post timed out"""
282,0x2acac4,31,Shift_JIS,scptChangeParts: malloc failed,"""scptChangeParts: malloc failed"""
283,0x2acae4,35,Shift_JIS,ChangeParts: message post time out,"""ChangeParts: message post time out"""
284,0x2acb08,36,Shift_JIS,scptEnter: message post time out %d,"""scptEnter: message post time out %d"""
285,0x2acb2c,29,Shift_JIS,scptLet'sTalk: malloc failed,"""scptLet'sTalk: malloc failed"""
286,0x2acb4c,36,Shift_JIS,scptLetsTalk: message post time out,"""scptLetsTalk: message post time out"""
287,0x2acb70,24,Shift_JIS,scptFace: malloc failed,"""scptFace: malloc failed"""
288,0x2acb88,32,Shift_JIS,scptFace: message post time out,"""scptFace: message post time out"""
289,0x2acba8,24,Shift_JIS,scptPutA: malloc failed,"""scptPutA: malloc failed"""
