Entry ID,Entry US Name,Occasion Flags,[M],[B],[S],Ship Eff ID,[Ship Eff Name],Ship Eff Turns,Consume%,Pad 1,Pad 2,Pad 3,Buy,Pad 4,Pad 5,Sell%,US Order 1,US Order 2,Pad 6,Ship Eff Base,Element ID,[Element Name],Unk 1,Unk 2,Hit%,[US Descr Pos],[US Descr Size],US Descr Str
490,Repair Kit,0x5,X,"",X,100,Recover HP,-1,100,0,0,0,30,0,0,50,10,15,0,400,0,Green,0,0,0,0x33a968,68,"Repair materials for minor damage to the ship.\nRestores 4,000 HP."
491,Deluxe Kit,0x5,X,"",X,100,Recover HP,-1,100,0,0,0,75,0,0,50,11,12,0,800,0,Green,0,0,0,0x33a9ac,72,"Repair materials for moderate damage to the\nship. Restores 8,000 HP."
492,Magic Kit,0x5,X,"",X,100,Recover HP,-1,100,0,0,0,0,0,0,50,12,9,0,0,0,Green,0,0,0,0x33a9f4,92,Repair materials mixed with Green Moon Dust\nfor greater restorative power. Restores all HP.
493,Complete Kit,0x5,X,"",X,101,Recover HP by 100%,-1,100,0,0,0,300,0,0,50,13,5,0,0,0,Green,0,0,0,0x33aa50,72,High-quality repair materials using pure\nMoon Stones. Restores all HP.
494,Gear Grease,0x1,"","",X,102,Recover SP,-1,100,0,0,0,500,0,0,50,14,6,0,10,0,Green,0,0,0,0x33aa98,76,"Reduces friction in the gears, improving power\ntransfer. Restores Spirit."
495,Thermal Grease,0x1,"","",X,103,Recover SP by 100%,-1,100,0,0,0,1000,0,0,50,15,17,0,0,0,Green,0,0,0,0x33aae4,80,Prevents heat-related breakdowns at high speeds.\nRestores Spirit completely.
496,Captain's Stripe,0x4,X,"","",115,Grow All Attr,-1,100,0,0,0,0,0,0,50,16,8,0,0,0,Green,0,0,0,0x33ab34,96,A mark earned by shooting down an enemy. Using\nit will increase ship parameters and endurance.
497,Apa Wax,0x1,"","",X,105,Incr Attack + Defense,2,100,0,0,0,100,0,0,50,17,0,0,0,0,Green,0,0,0,0x33ab94,92,Applying this wax to the ship and cannons\nimproves Attack and Defense Power for 2 turns.
498,Apo Wax,0x1,"","",X,105,Incr Attack + Defense,4,100,0,0,0,1000,0,0,50,18,1,0,0,0,Green,0,0,0,0x33abf0,92,Applying this wax to the ship and cannons\nimproves Attack and Defense Power for 4 turns.
499,Speed Wax,0x1,"","",X,104,Incr Quick,1,100,0,0,0,150,0,0,50,19,11,0,0,0,Green,0,0,0,0x33ac4c,68,Applying this wax to the engine improves engine\noutput for 1 turn.
500,Hybrid Wax,0x1,"","",X,108,Incr All Attr,4,100,0,0,0,1500,0,0,50,20,22,0,0,0,Green,0,0,0,0x33ac90,72,Wax developed by De Loco. Improves\nvarious ship parameters for 1 turn.
501,Heat Sensor,0x1,"","",X,112,Incr Critical%,0,100,0,0,0,2000,0,0,50,21,21,0,0,0,Green,0,0,0,0x33acd8,92,Detects the engine room of enemy ships to help\nyour gunners aim. Raises Critical Hit Rate.
502,Rudder Grease,0x1,"","",X,113,Consume SP by 50%,0,100,0,0,0,2000,0,0,50,22,3,0,0,0,Green,0,0,0,0x33ad34,72,"Improves rudder operation, and slows the rate\nof Spirit consumption."
503,Machine Oil,0x1,"","",X,114,Recover SP by 200%,0,100,0,0,0,2000,0,0,50,23,7,0,0,0,Green,0,0,0,0x33ad7c,96,"Applying oil to the engine parts stabilizes\noutput, doubling the rate of Spirit restoration."
504,Light Alloy,0x1,"","",X,111,Incr First Strike%,0,100,0,0,0,2000,0,0,50,24,29,0,0,0,Green,0,0,0,0x33addc,92,Alloy blends with the ship's hull to make it\nlighter. Improves chances for first strike.
505,Hex Shell,0x1,"","",X,109,Block Attack,0,100,0,0,0,5000,0,0,50,25,26,0,0,0,Green,0,0,0,0x33ae38,84,"A barrier against artillery attacks for 1 turn,\ndeveloped by a master engineer. "
506,Magic Shell,0x1,"","",X,110,Block Magic,0,100,0,0,0,2500,0,0,50,26,27,0,0,0,Green,0,0,0,0x33ae8c,76,"A barrier against magic attacks for 1 turn,\ndeveloped by a master magician."
507,Gold Bullion,0x0,"","","",-1,None,-1,-1,0,0,0,10000,0,0,100,27,2,0,0,0,Green,0,0,0,0x33aed8,92,"A piece of solid gold, too big to carry. You can\nkeep it, or sell it if you need the money."
508,Crystal Ball,0x0,"","","",-1,None,-1,-1,0,0,0,1000,0,0,100,28,16,0,0,0,Green,0,0,0,0x33af34,92,"A work of art by a well-known craftsman. You can\nkeep it, or sell it if you need the money."
509,Magic Cannon,0x0,"","","",-1,None,-1,-1,0,0,0,0,0,0,0,29,13,0,0,0,Green,0,0,0,0x33af90,96,A device that fires magic projectiles. Stolen\nfrom Belleza in a battle above the Nasr desert.
