Entry ID,[Filter],[ES ID],[ES Name],Turn ID,Phase ID,Cond ID,[Cond Name],Cond Param ID,[Cond Param Name],T1 Type ID,[T1 Type Name],T1 Arm ID,T1 Param ID,[T1 Param Name],T1 Arm Dur,T2 Type ID,[T2 Type Name],T2 Arm ID,T2 Param ID,[T2 Param Name],T2 Arm Dur
22,R523A.BIN,32,Obispo,5,2,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
23,R523A.BIN,32,Obispo,5,3,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
0,R524A.BIN,29,Anguila,0,0,3,Rating,50,%,0,Attack,1,-1,None,0,3,Guard,-1,-1,None,0
1,R524A.BIN,29,Anguila,0,1,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
2,R524A.BIN,29,Anguila,0,2,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
3,R524A.BIN,29,Anguila,0,3,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
4,R524A.BIN,29,Anguila,1,0,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
5,R524A.BIN,29,Anguila,1,1,3,Rating,60,%,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
6,R524A.BIN,29,Anguila,1,2,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
7,R524A.BIN,29,Anguila,1,3,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
8,R524A.BIN,29,Anguila,2,0,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
9,R524A.BIN,29,Anguila,2,1,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
10,R524A.BIN,29,Anguila,2,2,3,Rating,40,%,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
11,R524A.BIN,29,Anguila,2,3,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
12,R524A.BIN,29,Anguila,3,0,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
13,R524A.BIN,29,Anguila,3,1,3,Rating,20,%,0,Attack,0,-1,None,0,0,Attack,1,-1,None,0
14,R524A.BIN,29,Anguila,3,2,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
15,R524A.BIN,29,Anguila,3,3,3,Rating,30,%,0,Attack,1,-1,None,0,3,Guard,-1,-1,None,0
16,R524A.BIN,29,Anguila,4,0,-1,None,0,None,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
17,R524A.BIN,29,Anguila,4,1,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
18,R524A.BIN,29,Anguila,4,2,3,Rating,60,%,3,Guard,-1,-1,None,0,2,Focus,-1,2,Preparing Attack,0
19,R524A.BIN,29,Anguila,4,3,3,Rating,50,%,0,Attack,0,-1,None,0,0,Attack,1,-1,None,0
20,R524A.BIN,29,Anguila,5,0,3,Rating,70,%,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
21,R524A.BIN,29,Anguila,5,1,-1,None,0,None,3,Guard,-1,-1,None,0,3,Guard,-1,-1,None,0
22,R524A.BIN,29,Anguila,5,2,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
23,R524A.BIN,29,Anguila,5,3,-1,None,0,None,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
24,R524A.BIN,29,Anguila,6,0,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
25,R524A.BIN,29,Anguila,6,1,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
26,R524A.BIN,29,Anguila,6,2,3,Rating,70,%,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
27,R524A.BIN,29,Anguila,6,3,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
28,R524A.BIN,29,Anguila,7,0,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
29,R524A.BIN,29,Anguila,7,1,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
30,R524A.BIN,29,Anguila,7,2,3,Rating,80,%,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
31,R524A.BIN,29,Anguila,7,3,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
32,R524A.BIN,29,Anguila,8,0,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
33,R524A.BIN,29,Anguila,8,1,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
34,R524A.BIN,29,Anguila,8,2,3,Rating,30,%,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
35,R524A.BIN,29,Anguila,8,3,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
36,R524A.BIN,29,Anguila,9,0,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
37,R524A.BIN,29,Anguila,9,1,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
38,R524A.BIN,29,Anguila,9,2,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
39,R524A.BIN,29,Anguila,9,3,-1,None,0,None,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
40,R524A.BIN,29,Anguila,10,0,-1,None,0,None,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
41,R524A.BIN,29,Anguila,10,1,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
42,R524A.BIN,29,Anguila,10,2,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
43,R524A.BIN,29,Anguila,10,3,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
44,R524A.BIN,29,Anguila,11,0,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
45,R524A.BIN,29,Anguila,11,1,3,Rating,60,%,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
46,R524A.BIN,29,Anguila,11,2,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
47,R524A.BIN,29,Anguila,11,3,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
48,R524A.BIN,29,Anguila,12,0,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
49,R524A.BIN,29,Anguila,12,1,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
50,R524A.BIN,29,Anguila,12,2,3,Rating,70,%,3,Guard,-1,-1,None,0,0,Attack,0,-1,None,0
51,R524A.BIN,29,Anguila,12,3,3,Rating,50,%,3,Guard,-1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
52,R524A.BIN,29,Anguila,13,0,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
53,R524A.BIN,29,Anguila,13,1,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
54,R524A.BIN,29,Anguila,13,2,3,Rating,80,%,0,Attack,0,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
55,R524A.BIN,29,Anguila,13,3,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
56,R524A.BIN,29,Anguila,14,0,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
57,R524A.BIN,29,Anguila,14,1,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
58,R524A.BIN,29,Anguila,14,2,3,Rating,30,%,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
59,R524A.BIN,29,Anguila,14,3,-1,None,0,None,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
60,R524A.BIN,29,Anguila,15,0,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
61,R524A.BIN,29,Anguila,15,1,3,Rating,50,%,0,Attack,0,-1,None,0,2,Focus,-1,2,Preparing Attack,0
62,R524A.BIN,29,Anguila,15,2,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
63,R524A.BIN,29,Anguila,15,3,-1,None,0,None,3,Guard,-1,-1,None,0,3,Guard,-1,-1,None,0
0,R527A.BIN,36,Giant Looper,0,0,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
1,R527A.BIN,36,Giant Looper,0,1,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
2,R527A.BIN,36,Giant Looper,0,2,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
3,R527A.BIN,36,Giant Looper,0,3,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
4,R527A.BIN,36,Giant Looper,1,0,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
5,R527A.BIN,36,Giant Looper,1,1,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
6,R527A.BIN,36,Giant Looper,1,2,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
7,R527A.BIN,36,Giant Looper,1,3,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
8,R527A.BIN,36,Giant Looper,2,0,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
9,R527A.BIN,36,Giant Looper,2,1,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
10,R527A.BIN,36,Giant Looper,2,2,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
11,R527A.BIN,36,Giant Looper,2,3,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
12,R527A.BIN,36,Giant Looper,3,0,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
13,R527A.BIN,36,Giant Looper,3,1,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
14,R527A.BIN,36,Giant Looper,3,2,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
15,R527A.BIN,36,Giant Looper,3,3,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
16,R527A.BIN,36,Giant Looper,4,0,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
17,R527A.BIN,36,Giant Looper,4,1,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
18,R527A.BIN,36,Giant Looper,4,2,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
19,R527A.BIN,36,Giant Looper,4,3,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
0,R532A.BIN,37,Alania,0,0,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
1,R532A.BIN,37,Alania,0,1,3,Rating,50,%,0,Attack,0,-1,None,0,0,Attack,1,-1,None,0
2,R532A.BIN,37,Alania,0,2,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
3,R532A.BIN,37,Alania,0,3,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
4,R532A.BIN,37,Alania,1,0,3,Rating,50,%,0,Attack,1,-1,None,0,0,Attack,0,-1,None,0
5,R532A.BIN,37,Alania,1,1,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
6,R532A.BIN,37,Alania,1,2,3,Rating,50,%,0,Attack,0,-1,None,0,0,Attack,1,-1,None,0
7,R532A.BIN,37,Alania,1,3,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
8,R532A.BIN,37,Alania,2,0,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
9,R532A.BIN,37,Alania,2,1,3,Rating,50,%,0,Attack,0,-1,None,0,0,Attack,1,-1,None,0
10,R532A.BIN,37,Alania,2,2,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
11,R532A.BIN,37,Alania,2,3,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
12,R532A.BIN,37,Alania,3,0,3,Rating,70,%,0,Attack,1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
13,R532A.BIN,37,Alania,3,1,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
14,R532A.BIN,37,Alania,3,2,3,Rating,50,%,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
15,R532A.BIN,37,Alania,3,3,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
16,R532A.BIN,37,Alania,4,0,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
17,R532A.BIN,37,Alania,4,1,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
18,R532A.BIN,37,Alania,4,2,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
19,R532A.BIN,37,Alania,4,3,3,Rating,30,%,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
20,R532A.BIN,37,Alania,5,0,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
21,R532A.BIN,37,Alania,5,1,3,Rating,50,%,0,Attack,0,-1,None,0,0,Attack,1,-1,None,0
22,R532A.BIN,37,Alania,5,2,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
23,R532A.BIN,37,Alania,5,3,3,Rating,50,%,0,Attack,1,-1,None,0,0,Attack,0,-1,None,0
24,R532A.BIN,37,Alania,6,0,3,Rating,50,%,0,Attack,1,-1,None,0,0,Attack,0,-1,None,0
25,R532A.BIN,37,Alania,6,1,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
26,R532A.BIN,37,Alania,6,2,3,Rating,50,%,0,Attack,0,-1,None,0,0,Attack,1,-1,None,0
27,R532A.BIN,37,Alania,6,3,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
0,R535A.BIN,27,Yeligar,0,0,3,Rating,80,%,4,Nothing,-1,2,Assessing Damage,0,2,Focus,-1,2,Preparing Attack,0
1,R535A.BIN,27,Yeligar,0,1,3,Rating,20,%,4,Nothing,-1,2,Assessing Damage,0,2,Focus,-1,2,Preparing Attack,0
2,R535A.BIN,27,Yeligar,0,2,0,PS HP ≤,40,%,3,Guard,-1,0,Evasive Action,0,0,Attack,1,-1,None,0
3,R535A.BIN,27,Yeligar,0,3,3,Rating,50,%,4,Nothing,-1,2,Assessing Damage,0,3,Guard,-1,0,Evasive Action,0
4,R535A.BIN,27,Yeligar,1,0,-1,None,0,None,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
5,R535A.BIN,27,Yeligar,1,1,3,Rating,35,%,4,Nothing,-1,2,Assessing Damage,0,2,Focus,-1,2,Preparing Attack,0
6,R535A.BIN,27,Yeligar,1,2,0,PS HP ≤,10,%,3,Guard,-1,0,Evasive Action,0,0,Attack,0,-1,None,0
7,R535A.BIN,27,Yeligar,1,3,3,Rating,60,%,4,Nothing,-1,2,Assessing Damage,0,3,Guard,-1,0,Evasive Action,0
8,R535A.BIN,27,Yeligar,2,0,-1,None,0,None,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
9,R535A.BIN,27,Yeligar,2,1,3,Rating,60,%,4,Nothing,-1,2,Assessing Damage,0,3,Guard,-1,0,Evasive Action,0
10,R535A.BIN,27,Yeligar,2,2,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
11,R535A.BIN,27,Yeligar,2,3,3,Rating,50,%,3,Guard,-1,0,Evasive Action,0,2,Focus,-1,2,Preparing Attack,0
12,R535A.BIN,27,Yeligar,3,0,0,PS HP ≤,30,%,3,Guard,-1,0,Evasive Action,0,0,Attack,0,-1,None,0
13,R535A.BIN,27,Yeligar,3,1,3,Rating,60,%,4,Nothing,-1,2,Assessing Damage,0,2,Focus,-1,2,Preparing Attack,0
14,R535A.BIN,27,Yeligar,3,2,-1,None,0,None,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
15,R535A.BIN,27,Yeligar,3,3,0,PS HP ≤,10,%,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
16,R535A.BIN,27,Yeligar,4,0,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
17,R535A.BIN,27,Yeligar,4,1,3,Rating,50,%,0,Attack,0,-1,None,0,0,Attack,1,-1,None,0
18,R535A.BIN,27,Yeligar,4,2,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
19,R535A.BIN,27,Yeligar,4,3,7,PS Used S-Cannon in Same Turn?,0,None,4,Nothing,-1,1,Target Lost,0,0,Attack,2,-1,None,0
20,R535A.BIN,27,Yeligar,5,0,3,Rating,50,%,4,Nothing,-1,2,Assessing Damage,0,2,Focus,-1,2,Preparing Attack,0
21,R535A.BIN,27,Yeligar,5,1,3,Rating,50,%,2,Focus,-1,2,Preparing Attack,0,3,Guard,-1,0,Evasive Action,0
22,R535A.BIN,27,Yeligar,5,2,3,Rating,50,%,4,Nothing,-1,2,Assessing Damage,0,2,Focus,-1,2,Preparing Attack,0
23,R535A.BIN,27,Yeligar,5,3,3,Rating,50,%,2,Focus,-1,2,Preparing Attack,0,3,Guard,-1,0,Evasive Action,0
24,R535A.BIN,27,Yeligar,6,0,3,Rating,50,%,4,Nothing,-1,2,Assessing Damage,0,2,Focus,-1,2,Preparing Attack,0
25,R535A.BIN,27,Yeligar,6,1,0,PS HP ≤,10,%,3,Guard,-1,0,Evasive Action,0,0,Attack,0,-1,None,0
26,R535A.BIN,27,Yeligar,6,2,3,Rating,50,%,4,Nothing,-1,2,Assessing Damage,0,2,Focus,-1,2,Preparing Attack,0
27,R535A.BIN,27,Yeligar,6,3,0,PS HP ≤,0,%,3,Guard,-1,0,Evasive Action,0,0,Attack,1,-1,None,0
28,R535A.BIN,27,Yeligar,7,0,0,PS HP ≤,0,%,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
29,R535A.BIN,27,Yeligar,7,1,3,Rating,50,%,4,Nothing,-1,2,Assessing Damage,0,2,Focus,-1,2,Preparing Attack,0
