Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,Chara. flags,[Vyse],[Aika],[Fina],[Drachma],[Enrique],[Gilder],Retail price in %,Order by prio.,EU order by ABC,Purchase price,Feature #0 ID,[Feature #0 name],Padding #0,Feature #0 value,Feature #1 ID,[Feature #1 name],Padding #1,Feature #1 value,Feature #2 ID,[Feature #2 name],Padding #2,Feature #2 value,Feature #3 ID,[Feature #3 name],Padding #3,Feature #3 value,Padding #4,Padding #5,[DE descr. pos.],[DE descr. size],DE descr. str.,[ES descr. pos.],[ES descr. size],ES descr. str.,[FR descr. pos.],[FR descr. size],FR descr. str.,[GB descr. pos.],[GB descr. size],GB descr. str.
180,2150395400,120773,15,Gegenarmschutz,120013,16,Tónico Ofensivo,120600,17,Potion de combat,118337,15,Counter Bracer,53,X,X,"",X,"",X,100,21,10,10,73,Counter%,0,20,16,Attack,0,20,19,Hit%,0,20,-1,None,0,0,0,0,88748,92,"Geringe Verbesserung physischer Attribute, sowie\nGegenangriff, Angriffskraft und Treffer%.",87685,90,"Mejora los atributos físicos y aumenta el\nContraataque, poder de Ataque y % de Aciertos.",87803,92,"Améliore les attributs physiques, la Contre-\nattaque, la Puissance d'Attaque et la Frappe.",86722,92,"Improves physical attributes slightly, as well\nas Counterattacking, Attack Power and Hit%."
181,2150395416,120788,11,Abwehraura,120029,15,Aura Defensiva,120617,15,Aura Défensive,118352,15,Defensive Aura,63,X,X,X,X,X,X,100,22,15,10,65,Block attacks,0,1,17,Defense,0,40,-1,None,0,0,-1,None,0,0,0,0,88840,92,Macht den Träger unverwundbar gegen normale\nAngriffe und verbessert auch die Verteidigung.,87775,84,Quien la lleva se hace invulnerable a\nAtaques normales. También mejora la Defensa.,87895,88,"Rend son utilisateur invulnérable aux Attaques\nnormales, et améliore aussi la Défense.",86814,82,"Renders the wearer invulnerable to normal\nAttacks, and improves Defense as well."
182,2150395432,120799,9,Efeuband,120044,13,Banda de Ivy,120632,16,Bague de Lierre,118367,9,Ivy Band,63,X,X,X,X,X,X,100,23,28,100,48,Poison,0,-10,32,Green,0,-2,17,Defense,0,5,18,MagDef,0,5,0,0,88932,87,"Boosts Defense & Magic Defense, especially to\nGreen Magic, & protects against Poison.",87859,85,"Hace invulnerable al Veneno, mejora Defensa y\nResistencia a Magia y Ataques Verdes.",87983,96,Rend invulnérable au Poison. Améliore Défense\net Résistance à la Magie et aux Attaques Vertes.,86896,87,"Boosts Defense & Magic Defense, especially to\nGreen Magic, & protects against Poison."
183,2150395444,120808,13,Silvite Ring,120057,15,Anillo Silvite,120648,14,Bague Silvite,118376,13,Silvite Ring,63,X,X,X,X,X,X,100,30,47,100,49,Death,0,-10,37,Silver,0,-2,17,Defense,0,5,18,MagDef,0,5,0,0,89019,90,"Unverwundbarkeit gegen Eterni, verbessert\nAbwehr, Magie-Resistenz und silberne Angriffe.",87944,87,Inmuniza contra el Eterni y aumenta Defensa\ny Resistencia a Magia y Ataques de Plata.,88079,93,Invulnérabilité à Eterni. Améliore Défense\n& Résistance à la Magie & aux Attaques d'Argent.,86983,87,"Boosts Defense & Magic Defense, especially to\nSilver Magic, & protects against Death."
184,2150395460,120821,16,Gem of Fluidity,120072,16,Gema de Fluidez,120662,14,Pierre Fluide,118389,16,Gem of Fluidity,63,X,X,X,X,X,X,100,29,21,100,50,Stone,0,-10,17,Defense,0,10,18,MagDef,0,10,-1,None,0,0,0,0,89109,73,"Macht immun gegen Versteinerung,\nverbessert Abwehr und Magie-Resistenz.",88031,81,Inmuniza contra la Petrificación y aumenta\nla Defensa y Resistencia a la Magia.,88172,82,"Rend invulnérable à la Pétrification,\naméliore Défense et Résistance à la Magie.",87070,59,"Boosts Defense & Magic Defense, & protects\nagainst Stone."
185,2150395476,120837,14,Wind Gem Ring,120088,15,Gema de Viento,120676,15,Pierre de Vent,118405,14,Wind Gem Ring,63,X,X,X,X,X,X,100,24,62,100,51,Sleep,0,-10,35,Blue,0,-2,17,Defense,0,5,18,MagDef,0,5,0,0,89182,82,"Macht immun gegen Schlaf, verbessert\nAbwehr, Magie-Resistenz und blaue Angriffe.",88112,85,"Inmuniza contra el Sueño y mejora Defensa,\nResistencia a la Magia y Ataques Azules.",88254,97,Rend invulnérable au Sommeil. Améliore Défense\net Résistance à la Magie et aux Attaques Bleues.,87129,85,"Boosts Defense & Magic Defense, especially to\nBlue Magic, & protects against Sleep."
186,2150395492,120851,14,Wahrheitsauge,120103,17,Ojo de la Verdad,120691,15,Oeil de Vérité,118419,13,Eye of Truth,63,X,X,X,X,X,X,100,25,18,100,52,Confuse,0,-10,34,Purple,0,-2,17,Defense,0,5,18,MagDef,0,5,0,0,89264,87,"Macht immun gegen Verwirrung, verbessert\nAbwehr, Magie-Resistenz und Purpur-Angriffe.",88197,88,"Protege contra la Confusión, mejora Defensa\ny Resistencia a Ataques Mágicos y Púrpura.",88351,99,Invulnérabilité à la Confusion & accroît Défense\net Résistance à la Magie et aux Attaques Mauves.,87214,91,"Boosts Defense & Magic Defense, especially to\nPurple Magic, & protects against Confusion."
187,2150395508,120865,16,Verehrte Stimme,120120,17,Voz Reverenciada,120706,13,Voix vénérée,118432,14,Revered Voice,63,X,X,X,X,X,X,100,26,42,100,53,Silence,0,-10,34,Purple,0,-2,17,Defense,0,5,18,MagDef,0,5,0,0,89351,83,"Macht immun gegen Stille, verbessert Abwehr,\nMagie-Resistenz und Purpur-Angriffe.",88285,88,"Inmuniza contra el Silencio, mejora Defensa\ny Resistencia a Ataques Mágicos y Púrpura.",88450,97,Rend invulnérable au Silence & accroît Défense\net Résistance à la Magie et aux Attaques Mauves.,87305,89,"Boosts Defense & Magic Defense, especially to\nPurple Magic, & protects against Silence."
188,2150395524,120881,15,Ewigkeitsjuwel,120137,12,Gema Eterna,120719,17,Pierre Éternelle,118446,16,Everlasting Gem,63,X,X,X,X,X,X,100,28,17,100,54,Fatigue,0,-10,17,Defense,0,10,18,MagDef,0,10,-1,None,0,0,0,0,89434,68,"Macht immun gegen Ermüdung, verbessert\nAbwehr und Magie-Resistenz.",88373,80,Hace invulnerable a la Fatiga y mejora la\nDefensa y la Resistencia a la Magia.,88547,84,Rend invulnérable à la Fatigue et améliore\nla Défense et la Résistance à la Magie.,87394,62,"Boosts Defense & Magic Defense, & protects\nagainst Fatigue."
189,2150395540,120896,16,Behemoth's Ring,120149,16,Anillo Behemoth,120736,15,Bague Behemoth,118462,16,Behemoth's Ring,63,X,X,X,X,X,X,100,27,2,100,56,Weak,0,-10,36,Yellow,0,-2,17,Defense,0,5,18,MagDef,0,5,0,0,89502,84,"Macht immun gegen Schwäche, verbessert\nAbwehr, Magie-Resistenz und gelbe Angriffe.",88453,87,"Protege contra Debilidad, mejora Defensa y\nResistencia a Ataques Mágicos y Amarillos.",88631,99,Invulnérabilité à la Faiblesse & accroît Défense\net Résistance à la Magie et aux Attaques Jaunes.,87456,86,"Boosts Defense & Magic Defense, especially to\nYellow Magic, & protects against Weak."
190,2150395556,120912,17,Constitution Gem,120165,14,Gema Integral,120751,15,Pierre Miracle,118478,17,Constitution Gem,63,X,X,X,X,X,X,100,31,9,1000,79,Block negative states,0,-10,17,Defense,0,10,18,MagDef,0,10,-1,None,0,0,0,0,89586,96,"Wunderbarer Stein, der alle negativen Effekte\nverhindert, steigert Abwehr und Magie-Resistenz.",88540,85,Diamante que anula todo efecto adverso y\npotencia Defensa y Resistencia a la Magia.,88730,99,Pierre miraculeuse empêchant les effets néfastes\net accroissant Défense et Résistance à la Magie.,87542,91,"A miraculous stone that prevents all adverse\neffects, and boosts Defense & Magic Defense."
191,2150395576,120929,16,Nomadenschleier,120179,12,Velo Nómada,120766,16,Voile Nomadique,118495,13,Nomadic Veil,63,X,X,X,X,X,X,50,34,37,640,17,Defense,0,9,18,MagDef,0,9,-1,None,0,0,-1,None,0,0,0,0,89682,87,"Schleier, von Nomadenstämmen in Nasr getragen.\nVerbessert Abwehr und Magie-Resistenz.",88625,84,Velo que usan las tribus nómadas de Nasr.\nMejora Defensa y Resistencia a la Magia.,88829,89,Un voile porté par les tribus nomades à Nasr.\nAccroît Défense et Résistance à la Magie.,87633,78,A veil worn by tribes of nomads in Nasr.\nImproves Defense and Magic Defense.
192,2150395592,120945,12,Radiant Fur,120191,15,Visón Radiante,120782,15,Belle Fourrure,118508,12,Radiant Fur,63,X,X,X,X,X,X,50,39,41,3580,17,Defense,0,24,18,MagDef,0,24,-1,None,0,0,-1,None,0,0,0,0,89769,91,"Dicker Pelz, der Matrosen vor Kälte schützen\nsoll. Verbessert Abwehr und Magie-Resistenz.",88709,83,Grueso abrigo de piel de los marinos.\nMejora la Defensa y Resistencia a la Magia.,88918,95,Fourrure épaisse pour protéger les marins du\nfroid. Accroît Défense et Résistance à la Magie.,87711,94,"A thick fur, designed to protect sailors from \nthe cold. Improves Defense and Magic Defense."
193,2150395604,120957,14,Sandsturmring,120206,16,Anillo de Arena,120797,16,Bague du Désert,118520,16,Sand Storm Ring,63,X,X,X,X,X,X,50,35,44,770,16,Attack,0,9,1,Will,0,9,-1,None,0,0,-1,None,0,0,0,0,89860,90,"Verzauberter Ring, von Nomaden in der Wüste\ngetragen. Verbessert Angriffskraft & Willen.",88792,85,Anillo encantado usado por nómadas del desierto.\nMejora Poder de Ataque y Voluntad.,89013,90,Bague enchantée portée par les nomades du\ndésert. Améliore Pouvoir d'Attaque et Volonté.,87805,74,An enchanted ring worn by desert nomads.\nImproves Attack Power and Will.
194,2150395620,120971,13,Schädelkappe,120222,15,Gorra Calavera,120813,14,Chapeau Crâne,118536,10,Skull Cap,63,X,X,X,X,X,X,50,40,48,4300,16,Attack,0,24,1,Will,0,24,-1,None,0,0,-1,None,0,0,0,0,89950,90,"Hut, manchmal von Luftpiraten aus dem Osten\ngetragen. Verbessert Angriffskraft & Willen.",88877,84,Gorra exclusiva de los Piratas Aéreos del\nEste. Mejora poder de Ataque y Voluntad.,89103,89,Chapeau original que les Pirates de l'Est\nportent parfois. Améliore Attaque et Volonté.,87879,83,A unique hat sometimes worn by Eastern Air\nPirates. Improves Attack Power & Will.
195,2150395632,120984,12,Magierfluch,120237,17,Conjuro del Mago,120827,14,Fléau du Mage,118546,12,Mage's Bane,63,X,X,X,X,X,X,50,33,31,480,17,Defense,0,4,18,MagDef,0,4,16,Attack,0,4,1,Will,0,4,0,0,90040,76,"Helm, der Angriff, Abwehr, Willen und Magie-\nResistenz des Trägers erhöht.",88961,89,"Casco que mejora el poder de Ataque, Voluntad\ny Resistencia a la Magia de quien lo usa.",89192,77,"Un casque qui augmente Attaques, Défense,\nVolonté et Résistance à la Magie.",87962,76,"A helm that increases the wearer's Attack,\nDefense,Will,and Magic Defense."
196,2150395644,120996,17,Blue Rogue Patch,120254,14,Parche Pirata,120841,16,Cache du Voleur,118558,17,Blue Rogue Patch,63,X,X,X,X,X,X,50,41,5,6820,17,Defense,0,18,18,MagDef,0,18,16,Attack,0,18,1,Will,0,18,0,0,90116,97,"Wird getragen, um Entschlusskraft zu zeigen. Ver\n-bessert Angriffe, Willen und Magie-Resistenz.",89050,82,"Indica decisión. Mejora los Ataques,\nDefensa, Voluntad y Resistencia a la Magia.",89269,92,"Montre une grande détermination. Améliore\nAttaques, Défense, Volonté & Résistance Magique.",88038,87,"Can be worn to show determination. Improves\nAttacks, Defense, Will and Magic Defense."
197,2150395664,121013,11,Mörderring,120268,15,Anillo Asesino,120857,17,Bague d'Assassin,118575,14,Assassin Ring,63,X,X,X,X,X,X,50,36,1,3200,80,First strike%,0,40,19,Hit%,0,40,-1,None,0,0,-1,None,0,0,0,0,90213,91,Ein in Nasr gefertigter Ring. Erhöht Wahrschein-\nlichkeit eines Erstschlags und Treffer%.,89132,78,Anillo hecho en Nasr. Aumenta las probabilidades\nde Primer Golpe y Aciertos.,89361,78,Une bague fabriquée à Nasr. Augmente\nl'initiative et les chances de toucher.,88125,72,"A ring crafted in Nasr. Improves chances for\na First Strike, and Hit%."
198,2150395680,121024,13,Stealth Ring,120283,16,Anillo Sigiloso,120874,14,Bague Furtive,118589,13,Stealth Ring,63,X,X,X,X,X,X,50,37,51,3000,81,Run%,0,100,4,Quick,0,10,20,Dodge%,0,10,-1,None,0,0,0,0,90304,81,"Ring, der Geschicklichkeit und Ausweichen%\nverbessert. Man entkommt fast immer.",89210,82,Anillo que aumenta Agilidad y Esquivez.\nLa mayor parte de las veces puedes huir.,89439,89,Une bague qui améliore Agilité et Esquive. Vous\npouvez vous enfuir la plupart du temps.,88197,90,"A ring that improves Agile and Dodge%. In\nmost cases, you can run away 100% of the time."
199,2150395696,121037,11,Dhabu Haut,120299,12,Cuero Dhabu,120888,14,Cuir de Dhabu,118602,11,Dhabu Hide,63,X,X,X,X,X,X,50,38,16,2800,4,Quick,0,50,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,90385,61,"Zusammengefaltetes Stück Dhabu-Leder, als Panzer\nverwendet.",89292,69,Una pieza de cuero Dhabu envejecido\nque hace las veces de armadura.,89528,67,"Un morceau de cuir plié et traité de Dhabu,\nutilisé comme armure.",88287,54,"A folded piece of cured Dhabu hide, used as a\narmor."
200,2150395708,121048,14,Ominöse Maske,120311,16,Máscara Ominosa,120902,16,Masque sinistre,118613,13,Ominous Mask,37,X,"","",X,"",X,50,42,38,4760,68,Reduce spirit,0,1,16,Attack,0,75,17,Defense,0,75,-1,None,0,0,0,0,90446,87,"Verstärkt Angriff und Abwehr gewaltig,\naber reduziert den Spirit der Gruppe auf Null.",89361,85,"Potencia el poder de Ataque y la Defensa,\npero reduce a cero el Espíritu del Grupo.",89595,80,Augmente Puissance d'Attaque et Défense mais\nreduit l'Esprit du groupe à zéro.,88341,90,"Gives a large boost to Attack Power and Defense,\nbut reduces the party's Spirit to zero."
201,2150395724,121062,10,Flitzband,120327,16,Cinta Encantada,120918,12,Ruban Flash,118626,13,Flash Ribbon,29,"",X,X,X,"",X,50,43,19,60,4,Quick,0,2,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,90533,52,"Verzaubertes Band, das Aikas Schnelligkeit\nerhöht.",89446,52,Una cinta encantada que mejora la Rapidez\nde Aika.,89675,51,Ruban enchanté qui améliore la Rapidité d'Aika.\n,88431,49,An enchanted Ribbon that improves Aika's\nQuick.
