Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,Chara. flags,[Vyse],[Aika],[Fina],[Drachma],[Enrique],[Gilder],Retail price in %,Order by prio.,EU order by ABC,Purchase price,Feature #0 ID,[Feature #0 name],Padding #0,Feature #0 value,Feature #1 ID,[Feature #1 name],Padding #1,Feature #1 value,Feature #2 ID,[Feature #2 name],Padding #2,Feature #2 value,Feature #3 ID,[Feature #3 name],Padding #3,Feature #3 value,Padding #4,Padding #5,[DE descr. pos.],[DE descr. size],DE descr. str.,[ES descr. pos.],[ES descr. size],ES descr. str.,[FR descr. pos.],[FR descr. size],FR descr. str.,[GB descr. pos.],[GB descr. size],GB descr. str.
90,2150394328,119576,14,Valua-Rüstung,118749,16,Armadura Valuan,119333,14,Armure Valuan,117165,13,Valuan Armor,37,X,"","",X,"",X,50,7,54,480,17,Defense,0,51,18,MagDef,0,44,-1,None,0,0,-1,None,0,0,0,0,82793,91,"Eine alte Rüstung, wie sie von den Wächtern des\nKaiserlichen Valua-Palasts getragen wird.",82067,68,Una vieja armadura usada por guardias\ndel Palacio Imperial Valuan.,81982,67,Une vieille armure portée par la Garde du\nPalais Impérial Valuan.,81103,68,On old suit of armor worn by guards in the\nValuan Imperial Palace.
91,2150394344,119590,10,Elastamor,118765,10,Elastamor,119347,10,Elastamor,117178,10,Elastamor,63,X,X,X,X,X,X,50,8,14,580,17,Defense,0,54,18,MagDef,0,54,36,Yellow,0,-2,-1,None,0,0,0,0,82884,57,"Ein enger Anzug, der vor gelben Zaubersprüchen\nschützt.",82135,79,Un traje ajustado que resiste el deterioro\nde los hechizos de Magia Amarilla.,82049,70,Costume étroit qui résiste aux dégâts des\nsortilèges de magie jaune.,81171,68,A tight-fitting suit that resists damage from\nyellow magic spells.
92,2150394356,119600,12,Regenmantel,118775,10,Gabardina,119357,12,Imperméable,117188,9,Raincoat,53,X,X,"",X,"",X,50,9,46,560,17,Defense,0,56,18,MagDef,0,56,-1,None,0,0,-1,None,0,0,0,0,82941,78,"Fester Mantel, der von Matrosen zum Schutz\ngegen die Elemente getragen wird.",82214,81,Gabardina muy resistente que usan los\nmarinos para protegerse de los elementos.,82119,82,Manteau de qualité porté par les marins pour se\nse protéger des vents et marées.,81239,71,Durable coat worn by sailors to protect them\nfrom the harsh elements.
93,2150394368,119612,12,Nasr-Panzer,118785,14,Malla Nasrean,119369,15,Maille Nasrean,117197,13,Nasrean Mail,63,X,X,X,X,X,X,50,12,43,920,17,Defense,0,66,18,MagDef,0,66,33,Red,0,-2,-1,None,0,0,0,0,83019,89,"Haltbare, leichte Ausstattung für Wüsten-\nexpeditionen. Schützt Träger vor roter Magie.",82295,82,Malla resistente y ligera para viajar por\nel desierto. Protege de la Magia Roja.,82201,97,Tenue légère de qualité prévue pour les voyages\ndans le désert. Elle protège de la Magie Rouge.,81310,91,"Durable, lightweight outfit made for desert\ntravel. Defends the wearer against Red Magic."
94,2150394384,119624,12,Ton-Rüstung,118799,15,Armadura Barro,119384,16,Armure d'Argile,117210,14,Ceramic Armor,37,X,"","",X,"",X,50,13,8,1040,17,Defense,0,73,18,MagDef,0,62,-1,None,0,0,-1,None,0,0,0,0,83108,97,"Leichte, aber sehr haltbare Rüstung, die aus ver-\nschiedenen Arten von Nasr-Lehm gebrannt wird.",82377,81,"Armadura ligera, pero resistente, de\ndistintos tipos de arcilla Nasrean cocida.",82298,91,"Armure légère mais de qualité, créée à partir de\ndifférents types d'Argile cuite Nasrean.",81401,84,"Light, but very durable armor created from\nbaking different types of Nasrean Clay."
95,2150394400,119636,16,Bewegliche Robe,118814,12,Túnica Ágil,119400,15,Robe d'Agilité,117224,11,Agile Robe,10,"","",X,"",X,"",50,14,0,930,17,Defense,0,65,18,MagDef,0,65,19,Hit%,0,10,20,Dodge%,0,5,0,0,83205,71,"Eine leichtgewichtige Robe, die die Beweglichkeit\ndes Trägers erhöht.",82458,60,Una túnica ligera que aumenta la agilidad\nde quien la usa.,82389,59,Robe légère qui améliore l'agilité de celui qui\nla porte.,81485,55,A lightweight robe that increases the wearer's\nAgile.
96,2150394412,119652,17,Bergbau-Overalls,118826,15,Mono de Minero,119415,12,Combinaison,117235,17,Miner's Overalls,39,X,"","",X,X,X,25,18,35,910,17,Defense,0,87,18,MagDef,0,80,-1,None,0,0,-1,None,0,0,0,0,83276,53,Dicke Overalls für Bergleute. Fast immer\nschmutzig.,82518,84,Grueso mono de trabajo de los mineros. Es\ndifícil encontrar uno que no esté sucio.,82448,88,"Combinaison épaisse, portée par les mineurs.\nIl est difficile d'en trouver une propre.",81540,87,"Thick overalls, worn by miners. It is very\ndifficult to find a pair that isn't dirty."
97,2150394432,119669,10,Faserrobe,118841,16,Túnica de Fibra,119427,15,Robe de Fibres,117252,11,Fiber Robe,26,"",X,X,"",X,"",50,19,18,1040,17,Defense,0,77,18,MagDef,0,90,-1,None,0,0,-1,None,0,0,0,0,83329,87,"Festgewand, das aus Pflanzen gewebt wird.\nSchützt den Träger vor magischen Angriffen.",82602,79,Túnica ritual tejida con plantas. Protege\nal usuario de los ataques de magia.,82536,75,Robe de cérémonie tissée avec des plantes.\nProtège des attaques magiques.,81627,74,Ceremonial Robe woven from plants.\nProtects the user from magic attacks.
98,2150394444,119679,16,Goldene Rüstung,118857,16,Armadura Dorada,119442,12,Armure d'Or,117263,13,Golden Armor,37,X,"","",X,"",X,100,20,25,2480,17,Defense,0,90,18,MagDef,0,77,-1,None,0,0,-1,None,0,0,0,0,83416,83,"Außergewöhnlich schwere Rüstung, die aus dem\nGold von Ixa'taka geschmiedet wurde.",82681,65,Una armadura que pesa mucho.\nEstá forjada con oro de Ixa'takan.,82611,51,Armure extrêmement lourde forgée en or\nIxa'takan.,81701,51,Extremely heavy armor forged from Ixa'takan\ngold.
99,2150394460,119695,14,Ixa'taka-Rock,118873,16,Armazón de Paño,119454,17,Armure Ixa'takan,117276,16,Ixa'takan Armor,63,X,X,X,X,X,X,50,31,29,2790,17,Defense,0,109,18,MagDef,0,109,32,Green,0,-2,-1,None,0,0,0,0,83499,82,"Ein Waffenrock für den Dschungel, der den\nTräger vor grüner Magie schützen soll.",82746,79,Armadura de paño usada en la jungla que\nprotege de la Magia Verde al usuario.,82662,89,"Tunique portée dans la jungle, conçue pour\nprotéger celui qui la met de la Magie Verte.",81752,84,"A cloth tunic worn in the jungle, designed to\nprotect the wearer from Green Magic."
100,2150394476,119709,15,Schiffsuniform,118889,15,Uniforme Naval,119471,15,Uniforme Naval,117292,14,Naval Uniform,53,X,X,"",X,"",X,50,32,44,2470,17,Defense,0,112,18,MagDef,0,112,-1,None,0,0,-1,None,0,0,0,0,83581,71,"Leichtere Art von Rüstung, die für\nÜberraschungsangriffe gedacht ist.",82825,74,"Un tipo de armadura ligera, creado para su\nuso en misiones clandestinas.",82751,65,"Type d'armure plutôt légère, conçue pour des\nmissions furtives.",81836,62,"A fairly light type of armor, designed for\nstealth missions."
101,2150394492,119724,13,Nasr-Uniform,118904,14,Uniforme Nasr,119486,14,Uniforme Nasr,117306,13,Nasr Uniform,39,X,"","",X,X,X,50,24,42,2070,17,Defense,0,104,18,MagDef,0,96,-1,None,0,0,-1,None,0,0,0,0,83652,86,"Uniform der Nasr-Matrosen. Sie ist in gutem\nZustand, hat jedoch keine Rangabzeichen.",82899,85,Uniforme diseñado por los marinos de Nasr.\nEstá en buen estado pero no tiene rango.,82816,86,Un uniforme conçu pour la Marine Nasrean. Il est\nen bon état mais n'a pas de galons.,81898,92,"A uniform designed for the Nasr Sailors. It's\nin good condition, but has no rank markings."
102,2150394508,119737,17,Karawanenrüstung,118918,16,Coraza Desierto,119500,17,Armure du désert,117319,14,Caravan Armor,53,X,X,"",X,"",X,50,25,7,1930,17,Defense,0,100,18,MagDef,0,100,-1,None,0,0,-1,None,0,0,0,0,83738,69,"Dicke Rüstung, die aus den Häuten von\nWüstentieren gefertigt wurde.",82984,65,Armadura gruesa fabricada con la piel\nde animales del desierto.,82902,52,Armure épaisse faite en peaux d'animaux du\ndésert.,81990,56,Thick armor made from the hides of the desert\nanimals.
103,2150394524,119754,16,Heiliges Gewand,118934,15,Túnica Sagrada,119517,12,Robe Sainte,117333,10,Holy Robe,26,"",X,X,"",X,"",50,26,27,1520,17,Defense,0,92,18,MagDef,0,108,-1,None,0,0,-1,None,0,0,0,0,83807,88,"Heiliges Gewand, von den Priestern von Nasr\ngetragen. Schützt vor magischen Angriffen.",83049,81,Túnica sagrada que usan los sacerdotes de\nNasr.Defiende de los ataques mágicos.,82954,79,Robes sacrées portées par les Prêtres de Nasr.\nProtège des attaques magiques.,82046,81,Sacred Robes worn by the Priests of Nasr.\nProtects the user from magic attacks.
104,2150394536,119770,13,Daccats Rock,118949,17,Túnica de Daccat,119529,16,Veste de Daccat,117343,15,Daccat's Tunic,63,X,X,X,X,X,X,50,34,10,3500,17,Defense,0,121,18,MagDef,0,121,35,Blue,0,-2,-1,None,0,0,0,0,83895,81,"Legendärer Waffenrock, angeblich von Daccat\ngetragen. Schützt vor blauer Magie.",83130,78,"Según la leyenda, Daccat solía llevar esta\ntúnica. Protege de la Magia Azul.",83033,95,Une Tunique Légendaire qui aurait été portée par\nDaccat. Protège des attaques de Magie Bleue.,82127,88,A Legendary Tunic said to have been worn by\nDaccat. Protects the user from Blue Magic.
105,2150394552,119783,16,Rettungsrüstung,118966,15,Armadura Usada,119545,15,Vieille armure,117358,17,Battleworn Armor,37,X,"","",X,"",X,50,35,3,3810,17,Defense,0,133,18,MagDef,0,114,-1,None,0,0,-1,None,0,0,0,0,83976,97,"Eine viel getragene Rüstung, die ihrem letzten\nEigentümer wohl mehrmals das Leben gerettet hat.",83208,87,Armadura desgastada que ha salvado la vida\nmuchas veces a quien la usaba en combate.,83128,82,Une armure usée qui aurait sauvé la vie\nde son ancien propriétaire maintes fois.,82215,91,A well-worn suit of armor that has apparently\nsaved the previous owner's life many times.
106,2150394572,119799,11,Wunderrobe,118981,17,Túnica Milagrosa,119560,13,Robe Miracle,117375,13,Miracle Robe,26,"",X,X,"",X,"",50,36,36,2400,17,Defense,0,114,18,MagDef,0,133,-1,None,0,0,-1,None,0,0,0,0,84073,96,"Ein Gewand, das von einem Mönch getragen wurde,\nder unverletzt von der Dark Rift zurückkehrte.",83295,82,Un monje que milagrosamente regresó vivo\nde la Gruta Oscura llevaba esta túnica.,83210,55,Robe portée par un moine revenu vivant\ndu Récif Noir.,82306,93,A robe worn by a monk who miraculously returned\nunharmed after being lost in the Dark Rift.
107,2150394588,119810,15,Schuppenpanzer,118998,17,Malla de Escamas,119573,16,Maille Écailles,117388,11,Scale Mail,39,X,"","",X,X,X,50,39,50,3990,17,Defense,0,141,18,MagDef,0,130,-1,None,0,0,-1,None,0,0,0,0,84169,96,"Sehr effektive Rüstung aus dem Osten, die aus den\nSchuppen riesiger Lebewesen gefertigt wurde.",83377,77,Malla muy útil procedente del Este y hecha\ncon escamas de animales grandes.,83265,84,"Armure très efficace de l'Est, fabriquée à\npartir d'écailles de grosses créatures.",82399,86,"Extremely effective armor from the east, crafted\nfrom the scales of large creatures."
108,2150394600,119825,14,Soranchu Robe,119015,16,Túnica Soranchu,119589,17,Robe de Soranchu,117399,14,Soranchu Robe,53,X,X,"",X,"",X,50,40,52,3750,17,Defense,0,136,18,MagDef,0,136,-1,None,0,0,-1,None,0,0,0,0,84265,97,"Eine Robe, die einem legendären Yafutoma-Aben-\nteurer gehört, der den Namen “Sky King” erhielt.",83454,81,Túnica que pertenecía a un aventurero\nYafutoman apodado el “Rey de los cielos”.,83349,86,Une robe appartenant à un aventurier Yafutoman\nlégendaire surnommé le “Roi du Ciel”.,82485,91,"A robe belonging to a legendary Yafutoman\nadventurer, who earned the nickname “Sky King.”"
109,2150394616,119839,11,Lange Robe,119031,13,Túnica Larga,119606,12,Robe Longue,117413,10,Long Robe,10,"","",X,"",X,"",50,41,33,4110,17,Defense,0,130,18,MagDef,0,130,19,Hit%,0,20,20,Dodge%,0,10,0,0,84362,93,"Ein langes Stück Stoff, das um den Körper des\nTrägers gewickelt wird. Erhöht Beweglichkeit.",83535,67,Túnica larga que cubre totalmente el\ncuerpo. Aumenta la agilidad.,83435,97,"Un long châle, conçu pour s'enrouler autour du\ncorps de celui qui le porte. Améliore l'agilité.",82576,75,"A long cloth, designed to wrap around the\nwearer's body. Increases Agile."
110,2150394628,119850,15,Kapitänsmantel,119044,17,Capa del Capitán,119618,15,Cape Capitaine,117423,16,Captain's Cloak,53,X,X,"",X,"",X,50,44,6,4500,17,Defense,0,148,18,MagDef,0,148,-1,None,0,0,-1,None,0,0,0,0,84455,87,"Ein dicker Mantel, der den Kapitän eines Schiffs\nvor den Naturgewalten schützen soll.",83602,78,Gruesa capa que protege al capitán del\nbarco al enfrentarse a los elementos.,83532,83,"Cape épaisse, conçue pour protéger le capitaine\nd'un navire bravant les éléments.",82651,80,"A thick cloak, designed to protect a ship's\ncaptain as he braves the elements."
111,2150394644,119865,15,Gesegnete Robe,119061,17,Túnica Bendecida,119633,12,Robe Bénite,117439,13,Blessed Robe,10,"","",X,"",X,"",50,45,5,4980,17,Defense,0,142,18,MagDef,0,142,19,Hit%,0,30,20,Dodge%,0,15,0,0,84542,91,Mit Weihwasser gesegnetes Gewand; es ist leicht\nund erhöht die Beweglichkeit des Trägers.,83680,85,Túnica ligera bendecida con agua sagrada\nque dota a quien la lleva de más agilidad.,83615,91,"Robe bénite dans l'eau sainte, sa légèreté\npermet à celui qui la porte d'être plus agile.",82731,83,"Robe blessed in holy water, it's light weight\nallows the wearer to be more agile."
112,2150394660,119880,13,Schutzpanzer,119078,15,Malla Aislante,119645,16,Maille Isolante,117452,15,Insulated Mail,63,X,X,X,X,X,X,50,46,28,5180,17,Defense,0,145,18,MagDef,0,145,34,Purple,0,-2,-1,None,0,0,0,0,84633,87,Ein undurchlässiger Waffenrock aus sehr dünnem\nMaterial. Schützt vor purpurner Magie.,83765,83,"Malla aislante hecha de un material fino,\nprotege al usuario de la Magia Púrpura.",83706,93,Tunique isolante fabriquée en tissu très fin.\nProtège celui qui la porte de la Magie Mauve.,82814,87,An insulated tunic made from very thin fabric.\nProtects the wearer from Purple Magic.
113,2150394676,119893,13,Racherüstung,119093,16,Armazón Defensa,119661,17,Armure Vengeance,117467,16,Vengeance Armor,39,X,"","",X,X,X,50,48,56,6460,17,Defense,0,162,18,MagDef,0,149,73,Counter%,0,10,-1,None,0,0,0,0,84720,64,"Verzauberte Rüstung, die die Gegenwehr des\nTrägers verbessert.",83848,76,Armadura encantada que mejora las\nhabilidades de contraataque del usuario.,83799,86,Armure enchantée qui améliore les aptitudes de\ncontre-attaque de celui qui la porte.,82901,69,Enchanted Armor that improves the wearer's\ncounterattacking skills.
114,2150394692,119906,15,Kleid der Eile,119109,12,Traje Veloz,119678,16,Robe de Vitesse,117483,12,Swift Dress,24,"",X,X,"","","",75,49,53,5670,17,Defense,0,149,18,MagDef,0,170,4,Quick,0,20,-1,None,0,0,0,0,84784,66,"Verzaubertes Kleid, das die Geschwindigkeit der\nTrägerin erhöht.",83924,64,Un traje encantado que aumenta la velocidad\nde quien lo lleva.,83885,63,Robe enchantée qui améliore la vitesse\nde celui qui la porte.,82970,55,An enchanted dress that increases the wearer's\nspeed.
115,2150394704,119921,12,Gaia-Umhang,119121,10,Capa Gaia,119694,14,Pèlerine Gaia,117495,10,Gaia Cape,53,X,X,"",X,"",X,50,52,22,5910,17,Defense,0,168,18,MagDef,0,168,-1,None,0,0,-1,None,0,0,0,0,84850,89,"Verzauberter Umhang, schützt den Träger, wenn\ner auf Abenteuersuche neue Lande betritt.",83988,82,Capa encantada que protege a quien la usa\ncuando se aventura por nuevas tierras.,83948,90,Pèlerine enchantée protégeant la personne en\nquête d'aventures sur des terres inconnues.,83025,91,An enchanted Cape that protects the wearer as\nhe enters new lands in search of adventure.
116,2150394716,119933,13,Glaubensrobe,119131,16,Túnica de la Fe,119708,15,Robe de la Foi,117505,14,Robe of Faith,10,"","",X,"",X,"",50,53,47,6510,17,Defense,0,161,18,MagDef,0,161,19,Hit%,0,30,20,Dodge%,0,15,0,0,84939,83,Für die Rechtschaffenen. Diese Robe schützt den\nTräger vor feindlichen Angriffen.,84070,75,Para los puros de corazón. Esta túnica\nprotege de muchos tipos de ataque.,84038,89,Pour la pureté du coeur. Cette robe protégera\ncelui qui la porte des attaques ennemies.,83116,76,For the pure of heart. This robe will protect\nthe user from enemy attacks.
117,2150394732,119946,17,Designer-Rüstung,119147,17,Armadura Chapada,119723,15,Armure blindée,117519,13,Plated Armor,37,X,"","",X,"",X,50,54,45,7430,17,Defense,0,181,18,MagDef,0,154,-1,None,0,0,-1,None,0,0,0,0,85022,92,"Feine Rüstung, die von den größten Schmieden\nin der Geschichte Arcadias hergestellt wurde.",84145,84,Armadura forjada artesanalmente por los\nmejores fabricantes de espadas de Arcadia.,84127,90,Armure fabriquée avec finesse forgée par le plus\ngrand forgeron de l'histoire d'Arcadia.,83192,74,Finely crafted armor forged by the greatest\nsmiths in Arcadia's history.
118,2150394748,119963,14,Wahrheitsrobe,119164,14,Túnica Verdad,119738,15,Robe de Vérité,117532,14,Robe of Truth,26,"",X,X,"",X,"",50,55,48,4590,17,Defense,0,154,18,MagDef,0,181,-1,None,0,0,-1,None,0,0,0,0,85114,88,"Eine leichte Robe, die es dem Träger erlaubt,\nmagischen Zaubersprüchen zu widerstehen.",84229,76,Una túnica resistente que protege al que la\nlleva de los hechizos magicos.,84217,74,Une robe légère qui permet à son utilisateur de\nrésister aux sortilèges.,83266,65,A lightweight robe that allows the user to\nresist magic spells.
119,2150394764,119977,16,Wahnsinnspanzer,119178,16,Malla Berzerker,119753,16,Maille de folie,117546,15,Berzerker Mail,39,X,"","",X,X,X,50,56,4,4020,17,Defense,0,140,18,MagDef,0,140,16,Attack,0,20,19,Hit%,0,20,0,0,85202,88,Eine von Lapen hergestellte Waffe. Sie erhöht\ndie Angriffsfähigkeit des Trägers enorm.,84305,98,Armadura fabricada por Lapen. Aumenta de manera\nnotable la capacidad de ataque del que la lleva.,84291,80,Armure fabriquée par Lapen. Augmente\nconsidérablement les capacités d'attaque.,83331,80,Armor made by Lapen. It greatly increases the\nwearer's attacking capabilities.
120,2150394780,119993,16,Leichte Rüstung,119194,14,Túnica Ligera,119769,12,Robe légère,117561,12,Light Dress,24,"",X,X,"","","",75,57,31,940,17,Defense,0,70,18,MagDef,0,70,20,Dodge%,0,30,4,Quick,0,30,0,0,85290,97,"Sehr leichte, aber widerstandsfähige Rüstung für\nFrauen. Sie erhöht ihre Geschwindigkeit enorm.",84403,96,Armadura muy ligera pero duradera creada para\nmujeres. Aumenta considerablemente la velocidad.,84371,95,Armure très légère mais durable conçue pour les\nfemmes. Augmente considérablement la vitesse.,83411,88,"Very light, yet durable armor made for women.\nIt greatly increases the wearer's speed."
121,2150394792,120009,12,Willensrobe,119208,18,Túnica de Enfoque,119781,11,Robe Focus,117573,11,Focus Robe,24,"",X,X,"","","",75,58,21,970,17,Defense,0,70,18,MagDef,0,70,1,Will,0,100,-1,None,0,0,0,0,85387,83,"Robe, die es der Trägerin erlaubt, durch mentale\nEnergie ihren Willen zu stärken.",84499,85,"Túnica que permite canalizar energía\nmentalmente, aumentando la fuerza de voluntad.",84466,83,"Une robe qui permet de canaliser mentalement\nl'énergie, en augmentant la volonté.",83499,80,"A robe that allows the wearer to mentally\nchannel energy, increasing her will."
122,2150394804,120021,17,Nasr-Kampfpanzer,119226,11,Malla Nasr,119792,15,Maille de Nasr,117584,17,Nasr Combat Mail,63,X,X,X,X,X,X,100,15,41,320,17,Defense,0,66,18,MagDef,0,66,16,Attack,0,5,1,Will,0,5,0,0,85470,93,"Eine alte Uniform, die im Valua-Nasr-Krieg\ngetragen wurde. Erhöht Angriffskraft und Spirit.",84584,83,Uniforme de la guerra de Valua-Nasr que\naumenta el poder de Ataque y de Espíritu.,84549,97,Un vieil uniforme porté à la guerre Valua-Nasr.\nIl augmente la puissance d'attaque et l'Esprit.,83579,79,An old uniform worn in the Valua-Nasr War.\nIt boosts attack power and spirit.
123,2150394824,120038,16,De Loco-Rüstung,119237,17,Armadura De Loco,119807,15,Armure De Loco,117601,14,De Loco Armor,37,X,"","",X,"",X,100,50,11,2420,17,Defense,0,172,18,MagDef,0,147,-1,None,0,0,-1,None,0,0,0,0,85563,76,"Eine unglaublich hässliche, aber effektive\nRüstung, von De Loco entworfen.",84667,74,"Una armadura muy útil, pero horriblemente\nfea. Fue disenada por De Loco.",84646,57,Une armure très laide mais efficace conçue par\nDe Loco.,83658,70,"An incredibly ugly, yet effective suit of armor\ndesigned by De Loco."
124,2150394840,120054,16,Jungfernrüstung,119254,16,Armadura Bélica,119822,15,Armure Amazone,117615,15,Maiden's Armor,24,"",X,X,"","","",100,28,34,840,17,Defense,0,103,18,MagDef,0,112,-1,None,0,0,-1,None,0,0,0,0,85639,76,"Legendäre Rüstung, die einer großen\nKriegerin von Daccat überreicht wurde.",84741,63,Legendaria armadura concedida por Daccat\na una gran guerrera.,84703,62,Armure légendaire offerte à une grande\nguerrière par Daccat.,83728,60,Legendary armor given to a great female warrior\nby Daccat.
