Entry ID,[Filter],JP entry name,[US enemy name],[EU enemy name],Width,Depth,Element ID,[Element name],Padding #0,Padding #1,Movement flags,Counter%,EXP,Gold,Padding #2,Padding #3,MAXHP,Unknown #0,Green,Red,Purple,Blue,Yellow,Silver,Poison,Unconscious,Stone,Sleep,Confusion,Silence,Fatigue,Revival,Weak,Unknown #1,Unknown #2,Unknown #3,Unknown #4,Unknown #5,Unknown #6,Unknown #7,Effect ID,[Effect name],State ID,[State name],State hit%,Padding #4,Level,Will,Vigor,Agile,Quick,Attack,Defense,MagDef,Hit%,Dodge%,Padding #5,Padding #6,Item #0 prob.,Item #0 amount,Item #0 ID,[Item #0 name],Item #1 prob.,Item #1 amount,Item #1 ID,[Item #1 name],Item #2 prob.,Item #2 amount,Item #2 ID,[Item #2 name],Item #3 prob.,Item #3 amount,Item #3 ID,[Item #3 name]
13,*,アスフール,Azbeth,Azbeth,1,1,3,Blue,-1,-1,4095,10,65,35,-1,-1,149,18.0,11,9,11,10,9,10,16,15,15,15,16,14,0,10,14,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,12,64,36,15,69,135,108,108,100,20,-1,-1,2,1,183,Silvite Ring,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
14,*,盗掘者シモン,Zivilyn Bane,Zivilyn Bane,1,1,1,Red,-1,-1,4039,20,596,1898,-1,-1,1362,18.0,9,9,11,11,10,10,4,4,4,4,4,0,0,5,4,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,14,57,51,20,71,162,144,115,115,20,-1,-1,10,1,263,Dexus Seed,33,1,260,Paranta Seed,50,1,261,Icyl Seed,100,1,262,Zaal Seed
14,ecinit014.dat,盗掘者,Zivilyn Bane,Zivilyn Bane,1,1,1,Red,-1,-1,4037,25,210,4200,-1,-1,1206,18.0,10,9,11,10,10,10,10,5,10,5,5,10,0,10,5,10,10,10,10,10,10,10,-1,None,0,Poison,0,-1,14,14,14,25,86,152,129,129,120,30,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
15,*,ヌール,Ghastling,Ghastling,1,1,0,Green,-1,-1,4095,5,4,15,-1,-1,22,18.0,10,11,9,9,11,10,9,10,10,9,9,0,0,10,11,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,4,25,64,5,28,57,64,64,90,15,-1,-1,3,1,240,Sacri Crystal,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
15,ecinit015.dat,ヌルコンドウ,Ghastling,Ghastling,1,1,0,Green,-1,-1,4095,10,1,10,-1,-1,31,18.0,9,10,10,10,10,11,9,9,10,11,11,10,0,10,10,10,10,10,10,10,10,10,-1,None,0,Poison,0,-1,3,3,3,10,26,48,56,56,90,30,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
16,*,モクズ,Florast,Florast,1,1,2,Purple,-1,-1,4095,10,301,72,-1,-1,99,18.0,11,14,7,9,10,10,11,10,10,9,5,10,0,10,10,10,10,10,10,10,10,400,70,Add Confusion + Damage,4,Confusion,70,-1,28,132,76,10,115,256,204,256,75,10,-1,-1,1,1,190,Constitution Gem,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
17,*,ツィツィ,Tsirat,Tsirat,1,1,2,Purple,-1,-1,4047,15,21,21,-1,-1,53,18.0,11,14,7,9,10,10,16,15,15,14,14,15,0,10,15,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,8,40,126,15,60,88,76,76,90,20,-1,-1,1,1,269,Crystales Box,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
18,*,セベスク,Thorkyn,Thorkyn,1,1,3,Blue,-1,-1,4095,10,26,30,-1,-1,133,18.0,11,9,11,10,9,10,11,10,10,10,11,0,0,10,9,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,7,35,29,10,39,99,88,88,85,25,-1,-1,3,1,168,Throkryn's Scale,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
18,ecinit018.dat,セベスク,Thorkyn,Thorkyn,1,1,3,Blue,-1,-1,4045,15,4,40,-1,-1,71,18.0,10,10,10,9,11,10,9,9,10,11,11,10,0,10,10,10,10,10,10,10,10,10,-1,None,0,Poison,0,-1,7,7,7,10,35,88,79,79,90,10,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
19,*,ユールマラー,Scorfly,Scorfly,1,1,2,Purple,-1,-1,4037,25,49,44,-1,-1,182,18.0,14,14,7,7,10,10,22,20,20,18,18,0,0,10,22,10,10,10,10,10,10,500,71,Add Silence + Damage,5,Silence,40,-1,7,36,30,25,45,97,115,69,95,15,-1,-1,5,1,187,Revered Voice,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
19,ecinit019.dat,ユールマラー,Scorfly,Scorfly,1,1,2,Purple,-1,-1,4037,10,8,80,-1,-1,109,18.0,10,11,9,10,10,10,9,9,10,11,11,0,0,10,10,10,10,10,10,10,10,10,71,Add Silence + Damage,5,Silence,90,-1,13,13,13,15,54,143,176,176,90,10,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
20,*,イルドゥス,Centralk,Centralk,1,1,3,Blue,-1,-1,4039,15,259,645,-1,-1,187,18.0,11,9,11,10,9,10,22,20,20,0,22,0,0,10,18,10,10,10,10,10,10,500,69,Add Sleep + Damage,3,Sleep,40,-1,23,86,57,10,97,206,194,151,85,160,-1,-1,5,1,8,Sword of Daccat,5,1,69,Daccat Custom,1,1,258,Moonberry,-1,-1,-1,None
21,*,ベルクロード,Feralisk,Feralisk,1,1,0,Green,-1,-1,4039,20,228,155,-1,-1,217,18.0,10,20,5,5,20,10,9,10,10,9,9,10,0,10,11,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,23,115,72,10,116,221,216,216,105,20,-1,-1,4,1,136,Light Coat,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
22,*,ベルハウンド,Ferlith,Ferlith,1,1,0,Green,-1,-1,4039,20,291,109,-1,-1,321,18.0,10,20,5,5,20,10,9,10,10,9,9,10,0,10,11,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,20,97,64,10,103,197,192,192,105,20,-1,-1,3,1,134,Female Armor,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
23,*,ガトー,Crylhound,Crylhound,1,1,0,Green,-1,-1,4039,15,34,33,-1,-1,112,18.0,10,11,9,9,11,10,9,10,10,9,9,10,0,10,11,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,8,50,23,15,63,95,70,70,110,30,-1,-1,3,1,172,Crylhound's Claw,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
24,*,デシェレト,Magma Tiki,Magma Tiki,1,1,1,Red,-1,-1,1984,5,120,118,-1,-1,291,18.0,9,7,14,11,10,10,0,10,10,11,11,0,0,5,10,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,14,57,57,5,38,168,172,172,85,0,-1,-1,8,1,267,Pyri Box,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
25,*,イアールト,Salamander,Salamander,1,1,1,Red,-1,-1,4039,10,90,47,-1,-1,136,18.0,9,7,14,11,10,10,9,10,10,11,11,11,0,10,10,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,14,74,48,5,45,152,144,144,90,5,-1,-1,2,1,133,Flame Mantle,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
26,*,パラミス,Baroo,Baroo,1,1,1,Red,-1,-1,4039,20,143,96,-1,-1,120,18.0,9,7,14,11,10,10,9,10,10,11,11,0,0,10,10,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,23,86,64,15,126,191,194,194,100,20,-1,-1,1,1,268,Pyrum Box,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
27,*,コロガス,Dung Fly,Oestrus,1,1,3,Blue,-1,-1,4085,10,102,68,-1,-1,111,18.0,11,9,11,10,9,10,22,20,20,20,22,0,0,10,18,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,13,70,44,10,63,130,133,133,90,15,-1,-1,3,1,189,Behemoth's Ring,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
28,*,マータ,Death's Head,Deatth,1,1,0,Green,-1,-1,4037,15,167,90,-1,-1,503,18.0,10,11,9,9,11,10,18,20,0,18,18,0,0,10,22,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,13,56,38,15,50,163,147,84,75,5,-1,-1,5,1,27,Storm Wing,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
29,*,エルモ,Looper,Looper,1,1,5,Silver,-1,-1,4095,15,11,105,-1,-1,15,18.0,10,10,10,10,11,9,10,9,10,10,10,10,0,10,11,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,4,32,44,10,40,62,64,204,110,150,-1,-1,2,1,174,Thief's Aura,1,1,263,Dexus Seed,1,1,258,Moonberry,-1,-1,-1,None
30,*,エルモック,Loopalon,Loopalon,1,1,1,Red,-1,-1,4095,5,343,434,-1,-1,62,18.0,9,7,14,11,10,10,9,10,10,11,11,11,0,10,10,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,13,68,95,10,85,132,136,435,110,150,-1,-1,4,1,210,Black Map,1,1,263,Dexus Seed,1,1,258,Moonberry,-1,-1,-1,None
31,*,ヘムヘム,Tsurak,Tsurak,1,1,3,Blue,-1,-1,4093,10,291,71,-1,-1,177,18.0,11,9,11,10,9,10,20,20,20,0,20,0,0,10,20,10,10,10,10,10,10,500,69,Add Sleep + Damage,3,Sleep,50,-1,27,100,50,5,113,216,151,151,80,20,-1,-1,2,1,185,Wind Gem Ring,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
32,*,調査兵,Enforcer,Enforca,1,1,4,Yellow,-1,-1,4039,10,368,192,-1,-1,688,18.0,9,10,10,11,9,11,9,11,10,11,10,0,0,10,9,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,22,83,71,10,93,226,218,208,95,15,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
33,*,ガランガラン,Serpentis,Serpantis,3,3,0,Green,-1,-1,4039,20,357,144,-1,-1,1117,18.0,10,11,9,9,11,10,9,10,10,9,9,10,0,10,11,10,10,10,10,10,10,1000,72,Add Fatigue + Damage,6,Fatigue,40,-1,18,84,59,15,71,205,149,149,85,10,-1,-1,4,1,244,Magic Droplet,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
34,*,マブルール,Dralnog,Dralnog,1,1,0,Green,-1,-1,4047,10,29,24,-1,-1,73,18.0,10,11,9,9,11,10,0,10,10,9,9,10,0,10,11,10,10,10,10,10,10,500,4,Add Poison + Damage,0,Poison,80,-1,8,48,32,15,34,96,96,96,75,30,-1,-1,2,1,182,Ivy Band,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
35,*,クチュ,Que'lak,Que'lak,1,1,1,Red,-1,-1,4087,5,219,81,-1,-1,337,18.0,9,7,14,11,10,10,9,10,10,11,11,11,0,10,10,10,10,10,10,10,10,550,-1,None,0,Poison,0,-1,20,77,64,5,86,179,192,192,85,10,-1,-1,1,1,275,Sacri Box,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
36,*,ソピローテ,Pinalisk,Pinalisk,1,1,0,Green,-1,-1,4047,15,201,86,-1,-1,297,18.0,10,11,9,9,11,10,14,15,15,14,14,0,0,10,16,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,16,65,60,20,81,164,180,180,95,15,-1,-1,2,1,132,Victory Mail,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
37,*,シーサー,Crylbeast,Crylbeast,1,1,0,Green,-1,-1,4039,15,470,133,-1,-1,355,18.0,10,11,9,9,11,10,9,10,10,9,9,10,0,10,11,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,30,136,63,15,171,259,190,190,110,30,-1,-1,1,1,264,Sylph Seed,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
38,*,レジボン,Slothstra,Slothstra,3,3,2,Purple,-1,-1,4087,25,953,291,-1,-1,2433,18.0,11,14,7,9,10,10,0,5,5,20,3,0,0,10,5,10,10,10,10,10,10,2500,70,Add Confusion + Damage,4,Confusion,40,-1,20,76,96,15,60,243,192,192,85,5,-1,-1,10,1,186,Eye of Truth,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
39,*,ミラドール,Polraxis,Polraxis,1,1,0,Green,-1,-1,4047,30,191,109,-1,-1,185,18.0,10,11,9,9,11,10,0,10,0,9,9,0,0,10,11,10,10,10,10,10,10,500,8,Add Stone + Damage,2,Stone,80,-1,20,76,76,30,95,216,230,230,120,10,-1,-1,2,1,184,Gem of Fluidity,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
40,*,ラフレシア,Roseln,Roseln,3,3,3,Blue,-1,-1,4047,10,594,231,-1,-1,1117,18.0,11,9,11,10,9,10,11,10,10,0,11,0,0,10,9,10,10,10,10,10,10,1000,-1,None,0,Poison,0,-1,19,73,55,10,74,223,165,165,80,5,-1,-1,2,1,262,Zaal Seed,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
41,*,エルモンテ,Elooper,Elooper,1,1,0,Green,-1,-1,4095,5,581,599,-1,-1,76,18.0,10,11,9,9,11,10,9,10,10,9,9,10,0,10,11,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,17,84,117,10,105,164,168,537,110,150,-1,-1,4,1,210,Black Map,1,1,263,Dexus Seed,1,1,258,Moonberry,-1,-1,-1,None
42,*,フードン,Grapor,Grapor,1,1,0,Green,-1,-1,4095,5,9,129,-1,-1,40,18.0,10,20,5,5,20,10,100,100,100,100,100,0,0,10,100,10,10,10,10,10,10,520,-1,None,0,Poison,0,-1,23,86,64,10,106,180,194,194,85,20,-1,-1,100,1,358,Grapor Meat,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
43,*,フィモソマ,Sphyrus,Sphyrus,1,1,3,Blue,-1,-1,1984,5,627,177,-1,-1,501,18.0,11,9,11,10,9,10,11,10,10,10,11,0,0,10,9,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,30,108,81,5,146,244,244,244,80,0,-1,-1,1,1,272,Wevlen Box,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
44,*,プジョット,Iridzu,Iridzu,1,1,0,Green,-1,-1,4047,10,386,117,-1,-1,358,18.0,10,11,9,9,11,10,14,15,15,14,14,15,0,10,16,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,27,124,70,5,145,227,210,210,100,25,-1,-1,1,1,281,Slipara Box,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
45,*,モペール,Flyst,Flyst,1,1,2,Purple,-1,-1,4095,10,301,72,-1,-1,345,18.0,11,14,7,9,10,10,11,10,10,9,5,10,0,10,10,10,10,10,10,10,10,400,70,Add Confusion + Damage,4,Confusion,70,-1,28,132,76,10,115,288,204,256,75,10,-1,-1,1,1,222,Chance Ring,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
46,*,メスカリナ,Medulizk,Medullizk,1,1,3,Blue,-1,-1,4095,15,613,132,-1,-1,519,18.0,11,9,11,10,9,10,0,10,10,10,11,10,0,10,9,10,10,10,10,10,10,500,4,Add Poison + Damage,0,Poison,80,-1,33,159,59,10,146,282,177,177,80,25,-1,-1,2,1,182,Ivy Band,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
47,*,プラニナ,Lucich,Lucich,1,1,0,Green,-1,-1,4039,10,130,42,-1,-1,118,18.0,10,11,9,9,11,10,9,10,10,9,9,10,0,10,11,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,18,88,58,15,63,176,176,176,75,30,-1,-1,2,1,250,Risan Crystal,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
48,*,デ式ディガー,Digger,Digger,1,1,4,Yellow,-1,-1,4037,15,149,110,-1,-1,353,18.0,9,10,10,11,9,11,0,11,10,11,10,0,0,10,9,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,18,70,61,10,71,164,211,158,95,15,-1,-1,1,1,50,Mace Hand,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
49,*,レナウト,Flat Fiend,Fiendo,1,1,2,Purple,-1,-1,4093,5,331,98,-1,-1,247,18.0,11,14,7,9,10,10,11,10,10,9,9,10,0,10,10,10,10,10,10,10,10,500,72,Add Fatigue + Damage,6,Fatigue,70,-1,28,128,68,15,149,234,204,204,85,40,-1,-1,2,1,135,Ghost Mail,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
50,*,ブブロッカ,Burocca,Burocca,1,1,3,Blue,-1,-1,4095,5,285,193,-1,-1,244,18.0,20,5,20,10,5,10,20,20,20,20,20,0,0,20,20,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,23,86,19,20,68,188,280,108,80,5,-1,-1,5,1,171,Burocca's Shell,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
51,*,アイガムハ,Drogerp,Drogerp,3,3,2,Purple,-1,-1,4047,25,1122,278,-1,-1,1381,18.0,11,14,7,9,10,10,11,10,10,9,9,10,0,10,10,10,10,10,10,10,10,1000,-1,None,0,Poison,0,-1,27,155,104,10,100,314,272,248,80,5,-1,-1,2,1,266,Magus Seed,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
52,*,ニウニウ,Nadnarb,Nadnarb,1,1,3,Blue,-1,-1,4093,5,471,100,-1,-1,217,18.0,11,9,11,10,9,10,11,10,0,10,11,9,0,10,9,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,34,152,70,10,136,296,212,212,80,5,-1,-1,1,1,261,Icyl Seed,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
53,*,ニャカラガ,Nairad,Nairad,1,1,3,Blue,-1,-1,4093,5,471,100,-1,-1,433,18.0,11,9,11,10,9,10,11,10,0,10,11,9,0,10,9,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,34,152,70,10,136,312,212,212,80,5,-1,-1,1,1,263,Dexus Seed,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
54,*,カネヅル,Kanezl,Kanezl,1,1,0,Green,-1,-1,4095,5,173,1000,-1,-1,325,18.0,10,11,9,9,11,10,9,10,10,9,9,10,0,10,11,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,23,108,51,5,136,216,259,518,120,120,-1,-1,2,1,291,Gold Pollen,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
55,*,メメゾーレ,Mantoid,Mantoid,3,3,0,Green,-1,-1,4039,20,940,266,-1,-1,1722,18.0,10,11,9,9,11,10,9,10,10,9,9,10,0,10,11,10,10,10,10,10,10,1000,72,Add Fatigue + Damage,6,Fatigue,40,-1,30,137,92,15,110,317,231,231,85,10,-1,-1,2,1,262,Zaal Seed,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
56,*,ヒュドラ煌兵,Sorcerer,Sorcerer,1,1,4,Yellow,-1,-1,4085,5,682,247,-1,-1,809,18.0,9,10,10,11,9,11,9,11,10,11,10,11,0,10,9,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,38,352,123,5,166,302,268,470,70,25,-1,-1,1,1,280,Driln Box,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
57,*,イラブ,Slithar,Slithar,1,1,1,Red,-1,-1,4039,10,342,78,-1,-1,227,18.0,9,7,14,11,10,10,9,10,10,11,11,11,0,10,10,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,30,137,90,5,85,287,272,272,90,5,-1,-1,2,1,138,Moon Robe,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
