Entry ID,US Entry Name,Pad 1,Pad 2,Pad 3,Pad 4,Category ID,[Category Name],Effect ID,[Effect Name],Scope ID,[Scope Name],Effect Param 1,Effect Param 2,Element ID,[Element Name],Type ID,[Type Name],Unk 1,Unk 2,State ID,[State Name],State Miss%,Pad 5,Pad 6
56,Thunder Storm,0,0,0,0,0,S-Move,0,Damage,2,All PCs,16,20,4,Yellow,0,Physical,0,0,0,Poison,0,0,0
57,Eerie Wail,0,0,0,0,0,S-Move,0,Damage,107,PC Triangle 60°,16,15,2,Purple,0,Physical,0,0,0,Poison,0,0,0
58,Assess Damage,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
59,Death Waltz,0,0,0,0,0,S-Move,0,Damage,2,All PCs,16,40,6,Neutral,0,Physical,0,0,0,Poison,0,0,0
60,Vigoro's Charm,0,0,0,0,0,S-Move,70,Confusion + Damage,1,Single PC,16,5,1,Red,0,Physical,16,17,4,Confusion,0,0,0
61,Laser Blast,0,0,0,0,0,S-Move,8,Stone + Damage,1,Single PC,16,20,5,Silver,0,Physical,16,17,2,Stone,50,0,0
62,Call Allies,0,0,0,0,0,S-Move,43,Call EC,0,None,12,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
63,Digest,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
64,Terrible Bite,0,0,0,0,0,S-Move,72,Fatigue + Damage,1,Single PC,16,15,2,Purple,0,Physical,16,17,6,Fatigue,20,0,0
65,Neglora,0,0,0,0,0,S-Move,17,Rem Pos States + Damage,2,All PCs,16,5,4,Yellow,0,Physical,-1,-2,-1,None,-2,0,0
66,Ice Storm,0,0,0,0,0,S-Move,0,Damage,2,All PCs,16,20,2,Purple,0,Physical,0,0,0,Poison,0,0,0
67,Call Allies,0,0,0,0,0,S-Move,43,Call EC,0,None,60,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
68,Call Allies,0,0,0,0,0,S-Move,43,Call EC,0,None,84,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
69,Call Allies,0,0,0,0,0,S-Move,43,Call EC,0,None,107,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
70,Grenade,0,0,0,0,0,S-Move,0,Damage,96,PC Square S3,16,20,4,Yellow,0,Physical,0,0,0,Poison,0,0,0
71,Poison Gas,0,0,0,0,0,S-Move,4,Poison + Damage,96,PC Square S3,16,20,0,Green,0,Physical,16,17,0,Poison,50,0,0
72,Sacrum Crystal,0,0,0,0,0,S-Move,31,Recover HP,4,All ECs,1000,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
73,Call Allies,0,0,0,0,0,S-Move,43,Call EC,0,None,97,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
74,Call Allies,0,0,0,0,0,S-Move,43,Call EC,0,None,75,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
75,Discharge,0,0,0,0,0,S-Move,0,Damage,2,All PCs,16,20,4,Yellow,0,Physical,0,0,0,Poison,0,0,0
76,Tatatimorutto,0,0,0,0,0,S-Move,0,Damage,1,Single PC,16,40,3,Blue,0,Physical,0,0,0,Poison,0,0,0
77,Round Claw,0,0,0,0,0,S-Move,0,Damage,1,Single PC,16,40,5,Silver,0,Physical,0,0,0,Poison,0,0,0
78,Call Allies,0,0,0,0,0,S-Move,43,Call EC,0,None,93,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
79,Sacri Crystal,0,0,0,0,0,S-Move,31,Recover HP,3,Single EC,500,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
80,Sacres Crystal,0,0,0,0,0,S-Move,31,Recover HP,3,Single EC,1000,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
81,Sacrulen Crystal,0,0,0,0,0,S-Move,31,Recover HP,4,All ECs,1000,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
82,Call Allies,0,0,0,0,0,S-Move,43,Call EC,0,None,92,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
83,Silver Nightmare,0,0,0,0,0,S-Move,74,Control PC,1,Single PC,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
84,Silver Binds,0,0,0,0,0,S-Move,0,Damage,1,Single PC,16,50,5,Silver,0,Physical,0,0,0,Poison,0,0,0
85,Turn Recovery,0,0,0,0,0,S-Move,33,Regenerate,5,The User,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
86,Destruction,0,0,0,0,0,S-Move,17,Rem Pos States + Damage,2,All PCs,16,25,5,Silver,0,Physical,-1,-2,-1,None,-2,0,0
87,Call Allies,0,0,0,0,0,S-Move,43,Call EC,0,None,44,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
88,Call Allies,0,0,0,0,0,S-Move,43,Call EC,0,None,21,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
89,Call Allies,0,0,0,0,0,S-Move,43,Call EC,0,None,22,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
90,Silver Eclipse,0,0,0,0,0,S-Move,0,Damage,2,All PCs,16,25,6,Neutral,0,Physical,0,0,0,Poison,0,0,0
91,Not Used,0,0,0,0,0,S-Move,8,Stone + Damage,1,Single PC,16,15,0,Green,0,Physical,16,17,2,Stone,70,0,0
92,Fatigue Breath,0,0,0,0,0,S-Move,72,Fatigue + Damage,1,Single PC,16,15,0,Green,0,Physical,16,17,6,Fatigue,20,0,0
93,Fatigue Breath,0,0,0,0,0,S-Move,72,Fatigue + Damage,1,Single PC,16,15,1,Red,0,Physical,16,17,6,Fatigue,20,0,0
94,Lunar Blessing,0,0,0,0,0,S-Move,33,Regenerate,5,The User,600,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
95,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
96,欠番,0,0,0,0,0,S-Move,0,Damage,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
97,Emergency,0,0,0,0,0,S-Move,64,Call EC + Defeat All ECs,0,None,99,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
98,Call Allies,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
99,Blaster,0,0,0,0,0,S-Move,0,Damage,101,PC Ray S3,16,25,5,Silver,0,Physical,0,0,0,Poison,0,0,0
100,Magic?,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
101,予備ブランク,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
102,予備ブランク,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
103,予備ブランク,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
104,予備ブランク,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
105,予備ブランク,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
106,Call Allies,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
107,Call Allies,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
108,Call Allies,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
109,Call Allies,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
110,Call Allies,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
111,Call Allies,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
112,Call Allies,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
113,Call Allies,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
114,Call Allies,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
115,Call Allies,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
116,Power Potion,0,0,0,0,0,S-Move,21,Incr Attack + Defense,3,Single EC,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
117,Speed Potion,0,0,0,0,0,S-Move,20,Incr Quick,4,All ECs,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
118,Sacres Crystal,0,0,0,0,0,S-Move,31,Recover HP,3,Single EC,1000,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
119,Death Tackle,0,0,0,0,0,S-Move,0,Damage,102,PC Ray S5,16,40,4,Yellow,0,Physical,0,0,0,Poison,0,0,0
120,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
121,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
122,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
123,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
124,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
125,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
126,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
127,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
128,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
129,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
130,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
131,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
132,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
133,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
134,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
135,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
136,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
137,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
138,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
139,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
140,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
141,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
142,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
143,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
144,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
145,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
146,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
147,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
148,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
149,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
150,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
151,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
152,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
153,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
154,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
155,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
156,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
157,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
158,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
159,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
160,Search,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
161,Poison Gas,0,0,0,0,0,S-Move,4,Poison + Damage,96,PC Square S3,16,15,0,Green,0,Physical,16,17,0,Poison,50,0,0
162,Fatigue Gas,0,0,0,0,0,S-Move,72,Fatigue + Damage,96,PC Square S3,16,15,4,Yellow,0,Physical,16,17,6,Fatigue,20,0,0
163,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
164,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
165,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
166,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
167,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
168,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
169,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
170,Needle Storm,0,0,0,0,0,S-Move,0,Damage,1,Single PC,16,40,3,Blue,0,Physical,0,0,0,Poison,0,0,0
171,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
172,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
173,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
174,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
175,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
176,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
177,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
178,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
179,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
180,Lava Storm,0,0,0,0,0,S-Move,0,Damage,2,All PCs,16,10,1,Red,0,Physical,0,0,0,Poison,0,0,0
181,Blast Breath,0,0,0,0,0,S-Move,0,Damage,2,All PCs,16,15,1,Red,0,Physical,0,0,0,Poison,0,0,0
182,Loqua Spray,0,0,0,0,0,S-Move,0,Damage,2,All PCs,16,25,1,Red,0,Physical,0,0,0,Poison,0,0,0
183,Frost Breath,0,0,0,0,0,S-Move,0,Damage,2,All PCs,16,15,2,Purple,0,Physical,0,0,0,Poison,0,0,0
184,Frost Breath,0,0,0,0,0,S-Move,0,Damage,2,All PCs,16,15,2,Purple,0,Physical,0,0,0,Poison,0,0,0
185,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
186,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
187,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
188,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
189,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
190,Damyun,0,0,0,0,0,S-Move,12,Silence,2,All PCs,0,0,0,Green,0,Physical,16,17,5,Silence,40,0,0
191,Slumber Dust,0,0,0,0,0,S-Move,9,Sleep,102,PC Ray S5,0,0,0,Green,0,Physical,16,17,3,Sleep,40,0,0
192,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
193,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
194,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
195,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
196,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
197,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
198,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
199,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
200,Call Allies,0,0,0,0,0,S-Move,43,Call EC,0,None,13,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
201,Call Allies,0,0,0,0,0,S-Move,43,Call EC,0,None,96,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
202,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
203,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
204,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
205,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
206,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
207,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
