Entry ID,EU Message ID,[DE Entry Name Pos.],[DE Entry Name Size],DE Entry Name,[ES Entry Name Pos.],[ES Entry Name Size],ES Entry Name,[FR Entry Name Pos.],[FR Entry Name Size],FR Entry Name,[GB Entry Name Pos.],[GB Entry Name Size],GB Entry Name,Occ. Flags,[M],[B],[S],Ship Effect ID,[Ship Effect Name],Ship Effect Turns,Consume%,Purchase Price,Pad. 1,Pad. 2,Retail Price in %,Order by Prio.,EU Order by ABC,Pad. 3,Ship Effect Amount,Element ID,[Element Name],Unk. 1,Unk. 2,Hit%,[DE Descr. Pos.],[DE Descr. Size],DE Descr. Str.,[ES Descr. Pos.],[ES Descr. Size],ES Descr. Str.,[FR Descr. Pos.],[FR Descr. Size],FR Descr. Str.,[GB Descr. Pos.],[GB Descr. Size],GB Descr. Str.
490,0x8c348318,0x1bb97,11,Repair Kit,0x1b959,11,Reparación,0x1bc9c,15,Kit réparation,0x1b43a,11,Repair Kit,0x5,X,"",X,100,Recover HP (Ship),-1,100,30,0,0,50,10,22,0,400,0,Green,0,0,0,0x17eff,84,Material zum Reparieren von geringen Schäden am\\nSchiff. Stellt 4000 HP wieder her.,0x17b69,83,Materiales que reparan deterioro pequeño\\nel navío. Restaura 4000 puntos de Salud.,0x17dcb,80,Matériel de réparation pour des dégâts mineurs\\nsur le navire. Redonne 4000 PV.,0x178d0,67,"Repair materials for minor damage to the ship.\\nRestores 4,000 HP."
491,0x8c348324,0x1bba2,11,Deluxe Kit,0x1b964,14,Equipo Deluxe,0x1bcab,12,Kit de luxe,0x1b445,11,Deluxe Kit,0x5,X,"",X,100,Recover HP (Ship),-1,100,75,0,0,50,11,8,0,800,0,Green,0,0,0,0x17f53,84,Material zum Reparieren von geringen Schäden am\\nSchiff. Stellt 8000 HP wieder her.,0x17bbc,79,Materiales que reparan el deterioro del\\nnavío. Restaura 8000 puntos de Salud.,0x17e1b,80,Matériel de réparation pour des dégâts mineurs\\nsur le navire. Redonne 8000 PV.,0x17913,70,"Repair materials for moderate damage to the\\nship. Restores 8,000 HP."
492,0x8c348330,0x1bbad,10,Magic Kit,0x1b972,14,Equipo Mágico,0x1bcb7,12,Kit Magique,0x1b450,10,Magic Kit,0x5,X,"",X,100,Recover HP (Ship),-1,100,0,0,0,50,12,19,0,0,0,Green,0,0,0,0x17fa7,89,"Reparaturmaterial, das mit Green Moon-Staub\\nvermischt wurde. Stellt alle HP wieder her.",0x17c0b,92,"Materiales de reparación con Polvo de Luna\\nVerde, muy efectivos y restauran toda la Salud.",0x17e6b,96,Kit de réparation avec de la poussière de Lune\\nVerte pour plus de puissance. Rend tous les PV.,0x17959,93,Repair materials mixed with Green Moon Dust\\nfor greater restorative power. Restores all HP.
493,0x8c34833c,0x1bbb7,13,Complete Kit,0x1b980,16,Equipo Completo,0x1bcc3,12,Kit Complet,0x1b45a,13,Complete Kit,0x5,X,"",X,101,Recover HP to 100% (Ship),-1,100,300,0,0,50,13,5,0,0,0,Green,0,0,0,0x18000,95,Materialien hoher Qualität zum Reparieren mit\\nreinen Mondsteinen. Stellen alle HP wieder her.,0x17c67,95,"Materiales de reparacion de gran calidad, con\\nPiedras Lunares puras. Restauran toda la Salud.",0x17ecb,95,Matériel de réparation de qualité qui utilise\\ndes Pierres de Lune pures. Redonne tous les PV.,0x179b6,72,High-quality repair materials using pure\\nMoon Stones. Restores all HP.
494,0x8c34834c,0x1bbc4,12,Gear Grease,0x1b990,17,Grasa de Marchas,0x1bccf,19,Graisse de Vitesse,0x1b467,12,Gear Grease,0x1,"","",X,102,Recover Spirit (Ship),-1,100,500,0,0,50,14,11,0,10,0,Green,0,0,0,0x1805f,97,"Reduziert Reibung in der Gangschaltung, was die\\nKraftübertragung verbessert. Stellt Spirit her.",0x17cc6,78,"Reduce la fricción de las marchas, y\\nmejora la movilidad. Restaura Espíritu.",0x17f2a,95,"Réduit la friction des vitesses, améliorant le\\ntransfert de puissance. Rend de l'Esprit (ES).",0x179fe,75,"Reduces friction in the gears, improving power\\ntransfer. Restores Spirit."
495,0x8c348358,0x1bbd0,15,Thermal Grease,0x1b9a1,14,Grasa Térmica,0x1bce2,15,Thermo-graisse,0x1b473,15,Thermal Grease,0x1,"","",X,103,Recover Spirit to 100% (Ship),-1,100,1000,0,0,50,15,27,0,0,0,Green,0,0,0,0x180c0,95,Verhindert Hochgeschwindigkeits-Pannen aufgrund\\nvon Hitze. Stellt Spirit komplett wieder her.,0x17d14,94,Previene las averías producidas por la fricción\\na gran velocidad. Restaura todo el Espíritu.,0x17f89,76,Evite les pannes de chaleur dûes à la\\nvitesse. Redonne tout l'Esprit (ES).,0x17a49,78,Prevents heat-related breakdowns at high speeds.\\nRestores Spirit completely.
496,0x8c348368,0x1bbdf,17,Captain's Stripe,0x1b9af,17,Galón de Capitán,0x1bcf1,7,Galon ,0x1b482,17,Captain's Stripe,0x4,X,"","",115,Captain's Stripe,-1,100,0,0,0,50,16,4,0,0,0,Green,0,0,0,0x1811f,90,Auszeichnung für das Abschießen eines Feindes.\\nVerbessert Schiffsparameter und Ausdauer.,0x17d72,91,"Ganado al abatir a un enemigo. Si se usa,\\naumenta los parámetros y resistencia del navío.",0x17fd5,89,Galon obtenu en abattant un ennemi. Il accroît\\nles paramètres et l'endurance du navire.,0x17a97,96,A mark earned by shooting down an enemy. Using\\nit will increase ship parameters and endurance.
497,0x8c34837c,0x1bbf0,8,Apa Wax,0x1b9c0,9,Cera Apa,0x1bcf8,9,Cire Apa,0x1b493,8,Apa Wax,0x1,"","",X,105,Add Strengthen (Ship),2,100,100,0,0,50,17,0,0,0,0,Green,0,0,0,0x18179,88,Auftragen auf Schiff und Kanonen verbessert\\nAttack und Defense Power für 2 Durchgänge.,0x17dcd,94,Al aplicar esta cera al navío y cañones mejora\\nel poder de Ataque y de Defensa por 2 turnos.,0x1802e,93,Appliquer cette cire au navire et aux canons\\naugmente l'Attaque et la Défense pour 2 tours.,0x17af7,90,Applying this wax to the ship and cannons\\nimproves Attack and Defense Power for 2 turns.
498,0x8c348384,0x1bbf8,8,Apo Wax,0x1b9c9,9,Cera Apo,0x1bd01,10,Cire Apo ,0x1b49b,8,Apo Wax,0x1,"","",X,105,Add Strengthen (Ship),4,100,1000,0,0,50,18,1,0,0,0,Green,0,0,0,0x181d1,88,Auftragen auf Schiff und Kanonen verbessert\\nAttack und Defense Power für 4 Durchgänge.,0x17e2b,94,Al aplicar esta cera al navío y cañones mejora\\nel poder de Ataque y de Defensa por 4 turnos.,0x1808b,93,Appliquer cette cire au navire et aux canons\\naugmente l'Attaque et la Défense pour 4 tours.,0x17b51,90,Applying this wax to the ship and cannons\\nimproves Attack and Defense Power for 4 turns.
499,0x8c34838c,0x1bc00,10,Speed Wax,0x1b9d2,15,Cera Velocidad,0x1bd0b,13,Cire Vitesse,0x1b4a3,10,Speed Wax,0x1,"","",X,104,Add Quickened (Ship),1,100,150,0,0,50,19,26,0,0,0,Green,0,0,0,0x18229,88,Auftragen dieses Wachses auf den Motor ver-\\nbessert die Motorleistung für 1 Durchgang.,0x17e89,83,Al aplicar esta cera al motor mejora el\\nfuncionamiento del motor durante 1 turno.,0x180e8,72,Appliquer cette cire au moteur améliore son\\nrendement pendant un tour.,0x17bab,68,Applying this wax to the engine improves engine\\noutput for 1 turn.
500,0x8c348398,0x1bc0a,11,Hybrid Wax,0x1b9e1,13,Cera Híbrida,0x1bd18,13,Cire Hybride,0x1b4ad,11,Hybrid Wax,0x1,"","",X,108,Improve parameters (Ship),4,100,1500,0,0,50,20,15,0,0,0,Green,0,0,0,0x18281,91,Von De Loco entwickeltes Wachs. Verbessert\\nverschiedene Schiffsparameter für 1 Durchgang.,0x17edc,84,Cera desarrollada por De Loco. Mejora\\nvarios parámetros del navío durante 1 turno.,0x18130,84,Cire développée par De Loco. Améliore divers\\nparamètres du navire pendant un tour.,0x17bef,72,Wax developed by De Loco. Improves\\nvarious ship parameters for 1 turn.
501,0x8c3483a4,0x1bc15,12,Heat Sensor,0x1b9ee,16,Sensor de Calor,0x1bd25,16,Capteur Chaleur,0x1b4b8,12,Heat Sensor,0x1,"","",X,112,Improve Critical% (Ship),0,100,2000,0,0,50,21,13,0,0,0,Green,0,0,0,0x182dc,92,Ermittelt Maschinenraum von Feindschiffen zum\\nbesseren Anpeilen. Erhöht Critical Hit Rate.,0x17f30,93,Detecta la sala de máquinas del navío enemigo\\npara disparar. Aumenta los Aciertos Críticos.,0x18184,98,Détecte le moteur des navires ennemis pour aider\\nles canonniers à cibler. Plus de Coups mortels.,0x17c37,92,Detects the engine room of enemy ships to help\\nyour gunners aim. Raises Critical Hit Rate.
502,0x8c3483b0,0x1bc21,14,Rudder Grease,0x1b9fe,15,Grasa de Timón,0x1bd35,17,Graisse Gouverne,0x1b4c4,14,Rudder Grease,0x1,"","",X,113,Decrease Spirit consumption to 50% (Ship),0,100,2000,0,0,50,22,23,0,0,0,Green,0,0,0,0x18338,66,Verbessert die Steuerung und setzt Spirit-\\nVerbrauchsrate herab.,0x17f8d,72,Mejora el funcionamiento del timón\\ny disminuye el consumo de Espíritu.,0x181e6,89,Améliore la manipulation du gouvernail et\\nralentit le taux de consommation de l'Esprit.,0x17c93,70,"Improves rudder operation, and slows the rate\\nof Spirit consumption."
503,0x8c3483c0,0x1bc2f,12,Machine Oil,0x1ba0d,16,Aceite de Motor,0x1bd46,17,Huile de Machine,0x1b4d2,12,Machine Oil,0x1,"","",X,114,Increase Spirit restoration to 200% (Ship),0,100,2000,0,0,50,23,17,0,0,0,Green,0,0,0,0x1837a,94,Maschinenteile ölen stabilisiert die Leistung\\nund verdoppelt die Rate der Spirit-Erneuerung.,0x17fd5,97,Al aplicarlo a las piezas del motor estabiliza la\\npotencia y dobla la restauración de Espíritu.,0x1823f,93,Appliquer l'huile sur le moteur le stabilise et\\ndouble son taux de restoration de l'Esprit.,0x17cd9,94,"Applying oil to the engine parts stabilizes\\noutput, doubling the rate of Spirit restoration."
504,0x8c3483cc,0x1bc3b,12,Light Alloy,0x1ba1d,16,Aleación Ligera,0x1bd57,14,Alliage Léger,0x1b4de,12,Light Alloy,0x1,"","",X,111,Improve First strike% (Ship),0,100,2000,0,0,50,24,16,0,0,0,Green,0,0,0,0x183d8,92,"Legierungen machen den Schiffsrumpf leichter.\\ngang, entwickelt von einem Meisteringenieur.",0x18036,94,Aleación del casco del navío que lo hace más\\nligero. Aumenta la posibilidad de Primer Golpe.,0x1829c,99,Alliage qui s'intègre à la coque pour alléger le\\nnavire. Accroît les chances de tirer en premier.,0x17d37,90,Alloy blends with the ship's hull to make it\\nlighter. Improves chances for first strike.
505,0x8c3483d8,0x1bc47,10,Hex Shell,0x1ba2d,16,Escudo Benéfico,0x1bd65,14,Bouclier Sort,0x1b4ea,10,Hex Shell,0x1,"","",X,109,Block artillery (Ship),0,100,5000,0,0,50,25,14,0,0,0,Green,0,0,0,0x18434,83,"Barriere gegen Artillerie für 1 Durchgang,\\nentwickelt von einem Meisteringenieur.",0x18094,90,Escudo que protege de ataques de artillería\\npor 1 turno. Hecha por un maestro ingeniero.,0x182ff,92,"Barrière contre les attaques d'artillerie pour\\n1 tour, développée par un maître ingénieur.",0x17d91,82,"A barrier against artillery attacks for 1 turn,\\ndeveloped by a master engineer. "
506,0x8c3483e4,0x1bc51,12,Magic Shell,0x1ba3d,16,Escudo de Magia,0x1bd73,15,Bouclier Magie,0x1b4f4,12,Magic Shell,0x1,"","",X,110,Block magic (Ship),0,100,2500,0,0,50,26,20,0,0,0,Green,0,0,0,0x18487,82,"Abwehr magischer Angriffe für 1 Durchgang,\\nentwickelt von einem Meisterzauberer.",0x180ee,90,Barrera que protege de los ataques de magia\\ndurante 1 turno. Creado por un maestro mago.,0x1835b,90,"Barrière contre les attaques de magie pendant\\n1 tour, développée par un maître magicien.",0x17de3,77,"A barrier against magic attacks for 1 turn,\\ndeveloped by a master magician."
507,0x8c3483f0,0x1bc5d,13,Gold Bullion,0x1ba4d,15,Lingote de Oro,0x1bd82,12,Lingot d'Or,0x1b500,13,Gold Bullion,0x0,"","","",-1,None,-1,-1,10000,0,0,100,27,12,0,0,0,Green,0,0,0,0x184d9,82,"Reines Gold, zu schwer zum Tragen. Man kann\\nes verkaufen, wenn man Geld braucht.",0x18148,86,"Pieza de oro macizo, demasiado grande para \\nacarrear. Guárdala o véndela por dinero.",0x183b5,91,Lingot d'or pur trop lourd à porter. Gardez-le\\nou vendez-le si vous avez besoin d'argent.,0x17e30,93,"A piece of solid gold, too big to carry. You can\\nkeep it, or sell it if you need the money."
508,0x8c348400,0x1bc6a,13,Crystal Ball,0x1ba5c,16,Bola de Cristal,0x1bd8e,17,Boule de Cristal,0x1b50d,13,Crystal Ball,0x0,"","","",-1,None,-1,-1,1000,0,0,100,28,7,0,0,0,Green,0,0,0,0x1852b,95,"Kunstwerk von einem bekannten Handwerker. Zum\\nBehalten oder Verkaufen, wenn man Geld braucht.",0x1819e,79,Obra de un célebre artesano. Puedes\\nguardarla o venderla si necesitas dinero.,0x18410,92,Oeuvre d'art d'un artisan très connu. Gardez-la\\nou vendez-la si vous avez besoin d'argent.,0x17e8d,93,"A work of art by a well-known craftsman. You can\\nkeep it, or sell it if you need the money."
509,0x8c348410,0x1bc77,13,Magic Cannon,0x1ba6c,13,Cañón Mágico,0x1bd9f,14,Canon Magique,0x1b51a,13,Magic Cannon,0x0,"","","",-1,None,-1,-1,0,0,0,0,29,18,0,0,0,Green,0,0,0,0x1858a,94,"Kanone, die magische Geschosse abfeuert. Von\\nBelleza im Kampf über der Nasr Wüste entwendet.",0x181ed,89,Dispara proyectiles mágicos. Robado a Belleza\\nen una batalla sobre el desierto de Nasr.,0x1846c,94,Dispositif lançant des projectiles magiques.\\nPris à Belleza dans la bataille du désert Nasr.,0x17eea,95,A device that fires magic projectiles. Stolen\\nfrom Belleza in a battle above the Nasr desert.
