Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,MAXHP,Will,Defense,MagDef,Quick,Agile,Dodge%,Green,Red,Purple,Blue,Yellow,Silver,[DE arm. #0 name pos.],[DE arm. #0 name size],DE arm. #0 name str.,[ES arm. #0 name pos.],[ES arm. #0 name size],ES arm. #0 name str.,[FR arm. #0 name pos.],[FR arm. #0 name size],FR arm. #0 name str.,[GB arm. #0 name pos.],[GB arm. #0 name size],GB arm. #0 name str.,Arm. #0 type ID,[Arm. #0 type name],Arm. #0 attack,Arm. #0 range,Arm. #0 hit%,Arm. #0 element ID,[Arm. #0 element name],[DE arm. #1 name pos.],[DE arm. #1 name size],DE arm. #1 name str.,[ES arm. #1 name pos.],[ES arm. #1 name size],ES arm. #1 name str.,[FR arm. #1 name pos.],[FR arm. #1 name size],FR arm. #1 name str.,[GB arm. #1 name pos.],[GB arm. #1 name size],GB arm. #1 name str.,Arm. #1 type ID,[Arm. #1 type name],Arm. #1 attack,Arm. #1 range,Arm. #1 hit%,Arm. #1 element ID,[Arm. #1 element name],[DE arm. #2 name pos.],[DE arm. #2 name size],DE arm. #2 name str.,[ES arm. #2 name pos.],[ES arm. #2 name size],ES arm. #2 name str.,[FR arm. #2 name pos.],[FR arm. #2 name size],FR arm. #2 name str.,[GB arm. #2 name pos.],[GB arm. #2 name size],GB arm. #2 name str.,Arm. #2 type ID,[Arm. #2 type name],Arm. #2 attack,Arm. #2 range,Arm. #2 hit%,Arm. #2 element ID,[Arm. #2 element name],[DE arm. #3 name pos.],[DE arm. #3 name size],DE arm. #3 name str.,[ES arm. #3 name pos.],[ES arm. #3 name size],ES arm. #3 name str.,[FR arm. #3 name pos.],[FR arm. #3 name size],FR arm. #3 name str.,[GB arm. #3 name pos.],[GB arm. #3 name size],GB arm. #3 name str.,Arm. #3 type ID,[Arm. #3 type name],Arm. #3 attack,Arm. #3 range,Arm. #3 hit%,Arm. #3 element ID,[Arm. #3 element name],Pad. #0,Pad. #1,Pad. #2,Pad. #3,Pad. #4,Pad. #5,EXP,Gold,Item drop #0 ID,[Item drop #0 name],Item #0 ID,[Item #0 name],Item drop #1 ID,[Item drop #1 name],Item #1 ID,[Item #1 name],Item drop #2 ID,[Item drop #2 name],Item #2 ID,[Item #2 name]
10,2352249964,112105,17,Gregorio Gunboat,111443,17,Gregorio Gunboat,112305,17,Gregorio Gunboat,110190,17,Gregorio Gunboat,30000,120,270,300,70,5,10,10,8,8,10,7,10,114325,12,Hauptkanone,113789,16,Cañón Principal,114607,16,Canon Principal,112433,12,Main Cannon,0,Main cannon,270,0,90,6,Neutral,114337,17,Splittergeschütz,113805,13,Fragmentador,114623,12,Fragmenteur,112445,15,Fragmenter Gun,1,Secondary cannon,220,3,85,6,Neutral,114354,17,Explosionsladung,113818,17,Ataque Explosivo,114635,17,Charge Explosive,112460,13,Blast Charge,2,Torpedo,250,3,70,6,Neutral,114371,2,-,113835,2,-,114652,2,-,112473,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,3390,1700,0,100%,483,Shredder Bomb,7,Kalifa,508,Crystal Ball,-1,None,-1,None
11,2352249984,112122,5,Lynx,111460,5,Lynx,112322,5,Lynx,110207,5,Lynx,25000,130,40,150,65,30,10,10,5,5,9,3,10,114373,12,Lynx-Kanone,113837,11,Cañón Lynx,114654,11,Canon Lynx,112475,12,Lynx Cannon,0,Main cannon,130,0,90,6,Neutral,114385,17,Lynx-Hilfskanone,113848,14,Subcañón Lynx,114665,14,Subcanon Lynx,112487,15,Lynx Subcannon,1,Secondary cannon,110,2,88,6,Neutral,114402,13,Lynx-Torpedo,113862,13,Torpedo Lynx,114679,14,Torpille Lynx,112502,13,Lynx Torpedo,2,Torpedo,100,2,60,6,Neutral,114415,2,-,113875,2,-,114693,2,-,112515,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,3520,2400,0,100%,496,Captain's Stripe,0,100%,509,Magic Cannon,0,100%,411,"3"" Cannon"
12,2352249992,112127,10,Chameleon,111465,10,Chameleon,112327,10,Chameleon,110212,10,Chameleon,30000,130,100,200,60,20,15,10,10,10,20,5,10,114417,11,Drehkanone,113877,15,Cañón Revólver,114695,15,Canon Révolver,112517,16,Revolver Cannon,0,Main cannon,155,0,90,6,Neutral,114428,18,Hilfskanone Typ D,113892,16,Subcañón Tipo D,114710,16,Subcanon Type D,112533,17,Type D Subcannon,1,Secondary cannon,120,1,70,6,Neutral,114446,14,Torpedo Typ D,113908,15,Torpedo Tipo D,114726,16,Torpille Type D,112550,15,Type D Torpedo,2,Torpedo,160,2,70,6,Neutral,114460,14,Flammenwerfer,113923,12,Lanzallamas,114742,14,Lance-flammes,112565,13,Flamethrower,3,Special,300,0,-1,6,Neutral,0,0,0,0,0,0,2900,1900,0,100%,496,Captain's Stripe,4,50%,404,B-Type Cannon,-1,None,-1,None
13,2352249992,112137,10,Chameleon,111475,10,Chameleon,112337,10,Chameleon,110222,10,Chameleon,30000,130,150,230,60,20,15,10,10,10,20,5,10,114474,15,Handfeuerwaffe,113935,9,Revólver,114756,9,Pistolet,112578,8,Handgun,0,Main cannon,170,0,100,6,Neutral,114489,18,Hilfskanone Typ D,113944,16,Subcañón Tipo D,114765,16,Subcanon Type D,112586,17,Type D Subcannon,1,Secondary cannon,180,1,70,6,Neutral,114507,14,Torpedo Typ D,113960,15,Torpedo Tipo D,114781,16,Torpille Type D,112603,15,Type D Torpedo,2,Torpedo,200,2,70,6,Neutral,114521,11,Testkanone,113975,12,Cañón Test,114797,11,Canon Test,112618,12,Test Cannon,3,Special,350,0,-1,6,Neutral,0,0,0,0,0,0,4170,2400,4,50%,423,Hunter Torpedo,-1,None,-1,None,-1,None,-1,None
14,2352249992,112147,10,Chameleon,111485,10,Chameleon,112347,10,Chameleon,110232,10,Chameleon,30000,200,150,380,120,20,30,3,3,3,3,0,3,114532,17,Chamäleon-Kanone,113987,16,Cañón Camaleón,114808,15,Canon Caméléon,112630,17,Chameleon Cannon,0,Main cannon,300,0,60,6,Neutral,114549,15,De Loco-Kanone,114003,14,Cañón De Loco,114823,14,Canon De Loco,112647,15,De Loco Cannon,1,Secondary cannon,250,2,70,6,Neutral,114564,16,De Loco-Torpedo,114017,16,Torpedo De Loco,114837,16,Torpille DeLoco,112662,16,De Loco Torpedo,2,Torpedo,550,3,70,6,Neutral,114580,16,De Loco-Harpune,114033,14,Arpón De Loco,114853,15,Harpon De Loco,112678,16,De Loco Harpoon,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,15950,7000,0,100%,496,Captain's Stripe,0,100%,455,Twin Turbo,0,100%,506,Magic Shell
15,2352250004,112157,6,CUT15,111495,6,CUT15,112357,6,CUT15,110242,6,CUT15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,114596,2,-,114047,2,-,114868,2,-,112694,2,-,-1,None,-1,-1,-1,-1,None,114598,2,-,114049,2,-,114870,2,-,112696,2,-,-1,None,-1,-1,-1,-1,None,114600,2,-,114051,2,-,114872,2,-,112698,2,-,-1,None,-1,-1,-1,-1,None,114602,2,-,114053,2,-,114874,2,-,112700,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
16,2352250016,112163,7,Auriga,111501,7,Auriga,112363,7,Auriga,110248,7,Auriga,50000,250,300,300,80,15,5,9,5,5,9,3,9,114604,10,AP-Kanone,114055,9,Cañón AP,114876,9,Canon AP,112702,10,AP Cannon,0,Main cannon,300,0,87,6,Neutral,114614,17,Fragmentgeschütz,114064,14,Fragmentadora,114885,12,Fragmenteur,112712,13,Fragment Gun,1,Secondary cannon,250,2,87,6,Neutral,114631,17,Explosionsladung,114078,17,Ataque Explosivo,114897,17,Charge Explosive,112725,13,Blast Charge,2,Torpedo,300,2,80,6,Neutral,114648,11,Rumpframme,114095,17,Espolón de Casco,114914,7,Eperon,112738,9,Hull Ram,3,Special,500,0,-1,6,Neutral,0,0,0,0,0,0,10290,5200,0,100%,496,Captain's Stripe,0,100%,464,Heavy Armor Deck,0,100%,414,"12"" Cannon"
17,2352250024,112170,6,Draco,111508,6,Draco,112370,6,Draco,110255,6,Draco,45000,240,125,300,100,15,10,10,10,8,11,11,10,114659,2,-,114112,2,-,114921,2,-,112747,2,-,-1,None,-1,-1,-1,-1,None,114661,13,Zusatzkanone,114114,17,Cañón Secundario,114923,13,Second Canon,112749,17,Secondary Cannon,1,Secondary cannon,300,0,80,6,Neutral,114674,12,Bohrtorpedo,114131,15,Torpedo Punzón,114936,14,Tête perceuse,112766,17,Piercing Torpedo,2,Torpedo,500,2,80,6,Neutral,114686,13,Draco-Kanone,114146,12,Cañón Draco,114950,12,Canon Draco,112783,13,Draco Cannon,3,Special,680,0,-1,6,Neutral,0,0,0,0,0,0,12980,6100,0,100%,496,Captain's Stripe,-1,None,-1,None,-1,None,-1,None
18,2352250032,112176,6,Hydra,111514,6,Hydra,112376,6,Hydra,110261,6,Hydra,200000,280,300,370,200,15,5,10,10,10,10,0,10,114699,13,Hydra-Kanone,114158,12,Cañón Hydra,114962,14,Lanceur Hydra,112796,15,Hydra Launcher,0,Main cannon,350,0,70,6,Neutral,114712,14,Hydra-Hilfsk.,114170,15,Subcañón Hydra,114976,15,Subcanon Hydra,112811,16,Hydra Subcannon,1,Secondary cannon,360,1,80,6,Neutral,114726,13,Hydra-Strahl,114185,11,Rayo Hydra,114991,12,Rayon Hydra,112827,10,Hydra Ray,1,Secondary cannon,370,2,80,6,Neutral,114739,13,Hydra-Werfer,114196,15,Lanzador Hydra,115003,12,Canon Hydra,112837,13,Hydra Cannon,3,Special,700,0,-1,6,Neutral,0,0,0,0,0,0,27770,11900,0,100%,496,Captain's Stripe,0,100%,432,Moon Cannon,6,Osman,434,Moon Torpedo
19,2352250040,112182,6,CUT19,111520,6,CUT19,112382,6,CUT19,110267,6,CUT19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,114752,7,Kanone,114211,6,Cañón,115015,6,Canon,112850,8,Cannon,-1,None,-1,-1,-1,-1,None,114759,11,Feuerpfeil,114217,16,Flecha de Fuego,115021,14,Flêche de Feu,112858,11,Fire Arrow,-1,None,-1,-1,-1,-1,None,114770,16,Houroku Torpedo,114233,16,Torpedo Houroku,115035,17,Torpille Houroku,112869,16,Houroku Torpedo,-1,None,-1,-1,-1,-1,None,114786,2,-,114249,2,-,115052,2,-,112885,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
20,2352250052,112188,6,CUT20,111526,6,CUT20,112388,6,CUT20,110273,6,CUT20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,114788,7,Kanone,114251,6,Cañón,115054,6,Canon,112887,8,Cannon,-1,None,-1,-1,-1,-1,None,114795,11,Feuerpfeil,114257,16,Flecha de Fuego,115060,14,Flêche de Feu,112895,11,Fire Arrow,-1,None,-1,-1,-1,-1,None,114806,16,Houroku Torpedo,114273,16,Torpedo Houroku,115074,17,Torpille Houroku,112906,16,Houroku Torpedo,-1,None,-1,-1,-1,-1,None,114822,2,-,114289,2,-,115091,2,-,112922,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
21,2352250064,112194,14,Black Pirates,111532,14,Black Pirates,112394,14,Black Pirates,110279,14,Black Pirates,9000,40,25,10,50,8,25,10,10,10,10,20,10,114824,16,Schwarze Kanone,114291,12,Cañón Negro,115093,11,Canon Noir,112924,13,Black Cannon,0,Main cannon,120,0,70,6,Neutral,114840,16,Schwarzes Torp.,114303,14,Torpedo Negro,115104,15,Torpille Noire,112937,14,Black Torpedo,2,Torpedo,120,1,60,6,Neutral,114856,2,-,114317,2,-,115119,2,-,112951,2,-,-1,None,-1,-1,-1,-1,None,114858,2,-,114319,2,-,115121,2,-,112953,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,450,300,3,20%,402,Heavy Cannon,3,20%,440,Rogue Figure,-1,None,-1,None
22,2352250080,112208,14,Spell Pirates,111546,14,Spell Pirates,112408,14,Spell Pirates,110293,14,Spell Pirates,12000,100,70,220,50,8,15,9,9,9,9,9,10,114860,16,Schwarze Kanone,114321,12,Cañón Negro,115123,11,Canon Noir,112955,13,Black Cannon,0,Main cannon,140,0,80,6,Neutral,114876,16,Schwarzes Torp.,114333,14,Torpedo Negro,115134,15,Torpille Noire,112968,14,Black Torpedo,2,Torpedo,200,1,40,6,Neutral,114892,2,-,114347,2,-,115149,2,-,112982,2,-,-1,None,-1,-1,-1,-1,None,114894,2,-,114349,2,-,115151,2,-,112984,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,1030,600,0,100%,484,Pyro Bomb,-1,None,-1,None,-1,None,-1,None
23,2352250096,112222,11,Blackbeard,111560,11,Blackbeard,112422,11,Blackbeard,110307,11,Blackbeard,10000,50,40,10,50,10,10,10,10,10,10,10,10,114896,16,Schwarze Kanone,114351,12,Cañón Negro,115153,11,Canon Noir,112986,13,Black Cannon,0,Main cannon,115,0,75,6,Neutral,114912,2,-,114363,2,-,115164,2,-,112999,2,-,-1,None,-1,-1,-1,-1,None,114914,2,-,114365,2,-,115166,2,-,113001,2,-,-1,None,-1,-1,-1,-1,None,114916,2,-,114367,2,-,115168,2,-,113003,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,410,300,0,100%,496,Captain's Stripe,0,100%,480,Bomb,-1,None,-1,None
24,2352250108,112233,8,Recumen,111571,8,Recumen,112433,8,Recumen,110318,8,Recumen,100000,150,0,400,40,0,1,10,0,10,10,10,10,114918,13,Roter Strahl,114369,10,Rayo Rojo,115170,12,Rayon Rouge,113005,8,Red Ray,3,Special,400,0,-1,6,Neutral,114931,13,Roter Strahl,114379,10,Rayo Rojo,115182,12,Rayon Rouge,113013,8,Red Ray,-1,None,-1,-1,-1,-1,None,114944,13,Roter Strahl,114389,10,Rayo Rojo,115194,12,Rayon Rouge,113021,8,Red Ray,-1,None,-1,-1,-1,-1,None,114957,13,Roter Strahl,114399,10,Rayo Rojo,115206,12,Rayon Rouge,113029,8,Red Ray,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,0,0,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
25,2352250116,112241,8,Grendel,111579,8,Grendel,112441,8,Grendel,110326,8,Grendel,110000,300,100,250,70,10,1,0,10,5,5,5,5,114970,14,Grendel-Faust,114409,16,Puño de Grendel,115218,17,Poing de Grendel,113037,16,Fist of Grendel,3,Special,180,0,-1,6,Neutral,114984,12,Steinwerfer,114425,14,Lanzar Piedra,115235,14,Jet de rocher,113053,14,Boulder Throw,3,Special,200,0,-1,6,Neutral,114996,7,Stampf,114439,7,Patear,115249,11,Pas Lourds,113067,6,Stomp,3,Special,400,0,-1,6,Neutral,115003,2,-,114446,2,-,115260,2,-,113073,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,4640,2700,0,100%,496,Captain's Stripe,0,100%,30,Grendel Wing,0,100%,493,Complete Kit
26,2352250124,112249,8,Bluheim,111587,8,Bluheim,112449,8,Bluheim,110334,8,Bluheim,100000,350,200,350,130,10,70,10,15,10,0,10,10,115005,12,Blaue Winde,114448,15,Vientos Azules,115262,12,Vents Bleus,113075,11,Blue Winds,3,Special,250,0,-1,6,Neutral,115017,13,Blauer Blitz,114463,10,Rayo Azul,115274,12,Éclair Bleu,113086,15,Blue Lightning,3,Special,300,0,-1,6,Neutral,115030,15,Phoenix-Strahl,114473,11,Rayo Fénix,115286,14,Rayon Phoenix,113101,12,Phoenix Ray,3,Special,450,0,-1,6,Neutral,115045,16,Göttliche Winde,114484,16,Vientos Divinos,115300,12,Vents Bleus,113113,11,Blue Winds,3,Special,200,0,-1,6,Neutral,0,0,0,0,0,0,17140,8100,0,100%,496,Captain's Stripe,-1,None,-1,None,-1,None,-1,None
27,2352250132,112257,8,Yeligar,111595,8,Yeligar,112457,8,Yeligar,110342,8,Yeligar,150000,400,100,330,80,5,2,10,10,10,10,0,10,115061,9,Voltigar,114500,9,Voltigar,115312,9,Voltigar,113124,9,Voltigar,3,Special,330,0,-1,6,Neutral,115070,16,Photonen-Ladung,114509,17,Ataque de Photon,115321,15,Attaque Photon,113133,14,Photon Charge,3,Special,300,0,-1,6,Neutral,115086,13,Donnerschlag,114526,17,Clamor de Trueno,115336,17,Coup de Tonnerre,113147,14,Thunder Crash,3,Special,500,0,-1,6,Neutral,115099,2,-,114543,2,-,115353,2,-,113161,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,19050,8700,0,100%,496,Captain's Stripe,0,100%,5,Thunder Cutlass,-1,None,-1,None
