Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,Chara. flags,[V],[A],[F],[D],[E],[G],Retail price in %,Order by prio.,EU order by ABC,Purchase price,Feat. #0 ID,[Feat. #0 name],Pad. #0,Feat. #0 value,Feat. #1 ID,[Feat. #1 name],Pad. #1,Feat. #1 value,Feat. #2 ID,[Feat. #2 name],Pad. #2,Feat. #2 value,Feat. #3 ID,[Feat. #3 name],Pad. #3,Feat. #3 value,Pad. #4,Pad. #5,[DE descr. pos.],[DE descr. size],DE descr. str.,[ES descr. pos.],[ES descr. size],ES descr. str.,[FR descr. pos.],[FR descr. size],FR descr. str.,[GB descr. pos.],[GB descr. size],GB descr. str.
91,2352245908,107282,10,Elastamor,106417,10,Elastamor,107273,10,Elastamor,105401,10,Elastamor,63,X,X,X,X,X,X,50,8,14,580,17,Defense,0,54,18,MagDef,0,54,36,Yellow,0,-2,-1,None,0,0,0,0,70973,57,"Ein enger Anzug, der vor gelben Zaubersprüchen\nschützt.",70333,79,Un traje ajustado que resiste el deterioro\nde los hechizos de Magia Amarilla.,70374,70,Costume étroit qui résiste aux dégâts des\nsortilèges de magie jaune.,69838,68,A tight-fitting suit that resists damage from\nyellow magic spells.
92,2352245920,107292,9,Raincoat,106427,10,Gabardina,107283,12,Imperméable,105411,9,Raincoat,53,X,X,"",X,"",X,50,9,46,560,17,Defense,0,56,18,MagDef,0,56,-1,None,0,0,-1,None,0,0,0,0,71030,78,"Fester Mantel, der von Matrosen zum Schutz\ngegen die Elemente getragen wird.",70412,81,Gabardina muy resistente que usan los\nmarinos para protegerse de los elementos.,70444,82,Manteau de qualité porté par les marins pour se\nse protéger des vents et marées.,69906,71,Durable coat worn by sailors to protect them\nfrom the harsh elements.
93,2352245932,107301,13,Nasrean Mail,106437,14,Malla Nasrean,107295,15,Maille Nasrean,105420,13,Nasrean Mail,63,X,X,X,X,X,X,50,12,43,920,17,Defense,0,66,18,MagDef,0,66,33,Red,0,-2,-1,None,0,0,0,0,71108,89,"Haltbare, leichte Ausstattung für Wüsten-\nexpeditionen. Schützt Träger vor roter Magie.",70493,82,Malla resistente y ligera para viajar por\nel desierto. Protege de la Magia Roja.,70526,97,Tenue légère de qualité prévue pour les voyages\ndans le désert. Elle protège de la Magie Rouge.,69977,91,"Durable, lightweight outfit made for desert\ntravel. Defends the wearer against Red Magic."
94,2352245948,107314,14,Ceramic Armor,106451,15,Armadura Barro,107310,16,Armure d'Argile,105433,14,Ceramic Armor,37,X,"","",X,"",X,50,13,8,1040,17,Defense,0,73,18,MagDef,0,62,-1,None,0,0,-1,None,0,0,0,0,71197,97,"Leichte, aber sehr haltbare Rüstung, die aus ver-\nschiedenen Arten von Nasr-Lehm gebrannt wird.",70575,81,"Armadura ligera, pero resistente, de\ndistintos tipos de arcilla Nasrean cocida.",70623,90,Armure légère mais de qualité créée à partir de\ndifférents types d'Argile cuite Nasrean.,70068,84,"Light, but very durable armor created from\nbaking different types of Nasrean Clay."
95,2352245964,107328,16,Bewegliche Robe,106466,12,Túnica Ágil,107326,15,Robe d'Agilité,105447,11,Agile Robe,10,"","",X,"",X,"",50,14,0,930,17,Defense,0,65,18,MagDef,0,65,19,Hit%,0,10,20,Dodge%,0,5,0,0,71294,71,"Eine leichtgewichtige Robe, die die Beweglichkeit\ndes Trägers erhöht.",70656,60,Una túnica ligera que aumenta la agilidad\nde quien la usa.,70713,59,Robe légère qui améliore l'agilité de celui qui\nla porte.,70152,55,A lightweight robe that increases the wearer's\nAgile.
96,2352245976,107344,17,Miner's Overalls,106478,15,Mono de Minero,107341,12,Combinaison,105458,17,Miner's Overalls,39,X,"","",X,X,X,25,18,35,910,17,Defense,0,87,18,MagDef,0,80,-1,None,0,0,-1,None,0,0,0,0,71365,53,Dicke Overalls für Bergleute. Fast immer\nschmutzig.,70716,84,Grueso mono de trabajo de los mineros. Es\ndifícil encontrar uno que no esté sucio.,70772,88,"Combinaison épaisse, portée par les mineurs.\nIl est difficile d'en trouver une propre.",70207,87,"Thick overalls, worn by miners. It is very\ndifficult to find a pair that isn't dirty."
97,2352245996,107361,11,Fiber Robe,106493,16,Túnica de Fibra,107353,15,Robe de Fibres,105475,11,Fiber Robe,26,"",X,X,"",X,"",50,19,18,1040,17,Defense,0,77,18,MagDef,0,90,-1,None,0,0,-1,None,0,0,0,0,71418,89,"Festgewand, das aus Pflanzen gewebt wird.\nSchützt den Benutzer vor magischen Angriffen.",70800,79,Túnica ritual tejida con plantas. Protege\nal usuario de los ataques de magia.,70860,75,Robe de cérémonie tissée avec des plantes.\nProtège des attaques magiques.,70294,74,Ceremonial Robe woven from plants.\nProtects the user from magic attacks.
98,2352246008,107372,13,Golden Armor,106509,16,Armadura Dorada,107368,12,Armure d'Or,105486,13,Golden Armor,37,X,"","",X,"",X,100,20,25,2480,17,Defense,0,90,18,MagDef,0,77,-1,None,0,0,-1,None,0,0,0,0,71507,83,"Außergewöhnlich schwere Rüstung, die aus dem\nGold der Ixa'taka geschmiedet wurde.",70879,61,Una armadura pesa mucho.\nEstá forjada con oro de Ixa'takan.,70935,51,Armure extrêmement lourde forgée en or\nIxa'takan.,70368,51,Extremely heavy armor forged from Ixa'takan\ngold.
99,2352246024,107385,16,Ixa'takan Armor,106525,16,Armazón de Paño,107380,17,Armure Ixa'takan,105499,16,Ixa'takan Armor,63,X,X,X,X,X,X,50,31,29,2790,17,Defense,0,109,18,MagDef,0,109,32,Green,0,-2,-1,None,0,0,0,0,71590,82,"Ein Waffenrock für den Dschungel, der den\nTräger vor grüner Magie schützen soll.",70940,79,Armadura de paño usada en la jungla que\nprotege de la Magia Verde al usuario.,70986,89,"Tunique portée dans la jungle, conçue pour\nprotéger celui qui la met de la Magie Verte.",70419,84,"A cloth tunic worn in the jungle, designed to\nprotect the wearer from Green Magic."
100,2352246040,107401,14,Naval Uniform,106541,15,Uniforme Naval,107397,15,Uniforme Naval,105515,14,Naval Uniform,53,X,X,"",X,"",X,50,32,44,2470,17,Defense,0,112,18,MagDef,0,112,-1,None,0,0,-1,None,0,0,0,0,71672,71,"Leichtere Art von Rüstung, die für\nÜberraschungsangriffe gedacht ist.",71019,74,"Un tipo de armadura ligera, creado para su\nuso en misiones clandestinas.",71075,65,"Type d'armure plutôt légère, conçue pour des\nmissions furtives.",70503,62,"A fairly light type of armor, designed for\nstealth missions."
101,2352246056,107415,13,Nasr Uniform,106556,14,Uniforme Nasr,107412,14,Uniforme Nasr,105529,13,Nasr Uniform,39,X,"","",X,X,X,50,24,42,2070,17,Defense,0,104,18,MagDef,0,96,-1,None,0,0,-1,None,0,0,0,0,71743,86,"Uniform der Nasr-Matrosen. Sie ist in gutem\nZustand, hat jedoch keine Rangabzeichen.",71093,85,Uniforme diseñado por los marinos de Nasr.\nEstá en buen estado pero no tiene rango.,71140,86,Un uniforme conçu pour la Marine Nasrean. Il est\nen bon état mais n'a pas de galons.,70565,92,"A uniform designed for the Nasr Sailors. It's\nin good condition, but has no rank markings."
102,2352246072,107428,14,Caravan Armor,106570,16,Coraza Desierto,107426,17,Armure du désert,105542,14,Caravan Armor,53,X,X,"",X,"",X,50,25,7,1930,17,Defense,0,100,18,MagDef,0,100,-1,None,0,0,-1,None,0,0,0,0,71829,69,"Dicke Rüstung, die aus den Häuten von\nWüstentieren gefertigt wurde.",71178,65,Armadura gruesa fabricada con la piel\nde animales del desierto.,71226,52,Armure épaisse faite en peaux d'animaux du\ndésert.,70657,56,Thick armor made from the hides of the desert\nanimals.
103,2352246088,107442,10,Holy Robe,106586,15,Túnica Sagrada,107443,12,Robe Sainte,105556,10,Holy Robe,26,"",X,X,"",X,"",50,26,27,1520,17,Defense,0,92,18,MagDef,0,108,-1,None,0,0,-1,None,0,0,0,0,71898,89,"Heiliges Gewand, von den Priestern von Nasr\ngetragen. Schützen vor magischen Angriffen.",71243,81,Túnica sagrada que usan los sacerdotes de\nNasr.Defiende de los ataques mágicos.,71278,79,Robes sacrées portées par les Prêtres de Nasr.\nProtège des attaques magiques.,70713,81,Sacred Robes worn by the Priests of Nasr.\nProtects the user from magic attacks.
104,2352246100,107452,15,Daccat's Tunic,106601,17,Túnica de Daccat,107455,16,Veste de Daccat,105566,15,Daccat's Tunic,63,X,X,X,X,X,X,50,34,10,3500,17,Defense,0,121,18,MagDef,0,121,35,Blue,0,-2,-1,None,0,0,0,0,71987,81,"Legendärer Waffenrock, angeblich von Daccat\ngetragen. Schützt vor blauer Magie.",71324,77,"Según la leyenda, Daccat solía llevar esta\ntúnica.Protege de la Magia Azul.",71357,95,Une Tunique Légendaire qui aurait été portée par\nDaccat. Protège des attaques de Magie Bleue.,70794,88,A Legendary Tunic said to have been worn by\nDaccat. Protects the user from Blue Magic.
105,2352246116,107467,17,Battleworn Armor,106618,15,Armadura Usada,107471,15,Vieille armure,105581,17,Battleworn Armor,37,X,"","",X,"",X,50,35,3,3810,17,Defense,0,133,18,MagDef,0,114,-1,None,0,0,-1,None,0,0,0,0,72068,96,"Eine vielgetragene Rüstung, die ihrem letzten\nEigentümer wohl mehrmals das Leben gerettet hat.",71401,87,Armadura desgastada que ha salvado la vida\nmuchas veces a quien la usaba en combate.,71452,82,Une armure usée qui aurait sauvé la vie\nde son ancien propriétaire maintes fois.,70882,91,A well-worn suit of armor that has apparently\nsaved the previous owner's life many times.
106,2352246136,107484,13,Miracle Robe,106633,17,Túnica Milagrosa,107486,13,Robe Miracle,105598,13,Miracle Robe,26,"",X,X,"",X,"",50,36,36,2400,17,Defense,0,114,18,MagDef,0,133,-1,None,0,0,-1,None,0,0,0,0,72164,92,"Ein Gewand, das von einem Mönch getragen wurde,\nder unverletzt vom Dark Rift zurückkehrte.",71488,85,"Un monje que, milagrosamente, regresó vivo\nde la Gruta Oscura, llevaba esta túnica.",71534,55,Robe portée par un moine revenu vivant\ndu Récif Noir.,70973,93,A robe worn by a monk who miraculously returned\nunharmed after being lost in the Dark Rift.
107,2352246152,107497,11,Scale Mail,106650,17,Malla de Escamas,107499,16,Maille Écailles,105611,11,Scale Mail,39,X,"","",X,X,X,50,39,50,3990,17,Defense,0,141,18,MagDef,0,130,-1,None,0,0,-1,None,0,0,0,0,72256,96,"Sehr effektive Rüstung aus dem Osten, die aus den\nSchuppen riesiger Lebewesen gefertigt wurde.",71573,77,Malla muy útil procedente del Este y hecha\ncon escamas de animales grandes.,71589,84,"Armure très efficace de l'Est, fabriquée à\npartir d'écailles de grosses créatures.",71066,86,"Extremely effective armor from the east, crafted\nfrom the scales of large creatures."
108,2352246164,107508,14,Soranchu Robe,106667,16,Túnica Soranchu,107515,17,Robe de Soranchu,105622,14,Soranchu Robe,53,X,X,"",X,"",X,50,40,52,3750,17,Defense,0,136,18,MagDef,0,136,-1,None,0,0,-1,None,0,0,0,0,72352,97,"Eine Robe, die einem legendären Yafutoma-Aben-\nteurer gehört, der den Namen “Sky King” erhielt.",71650,81,Túnica que pertenecía a un aventurero\nYafutoman apodado el “Rey de los cielos”.,71673,86,Une robe appartenant à un aventurier Yafutoman\nlégendaire surnommé le “Roi du Ciel”.,71152,91,"A robe belonging to a legendary Yafutoman\nadventurer, who earned the nickname “Sky King.”"
109,2352246180,107522,10,Long Robe,106683,13,Túnica Larga,107532,12,Robe Longue,105636,10,Long Robe,10,"","",X,"",X,"",50,41,33,4110,17,Defense,0,130,18,MagDef,0,130,19,Hit%,0,20,20,Dodge%,0,10,0,0,72449,97,"Ein langes Stück Stoff, das um den Körper des\nTrägers gewickelt wird. Erhöht die Beweglichkeit.",71731,67,Túnica larga que cubre totalmente el\ncuerpo. Aumenta la agilidad.,71759,97,"Un long châle, conçu pour s'enrouler autour du\ncorps de celui qui le porte. Améliore l'agilité.",71243,75,"A long cloth, designed to wrap around the\nwearer's body. Increases Agile."
110,2352246192,107532,16,Captain's Cloak,106696,17,Capa del Capitán,107544,15,Cape Capitaine,105646,16,Captain's Cloak,53,X,X,"",X,"",X,50,44,6,4500,17,Defense,0,148,18,MagDef,0,148,-1,None,0,0,-1,None,0,0,0,0,72546,87,"Ein dicker Mantel, der den Kapitän eines Schiffs\nvor den Naturgewalten schützen soll.",71798,78,Gruesa capa que protege al capitán del\nbarco al enfrentarse a los elementos.,71856,83,"Cape épaisse, conçue pour protéger le capitaine\nd'un navire bravant les éléments.",71318,80,"A thick cloak, designed to protect a ship's\ncaptain as he braves the elements."
111,2352246208,107548,13,Blessed Robe,106713,17,Túnica Bendecida,107559,12,Robe Bénite,105662,13,Blessed Robe,10,"","",X,"",X,"",50,45,5,4980,17,Defense,0,142,18,MagDef,0,142,19,Hit%,0,30,20,Dodge%,0,15,0,0,72633,91,Mit Weihwasser gesegnetes Gewand; es ist leicht\nund erhöht die Beweglichkeit des Trägers.,71876,85,Túnica ligera bendecida con agua sagrada\nque dota a quien la lleva de más agilidad.,71939,91,"Robe bénite dans l'eau sainte, sa légèreté\npermet à celui qui la porte d'être plus agile.",71398,83,"Robe blessed in holy water, it's light weight\nallows the wearer to be more agile."
112,2352246224,107561,15,Insulated Mail,106730,15,Malla Aislante,107571,16,Maille Isolante,105675,15,Insulated Mail,63,X,X,X,X,X,X,50,46,28,5180,17,Defense,0,145,18,MagDef,0,145,34,Purple,0,-2,-1,None,0,0,0,0,72724,87,Ein undurchlässiger Waffenrock aus sehr dünnem\nMaterial. Schützt vor purpurner Magie.,71961,83,"Malla aislante hecha de un material fino,\nprotege al usuario de la Magia Púrpura.",72030,93,Tunique isolante fabriquée en tissu très fin.\nProtège celui qui la porte de la Magie Mauve.,71481,87,An insulated tunic made from very thin fabric.\nProtects the wearer from Purple Magic.
113,2352246240,107576,16,Vengeance Armor,106745,16,Armazón Defensa,107587,17,Armure Vengeance,105690,16,Vengeance Armor,39,X,"","",X,X,X,50,48,56,6460,17,Defense,0,162,18,MagDef,0,149,73,Counter%,0,10,-1,None,0,0,0,0,72811,64,"Verzauberte Rüstung, die die Gegenwehr des\nTrägers verbessert.",72044,76,Armadura encantada que mejora las\nhabilidades de contraataque del usuario.,72123,86,Armure enchantée qui améliore les aptitudes de\ncontre-attaque de celui qui la porte.,71568,69,Enchanted Armor that improves the wearer's\ncounterattacking skills.
114,2352246256,107592,12,Swift Dress,106761,12,Traje Veloz,107604,16,Robe de Vitesse,105706,12,Swift Dress,24,"",X,X,"","","",75,49,53,5670,17,Defense,0,149,18,MagDef,0,170,4,Quick,0,20,-1,None,0,0,0,0,72875,66,"Verzaubertes Kleid, das die Geschwindigkeit der\nTrägerin erhöht.",72120,64,Un traje encantado que aumenta la velocidad\nde quien lo lleva.,72209,63,Robe enchantée qui améliore la vitesse\nde celui qui la porte.,71637,55,An enchanted dress that increases the wearer's\nspeed.
115,2352246268,107604,10,Gaia Cape,106773,10,Capa Gaia,107620,14,Pèlerine Gaia,105718,10,Gaia Cape,53,X,X,"",X,"",X,50,52,22,5910,17,Defense,0,168,18,MagDef,0,168,-1,None,0,0,-1,None,0,0,0,0,72941,93,"Verzauberter Umhang, der den Träger schützt, wenn\ner auf Abenteuersuche neue Lande betritt.",72184,82,Capa encantada que protege a quien la usa\ncuando se aventura por nuevas tierras.,72272,90,Pèlerine enchantée protégeant la personne en\nquête d'aventures sur des terres inconnues.,71692,91,An enchanted Cape that protects the wearer as\nhe enters new lands in search of adventure.
116,2352246280,107614,14,Robe of Faith,106783,16,Túnica de la Fe,107634,15,Robe de la Foi,105728,14,Robe of Faith,10,"","",X,"",X,"",50,53,47,6510,17,Defense,0,161,18,MagDef,0,161,19,Hit%,0,30,20,Dodge%,0,15,0,0,73034,83,Für die Rechtschaffenen. Diese Robe schützt den\nTräger vor feindlichen Angriffen.,72266,75,Para los puros de corazón. Esta túnica\nprotege de muchos tipos de ataque.,72362,89,Pour la pureté du coeur. Cette robe protègera\ncelui qui la porte des attaques ennemies.,71783,76,For the pure of heart. This robe will protect\nthe user from enemy attacks.
117,2352246296,107628,13,Plated Armor,106799,17,Armadura Chapada,107649,15,Armure blindée,105742,13,Plated Armor,37,X,"","",X,"",X,50,54,45,7430,17,Defense,0,181,18,MagDef,0,154,-1,None,0,0,-1,None,0,0,0,0,73117,92,"Feine Rüstung, die von den größten Schmieden\nin der Geschichte Arcadias hergestellt wurde.",72341,84,Armadura forjada artesanalmente por los\nmejores fabricantes de espadas de Arcadia.,72451,90,Armure fabriquée avec finesse forgée par le plus\ngrand forgeron de l'histoire d'Arcadia.,71859,74,Finely crafted armor forged by the greatest\nsmiths in Arcadia's history.
118,2352246312,107641,14,Robe of Truth,106816,14,Túnica Verdad,107664,15,Robe de Vérité,105755,14,Robe of Truth,26,"",X,X,"",X,"",50,55,48,4590,17,Defense,0,154,18,MagDef,0,181,-1,None,0,0,-1,None,0,0,0,0,73209,88,"Eine leichte Robe, die es dem Träger erlaubt,\nmagischen Zaubersprüchen zu widerstehen.",72425,76,Una túnica resistente que protege al que la\nlleva de los hechizos magicos.,72541,74,Une robe légère qui permet à son utilisateur de\nrésister aux sortilèges.,71933,65,A lightweight robe that allows the user to\nresist magic spells.
119,2352246328,107655,15,Berzerker Mail,106830,16,Malla Berzerker,107679,16,Maille de Furie,105769,15,Berzerker Mail,39,X,"","",X,X,X,50,56,4,4020,17,Defense,0,140,18,MagDef,0,140,16,Attack,0,20,19,Hit%,0,20,0,0,73297,75,"Ein Waffenrock, der Vyse passt. Er erhöht die\nKampffähigkeit des Trägers.",72501,77,"Tunica de la talla de Vyse, que aumenta la\ndestreza en el campo de batalla.",72615,89,Une tunique qui va bien à Vyse. Elle améliore\nles talents de combat de son utilisateur.,71998,70,A tunic that fits Vyse. It enhances the wearer's\nfighting abilities.
120,2352246344,107670,12,Light Dress,106846,14,Túnica Ligera,107695,12,Robe d'Aika,105784,12,Light Dress,24,"",X,X,"","","",75,57,31,940,17,Defense,0,70,18,MagDef,0,70,20,Dodge%,0,30,4,Quick,0,30,0,0,73372,87,"Sehr leichte, aber widerstandsfähige Rüstung für\nAika. Sie erhöht ihre Beweglichkeit.",72578,79,"Armadura de Aika, ligera pero resistente.\nDiseñada para aumentar su agilidad.",72704,74,Armure très légère mais de qualité pour Aika.\nElle améliore son agilité.,72068,68,"Very light, yet durable armor for Aika. \nIt increases her agility."
121,2352246356,107682,11,Focus Robe,106860,15,Túnica Enfoque,107707,11,Robe Focus,105796,11,Focus Robe,24,"",X,X,"","","",75,58,21,970,17,Defense,0,70,18,MagDef,0,70,1,Will,0,100,-1,None,0,0,0,0,73459,83,"Robe, die es der Trägerin erlaubt, durch mentale\nEnergie ihren Willen zu stärken.",72657,84,Esta túnica ayuda a canalizar la energía\nmental y potenciar la fuerza de voluntad.,72778,99,"Une robe qui permet à l'utilisateur de canaliser\nmentalement de l'énergie, augmentant sa volonté.",72136,80,"A Robe that allows the wearer to mentally\nchannel energy, increasing her will."
122,2352246368,107693,17,Nasr Combat Mail,106875,11,Malla Nasr,107718,15,Maille de Nasr,105807,17,Nasr Combat Mail,63,X,X,X,X,X,X,100,15,41,320,17,Defense,0,66,18,MagDef,0,66,16,Attack,0,5,1,Will,0,5,0,0,73542,93,"Eine alte Uniform, die im Valua-Nasr-Krieg\ngetragen wurde. Erhöht Angriffskraft und Spirit.",72741,83,Uniforme de la guerra de Valua-Nasr que\naumenta el poder de Ataque y de Espíritu.,72877,97,Un vieil uniforme porté à la guerre Valua-Nasr.\nIl augmente la puissance d'attaque et l'Esprit.,72216,79,An old uniform worn in the Valua-Nasr War.\nIt boosts attack power and spirit.
123,2352246388,107710,14,De Loco Armor,106886,17,Armadura De Loco,107733,15,Armure De Loco,105824,14,De Loco Armor,37,X,"","",X,"",X,100,50,11,2420,17,Defense,0,172,18,MagDef,0,147,-1,None,0,0,-1,None,0,0,0,0,73635,76,"Eine unglaublich hässliche, aber effektive\nRüstung, von De Loco entworfen.",72824,74,"Una armadura muy útil, pero horriblemente\nfea. Fue disenada por De Loco.",72974,57,Une armure très laide mais efficace conçue par\nDe Loco.,72295,70,"An incredibly ugly, yet effective suit of armor\ndesigned by De Loco."
124,2352246404,107724,15,Maiden's Armor,106903,16,Armadura Bélica,107748,15,Armure Amazone,105838,15,Maiden's Armor,24,"",X,X,"","","",100,28,34,840,17,Defense,0,103,18,MagDef,0,112,-1,None,0,0,-1,None,0,0,0,0,73711,76,"Legendäre Rüstung, die einer großen\nKriegerin von Daccat überreicht wurde.",72898,63,Legendaria armadura concedida por Daccat\na una gran guerrera.,73031,62,Armure légendaire offerte à une grande\nguerrière par Daccat.,72365,60,Legendary armor given to a great female warrior\nby Daccat.
