Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,Retail price in %,Order by prio.,EU order by ABC,Pad. #0,Purchase price,Pad. #1,Pad. #2,[DE descr. pos.],[DE descr. size],DE descr. str.,[ES descr. pos.],[ES descr. size],ES descr. str.,[FR descr. pos.],[FR descr. size],FR descr. str.,[GB descr. pos.],[GB descr. size],GB descr. str.
345,2352249112,110595,7,Gentum,109933,7,Gentum,110842,7,Gentum,108732,7,Gentum,0,33,7,0,500,0,0,88927,98,Aromatische Frucht aus dem nördlichen Nasr. Ge-\nheimzutat bei der Zubereitung von Kabal-Spießen.,87998,88,Fragante fruta del Norte de Nasrad. Es un\ningrediente secreto de la brocheta de Kabal.,88507,92,Un fruit parfumé du nord de Nasr. Ingrédient\nsecret pour préparer les brochettes de Kabal.,87321,86,A fragrant fruit from northern Nasr.\nSecret ingredient used in making Kabal Skewers.
346,2352249120,110602,6,Khale,109940,6,Khale,110849,6,Khale,108739,6,Khale,0,34,16,0,0,0,0,89025,97,"Teures Gewürz, das im Osten angebaut wird. Geheim\n-zutat bei der Zubereitung von Kabal-Spießen.",88086,93,"Preciada especia, que crece en el Este y es\nun ingrediente secreto de la brocheta de Kabal.",88599,94,Épice onéreuse cultivée dans l'Est. Ingrédient\nsecret pour préparer les brochettes de Kabal.,87407,88,"An expensive spice, grown in the East.\nSecret ingredient used in making Kabal Skewers."
347,2352249128,110608,14,CHO SISIKABAB,109946,14,CHO SISIKABAB,110855,14,CHO SISIKABAB,108745,14,CHO SISIKABAB,0,36,-1,0,0,0,0,89122,12,CONVERT.\n,88179,12,CONVERT.\n,88693,12,CONVERT.\n,87495,17,CONVERT.\n------
348,2352249148,110622,11,Valua-Pass,109960,17,Pasaporte Valuan,110869,17,Passeport Valuan,108759,16,Valuan Passport,0,13,29,0,0,0,0,89134,89,"Pass, der für den Zugang zum Valua-Reich not-\nwendig ist. Geschenk eines Nasr-Händlers.",88191,86,Pasaporte necesario para entrar en el Imperio\nValuan. Un regalo de un mercader Nasr.,88705,88,Passeport nécéssaire pour entrer dans l'empire\nValuan. Offert par un marchand Nasrean.,87512,91,A passport necessary to enter the Valuan Empire.\nReceived from a Nasr merchant as a gift.
349,2352249164,110633,15,Mondsteinsprit,109977,15,Gasolina Lunar,110886,17,Pierre Carburant,108775,16,Moon Stone Fuel,0,15,18,0,0,0,0,89223,82,Verfeinerter Mondstein zum Antrieb eines\nSchiffes. Hans gab ihn Vyse in Horteka.,88277,93,Piedra Lunar refinada para usarse como gasolina\nde navío que Hans regaló a Vyse en Horteka.,88793,98,Pierre de Lune raffinée pour servir de carburant\naux navires. Hans l'a offerte à Vyse à Horteka.,87603,98,A Moon Stone refined for use as fuel for a ship.\nGiven to Vyse by Hans when they met in Horteka.
350,2352249180,110648,13,Claras Börse,109992,17,Cartera de Clara,110903,16,Bourse de Clara,108791,14,Clara's Purse,0,19,4,0,0,0,0,89305,69,"Hellrosa Börse mit Geld, das Aika und Fina von\nClara gegeben wurde.",88370,78,Cartera rosa brillante que guarda el dinero\nque Clara entrega a Aika y Fina.,88891,87,Un porte-monnaie rose fuchsia contenant de\nl'argent que Clara a donné à Aika et Fina.,87701,71,A bright pink purse containing money given to\nAika and Fina by Clara.
351,2352249196,110661,17,Book of Polarity,110009,15,Libro del Polo,110919,16,Livre Polarités,108805,17,Book of Polarity,0,27,2,0,0,0,0,89374,98,"Alter Yafutoma-Text, der den Prozess beschreibt,\ndurch den Schiffe hoch und tief fliegen können.",88448,98,Viejo texto Yafutoman que contiene instrucciones\npara conducir navíos a altas y bajas latitudes.,88978,93,Vieux texte Yafutoman décrivant les techniques\nde vol à très haute et très basse altitudes.,87772,98,An old Yafutoman text explaining the process of\nenabling ships to fly to high and low altitudes.
352,2352249216,110678,9,Velorium,110024,9,Velorium,110935,9,Velorium,108822,9,Velorium,0,29,30,0,0,0,0,89472,99,"Seltene Art von Metall, die in Deep Sky zu finden\nist. Ein Vielfaches stärker als normaler Stahl.",88546,92,Extraño tipo de metal procedente del Cielo\nProfundo. Es mucho más resistente que el acero.,89071,92,Type de métal rare trouvé dans le Ciel Profond.\nBien plus solide que de l'acier ordinaire.,87870,86,A rare type of metal found in Deep Sky.\nIt is many times stronger than normal steel.
353,2352249216,110687,9,Velorium,110033,9,Velorium,110944,9,Velorium,108831,9,Velorium,0,30,31,0,0,0,0,89571,99,"Seltene Art von Metall, die in Deep Sky zu finden\nist. Ein Vielfaches stärker als normaler Stahl.",88638,93,Extraño tipo de metal procedente del Cielo\nProfundo. Es mucho más resistente que el acero..,89163,89,Type de métal rare trouvé dans le Ciel Profond.\nBien plus solide que l'acier ordinaire.,87956,86,A rare type of metal found in Deep Sky.\nIt is many times stronger than normal steel.
354,2352249228,110696,13,SAISYUHEIKI3,110042,13,SAISYUHEIKI3,110953,13,SAISYUHEIKI3,108840,13,SAISYUHEIKI3,0,37,-1,0,0,0,0,89670,8,CUT.\n,88731,8,CUT.\n,89252,8,CUT.\n,88042,13,CUT.\n------
355,2352249240,110709,15,Hafenschlüssel,110055,13,Puerto Clave,110966,12,Clé du Port,108853,11,Harbor Key,0,25,14,0,0,0,0,89678,88,Kleiner Messingschlüssel zum Kaiserlichen Hafen\nvon Valua. Er hat eine Drachenprägung.,88739,93,Pequeña llave de bronce para acceder al puerto\ndel Imperio Valuan. Tiene un dragón tallado.,89260,81,Petite clé en cuivre du port Impérial Valuan.\nElle porte l'estampe d'un dragon.,88055,83,"A small, brass key to the Valuan Imperial\nharbor. It has a dragon embossed on it."
356,2352249252,110724,16,Magische Kanone,110068,13,Cañón Mágico,110978,14,Canon Magique,108864,13,Magic Cannon,0,14,17,0,0,0,0,89766,78,"Ein Kanonenaufsatz, durch den man Schüsse mit\nmagischer Kraft abfeuern kann.",88832,85,Artefacto que se añade a los cañones para\nefectuar disparos fortalecidos con Magia.,89341,89,Dispositif attaché aux canons qui leur permet\nde tirer des coups aux pouvoirs magiques.,88138,83,A device attached to cannons that allows them\nto fire shots empowered with magic.
357,2352249268,110740,5,Lohn,110081,9,Salarios,110992,9,Salaires,108877,6,Wages,0,20,32,0,0,0,0,89844,90,"Enthält die 5000 Goldstücke, die Aika und Fina\nin der Taverne von Nasrad verdient haben.",88917,94,Guarda las 5.000 unidades de oro que Fina y Aika\nganaron trabajando en la taberna de Nasrad.,89430,93,Contient 5 000 pièces d'or qu'Aika et Fina ont\ngagné en travaillant à la taverne de Nasrad.,88221,90,"Contains the 5,000 gold that Aika and Fina\nearned while working at the tavern in Nasrad."
358,2352249276,110745,15,Grapor-Fleisch,110090,16,Carne de Grapor,111001,16,Chair de Grapor,108883,12,Grapor Meat,0,18,10,0,0,0,0,89934,98,"Fleisch eines seltenen Fisches, des Grapor. Man\nfindet ihn nur in den Wäldern der Crescent Isle.",89011,89,"Carne de un extrano pez, el Grapor, que vive\nsolo en los bosques de la Isla de la Luna.",89523,92,"Chair du Grapor, un poisson rare. Ce poisson\nse trouve dans les forêts de l'île Croissant.",88311,95,"Meat from the rare fish, the Grapor. This fish\nis only found in the forests of Crescent Isle."
359,2352249288,110760,17,Domingos Papiere,110106,12,Certificado,111017,17,Titre de Domingo,108895,16,Domingo's Title,0,31,6,0,0,0,0,90032,88,"Ein  Zertifikat von Domingo, in dem er Vyse als\n“Hervorragenden Schatzjäger” ausweist.",89100,90,Un certificado de Domingo reconociendo a Vyse\ncomo “Extraordinario buscador de tesoros”.,89615,93,Certificat de Domingo proclamant Vyse comme\nétant un “Extraordinaire Chercheur de Trésors.”,88406,87,A certificate from Domingo proclaiming Vyse to\nbe a “Treasure Hunter Extraordinaire.”
360,2352249304,110777,11,DUMMYCLEAR,110118,11,DUMMYCLEAR,111034,11,DUMMYCLEAR,108911,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90120,9,DUMMY\n,89190,9,DUMMY\n,89708,9,DUMMY\n,88493,14,DUMMY\n------
361,2352249304,110788,11,DUMMYCLEAR,110129,11,DUMMYCLEAR,111045,11,DUMMYCLEAR,108922,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90129,9,DUMMY\n,89199,9,DUMMY\n,89717,9,DUMMY\n,88507,14,DUMMY\n------
362,2352249304,110799,11,DUMMYCLEAR,110140,11,DUMMYCLEAR,111056,11,DUMMYCLEAR,108933,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90138,9,DUMMY\n,89208,9,DUMMY\n,89726,9,DUMMY\n,88521,14,DUMMY\n------
363,2352249304,110810,11,DUMMYCLEAR,110151,11,DUMMYCLEAR,111067,11,DUMMYCLEAR,108944,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90147,9,DUMMY\n,89217,9,DUMMY\n,89735,9,DUMMY\n,88535,14,DUMMY\n------
364,2352249304,110821,11,DUMMYCLEAR,110162,11,DUMMYCLEAR,111078,11,DUMMYCLEAR,108955,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90156,9,DUMMY\n,89226,9,DUMMY\n,89744,9,DUMMY\n,88549,14,DUMMY\n------
365,2352249304,110832,11,DUMMYCLEAR,110173,11,DUMMYCLEAR,111089,11,DUMMYCLEAR,108966,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90165,9,DUMMY\n,89235,9,DUMMY\n,89753,9,DUMMY\n,88563,14,DUMMY\n------
366,2352249304,110843,11,DUMMYCLEAR,110184,11,DUMMYCLEAR,111100,11,DUMMYCLEAR,108977,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90174,9,DUMMY\n,89244,9,DUMMY\n,89762,9,DUMMY\n,88577,14,DUMMY\n------
367,2352249304,110854,11,DUMMYCLEAR,110195,11,DUMMYCLEAR,111111,11,DUMMYCLEAR,108988,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90183,9,DUMMY\n,89253,9,DUMMY\n,89771,9,DUMMY\n,88591,14,DUMMY\n------
368,2352249304,110865,11,DUMMYCLEAR,110206,11,DUMMYCLEAR,111122,11,DUMMYCLEAR,108999,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90192,9,DUMMY\n,89262,9,DUMMY\n,89780,9,DUMMY\n,88605,14,DUMMY\n------
369,2352249304,110876,11,DUMMYCLEAR,110217,11,DUMMYCLEAR,111133,11,DUMMYCLEAR,109010,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90201,9,DUMMY\n,89271,9,DUMMY\n,89789,9,DUMMY\n,88619,14,DUMMY\n------
370,2352249304,110887,11,DUMMYCLEAR,110228,11,DUMMYCLEAR,111144,11,DUMMYCLEAR,109021,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90210,9,DUMMY\n,89280,9,DUMMY\n,89798,9,DUMMY\n,88633,14,DUMMY\n------
371,2352249304,110898,11,DUMMYCLEAR,110239,11,DUMMYCLEAR,111155,11,DUMMYCLEAR,109032,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90219,9,DUMMY\n,89289,9,DUMMY\n,89807,9,DUMMY\n,88647,14,DUMMY\n------
372,2352249304,110909,11,DUMMYCLEAR,110250,11,DUMMYCLEAR,111166,11,DUMMYCLEAR,109043,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90228,9,DUMMY\n,89298,9,DUMMY\n,89816,9,DUMMY\n,88661,14,DUMMY\n------
373,2352249304,110920,11,DUMMYCLEAR,110261,11,DUMMYCLEAR,111177,11,DUMMYCLEAR,109054,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90237,9,DUMMY\n,89307,9,DUMMY\n,89825,9,DUMMY\n,88675,14,DUMMY\n------
374,2352249304,110931,11,DUMMYCLEAR,110272,11,DUMMYCLEAR,111188,11,DUMMYCLEAR,109065,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90246,9,DUMMY\n,89316,9,DUMMY\n,89834,9,DUMMY\n,88689,14,DUMMY\n------
375,2352249304,110942,11,DUMMYCLEAR,110283,11,DUMMYCLEAR,111199,11,DUMMYCLEAR,109076,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90255,9,DUMMY\n,89325,9,DUMMY\n,89843,9,DUMMY\n,88703,14,DUMMY\n------
376,2352249304,110953,11,DUMMYCLEAR,110294,11,DUMMYCLEAR,111210,11,DUMMYCLEAR,109087,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90264,9,DUMMY\n,89334,9,DUMMY\n,89852,9,DUMMY\n,88717,14,DUMMY\n------
377,2352249304,110964,11,DUMMYCLEAR,110305,11,DUMMYCLEAR,111221,11,DUMMYCLEAR,109098,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90273,9,DUMMY\n,89343,9,DUMMY\n,89861,9,DUMMY\n,88731,14,DUMMY\n------
378,2352249304,110975,11,DUMMYCLEAR,110316,11,DUMMYCLEAR,111232,11,DUMMYCLEAR,109109,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90282,9,DUMMY\n,89352,9,DUMMY\n,89870,9,DUMMY\n,88745,14,DUMMY\n------
379,2352249304,110986,11,DUMMYCLEAR,110327,11,DUMMYCLEAR,111243,11,DUMMYCLEAR,109120,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90291,9,DUMMY\n,89361,9,DUMMY\n,89879,9,DUMMY\n,88759,14,DUMMY\n------
380,2352249304,110997,11,DUMMYCLEAR,110338,11,DUMMYCLEAR,111254,11,DUMMYCLEAR,109131,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90300,9,DUMMY\n,89370,9,DUMMY\n,89888,9,DUMMY\n,88773,14,DUMMY\n------
381,2352249304,111008,11,DUMMYCLEAR,110349,11,DUMMYCLEAR,111265,11,DUMMYCLEAR,109142,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90309,9,DUMMY\n,89379,9,DUMMY\n,89897,9,DUMMY\n,88787,14,DUMMY\n------
382,2352249304,111019,11,DUMMYCLEAR,110360,11,DUMMYCLEAR,111276,11,DUMMYCLEAR,109153,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90318,9,DUMMY\n,89388,9,DUMMY\n,89906,9,DUMMY\n,88801,14,DUMMY\n------
383,2352249304,111030,11,DUMMYCLEAR,110371,11,DUMMYCLEAR,111287,11,DUMMYCLEAR,109164,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90327,9,DUMMY\n,89397,9,DUMMY\n,89915,9,DUMMY\n,88815,14,DUMMY\n------
384,2352249304,111041,11,DUMMYCLEAR,110382,11,DUMMYCLEAR,111298,11,DUMMYCLEAR,109175,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90336,9,DUMMY\n,89406,9,DUMMY\n,89924,9,DUMMY\n,88829,14,DUMMY\n------
