Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,Category ID,[Category name],Effect ID,[Effect name],Scope ID,[Scope name],Pad. #0,Effect value #0,Effect value #1,Element ID,[Element name],Type ID,[Type name],Unk. #0,Unk. #1,State ID,[State name],State miss%,Pad. #1,Pad. #2
14,0x8c3588ec,0x1319,6,Curia,0x130c,6,Curia,0x130f,6,Curia,0x1309,6,Curia,1,Magic,30,Remove negative states,3,One enemy,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
15,0x8c3588f4,0x131f,6,Risan,0x1312,6,Risan,0x1315,6,Risan,0x130f,6,Risan,1,Magic,27,Revive with 50% of HP,3,One enemy,0,0,0,0,Green,0,Physical,55,55,7,Revival,50,0,0
16,0x8c3588fc,0x1325,8,Riselem,0x1318,8,Riselem,0x131b,8,Riselem,0x1315,8,Riselem,1,Magic,28,Revive with 100% of HP,3,One enemy,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
17,0x8c358904,0x132d,7,Eterni,0x1320,7,Eterni,0x1323,7,Eterni,0x131d,7,Eterni,1,Magic,5,Add Unconscious,1,One character,0,0,0,0,Green,0,Physical,1,1,1,Unconscious,60,0,0
18,0x8c35890c,0x1334,8,Eternes,0x1327,8,Eternes,0x132a,8,Eternes,0x1324,8,Eternes,1,Magic,5,Add Unconscious,2,All characters,0,0,0,0,Green,0,Physical,1,1,1,Unconscious,80,0,0
19,0x8c358914,0x133c,8,Eternum,0x132f,8,Eternum,0x1332,8,Eternum,0x132c,8,Eternum,1,Magic,6,Add Unconscious + Damage #1,1,One character,0,1,250,5,Silver,1,Magical,1,1,1,Unconscious,0,0,0
20,0x8c35891c,0x1344,6,Wevli,0x1337,6,Wevli,0x133a,6,Wevli,0x1334,6,Wevli,1,Magic,0,Damage,96,Character area #0,0,1,60,3,Blue,1,Magical,0,0,0,Poison,0,0,0
21,0x8c358924,0x134a,7,Wevles,0x133d,7,Wevles,0x1340,7,Wevles,0x133a,7,Wevles,1,Magic,0,Damage,97,Character area #1,0,1,105,3,Blue,1,Magical,0,0,0,Poison,0,0,0
22,0x8c35892c,0x1351,7,Wevlen,0x1344,7,Wevlen,0x1347,7,Wevlen,0x1341,7,Wevlen,1,Magic,0,Damage,98,Character area #2,0,1,195,3,Blue,1,Magical,0,0,0,Poison,0,0,0
23,0x8c358934,0x1358,5,Pyri,0x134b,5,Pyri,0x134e,5,Pyri,0x1348,5,Pyri,1,Magic,0,Damage,2,All characters,0,1,50,1,Red,1,Magical,0,0,0,Poison,0,0,0
24,0x8c35893c,0x135d,6,Pyres,0x1350,6,Pyres,0x1353,6,Pyres,0x134d,6,Pyres,1,Magic,0,Damage,2,All characters,0,1,85,1,Red,1,Magical,0,0,0,Poison,0,0,0
25,0x8c358944,0x1363,6,Pyrum,0x1356,6,Pyrum,0x1359,6,Pyrum,0x1353,6,Pyrum,1,Magic,0,Damage,2,All characters,0,1,120,1,Red,1,Magical,0,0,0,Poison,0,0,0
26,0x8c35894c,0x1369,9,Crystali,0x135c,9,Crystali,0x135f,9,Crystali,0x1359,9,Crystali,1,Magic,0,Damage,1,One character,0,1,70,2,Purple,1,Magical,0,0,0,Poison,0,0,0
27,0x8c358958,0x1372,10,Crystales,0x1365,10,Crystales,0x1368,10,Crystales,0x1362,10,Crystales,1,Magic,0,Damage,1,One character,0,1,120,2,Purple,1,Magical,0,0,0,Poison,0,0,0
28,0x8c358964,0x137c,10,Crystalum,0x136f,10,Crystalum,0x1372,10,Crystalum,0x136c,10,Crystalum,1,Magic,0,Damage,1,One character,0,1,170,2,Purple,1,Magical,0,0,0,Poison,0,0,0
29,0x8c358970,0x1386,10,Crystalen,0x1379,10,Crystalen,0x137c,10,Crystalen,0x1376,10,Crystalen,1,Magic,0,Damage,1,One character,0,1,220,2,Purple,1,Magical,0,0,0,Poison,0,0,0
30,0x8c35897c,0x1390,8,Pyrulen,0x1383,8,Pyrulen,0x1386,8,Pyrulen,0x1380,8,Pyrulen,1,Magic,0,Damage,2,All characters,0,1,155,1,Red,1,Magical,0,0,0,Poison,0,0,0
31,0x8c358984,0x1398,7,Wevlum,0x138b,7,Wevlum,0x138e,7,Wevlum,0x1388,7,Wevlum,1,Magic,0,Damage,97,Character area #1,0,1,150,3,Blue,1,Magical,0,0,0,Poison,0,0,0
32,0x8c35898c,0x139f,8,Electri,0x1392,8,Electri,0x1395,8,Electri,0x138f,8,Electri,1,Magic,0,Damage,100,Character line #0,0,1,60,4,Yellow,1,Magical,0,0,0,Poison,0,0,0
33,0x8c358994,0x13a7,9,Electres,0x139a,9,Electres,0x139d,9,Electres,0x1397,9,Electres,1,Magic,0,Damage,101,Character line #1,0,1,105,4,Yellow,1,Magical,0,0,0,Poison,0,0,0
34,0x8c3589a0,0x13b0,9,Electrum,0x13a3,9,Electrum,0x13a6,9,Electrum,0x13a0,9,Electrum,1,Magic,0,Damage,101,Character line #1,0,1,150,4,Yellow,1,Magical,0,0,0,Poison,0,0,0
35,0x8c3589ac,0x13b9,11,Electrulen,0x13ac,11,Electrulen,0x13af,11,Electrulen,0x13a9,11,Electrulen,1,Magic,0,Damage,102,Character line #2,0,1,195,4,Yellow,1,Magical,0,0,0,Poison,0,0,0
