Entry ID,EU Message ID,[DE Entry Name Pos.],[DE Entry Name Size],DE Entry Name,[ES Entry Name Pos.],[ES Entry Name Size],ES Entry Name,[FR Entry Name Pos.],[FR Entry Name Size],FR Entry Name,[GB Entry Name Pos.],[GB Entry Name Size],GB Entry Name,Chara. Flags,[V],[A],[F],[D],[E],[G],Retail Price in %,Order by Prio.,EU Order by ABC,Purchase Price,Feat. 1 ID,[Feat. 1 Name],Pad. 1,Feat. 1 Value,Feat. 2 ID,[Feat. 2 Name],Pad. 2,Feat. 2 Value,Feat. 3 ID,[Feat. 3 Name],Pad. 3,Feat. 3 Value,Feat. 4 ID,[Feat. 4 Name],Pad. 4,Feat. 4 Value,Pad. 5,Pad. 6,[DE Descr. Pos.],[DE Descr. Size],DE Descr. Str.,[ES Descr. Pos.],[ES Descr. Size],ES Descr. Str.,[FR Descr. Pos.],[FR Descr. Size],FR Descr. Str.,[GB Descr. Pos.],[GB Descr. Size],GB Descr. Str.
170,0x8c34700c,0x1a707,16,Maroccas Schale,0x1a3f3,15,Concha Marocca,0x1a74a,17,Bouclier Marocca,0x19fa7,16,Marocca's Shell,0x35,X,X,"",X,"",X,50,10,32,130,17,Defense,0,6,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x128b4,75,Panzer eines großen primitiven Krustentiers.\\nVerbessert die Verteidigung.,0x12501,70,Concha de un crustáceo primitivo de gran\\ntamano. Aumenta la Defensa.,0x12625,64,La coquille d'un grand crustacé primitif.\\nAméliore la Défense.,0x12354,62,The shell of a large primitive crustacean.\\nImproves Defense.
171,0x8c34701c,0x1a717,16,Buroccas Schale,0x1a402,15,Concha Burocca,0x1a75b,17,Bouclier Burocca,0x19fb7,16,Burocca's Shell,0x35,X,X,"",X,"",X,50,11,6,1920,17,Defense,0,36,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x128ff,85,"Schale eines Burocca, noch härter als das der\\nMorocca. Verbessert die Verteidigung.",0x12547,78,"Concha de Burocca, aún más resistente\\nque la de Marocca. Aumenta la Defensa.",0x12665,89,"La coquille d'un Burocca, encore plus dure que\\ncelle d'un Marocca. Améliore la Défense.",0x12392,81,"The shell of a Burocca, even harder than that\\nof the Marocca. Improves Defense."
172,0x8c34702c,0x1a727,14,Crylhundklaue,0x1a411,16,Garra Crylhound,0x1a76c,17,Griffe Crylhound,0x19fc7,17,Crylhound's Claw,0x35,X,X,"",X,"",X,50,12,13,420,19,Hit%,0,20,16,Attack,0,2,-1,None,0,0,-1,None,0,0,0,0,0x12954,91,"Eine Waffenart, wie sie von Valua-Soldaten\\nbenutzt wird. Verbessert Treffer% und Angriff.",0x12595,87,Un arma modificada que usan los soldados\\nValuan. Aumenta Aciertos% y poder de Ataque.,0x126be,94,Arme modifiée des Soldats Valuan. Augmente les\\nchances de toucher et la Puissance d'Attaque.,0x123e3,81,"A weapon modification used by Valuan Soldiers.\\nImproves Hit%, and Attack Power."
173,0x8c347040,0x1a735,10,Jägerhand,0x1a421,17,Mano del Cazador,0x1a77d,17,Gant de Chasseur,0x19fd8,14,Hunter's Hand,0x35,X,X,"",X,"",X,50,13,25,1010,19,Hit%,0,40,16,Attack,0,4,-1,None,0,0,-1,None,0,0,0,0,0x129af,87,Ein Panzerhandschuh der Ixa'taka für die Jagd.\\nVerbessert Treffer% und Angriffskraft.,0x125ec,82,Guante de caza de los hombres de Ixa'takan.\\nAumenta Aciertos% y poder de Ataque.,0x1271c,98,Gant porté par les hommes Ixa'takan à la chasse.\\nAugmente chances de toucher et Force d'Attaque.,0x12434,82,A gauntlet worn by Ixa'takan men while hunting. \\nImproves Hit% and Attack Power.
174,0x8c347050,0x1a73f,11,Diebesaura,0x1a432,16,Aura del Ladrón,0x1a78e,15,Aura du Voleur,0x19fe6,13,Thief's Aura,0x3d,X,X,X,X,"",X,50,14,54,330,20,Dodge%,0,10,17,Defense,0,2,-1,None,0,0,-1,None,0,0,0,0,0x12a06,82,"Ring mit schwarzem Stein, der Ausweich% und\\nVerteidigung des Trägers verbessert.",0x1263e,77,Anillo con una piedra negra que aumenta el\\npoder de Esquivar% y la Defensa.,0x1277e,71,Une bague avec une pierre noire qui améliore\\nl'Esquive et la Défense.,0x12486,74,A ring with a black stone that improves the\\nwearer's Dodge% and Defense.
175,0x8c347060,0x1a74a,13,Quetya Feder,0x1a442,13,Pluma Quetya,0x1a79d,16,Plume de Quetya,0x19ff3,15,Quetya Feather,0x3d,X,X,X,X,"",X,50,15,40,810,20,Dodge%,0,20,17,Defense,0,4,-1,None,0,0,-1,None,0,0,0,0,0x12a58,90,"Federschmuck, dem die Macht der Quetya innewohnt.\\nVerbessert Ausweich% und Verteidigung.",0x1268b,86,"Pluma decorativa con el poder del Quetya,\\nmejora el poder de Esquivar% y la Defensa.",0x127c5,84,Une plume décorative dotée du pouvoir de Quetya.\\nAméliore l'Esquive et la Défense.,0x124d0,86,A feather ornament imbued with the power of the\\nQuetya. Improves Dodge% and Defense.
176,0x8c347070,0x1a757,14,Vigoros Kette,0x1a44f,17,Cadena de Vigoro,0x1a7ad,17,Chaîne de Vigoro,0x1a002,15,Vigoro's Chain,0x25,X,"","",X,"",X,50,17,58,2890,16,Attack,0,20,19,Hit%,0,30,-1,None,0,0,-1,None,0,0,0,0,0x12ab2,81,"So, findet Vigoro, sollte Mode aussehen.\\nVerbessert Treffer% und Angriffskraft.",0x126e1,76,La idea de Vigoro de elegancia mejora.\\nlos Aciertos% y el poder de Ataque.,0x12819,97,Vigoro présente sa vision de la mode. Améliore\\nles chances de toucher & la Puissance d'Attaque.,0x12526,71,Vigoro's idea of a fashion statement. Improves\\nHit% and Attack Power.
177,0x8c347080,0x1a765,15,Matrosenschild,0x1a460,14,Escudo Marino,0x1a7be,15,Bouclier Marin,0x1a011,17,Sailor's Buckler,0x37,X,X,"",X,X,X,50,18,43,1930,17,Defense,0,20,20,Dodge%,0,15,-1,None,0,0,-1,None,0,0,0,0,0x12b03,87,"Kleines, leichtes Schild, das Matrosen tragen.\\nVerbessert Ausweich% und Verteidigung.",0x1272d,85,Escudo pequeño y ligero de los marinos.\\nAumenta el poder de Esquivar% y la Defensa.,0x1287a,81,Un petit bouclier léger porté par les marins.\\nAméliore l'Esquive et la Défense.,0x1256d,73,"A light, but small shield worn by sailors.\\nImproves Dodge% and Defense."
178,0x8c347094,0x1a774,12,Kriegerrune,0x1a46e,15,Engarce Bélico,0x1a7cd,17,Rune du Guerrier,0x1a022,15,Warrior's Rune,0x39,X,X,X,"","",X,100,19,60,10,16,Attack,0,10,17,Defense,0,10,19,Hit%,0,20,20,Dodge%,0,10,0,0,0x12b5a,94,"Ring mit mystischen Gravierungen. Verstärkt An-\\ngriff, Verteidigung, Treffer% und Ausweich%.",0x12782,87,"Anillo con engarces misticos. Mejora poder\\nde Ataque, Defensa, Aciertos% y Esquivar%.",0x128cb,73,Une bague aux gravures mystiques. Accroît tous\\nles attributs de combat.,0x125b6,82,"A ring with mystic engravings. Increases Attack\\nPower, Defense, Hit% and Dodge%."
179,0x8c3470a4,0x1a780,16,Alter Armschutz,0x1a47d,17,Tónico Ancestral,0x1a7de,16,Potion Ancienne,0x1a031,15,Ancient Bracer,0x35,X,X,"",X,"",X,100,20,0,10,16,Attack,0,20,17,Defense,0,20,19,Hit%,0,40,20,Dodge%,0,20,0,0,0x12bb8,92,"Armschutz der alten Gladiatoren. Verbessert\\nAngriff, Verteidigung, Treffer% und Ausweich%.",0x127d9,87,"Tónico usado por gladiadores. Mejora poder\\nde Ataque, Defensa, Aciertos% y Esquivar%.",0x12914,86,Remontant utilisé par les anciens gladiateurs.\\nAccroît tous les attributs de combat.,0x12608,87,"A bracer used by ancient gladiators. Improves\\nAttack Power, Defense, Hit% and Dodge%."
180,0x8c3470b4,0x1a790,15,Gegenarmschutz,0x1a48e,16,Tónico Ofensivo,0x1a7ee,17,Potion de combat,0x1a040,15,Counter Bracer,0x35,X,X,"",X,"",X,100,21,10,10,73,Counter%,0,20,16,Attack,0,20,19,Hit%,0,20,-1,None,0,0,0,0,0x12c14,92,"Geringe Verbesserung physischer Attribute, sowie\\nGegenangriff, Angriffskraft und Treffer%.",0x12830,86,"Mejora los atributos físicos y aumenta el\\nContraataque, poder de Ataque y Aciertos%.",0x1296a,92,"Améliore les attributs physiques, la Contre-\\nattaque, la Puissance d'Attaque et la Frappe.",0x1265f,92,"Improves physical attributes slightly, as well\\nas Counterattacking, Attack Power and Hit%."
181,0x8c3470c4,0x1a79f,11,Abwehraura,0x1a49e,15,Aura Defensiva,0x1a7ff,15,Aura Défensive,0x1a04f,15,Defensive Aura,0x3f,X,X,X,X,X,X,100,22,15,10,65,Block Attack,0,1,17,Defense,0,40,-1,None,0,0,-1,None,0,0,0,0,0x12c70,92,Macht den Träger unverwundbar gegen normale\\nAngriffe und verbessert auch die Verteidigung.,0x12886,81,Quien la lleva se hace invulnerable a\\nAtaques normales. También mejora Defensa.,0x129c6,88,"Rend son utilisateur invulnérable aux Attaques\\nnormales, et améliore aussi la Défense.",0x126bb,82,"Renders the wearer invulnerable to normal\\nAttacks, and improves Defense as well."
182,0x8c3470d4,0x1a7aa,9,Efeuband,0x1a4ad,13,Banda de Ivy,0x1a80e,13,Ruban Lierre,0x1a05e,9,Ivy Band,0x3f,X,X,X,X,X,X,100,23,28,100,48,Poison,0,-10,32,Green,0,-2,17,Defense,0,5,18,MagDef,0,5,0,0,0x12ccc,87,"Boosts Defense & Magic Defense, especially to\\nGreen Magic, & protects against Poison.",0x128d7,85,"Hace invulnerable al Veneno, mejora Defensa y\\nResistencia a Magia y Ataques Verdes.",0x12a1e,96,Rend invulnérable au Poison. Améliore Défense\\net Résistance à la Magie et aux Attaques Vertes.,0x1270d,87,"Boosts Defense & Magic Defense, especially to\\nGreen Magic, & protects against Poison."
183,0x8c3470e0,0x1a7b3,13,Silvite Ring,0x1a4ba,15,Anillo Silvite,0x1a81b,14,Bague Silvite,0x1a067,13,Silvite Ring,0x3f,X,X,X,X,X,X,100,30,47,100,49,Unconscious,0,-10,37,Silver,0,-2,17,Defense,0,5,18,MagDef,0,5,0,0,0x12d23,90,"Unverwundbarkeit gegen Eterni, verbessert\\nAbwehr, Magie-Resistenz und silberne Angriffe.",0x1292c,87,Inmuniza contra el Eterni y aumenta Defensa\\ny Resistencia a Magia y Ataques de Plata.,0x12a7e,93,Invulnérabilité à Eterni. Améliore Défense\\n& Résistance à la Magie & aux Attaques d'Argent.,0x12764,87,"Boosts Defense & Magic Defense, especially to\\nSilver Magic, & protects against Death."
184,0x8c3470f0,0x1a7c0,16,Gem of Fluidity,0x1a4c9,16,Gema de Fluidez,0x1a829,14,Pierre Fluide,0x1a074,16,Gem of Fluidity,0x3f,X,X,X,X,X,X,100,29,21,100,50,Stone,0,-10,17,Defense,0,10,18,MagDef,0,10,-1,None,0,0,0,0,0x12d7d,73,"Macht immun gegen Versteinerung,\\nverbessert Abwehr und Magie-Resistenz.",0x12983,81,Inmuniza contra la Petrificación y aumenta\\nla Defensa y Resistencia a la Magia.,0x12adb,82,"Rend invulnérable à la Pétrification,\\naméliore Défense et Résistance à la Magie.",0x127bb,59,"Boosts Defense & Magic Defense, & protects\\nagainst Stone."
185,0x8c347100,0x1a7d0,14,Wind Gem Ring,0x1a4d9,15,Gema de Viento,0x1a837,15,Pierre de Vent,0x1a084,14,Wind Gem Ring,0x3f,X,X,X,X,X,X,100,24,62,100,51,Sleep,0,-10,35,Blue,0,-2,17,Defense,0,5,18,MagDef,0,5,0,0,0x12dc6,82,"Macht immun gegen Schlaf, verbessert\\nAbwehr, Magie-Resistenz und blaue Angriffe.",0x129d4,85,"Inmuniza contra el Sueño y mejora Defensa,\\nResistencia a la Magia y Ataques Azules.",0x12b2d,97,Rend invulnérable au Sommeil. Améliore Défense\\net Résistance à la Magie et aux Attaques Bleues.,0x127f6,85,"Boosts Defense & Magic Defense, especially to\\nBlue Magic, & protects against Sleep."
186,0x8c347110,0x1a7de,14,Wahrheitsauge,0x1a4e8,17,Ojo de la Verdad,0x1a846,15,Oeil de Vérité,0x1a092,13,Eye of Truth,0x3f,X,X,X,X,X,X,100,25,18,100,52,Confusion,0,-10,34,Purple,0,-2,17,Defense,0,5,18,MagDef,0,5,0,0,0x12e18,87,"Macht immun gegen Verwirrung, verbessert\\nAbwehr, Magie-Resistenz und Purpur-Angriffe.",0x12a29,88,"Protege contra la Confusión, mejora Defensa\\ny Resistencia a Ataques Mágicos y Púrpura.",0x12b8e,99,Invulnérabilité à la Confusion & accroît Défense\\net Résistance à la Magie et aux Attaques Mauves.,0x1284b,91,"Boosts Defense & Magic Defense, especially to\\nPurple Magic, & protects against Confusion."
187,0x8c347120,0x1a7ec,16,Verehrte Stimme,0x1a4f9,17,Voz Reverenciada,0x1a855,13,Voix vénérée,0x1a09f,14,Revered Voice,0x3f,X,X,X,X,X,X,100,26,42,100,53,Silence,0,-10,34,Purple,0,-2,17,Defense,0,5,18,MagDef,0,5,0,0,0x12e6f,83,"Macht immun gegen Stille, verbessert Abwehr,\\nMagie-Resistenz und Purpur-Angriffe.",0x12a81,88,"Inmuniza contra el Silencio, mejora Defensa\\ny Resistencia a Ataques Mágicos y Púrpura.",0x12bf1,97,Rend invulnérable au Silence & accroît Défense\\net Résistance à la Magie et aux Attaques Mauves.,0x128a6,89,"Boosts Defense & Magic Defense, especially to\\nPurple Magic, & protects against Silence."
188,0x8c347130,0x1a7fc,15,Ewigkeitsjuwel,0x1a50a,12,Gema Eterna,0x1a862,17,Pierre Éternelle,0x1a0ad,16,Everlasting Gem,0x3f,X,X,X,X,X,X,100,28,17,100,54,Fatigue,0,-10,17,Defense,0,10,18,MagDef,0,10,-1,None,0,0,0,0,0x12ec2,68,"Macht immun gegen Ermüdung, verbessert\\nAbwehr und Magie-Resistenz.",0x12ad9,80,Hace invulnerable a la Fatiga y mejora la\\nDefensa y la Resistencia a la Magia.,0x12c52,84,Rend invulnérable à la Fatigue et améliore\\nla Défense et la Résistance à la Magie.,0x128ff,62,"Boosts Defense & Magic Defense, & protects\\nagainst Fatigue. "
189,0x8c347140,0x1a80b,16,Behemoth's Ring,0x1a516,16,Anillo Behemoth,0x1a873,15,Bague Behemoth,0x1a0bd,16,Behemoth's Ring,0x3f,X,X,X,X,X,X,100,27,2,100,56,Weak,0,-10,36,Yellow,0,-2,17,Defense,0,5,18,MagDef,0,5,0,0,0x12f06,84,"Macht immun gegen Schwäche, verbessert\\nAbwehr, Magie-Resistenz und gelbe Angriffe.",0x12b29,87,"Protege contra Debilidad, mejora Defensa y\\nResistencia a Ataques Mágicos y Amarillos.",0x12ca6,99,Invulnérabilité à la Faiblesse & accroît Défense\\net Résistance à la Magie et aux Attaques Jaunes.,0x1293d,86,"Boosts Defense & Magic Defense, especially to\\nYellow Magic, & protects against Weak."
190,0x8c347150,0x1a81b,17,Constitution Gem,0x1a526,14,Gema Integral,0x1a882,15,Pierre Miracle,0x1a0cd,17,Constitution Gem,0x3f,X,X,X,X,X,X,100,31,9,1000,79,Block Negative States,0,-10,17,Defense,0,10,18,MagDef,0,10,-1,None,0,0,0,0,0x12f5a,96,"Wunderbarer Stein, der alle negativen Effekte\\nverhindert, steigert Abwehr und Magie-Resistenz.",0x12b80,85,Diamante que anula todo efecto adverso y\\npotencia Defensa y Resistencia a la Magia.,0x12d09,99,Pierre miraculeuse empêchant les effets néfastes\\net accroissant Défense et Résistance à la Magie.,0x12993,91,"A miraculous stone that prevents all adverse\\neffects, and boosts Defense & Magic Defense."
191,0x8c347164,0x1a82c,16,Nomadenschleier,0x1a534,12,Velo Nómada,0x1a891,16,Voile Nomadique,0x1a0de,13,Nomadic Veil,0x3f,X,X,X,X,X,X,50,34,37,640,17,Defense,0,9,18,MagDef,0,9,-1,None,0,0,-1,None,0,0,0,0,0x12fba,96,"Schleier, der von Nomadenstämmen in Nasr getragen\\nwird. Verbessert Abwehr und Magie-Resistenz.",0x12bd5,84,Velo que usan las tribus nómadas de Nasr.\\nMejora Defensa y Resistencia a la Magia.,0x12d6c,89,Un voile porté par les tribus nomades à Nasr.\\nAccroît Défense et Résistance à la Magie.,0x129ee,78,A veil worn by tribes of nomads in Nasr.\\nImproves Defense and Magic Defense.
192,0x8c347174,0x1a83c,12,Radiant Fur,0x1a540,15,Visón Radiante,0x1a8a1,15,Belle Fourrure,0x1a0eb,12,Radiant Fur,0x3f,X,X,X,X,X,X,50,39,41,3580,17,Defense,0,24,18,MagDef,0,24,-1,None,0,0,-1,None,0,0,0,0,0x1301a,91,"Dicker Pelz, der Matrosen vor Kälte schützen\\nsoll. Verbessert Abwehr und Magie-Resistenz.",0x12c29,83,Grueso abrigo de piel de los marinos.\\nMejora la Defensa y Resistencia a la Magia.,0x12dc5,95,Fourrure épaisse pour protéger les marins du\\nfroid. Accroît Défense et Résistance à la Magie.,0x12a3c,94,"A thick fur, designed to protect sailors from \\nthe cold. Improves Defense and Magic Defense."
193,0x8c347180,0x1a848,14,Sandsturmring,0x1a54f,16,Anillo de Arena,0x1a8b0,16,Bague du Désert,0x1a0f7,16,Sand Storm Ring,0x3f,X,X,X,X,X,X,50,35,44,770,16,Attack,0,9,1,Will,0,9,-1,None,0,0,-1,None,0,0,0,0,0x13075,74,An enchanted ring worn by desert nomads.\\nImproves Attack Power and Will.,0x12c7c,85,Anillo encantado usado por nómadas del desierto.\\nMejora Poder de Ataque y Voluntad.,0x12e24,90,Bague enchantée portée par les nomades du\\ndésert. Améliore Pouvoir d'Attaque et Volonté.,0x12a9a,74,An enchanted ring worn by desert nomads.\\nImproves Attack Power and Will.
194,0x8c347190,0x1a856,13,Schädelkappe,0x1a55f,15,Gorra Calavera,0x1a8c0,14,Chapeau Crâne,0x1a107,10,Skull Cap,0x3f,X,X,X,X,X,X,50,40,48,4300,16,Attack,0,24,1,Will,0,24,-1,None,0,0,-1,None,0,0,0,0,0x130bf,90,"Hut, manchmal von Luftpiraten aus dem Osten\\ngetragen. Verbessert Angriffskraft & Willen.",0x12cd1,84,Gorra exclusiva de los Piratas Aéreos del\\nEste. Mejora poder de Ataque y Voluntad.,0x12e7e,89,Chapeau original que les Pirates de l'Est\\nportent parfois. Améliore Attaque et Volonté.,0x12ae4,83,A unique hat sometimes worn by Eastern Air\\nPirates. Improves Attack Power & Will.
195,0x8c34719c,0x1a863,12,Magierfluch,0x1a56e,17,Conjuro del Mago,0x1a8ce,14,Fléau du Mage,0x1a111,12,Mage's Bane,0x3f,X,X,X,X,X,X,50,33,31,480,17,Defense,0,4,18,MagDef,0,4,16,Attack,0,4,1,Will,0,4,0,0,0x13119,76,"Helm, der Angriff, Abwehr, Willen und Magie-\\nResistenz des Trägers erhöht.",0x12d25,86,"Casco que mejora poder de Ataque, Voluntad\\ny Resistencia a la Magia de quien lo usa.",0x12ed7,77,"Un casque qui augmente Attaques, Défense,\\nVolonté et Résistance à la Magie.",0x12b37,76,"A helm that increases the wearer's Attack,\\nDefense,Will,and Magic Defense."
196,0x8c3471a8,0x1a86f,17,Blue Rogue Patch,0x1a57f,14,Parche Pirata,0x1a8dc,16,Cache du Voleur,0x1a11d,17,Blue Rogue Patch,0x3f,X,X,X,X,X,X,50,41,5,6820,17,Defense,0,18,18,MagDef,0,18,16,Attack,0,18,1,Will,0,18,0,0,0x13165,97,"Wird getragen, um Entschlusskraft zu zeigen. Ver\\n-bessert Angriffe, Willen und Magie-Resistenz.",0x12d7b,82,"Indica decisión. Mejora los Ataques,\\nDefensa, Voluntad y Resistencia a la Magia.",0x12f24,92,"Montre une grande détermination. Améliore\\nAttaques, Défense, Volonté & Résistance Magique.",0x12b83,87,"Can be worn to show determination. Improves\\nAttacks, Defense, Will and Magic Defense."
