Entry ID,[Str. pos.],[Str. size],[Str. encoding],Str. value,[Str. data]
150,0x32dc90,37,Shift_JIS,Fio Auto Error (memory allocate): %s,"""Fio Auto Error (memory allocate): %s"""
151,0x32dcb8,41,Shift_JIS,Fio Stream Error (memory allocate 1): %s,"""Fio Stream Error (memory allocate 1): %s"""
152,0x32dce4,30,Shift_JIS,Fio Stream Link Nothing Error,"""Fio Stream Link Nothing Error"""
153,0x32dd04,24,Shift_JIS,File Seek Origin Error:,"""File Seek Origin Error:"""
154,0x32dd1c,23,Shift_JIS,File Seek Error: %d %d,"""File Seek Error: %d %d"""
155,0x32dd34,3,Shift_JIS,..,""".."""
156,0x32dd40,31,Shift_JIS,Move Root Dir Error : %s %d %d,"""Move Root Dir Error : %s %d %d"""
157,0x32dd60,26,Shift_JIS,Move Dir Error : %s %d %d,"""Move Dir Error : %s %d %d"""
158,0x32dd7c,30,Shift_JIS,Move Cache Error : %s - %d %d,"""Move Cache Error : %s - %d %d"""
159,0x32dd9c,17,Shift_JIS,LIGHT TRAP ERROR,"""LIGHT TRAP ERROR"""
160,0x32ddb0,23,Shift_JIS,LIGHT STACK OVER ERROR,"""LIGHT STACK OVER ERROR"""
161,0x32ddc8,24,Shift_JIS,LIGHT STACK UNDER ERROR,"""LIGHT STACK UNDER ERROR"""
162,0x32dde0,26,Shift_JIS,SCRIPT LIGHT NUMBER ERROR,"""SCRIPT LIGHT NUMBER ERROR"""
163,0x32ddfc,26,Shift_JIS,CHANGE VERTEX COLOR START,"""CHANGE VERTEX COLOR START"""
164,0x32de18,3,Shift_JIS,rb,"""rb"""
165,0x32de1c,25,Shift_JIS,MLD FAST HANDLE IS EMPTY,"""MLD FAST HANDLE IS EMPTY"""
166,0x32de38,35,Shift_JIS,mldTaskLoadMldDataAll Malloc Error,"""mldTaskLoadMldDataAll Malloc Error"""
167,0x32de5c,22,Shift_JIS,MLD FAST HANDLE ERROR,"""MLD FAST HANDLE ERROR"""
168,0x32de74,12,Shift_JIS,Sep 18 2000,"""Sep 18 2000"""
169,0x32de80,9,Shift_JIS,16:53:57,"""16:53:57"""
170,0x32de8c,14,Shift_JIS,01%02d45-7890,"""01%02d45-7890"""
171,0x32de9c,22,Shift_JIS,memory allocate error,"""memory allocate error"""
172,0x32deb4,18,Shift_JIS,Config Init Error,"""Config Init Error"""
173,0x32dec8,18,Shift_JIS,Config Exit Error,"""Config Exit Error"""
174,0x32dedc,12,Shift_JIS,\\bonito.drv,"""\\bonito.drv"""
175,0x32dee8,13,Shift_JIS,\\aresnew.mlt,"""\\aresnew.mlt"""
176,0x32def8,25,Shift_JIS,MONO STEREO SET ERROR %d,"""MONO STEREO SET ERROR %d"""
177,0x32df14,20,Shift_JIS,\\sound\\b7000000.mlt,"""\\sound\\b7000000.mlt"""
178,0x32df28,12,Shift_JIS,\\player.mlz,"""\\player.mlz"""
179,0x32df34,4,Shift_JIS,Jan,"""Jan"""
180,0x32df38,4,Shift_JIS,Feb,"""Feb"""
181,0x32df3c,4,Shift_JIS,Mar,"""Mar"""
182,0x32df40,4,Shift_JIS,Apr,"""Apr"""
183,0x32df44,4,Shift_JIS,May,"""May"""
184,0x32df48,4,Shift_JIS,Jun,"""Jun"""
185,0x32df4c,4,Shift_JIS,Jul,"""Jul"""
186,0x32df50,4,Shift_JIS,Aug,"""Aug"""
187,0x32df54,4,Shift_JIS,Sep,"""Sep"""
188,0x32df58,4,Shift_JIS,Oct,"""Oct"""
189,0x32df5c,4,Shift_JIS,Nov,"""Nov"""
190,0x32df60,4,Shift_JIS,Dec,"""Dec"""
191,0x32df64,22,Shift_JIS,MATRIX STACK OVER !!!,"""MATRIX STACK OVER !!!"""
192,0x32df7c,27,Shift_JIS,IDmem change size:%d %c %d,"""IDmem change size:%d %c %d"""
193,0x32df98,22,Shift_JIS,memory allocate error,"""memory allocate error"""
194,0x32dfb0,7,Shift_JIS,M_AMEM,"""M_AMEM"""
195,0x32dfb8,30,Shift_JIS,IDmem Search error:0xffffffff,"""IDmem Search error:0xffffffff"""
196,0x32dfd8,28,Shift_JIS,Memory Segment Error 0x%08x,"""Memory Segment Error 0x%08x"""
197,0x32dff4,26,Shift_JIS,NoEqu free IDmem:%d %c %d,"""NoEqu free IDmem:%d %c %d"""
198,0x32e010,26,Shift_JIS,no free IDmemory:%d %c %d,"""no free IDmemory:%d %c %d"""
199,0x32e02c,6,Shift_JIS,_AMEM,"""_AMEM"""
200,0x32e034,14,Shift_JIS,memFree Error,"""memFree Error"""
201,0x32e044,18,Shift_JIS,memFree Dup Error,"""memFree Dup Error"""
202,0x32e058,7,Shift_JIS,D_AMEM,"""D_AMEM"""
203,0x32e060,27,Shift_JIS,memory reallocate error -1,"""memory reallocate error -1"""
204,0x32e07c,24,Shift_JIS,memory reallocate error,"""memory reallocate error"""
205,0x32e094,7,Shift_JIS,R_AMEM,"""R_AMEM"""
206,0x32e09b,5,Shift_JIS,MEMM,"""MEMM"""
207,0x32e0a0,5,Shift_JIS,FREE,"""FREE"""
208,0x32e0a5,5,Shift_JIS,MEMR,"""MEMR"""
209,0x32e0ac,33,Shift_JIS,メニュー用メモリを確保出来ません,"""\x83\x81\x83j\x83\x85\x81[\x97p\x83\x81\x83\x82\x83\x8A\x82\xF0\x8Am\x95\xDB\x8Fo\x97\x88\x82\xDC\x82\xB9\x82\xF1"""
210,0x32e0d0,17,Shift_JIS,get matrix error,"""get matrix error"""
211,0x32e0e4,23,Shift_JIS,Ground(%d) Link Max 16,"""Ground(%d) Link Max 16"""
212,0x32e0fc,22,Shift_JIS,False GrdLink (%d:%d),"""False GrdLink (%d:%d)"""
213,0x32e114,25,Shift_JIS,No Convert Ground:%d(%d),"""No Convert Ground:%d(%d)"""
214,0x32e130,19,Shift_JIS,False Ground No:%d,"""False Ground No:%d"""
215,0x32e17c,5,Shift_JIS,.mlt,""".mlt"""
216,0x32e184,16,Shift_JIS,ＣＥＳＡ ＲＯＭ,"""\x82b\x82d\x82r\x82` \x82q\x82n\x82l"""
217,0x32e194,12,Shift_JIS,Sep 18 2000,"""Sep 18 2000"""
218,0x32e1a0,9,Shift_JIS,16:54:24,"""16:54:24"""
219,0x32e1ac,15,Shift_JIS,PRESS A BUTTON,"""PRESS A BUTTON"""
220,0x32e1bc,17,Shift_JIS,BankNum    : %3d,"""BankNum    : %3d"""
221,0x32e1d0,17,Shift_JIS,RequestNum : %3d,"""RequestNum : %3d"""
222,0x32e1e4,28,Shift_JIS,PRESS A BUTTON   TEST SOUND,"""PRESS A BUTTON   TEST SOUND"""
223,0x32e200,28,Shift_JIS,PRESS B BUTTON   STOP SOUND,"""PRESS B BUTTON   STOP SOUND"""
224,0x32e21c,34,Shift_JIS,PRESS S BUTTON   RETURN MAIN MENU,"""PRESS S BUTTON   RETURN MAIN MENU"""
225,0x32e240,7,Shift_JIS,マップ,"""\x83}\x83b\x83v"""
226,0x32e248,5,Shift_JIS,戦闘,"""\x90\xED\x93\xAC"""
227,0x32e250,7,Shift_JIS,船戦闘,"""\x91D\x90\xED\x93\xAC"""
228,0x32e258,15,Shift_JIS,サウンドテスト,"""\x83T\x83E\x83\x93\x83h\x83e\x83X\x83g"""
229,0x32e268,7,Shift_JIS,OPTION,"""OPTION"""
230,0x32e270,11,Shift_JIS,つづきから,"""\x82\xC2\x82\xC3\x82\xAB\x82\xA9\x82\xE7"""
231,0x32e27c,4,Shift_JIS,BGM,"""BGM"""
232,0x32e280,5,Shift_JIS,LOOP,"""LOOP"""
233,0x32e288,3,Shift_JIS,SE,"""SE"""
234,0x32e28c,10,Shift_JIS,FILE NAME,"""FILE NAME"""
235,0x32e298,12,Shift_JIS,BANK NUMBER,"""BANK NUMBER"""
236,0x32e2a4,12,Shift_JIS,LIST NUMBER,"""LIST NUMBER"""
237,0x32e2b0,22,Shift_JIS,FreeTex Error GI=%08X,"""FreeTex Error GI=%08X"""
238,0x32e2c8,3,Shift_JIS,rb,"""rb"""
239,0x32e2cc,5,Shift_JIS,GBIX,"""GBIX"""
240,0x32e2d4,5,Shift_JIS,PVRT,"""PVRT"""
241,0x32e2dc,5,Shift_JIS,.pvr,""".pvr"""
242,0x32e2e4,26,Shift_JIS,False ReLoadRenderTexture,"""False ReLoadRenderTexture"""
243,0x32e300,18,Shift_JIS,\\title\\title0.mld,"""\\title\\title0.mld"""
244,0x32e314,20,Shift_JIS,\\title\\ts900000.mld,"""\\title\\ts900000.mld"""
245,0x32e33c,16,Shift_JIS,\\sound\\m02s.p16,"""\\sound\\m02s.p16"""
246,0x32e34c,19,Shift_JIS,\\title\\warning.mld,"""\\title\\warning.mld"""
247,0x32e360,20,Shift_JIS,\\title\\ts900026.mld,"""\\title\\ts900026.mld"""
248,0x32e374,20,Shift_JIS,\\title\\ts900028.mld,"""\\title\\ts900028.mld"""
249,0x32e388,24,Shift_JIS,Checking the disc now…,"""Checking the disc now\x81c"""
250,0x32e3a0,22,Shift_JIS,No memory card found.,"""No memory card found."""
251,0x32e3b8,46,Shift_JIS,There isn't enough space on this memory card.,"""There isn't enough space on this memory card."""
252,0x32e3e8,45,Shift_JIS,27 blocks of free memory are required to    ,"""27 blocks of free memory are required to    """
253,0x32e418,45,Shift_JIS,save this game. You can begin playing the   ,"""save this game. You can begin playing the   """
254,0x32e448,45,Shift_JIS,"game, but you will be unable to save your   ","""game, but you will be unable to save your   """
255,0x32e478,6,Shift_JIS,game.,"""game."""
256,0x32e480,8,Shift_JIS,\\disk1.,"""\\disk1."""
257,0x32e488,20,Shift_JIS,\\sound\\m5000000.mlt,"""\\sound\\m5000000.mlt"""
258,0x32e49c,11,Shift_JIS,ME201A.sct,"""ME201A.sct"""
259,0x32e4a8,11,Shift_JIS,ME299A.sct,"""ME299A.sct"""
260,0x32e4b4,5,Shift_JIS,NJCM,"""NJCM"""
261,0x32e4bc,5,Shift_JIS,NJBM,"""NJBM"""
262,0x32e4c4,34,Shift_JIS,scptBootup: scptArrayAlloc failed,"""scptBootup: scptArrayAlloc failed"""
263,0x32e4e8,34,Shift_JIS,scptArrayAlloc: initial two times,"""scptArrayAlloc: initial two times"""
264,0x32e50c,30,Shift_JIS,scptArrayAlloc: malloc failed,"""scptArrayAlloc: malloc failed"""
265,0x32e52c,43,Shift_JIS,scptArrayAlloc(LazyJobList): malloc failed,"""scptArrayAlloc(LazyJobList): malloc failed"""
266,0x32e558,22,Shift_JIS,scptLoad: Len is zero,"""scptLoad: Len is zero"""
267,0x32e570,31,Shift_JIS,scptLoad: gScpt.PtrTop == NULL,"""scptLoad: gScpt.PtrTop == NULL"""
268,0x32e590,27,Shift_JIS,scptAnarize: StackOverFlow,"""scptAnarize: StackOverFlow"""
269,0x32e5ac,22,Shift_JIS,scptSTUB: code error!,"""scptSTUB: code error!"""
270,0x32e5c4,23,Shift_JIS,GOSUB: Stack over flow,"""GOSUB: Stack over flow"""
271,0x32e5dc,29,Shift_JIS,scptWWW: No Empty LazyBuffer,"""scptWWW: No Empty LazyBuffer"""
272,0x32e5fc,27,Shift_JIS,scptPRINT: malloc failed 1,"""scptPRINT: malloc failed 1"""
273,0x32e618,34,Shift_JIS,scptPRINT: message post timed out,"""scptPRINT: message post timed out"""
274,0x32e63c,25,Shift_JIS,scptPRINT MES: NO LABEL!,"""scptPRINT MES: NO LABEL!"""
275,0x32e658,31,Shift_JIS,scptPRINT MES: malloc failed 1,"""scptPRINT MES: malloc failed 1"""
276,0x32e678,39,Shift_JIS,scptPRINT(MES): message post timed out,"""scptPRINT(MES): message post timed out"""
277,0x32e6a0,27,Shift_JIS,scptSELECT1: malloc failed,"""scptSELECT1: malloc failed"""
278,0x32e6bc,28,Shift_JIS,scptSELECT CHOSE: NO LABEL!,"""scptSELECT CHOSE: NO LABEL!"""
279,0x32e6d8,21,Shift_JIS,Scale: malloc failed,"""Scale: malloc failed"""
280,0x32e6f0,34,Shift_JIS,SetShadow: message post timed out,"""SetShadow: message post timed out"""
281,0x32e714,27,Shift_JIS,ReSetShadow: malloc failed,"""ReSetShadow: malloc failed"""
282,0x32e730,36,Shift_JIS,ReSetShadow: message post timed out,"""ReSetShadow: message post timed out"""
283,0x32e754,30,Shift_JIS,Scale: message post timed out,"""Scale: message post timed out"""
284,0x32e774,26,Shift_JIS,PartsScale: malloc failed,"""PartsScale: malloc failed"""
285,0x32e790,35,Shift_JIS,PartsScale: message post timed out,"""PartsScale: message post timed out"""
286,0x32e7b4,28,Shift_JIS,scptMapDefMO: malloc failed,"""scptMapDefMO: malloc failed"""
287,0x32e7d0,36,Shift_JIS,scptMapDefMO: message post time out,"""scptMapDefMO: message post time out"""
288,0x32e7f4,21,Shift_JIS,Proll: malloc failed,"""Proll: malloc failed"""
289,0x32e80c,30,Shift_JIS,Proll: message post timed out,"""Proll: message post timed out"""
290,0x32e82c,22,Shift_JIS,fin: malloc failed %d,"""fin: malloc failed %d"""
291,0x32e844,31,Shift_JIS,scptFin: message post time out,"""scptFin: message post time out"""
292,0x32e878,22,Shift_JIS,ClF: malloc failed %d,"""ClF: malloc failed %d"""
293,0x32e890,31,Shift_JIS,scptClF: message post time out,"""scptClF: message post time out"""
294,0x32e8c4,21,Shift_JIS,CWait: malloc failed,"""CWait: malloc failed"""
295,0x32e8dc,30,Shift_JIS,CWait: message post timed out,"""CWait: message post timed out"""
296,0x32e8fc,26,Shift_JIS,TextChabne: malloc failed,"""TextChabne: malloc failed"""
297,0x32e918,35,Shift_JIS,TextChange: message post timed out,"""TextChange: message post timed out"""
298,0x32e93c,31,Shift_JIS,scptChangeParts: malloc failed,"""scptChangeParts: malloc failed"""
299,0x32e95c,35,Shift_JIS,ChangeParts: message post time out,"""ChangeParts: message post time out"""
