Entry ID,[Filter],Initiative,Magic EXP,Enemy 1 ID,[JP Enemy 1 Name],[US Enemy 1 Name],Enemy 2 ID,[JP Enemy 2 Name],[US Enemy 2 Name],Enemy 3 ID,[JP Enemy 3 Name],[US Enemy 3 Name],Enemy 4 ID,[JP Enemy 4 Name],[US Enemy 4 Name],Enemy 5 ID,[JP Enemy 5 Name],[US Enemy 5 Name],Enemy 6 ID,[JP Enemy 6 Name],[US Enemy 6 Name],Enemy 7 ID,[JP Enemy 7 Name],[US Enemy 7 Name],Enemy 8 ID,[JP Enemy 8 Name],[US Enemy 8 Name]
6,A035B_EP.BIN,144,3,105,ベレーザ兵,Red Guard,105,ベレーザ兵,Red Guard,105,ベレーザ兵,Red Guard,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
7,A035B_EP.BIN,144,3,105,ベレーザ兵,Red Guard,105,ベレーザ兵,Red Guard,105,ベレーザ兵,Red Guard,105,ベレーザ兵,Red Guard,255,None,None,255,None,None,255,None,None,255,None,None
8,A035B_EP.BIN,139,3,60,モノノフ,Soldier,105,ベレーザ兵,Red Guard,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
9,A035B_EP.BIN,144,3,60,モノノフ,Soldier,105,ベレーザ兵,Red Guard,105,ベレーザ兵,Red Guard,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
10,A035B_EP.BIN,144,3,60,モノノフ,Soldier,105,ベレーザ兵,Red Guard,105,ベレーザ兵,Red Guard,105,ベレーザ兵,Red Guard,255,None,None,255,None,None,255,None,None,255,None,None
11,A035B_EP.BIN,134,3,60,モノノフ,Soldier,60,モノノフ,Soldier,105,ベレーザ兵,Red Guard,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
12,A035B_EP.BIN,139,3,60,モノノフ,Soldier,60,モノノフ,Soldier,105,ベレーザ兵,Red Guard,105,ベレーザ兵,Red Guard,255,None,None,255,None,None,255,None,None,255,None,None
13,A035B_EP.BIN,134,3,60,モノノフ,Soldier,60,モノノフ,Soldier,60,モノノフ,Soldier,105,ベレーザ兵,Red Guard,255,None,None,255,None,None,255,None,None,255,None,None
0,A099A_01EP.BIN,22,1,15,ヌール,Ghastling,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
1,A099A_01EP.BIN,22,1,15,ヌール,Ghastling,15,ヌール,Ghastling,15,ヌール,Ghastling,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None,255,None,None
2,A099A_01EP.BIN,22,1,15,ヌール,Ghastling,15,ヌール,Ghastling,15,ヌール,Ghastling,15,ヌール,Ghastling,15,ヌール,Ghastling,15,ヌール,Ghastling,255,None,None,255,None,None
3,A099A_01EP.BIN,52,1,29,エルモ,Looper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
4,A099A_01EP.BIN,52,1,29,エルモ,Looper,29,エルモ,Looper,29,エルモ,Looper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
5,A099A_01EP.BIN,27,1,3,マロッカ,Marocca,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
6,A099A_01EP.BIN,12,1,3,マロッカ,Marocca,3,マロッカ,Marocca,3,マロッカ,Marocca,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
7,A099A_01EP.BIN,27,1,4,アーアペプ,Grouder,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
8,A099A_01EP.BIN,12,1,4,アーアペプ,Grouder,4,アーアペプ,Grouder,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
9,A099A_01EP.BIN,27,1,29,エルモ,Looper,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
10,A099A_01EP.BIN,27,1,29,エルモ,Looper,15,ヌール,Ghastling,15,ヌール,Ghastling,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None,255,None,None
11,A099A_01EP.BIN,22,1,3,マロッカ,Marocca,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
12,A099A_01EP.BIN,22,1,3,マロッカ,Marocca,15,ヌール,Ghastling,15,ヌール,Ghastling,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None,255,None,None
13,A099A_01EP.BIN,32,1,3,マロッカ,Marocca,29,エルモ,Looper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
14,A099A_01EP.BIN,32,1,3,マロッカ,Marocca,3,マロッカ,Marocca,29,エルモ,Looper,29,エルモ,Looper,255,None,None,255,None,None,255,None,None,255,None,None
15,A099A_01EP.BIN,27,1,3,マロッカ,Marocca,29,エルモ,Looper,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
16,A099A_01EP.BIN,27,1,3,マロッカ,Marocca,29,エルモ,Looper,15,ヌール,Ghastling,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None,255,None,None
17,A099A_01EP.BIN,22,1,4,アーアペプ,Grouder,15,ヌール,Ghastling,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
18,A099A_01EP.BIN,12,1,4,アーアペプ,Grouder,15,ヌール,Ghastling,15,ヌール,Ghastling,15,ヌール,Ghastling,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None
19,A099A_01EP.BIN,27,1,4,アーアペプ,Grouder,29,エルモ,Looper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
20,A099A_01EP.BIN,27,1,4,アーアペプ,Grouder,29,エルモ,Looper,29,エルモ,Looper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
21,A099A_01EP.BIN,22,1,4,アーアペプ,Grouder,3,マロッカ,Marocca,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
22,A099A_01EP.BIN,12,1,4,アーアペプ,Grouder,3,マロッカ,Marocca,3,マロッカ,Marocca,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
23,A099A_01EP.BIN,27,1,4,アーアペプ,Grouder,29,エルモ,Looper,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
24,A099A_01EP.BIN,22,1,4,アーアペプ,Grouder,29,エルモ,Looper,15,ヌール,Ghastling,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None,255,None,None
25,A099A_01EP.BIN,12,1,4,アーアペプ,Grouder,3,マロッカ,Marocca,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
26,A099A_01EP.BIN,12,1,4,アーアペプ,Grouder,3,マロッカ,Marocca,15,ヌール,Ghastling,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None,255,None,None
27,A099A_01EP.BIN,12,1,4,アーアペプ,Grouder,3,マロッカ,Marocca,29,エルモ,Looper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
28,A099A_01EP.BIN,12,1,4,アーアペプ,Grouder,3,マロッカ,Marocca,3,マロッカ,Marocca,29,エルモ,Looper,29,エルモ,Looper,255,None,None,255,None,None,255,None,None
29,A099A_01EP.BIN,12,1,4,アーアペプ,Grouder,4,アーアペプ,Grouder,29,エルモ,Looper,15,ヌール,Ghastling,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None
30,A099A_01EP.BIN,12,1,4,アーアペプ,Grouder,4,アーアペプ,Grouder,3,マロッカ,Marocca,15,ヌール,Ghastling,15,ヌール,Ghastling,255,None,None,255,None,None,255,None,None
31,A099A_01EP.BIN,12,1,4,アーアペプ,Grouder,4,アーアペプ,Grouder,3,マロッカ,Marocca,29,エルモ,Looper,255,None,None,255,None,None,255,None,None,255,None,None
0,A099A_02EP.BIN,44,1,18,セベスク,Thorkyn,18,セベスク,Thorkyn,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
1,A099A_02EP.BIN,44,1,18,セベスク,Thorkyn,18,セベスク,Thorkyn,18,セベスク,Thorkyn,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
2,A099A_02EP.BIN,34,1,18,セベスク,Thorkyn,18,セベスク,Thorkyn,18,セベスク,Thorkyn,18,セベスク,Thorkyn,255,None,None,255,None,None,255,None,None,255,None,None
3,A099A_02EP.BIN,29,1,19,ユールマラー,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
4,A099A_02EP.BIN,29,1,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
5,A099A_02EP.BIN,24,1,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,255,None,None,255,None,None,255,None,None
6,A099A_02EP.BIN,44,1,18,セベスク,Thorkyn,3,マロッカ,Marocca,3,マロッカ,Marocca,3,マロッカ,Marocca,255,None,None,255,None,None,255,None,None,255,None,None
7,A099A_02EP.BIN,44,1,18,セベスク,Thorkyn,3,マロッカ,Marocca,3,マロッカ,Marocca,3,マロッカ,Marocca,3,マロッカ,Marocca,3,マロッカ,Marocca,255,None,None,255,None,None
8,A099A_02EP.BIN,44,1,18,セベスク,Thorkyn,18,セベスク,Thorkyn,3,マロッカ,Marocca,3,マロッカ,Marocca,255,None,None,255,None,None,255,None,None,255,None,None
9,A099A_02EP.BIN,34,1,19,ユールマラー,Scorfly,3,マロッカ,Marocca,3,マロッカ,Marocca,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
10,A099A_02EP.BIN,34,1,19,ユールマラー,Scorfly,3,マロッカ,Marocca,3,マロッカ,Marocca,3,マロッカ,Marocca,3,マロッカ,Marocca,255,None,None,255,None,None,255,None,None
11,A099A_02EP.BIN,34,1,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,3,マロッカ,Marocca,3,マロッカ,Marocca,255,None,None,255,None,None,255,None,None,255,None,None
12,A099A_02EP.BIN,44,1,4,アーアペプ,Grouder,18,セベスク,Thorkyn,18,セベスク,Thorkyn,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
13,A099A_02EP.BIN,44,1,4,アーアペプ,Grouder,18,セベスク,Thorkyn,18,セベスク,Thorkyn,18,セベスク,Thorkyn,255,None,None,255,None,None,255,None,None,255,None,None
14,A099A_02EP.BIN,34,1,4,アーアペプ,Grouder,19,ユールマラー,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
15,A099A_02EP.BIN,24,1,4,アーアペプ,Grouder,4,アーアペプ,Grouder,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None
16,A099A_02EP.BIN,39,1,18,セベスク,Thorkyn,19,ユールマラー,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
17,A099A_02EP.BIN,39,1,18,セベスク,Thorkyn,18,セベスク,Thorkyn,19,ユールマラー,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
18,A099A_02EP.BIN,29,1,18,セベスク,Thorkyn,18,セベスク,Thorkyn,18,セベスク,Thorkyn,19,ユールマラー,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None
19,A099A_02EP.BIN,29,1,18,セベスク,Thorkyn,18,セベスク,Thorkyn,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None
20,A099A_02EP.BIN,39,1,18,セベスク,Thorkyn,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
21,A099A_02EP.BIN,24,1,18,セベスク,Thorkyn,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,255,None,None,255,None,None,255,None,None
22,A099A_02EP.BIN,39,1,18,セベスク,Thorkyn,19,ユールマラー,Scorfly,3,マロッカ,Marocca,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
23,A099A_02EP.BIN,39,1,18,セベスク,Thorkyn,19,ユールマラー,Scorfly,3,マロッカ,Marocca,3,マロッカ,Marocca,3,マロッカ,Marocca,255,None,None,255,None,None,255,None,None
24,A099A_02EP.BIN,29,1,18,セベスク,Thorkyn,18,セベスク,Thorkyn,19,ユールマラー,Scorfly,3,マロッカ,Marocca,3,マロッカ,Marocca,255,None,None,255,None,None,255,None,None
25,A099A_02EP.BIN,29,1,18,セベスク,Thorkyn,18,セベスク,Thorkyn,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,3,マロッカ,Marocca,255,None,None,255,None,None,255,None,None
26,A099A_02EP.BIN,39,1,18,セベスク,Thorkyn,19,ユールマラー,Scorfly,4,アーアペプ,Grouder,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
27,A099A_02EP.BIN,29,1,18,セベスク,Thorkyn,18,セベスク,Thorkyn,19,ユールマラー,Scorfly,4,アーアペプ,Grouder,255,None,None,255,None,None,255,None,None,255,None,None
28,A099A_02EP.BIN,39,1,18,セベスク,Thorkyn,19,ユールマラー,Scorfly,4,アーアペプ,Grouder,4,アーアペプ,Grouder,255,None,None,255,None,None,255,None,None,255,None,None
29,A099A_02EP.BIN,29,1,18,セベスク,Thorkyn,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,4,アーアペプ,Grouder,255,None,None,255,None,None,255,None,None,255,None,None
30,A099A_02EP.BIN,52,1,17,ツィツィ,Tsirat,17,ツィツィ,Tsirat,17,ツィツィ,Tsirat,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
31,A099A_02EP.BIN,52,1,17,ツィツィ,Tsirat,17,ツィツィ,Tsirat,17,ツィツィ,Tsirat,17,ツィツィ,Tsirat,17,ツィツィ,Tsirat,255,None,None,255,None,None,255,None,None
0,A099A_03EP.BIN,63,2,13,アスフール,Azbeth,13,アスフール,Azbeth,13,アスフール,Azbeth,13,アスフール,Azbeth,255,None,None,255,None,None,255,None,None,255,None,None
1,A099A_03EP.BIN,63,2,13,アスフール,Azbeth,13,アスフール,Azbeth,13,アスフール,Azbeth,13,アスフール,Azbeth,13,アスフール,Azbeth,13,アスフール,Azbeth,255,None,None,255,None,None
2,A099A_03EP.BIN,73,2,96,ロッキ,Stonebeak,96,ロッキ,Stonebeak,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
3,A099A_03EP.BIN,73,2,96,ロッキ,Stonebeak,96,ロッキ,Stonebeak,96,ロッキ,Stonebeak,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
4,A099A_03EP.BIN,88,2,30,エルモック,Loopalon,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
5,A099A_03EP.BIN,88,2,30,エルモック,Loopalon,30,エルモック,Loopalon,30,エルモック,Loopalon,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
6,A099A_03EP.BIN,58,2,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
7,A099A_03EP.BIN,58,2,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,255,None,None,255,None,None,255,None,None,255,None,None
8,A099A_03EP.BIN,29,2,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,255,None,None
9,A099A_03EP.BIN,68,2,13,アスフール,Azbeth,96,ロッキ,Stonebeak,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
10,A099A_03EP.BIN,58,2,13,アスフール,Azbeth,13,アスフール,Azbeth,13,アスフール,Azbeth,96,ロッキ,Stonebeak,255,None,None,255,None,None,255,None,None,255,None,None
11,A099A_03EP.BIN,48,2,13,アスフール,Azbeth,13,アスフール,Azbeth,13,アスフール,Azbeth,13,アスフール,Azbeth,96,ロッキ,Stonebeak,96,ロッキ,Stonebeak,255,None,None,255,None,None
12,A099A_03EP.BIN,73,2,13,アスフール,Azbeth,13,アスフール,Azbeth,13,アスフール,Azbeth,30,エルモック,Loopalon,255,None,None,255,None,None,255,None,None,255,None,None
13,A099A_03EP.BIN,63,2,13,アスフール,Azbeth,13,アスフール,Azbeth,13,アスフール,Azbeth,13,アスフール,Azbeth,13,アスフール,Azbeth,30,エルモック,Loopalon,255,None,None,255,None,None
14,A099A_03EP.BIN,58,2,13,アスフール,Azbeth,13,アスフール,Azbeth,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,255,None,None,255,None,None
15,A099A_03EP.BIN,58,2,13,アスフール,Azbeth,93,ヘベレル,Durel Beetle,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
16,A099A_03EP.BIN,58,2,13,アスフール,Azbeth,13,アスフール,Azbeth,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,255,None,None,255,None,None,255,None,None,255,None,None
17,A099A_03EP.BIN,78,2,96,ロッキ,Stonebeak,30,エルモック,Loopalon,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
18,A099A_03EP.BIN,78,2,96,ロッキ,Stonebeak,96,ロッキ,Stonebeak,30,エルモック,Loopalon,30,エルモック,Loopalon,255,None,None,255,None,None,255,None,None,255,None,None
19,A099A_03EP.BIN,68,2,96,ロッキ,Stonebeak,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
20,A099A_03EP.BIN,68,2,96,ロッキ,Stonebeak,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,255,None,None,255,None,None,255,None,None
21,A099A_03EP.BIN,68,2,96,ロッキ,Stonebeak,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,255,None,None,255,None,None,255,None,None
22,A099A_03EP.BIN,68,2,30,エルモック,Loopalon,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
23,A099A_03EP.BIN,68,2,30,エルモック,Loopalon,30,エルモック,Loopalon,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,255,None,None,255,None,None
24,A099A_03EP.BIN,68,2,30,エルモック,Loopalon,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None
25,A099A_03EP.BIN,58,2,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,255,None,None,255,None,None
26,A099A_03EP.BIN,68,2,13,アスフール,Azbeth,96,ロッキ,Stonebeak,30,エルモック,Loopalon,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
27,A099A_03EP.BIN,68,2,13,アスフール,Azbeth,13,アスフール,Azbeth,96,ロッキ,Stonebeak,30,エルモック,Loopalon,255,None,None,255,None,None,255,None,None,255,None,None
28,A099A_03EP.BIN,63,2,13,アスフール,Azbeth,96,ロッキ,Stonebeak,93,ヘベレル,Durel Beetle,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
29,A099A_03EP.BIN,63,2,13,アスフール,Azbeth,13,アスフール,Azbeth,96,ロッキ,Stonebeak,96,ロッキ,Stonebeak,93,ヘベレル,Durel Beetle,93,ヘベレル,Durel Beetle,255,None,None,255,None,None
30,A099A_03EP.BIN,58,2,13,アスフール,Azbeth,96,ロッキ,Stonebeak,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None
31,A099A_03EP.BIN,63,2,30,エルモック,Loopalon,93,ヘベレル,Durel Beetle,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,19,ユールマラー,Scorfly,255,None,None,255,None,None
0,A099A_04EP.BIN,75,2,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
1,A099A_04EP.BIN,75,2,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,255,None,None,255,None,None,255,None,None,255,None,None
2,A099A_04EP.BIN,70,2,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,255,None,None,255,None,None,255,None,None
3,A099A_04EP.BIN,65,2,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,255,None,None,255,None,None
4,A099A_04EP.BIN,60,2,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,255,None,None
5,A099A_04EP.BIN,80,2,64,デモンヌール,Graver,64,デモンヌール,Graver,30,エルモック,Loopalon,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
6,A099A_04EP.BIN,75,2,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,30,エルモック,Loopalon,255,None,None,255,None,None,255,None,None
7,A099A_04EP.BIN,80,2,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,30,エルモック,Loopalon,255,None,None
8,A099A_04EP.BIN,80,2,64,デモンヌール,Graver,64,デモンヌール,Graver,30,エルモック,Loopalon,30,エルモック,Loopalon,255,None,None,255,None,None,255,None,None,255,None,None
9,A099A_04EP.BIN,70,2,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,30,エルモック,Loopalon,30,エルモック,Loopalon,255,None,None,255,None,None
10,A099A_04EP.BIN,80,2,64,デモンヌール,Graver,64,デモンヌール,Graver,30,エルモック,Loopalon,30,エルモック,Loopalon,30,エルモック,Loopalon,255,None,None,255,None,None,255,None,None
11,A099A_04EP.BIN,70,2,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,30,エルモック,Loopalon,30,エルモック,Loopalon,30,エルモック,Loopalon,255,None,None
0,A099A_05EP.BIN,75,2,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,255,None,None,255,None,None,255,None,None,255,None,None
1,A099A_05EP.BIN,70,2,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,255,None,None,255,None,None,255,None,None
2,A099A_05EP.BIN,65,2,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,255,None,None,255,None,None
3,A099A_05EP.BIN,84,2,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,41,エルモンテ,Elooper,255,None,None,255,None,None,255,None,None
4,A099A_05EP.BIN,84,2,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,41,エルモンテ,Elooper,255,None,None
5,A099A_05EP.BIN,84,2,64,デモンヌール,Graver,64,デモンヌール,Graver,41,エルモンテ,Elooper,41,エルモンテ,Elooper,255,None,None,255,None,None,255,None,None,255,None,None
6,A099A_05EP.BIN,79,2,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,64,デモンヌール,Graver,41,エルモンテ,Elooper,41,エルモンテ,Elooper,255,None,None,255,None,None
7,A099A_05EP.BIN,84,2,64,デモンヌール,Graver,64,デモンヌール,Graver,41,エルモンテ,Elooper,41,エルモンテ,Elooper,41,エルモンテ,Elooper,255,None,None,255,None,None,255,None,None
8,A099A_05EP.BIN,104,2,41,エルモンテ,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
