Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,Category ID,[Category name],Effect ID,[Effect name],Scope ID,[Scope name],Pad. #0,Effect value #0,Effect value #1,Element ID,[Element name],Type ID,[Type name],Unk. #0,Unk. #1,State ID,[State name],State miss%,Pad. #1,Pad. #2
98,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
70,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
40,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
271,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
92,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
260,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
41,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
26,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
191,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
190,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
87,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
270,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
162,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
220,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
52,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
39,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
49,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
113,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
44,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
21,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
250,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
19,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
212,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
30,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
116,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
117,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
118,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
80,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
38,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
74,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
97,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
112,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
160,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
9,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
99,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
32,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
61,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
77,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
64,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
184,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
213,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
68,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
106,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
50,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
56,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
13,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
75,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
82,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
78,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
111,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
58,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
93,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
5,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
12,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
71,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
72,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
69,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
73,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
109,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
119,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
251,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
34,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
183,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
25,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
11,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
24,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
0,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
1,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
2,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
7,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
8,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
51,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
54,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
55,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
53,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
59,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
43,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
60,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
36,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
66,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
230,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
76,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
67,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
114,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
33,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
42,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
17,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
27,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
181,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
23,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
65,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
46,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
48,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
90,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
94,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
31,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
63,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
182,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
83,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
84,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
86,0x0,0x0,0,"",0x0,0,"",0x0,0,"",0x0,0,"",0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
