Entry ID,US entry name,Chara. flags,[V],[A],[F],[D],[E],[G],Retail price in %,Order by prio.,US order by ABC,Pad. #0,Purchase price,Feat. #0 ID,[Feat. #0 name],Pad. #1,Feat. #0 value,Feat. #1 ID,[Feat. #1 name],Pad. #2,Feat. #1 value,Feat. #2 ID,[Feat. #2 name],Pad. #3,Feat. #2 value,Feat. #3 ID,[Feat. #3 name],Pad. #4,Feat. #3 value,[US descr. pos.],[US descr. size],US descr. str.
205,Nocturnal Sight,48,X,X,"","","","",50,47,36,0,1930,19,Hit%,0,60,16,Attack,0,6,-1,None,0,0,-1,None,0,0,3367820,68,An enchantment that allows a fighter to detect\ntargets at night.
206,Critical Vision,48,X,X,"","","","",50,48,12,0,6660,19,Hit%,0,50,16,Attack,0,19,1,Will,0,19,-1,None,0,0,3367888,72,An enchantment that allows a fighter to detect\nan enemy's weak points.
207,Gem of Purity,5,"","","",X,"",X,50,49,22,0,300,79,Block negative states,0,-3,17,Defense,0,8,-1,None,0,0,-1,None,0,0,3367960,92,An enchanted gem that protects the bearer.\nBoosts Defense & Resistance to Adverse Effects.
208,Shard of Purity,5,"","","",X,"",X,50,51,45,0,4760,79,Block negative states,0,-9,17,Defense,0,38,-1,None,0,0,-1,None,0,0,3368052,96,"An enchanted Moon Shard that protects the wearer\nfrom Adverse Effects, and improves Defense."
209,Fortune Ring,24,"",X,X,"","","",50,16,20,0,2860,20,Dodge%,0,100,17,Defense,0,8,-1,None,0,0,-1,None,0,0,3368148,92,A mysterious ring that allows the wearer to\navoid most normal Attacks. Improves Defense.
210,Black Map,32,X,"","","","","",100,56,4,0,777,84,Random encounter%,0,100,80,First strike%,0,25,82,???,0,0,83,Enemy run%,0,0,3368240,88,A map that leads enemy creatures to the holder.\nAlso improves chances for First Strike.
211,White Map,32,X,"","","","","",100,57,61,0,666,84,Random encounter%,0,5,80,First strike%,0,0,82,???,0,0,81,Run%,0,100,3368328,88,A map that leads the holder away from enemies.\nAlso improves chances of running away.
212,Captain's Hat,32,X,"","","","","",100,61,7,0,10,16,Attack,0,80,-1,None,0,0,-1,None,0,0,-1,None,0,0,3368416,72,A hat given to Vyse by the Delphinus' crew. \nIt improves Attack Power.
213,Mesh Tights,16,"",X,"","","","",100,62,34,0,10,16,Attack,0,40,1,Will,0,40,-1,None,0,0,-1,None,0,0,3368488,80,Given to Aika by a secret admirer. Magic Cloth.\nImproves Attack Power and Will.
214,Black Eyepatch,37,X,"","",X,"",X,100,52,3,0,10,16,Attack,0,7,-1,None,0,0,-1,None,0,0,-1,None,0,0,3368568,92,"Drachma's old leather eyepatch, made from the\nhide of a wild beast. Increases Attack Power."
215,Silver Veil,24,"",X,X,"","","",100,53,46,0,100,1,Will,0,16,18,MagDef,0,16,-1,None,0,0,-1,None,0,0,3368660,88,A mystic veil that protects the head. The\nsilver strands increase Will & Magic Defense.
216,Imperial Crest,2,"","","","",X,"",100,55,27,0,1000,17,Defense,0,20,18,MagDef,0,20,-1,None,0,0,-1,None,0,0,3368748,84,Given to protect members of the Royal Family.\nImproves Defense and Magic Defense.
217,Gilder's Amulet,49,X,X,"","","",X,100,54,24,0,500,17,Defense,0,11,18,MagDef,0,11,16,Attack,0,11,1,Will,0,11,3368832,84,"Worn around Gilder's neck. Improves Defense,\nMagic Defense, Attack Power, and Will."
218,Valuan Medallion,63,X,X,X,X,X,X,100,60,57,0,5000,49,Unconscious,0,-10,17,Defense,0,30,18,MagDef,0,30,-1,None,0,0,3368916,76,Enchanted medallion worn by officers in the\nArmada. Negates Eterni spells.
219,Immunity Ring,5,"","","",X,"",X,50,50,26,0,1490,79,Block negative states,0,-6,17,Defense,0,21,-1,None,0,0,-1,None,0,0,3368992,64,Sacred Ring. Boosts Defense and Resistance to\nadverse effects.
220,Thermo Ring,63,X,X,X,X,X,X,50,58,53,0,2080,33,Red,0,-5,34,Purple,0,-5,-1,None,0,0,-1,None,0,0,3369056,64,A ring that increases resistance to Red and \nPurple Attacks.
221,Slayer Ring,63,X,X,X,X,X,X,50,59,50,0,1010,1,Will,0,8,17,Defense,0,8,19,Hit%,0,10,4,Quick,0,8,3369120,68,"Raises Defense, Hit%, Will, and Quick.\nIts background is unknown."
222,Chance Ring,63,X,X,X,X,X,X,100,32,8,0,1000,79,Block negative states,0,90,17,Defense,0,75,18,MagDef,0,75,-1,None,0,0,3369188,88,"Boosts Defense and Magic Defense, but leaves\nthe wearer susceptible to adverse effects."
223,ダミーアクセサリ,0,"","","","","","",0,63,63,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
224,ダミーアクセサリ,0,"","","","","","",0,64,64,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
225,ダミーアクセサリ,0,"","","","","","",0,65,65,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
226,ダミーアクセサリ,0,"","","","","","",0,66,66,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
227,ダミーアクセサリ,0,"","","","","","",0,67,67,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
228,ダミーアクセサリ,0,"","","","","","",0,68,68,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
229,ダミーアクセサリ,0,"","","","","","",0,69,69,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
230,ダミーアクセサリ,0,"","","","","","",0,70,70,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
231,ダミーアクセサリ,0,"","","","","","",0,71,71,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
232,ダミーアクセサリ,0,"","","","","","",0,72,72,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
233,ダミーアクセサリ,0,"","","","","","",0,73,73,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
234,ダミーアクセサリ,0,"","","","","","",0,74,74,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
235,ダミーアクセサリ,0,"","","","","","",0,75,75,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
236,ダミーアクセサリ,0,"","","","","","",0,76,76,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
237,ダミーアクセサリ,0,"","","","","","",0,77,77,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
238,ダミーアクセサリ,0,"","","","","","",0,78,78,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
239,ダミーアクセサリ,0,"","","","","","",0,79,79,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,""
