Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,Ship flags,Pad. #0,[LJ0],[LJ1],[D0],[D1],[D2],Feat. #0 ID,[Feat. #0 name],Pad. #1,Feat. #0 value,Feat. #1 ID,[Feat. #1 name],Pad. #2,Feat. #1 value,Feat. #2 ID,[Feat. #2 name],Pad. #3,Feat. #2 value,Feat. #3 ID,[Feat. #3 name],Pad. #4,Feat. #3 value,Purchase price,Retail price in %,Order by prio.,EU order by ABC,Pad.,[DE descr. pos.],[DE descr. size],DE descr. str.,[ES descr. pos.],[ES descr. size],ES descr. str.,[FR descr. pos.],[FR descr. size],FR descr. str.,[GB descr. pos.],[GB descr. size],GB descr. str.
450,2150455392,125584,16,Maschinenklappe,124951,15,Casco de Motor,125548,15,Protège-moteur,123123,13,Engine Cover,62,0,X,X,X,X,X,4,Quick,0,10,6,Dodge%,0,3,-1,None,0,0,-1,None,0,0,800,50,10,12,0,106825,77,Schützt den Motor des Schiffs vor Schmutz und\nerhöht seine Geschwindigkeit.,106018,67,Protege el motor del navío de la\nsuciedad y aumenta su velocidad.,106392,68,Protège l'encrassement du moteur du navire\net augmente sa vitesse.,104861,80,"Protects the ship's engine from getting dirty,\nand increases the ship's Quick."
451,2150455408,125600,11,Turbo Satz,124966,16,Equipo de Turbo,125563,10,Kit Turbo,123136,10,Turbo Kit,62,0,X,X,X,X,X,4,Quick,0,20,6,Dodge%,0,5,-1,None,0,0,-1,None,0,0,1520,50,11,34,0,106902,88,"Modifikation, die die Moon Stone-Leistung\nund damit die Schiffsgeschwindigkeit erhöht.",106085,91,Equipo especial aumenta la salida de energía\nde Piedra Lunar aumentando así la velocidad.,106460,93,"Modification du navire, qui accroît le pouvoir\nde la Pierre de Lune, augmentant sa vitesse.",104941,93,"Ship Modification, that increases the Moon Stone\npower output, increasing the ship's Quick."
452,2150455420,125611,13,Frisier-Satz,124982,17,Mando de Calibre,125573,11,Kit Moteur,123146,12,Bore-up Kit,62,0,X,X,X,X,X,4,Quick,0,30,6,Dodge%,0,8,-1,None,0,0,-1,None,0,0,2400,50,12,7,0,106990,84,"Ein Gerätesatz, der die Motorleistung\nund die Geschwindigkeit des Schiffes erhöht.",106176,82,"Aumenta el motor para crear más potencia\ny descarga, incrementando la velocidad.",106553,98,"Kit élargissant le moteur pour plus de puissance\net de gaz d'échappement, augmentant la vitesse.",105034,90,"A kit that increases engine size for greater\npower and exhaust, increasing ship's Quick."
453,2150455432,125624,16,Doppelpropeller,124999,16,Hélices Gemelas,125584,14,Double Hélice,123158,16,Twin Propellers,62,0,X,X,X,X,X,4,Quick,0,40,6,Dodge%,0,10,-1,None,0,0,-1,None,0,0,3200,50,13,35,0,107074,72,"Zusätzlicher Propeller, der die Geschwindig-\nkeit des Schiffes erhöht.",106258,61,Una hélice adicional que incrementa\nla velocidad del navío.,106651,62,Une hélice supplémentaire qui augmente la\nvitesse du navire.,105124,58,An additional propeller that increases the\nship's Quick.
454,2150455448,125640,12,Lufteinlauf,125015,13,Toma de Aire,125598,14,Arrivée d'Air,123174,11,Air Intake,62,0,X,X,X,X,X,4,Quick,0,80,6,Dodge%,0,12,-1,None,0,0,-1,None,0,0,6800,50,14,0,0,107146,99,"Leitet saubere Luft in den Motor, gleicht Sprit-\nverbrauch aus und erhöht Schiffsgeschwindigkeit.",106319,85,"Introduce aire limpio en el motor, estabiliza el\nconsumo e incrementa la velocidad.",106713,98,"Envoie de l'air pur dans le moteur, stabilisant\nla consommation de fuel & augmentant la vitesse.",105182,90,"Sends clean air into the engine, stabilizing\nfuel consumption and increasing ship speed."
455,2150455460,125652,13,Doppel-Turbo,125028,13,Turbo Gemelo,125612,13,Double Turbo,123185,11,Twin Turbo,62,0,X,X,X,X,X,4,Quick,0,90,6,Dodge%,0,15,-1,None,0,0,-1,None,0,0,8800,50,15,36,0,107245,82,"Ein Turbo-Verbundsatz, der den Motor modifiziert\nund das Schiff schneller macht.",106404,80,Un equipo de turbo que modifica el motor del\nnavío y aumenta así la velocidad.,106811,67,Kit turbo qui modifie le moteur et\naugmente la vitesse du navire.,105272,79,A compound turbo kit that modifies the engine\nand increases the ship's Quick.
456,2150455472,125665,13,Timer-Ventil,125041,17,Salida de Escape,125625,14,Réglage Valve,123196,13,Timing Valve,62,0,X,X,X,X,X,4,Quick,0,100,6,Dodge%,0,17,-1,None,0,0,-1,None,0,0,10800,50,16,32,0,107327,87,"Ventileinstellung, die die Abgase stabilisiert\nund die Schiffsgeschwindigkeit erhöht.",106484,92,Pone a punto las válvulas para reducir el gas\ndel escape del motor y aumenta la velocidad.,106878,91,"Optimise le réglage de la valve pour stabiliser\nles gaz, augmentant la vitesse du navire.",105351,81,"Standardizes valve timing to stabilize engine\nexhaust, increasing ship's Quick."
457,2150455488,125678,17,Dreifacher Turbo,125058,13,Triple Turbo,125639,13,Triple Turbo,123209,13,Triple Turbo,62,0,X,X,X,X,X,4,Quick,0,130,6,Dodge%,0,20,-1,None,0,0,-1,None,0,0,12800,50,17,33,0,107414,96,"Dreifacher Turbosatz für maximale Motorleistung,\nbringt mehr Geschwindigkeit als Doppel-Turbo.",106576,92,"Triple turbo que mejora la potencia del motor\ny la velocidad, aún más que el Turbo Gemelo.",106969,90,Kit triple turbo pour une puissance maximale\net plus d'accélération que le Double Turbo.,105432,98,"A triple turbo kit for maximum engine power, for\na speed boost even greater than the Twin Turbo."
458,2150455504,125695,15,Drehmomentsatz,125071,15,Par de Torsión,125652,11,Kit Couple,123222,16,High Torque Kit,62,0,X,X,X,X,X,4,Quick,0,150,6,Dodge%,0,23,-1,None,0,0,-1,None,0,0,14800,50,18,19,0,107510,127,Verbessert die Haltbarkeit bei mehr U/Min.\nund erhöht so die Schiffsgeschwindigkeit.und erhöht so die Schiffsgeschwindigkeit.,106668,87,Aumenta la resistencia y la potencia subiendo\nlas revoluciones. Aumenta la velocidad.,107059,70,Accroît la solidité augmentant la puissance et\nla vitesse du navire.,105530,82,"Raises durability for greater power through\nhigher RPM's, increasing ship speed."
459,2150455520,125710,12,Doppelwelle,125086,10,Doble Eje,125663,13,Double Tuyau,123238,13,Double Shaft,62,0,X,X,X,X,X,4,Quick,0,200,6,Dodge%,0,26,-1,None,0,0,-1,None,0,0,16640,50,19,10,0,107637,95,"Teilt den Motor in zwei unabhängige Bereiche,\nverdoppelt Leistung und erhöht Geschwindigkeit.",106755,91,"Divide el motor en dos secciones, duplica la\npotencia de descarga y aumenta la velocidad.",107129,77,"Divise le moteur, doublant la\npuissance et augmentant la vitesse du navire.",105612,97,"Splits the engine into two independent stages,\ndoubling power output and increasing ship speed."
460,2150455536,125722,11,Panzerdeck,125096,15,Suelo Blindado,125676,12,Pont Blindé,123251,13,Armored Deck,62,0,X,X,X,X,X,2,Defense,0,10,-1,None,0,0,-1,None,0,0,-1,None,0,0,1000,50,20,5,0,107732,87,"Standardmäßiges Panzerdeck, allgemein im Einsatz.\nVerbessert die Schiffsverteidigung.",106846,76,"Cubierta blindada estándar, disponible\nen todas partes. Mejora la defensa.",107206,75,"Pont blindé normal, facilement disponible.\nAméliore la défense du navire.",105709,69,"A standard armored deck, commonly available.\nImproves ship Defense."
461,2150455552,125733,10,Stahldeck,125111,15,Suelo de Acero,125688,13,Pont d'acier,123264,11,Steel Deck,62,0,X,X,X,X,X,2,Defense,0,20,-1,None,0,0,-1,None,0,0,-1,None,0,0,1900,50,21,31,0,107819,72,Mit mehreren Stahlschichten verstärktes Deck.\nHohe Verteidigungskraft.,106922,77,Cubierta blindada con varias capas de acero.\nTiene un gran poder defensivo.,107281,82,Pont blindé avec plusieurs couches d'acier.\nA un pouvoir défensif très efficace.,105778,73,A deck armored with multiple layers of steel.\nHas high defensive power.
462,2150455564,125743,11,Schrägdeck,125126,14,Suelo Oblicuo,125701,13,Pont Incliné,123275,13,Slanted Deck,62,0,X,X,X,X,X,2,Defense,0,30,-1,None,0,0,-1,None,0,0,-1,None,0,0,2200,50,22,27,0,107891,96,Lenkt Geschosse durch schräge Planken auf dem\nStandard-Panzerdeck ab. Verbessert Verteidigung.,106999,93,"Desvía los proyectiles con placas inclinadas\nen la cubierta, y mejora la defensa del navío.",107363,91,Dévie les tirs avec des plaques inclinées\nrecouvrant le pont blindé. Améliore la défense.,105851,95,Deflects projectiles with slanted plates atop\na standard armored deck. Improves ship Defense.
463,2150455580,125754,12,Verbunddeck,125140,16,Suelo compuesto,125714,13,Pont Composé,123288,14,Compound Deck,62,0,X,X,X,X,X,2,Defense,0,40,-1,None,0,0,-1,None,0,0,-1,None,0,0,5500,50,23,9,0,107987,90,"Deck, das mit Schichten verschiedener Stahlarten\ngepanzert ist. Hohe Verteidigungskraft.",107092,81,Cubierta blindada con capas de aceros\ndistintos. Tiene un gran poder defensivo.,107454,84,Pont blindé avec différentes couches d'acier.\nA un pouvoir défensif très efficace.,105946,75,A deck armored with layers of different steels.\nHas high defensive power.
464,2150455596,125766,17,Schwerpanzerdeck,125156,14,Gran Blindaje,125727,17,Pont superblindé,123302,17,Heavy Armor Deck,62,0,X,X,X,X,X,2,Defense,0,55,-1,None,0,0,-1,None,0,0,-1,None,0,0,6700,50,24,18,0,108077,94,"Deck mit einer Panzerung, die dreimal so dick\nwie der Standard ist. Verbessert Verteidigung.",107173,86,Cubierta con un blindaje de peso tres veces\nsuperior al estándar. Mejora la defensa.,107538,83,Pont au blindage 3 fois plus épais que la\nnormale. Améliore la défense du navire.,106021,87,A deck with armor three times as thick as the\nstandard weight. Improves ship Defense.
465,2150455616,125783,15,Legierungsdeck,125170,15,Suelo Aleación,125744,15,Pont d'alliage,123319,11,Alloy Deck,62,0,X,X,X,X,X,2,Defense,0,70,-1,None,0,0,-1,None,0,0,-1,None,0,0,7300,50,25,2,0,108171,78,Deck mit einer Panzerung u.a. aus\nMoon Stone-Staub. Verbessert Verteidigung.,107259,81,Cubierta blindada con una aleación de\npolvo de Piedra Lunar. Mejora la defensa.,107621,94,Pont blindé d'alliage composé de poussière de\nPierre de Lune. Améliore la défense du navire.,106108,80,A deck armored with an alloy including Moon\nStone dust. Improves ship Defense.
466,2150455628,125798,12,Drachendeck,125185,13,Suelo Dragón,125759,12,Pont Dragon,123330,12,Dragon Deck,62,0,X,X,X,X,X,2,Defense,0,110,-1,None,0,0,-1,None,0,0,-1,None,0,0,7900,50,26,11,0,108249,93,"Panzerdeck, hergestellt von yafutomanischen\nHandwerkern. Verbessert die Verteidigung enorm.",107340,83,Cubierta blindada por artesanos de Yafutoma.\nEs bonita y mejora mucho la defensa.,107715,94,Pont blindé crée par des artisans Yafutoman.\nAméliore considérablement la défense du navire.,106188,95,An armored deck created by Yafutoman craftsmen.\nBeautiful and greatly improves ship Defenses.
467,2150455640,125810,11,Altes Deck,125198,16,Suelo Ancestral,125771,12,Pont Ancien,123342,13,Ancient Deck,62,0,X,X,X,X,X,2,Defense,0,150,-1,None,0,0,-1,None,0,0,-1,None,0,0,8500,50,27,3,0,108342,90,"Panzerdeck aus seltenem, mysteriösem Metall\naus grauer Vorzeit. Verbessert Verteidigung.",107423,89,Cubierta blindada con un metal misterioso de\ntiempos ancestrales que mejora la defensa.,107809,90,Pont blindé en métal rare et mystérieux des\nancien temps. Améliore la défense du navire.,106283,89,"A deck armored with a rare, mysterious metal\nfrom ancient times. Improves ship Defense."
468,2150455656,125821,12,Silber Deck,125214,15,Suelo de Plata,125783,14,Pont d'argent,123355,12,Silver Deck,62,0,X,X,X,X,X,2,Defense,0,200,6,Dodge%,0,1,4,Quick,0,3,-1,None,0,0,11000,50,28,26,0,108432,88,Panzerdeck mit hochwertigen Moon Stones. Ihre\nKraft trägt zur Schiffsverteidigung bei.,107512,69,Cubierta blindada reforzada con Piedras\nLunares. Mejora la defensa.,107899,95,Pont blindé renforcé avec des Pierres de Lune\nde qualité qui améliorent la défense du navire.,106372,93,An armored deck supplemented with high grade\nMoonstones. Their power improves ship Defense.
469,2150455668,125833,16,Glänzendes Deck,125229,16,Suelo Brillante,125797,16,Pont Étincelant,123367,15,Sparkling Deck,62,0,X,X,X,X,X,2,Defense,0,500,6,Dodge%,0,2,4,Quick,0,6,-1,None,0,0,13500,50,29,29,0,108520,88,"Gepanzertes Deck, besetzt mit Moon Stones in 6\nFarben. Verbessert Schiffsverteidigung.",107581,87,Cubierta blindada con un metal misterioso de\nLunares de 6 colores. Mejora la defensa.,107994,87,Pont blindé criblé de Pierres de Lune de 6\ncouleurs différentes. Améliore la défense.,106465,87,An armored deck studded with Moonstones of 6\ndifferent colors. Improves ship Defense.
470,2150455684,125849,9,Intercom,125245,17,Intercomunicador,125813,11,Interphone,123382,9,Intercom,62,0,X,X,X,X,X,7,Value,0,1000,-1,None,0,0,-1,None,0,0,-1,None,0,0,1000,50,30,21,0,108608,88,"System, um zwischen den einzelnen Decks zu\nkommunizieren. Aika nutzt es viel zu gerne.",107668,90,Sistema de comunicación entre cubiertas.\nAika se va a pasar el día colgada del teléfono.,108081,93,Un système pour communiquer entre les ponts.\nDifficile d'empêcher Aika de trop s'en servir.,106552,84,A system for communicating between decks. \nGood luck keeping Aika from abusing it.
471,2150455696,125858,13,Meisterküche,125262,15,Cocina Moderna,125824,17,Cuisine Prestige,123391,17,Enhanced Kitchen,62,0,X,X,X,X,X,7,Value,0,5500,2,Defense,0,1,-1,None,0,0,-1,None,0,0,5500,50,31,13,0,108696,75,"Hochmoderne Küche, in der allabendlich die\ntollsten Menüs gekocht werden.",107758,90,Instalaciones de cocina con tecnología punta\npara preparar cenas ricas todas las noches.,108174,71,Cuisine ultra-moderne pour faire de succulents\ndîners tous les soirs.,106636,77,State-of-the-art cooking facilities for great-\ntasting dinners every night.
472,2150455716,125871,13,Bodenheizung,125277,12,Calefacción,125841,17,Chauffage au Sol,123408,13,Floor Heater,62,0,X,X,X,X,X,7,Value,0,3000,3,MagDef,0,1,-1,None,0,0,-1,None,0,0,3000,50,32,15,0,108771,81,"Nutzt die Motorwärme aus, und macht die\nWohnquartiere angenehm und komfortabel.",107848,87,Aprovecha el calor del motor para mantener\nuna buena temperatura en las dependencias.,108245,87,Utilise la chaleur du moteur pour maintenir les\nlogements à une température agréable.,106713,78,Takes advantage of engine heat to keep\nliving quarters nice and comfortable.
473,2150455732,125884,13,Luftreiniger,125289,12,Purificador,125858,9,Aérateur,123421,13,Air Purifier,62,0,X,X,X,X,X,7,Value,0,5800,3,MagDef,0,2,-1,None,0,0,-1,None,0,0,5800,50,33,1,0,108852,96,"Reinigt die Luft unter den Decks, damit alles\nsauber und frisch und nicht nach Schweiß riecht.",107935,90,"Purifica el aire bajo la cubierta, para tener\ntodo limpio y agradable, sin olor a sudor.",108332,82,Purifie l'air sous les ponts afin de maintenir\nune odeur agréable sans humidité.,106791,87,"Purifies the air below decks to keep everything\nsmelling clean and fresh, not sweaty."
474,2150455748,125897,17,Yafutoman-Nische,125301,10,Seminario,125867,17,Alcôve Yafutoman,123434,17,Yafutoman Alcove,62,0,X,X,X,X,X,7,Value,0,6700,3,MagDef,0,2,-1,None,0,0,-1,None,0,0,6700,50,34,39,0,108948,78,"Ein Stück Yafutoman-Kultur, das den Geist be-\nruhigt und der Seele wohl tut.",108025,72,Un poco de cultura Yafutoman aporta\npaz de espíritu y claridad mental.,108414,80,Un peu de culture Yafutoman pour contribuer à la\npaix de l'esprit et de l'âme.,106878,71,A bit of Yafutoman culture to help calm the mind\nand soothe the soul.
475,2150455768,125914,11,Lärmschutz,125311,15,Insonorización,125884,15,Insonorisation,123451,14,Soundproofing,62,0,X,X,X,X,X,7,Value,0,11000,2,Defense,0,1,-1,None,0,0,-1,None,0,0,11000,50,35,28,0,109026,93,"Dämpft den Motorlärm für eine bessere Nachtruhe,\nbeugt Müdigkeit auf längeren Strecken vor.",108097,74,Reduce el molesto ruido del motor\npara dormir bien en los viajes largos.,108494,96,Supprime les bruits du moteur pour mieux dormir\net ainsi réduire la fatigue des longs voyages.,106949,90,"Blocks annoying engine noise for a better\nnight's sleep, reducing fatigue on long trips."
476,2150455784,125925,11,Teures Rad,125326,14,Timón Valioso,125899,17,Gouverne de luxe,123465,16,Expensive Wheel,62,0,X,X,X,X,X,7,Value,0,8500,4,Quick,0,2,-1,None,0,0,-1,None,0,0,8500,50,36,14,0,109119,97,"Maßgeschneidertes Rad, in Valua ergonomisch her-\ngestellt. Reduziert Müdigkeit des Steuermanns.",108171,90,Un timón exclusivo con diseño ergonómico\ncreado en Valua. Facilita la labor del timonel.,108590,88,"Gouvernail traditionnel, conçu ergonomiquement\nà Valua. Réduit la fatigue du timonier.",107039,89,"A custom-made wheel, ergonomically designed in\nValua. Reduces fatigue for the helmsman."
477,2150455800,125936,13,Kronleuchter,125340,17,Lámpara de Araña,125916,7,Lustre,123481,11,Chandelier,62,0,X,X,X,X,X,7,Value,0,9300,2,Defense,0,1,-1,None,0,0,-1,None,0,0,9300,50,37,8,0,109216,96,"Strahlende Lichtquelle, bei valuanischen Adligen\nbeliebt. Bringt etwas Luxus ins Fliegerleben.",108261,95,La iluminación favorita de los nobles Valuan.\nDa un toque de distinción en los viajes aéreos.,108678,94,Éclairage luxueux prisé par la noblesse Valuan.\nApporte un peu d'opulence à la vie aérienne.,107128,93,Luxurious lighting favored by Valuan nobility.\nBrings a touch of opulence to airborne life.
478,2150455812,125949,10,Holzpuppe,125357,16,Muñeco Tallado,125923,15,Poupée de Bois,123492,12,Wooden Doll,62,0,X,X,X,X,X,7,Value,0,7300,-1,None,0,0,-1,None,0,0,-1,None,0,0,7300,50,38,38,0,109312,91,"Geschnitztes Tier aus Holz, glatt und rund.\nEinfach, süß und von Fina über alles geliebt.",108356,83,"Muñeco de madera, es un animal rechoncho\ny cariñoso. Es muy mono y Fina lo adora.",108772,84,"Poupée sculptée dans le bois, en forme d'animal.\nSimple, mignonne et Fina l'adore.",107221,86,"A carved wooden doll, shaped like a cuddly\nanimal. Simple, cute, and adored by Fina."
479,2150455824,125959,14,Zimmerpflanze,125373,16,Planta Interior,125938,17,Plante apaisante,123504,13,Indoor Plant,62,0,X,X,X,X,X,-1,None,0,10100,3,MagDef,0,1,-1,None,0,0,-1,None,0,0,10100,50,39,20,0,109403,93,Etwas Grünzeug für mehr Farbe auf dem Schiff.\nHat beruhigende Wirkung und reinigt die Luft.,108439,91,Esta planta pone una nota de color a bordo.\nSu efecto es relajante y limpia la atmósfera.,108856,96,Un peu de verdure pour mettre de la couleur à\nbord du navire. Effet apaisant et purifie l'air.,107307,97,"Some greenery to provide color aboard the ship.\nHas a soothing effect, and helps clean the air."
