Entry ID,EU Message ID,[DE Entry Name Pos.],[DE Entry Name Size],DE Entry Name,[ES Entry Name Pos.],[ES Entry Name Size],ES Entry Name,[FR Entry Name Pos.],[FR Entry Name Size],FR Entry Name,[GB Entry Name Pos.],[GB Entry Name Size],GB Entry Name,Element ID,[Element Name],Pad. 1,Order by Prio.,Occ. Flags,[M],[B],[S],Effect ID,[Effect Name],Scope ID,[Scope Name],Category ID,[Category Name],Effect Prio.,Effect Spirit,Pad. 2,Pad. 3,Effect Value,Type ID,[Type Name],State ID,[State Name],State Miss%,Pad. 4,Pad. 5,Pad. 6,Ship Occ. ID,[Ship Occ. Name],Pad. 7,Ship Effect ID,[Ship Effect Name],Ship Effect Spirit,Ship Effect Turns,Ship Effect Amount,Unk.,Pad. 8,Pad. 9,Pad. 10,[DE Descr. Pos.],[DE Descr. Size],DE Descr. Str.,[ES Descr. Pos.],[ES Descr. Size],ES Descr. Str.,[FR Descr. Pos.],[FR Descr. Size],FR Descr. Str.,[GB Descr. Pos.],[GB Descr. Size],GB Descr. Str.,[DE Ship Descr. Pos.],[DE Ship Descr. Size],DE Ship Descr. Str.,[ES Ship Descr. Pos.],[ES Ship Descr. Size],ES Ship Descr. Str.,[FR Ship Descr. Pos.],[FR Ship Descr. Size],FR Ship Descr. Str.,[GB Ship Descr. Pos.],[GB Ship Descr. Size],GB Ship Descr. Str.
10,0x8034fae8,0x1cc84,5,Noxi,0x1c8d7,5,Noxi,0x1cb47,5,Noxi,0x1c33e,5,Noxi,0,Green,0,50,0x2,"",X,"",4,Add Poison + Damage,3,One Enemy,6,Magic,0,3,0,0,60,1,Magical,0,Poison,40,0,0,0,-1,Never,0,-1,None,-1,-1,0,-1,0,0,0,0x113b9,95,Schädigt und vergiftet einen Feind. Am besten\\nzu Beginn langer Kämpfe verwenden.         SP 3,0x110c1,99,Debilita y envenena a uno de los enemigos. Mejor\\nusarlo al principio de una batalla larga.   3 PE,0x110e8,93,Blesse et empoisonne un ennemi. Mieux vaut\\nl'utiliser au début de longues batailles.   ES 3,0x10cf0,97,Damages and Poisons any one enemy. Best if used\\nat the beginning of long battles.          SP 3,0x1b924,30,Kann nicht benutzt werden.\\n ,0x1b555,20,No puede usarse.\\n ,0x1b71e,25,Ne peut être utilisé.\\n ,0x1b05c,24,Cannot be used.\\n------
11,0x8034faf0,0x1cc89,6,Noxus,0x1c8dc,6,Noxus,0x1cb4c,6,Noxus,0x1c343,6,Noxus,0,Green,0,51,0x2,"",X,"",4,Add Poison + Damage,4,All Enemies,6,Magic,0,6,0,0,100,1,Magical,0,Poison,60,0,0,0,-1,Never,0,-1,None,-1,-1,0,-1,0,0,0,0x11418,95,Schädigt und vergiftet alle Feinde. Am besten\\nzu Beginn langer Kämpfe verwenden.         SP 6,0x11124,98,Debilita y envenena a todos los enemigos. Mejor\\nusarlo al principio de una batalla larga.   6 PE,0x11145,99,Blesse & empoisonne tous les ennemis. Mieux vaut\\nl'utiliser au début de longues batailles.   ES 6,0x10d51,95,Damages and Poisons all enemies. Best if used\\nat the beginning of long battles.          SP 6,0x1b942,30,Kann nicht benutzt werden.\\n ,0x1b569,21,No puede usarse. \\n ,0x1b737,25,Ne peut être utilisé.\\n ,0x1b074,24,Cannot be used.\\n------
12,0x8034faf8,0x1cc8f,8,Slipara,0x1c8e2,8,Slipara,0x1cb52,8,Slipara,0x1c349,8,Slipara,3,Blue,0,110,0x2,"",X,"",9,Add Sleep,4,All Enemies,6,Magic,0,6,0,0,0,0,Physical,3,Sleep,60,0,0,0,-1,Never,0,-1,None,-1,-1,0,-1,0,0,0,0x11477,91,Lässt mit etwas Glück alle Feinde auf dem\\nBildschirm in tiefsten Schlaf sinken.      SP 6,0x11186,93,Hace que todos los enemigos en pantalla se\\nduerman.                                    6 PE,0x111a8,99,Offre la possibilité d'endormir tous les ennemis\\nà l'écran.                                  ES 6,0x10db0,94,Has a chance to put all enemies on screen to\\nSleep.                                     SP 6,0x1b960,30,Kann nicht benutzt werden.\\n ,0x1b57e,21,No puede usarse. \\n ,0x1b750,25,Ne peut être utilisé.\\n ,0x1b08c,24,Cannot be used.\\n------
13,0x8034fb00,0x1cc97,6,Quika,0x1c8ea,6,Quika,0x1cb5a,6,Quika,0x1c351,6,Quika,3,Blue,0,70,0x3,"",X,X,20,Add Quickened,2,All Characters,6,Magic,0,6,0,0,65535,-1,None,-1,None,0,0,0,0,1,Always,0,104,Add Quickened (Ship),6,1,0,-1,0,0,0,0x114d2,87,Verdoppelt die Geschwindigkeit aller \\nVerbündeten. Erleichtert die Flucht.       SP 6,0x111e3,99,Dobla la velocidad de todos los aliados. También\\nhace más fácil huir de las batallas.        6 PE,0x1120b,95,"Double la vitesse de tous les alliés, ce qui\\npermet aussi de fuir plus vite les combats. ES 6",0x10e0e,97,"Doubles the speed of all allies. Also, it makes\\nit easier to run from battles.             SP 6",0x1b97e,91,Verdoppelt Geschwindigkeit des Schiffes.\\nEffekt hält für 2 Runden an.                6 SP,0x1b593,80,Dobla la velocidad del barco.\\nEl efecto dura 2 turnos.                     6PE,0x1b769,79,Double la vitesse du navire.\\nLes effets durent 2 tours.                  6 ES,0x1b0a4,70,Doubles ship speed.\\nEffect lasts for 2 rounds.                  6 SP
14,0x8034fb08,0x1cc9d,6,Curia,0x1c8f0,6,Curia,0x1cb60,6,Curia,0x1c357,6,Curia,5,Silver,0,80,0x2,"",X,"",30,Remove Negative States,1,One Character,6,Magic,0,2,0,0,65535,-1,None,-1,None,0,0,0,0,-1,Never,0,-1,None,-1,-1,0,-1,0,0,0,0x11529,95,Kuriert einen Verbündeten von allen negativen\\nEffekten (außer Bewusstlosigkeit).         SP 2,0x11246,88,Cura a un aliado de todos los efectos\\nadversos (excepto Inconsciencia).           2 PE,0x1126a,94,Guérit un allié de tous les effets néfastes\\n(à part l'Inconscience).                    ES 2,0x10e6f,96,Cures one ally of all adverse effects (except\\nfor Unconscious).                           SP 2,0x1b9d9,30,Kann nicht benutzt werden.\\n ,0x1b5e3,20,No puede usarse.\\n ,0x1b7b8,25,Ne peut être utilisé.\\n ,0x1b0ea,24,Cannot be used.\\n------
15,0x8034fb10,0x1cca3,6,Risan,0x1c8f6,6,Risan,0x1cb66,6,Risan,0x1c35d,6,Risan,5,Silver,0,90,0x2,"",X,"",27,Revive w/ 50% of HP,1,One Character,6,Magic,0,4,0,0,0,0,Physical,7,Revival,50,0,0,0,-1,Never,0,-1,None,-1,-1,0,-1,0,0,0,0x11588,97,"50% Wahrscheinlichkeit, einen bewusstlosen Ver-\\nbündeten mit 50% seiner HP aufzuwecken.    SP 4",0x1129e,99,Puede revivir en un 50% a un aliado inconsciente\\ny reponer el 50% de su Salud.               4 PE,0x112c8,99,"A 50% de chance de ranimer un allié Inconscient,\\net de lui redonner 50% de ses PV.           ES 4",0x10ecf,99,"Has a 50% chance of reviving an Unconscious ally,\\nalong with 50% of their HP.                SP 4",0x1b9f7,30,Kann nicht benutzt werden.\\n ,0x1b5f7,20,No puede usarse.\\n ,0x1b7d1,25,Ne peut être utilisé.\\n ,0x1b102,24,Cannot be used.\\n------
16,0x8034fb18,0x1cca9,8,Riselem,0x1c8fc,8,Riselem,0x1cb6c,8,Riselem,0x1c363,8,Riselem,5,Silver,0,91,0x2,"",X,"",28,Revive w/ 100% of HP,1,One Character,6,Magic,0,8,0,0,0,0,Physical,7,Revival,0,0,0,0,-1,Never,0,-1,None,-1,-1,0,-1,0,0,0,0x115e9,94,Weckt einen bewusstlosen Verbündeten auf und\\nerneuert seine gesamten HP.                SP 8,0x11301,82,Revive a un aliado inconsciente\\ny repone su Salud totalmente.               8 PE,0x1132b,98,Ranime un allié Inconscient et lui redonne tous\\nses PV.                                     ES 8,0x10f32,96,Revives an Unconscious ally and restores their\\nHP to full.                                SP 8,0x1ba15,30,Kann nicht benutzt werden.\\n ,0x1b60b,20,No puede usarse.\\n ,0x1b7ea,25,Ne peut être utilisé.\\n ,0x1b11a,24,Cannot be used.\\n------
17,0x8034fb20,0x1ccb1,7,Eterni,0x1c904,7,Eterni,0x1cb74,7,Eterni,0x1c36b,7,Eterni,5,Silver,0,100,0x2,"",X,"",5,Add Unconscious,3,One Enemy,6,Magic,0,5,0,0,0,0,Physical,1,Unconscious,60,0,0,0,-1,Never,0,-1,None,-1,-1,0,-1,0,0,0,0x11647,94,Kann einen Feind auf der Stelle töten. Wirkt\\nbei mächtigen Feinden evtl. nicht.         SP 5,0x11353,98,"Mata instantáneamente a cualquier enemigo, pero\\npuede fallar con monstruos o grandes jefes. 5 PE",0x1138d,100,Peut tuer instantanément un des ennemis. Mais pas\\nforcément un chef ou un monstre puissant.   ES 5,0x10f92,96,Can instantly kill any one enemy. May not work\\non some powerful monsters or bosses.       SP 5,0x1ba33,30,Kann nicht benutzt werden.\\n ,0x1b61f,20,No puede usarse.\\n ,0x1b803,25,Ne peut être utilisé.\\n ,0x1b132,24,Cannot be used.\\n------
18,0x8034fb28,0x1ccb8,8,Eternes,0x1c90b,8,Eternes,0x1cb7b,8,Eternes,0x1c372,8,Eternes,5,Silver,0,101,0x2,"",X,"",5,Add Unconscious,4,All Enemies,6,Magic,0,10,0,0,0,0,Physical,1,Unconscious,80,0,0,0,-1,Never,0,-1,None,-1,-1,0,-1,0,0,0,0x116a5,94,Kann alle Feinde auf dem Bildschirm auf der\\nStelle töten.                              SP 10,0x113b5,99,Causa la muerte instantánea a todos los enemigos\\nen pantalla.                               10 PE,0x113f1,94,Peut causer la mort instantanée de tous les\\nennemis à l'écran.                         ES 10,0x10ff2,96,Can cause instant death to all enemies on the\\nscreen.                                    SP 10,0x1ba51,30,Kann nicht benutzt werden.\\n ,0x1b633,20,No puede usarse.\\n ,0x1b81c,25,Ne peut être utilisé.\\n ,0x1b14a,24,Cannot be used.\\n------
19,0x8034fb30,0x1ccc0,8,Eternum,0x1c913,8,Eternum,0x1cb83,8,Eternum,0x1c37a,8,Eternum,5,Silver,0,102,0x2,"",X,"",6,Add Unconscious + Damage 1,3,One Enemy,6,Magic,0,15,0,0,250,1,Magical,1,Unconscious,0,0,0,0,-1,Never,0,-1,None,-1,-1,0,-1,0,0,0,0x11703,96,"Bewirkt sofortigen Tod eines Feindes. Ist das\\nZiel immun, richtet es Schaden an.         SP 15",0x11418,99,"Causa la muerte instantánea de un enemigo. Si el\\nobjetivo es inmune, le provocará daños.    15 PE",0x1144f,99,"Cause la mort immédiate d'un ennemi. Si la cible\\nest immunisée, elle subira des dégâts.     ES 15",0x11052,98,"Causes instant death to one enemy. If target is\\nimmune, then it will cause damage.         SP 15",0x1ba6f,30,Kann nicht benutzt werden.\\n ,0x1b647,20,No puede usarse.\\n ,0x1b835,25,Ne peut être utilisé.\\n ,0x1b162,24,Cannot be used.\\n------
20,0x8034fb38,0x1ccc8,6,Wevli,0x1c91b,6,Wevli,0x1cb8b,6,Wevli,0x1c382,6,Wevli,3,Blue,0,60,0x3,"",X,X,0,Damage,32,Enemy Area 1,6,Magic,0,2,0,0,60,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),2,-1,60,4,0,0,0,0x11763,95,Schädigt einen Feind mit einem Wirbelwind aus\\nLuft und Wasser. Schädigt auch nahe Feinde.SP 2,0x1147b,95,Hiere a un enemigo con un torbellino de aire\\ny agua. También hiere a enemigos próximos.  2 PE,0x114b2,85,Blesse un ennemi avec une tornade.\\nAtteint aussi les ennemis proches.          ES 2,0x110b4,95,Damages one enemy with a whirlwind of air and\\nwater. Also harms nearby enemies.          SP 2,0x1ba8d,99,Feuert eine mit Blue Magic geladene Kanonenkugel\\nab. Erfordert Spezialausrüstung.            2 SP,0x1b65b,99,Dispara una bala de cañón con Magia Azul. Lanzar\\nhechizos requiere un equipo especial.        2PE,0x1b84e,98,Lance un boulet de canon chargé de Magie Bleue.\\nÉquipement spécial requis.                  2 ES,0x1b17a,94,Fires a cannonball charged with Blue Magic.\\nSpecial equipment is needed to cast.        2 SP
21,0x8034fb40,0x1ccce,7,Wevles,0x1c921,7,Wevles,0x1cb91,7,Wevles,0x1c388,7,Wevles,3,Blue,0,61,0x3,"",X,X,0,Damage,33,Enemy Area 2,6,Magic,0,4,0,0,105,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),4,-1,90,4,0,0,0,0x117c2,96,Löst eine gewaltige Explosion aus und schädigt\\nalle Feinde auf dem Bildschirm.            SP 4,0x114da,98,Crea un tornado largo alrededor de un enemigo y\\nhiere a todos los enemigos a su alrededor.  4 PE,0x11507,96,Crée une grande tornade autour d'un ennemi et\\nblesse tous les ennemis proches.            ES 4,0x11113,94,Creates a large tornado around one enemy and\\ndamages all enemies nearby.                SP 4,0x1baf0,99,Feuert eine mit Blue Magic geladene Kanonenkugel\\nab. Erfordert Spezialausrüstung.            4 SP,0x1b6be,99,Dispara una bala de cañón con Magia Azul. Lanzar\\nhechizos requiere un equipo especial.        4PE,0x1b8b0,98,Lance un boulet de canon chargé de Magie Bleue.\\nÉquipement spécial requis.                  4 ES,0x1b1d8,94,Fires a cannonball charged with Blue Magic.\\nSpecial equipment is needed to cast.        4 SP
22,0x8034fb48,0x1ccd5,7,Wevlen,0x1c928,7,Wevlen,0x1cb98,7,Wevlen,0x1c38f,7,Wevlen,3,Blue,0,63,0x3,"",X,X,0,Damage,34,Enemy Area 3,6,Magic,0,8,0,0,195,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),8,-1,150,4,0,0,0,0x11822,98,"Erzeugt ein Bündel von Tornados um einen Feind,\\nschädigt fast alle Feinde auf dem Bildschirm.SP8",0x1153c,98,Crea un tornado alrededor de un enemigo y hiere\\na casi todos los enemigos en pantalla.      8 PE,0x11567,96,Crée plusieurs tornades autour d'un ennemi et\\nblesse de nombreux ennemis à l'écran.       ES 8,0x11171,96,Creates a cluster of tornados around one enemy\\nand damages nearly all enemies on screen.  SP 8,0x1bb53,99,Feuert eine mit Blue Magic geladene Kanonenkugel\\nab. Erfordert Spezialausrüstung.            8 SP,0x1b721,99,Dispara una bala de cañón con Magia Azul. Lanzar\\nhechizos requiere un equipo especial.        8PE,0x1b912,98,Lance un boulet de canon chargé de Magie Bleue.\\nÉquipement spécial requis.                  8 ES,0x1b236,94,Fires a cannonball charged with Blue Magic.\\nSpecial equipment is needed to cast.        8 SP
