Entry ID,EU Message ID,[ DE Entry Name Pos.],[ DE Entry Name Size],DE Entry Name,[ ES Entry Name Pos.],[ ES Entry Name Size],ES Entry Name,[ FR Entry Name Pos.],[ FR Entry Name Size],FR Entry Name,[ GB Entry Name Pos.],[ GB Entry Name Size],GB Entry Name,PS Flags,[L1],[L2],[D1],[D2],[D3],Pad. 1,Feat. 1 ID,[Feat. 1 Name],Pad. 2,Feat. 1 Value,Feat. 2 ID,[Feat. 2 Name],Pad. 3,Feat. 2 Value,Feat. 3 ID,[Feat. 3 Name],Pad. 4,Feat. 3 Value,Feat. 4 ID,[Feat. 4 Name],Pad. 5,Feat. 4 Value,Purchase Price,Retail Price in %,Order by Prio.,EU Order by ABC,Pad. 6,[ DE Descr. Pos.],[ DE Descr. Size],DE Descr. Str.,[ ES Descr. Pos.],[ ES Descr. Size],ES Descr. Str.,[ FR Descr. Pos.],[ FR Descr. Size],FR Descr. Str.,[ GB Descr. Pos.],[ GB Descr. Size],GB Descr. Str.
450,0x802d5860,0x1ea90,16,Maschinenklappe,0x1e817,15,Casco de Motor,0x1ea6c,15,Protège-moteur,0x1e0f3,13,Engine Cover,0x3e,X,X,X,X,X,0,4,Quick,0,10,6,Dodge%,0,3,-1,None,0,0,-1,None,0,0,800,50,10,12,0,0x1a149,77,Schützt den Motor des Schiffs vor Schmutz und\\nerhöht seine Geschwindigkeit.,0x19e22,67,Protege el motor del navío de la\\nsuciedad y aumenta su velocidad.,0x19f98,68,Protège l'encrassement du moteur du navire\\net augmente sa vitesse.,0x1999d,80,"Protects the ship's engine from getting dirty,\\nand increases the ship's Quick."
451,0x802d5870,0x1eaa0,11,Turbo Satz,0x1e826,16,Equipo de Turbo,0x1ea7b,10,Kit Turbo,0x1e100,10,Turbo Kit,0x3e,X,X,X,X,X,0,4,Quick,0,20,6,Dodge%,0,5,-1,None,0,0,-1,None,0,0,1520,50,11,34,0,0x1a196,88,"Modifikation, die die Moon Stone-Leistung\\nund damit die Schiffsgeschwindigkeit erhöht.",0x19e65,91,Equipo especial aumenta la salida de energía\\nde Piedra Lunar aumentando así la velocidad.,0x19fdc,93,"Modification du navire, qui accroît le pouvoir\\nde la Pierre de Lune, augmentant sa vitesse.",0x199ed,93,"Ship Modification, that increases the Moon Stone\\npower output, increasing the ship's Quick."
452,0x802d587c,0x1eaab,13,Frisier-Satz,0x1e836,17,Mando de Calibre,0x1ea85,11,Kit Moteur,0x1e10a,12,Bore-up Kit,0x3e,X,X,X,X,X,0,4,Quick,0,30,6,Dodge%,0,8,-1,None,0,0,-1,None,0,0,2400,50,12,7,0,0x1a1ee,84,"Ein Gerätesatz, der die Motorleistung\\nund die Geschwindigkeit des Schiffes erhöht.",0x19ec0,82,"Aumenta el motor para crear más potencia\\ny descarga, incrementando la velocidad.",0x1a039,98,"Kit élargissant le moteur pour plus de puissance\\net de gaz d'échappement, augmentant la vitesse.",0x19a4a,90,"A kit that increases engine size for greater\\npower and exhaust, increasing ship's Quick."
453,0x802d5888,0x1eab8,16,Doppelpropeller,0x1e847,16,Hélices Gemelas,0x1ea90,14,Double Hélice,0x1e116,16,Twin Propellers,0x3e,X,X,X,X,X,0,4,Quick,0,40,6,Dodge%,0,10,-1,None,0,0,-1,None,0,0,3200,50,13,35,0,0x1a242,72,"Zusätzlicher Propeller, der die Geschwindig-\\nkeit des Schiffes erhöht.",0x19f12,61,Una hélice adicional que incrementa\\nla velocidad del navío.,0x1a09b,62,Une hélice supplémentaire qui augmente la\\nvitesse du navire.,0x19aa4,58,An additional propeller that increases the\\nship's Quick.
454,0x802d5898,0x1eac8,12,Lufteinlauf,0x1e857,13,Toma de Aire,0x1ea9e,14,Arrivée d'Air,0x1e126,11,Air Intake,0x3e,X,X,X,X,X,0,4,Quick,0,80,6,Dodge%,0,12,-1,None,0,0,-1,None,0,0,6800,50,14,0,0,0x1a28a,99,"Leitet saubere Luft in den Motor, gleicht Sprit-\\nverbrauch aus und erhöht Schiffsgeschwindigkeit.",0x19f4f,85,"Introduce aire limpio en el motor, estabiliza el\\nconsumo e incrementa la velocidad.",0x1a0d9,98,"Envoie de l'air pur dans le moteur, stabilisant\\nla consommation de fuel & augmentant la vitesse.",0x19ade,90,"Sends clean air into the engine, stabilizing\\nfuel consumption and increasing ship speed."
455,0x802d58a4,0x1ead4,13,Doppel-Turbo,0x1e864,13,Turbo Gemelo,0x1eaac,13,Double Turbo,0x1e131,11,Twin Turbo,0x3e,X,X,X,X,X,0,4,Quick,0,90,6,Dodge%,0,15,-1,None,0,0,-1,None,0,0,8800,50,15,36,0,0x1a2ed,82,"Ein Turbo-Verbundsatz, der den Motor modifiziert\\nund das Schiff schneller macht.",0x19fa4,80,Un equipo de turbo que modifica el motor del\\nnavío y aumenta así la velocidad.,0x1a13b,67,Kit turbo qui modifie le moteur et\\naugmente la vitesse du navire.,0x19b38,79,A compound turbo kit that modifies the engine\\nand increases the ship's Quick.
456,0x802d58b0,0x1eae1,13,Timer-Ventil,0x1e871,17,Salida de Escape,0x1eab9,14,Réglage Valve,0x1e13c,13,Timing Valve,0x3e,X,X,X,X,X,0,4,Quick,0,100,6,Dodge%,0,17,-1,None,0,0,-1,None,0,0,10800,50,16,32,0,0x1a33f,87,"Ventileinstellung, die die Abgase stabilisiert\\nund die Schiffsgeschwindigkeit erhöht.",0x19ff4,92,Pone a punto las válvulas para reducir el gas\\ndel escape del motor y aumenta la velocidad.,0x1a17e,91,"Optimise le réglage de la valve pour stabiliser\\nles gaz, augmentant la vitesse du navire.",0x19b87,81,"Standardizes valve timing to stabilize engine\\nexhaust, increasing ship's Quick."
457,0x802d58c0,0x1eaee,17,Dreifacher Turbo,0x1e882,13,Triple Turbo,0x1eac7,13,Triple Turbo,0x1e149,13,Triple Turbo,0x3e,X,X,X,X,X,0,4,Quick,0,130,6,Dodge%,0,20,-1,None,0,0,-1,None,0,0,12800,50,17,33,0,0x1a396,96,"Dreifacher Turbosatz für maximale Motorleistung,\\nbringt mehr Geschwindigkeit als Doppel-Turbo.",0x1a050,92,"Triple turbo que mejora la potencia del motor\\ny la velocidad, aún más que el Turbo Gemelo.",0x1a1d9,90,Kit triple turbo pour une puissance maximale\\net plus d'accélération que le Double Turbo.,0x19bd8,98,"A triple turbo kit for maximum engine power, for\\na speed boost even greater than the Twin Turbo."
458,0x802d58d0,0x1eaff,15,Drehmomentsatz,0x1e88f,15,Par de Torsión,0x1ead4,11,Kit Couple,0x1e156,16,High Torque Kit,0x3e,X,X,X,X,X,0,4,Quick,0,150,6,Dodge%,0,23,-1,None,0,0,-1,None,0,0,14800,50,18,19,0,0x1a3f6,127,Verbessert die Haltbarkeit bei mehr U/Min.\\nund erhöht so die Schiffsgeschwindigkeit.und erhöht so die Schiffsgeschwindigkeit.,0x1a0ac,87,Aumenta la resistencia y la potencia subiendo\\nlas revoluciones. Aumenta la velocidad.,0x1a233,70,Accroît la solidité augmentant la puissance et\\nla vitesse du navire.,0x19c3a,82,"Raises durability for greater power through\\nhigher RPM's, increasing ship speed."
459,0x802d58e0,0x1eb0e,12,Doppelwelle,0x1e89e,10,Doble Eje,0x1eadf,13,Double Tuyau,0x1e166,13,Double Shaft,0x3e,X,X,X,X,X,0,4,Quick,0,200,6,Dodge%,0,26,-1,None,0,0,-1,None,0,0,16640,50,19,10,0,0x1a475,95,"Teilt den Motor in zwei unabhängige Bereiche,\\nverdoppelt Leistung und erhöht Geschwindigkeit.",0x1a103,91,"Divide el motor en dos secciones, duplica la\\npotencia de descarga y aumenta la velocidad.",0x1a279,77,"Divise le moteur, doublant la\\npuissance et augmentant la vitesse du navire.",0x19c8c,97,"Splits the engine into two independent stages,\\ndoubling power output and increasing ship speed."
460,0x802d58f0,0x1eb1a,11,Panzerdeck,0x1e8a8,15,Suelo Blindado,0x1eaec,12,Pont Blindé,0x1e173,13,Armored Deck,0x3e,X,X,X,X,X,0,2,Defense,0,10,-1,None,0,0,-1,None,0,0,-1,None,0,0,1000,50,20,5,0,0x1a4d4,87,"Standardmäßiges Panzerdeck, allgemein im Einsatz.\\nVerbessert die Schiffsverteidigung.",0x1a15e,76,"Cubierta blindada estándar, disponible\\nen todas partes. Mejora la defensa.",0x1a2c6,75,"Pont blindé normal, facilement disponible.\\nAméliore la défense du navire.",0x19ced,69,"A standard armored deck, commonly available.\\nImproves ship Defense."
461,0x802d5900,0x1eb25,10,Stahldeck,0x1e8b7,15,Suelo de Acero,0x1eaf8,13,Pont d'acier,0x1e180,11,Steel Deck,0x3e,X,X,X,X,X,0,2,Defense,0,20,-1,None,0,0,-1,None,0,0,-1,None,0,0,1900,50,21,31,0,0x1a52b,72,Mit mehreren Stahlschichten verstärktes Deck.\\nHohe Verteidigungskraft.,0x1a1aa,77,Cubierta blindada con varias capas de acero.\\nTiene un gran poder defensivo.,0x1a311,82,Pont blindé avec plusieurs couches d'acier.\\nA un pouvoir défensif très efficace.,0x19d32,73,A deck armored with multiple layers of steel.\\nHas high defensive power.
462,0x802d590c,0x1eb2f,11,Schrägdeck,0x1e8c6,14,Suelo Oblicuo,0x1eb05,13,Pont Incliné,0x1e18b,13,Slanted Deck,0x3e,X,X,X,X,X,0,2,Defense,0,30,-1,None,0,0,-1,None,0,0,-1,None,0,0,2200,50,22,27,0,0x1a573,96,Lenkt Geschosse durch schräge Planken auf dem\\nStandard-Panzerdeck ab. Verbessert Verteidigung.,0x1a1f7,93,"Desvía los proyectiles con placas inclinadas\\nen la cubierta, y mejora la defensa del navío.",0x1a363,91,Dévie les tirs avec des plaques inclinées\\nrecouvrant le pont blindé. Améliore la défense.,0x19d7b,95,Deflects projectiles with slanted plates atop\\na standard armored deck. Improves ship Defense.
463,0x802d591c,0x1eb3a,12,Verbunddeck,0x1e8d4,16,Suelo compuesto,0x1eb12,13,Pont Composé,0x1e198,14,Compound Deck,0x3e,X,X,X,X,X,0,2,Defense,0,40,-1,None,0,0,-1,None,0,0,-1,None,0,0,5500,50,23,9,0,0x1a5d3,90,"Deck, das mit Schichten verschiedener Stahlarten\\ngepanzert ist. Hohe Verteidigungskraft.",0x1a254,81,Cubierta blindada con capas de aceros\\ndistintos. Tiene un gran poder defensivo.,0x1a3be,84,Pont blindé avec différentes couches d'acier.\\nA un pouvoir défensif très efficace.,0x19dda,75,A deck armored with layers of different steels.\\nHas high defensive power.
464,0x802d592c,0x1eb46,17,Schwerpanzerdeck,0x1e8e4,14,Gran Blindaje,0x1eb1f,17,Pont superblindé,0x1e1a6,17,Heavy Armor Deck,0x3e,X,X,X,X,X,0,2,Defense,0,55,-1,None,0,0,-1,None,0,0,-1,None,0,0,6700,50,24,18,0,0x1a62d,94,"Deck mit einer Panzerung, die dreimal so dick\\nwie der Standard ist. Verbessert Verteidigung.",0x1a2a5,86,Cubierta con un blindaje de peso tres veces\\nsuperior al estándar. Mejora la defensa.,0x1a412,83,Pont au blindage 3 fois plus épais que la\\nnormale. Améliore la défense du navire.,0x19e25,87,A deck with armor three times as thick as the\\nstandard weight. Improves ship Defense.
465,0x802d5940,0x1eb57,15,Legierungsdeck,0x1e8f2,15,Suelo Aleación,0x1eb30,15,Pont d'alliage,0x1e1b7,11,Alloy Deck,0x3e,X,X,X,X,X,0,2,Defense,0,70,-1,None,0,0,-1,None,0,0,-1,None,0,0,7300,50,25,2,0,0x1a68b,78,Deck mit einer Panzerung u.a. aus\\nMoon Stone-Staub. Verbessert Verteidigung.,0x1a2fb,81,Cubierta blindada con una aleación de\\npolvo de Piedra Lunar. Mejora la defensa.,0x1a465,94,Pont blindé d'alliage composé de poussière de\\nPierre de Lune. Améliore la défense du navire.,0x19e7c,80,A deck armored with an alloy including Moon\\nStone dust. Improves ship Defense.
466,0x802d594c,0x1eb66,12,Drachendeck,0x1e901,13,Suelo Dragón,0x1eb3f,12,Pont Dragon,0x1e1c2,12,Dragon Deck,0x3e,X,X,X,X,X,0,2,Defense,0,110,-1,None,0,0,-1,None,0,0,-1,None,0,0,7900,50,26,11,0,0x1a6d9,93,"Panzerdeck, hergestellt von yafutomanischen\\nHandwerkern. Verbessert die Verteidigung enorm.",0x1a34c,83,Cubierta blindada por artesanos de Yafutoma.\\nEs bonita y mejora mucho la defensa.,0x1a4c3,94,Pont blindé crée par des artisans Yafutoman.\\nAméliore considérablement la défense du navire.,0x19ecc,95,An armored deck created by Yafutoman craftsmen.\\nBeautiful and greatly improves ship Defenses.
467,0x802d5958,0x1eb72,11,Altes Deck,0x1e90e,16,Suelo Ancestral,0x1eb4b,12,Pont Ancien,0x1e1ce,13,Ancient Deck,0x3e,X,X,X,X,X,0,2,Defense,0,150,-1,None,0,0,-1,None,0,0,-1,None,0,0,8500,50,27,3,0,0x1a736,90,"Panzerdeck aus seltenem, mysteriösem Metall\\naus grauer Vorzeit. Verbessert Verteidigung.",0x1a39f,89,Cubierta blindada con un metal misterioso de\\ntiempos ancestrales que mejora la defensa.,0x1a521,90,Pont blindé en métal rare et mystérieux des\\nancien temps. Améliore la défense du navire.,0x19f2b,89,"A deck armored with a rare, mysterious metal\\nfrom ancient times. Improves ship Defense."
468,0x802d5968,0x1eb7d,12,Silber Deck,0x1e91e,15,Suelo de Plata,0x1eb57,14,Pont d'argent,0x1e1db,12,Silver Deck,0x3e,X,X,X,X,X,0,2,Defense,0,200,6,Dodge%,0,1,4,Quick,0,3,-1,None,0,0,11000,50,28,26,0,0x1a790,88,Panzerdeck mit hochwertigen Moon Stones. Ihre\\nKraft trägt zur Schiffsverteidigung bei.,0x1a3f8,69,Cubierta blindada reforzada con Piedras\\nLunares. Mejora la defensa.,0x1a57b,95,Pont blindé renforcé avec des Pierres de Lune\\nde qualité qui améliorent la défense du navire.,0x19f84,93,An armored deck supplemented with high grade\\nMoonstones. Their power improves ship Defense.
469,0x802d5974,0x1eb89,16,Glänzendes Deck,0x1e92d,16,Suelo Brillante,0x1eb65,16,Pont Étincelant,0x1e1e7,15,Sparkling Deck,0x3e,X,X,X,X,X,0,2,Defense,0,500,6,Dodge%,0,2,4,Quick,0,6,-1,None,0,0,13500,50,29,29,0,0x1a7e8,88,"Gepanzertes Deck, besetzt mit Moon Stones in 6\\nFarben. Verbessert Schiffsverteidigung.",0x1a43d,87,Cubierta blindada con un metal misterioso de\\nLunares de 6 colores. Mejora la defensa.,0x1a5da,87,Pont blindé criblé de Pierres de Lune de 6\\ncouleurs différentes. Améliore la défense.,0x19fe1,87,An armored deck studded with Moonstones of 6\\ndifferent colors. Improves ship Defense.
470,0x802d5984,0x1eb99,9,Intercom,0x1e93d,17,Intercomunicador,0x1eb75,11,Interphone,0x1e1f6,9,Intercom,0x3e,X,X,X,X,X,0,7,Value,0,1000,-1,None,0,0,-1,None,0,0,-1,None,0,0,1000,50,30,21,0,0x1a840,88,"System, um zwischen den einzelnen Decks zu\\nkommunizieren. Aika nutzt es viel zu gerne.",0x1a494,90,Sistema de comunicación entre cubiertas.\\nAika se va a pasar el día colgada del teléfono.,0x1a631,93,Un système pour communiquer entre les ponts.\\nDifficile d'empêcher Aika de trop s'en servir.,0x1a038,84,A system for communicating between decks. \\nGood luck keeping Aika from abusing it.
471,0x802d5990,0x1eba2,13,Meisterküche,0x1e94e,15,Cocina Moderna,0x1eb80,17,Cuisine Prestige,0x1e1ff,17,Enhanced Kitchen,0x3e,X,X,X,X,X,0,7,Value,0,5500,2,Defense,0,1,-1,None,0,0,-1,None,0,0,5500,50,31,13,0,0x1a898,75,"Hochmoderne Küche, in der allabendlich die\\ntollsten Menüs gekocht werden.",0x1a4ee,90,Instalaciones de cocina con tecnología punta\\npara preparar cenas ricas todas las noches.,0x1a68e,71,Cuisine ultra-moderne pour faire de succulents\\ndîners tous les soirs.,0x1a08c,77,State-of-the-art cooking facilities for great-\\ntasting dinners every night.
472,0x802d59a4,0x1ebaf,13,Bodenheizung,0x1e95d,12,Calefacción,0x1eb91,17,Chauffage au Sol,0x1e210,13,Floor Heater,0x3e,X,X,X,X,X,0,7,Value,0,3000,3,MagDef,0,1,-1,None,0,0,-1,None,0,0,3000,50,32,15,0,0x1a8e3,81,"Nutzt die Motorwärme aus, und macht die\\nWohnquartiere angenehm und komfortabel.",0x1a548,87,Aprovecha el calor del motor para mantener\\nuna buena temperatura en las dependencias.,0x1a6d5,87,Utilise la chaleur du moteur pour maintenir les\\nlogements à une température agréable.,0x1a0d9,78,Takes advantage of engine heat to keep\\nliving quarters nice and comfortable.
473,0x802d59b4,0x1ebbc,13,Luftreiniger,0x1e969,12,Purificador,0x1eba2,9,Aérateur,0x1e21d,13,Air Purifier,0x3e,X,X,X,X,X,0,7,Value,0,5800,3,MagDef,0,2,-1,None,0,0,-1,None,0,0,5800,50,33,1,0,0x1a934,96,"Reinigt die Luft unter den Decks, damit alles\\nsauber und frisch und nicht nach Schweiß riecht.",0x1a59f,90,"Purifica el aire bajo la cubierta, para tener\\ntodo limpio y agradable, sin olor a sudor.",0x1a72c,82,Purifie l'air sous les ponts afin de maintenir\\nune odeur agréable sans humidité.,0x1a127,87,"Purifies the air below decks to keep everything\\nsmelling clean and fresh, not sweaty."
474,0x802d59c4,0x1ebc9,17,Yafutoman-Nische,0x1e975,10,Seminario,0x1ebab,17,Alcôve Yafutoman,0x1e22a,17,Yafutoman Alcove,0x3e,X,X,X,X,X,0,7,Value,0,6700,3,MagDef,0,2,-1,None,0,0,-1,None,0,0,6700,50,34,39,0,0x1a994,78,"Ein Stück Yafutoman-Kultur, das den Geist be-\\nruhigt und der Seele wohl tut.",0x1a5f9,72,Un poco de cultura Yafutoman aporta\\npaz de espíritu y claridad mental.,0x1a77e,80,Un peu de culture Yafutoman pour contribuer à la\\npaix de l'esprit et de l'âme.,0x1a17e,71,A bit of Yafutoman culture to help calm the mind\\nand soothe the soul.
475,0x802d59d8,0x1ebda,11,Lärmschutz,0x1e97f,15,Insonorización,0x1ebbc,15,Insonorisation,0x1e23b,14,Soundproofing,0x3e,X,X,X,X,X,0,7,Value,0,11000,2,Defense,0,1,-1,None,0,0,-1,None,0,0,11000,50,35,28,0,0x1a9e2,93,"Dämpft den Motorlärm für eine bessere Nachtruhe,\\nbeugt Müdigkeit auf längeren Strecken vor.",0x1a641,74,Reduce el molesto ruido del motor\\npara dormir bien en los viajes largos.,0x1a7ce,96,Supprime les bruits du moteur pour mieux dormir\\net ainsi réduire la fatigue des longs voyages.,0x1a1c5,90,"Blocks annoying engine noise for a better\\nnight's sleep, reducing fatigue on long trips."
476,0x802d59e8,0x1ebe5,11,Teures Rad,0x1e98e,14,Timón Valioso,0x1ebcb,17,Gouverne de luxe,0x1e249,16,Expensive Wheel,0x3e,X,X,X,X,X,0,7,Value,0,8500,4,Quick,0,2,-1,None,0,0,-1,None,0,0,8500,50,36,14,0,0x1aa3f,97,"Maßgeschneidertes Rad, in Valua ergonomisch her-\\ngestellt. Reduziert Müdigkeit des Steuermanns.",0x1a68b,90,Un timón exclusivo con diseño ergonómico\\ncreado en Valua. Facilita la labor del timonel.,0x1a82e,88,"Gouvernail traditionnel, conçu ergonomiquement\\nà Valua. Réduit la fatigue du timonier.",0x1a21f,89,"A custom-made wheel, ergonomically designed in\\nValua. Reduces fatigue for the helmsman."
477,0x802d59f8,0x1ebf0,13,Kronleuchter,0x1e99c,17,Lámpara de Araña,0x1ebdc,7,Lustre,0x1e259,11,Chandelier,0x3e,X,X,X,X,X,0,7,Value,0,9300,2,Defense,0,1,-1,None,0,0,-1,None,0,0,9300,50,37,8,0,0x1aaa0,96,"Strahlende Lichtquelle, bei valuanischen Adligen\\nbeliebt. Bringt etwas Luxus ins Fliegerleben.",0x1a6e5,95,La iluminación favorita de los nobles Valuan.\\nDa un toque de distinción en los viajes aéreos.,0x1a886,94,Éclairage luxueux prisé par la noblesse Valuan.\\nApporte un peu d'opulence à la vie aérienne.,0x1a278,93,Luxurious lighting favored by Valuan nobility.\\nBrings a touch of opulence to airborne life.
