Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,Chara. flags,[V],[A],[F],[D],[E],[G],Retail price in %,Order by prio.,EU order by ABC,Purchase price,Feat. #0 ID,[Feat. #0 name],Pad. #0,Feat. #0 value,Feat. #1 ID,[Feat. #1 name],Pad. #1,Feat. #1 value,Feat. #2 ID,[Feat. #2 name],Pad. #2,Feat. #2 value,Feat. #3 ID,[Feat. #3 name],Pad. #3,Feat. #3 value,Pad. #4,Pad. #5,[DE descr. pos.],[DE descr. size],DE descr. str.,[ES descr. pos.],[ES descr. size],ES descr. str.,[FR descr. pos.],[FR descr. size],FR descr. str.,[GB descr. pos.],[GB descr. size],GB descr. str.
171,0x802c6d70,0x1d74c,16,Buroccas Schale,0x1d441,15,Concha Burocca,0x1d685,17,Bouclier Burocca,0x1cdb8,16,Burocca's Shell,53,X,X,"",X,"",X,50,11,6,1920,17,Defense,0,36,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x1578d,85,"Schale eines Burocca, noch härter als das der\\nMorocca. Verbessert die Verteidigung.",0x1538f,78,"Concha de Burocca, aún más resistente\\nque la de Marocca. Aumenta la Defensa.",0x153fd,89,"La coquille d'un Burocca, encore plus dure que\\ncelle d'un Marocca. Améliore la Défense.",0x14ff5,81,"The shell of a Burocca, even harder than that\\nof the Marocca. Improves Defense."
172,0x802c6d80,0x1d75c,14,Crylhundklaue,0x1d450,16,Garra Crylhound,0x1d696,17,Griffe Crylhound,0x1cdc8,17,Crylhound's Claw,53,X,X,"",X,"",X,50,12,13,420,19,Hit%,0,20,16,Attack,0,2,-1,None,0,0,-1,None,0,0,0,0,0x157e2,91,"Eine Waffenart, wie sie von Valua-Soldaten\\nbenutzt wird. Verbessert Treffer% und Angriff.",0x153dd,88,Un arma modificada que usan los soldados\\nValuan. Aumenta % Aciertos y poder de Ataque.,0x15456,95,Arme modifiée des Soldats Valuans. Augmente les\\nchances de toucher et la Puissance d'Attaque.,0x15046,81,"A weapon modification used by Valuan Soldiers.\\nImproves Hit%, and Attack Power."
173,0x802c6d94,0x1d76a,10,Jägerhand,0x1d460,17,Mano del Cazador,0x1d6a7,17,Gant de Chasseur,0x1cdd9,14,Hunter's Hand,53,X,X,"",X,"",X,50,13,25,1010,19,Hit%,0,40,16,Attack,0,4,-1,None,0,0,-1,None,0,0,0,0,0x1583d,86,Panzerhandschuh der Ixa'takaner für die Jagd.\\nVerbessert Treffer% und Angriffskraft.,0x15435,86,Guante de caza de los hombres de Ixa'takan.\\nAumenta % de Aciertos y poder de Ataque.,0x154b5,90,Gant d'hommes Ixa'takans pour la chasse.\\nAugmente chances de toucher et Force d'Attaque.,0x15097,82,A gauntlet worn by Ixa'takan men while hunting. \\nImproves Hit% and Attack Power.
174,0x802c6da4,0x1d774,11,Diebesaura,0x1d471,16,Aura del Ladrón,0x1d6b8,15,Aura du Voleur,0x1cde7,13,Thief's Aura,61,X,X,X,X,"",X,50,14,54,330,20,Dodge%,0,10,17,Defense,0,2,-1,None,0,0,-1,None,0,0,0,0,0x15893,83,"Ring mit schwarzem Stein, der Ausweichen und\\nVerteidigung des Trägers verbessert.",0x1548b,76,Anillo con una piedra negra que aumenta el\\npoder de Esquivar y la Defensa.,0x1550f,71,Une bague avec une pierre noire qui améliore\\nl'Esquive et la Défense.,0x150e9,74,A ring with a black stone that improves the\\nwearer's Dodge% and Defense.
175,0x802c6db4,0x1d77f,13,Quetya Feder,0x1d481,13,Pluma Quetya,0x1d6c7,16,Plume de Quetya,0x1cdf4,15,Quetya Feather,61,X,X,X,X,"",X,50,15,40,810,20,Dodge%,0,20,17,Defense,0,4,-1,None,0,0,-1,None,0,0,0,0,0x158e6,94,"Federschmuck, dem die Macht des Quetya inne-\\nwohnt. Verbessert Ausweichen% und Verteidigung.",0x154d7,87,"Pluma decorativa con el poder de la Quetya,\\nmejora el poder de Esquivar y la Defensa.",0x15556,84,Une plume décorative dotée du pouvoir de Quetya.\\nAméliore l'Esquive et la Défense.,0x15133,86,A feather ornament imbued with the power of the\\nQuetya. Improves Dodge% and Defense.
176,0x802c6dc4,0x1d78c,14,Vigoros Kette,0x1d48e,17,Cadena de Vigoro,0x1d6d7,17,Chaîne de Vigoro,0x1ce03,15,Vigoro's Chain,37,X,"","",X,"",X,50,17,58,2890,16,Attack,0,20,19,Hit%,0,30,-1,None,0,0,-1,None,0,0,0,0,0x15944,81,"So, findet Vigoro, sollte Mode aussehen.\\nVerbessert Treffer% und Angriffskraft.",0x1552e,79,La idea de Vigoro de elegancia.\\nMejora el % de Aciertos y el poder de Ataque.,0x155aa,97,Vigoro présente sa vision de la mode. Améliore\\nles chances de toucher & la Puissance d'Attaque.,0x15189,71,Vigoro's idea of a fashion statement. Improves\\nHit% and Attack Power.
177,0x802c6dd4,0x1d79a,15,Matrosenschild,0x1d49f,14,Escudo Marino,0x1d6e8,15,Bouclier Marin,0x1ce12,17,Sailor's Buckler,55,X,X,"",X,X,X,50,18,43,1930,17,Defense,0,20,20,Dodge%,0,15,-1,None,0,0,-1,None,0,0,0,0,0x15995,89,"Kleiner, leichter Schild, das Matrosen tragen.\\nVerbessert Ausweichen% und Verteidigung.",0x1557d,84,Escudo pequeño y ligero de los marinos.\\nAumenta el poder de Esquivar y la Defensa.,0x1560b,81,Un petit bouclier léger porté par les marins.\\nAméliore l'Esquive et la Défense.,0x151d0,73,"A light, but small shield worn by sailors.\\nImproves Dodge% and Defense."
178,0x802c6de8,0x1d7a9,12,Kriegerrune,0x1d4ad,15,Engarce Bélico,0x1d6f7,17,Rune du Guerrier,0x1ce23,15,Warrior's Rune,57,X,X,X,"","",X,100,19,60,10,16,Attack,0,10,17,Defense,0,10,19,Hit%,0,20,20,Dodge%,0,10,0,0,0x159ee,96,"Ring mit mystischen Gravierungen. Verstärkt An-\\ngriff, Verteidigung, Treffer% und Ausweichen%.",0x155d1,90,"Anillo con engarces misticos. Mejora poder\\nde Ataque, Defensa, % de Aciertos y Esquivez.",0x1565c,73,Une bague aux gravures mystiques. Accroît tous\\nles attributs de combat.,0x15219,82,"A ring with mystic engravings. Increases Attack\\nPower, Defense, Hit% and Dodge%."
179,0x802c6df8,0x1d7b5,16,Alter Armschutz,0x1d4bc,17,Tónico Ancestral,0x1d708,16,Potion Ancienne,0x1ce32,15,Ancient Bracer,53,X,X,"",X,"",X,100,20,0,10,16,Attack,0,20,17,Defense,0,20,19,Hit%,0,40,20,Dodge%,0,20,0,0,0x15a4e,94,"Armschutz der alten Gladiatoren. Verbessert\\nAngriff, Verteidigung, Treffer% und Ausweichen%.",0x1562b,90,"Tónico usado por gladiadores. Mejora poder\\nde Ataque, Defensa, % de Aciertos y Esquivez.",0x156a5,86,Remontant utilisé par les anciens gladiateurs.\\nAccroît tous les attributs de combat.,0x1526b,87,"A bracer used by ancient gladiators. Improves\\nAttack Power, Defense, Hit% and Dodge%."
180,0x802c6e08,0x1d7c5,15,Gegenarmschutz,0x1d4cd,16,Tónico Ofensivo,0x1d718,17,Potion de combat,0x1ce41,15,Counter Bracer,53,X,X,"",X,"",X,100,21,10,10,73,Counter%,0,20,16,Attack,0,20,19,Hit%,0,20,-1,None,0,0,0,0,0x15aac,92,"Geringe Verbesserung physischer Attribute, sowie\\nGegenangriff, Angriffskraft und Treffer%.",0x15685,90,"Mejora los atributos físicos y aumenta el\\nContraataque, poder de Ataque y % de Aciertos.",0x156fb,92,"Améliore les attributs physiques, la Contre-\\nattaque, la Puissance d'Attaque et la Frappe.",0x152c2,92,"Improves physical attributes slightly, as well\\nas Counterattacking, Attack Power and Hit%."
181,0x802c6e18,0x1d7d4,11,Abwehraura,0x1d4dd,15,Aura Defensiva,0x1d729,15,Aura Défensive,0x1ce50,15,Defensive Aura,63,X,X,X,X,X,X,100,22,15,10,65,Block attack,0,1,17,Defense,0,40,-1,None,0,0,-1,None,0,0,0,0,0x15b08,92,Macht den Träger unverwundbar gegen normale\\nAngriffe und verbessert auch die Verteidigung.,0x156df,84,Quien la lleva se hace invulnerable a\\nAtaques normales. También mejora la Defensa.,0x15757,88,"Rend son utilisateur invulnérable aux Attaques\\nnormales, et améliore aussi la Défense.",0x1531e,82,"Renders the wearer invulnerable to normal\\nAttacks, and improves Defense as well."
182,0x802c6e28,0x1d7df,9,Efeuband,0x1d4ec,13,Banda de Ivy,0x1d738,16,Bague de Lierre,0x1ce5f,9,Ivy Band,63,X,X,X,X,X,X,100,23,28,100,48,Poison,0,-10,32,Green,0,-2,17,Defense,0,5,18,MagDef,0,5,0,0,0x15b64,87,"Boosts Defense & Magic Defense, especially to\\nGreen Magic, & protects against Poison.",0x15733,85,"Hace invulnerable al Veneno, mejora Defensa y\\nResistencia a Magia y Ataques Verdes.",0x157af,96,Rend invulnérable au Poison. Améliore Défense\\net Résistance à la Magie et aux Attaques Vertes.,0x15370,87,"Boosts Defense & Magic Defense, especially to\\nGreen Magic, & protects against Poison."
183,0x802c6e34,0x1d7e8,13,Silvite Ring,0x1d4f9,15,Anillo Silvite,0x1d748,14,Bague Silvite,0x1ce68,13,Silvite Ring,63,X,X,X,X,X,X,100,30,47,100,49,Unconscious,0,-10,37,Silver,0,-2,17,Defense,0,5,18,MagDef,0,5,0,0,0x15bbb,90,"Unverwundbarkeit gegen Eterni, verbessert\\nAbwehr, Magie-Resistenz und silberne Angriffe.",0x15788,87,Inmuniza contra el Eterni y aumenta Defensa\\ny Resistencia a Magia y Ataques de Plata.,0x1580f,93,Invulnérabilité à Eterni. Améliore Défense\\n& Résistance à la Magie & aux Attaques d'Argent.,0x153c7,87,"Boosts Defense & Magic Defense, especially to\\nSilver Magic, & protects against Death."
184,0x802c6e44,0x1d7f5,16,Gem of Fluidity,0x1d508,16,Gema de Fluidez,0x1d756,14,Pierre Fluide,0x1ce75,16,Gem of Fluidity,63,X,X,X,X,X,X,100,29,21,100,50,Stone,0,-10,17,Defense,0,10,18,MagDef,0,10,-1,None,0,0,0,0,0x15c15,73,"Macht immun gegen Versteinerung,\\nverbessert Abwehr und Magie-Resistenz.",0x157df,81,Inmuniza contra la Petrificación y aumenta\\nla Defensa y Resistencia a la Magia.,0x1586c,82,"Rend invulnérable à la Pétrification,\\naméliore Défense et Résistance à la Magie.",0x1541e,59,"Boosts Defense & Magic Defense, & protects\\nagainst Stone."
185,0x802c6e54,0x1d805,14,Wind Gem Ring,0x1d518,15,Gema de Viento,0x1d764,15,Pierre de Vent,0x1ce85,14,Wind Gem Ring,63,X,X,X,X,X,X,100,24,62,100,51,Sleep,0,-10,35,Blue,0,-2,17,Defense,0,5,18,MagDef,0,5,0,0,0x15c5e,82,"Macht immun gegen Schlaf, verbessert\\nAbwehr, Magie-Resistenz und blaue Angriffe.",0x15830,85,"Inmuniza contra el Sueño y mejora Defensa,\\nResistencia a la Magia y Ataques Azules.",0x158be,97,Rend invulnérable au Sommeil. Améliore Défense\\net Résistance à la Magie et aux Attaques Bleues.,0x15459,85,"Boosts Defense & Magic Defense, especially to\\nBlue Magic, & protects against Sleep."
186,0x802c6e64,0x1d813,14,Wahrheitsauge,0x1d527,17,Ojo de la Verdad,0x1d773,15,Oeil de Vérité,0x1ce93,13,Eye of Truth,63,X,X,X,X,X,X,100,25,18,100,52,Confuse,0,-10,34,Purple,0,-2,17,Defense,0,5,18,MagDef,0,5,0,0,0x15cb0,87,"Macht immun gegen Verwirrung, verbessert\\nAbwehr, Magie-Resistenz und Purpur-Angriffe.",0x15885,88,"Protege contra la Confusión, mejora Defensa\\ny Resistencia a Ataques Mágicos y Púrpura.",0x1591f,99,Invulnérabilité à la Confusion & accroît Défense\\net Résistance à la Magie et aux Attaques Mauves.,0x154ae,91,"Boosts Defense & Magic Defense, especially to\\nPurple Magic, & protects against Confusion."
187,0x802c6e74,0x1d821,16,Verehrte Stimme,0x1d538,17,Voz Reverenciada,0x1d782,13,Voix vénérée,0x1cea0,14,Revered Voice,63,X,X,X,X,X,X,100,26,42,100,53,Silence,0,-10,34,Purple,0,-2,17,Defense,0,5,18,MagDef,0,5,0,0,0x15d07,83,"Macht immun gegen Stille, verbessert Abwehr,\\nMagie-Resistenz und Purpur-Angriffe.",0x158dd,88,"Inmuniza contra el Silencio, mejora Defensa\\ny Resistencia a Ataques Mágicos y Púrpura.",0x15982,97,Rend invulnérable au Silence & accroît Défense\\net Résistance à la Magie et aux Attaques Mauves.,0x15509,89,"Boosts Defense & Magic Defense, especially to\\nPurple Magic, & protects against Silence."
188,0x802c6e84,0x1d831,15,Ewigkeitsjuwel,0x1d549,12,Gema Eterna,0x1d78f,17,Pierre Éternelle,0x1ceae,16,Everlasting Gem,63,X,X,X,X,X,X,100,28,17,100,54,Fatigue,0,-10,17,Defense,0,10,18,MagDef,0,10,-1,None,0,0,0,0,0x15d5a,68,"Macht immun gegen Ermüdung, verbessert\\nAbwehr und Magie-Resistenz.",0x15935,80,Hace invulnerable a la Fatiga y mejora la\\nDefensa y la Resistencia a la Magia.,0x159e3,84,Rend invulnérable à la Fatigue et améliore\\nla Défense et la Résistance à la Magie.,0x15562,62,"Boosts Defense & Magic Defense, & protects\\nagainst Fatigue. "
189,0x802c6e94,0x1d840,16,Behemoth's Ring,0x1d555,16,Anillo Behemoth,0x1d7a0,15,Bague Behemoth,0x1cebe,16,Behemoth's Ring,63,X,X,X,X,X,X,100,27,2,100,56,Weak,0,-10,36,Yellow,0,-2,17,Defense,0,5,18,MagDef,0,5,0,0,0x15d9e,84,"Macht immun gegen Schwäche, verbessert\\nAbwehr, Magie-Resistenz und gelbe Angriffe.",0x15985,87,"Protege contra Debilidad, mejora Defensa y\\nResistencia a Ataques Mágicos y Amarillos.",0x15a37,99,Invulnérabilité à la Faiblesse & accroît Défense\\net Résistance à la Magie et aux Attaques Jaunes.,0x155a0,86,"Boosts Defense & Magic Defense, especially to\\nYellow Magic, & protects against Weak."
190,0x802c6ea4,0x1d850,17,Constitution Gem,0x1d565,14,Gema Integral,0x1d7af,15,Pierre Miracle,0x1cece,17,Constitution Gem,63,X,X,X,X,X,X,100,31,9,1000,79,Block negative states,0,-10,17,Defense,0,10,18,MagDef,0,10,-1,None,0,0,0,0,0x15df2,96,"Wunderbarer Stein, der alle negativen Effekte\\nverhindert, steigert Abwehr und Magie-Resistenz.",0x159dc,85,Diamante que anula todo efecto adverso y\\npotencia Defensa y Resistencia a la Magia.,0x15a9a,99,Pierre miraculeuse empêchant les effets néfastes\\net accroissant Défense et Résistance à la Magie.,0x155f6,91,"A miraculous stone that prevents all adverse\\neffects, and boosts Defense & Magic Defense."
191,0x802c6eb8,0x1d861,16,Nomadenschleier,0x1d573,12,Velo Nómada,0x1d7be,16,Voile Nomadique,0x1cedf,13,Nomadic Veil,63,X,X,X,X,X,X,50,34,37,640,17,Defense,0,9,18,MagDef,0,9,-1,None,0,0,-1,None,0,0,0,0,0x15e52,87,"Schleier, von Nomadenstämmen in Nasr getragen.\\nVerbessert Abwehr und Magie-Resistenz.",0x15a31,84,Velo que usan las tribus nómadas de Nasr.\\nMejora Defensa y Resistencia a la Magia.,0x15afd,89,Un voile porté par les tribus nomades à Nasr.\\nAccroît Défense et Résistance à la Magie.,0x15651,78,A veil worn by tribes of nomads in Nasr.\\nImproves Defense and Magic Defense.
192,0x802c6ec8,0x1d871,12,Radiant Fur,0x1d57f,15,Visón Radiante,0x1d7ce,15,Belle Fourrure,0x1ceec,12,Radiant Fur,63,X,X,X,X,X,X,50,39,41,3580,17,Defense,0,24,18,MagDef,0,24,-1,None,0,0,-1,None,0,0,0,0,0x15ea9,91,"Dicker Pelz, der Matrosen vor Kälte schützen\\nsoll. Verbessert Abwehr und Magie-Resistenz.",0x15a85,83,Grueso abrigo de piel de los marinos.\\nMejora la Defensa y Resistencia a la Magia.,0x15b56,95,Fourrure épaisse pour protéger les marins du\\nfroid. Accroît Défense et Résistance à la Magie.,0x1569f,94,"A thick fur, designed to protect sailors from \\nthe cold. Improves Defense and Magic Defense."
193,0x802c6ed4,0x1d87d,14,Sandsturmring,0x1d58e,16,Anillo de Arena,0x1d7dd,16,Bague du Désert,0x1cef8,16,Sand Storm Ring,63,X,X,X,X,X,X,50,35,44,770,16,Attack,0,9,1,Will,0,9,-1,None,0,0,-1,None,0,0,0,0,0x15f04,90,"Verzauberter Ring, von Nomaden in der Wüste\\ngetragen. Verbessert Angriffskraft & Willen.",0x15ad8,85,Anillo encantado usado por nómadas del desierto.\\nMejora Poder de Ataque y Voluntad.,0x15bb5,90,Bague enchantée portée par les nomades du\\ndésert. Améliore Pouvoir d'Attaque et Volonté.,0x156fd,74,An enchanted ring worn by desert nomads.\\nImproves Attack Power and Will.
194,0x802c6ee4,0x1d88b,13,Schädelkappe,0x1d59e,15,Gorra Calavera,0x1d7ed,14,Chapeau Crâne,0x1cf08,10,Skull Cap,63,X,X,X,X,X,X,50,40,48,4300,16,Attack,0,24,1,Will,0,24,-1,None,0,0,-1,None,0,0,0,0,0x15f5e,90,"Hut, manchmal von Luftpiraten aus dem Osten\\ngetragen. Verbessert Angriffskraft & Willen.",0x15b2d,84,Gorra exclusiva de los Piratas Aéreos del\\nEste. Mejora poder de Ataque y Voluntad.,0x15c0f,89,Chapeau original que les Pirates de l'Est\\nportent parfois. Améliore Attaque et Volonté.,0x15747,83,A unique hat sometimes worn by Eastern Air\\nPirates. Improves Attack Power & Will.
195,0x802c6ef0,0x1d898,12,Magierfluch,0x1d5ad,17,Conjuro del Mago,0x1d7fb,14,Fléau du Mage,0x1cf12,12,Mage's Bane,63,X,X,X,X,X,X,50,33,31,480,17,Defense,0,4,18,MagDef,0,4,16,Attack,0,4,1,Will,0,4,0,0,0x15fb8,76,"Helm, der Angriff, Abwehr, Willen und Magie-\\nResistenz des Trägers erhöht.",0x15b81,89,"Casco que mejora el poder de Ataque, Voluntad\\ny Resistencia a la Magia de quien lo usa.",0x15c68,77,"Un casque qui augmente Attaques, Défense,\\nVolonté et Résistance à la Magie.",0x1579a,76,"A helm that increases the wearer's Attack,\\nDefense,Will,and Magic Defense."
196,0x802c6efc,0x1d8a4,17,Blue Rogue Patch,0x1d5be,14,Parche Pirata,0x1d809,16,Cache du Voleur,0x1cf1e,17,Blue Rogue Patch,63,X,X,X,X,X,X,50,41,5,6820,17,Defense,0,18,18,MagDef,0,18,16,Attack,0,18,1,Will,0,18,0,0,0x16004,97,"Wird getragen, um Entschlusskraft zu zeigen. Ver\\n-bessert Angriffe, Willen und Magie-Resistenz.",0x15bda,82,"Indica decisión. Mejora los Ataques,\\nDefensa, Voluntad y Resistencia a la Magia.",0x15cb5,92,"Montre une grande détermination. Améliore\\nAttaques, Défense, Volonté & Résistance Magique.",0x157e6,87,"Can be worn to show determination. Improves\\nAttacks, Defense, Will and Magic Defense."
