Entry ID,Pad. #0,JP message ID,[JP descr. pos.],[JP descr. size],JP descr. str.,Item #0 ID,[Item #0 name],Item #1 ID,[Item #1 name],Item #2 ID,[Item #2 name],Item #3 ID,[Item #3 name],Item #4 ID,[Item #4 name],Item #5 ID,[Item #5 name],Item #6 ID,[Item #6 name],Item #7 ID,[Item #7 name],Item #8 ID,[Item #8 name],Item #9 ID,[Item #9 name],Item #10 ID,[Item #10 name],Item #11 ID,[Item #11 name],Item #12 ID,[Item #12 name],Item #13 ID,[Item #13 name],Item #14 ID,[Item #14 name],Item #15 ID,[Item #15 name],Item #16 ID,[Item #16 name],Item #17 ID,[Item #17 name],Item #18 ID,[Item #18 name],Item #19 ID,[Item #19 name],Item #20 ID,[Item #20 name],Item #21 ID,[Item #21 name],Item #22 ID,[Item #22 name],Item #23 ID,[Item #23 name],Item #24 ID,[Item #24 name],Item #25 ID,[Item #25 name],Item #26 ID,[Item #26 name],Item #27 ID,[Item #27 name],Item #28 ID,[Item #28 name],Item #29 ID,[Item #29 name],Item #30 ID,[Item #30 name],Item #31 ID,[Item #31 name],Item #32 ID,[Item #32 name],Item #33 ID,[Item #33 name],Item #34 ID,[Item #34 name],Item #35 ID,[Item #35 name],Item #36 ID,[Item #36 name],Item #37 ID,[Item #37 name],Item #38 ID,[Item #38 name],Item #39 ID,[Item #39 name],Item #40 ID,[Item #40 name],Item #41 ID,[Item #41 name],Item #42 ID,[Item #42 name],Item #43 ID,[Item #43 name],Item #44 ID,[Item #44 name],Item #45 ID,[Item #45 name],Item #46 ID,[Item #46 name],Item #47 ID,[Item #47 name]
25,0,2352341496,3465720,16,オスマンの店,267,炎の小箱,268,爆炎の小箱,269,氷の小箱,270,凍結の小箱,271,風の小箱,272,竜巻の小箱,273,雷の小箱,274,稲妻の小箱,275,回復の小箱,276,回復の玉手箱,278,沈黙の小箱,279,混乱の小箱,280,脱力の小箱,281,睡眠の小箱,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
26,0,2352341512,3465736,20,アルキュミス薬局,240,サプの葉,241,サプガンの葉,242,サプハネの葉,243,サプヤクの葉,244,Ж樹の玉,245,Ж樹の大玉,249,キュアリン草,250,ライ雑草,251,ライゾリン草,252,アパコンデ,253,クイコンデ,254,リゲコンデ,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
27,0,2352341512,3465736,20,アルキュミス薬局,240,サプの葉,241,サプガンの葉,242,サプハネの葉,243,サプヤクの葉,244,Ж樹の玉,245,Ж樹の大玉,249,キュアリン草,250,ライ雑草,251,ライゾリン草,252,アパコンデ,253,クイコンデ,254,リゲコンデ,260,パワワの種,261,ウィルの種,262,ストレの種,264,スピィの種,265,ヒトポの種,266,コジポの種,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
28,0,2352341532,3465756,20,武器の店ムハマド,6,斬鉄のカトラス,65,ナスル式短銃,101,ナスル軍服,102,キャラバンの服,103,高貴なローブ,219,ウォーターパイプ,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
29,0,2352341552,3465776,20,カリハリの道具屋,241,サプガンの葉,242,サプハネの葉,244,Ж樹の玉,252,アパコンデ,253,クイコンデ,254,リゲコンデ,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
30,0,2352341572,3465796,20,船装備の店バック,406,新鋭主砲,416,１０インチ副砲改,424,イーグル魚雷,442,赤き船首像,463,複合装甲板,471,システムキッチン,491,硬修復材,494,ギアグリス,497,アパワックス,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
31,0,2352341592,3465816,16,バザーの武器屋,197,アフロのかつら,198,シモンの覆面,199,クルルのバンダナ,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
32,0,2352341608,3465832,16,バザーの道具屋,240,サプの葉,245,Ж樹の大玉,249,キュアリン草,290,チョム,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
33,0,2352341324,3465548,20,謎のさすらい商人,220,防寒断熱帽,221,アンバランス,269,氷の小箱,278,沈黙の小箱,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
34,0,2352341624,3465848,16,砂漠の交易商人,3,提督のカトラス,26,希望の翼,104,プレミアシャツ,105,歴戦の鎧,106,伝説のローブ,176,ビゴロチョーカー,177,提督の肩章,205,暗視ゴーグル,242,サプハネの葉,244,Ж樹の玉,245,Ж樹の大玉,249,キュアリン草,406,新鋭主砲,416,１０インチ副砲改,424,イーグル魚雷,442,赤き船首像,463,複合装甲板,491,硬修復材,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
35,0,2352341640,3465864,20,カンザンの船の店,407,ヤマトダマシイ,418,３尺副砲,419,５尺副砲,426,大蛇の魚雷,446,青き神鳥の船首像,474,床の間,482,特大爆弾,491,硬修復材,494,ギアグリス,502,舵のグリス,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
36,0,2352341660,3465884,20,武器のジットク軒,14,モノノフの剣,24,勾玉の投刃,63,青斬刀,107,鎖かたびら,108,ソランチュの服,109,高僧の袈裟,165,宝珠の指輪,202,花かんざし,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
37,0,2352341680,3465904,16,道具のトメ屋,242,サプハネの葉,243,サプヤクの葉,244,Ж樹の玉,245,Ж樹の大玉,250,ライ雑草,251,ライゾリン草,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
38,0,2352341696,3465920,16,闇の船装備商船,403,重主砲Ｇ型,412,５インチ副砲,422,バッファロー魚雷,441,鳥の船首像,452,ボアアップキット,472,床暖房,482,特大爆弾,491,硬修復材,494,ギアグリス,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
39,0,2352341712,3465936,12,ベルの店,408,古の主砲,436,ウェブガン,428,ホエール魚雷,447,女神の船首像,454,エアインテーク,477,シャンデリア,483,巨大爆弾,493,完全修復材,502,舵のグリス,503,機関オイル,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
