Entry ID,[Filter],Initiative,Magic EXP,Enemy #0 ID,[JP enemy #0 name],Enemy #1 ID,[JP enemy #1 name],Enemy #2 ID,[JP enemy #2 name],Enemy #3 ID,[JP enemy #3 name],Enemy #4 ID,[JP enemy #4 name],Enemy #5 ID,[JP enemy #5 name],Enemy #6 ID,[JP enemy #6 name],Enemy #7 ID,[JP enemy #7 name]
4,A099A_02EP.BIN,29,1,19,ユールマラー,19,ユールマラー,19,ユールマラー,255,None,255,None,255,None,255,None,255,None
5,A099A_02EP.BIN,24,1,19,ユールマラー,19,ユールマラー,19,ユールマラー,19,ユールマラー,19,ユールマラー,255,None,255,None,255,None
6,A099A_02EP.BIN,44,1,18,セベスク,3,マロッカ,3,マロッカ,3,マロッカ,255,None,255,None,255,None,255,None
7,A099A_02EP.BIN,44,1,18,セベスク,3,マロッカ,3,マロッカ,3,マロッカ,3,マロッカ,3,マロッカ,255,None,255,None
8,A099A_02EP.BIN,44,1,18,セベスク,18,セベスク,3,マロッカ,3,マロッカ,255,None,255,None,255,None,255,None
9,A099A_02EP.BIN,34,1,19,ユールマラー,3,マロッカ,3,マロッカ,255,None,255,None,255,None,255,None,255,None
10,A099A_02EP.BIN,34,1,19,ユールマラー,3,マロッカ,3,マロッカ,3,マロッカ,3,マロッカ,255,None,255,None,255,None
11,A099A_02EP.BIN,34,1,19,ユールマラー,19,ユールマラー,3,マロッカ,3,マロッカ,255,None,255,None,255,None,255,None
12,A099A_02EP.BIN,44,1,4,アーアペプ,18,セベスク,18,セベスク,255,None,255,None,255,None,255,None,255,None
13,A099A_02EP.BIN,44,1,4,アーアペプ,18,セベスク,18,セベスク,18,セベスク,255,None,255,None,255,None,255,None
14,A099A_02EP.BIN,34,1,4,アーアペプ,19,ユールマラー,255,None,255,None,255,None,255,None,255,None,255,None
15,A099A_02EP.BIN,24,1,4,アーアペプ,4,アーアペプ,19,ユールマラー,19,ユールマラー,255,None,255,None,255,None,255,None
16,A099A_02EP.BIN,39,1,18,セベスク,19,ユールマラー,255,None,255,None,255,None,255,None,255,None,255,None
17,A099A_02EP.BIN,39,1,18,セベスク,18,セベスク,19,ユールマラー,255,None,255,None,255,None,255,None,255,None
18,A099A_02EP.BIN,29,1,18,セベスク,18,セベスク,18,セベスク,19,ユールマラー,255,None,255,None,255,None,255,None
19,A099A_02EP.BIN,29,1,18,セベスク,18,セベスク,19,ユールマラー,19,ユールマラー,255,None,255,None,255,None,255,None
20,A099A_02EP.BIN,39,1,18,セベスク,19,ユールマラー,19,ユールマラー,255,None,255,None,255,None,255,None,255,None
21,A099A_02EP.BIN,24,1,18,セベスク,19,ユールマラー,19,ユールマラー,19,ユールマラー,19,ユールマラー,255,None,255,None,255,None
22,A099A_02EP.BIN,39,1,18,セベスク,19,ユールマラー,3,マロッカ,255,None,255,None,255,None,255,None,255,None
23,A099A_02EP.BIN,39,1,18,セベスク,19,ユールマラー,3,マロッカ,3,マロッカ,3,マロッカ,255,None,255,None,255,None
24,A099A_02EP.BIN,29,1,18,セベスク,18,セベスク,19,ユールマラー,3,マロッカ,3,マロッカ,255,None,255,None,255,None
25,A099A_02EP.BIN,29,1,18,セベスク,18,セベスク,19,ユールマラー,19,ユールマラー,3,マロッカ,255,None,255,None,255,None
26,A099A_02EP.BIN,39,1,18,セベスク,19,ユールマラー,4,アーアペプ,255,None,255,None,255,None,255,None,255,None
27,A099A_02EP.BIN,29,1,18,セベスク,18,セベスク,19,ユールマラー,4,アーアペプ,255,None,255,None,255,None,255,None
28,A099A_02EP.BIN,39,1,18,セベスク,19,ユールマラー,4,アーアペプ,4,アーアペプ,255,None,255,None,255,None,255,None
29,A099A_02EP.BIN,29,1,18,セベスク,19,ユールマラー,19,ユールマラー,4,アーアペプ,255,None,255,None,255,None,255,None
30,A099A_02EP.BIN,52,1,17,ツィツィ,17,ツィツィ,17,ツィツィ,255,None,255,None,255,None,255,None,255,None
31,A099A_02EP.BIN,52,1,17,ツィツィ,17,ツィツィ,17,ツィツィ,17,ツィツィ,17,ツィツィ,255,None,255,None,255,None
0,A099A_03EP.BIN,63,2,13,アスフール,13,アスフール,13,アスフール,13,アスフール,255,None,255,None,255,None,255,None
1,A099A_03EP.BIN,63,2,13,アスフール,13,アスフール,13,アスフール,13,アスフール,13,アスフール,13,アスフール,255,None,255,None
2,A099A_03EP.BIN,73,2,96,ロッキ,96,ロッキ,255,None,255,None,255,None,255,None,255,None,255,None
3,A099A_03EP.BIN,73,2,96,ロッキ,96,ロッキ,96,ロッキ,255,None,255,None,255,None,255,None,255,None
4,A099A_03EP.BIN,88,2,30,エルモック,255,None,255,None,255,None,255,None,255,None,255,None,255,None
5,A099A_03EP.BIN,88,2,30,エルモック,30,エルモック,30,エルモック,255,None,255,None,255,None,255,None,255,None
6,A099A_03EP.BIN,58,2,93,ヘベレル,93,ヘベレル,93,ヘベレル,255,None,255,None,255,None,255,None,255,None
7,A099A_03EP.BIN,58,2,93,ヘベレル,93,ヘベレル,93,ヘベレル,93,ヘベレル,255,None,255,None,255,None,255,None
8,A099A_03EP.BIN,29,2,19,ユールマラー,19,ユールマラー,19,ユールマラー,19,ユールマラー,19,ユールマラー,19,ユールマラー,19,ユールマラー,255,None
9,A099A_03EP.BIN,68,2,13,アスフール,96,ロッキ,255,None,255,None,255,None,255,None,255,None,255,None
10,A099A_03EP.BIN,58,2,13,アスフール,13,アスフール,13,アスフール,96,ロッキ,255,None,255,None,255,None,255,None
11,A099A_03EP.BIN,48,2,13,アスフール,13,アスフール,13,アスフール,13,アスフール,96,ロッキ,96,ロッキ,255,None,255,None
12,A099A_03EP.BIN,73,2,13,アスフール,13,アスフール,13,アスフール,30,エルモック,255,None,255,None,255,None,255,None
13,A099A_03EP.BIN,63,2,13,アスフール,13,アスフール,13,アスフール,13,アスフール,13,アスフール,30,エルモック,255,None,255,None
14,A099A_03EP.BIN,58,2,13,アスフール,13,アスフール,19,ユールマラー,19,ユールマラー,19,ユールマラー,19,ユールマラー,255,None,255,None
15,A099A_03EP.BIN,58,2,13,アスフール,93,ヘベレル,255,None,255,None,255,None,255,None,255,None,255,None
16,A099A_03EP.BIN,58,2,13,アスフール,13,アスフール,93,ヘベレル,93,ヘベレル,255,None,255,None,255,None,255,None
17,A099A_03EP.BIN,78,2,96,ロッキ,30,エルモック,255,None,255,None,255,None,255,None,255,None,255,None
18,A099A_03EP.BIN,78,2,96,ロッキ,96,ロッキ,30,エルモック,30,エルモック,255,None,255,None,255,None,255,None
19,A099A_03EP.BIN,68,2,96,ロッキ,93,ヘベレル,93,ヘベレル,255,None,255,None,255,None,255,None,255,None
20,A099A_03EP.BIN,68,2,96,ロッキ,93,ヘベレル,93,ヘベレル,93,ヘベレル,93,ヘベレル,255,None,255,None,255,None
21,A099A_03EP.BIN,68,2,96,ロッキ,19,ユールマラー,19,ユールマラー,19,ユールマラー,19,ユールマラー,255,None,255,None,255,None
22,A099A_03EP.BIN,68,2,30,エルモック,93,ヘベレル,93,ヘベレル,255,None,255,None,255,None,255,None,255,None
23,A099A_03EP.BIN,68,2,30,エルモック,30,エルモック,93,ヘベレル,93,ヘベレル,93,ヘベレル,93,ヘベレル,255,None,255,None
24,A099A_03EP.BIN,68,2,30,エルモック,19,ユールマラー,19,ユールマラー,19,ユールマラー,255,None,255,None,255,None,255,None
25,A099A_03EP.BIN,58,2,93,ヘベレル,93,ヘベレル,19,ユールマラー,19,ユールマラー,19,ユールマラー,19,ユールマラー,255,None,255,None
26,A099A_03EP.BIN,68,2,13,アスフール,96,ロッキ,30,エルモック,255,None,255,None,255,None,255,None,255,None
27,A099A_03EP.BIN,68,2,13,アスフール,13,アスフール,96,ロッキ,30,エルモック,255,None,255,None,255,None,255,None
28,A099A_03EP.BIN,63,2,13,アスフール,96,ロッキ,93,ヘベレル,255,None,255,None,255,None,255,None,255,None
29,A099A_03EP.BIN,63,2,13,アスフール,13,アスフール,96,ロッキ,96,ロッキ,93,ヘベレル,93,ヘベレル,255,None,255,None
30,A099A_03EP.BIN,58,2,13,アスフール,96,ロッキ,19,ユールマラー,19,ユールマラー,255,None,255,None,255,None,255,None
31,A099A_03EP.BIN,63,2,30,エルモック,93,ヘベレル,19,ユールマラー,19,ユールマラー,19,ユールマラー,19,ユールマラー,255,None,255,None
0,A099A_04EP.BIN,75,2,64,デモンヌール,64,デモンヌール,64,デモンヌール,255,None,255,None,255,None,255,None,255,None
1,A099A_04EP.BIN,75,2,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,255,None,255,None,255,None,255,None
2,A099A_04EP.BIN,70,2,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,255,None,255,None,255,None
3,A099A_04EP.BIN,65,2,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,255,None,255,None
4,A099A_04EP.BIN,60,2,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,255,None
5,A099A_04EP.BIN,80,2,64,デモンヌール,64,デモンヌール,30,エルモック,255,None,255,None,255,None,255,None,255,None
6,A099A_04EP.BIN,75,2,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,30,エルモック,255,None,255,None,255,None
7,A099A_04EP.BIN,80,2,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,30,エルモック,255,None
8,A099A_04EP.BIN,80,2,64,デモンヌール,64,デモンヌール,30,エルモック,30,エルモック,255,None,255,None,255,None,255,None
9,A099A_04EP.BIN,70,2,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,30,エルモック,30,エルモック,255,None,255,None
10,A099A_04EP.BIN,80,2,64,デモンヌール,64,デモンヌール,30,エルモック,30,エルモック,30,エルモック,255,None,255,None,255,None
11,A099A_04EP.BIN,70,2,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,30,エルモック,30,エルモック,30,エルモック,255,None
0,A099A_05EP.BIN,75,2,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,255,None,255,None,255,None,255,None
1,A099A_05EP.BIN,70,2,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,255,None,255,None,255,None
2,A099A_05EP.BIN,65,2,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,255,None,255,None
3,A099A_05EP.BIN,84,2,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,41,エルモンテ,255,None,255,None,255,None
4,A099A_05EP.BIN,84,2,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,41,エルモンテ,255,None
5,A099A_05EP.BIN,84,2,64,デモンヌール,64,デモンヌール,41,エルモンテ,41,エルモンテ,255,None,255,None,255,None,255,None
6,A099A_05EP.BIN,79,2,64,デモンヌール,64,デモンヌール,64,デモンヌール,64,デモンヌール,41,エルモンテ,41,エルモンテ,255,None,255,None
7,A099A_05EP.BIN,84,2,64,デモンヌール,64,デモンヌール,41,エルモンテ,41,エルモンテ,41,エルモンテ,255,None,255,None,255,None
8,A099A_05EP.BIN,104,2,41,エルモンテ,255,None,255,None,255,None,255,None,255,None,255,None,255,None
9,A099A_05EP.BIN,104,2,41,エルモンテ,41,エルモンテ,41,エルモンテ,255,None,255,None,255,None,255,None,255,None
10,A099A_05EP.BIN,84,2,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,255,None,255,None,255,None,255,None,255,None
11,A099A_05EP.BIN,84,2,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,255,None,255,None,255,None
12,A099A_05EP.BIN,74,2,36,ソピローテ,36,ソピローテ,255,None,255,None,255,None,255,None,255,None,255,None
13,A099A_05EP.BIN,74,2,36,ソピローテ,36,ソピローテ,36,ソピローテ,36,ソピローテ,255,None,255,None,255,None,255,None
14,A099A_05EP.BIN,79,2,90,キュキュ,90,キュキュ,90,キュキュ,90,キュキュ,90,キュキュ,255,None,255,None,255,None
15,A099A_05EP.BIN,79,2,90,キュキュ,90,キュキュ,90,キュキュ,90,キュキュ,90,キュキュ,90,キュキュ,90,キュキュ,255,None
16,A099A_05EP.BIN,84,2,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,41,エルモンテ,255,None,255,None,255,None
17,A099A_05EP.BIN,84,2,12,ギジェリガー,12,ギジェリガー,41,エルモンテ,41,エルモンテ,255,None,255,None,255,None,255,None
18,A099A_05EP.BIN,74,2,36,ソピローテ,36,ソピローテ,36,ソピローテ,41,エルモンテ,255,None,255,None,255,None,255,None
19,A099A_05EP.BIN,74,2,36,ソピローテ,36,ソピローテ,41,エルモンテ,41,エルモンテ,255,None,255,None,255,None,255,None
20,A099A_05EP.BIN,79,2,90,キュキュ,90,キュキュ,90,キュキュ,90,キュキュ,90,キュキュ,90,キュキュ,41,エルモンテ,255,None
21,A099A_05EP.BIN,79,2,90,キュキュ,90,キュキュ,90,キュキュ,90,キュキュ,41,エルモンテ,41,エルモンテ,255,None,255,None
22,A099A_05EP.BIN,79,2,12,ギジェリガー,12,ギジェリガー,36,ソピローテ,255,None,255,None,255,None,255,None,255,None
23,A099A_05EP.BIN,79,2,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,36,ソピローテ,255,None,255,None,255,None,255,None
24,A099A_05EP.BIN,79,2,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,36,ソピローテ,36,ソピローテ,255,None,255,None,255,None
25,A099A_05EP.BIN,79,2,12,ギジェリガー,12,ギジェリガー,36,ソピローテ,41,エルモンテ,255,None,255,None,255,None,255,None
26,A099A_05EP.BIN,79,2,12,ギジェリガー,12,ギジェリガー,36,ソピローテ,36,ソピローテ,41,エルモンテ,41,エルモンテ,255,None,255,None
27,A099A_05EP.BIN,79,2,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,36,ソピローテ,36,ソピローテ,41,エルモンテ,255,None,255,None
28,A099A_05EP.BIN,84,2,12,ギジェリガー,12,ギジェリガー,90,キュキュ,90,キュキュ,90,キュキュ,90,キュキュ,255,None,255,None
29,A099A_05EP.BIN,74,2,36,ソピローテ,90,キュキュ,90,キュキュ,90,キュキュ,90,キュキュ,90,キュキュ,255,None,255,None
30,A099A_05EP.BIN,79,2,12,ギジェリガー,36,ソピローテ,90,キュキュ,90,キュキュ,90,キュキュ,255,None,255,None,255,None
31,A099A_05EP.BIN,79,2,12,ギジェリガー,12,ギジェリガー,36,ソピローテ,90,キュキュ,90,キュキュ,90,キュキュ,90,キュキュ,255,None
0,A099A_06EP.BIN,104,2,41,エルモンテ,255,None,255,None,255,None,255,None,255,None,255,None,255,None
1,A099A_06EP.BIN,104,2,41,エルモンテ,41,エルモンテ,41,エルモンテ,255,None,255,None,255,None,255,None,255,None
2,A099A_06EP.BIN,84,2,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,255,None,255,None,255,None,255,None,255,None
3,A099A_06EP.BIN,84,2,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,255,None,255,None,255,None
4,A099A_06EP.BIN,74,2,36,ソピローテ,36,ソピローテ,255,None,255,None,255,None,255,None,255,None,255,None
5,A099A_06EP.BIN,74,2,36,ソピローテ,36,ソピローテ,36,ソピローテ,36,ソピローテ,255,None,255,None,255,None,255,None
6,A099A_06EP.BIN,91,2,92,ランギット,92,ランギット,92,ランギット,92,ランギット,255,None,255,None,255,None,255,None
7,A099A_06EP.BIN,91,2,92,ランギット,92,ランギット,92,ランギット,92,ランギット,92,ランギット,255,None,255,None,255,None
8,A099A_06EP.BIN,91,2,92,ランギット,92,ランギット,92,ランギット,92,ランギット,92,ランギット,92,ランギット,255,None,255,None
9,A099A_06EP.BIN,84,2,12,ギジェリガー,12,ギジェリガー,41,エルモンテ,41,エルモンテ,255,None,255,None,255,None,255,None
10,A099A_06EP.BIN,74,2,36,ソピローテ,36,ソピローテ,41,エルモンテ,41,エルモンテ,255,None,255,None,255,None,255,None
11,A099A_06EP.BIN,91,2,92,ランギット,92,ランギット,92,ランギット,92,ランギット,41,エルモンテ,41,エルモンテ,255,None,255,None
12,A099A_06EP.BIN,79,2,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,36,ソピローテ,255,None,255,None,255,None,255,None
13,A099A_06EP.BIN,79,2,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,36,ソピローテ,36,ソピローテ,255,None,255,None
14,A099A_06EP.BIN,91,2,12,ギジェリガー,92,ランギット,92,ランギット,92,ランギット,255,None,255,None,255,None,255,None
15,A099A_06EP.BIN,91,2,12,ギジェリガー,12,ギジェリガー,92,ランギット,92,ランギット,92,ランギット,92,ランギット,255,None,255,None
16,A099A_06EP.BIN,81,2,36,ソピローテ,92,ランギット,92,ランギット,92,ランギット,255,None,255,None,255,None,255,None
17,A099A_06EP.BIN,81,2,36,ソピローテ,92,ランギット,92,ランギット,92,ランギット,92,ランギット,92,ランギット,255,None,255,None
18,A099A_06EP.BIN,79,2,12,ギジェリガー,12,ギジェリガー,36,ソピローテ,41,エルモンテ,255,None,255,None,255,None,255,None
19,A099A_06EP.BIN,79,2,12,ギジェリガー,92,ランギット,92,ランギット,92,ランギット,92,ランギット,41,エルモンテ,255,None,255,None
20,A099A_06EP.BIN,81,2,36,ソピローテ,92,ランギット,92,ランギット,41,エルモンテ,255,None,255,None,255,None,255,None
21,A099A_06EP.BIN,91,2,12,ギジェリガー,36,ソピローテ,92,ランギット,92,ランギット,255,None,255,None,255,None,255,None
22,A099A_06EP.BIN,91,2,12,ギジェリガー,12,ギジェリガー,36,ソピローテ,92,ランギット,92,ランギット,92,ランギット,255,None,255,None
23,A099A_06EP.BIN,86,2,40,ラフレシア,40,ラフレシア,255,None,255,None,255,None,255,None,255,None,255,None
24,A099A_06EP.BIN,81,2,40,ラフレシア,40,ラフレシア,40,ラフレシア,255,None,255,None,255,None,255,None,255,None
25,A099A_06EP.BIN,96,2,40,ラフレシア,41,エルモンテ,41,エルモンテ,255,None,255,None,255,None,255,None,255,None
26,A099A_06EP.BIN,86,2,40,ラフレシア,12,ギジェリガー,12,ギジェリガー,12,ギジェリガー,255,None,255,None,255,None,255,None
27,A099A_06EP.BIN,86,2,40,ラフレシア,40,ラフレシア,12,ギジェリガー,12,ギジェリガー,255,None,255,None,255,None,255,None
28,A099A_06EP.BIN,86,2,40,ラフレシア,36,ソピローテ,36,ソピローテ,255,None,255,None,255,None,255,None,255,None
29,A099A_06EP.BIN,86,2,40,ラフレシア,40,ラフレシア,36,ソピローテ,36,ソピローテ,255,None,255,None,255,None,255,None
30,A099A_06EP.BIN,86,2,40,ラフレシア,92,ランギット,92,ランギット,255,None,255,None,255,None,255,None,255,None
31,A099A_06EP.BIN,86,2,40,ラフレシア,92,ランギット,92,ランギット,92,ランギット,92,ランギット,255,None,255,None,255,None
0,A099A_07EP.BIN,99,2,107,ワーン,107,ワーン,107,ワーン,107,ワーン,255,None,255,None,255,None,255,None
1,A099A_07EP.BIN,99,2,107,ワーン,107,ワーン,107,ワーン,107,ワーン,107,ワーン,107,ワーン,255,None,255,None
2,A099A_07EP.BIN,109,2,97,キクシック,97,キクシック,255,None,255,None,255,None,255,None,255,None,255,None
3,A099A_07EP.BIN,109,2,97,キクシック,97,キクシック,97,キクシック,255,None,255,None,255,None,255,None,255,None
4,A099A_07EP.BIN,124,2,109,イエルモー,255,None,255,None,255,None,255,None,255,None,255,None,255,None
5,A099A_07EP.BIN,124,2,109,イエルモー,109,イエルモー,109,イエルモー,255,None,255,None,255,None,255,None,255,None
6,A099A_07EP.BIN,104,2,109,イエルモー,109,イエルモー,109,イエルモー,109,イエルモー,109,イエルモー,109,イエルモー,109,イエルモー,255,None
7,A099A_07EP.BIN,104,2,95,ケベスク,95,ケベスク,255,None,255,None,255,None,255,None,255,None,255,None
