Entry ID,[Filter],[Enemy ID],[JP Enemy Name],Instr. Type ID,[Instr. Type Name],Instr. ID,[Instr. Name],Instr. Param. ID,[Instr. Param. Name]
10,*,8,レトモニケ,0,Branch,26,???,15,???
11,*,8,レトモニケ,0,Branch,30,???,16,???
12,*,8,レトモニケ,0,Branch,24,???,16,???
13,*,8,レトモニケ,0,Branch,30,???,9,???
14,*,8,レトモニケ,1,Action,550,Attack,1,Common character
15,*,8,レトモニケ,1,Action,551,Guard,-1,None
16,*,8,レトモニケ,1,Action,552,Run,-1,None
1,*,9,レイチア,0,Branch,44,???,3,???
2,*,9,レイチア,0,Branch,30,???,4,???
3,*,9,レイチア,0,Branch,29,???,16,???
4,*,9,レイチア,0,Branch,2,???,12,???
5,*,9,レイチア,0,Branch,4,???,7,???
6,*,9,レイチア,0,Branch,30,???,9,???
7,*,9,レイチア,0,Branch,29,???,14,???
8,*,9,レイチア,0,Branch,30,???,16,???
9,*,9,レイチア,0,Branch,27,???,14,???
10,*,9,レイチア,0,Branch,24,???,15,???
11,*,9,レイチア,0,Branch,30,???,16,???
12,*,9,レイチア,0,Branch,25,???,16,???
13,*,9,レイチア,0,Branch,30,???,9,???
14,*,9,レイチア,1,Action,550,Attack,1,Common character
15,*,9,レイチア,1,Action,551,Guard,-1,None
16,*,9,レイチア,1,Action,552,Run,-1,None
1,*,10,カイライ,0,Branch,21,???,3,???
2,*,10,カイライ,1,Action,550,Attack,1,Common character
3,*,10,カイライ,1,Action,551,Guard,-1,None
1,*,11,フォカラルガ,0,Branch,33,???,3,???
2,*,11,フォカラルガ,0,Branch,22,???,9,???
3,*,11,フォカラルガ,0,Branch,35,???,5,???
4,*,11,フォカラルガ,0,Branch,22,???,8,???
5,*,11,フォカラルガ,0,Branch,21,???,7,???
6,*,11,フォカラルガ,1,Action,550,Attack,2,Random character
7,*,11,フォカラルガ,1,Action,551,Guard,-1,None
8,*,11,フォカラルガ,1,Action,503,パニカ,14,Character without Confusion
9,*,11,フォカラルガ,1,Action,527,グラシィ,2,Random character
1,*,12,ギジェリガー,0,Branch,44,???,3,???
2,*,12,ギジェリガー,0,Branch,30,???,4,???
3,*,12,ギジェリガー,0,Branch,27,???,28,???
4,*,12,ギジェリガー,0,Branch,17,???,20,???
5,*,12,ギジェリガー,0,Branch,36,???,16,???
6,*,12,ギジェリガー,0,Branch,11,???,8,???
7,*,12,ギジェリガー,0,Branch,30,???,9,???
8,*,12,ギジェリガー,0,Branch,23,???,24,???
9,*,12,ギジェリガー,0,Branch,12,???,11,???
10,*,12,ギジェリガー,0,Branch,30,???,12,???
11,*,12,ギジェリガー,0,Branch,21,???,24,???
12,*,12,ギジェリガー,0,Branch,22,???,25,???
13,*,12,ギジェリガー,0,Branch,27,???,23,???
14,*,12,ギジェリガー,0,Branch,25,???,26,???
15,*,12,ギジェリガー,0,Branch,30,???,27,???
16,*,12,ギジェリガー,0,Branch,25,???,23,???
17,*,12,ギジェリガー,0,Branch,24,???,26,???
18,*,12,ギジェリガー,0,Branch,26,???,27,???
19,*,12,ギジェリガー,0,Branch,30,???,28,???
20,*,12,ギジェリガー,0,Branch,24,???,26,???
21,*,12,ギジェリガー,0,Branch,25,???,27,???
22,*,12,ギジェリガー,0,Branch,30,???,28,???
23,*,12,ギジェリガー,1,Action,550,Attack,2,Random character
24,*,12,ギジェリガー,1,Action,513,クイッカ,-1,None
25,*,12,ギジェリガー,1,Action,512,スリーパ,16,Character without Sleep
26,*,12,ギジェリガー,1,Action,62,仲間を呼ぶ,-1,None
27,*,12,ギジェリガー,1,Action,107,仲間を呼ぶ,-1,None
28,*,12,ギジェリガー,1,Action,552,Run,-1,None
1,*,13,アスフール,0,Branch,44,???,3,???
2,*,13,アスフール,0,Branch,30,???,4,???
3,*,13,アスフール,0,Branch,27,???,15,???
4,*,13,アスフール,0,Branch,25,???,13,???
5,*,13,アスフール,0,Branch,24,???,8,???
6,*,13,アスフール,0,Branch,27,???,11,???
7,*,13,アスフール,0,Branch,30,???,14,???
8,*,13,アスフール,0,Branch,25,???,16,???
9,*,13,アスフール,0,Branch,24,???,17,???
10,*,13,アスフール,0,Branch,30,???,18,???
11,*,13,アスフール,0,Branch,35,???,20,???
12,*,13,アスフール,0,Branch,30,???,19,???
13,*,13,アスフール,1,Action,550,Attack,2,Random character
14,*,13,アスフール,1,Action,551,Guard,-1,None
15,*,13,アスフール,1,Action,552,Run,-1,None
16,*,13,アスフール,1,Action,200,仲間を呼ぶ,-1,None
17,*,13,アスフール,1,Action,201,仲間を呼ぶ,-1,None
18,*,13,アスフール,1,Action,108,仲間を呼ぶ,-1,None
19,*,13,アスフール,1,Action,517,ジェダ,2,Random character
20,*,13,アスフール,1,Action,100,Ж術？,-1,None
1,*,14,盗掘者シモン,0,Branch,11,???,4,???
2,*,14,盗掘者シモン,0,Branch,12,???,6,???
3,*,14,盗掘者シモン,0,Branch,30,???,8,???
4,*,14,盗掘者シモン,0,Branch,27,???,14,???
5,*,14,盗掘者シモン,0,Branch,30,???,15,???
6,*,14,盗掘者シモン,0,Branch,50,???,14,???
7,*,14,盗掘者シモン,0,Branch,30,???,15,???
8,*,14,盗掘者シモン,0,Branch,50,???,11,???
9,*,14,盗掘者シモン,0,Branch,23,???,14,???
10,*,14,盗掘者シモン,0,Branch,30,???,15,???
11,*,14,盗掘者シモン,0,Branch,27,???,14,???
12,*,14,盗掘者シモン,0,Branch,26,???,15,???
13,*,14,盗掘者シモン,0,Branch,30,???,16,???
14,*,14,盗掘者シモン,1,Action,550,Attack,4,Character with least HP
15,*,14,盗掘者シモン,1,Action,22,発破,2,Random character
16,*,14,盗掘者シモン,1,Action,551,Guard,-1,None
1,*,15,ヌール,0,Branch,44,???,3,???
2,*,15,ヌール,0,Branch,30,???,4,???
3,*,15,ヌール,0,Branch,28,???,16,???
4,*,15,ヌール,0,Branch,0,???,7,???
5,*,15,ヌール,0,Branch,46,???,7,???
6,*,15,ヌール,0,Branch,29,???,15,???
7,*,15,ヌール,0,Branch,9,???,11,???
8,*,15,ヌール,0,Branch,27,???,14,???
9,*,15,ヌール,0,Branch,28,???,16,???
10,*,15,ヌール,0,Branch,30,???,17,???
11,*,15,ヌール,0,Branch,27,???,14,???
12,*,15,ヌール,0,Branch,28,???,15,???
13,*,15,ヌール,0,Branch,30,???,17,???
14,*,15,ヌール,1,Action,550,Attack,1,Common character
15,*,15,ヌール,1,Action,210,ＨＰ吸収,3,Character with most HP
16,*,15,ヌール,1,Action,552,Run,-1,None
17,*,15,ヌール,1,Action,551,Guard,-1,None
1,*,16,モクズ,0,Branch,45,???,3,???
2,*,16,モクズ,0,Branch,30,???,4,???
3,*,16,モクズ,0,Branch,26,???,16,???
4,*,16,モクズ,0,Branch,44,???,6,???
5,*,16,モクズ,0,Branch,30,???,7,???
6,*,16,モクズ,0,Branch,23,???,16,???
7,*,16,モクズ,0,Branch,11,???,10,???
8,*,16,モクズ,0,Branch,12,???,10,???
9,*,16,モクズ,0,Branch,30,???,12,???
10,*,16,モクズ,0,Branch,22,???,17,???
11,*,16,モクズ,0,Branch,22,???,18,???
12,*,16,モクズ,0,Branch,27,???,15,???
13,*,16,モクズ,0,Branch,25,???,19,???
14,*,16,モクズ,0,Branch,30,???,20,???
15,*,16,モクズ,1,Action,550,Attack,2,Random character
16,*,16,モクズ,1,Action,552,Run,-1,None
17,*,16,モクズ,1,Action,504,ダウナ,17,Character without Weak
18,*,16,モクズ,1,Action,511,プワゾーク,-1,None
19,*,16,モクズ,1,Action,100,Ж術？,-1,None
20,*,16,モクズ,1,Action,551,Guard,-1,None
1,*,17,ツィツィ,0,Branch,44,???,3,???
2,*,17,ツィツィ,0,Branch,30,???,4,???
3,*,17,ツィツィ,0,Branch,24,???,12,???
4,*,17,ツィツィ,0,Branch,0,???,7,???
5,*,17,ツィツィ,0,Branch,46,???,7,???
6,*,17,ツィツィ,0,Branch,25,???,13,???
7,*,17,ツィツィ,0,Branch,33,???,9,???
8,*,17,ツィツィ,0,Branch,24,???,14,???
9,*,17,ツィツィ,0,Branch,21,???,12,???
10,*,17,ツィツィ,0,Branch,21,???,15,???
11,*,17,ツィツィ,1,Action,550,Attack,2,Random character
12,*,17,ツィツィ,1,Action,552,Run,-1,None
13,*,17,ツィツィ,1,Action,211,ＨＰ吸収,3,Character with most HP
14,*,17,ツィツィ,1,Action,532,ボルタ,2,Random character
15,*,17,ツィツィ,1,Action,551,Guard,-1,None
1,*,18,セベスク,0,Branch,44,???,3,???
2,*,18,セベスク,0,Branch,30,???,4,???
3,*,18,セベスク,0,Branch,24,???,13,???
4,*,18,セベスク,0,Branch,40,???,15,???
5,*,18,セベスク,0,Branch,11,???,7,???
6,*,18,セベスク,0,Branch,30,???,8,???
7,*,18,セベスク,0,Branch,25,???,14,???
8,*,18,セベスク,0,Branch,27,???,11,???
9,*,18,セベスク,0,Branch,27,???,12,???
10,*,18,セベスク,0,Branch,30,???,13,???
11,*,18,セベスク,1,Action,550,Attack,2,Random character
12,*,18,セベスク,1,Action,551,Guard,-1,None
13,*,18,セベスク,1,Action,552,Run,-1,None
14,*,18,セベスク,1,Action,20,ためる,-1,None
15,*,18,セベスク,1,Action,170,針千本,2,Random character
1,*,19,ユールマラー,0,Branch,45,???,3,???
2,*,19,ユールマラー,0,Branch,30,???,4,???
3,*,19,ユールマラー,0,Branch,24,???,7,???
4,*,19,ユールマラー,0,Branch,21,???,7,???
5,*,19,ユールマラー,0,Branch,21,???,8,???
6,*,19,ユールマラー,1,Action,550,Attack,1,Common character
7,*,19,ユールマラー,1,Action,552,Run,-1,None
8,*,19,ユールマラー,1,Action,551,Guard,-1,None
1,*,20,イルドゥス,0,Branch,44,???,3,???
2,*,20,イルドゥス,0,Branch,30,???,4,???
3,*,20,イルドゥス,0,Branch,28,???,16,???
4,*,20,イルドゥス,0,Branch,2,???,12,???
5,*,20,イルドゥス,0,Branch,4,???,7,???
6,*,20,イルドゥス,0,Branch,30,???,9,???
7,*,20,イルドゥス,0,Branch,28,???,14,???
8,*,20,イルドゥス,0,Branch,30,???,15,???
9,*,20,イルドゥス,0,Branch,26,???,14,???
10,*,20,イルドゥス,0,Branch,26,???,15,???
11,*,20,イルドゥス,0,Branch,30,???,16,???
12,*,20,イルドゥス,0,Branch,24,???,16,???
13,*,20,イルドゥス,0,Branch,30,???,9,???
14,*,20,イルドゥス,1,Action,550,Attack,1,Common character
15,*,20,イルドゥス,1,Action,551,Guard,-1,None
16,*,20,イルドゥス,1,Action,552,Run,-1,None
1,*,21,ベルクロード,0,Branch,36,???,9,???
2,*,21,ベルクロード,0,Branch,11,???,4,???
3,*,21,ベルクロード,0,Branch,30,???,5,???
4,*,21,ベルクロード,0,Branch,22,???,15,???
5,*,21,ベルクロード,0,Branch,12,???,7,???
6,*,21,ベルクロード,0,Branch,30,???,8,???
7,*,21,ベルクロード,0,Branch,21,???,15,???
8,*,21,ベルクロード,0,Branch,22,???,16,???
9,*,21,ベルクロード,0,Branch,27,???,13,???
10,*,21,ベルクロード,0,Branch,25,???,14,???
11,*,21,ベルクロード,0,Branch,25,???,17,???
12,*,21,ベルクロード,0,Branch,30,???,18,???
13,*,21,ベルクロード,1,Action,550,Attack,2,Random character
14,*,21,ベルクロード,1,Action,551,Guard,-1,None
15,*,21,ベルクロード,1,Action,501,アポス,-1,None
16,*,21,ベルクロード,1,Action,510,プワザ,16,Character without Sleep
17,*,21,ベルクロード,1,Action,88,仲間を呼ぶ,-1,None
18,*,21,ベルクロード,1,Action,115,仲間を呼ぶ,-1,None
1,*,22,ベルハウンド,0,Branch,36,???,9,???
2,*,22,ベルハウンド,0,Branch,11,???,4,???
3,*,22,ベルハウンド,0,Branch,30,???,5,???
4,*,22,ベルハウンド,0,Branch,22,???,15,???
5,*,22,ベルハウンド,0,Branch,12,???,7,???
6,*,22,ベルハウンド,0,Branch,30,???,8,???
7,*,22,ベルハウンド,0,Branch,21,???,15,???
8,*,22,ベルハウンド,0,Branch,22,???,16,???
9,*,22,ベルハウンド,0,Branch,27,???,13,???
10,*,22,ベルハウンド,0,Branch,25,???,14,???
11,*,22,ベルハウンド,0,Branch,25,???,17,???
12,*,22,ベルハウンド,0,Branch,30,???,18,???
13,*,22,ベルハウンド,1,Action,550,Attack,2,Random character
14,*,22,ベルハウンド,1,Action,551,Guard,-1,None
15,*,22,ベルハウンド,1,Action,501,アポス,-1,None
16,*,22,ベルハウンド,1,Action,510,プワザ,16,Character without Sleep
17,*,22,ベルハウンド,1,Action,89,仲間を呼ぶ,-1,None
18,*,22,ベルハウンド,1,Action,115,仲間を呼ぶ,-1,None
1,*,23,ガトー,0,Branch,45,???,3,???
2,*,23,ガトー,0,Branch,30,???,4,???
3,*,23,ガトー,0,Branch,26,???,13,???
4,*,23,ガトー,0,Branch,44,???,6,???
5,*,23,ガトー,0,Branch,30,???,7,???
6,*,23,ガトー,0,Branch,23,???,13,???
7,*,23,ガトー,0,Branch,11,???,10,???
8,*,23,ガトー,0,Branch,29,???,12,???
9,*,23,ガトー,0,Branch,30,???,13,???
10,*,23,ガトー,0,Branch,23,???,14,???
11,*,23,ガトー,0,Branch,21,???,15,???
12,*,23,ガトー,1,Action,550,Attack,2,Random character
13,*,23,ガトー,1,Action,552,Run,-1,None
14,*,23,ガトー,1,Action,513,クイッカ,-1,None
15,*,23,ガトー,1,Action,551,Guard,-1,None
1,*,24,デシェレト,0,Branch,41,???,9,???
2,*,24,デシェレト,0,Branch,2,???,7,???
3,*,24,デシェレト,0,Branch,5,???,8,???
4,*,24,デシェレト,0,Branch,1,???,8,???
5,*,24,デシェレト,0,Branch,24,???,8,???
6,*,24,デシェレト,0,Branch,21,???,10,???
7,*,24,デシェレト,1,Action,550,Attack,1,Common character
8,*,24,デシェレト,1,Action,47,カタカタ震える,-1,None
9,*,24,デシェレト,1,Action,180,ファラオの業火,1,Common character
10,*,24,デシェレト,1,Action,551,Guard,-1,None
1,*,25,イアールト,0,Branch,33,???,5,???
2,*,25,イアールト,0,Branch,28,???,9,???
3,*,25,イアールト,0,Branch,25,???,10,???
4,*,25,イアールト,0,Branch,30,???,13,???
5,*,25,イアールト,0,Branch,26,???,9,???
6,*,25,イアールト,0,Branch,25,???,11,???
7,*,25,イアールト,0,Branch,25,???,13,???
8,*,25,イアールト,0,Branch,30,???,12,???
9,*,25,イアールト,1,Action,550,Attack,2,Random character
10,*,25,イアールト,1,Action,523,バーナ,-1,None
11,*,25,イアールト,1,Action,100,Ж術？,-1,None
12,*,25,イアールト,1,Action,552,Run,-1,None
13,*,25,イアールト,1,Action,551,Guard,-1,None
1,*,26,パラミス,0,Branch,44,???,3,???
2,*,26,パラミス,0,Branch,30,???,4,???
3,*,26,パラミス,0,Branch,29,???,16,???
4,*,26,パラミス,0,Branch,2,???,12,???
5,*,26,パラミス,0,Branch,4,???,7,???
6,*,26,パラミス,0,Branch,30,???,9,???
7,*,26,パラミス,0,Branch,29,???,14,???
8,*,26,パラミス,0,Branch,30,???,16,???
9,*,26,パラミス,0,Branch,27,???,14,???
10,*,26,パラミス,0,Branch,24,???,15,???
11,*,26,パラミス,0,Branch,30,???,16,???
12,*,26,パラミス,0,Branch,25,???,16,???
13,*,26,パラミス,0,Branch,30,???,9,???
14,*,26,パラミス,1,Action,550,Attack,1,Common character
15,*,26,パラミス,1,Action,551,Guard,-1,None
16,*,26,パラミス,1,Action,552,Run,-1,None
1,*,27,コロガス,0,Branch,17,???,15,???
2,*,27,コロガス,0,Branch,36,???,10,???
3,*,27,コロガス,0,Branch,22,???,19,???
4,*,27,コロガス,0,Branch,23,???,20,???
5,*,27,コロガス,0,Branch,24,???,18,???
6,*,27,コロガス,0,Branch,24,???,21,???
7,*,27,コロガス,0,Branch,24,???,22,???
8,*,27,コロガス,0,Branch,25,???,23,???
9,*,27,コロガス,0,Branch,30,???,24,???
10,*,27,コロガス,0,Branch,25,???,18,???
11,*,27,コロガス,0,Branch,24,???,21,???
12,*,27,コロガス,0,Branch,26,???,22,???
13,*,27,コロガス,0,Branch,25,???,23,???
14,*,27,コロガス,0,Branch,30,???,24,???
15,*,27,コロガス,0,Branch,24,???,21,???
16,*,27,コロガス,0,Branch,25,???,22,???
17,*,27,コロガス,0,Branch,30,???,23,???
18,*,27,コロガス,1,Action,550,Attack,2,Random character
19,*,27,コロガス,1,Action,504,ダウナ,17,Character without Weak
20,*,27,コロガス,1,Action,512,スリーパ,16,Character without Sleep
21,*,27,コロガス,1,Action,28,仲間を呼ぶ,-1,None
22,*,27,コロガス,1,Action,110,仲間を呼ぶ,-1,None
23,*,27,コロガス,1,Action,552,Run,-1,None
24,*,27,コロガス,1,Action,551,Guard,-1,None
1,*,28,マータ,0,Branch,26,???,4,???
2,*,28,マータ,0,Branch,28,???,5,???
3,*,28,マータ,0,Branch,30,???,6,???
4,*,28,マータ,1,Action,550,Attack,1,Common character
5,*,28,マータ,1,Action,15,石化ブレス,13,Character without Stone
6,*,28,マータ,1,Action,551,Guard,-1,None
1,*,29,エルモ,0,Branch,1,???,9,???
2,*,29,エルモ,0,Branch,25,???,9,???
3,*,29,エルモ,0,Branch,24,???,7,???
4,*,29,エルモ,0,Branch,23,???,8,???
5,*,29,エルモ,0,Branch,33,???,11,???
6,*,29,エルモ,0,Branch,30,???,10,???
7,*,29,エルモ,1,Action,550,Attack,2,Random character
8,*,29,エルモ,1,Action,551,Guard,-1,None
9,*,29,エルモ,1,Action,552,Run,-1,None
10,*,29,エルモ,1,Action,523,バーナ,-1,None
11,*,29,エルモ,1,Action,100,Ж術？,-1,None
1,*,30,エルモック,0,Branch,1,???,11,???
2,*,30,エルモック,0,Branch,25,???,11,???
3,*,30,エルモック,0,Branch,11,???,5,???
4,*,30,エルモック,0,Branch,30,???,6,???
5,*,30,エルモック,0,Branch,25,???,12,???
6,*,30,エルモック,0,Branch,25,???,9,???
7,*,30,エルモック,0,Branch,25,???,10,???
8,*,30,エルモック,0,Branch,30,???,13,???
9,*,30,エルモック,1,Action,550,Attack,2,Random character
10,*,30,エルモック,1,Action,551,Guard,-1,None
11,*,30,エルモック,1,Action,552,Run,-1,None
12,*,30,エルモック,1,Action,500,アパ,11,Enemy without Strengthen
13,*,30,エルモック,1,Action,100,Ж術？,-1,None
1,*,31,ヘムヘム,0,Branch,44,???,3,???
2,*,31,ヘムヘム,0,Branch,30,???,4,???
3,*,31,ヘムヘム,0,Branch,28,???,16,???
4,*,31,ヘムヘム,0,Branch,17,???,10,???
5,*,31,ヘムヘム,0,Branch,25,???,13,???
6,*,31,ヘムヘム,0,Branch,25,???,14,???
7,*,31,ヘムヘム,0,Branch,26,???,15,???
8,*,31,ヘムヘム,0,Branch,25,???,16,???
9,*,31,ヘムヘム,0,Branch,30,???,17,???
10,*,31,ヘムヘム,0,Branch,25,???,14,???
11,*,31,ヘムヘム,0,Branch,25,???,15,???
12,*,31,ヘムヘム,0,Branch,30,???,16,???
13,*,31,ヘムヘム,1,Action,550,Attack,2,Random character
14,*,31,ヘムヘム,1,Action,29,仲間を呼ぶ,-1,None
15,*,31,ヘムヘム,1,Action,98,仲間を呼ぶ,-1,None
16,*,31,ヘムヘム,1,Action,552,Run,-1,None
17,*,31,ヘムヘム,1,Action,551,Guard,-1,None
1,*,32,調査兵,0,Branch,21,???,5,???
2,*,32,調査兵,0,Branch,23,???,4,???
3,*,32,調査兵,1,Action,550,Attack,2,Random character
4,*,32,調査兵,1,Action,70,手りゅう弾,2,Random character
5,*,32,調査兵,1,Action,551,Guard,-1,None
1,*,33,ガランガラン,0,Branch,34,???,3,???
2,*,33,ガランガラン,0,Branch,22,???,7,???
3,*,33,ガランガラン,0,Branch,26,???,6,???
4,*,33,ガランガラン,0,Branch,28,???,8,???
5,*,33,ガランガラン,0,Branch,30,???,9,???
6,*,33,ガランガラン,1,Action,550,Attack,2,Random character
7,*,33,ガランガラン,1,Action,524,バーニィ,-1,None
8,*,33,ガランガラン,1,Action,40,疲労かぶり,1,Common character
9,*,33,ガランガラン,1,Action,551,Guard,-1,None
1,*,34,マブルール,0,Branch,44,???,3,???
2,*,34,マブルール,0,Branch,30,???,4,???
3,*,34,マブルール,0,Branch,26,???,17,???
4,*,34,マブルール,0,Branch,2,???,6,???
5,*,34,マブルール,0,Branch,30,???,7,???
6,*,34,マブルール,0,Branch,28,???,18,???
7,*,34,マブルール,0,Branch,1,???,9,???
8,*,34,マブルール,0,Branch,30,???,10,???
9,*,34,マブルール,0,Branch,24,???,18,???
10,*,34,マブルール,0,Branch,35,???,12,???
11,*,34,マブルール,0,Branch,22,???,19,???
12,*,34,マブルール,0,Branch,22,???,18,???
13,*,34,マブルール,0,Branch,27,???,16,???
14,*,34,マブルール,0,Branch,26,???,20,???
15,*,34,マブルール,0,Branch,30,???,17,???
16,*,34,マブルール,1,Action,550,Attack,2,Random character
17,*,34,マブルール,1,Action,552,Run,-1,None
18,*,34,マブルール,1,Action,271,毒自爆,-1,None
19,*,34,マブルール,1,Action,517,ジェダ,1,Common character
20,*,34,マブルール,1,Action,100,Ж術？,-1,None
1,*,35,クチュ,0,Branch,45,???,3,???
2,*,35,クチュ,0,Branch,30,???,4,???
3,*,35,クチュ,0,Branch,28,???,15,???
4,*,35,クチュ,0,Branch,32,???,8,???
5,*,35,クチュ,0,Branch,38,???,7,???
6,*,35,クチュ,0,Branch,30,???,8,???
7,*,35,クチュ,0,Branch,24,???,13,???
8,*,35,クチュ,0,Branch,21,???,14,???
9,*,35,クチュ,0,Branch,34,???,11,???
10,*,35,クチュ,0,Branch,23,???,12,???
11,*,35,クチュ,1,Action,550,Attack,2,Random character
12,*,35,クチュ,1,Action,524,バーニィ,-1,None
13,*,35,クチュ,1,Action,506,サプラ,7,Injured enemy
14,*,35,クチュ,1,Action,551,Guard,-1,None
15,*,35,クチュ,1,Action,552,Run,-1,None
1,*,36,ソピローテ,0,Branch,44,???,3,???
2,*,36,ソピローテ,0,Branch,30,???,4,???
3,*,36,ソピローテ,0,Branch,27,???,8,???
4,*,36,ソピローテ,0,Branch,26,???,7,???
5,*,36,ソピローテ,0,Branch,28,???,9,???
6,*,36,ソピローテ,0,Branch,30,???,10,???
7,*,36,ソピローテ,1,Action,550,Attack,2,Random character
8,*,36,ソピローテ,1,Action,552,Run,-1,None
9,*,36,ソピローテ,1,Action,92,疲労ブレス,2,Random character
10,*,36,ソピローテ,1,Action,551,Guard,-1,None
1,*,37,シーサー,0,Branch,45,???,3,???
2,*,37,シーサー,0,Branch,30,???,4,???
3,*,37,シーサー,0,Branch,26,???,13,???
4,*,37,シーサー,0,Branch,44,???,6,???
5,*,37,シーサー,0,Branch,30,???,7,???
6,*,37,シーサー,0,Branch,23,???,13,???
7,*,37,シーサー,0,Branch,11,???,10,???
8,*,37,シーサー,0,Branch,29,???,12,???
9,*,37,シーサー,0,Branch,30,???,13,???
10,*,37,シーサー,0,Branch,23,???,14,???
11,*,37,シーサー,0,Branch,21,???,15,???
12,*,37,シーサー,1,Action,550,Attack,2,Random character
13,*,37,シーサー,1,Action,552,Run,-1,None
14,*,37,シーサー,1,Action,513,クイッカ,-1,None
15,*,37,シーサー,1,Action,551,Guard,-1,None
1,*,38,レジボン,0,Branch,44,???,5,???
2,*,38,レジボン,0,Branch,1,???,4,???
3,*,38,レジボン,0,Branch,30,???,5,???
4,*,38,レジボン,0,Branch,25,???,10,???
5,*,38,レジボン,0,Branch,21,???,11,???
6,*,38,レジボン,0,Branch,50,???,8,???
7,*,38,レジボン,0,Branch,24,???,9,???
