Entry ID,Entry US Name,PS Flags,[L1],[L2],[D1],[D2],[D3],Type ID,[Type Name],Element ID,[Element Name],Attack,Hit%,Limit,SP,Trait ID,[Trait Name],Pad 1,Trait Value,Pad 2,Pad 3,Buy,Pad 4,Pad 5,Sell%,US Order 1,US Order 2,Pad 6,[US Descr Pos],[US Descr Size],US Descr Str
410,3” Cannon,0b00110000,X,X,"","","",1,Sec Cannon,6,Neutral,70,80,1,2,-1,None,0,0,0,0,700,0,0,50,10,10,0,0x36766c,56,"A small calibur secondary cannon for smaller 
ships."
411,3” Blaster,0b00110000,X,X,"","","",1,Sec Cannon,6,Neutral,80,83,1,2,-1,None,0,0,0,0,1015,0,0,50,11,11,0,0x3676a4,84,"A secondary cannon for the Little Jack. An
upgraded version of the 3 Inch Cannon."
412,5” Cannon,0b00110000,X,X,"","","",1,Sec Cannon,6,Neutral,90,80,1,3,-1,None,0,0,0,0,1330,0,0,50,12,12,0,0x3676f8,80,"A secondary cannon for the Little Jack. More
powerful than the 3 Inch Cannon."
413,8” Cannon,0b00110000,X,X,"","","",1,Sec Cannon,6,Neutral,100,82,2,3,-1,None,0,0,0,0,2100,0,0,50,13,13,0,0x367748,80,"A secondary cannon for the Little Jack.
A modified version of the Main Cannon."
414,12” Cannon,0b00001110,"","",X,X,X,1,Sec Cannon,6,Neutral,170,77,2,4,-1,None,0,0,0,0,3500,0,0,50,14,14,0,0x367798,56,"A high-caliber secondary cannon developed for
warships."
415,10” Cannon,0b00001110,"","",X,X,X,1,Sec Cannon,6,Neutral,200,82,3,4,-1,None,0,0,0,0,3640,0,0,50,15,15,0,0x3677d0,56,"The first 10 Inch secondary cannon
by the Nasrean Navy."
416,10” Cannon Coil,0b00001110,"","",X,X,X,1,Sec Cannon,6,Neutral,220,89,3,4,-1,None,0,0,0,0,3710,0,0,50,16,16,0,0x367808,80,"A 10 inch secondary cannon with a reinforced
barrel that helps to absorb shock."
417,12” Blaster,0b00001110,"","",X,X,X,1,Sec Cannon,6,Neutral,250,85,2,5,-1,None,0,0,0,0,3850,0,0,50,17,17,0,0x367858,52,"A high-caliber secondary cannon
on larger ships."
418,3' Cannon,0b00001110,"","",X,X,X,1,Sec Cannon,6,Neutral,280,87,3,6,-1,None,0,0,0,0,4690,0,0,50,18,18,0,0x36788c,76,"A secondary cannon developed in Yafutoma
inspired by cylindrical plants."
419,5' Cannon,0b00001110,"","",X,X,X,1,Sec Cannon,6,Neutral,330,90,2,6,-1,None,0,0,0,0,5110,0,0,50,19,19,0,0x3678d8,60,"A secondary cannon used by the Yafutoman Navy.
Short ranged"
420,Light Torpedo,0b00110000,X,X,"","","",2,Torpedo,6,Neutral,120,60,2,3,-1,None,0,0,0,0,1520,0,0,50,20,20,0,0x367914,32,"A light torpedo
After launch"
421,Guided Torpedo,0b00110000,X,X,"","","",2,Torpedo,6,Neutral,120,70,2,2,-1,None,0,0,0,0,1760,0,0,50,21,21,0,0x367934,96,"A torpedo equippable by the Little Jack. Has the
highest chance to hit out of all the torpedos."
422,Shock Torpedo,0b00110000,X,X,"","","",2,Torpedo,6,Neutral,160,55,2,3,-1,None,0,0,0,0,2000,0,0,50,22,22,0,0x367994,56,"A torpedo equippable by the Little Jack.
After launch"
423,Hunter Torpedo,0b00110000,X,X,"","","",2,Torpedo,0,Green,160,60,3,3,-1,None,0,0,0,0,2240,0,0,50,23,23,0,0x3679cc,84,"A torpedo equippable by the Little Jack. Has
greater range than standard torpedos."
424,Valuan Torpedo,0b00001110,"","",X,X,X,2,Torpedo,6,Neutral,220,60,2,3,-1,None,0,0,0,0,2400,0,0,50,24,24,0,0x367a20,76,"A torpedo used by Valua against the Nasrean Navy
during the Valua-Nasr War."
425,Heavy Torpedo,0b00001110,"","",X,X,X,2,Torpedo,6,Neutral,250,50,3,4,-1,None,0,0,0,0,4400,0,0,50,25,25,0,0x367a6c,60,"A large torpedo with the same firepower as a
main cannon"
426,Serpent Torpedo,0b00001110,"","",X,X,X,2,Torpedo,6,Neutral,300,65,2,4,-1,None,0,0,0,0,5360,0,0,50,26,26,0,0x367aa8,76,"A medium-sized torpedo that goes after a target
like a snake. Short range"
427,Flash Torpedo,0b00001110,"","",X,X,X,2,Torpedo,6,Neutral,350,70,3,5,-1,None,0,0,0,0,6320,0,0,50,27,27,0,0x367af4,76,"A small torpedo that packs a big punch. Has long
range and good firepower."
428,Arcwhale Torpedo,0b00001110,"","",X,X,X,2,Torpedo,6,Neutral,400,70,3,6,-1,None,0,0,0,0,6800,0,0,50,28,28,0,0x367b40,60,"A torpedo with both good range and destructive
power. But"
429,Dragon Torpedo,0b00001110,"","",X,X,X,2,Torpedo,6,Neutral,450,60,2,7,-1,None,0,0,0,0,8800,0,0,50,29,29,0,0x367b7c,96,"A torpedo that emphasizes firepower more than
range. Does a great deal of damage when it hits."
430,Harpoon Cannon,0b00100000,X,"","","","",3,Special,6,Neutral,350,65535,0,15,-1,None,0,0,0,0,0,0,0,0,30,30,0,0x367bdc,72,"The Little Jack's ultimate weapon. It was
acquired to destroy Rhaknam."
431,MoonStone Cannon,0b00001110,"","",X,X,X,3,Special,6,Neutral,800,65535,0,20,-1,None,0,0,0,0,0,0,0,0,31,31,0,0x367c24,96,"The ultimate weapon of the Delphinus. Builds up
Moon energy and releases it in a massive blast."
432,Moon Cannon,0b00111110,X,X,X,X,X,0,Main Cannon,6,Neutral,500,99,0,9,-1,None,0,0,0,0,1000,0,0,100,32,32,0,0x367c84,72,"A main cannon that uses both Moonstone energy
and gunpowder to fire."
433,Moon Gun,0b00111110,X,X,X,X,X,1,Sec Cannon,6,Neutral,400,99,3,5,-1,None,0,0,0,0,1000,0,0,100,33,33,0,0x367ccc,76,"A secondary cannon relies on Moonstone energy
instead of draining Spirit."
434,Moon Torpedo,0b00111110,X,X,X,X,X,2,Torpedo,6,Neutral,600,75,3,3,-1,None,0,0,0,0,1000,0,0,100,34,34,0,0x367d18,72,"A torpedo that uses Moonstone energy to keep
Spirit consumption low."
435,Pyril Cannon,0b00001110,"","",X,X,X,0,Main Cannon,1,Red,200,120,0,6,-1,None,0,0,0,0,13200,0,0,50,35,35,0,0x367d60,64,"A rotating cannon designed for battleships.
Has Red properties"
436,Wevl Cannon,0b00001110,"","",X,X,X,1,Sec Cannon,3,Blue,180,120,3,4,-1,None,0,0,0,0,10200,0,0,50,36,36,0,0x367da0,68,"A secondary cannon designed for battleships.
Has Blue properties"
437,Electril Torpedo,0b00001110,"","",X,X,X,2,Torpedo,4,Yellow,500,50,3,2,-1,None,0,0,0,0,1000,0,0,50,37,37,0,0x367de4,64,"A torpedo designed for large warships. Has
Yellow properties"
438,Crystil Cannon,0b00001110,"","",X,X,X,0,Main Cannon,2,Purple,550,60,0,4,-1,None,0,0,0,0,1000,0,0,50,38,38,0,0x367e24,68,"Made of a special alloy for added durability.
Has Purple properties"
439,Kazai Gun,0b00110000,X,X,"","","",1,Sec Cannon,3,Blue,50,99,2,5,-1,None,0,0,0,0,1000,0,0,50,39,39,0,0x367e68,72,"Contains a tower bar to absorb the shock of
firing. Has Blue properties"
