Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,Pos. ID,[Pos. name],Pad. #0,Feat. ID,[Feat. name],Pad. #1,Feat. value,Ship effect ID,[Ship effect name],Ship effect spirit,Ship effect turns,Pad. #2,Pad. #3,Pad. #4,Ship effect amount,Unk.,Pad. #5,Pad. #6,Pad. #7,Pad. #8,[DE descr. pos.],[DE descr. size],DE descr. str.,[ES descr. pos.],[ES descr. size],ES descr. str.,[FR descr. pos.],[FR descr. size],FR descr. str.,[GB descr. pos.],[GB descr. size],GB descr. str.
10,0x8c346408,0x1babb,7,Izmael,0x1ba88,7,Izmael,0x1bd5f,7,Izmael,0x1b564,7,Izmael,5,Builder,0,96,Special attack,0,100,-1,None,-1,-1,0,0,0,0,0,0,0,0,0,0x191a7,91,Mit Izmael in deiner aktiven Mannschaft steigert\\ndie Feuerkraft deiner Moon Stone-Kanone.,0x18f75,97,"Si tienes a Izmael en tu tripulación, aumenta el\\npoder destructivo de tu Cañón de Piedra lunar.",0x19224,93,Avoir Izmael dans votre équipage augmentera\\nle pouvoir destructeur du Canon Pierre de Lune.,0x18c87,98,Having Izmael in your active crew will increase\\nthe destructive power of your Moon Stone Cannon.
11,0x8c346410,0x1bac2,7,Kirala,0x1ba8f,7,Kirala,0x1bd66,7,Kirala,0x1b56b,7,Kirala,5,Builder,0,-1,None,0,0,101,Recover HP to 100% (Ship),7,0,0,0,0,0,1,0,0,0,0,0x19202,80,Mit dem Crew Command kann sie die HP deines\\nSchiffs komplett wieder auffüllen.,0x18fd6,77,Kirala restaurará toda la Salud de tu navío\\nal usar el Comando Tripulación.,0x19281,78,"À l'aide de la Commande Équipage, elle\\nredonnera à votre navire tous ses PV.",0x18ce9,68,"Using the Crew Command, she will replenish your\\nship's HP to full."
12,0x8c346418,0x1bac9,6,Polly,0x1ba96,6,Polly,0x1bd6d,6,Polly,0x1b572,6,Polly,6,Cook,0,-1,None,0,0,117,Recover MP (Ship),6,-1,0,0,0,10,130,0,0,0,0,0x19252,73,Mit dem Crew Command kann sie die MP einer\\nSpielfigur wieder auffüllen.,0x19023,86,Polly restaurará los puntos de Magia de un\\npersonaje al usar el Comando Tripulación.,0x192cf,74,"À l'aide de la Commande Équipage, elle redonnera\\nà un personnage ses PM.",0x18d2d,64,"Using the Crew Command, she will replenish one\\ncharacter's MP."
13,0x8c346420,0x1bacf,6,Urala,0x1ba9c,6,Urala,0x1bd73,6,Urala,0x1b578,6,Urala,6,Cook,0,-1,None,0,0,103,Recover Spirit to 100% (Ship),15,-1,0,0,0,0,9,0,0,0,0,0x1929b,63,Mit dem Crew Command kann sie deine\\nSpirit Points maximieren.,0x19079,73,Urala maximizará tus puntos de Espíritu\\nal usar el Comando Tripulación.,0x19319,85,"En utilisant la commande Équipage, elle vous\\nredonnera un maximum de point d'esprit",0x18d6d,62,"Using the Crew Command, she will max out\\nyour Spirit Points."
14,0x8c346428,0x1bad5,8,Ryu-kan,0x1baa2,8,Ryu-kan,0x1bd79,8,Ryu-kan,0x1b57e,8,Ryu-kan,7,Artisan,0,-1,None,0,0,105,Add Strengthen (Ship),15,4,0,0,0,0,0,0,0,0,0,0x192da,87,Mit dem Crew Command kann er vorübergehend\\nAttack und Defense deines Schiffs erhöhen.,0x190c2,89,Ryu-kan mejorará el poder de Ataque y Defensa\\ndel navío al usar el Comando Tripulación.,0x1936e,96,"En utilisant la commande Équipage, il augmentera\\nbrièvement l'attaque et la défense du navire.",0x18dab,89,"Using the Crew Command, he will raise your \\nship's Attack and Defense for a short time."
15,0x8c346430,0x1badd,9,Ilchymis,0x1baaa,9,Ilchymis,0x1bd81,9,Ilchymis,0x1b586,9,Ilchymis,7,Artisan,0,-1,None,0,0,108,Improve parameters (Ship),8,8,0,0,0,50,0,0,0,0,0,0x19331,82,Mit dem Crew Command kann er vorübergehend die\\nAttribute deines Schiffs erhöhen.,0x1911b,92,Ilchymis aumentará los atributos de tu navío\\ntemporalmente al usar el Comando Tripulación.,0x193ce,91,"À l'aide de la Commande Équipage, il augmentera\\nbrièvement les attributs de votre navire.",0x18e04,90,"Using the Crew Command, he will raise your\\nship's attributes for a short period of time."
16,0x8c34643c,0x1bae6,6,Marco,0x1bab3,6,Marco,0x1bd8a,6,Marco,0x1b58f,6,Marco,8,Sailor,0,-1,None,0,0,114,Increase Spirit restoration to 200% (Ship),8,-1,0,0,0,0,0,0,0,0,0,0x19383,87,Mit dem Crew Command kann er alle deine Spirit\\nPoints für einen Durchgang verdoppeln.,0x19177,91,"Marco duplicará todos tus puntos de Espíritu, 1\\nturno cuando uses el Comando Tripulación.",0x19429,88,"À l'aide de la Commande Équipage, il doublera\\ntous vos point d'esprit pendant un tour.",0x18e5e,80,"Using the Crew Command, he will double all of\\nyour Spirit Points for one turn."
17,0x8c346444,0x1baec,9,Robinson,0x1bab9,9,Robinson,0x1bd90,9,Robinson,0x1b595,9,Robinson,8,Sailor,0,-1,None,0,0,113,Decrease Spirit consumption to 50% (Ship),8,0,0,0,0,0,0,0,0,0,0,0x193da,91,Mit dem Crew Command kann er die Kosten für\\nSpirit Points für einen Durchgang reduzieren.,0x191d2,90,Robinson reducirá tu gasto de puntos de\\nEspíritu 1 turno al usar el Comando Tripulación.,0x19481,87,"Grâce à la commande Équipage, il réduira les\\nPoints d'esprit utilisés pendant 1 tour.",0x18eae,87,"Using the Crew Command, he will reduce the\\nSpirit Points cost for actions for a turn."
18,0x8c346450,0x1baf5,4,Pow,0x1bac2,4,Pow,0x1bd99,4,Pow,0x1b59e,4,Pow,9,Jester,0,-1,None,0,0,111,Improve First strike% (Ship),4,0,0,0,0,0,0,0,0,0,0,0x19435,93,Mit dem Crew Command kann er deine Chancen auf\\nden Erstangriff für einen Durchgang erhöhen.,0x1922c,93,Pow te hará ser el primero en atacar durante 1\\nturno entero al usar el Comando Tripulación.,0x194d8,92,"Grâce à la commande Équipage, il augmentera\\nvos chances d'attaquer en 1er pendant un tour.",0x18f05,88,"Using the Crew Command, he will raise your\\nchances of attacking first for a full turn."
19,0x8c346454,0x1baf9,7,Merida,0x1bac6,7,Merida,0x1bd9d,7,Merida,0x1b5a2,7,Merida,9,Jester,0,7,Value,0,10000,-1,None,-1,-1,0,0,0,0,0,0,0,0,0,0x19492,69,Merida in deiner aktiven Mannschaft\\nerhöht den Wert deines Schiffs.,0x19289,63,"Con Merida en tu tripulación,\\naumentará el valor de tu barco.",0x19534,83,Avoir Merida comme membre de votre équipage\\naugmentera la valeur de votre navire.,0x18f5d,68,Having Merida in your active crew will increase\\nyour ship's value.
20,0x8c34645c,0x1bb00,6,Moegi,0x1bacd,6,Moegi,0x1bda4,6,Moegi,0x1b5a9,6,Moegi,10,Delegate,0,-1,None,0,0,110,Block magic (Ship),10,0,0,0,0,0,0,0,0,0,0,0x194d7,83,Mit dem Crew Command schützt sie dein Schiff für\\neinen Durchgang vor Feindzauber.,0x192c8,88,"Moegi protegerá tu navío de magia enemiga\\npor 1 turno, al usar el Comando Tripulación.",0x19587,99,"À l'aide de la Commande Équipage, elle protègera\\nvotre navire de la magie ennemie pendant 1 tour.",0x18fa1,86,"Using the Crew Command, she will protect your\\nship from enemy magic for a full turn."
21,0x8c346464,0x1bb06,6,Pinta,0x1bad3,6,Pinta,0x1bdaa,6,Pinta,0x1b5af,6,Pinta,10,Delegate,0,-1,None,0,0,109,Block artillery (Ship),10,0,0,0,0,0,0,0,0,0,0,0x1952a,98,Mit dem Crew Command schützt er dein Schiff für\\neinen Durchgang vor feindlichem Kanonenbeschuss.,0x19320,90,Pinta protegerá tu navío de cañones enemigos\\npor 1 turno al usar el Comando Tripulación.,0x195ea,97,"À l'aide de la Commande Équipage, il protègera\\nvotre navire des canons ennemis pendant un tour.",0x18ff7,91,"Using the Crew Command, he will protect your\\nship from enemy cannon fire for a full turn."
