Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,Ship flags,Pad. #0,[Little Jack #1],[Little Jack #2],[Delphinus #1],[Delphinus #2],[Delphinus #3],[借ジャンク船],Feat. #0 ID,[Feat. #0 name],Pad. #1,Feat. #0 value,Feat. #1 ID,[Feat. #1 name],Pad. #2,Feat. #1 value,Feat. #2 ID,[Feat. #2 name],Pad. #3,Feat. #2 value,Feat. #3 ID,[Feat. #3 name],Pad. #4,Feat. #3 value,Pad. #5,Pad. #6,Purchase price,Pad. #7,Pad. #8,Retail price in %,Order by prio.,EU order by ABC,Pad. #9,[DE descr. pos.],[DE descr. size],DE descr. str.,[ES descr. pos.],[ES descr. size],ES descr. str.,[FR descr. pos.],[FR descr. size],FR descr. str.,[GB descr. pos.],[GB descr. size],GB descr. str.
450,2352242788,112529,16,Maschinenklappe,112367,15,Casco de Motor,113142,15,Protège-moteur,111157,13,Engine Cover,62,0,X,X,X,X,X,"",4,Quick,0,10,6,Dodge%,0,3,-1,None,0,0,-1,None,0,0,0,0,800,0,0,50,10,12,0,93989,77,Schützt den Motor des Schiffs vor Schmutz und\nerhöht seine Geschwindigkeit.,93695,67,Protege el motor del navío de la\nsuciedad y aumenta su velocidad.,94186,68,Protège l'encrassement du moteur du navire\net augmente sa vitesse.,93068,80,"Protects the ship's engine from getting dirty,\nand increases the ship's Quick."
451,2352242804,112545,11,Turbo Satz,112382,16,Equipo de Turbo,113157,10,Kit Turbo,111170,10,Turbo Kit,62,0,X,X,X,X,X,"",4,Quick,0,20,6,Dodge%,0,5,-1,None,0,0,-1,None,0,0,0,0,1520,0,0,50,11,34,0,94066,88,"Modifikation, die die Moon Stone-Leistung\nund damit die Schiffsgeschwindigkeit erhöht.",93762,91,Equipo especial aumenta la salida de energía\nde Piedra Lunar aumentando así la velocidad.,94254,93,"Modification du navire, qui accroît le pouvoir\nde la Pierre de Lune, augmentant sa vitesse.",93148,93,"Ship Modification, that increases the Moon Stone\npower output, increasing the ship's Quick."
452,2352242816,112556,13,Frisier-Satz,112398,17,Mando de Calibre,113167,11,Kit Moteur,111180,12,Bore-up Kit,62,0,X,X,X,X,X,"",4,Quick,0,30,6,Dodge%,0,8,-1,None,0,0,-1,None,0,0,0,0,2400,0,0,50,12,7,0,94154,84,"Ein Gerätesatz, der die Motorleistung\nund die Geschwindigkeit des Schiffes erhöht.",93853,76,Aumenta el motor y crea más potencia\ny descarga e incrementa la velocidad.,94347,98,"Kit élargissant le moteur pour plus de puissance\net de gaz d'échappement, augmentant la vitesse.",93241,90,"A kit that increases engine size for greater\npower and exhaust, increasing ship's Quick."
453,2352242828,112569,16,Doppelpropeller,112415,16,Hélices Gemelas,113178,14,Double Hélice,111192,16,Twin Propellers,62,0,X,X,X,X,X,"",4,Quick,0,40,6,Dodge%,0,10,-1,None,0,0,-1,None,0,0,0,0,3200,0,0,50,13,35,0,94238,72,"Zusätzlicher Propeller, der die Geschwindig-\nkeit des Schiffes erhöht.",93929,61,Una hélice adicional que incrementa\nla velocidad del navío.,94445,62,Une hélice supplémentaire qui augmente la\nvitesse du navire.,93331,58,An additional propeller that increases the\nship's Quick.
454,2352242844,112585,12,Lufteinlauf,112431,13,Toma de Aire,113192,14,Arrivée d'Air,111208,11,Air Intake,62,0,X,X,X,X,X,"",4,Quick,0,80,6,Dodge%,0,12,-1,None,0,0,-1,None,0,0,0,0,6800,0,0,50,14,0,0,94310,99,"Leitet saubere Luft in den Motor, gleicht Sprit-\nverbrauch aus und erhöht Schiffsgeschwindigkeit.",93990,85,"Introduce aire limpio en el motor, estabiliza el\nconsumo e incrementa la velocidad.",94507,98,"Envoie de l'air pur dans le moteur, stabilisant\nla consommation de fuel & augmentant la vitesse.",93389,90,"Sends clean air into the engine, stabilizing\nfuel consumption and increasing ship speed."
455,2352242856,112597,13,Doppel-Turbo,112444,13,Turbo Gemelo,113206,13,Double Turbo,111219,11,Twin Turbo,62,0,X,X,X,X,X,"",4,Quick,0,90,6,Dodge%,0,15,-1,None,0,0,-1,None,0,0,0,0,8800,0,0,50,15,36,0,94409,82,"Ein Turbo-Verbundsatz, der den Motor modifiziert\nund das Schiff schneller macht.",94075,80,Un equipo de turbo que modifica el motor del\nnavío y aumenta así la velocidad.,94605,67,Kit turbo qui modifie le moteur et\naugmente la vitesse du navire.,93479,79,A compound turbo kit that modifies the engine\nand increases the ship's Quick.
456,2352242868,112610,13,Timer-Ventil,112457,17,Salida de Escape,113219,14,Réglage Valve,111230,13,Timing Valve,62,0,X,X,X,X,X,"",4,Quick,0,100,6,Dodge%,0,17,-1,None,0,0,-1,None,0,0,0,0,10800,0,0,50,16,32,0,94491,87,"Ventileinstellung, die die Abgase stabilisiert\nund die Schiffsgeschwindigkeit erhöht.",94155,92,Pone a punto las válvulas para reducir el gas\ndel escape del motor y aumenta la velocidad.,94672,91,"Optimise le réglage de la valve pour stabiliser\nles gaz, augmentant la vitesse du navire.",93558,81,"Standardizes valve timing to stabilize engine\nexhaust, increasing ship's Quick."
457,2352242884,112623,17,Dreifacher Turbo,112474,13,Triple Turbo,113233,13,Triple Turbo,111243,13,Triple Turbo,62,0,X,X,X,X,X,"",4,Quick,0,130,6,Dodge%,0,20,-1,None,0,0,-1,None,0,0,0,0,12800,0,0,50,17,33,0,94578,96,"Dreifacher Turbosatz für maximale Motorleistung,\nbringt mehr Geschwindigkeit als Doppel-Turbo.",94247,92,"Triple turbo que mejora la potencia del motor\ny la velocidad, aún más que el Turbo Gemelo.",94763,90,Kit triple turbo pour une puissance maximale\net plus d'accélération que le Double Turbo.,93639,98,"A triple turbo kit for maximum engine power, for\na speed boost even greater than the Twin Turbo."
458,2352242900,112640,15,Drehmomentsatz,112487,15,Par de Torsión,113246,11,Kit Couple,111256,16,High Torque Kit,62,0,X,X,X,X,X,"",4,Quick,0,150,6,Dodge%,0,23,-1,None,0,0,-1,None,0,0,0,0,14800,0,0,50,18,19,0,94674,127,Verbessert die Haltbarkeit bei mehr U/Min.\nund erhöht so die Schiffsgeschwindigkeit.und erhöht so die Schiffsgeschwindigkeit.,94339,87,Aumenta la resistencia y la potencia subiendo\nlas revoluciones. Aumenta la velocidad.,94853,70,Accroît la solidité augmentant la puissance et\nla vitesse du navire.,93737,82,"Raises durability for greater power through\nhigher RPM's, increasing ship speed."
459,2352242916,112655,12,Doppelwelle,112502,10,Doble Eje,113257,13,Double Tuyau,111272,13,Double Shaft,62,0,X,X,X,X,X,"",4,Quick,0,200,6,Dodge%,0,26,-1,None,0,0,-1,None,0,0,0,0,16640,0,0,50,19,10,0,94801,95,"Teilt den Motor in zwei unabhängige Bereiche,\nverdoppelt Leistung und erhöht Geschwindigkeit.",94426,91,"Divide el motor en dos secciones, duplica la\npotencia de descarga y aumenta la velocidad.",94923,77,"Divise le moteur, doublant la\npuissance et augmentant la vitesse du navire.",93819,97,"Splits the engine into two independent stages,\ndoubling power output and increasing ship speed."
460,2352242932,112667,11,Panzerdeck,112512,15,Suelo Blindado,113270,12,Pont Blindé,111285,13,Armored Deck,62,0,X,X,X,X,X,"",2,Defense,0,10,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,1000,0,0,50,20,5,0,94896,87,"Standardmäßiges Panzerdeck, allgemein im Einsatz.\nVerbessert die Schiffsverteidigung.",94517,89,"Cubierta blindada estándar, que se puede\ncomprar en cualquier parte. Mejora la defensa.",95000,75,"Pont blindé normal, facilement disponible.\nAméliore la défense du navire.",93916,69,"A standard armored deck, commonly available.\nImproves ship Defense."
461,2352242948,112678,10,Stahldeck,112527,15,Suelo de Acero,113282,13,Pont d'acier,111298,11,Steel Deck,62,0,X,X,X,X,X,"",2,Defense,0,20,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,1900,0,0,50,21,31,0,94983,72,Mit mehreren Stahlschichten verstärktes Deck.\nHohe Verteidigungskraft.,94606,77,Cubierta blindada con varias capas de acero.\nTiene un gran poder defensivo.,95075,82,Pont blindé avec plusieurs couches d'acier.\nA un pouvoir défensif très efficace.,93985,73,A deck armored with multiple layers of steel.\nHas high defensive power.
462,2352242960,112688,11,Schrägdeck,112542,14,Suelo Oblicuo,113295,13,Pont Incliné,111309,13,Slanted Deck,62,0,X,X,X,X,X,"",2,Defense,0,30,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,2200,0,0,50,22,27,0,95055,96,Lenkt Geschosse durch schräge Planken auf dem\nStandard-Panzerdeck ab. Verbessert Verteidigung.,94683,93,"Desvía los proyectiles con placas inclinadas\nen la cubierta, y mejora la defensa del navío.",95157,90,Dévie les tirs avec des plaques inclinées\nsupérieur au pont blindé. Améliore la défense.,94058,95,Deflects projectiles with slanted plates atop\na standard armored deck. Improves ship Defense.
463,2352242976,112699,12,Verbunddeck,112556,15,Suelo Composit,113308,13,Pont Composé,111322,14,Compound Deck,62,0,X,X,X,X,X,"",2,Defense,0,40,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,5500,0,0,50,23,9,0,95151,90,"Deck, das mit Schichten verschiedener Stahlarten\ngepanzert ist. Hohe Verteidigungskraft.",94776,81,Cubierta blindada con capas de aceros\ndistintos. Tiene un gran poder defensivo.,95247,84,Pont blindé avec différentes couches d'acier.\nA un pouvoir défensif très efficace.,94153,75,A deck armored with layers of different steels.\nHas high defensive power.
464,2352242992,112711,17,Schwerpanzerdeck,112571,14,Gran Blindaje,113321,17,Pont superblindé,111336,17,Heavy Armor Deck,62,0,X,X,X,X,X,"",2,Defense,0,55,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,6700,0,0,50,24,18,0,95241,94,"Deck mit einer Panzerung, die dreimal so dick\nwie der Standard ist. Verbessert Verteidigung.",94857,86,Cubierta con un blindaje de peso tres veces\nsuperior al estándar. Mejora la defensa.,95331,83,Pont au blindage 3 fois plus épais que la\nnormale. Améliore la défense du navire.,94228,87,A deck with armor three times as thick as the\nstandard weight. Improves ship Defense.
465,2352243012,112728,15,Legierungsdeck,112585,15,Suelo Aleación,113338,15,Pont d'alliage,111353,11,Alloy Deck,62,0,X,X,X,X,X,"",2,Defense,0,70,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,7300,0,0,50,25,2,0,95335,76,Deck mit einer Panzerung u.a. aus\nMondsteinstaub. Verbessert Verteidigung.,94943,81,Cubierta blindada con una aleación de\npolvo de Piedra Lunar. Mejora la defensa.,95414,94,Pont blindé d'alliage composé de poussière de\nPierre de Lune. Améliore la défense du navire.,94315,80,A deck armored with an alloy including Moon\nStone dust. Improves ship Defense.
466,2352243024,112743,12,Drachendeck,112600,13,Suelo Dragón,113353,12,Pont Dragon,111364,12,Dragon Deck,62,0,X,X,X,X,X,"",2,Defense,0,110,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,7900,0,0,50,26,11,0,95411,93,"Panzerdeck, hergestellt von yafutomanischen\nHandwerkern. Verbessert die Verteidigung enorm.",95024,83,Cubierta blindada por artesanos de Yafutoma.\nEs bonita y mejora mucho la defensa.,95508,94,Pont blindé crée par des artisans Yafutoman.\nAméliore considérablement la défense du navire.,94395,95,An armored deck created by Yafutoman craftsmen.\nBeautiful and greatly improves ship Defenses.
467,2352243036,112755,11,Altes Deck,112613,16,Suelo Ancestral,113365,12,Pont Ancien,111376,13,Ancient Deck,62,0,X,X,X,X,X,"",2,Defense,0,150,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,8500,0,0,50,27,3,0,95504,90,"Panzerdeck aus seltenem, mysteriösem Metall\naus grauer Vorzeit. Verbessert Verteidigung.",95107,90,"Cubierta blindada con un metal misterioso de\ntiempos ancestrales, que mejora la defensa.",95602,90,Pont blindé en métal rare et mystérieux des\nancien temps. Améliore la défense du navire.,94490,89,"A deck armored with a rare, mysterious metal\nfrom ancient times. Improves ship Defense."
468,2352243052,112766,12,Silber Deck,112629,15,Suelo de Plata,113377,14,Pont d'argent,111389,12,Silver Deck,62,0,X,X,X,X,X,"",2,Defense,0,200,6,Dodge%,0,1,4,Quick,0,3,-1,None,0,0,0,0,11000,0,0,50,28,26,0,95594,88,Panzerdeck mit hochwertigen Mondsteinen. Ihre\nKraft trägt zur Schiffsverteidigung bei.,95197,69,Cubierta blindada reforzada con Piedras\nLunares. Mejora la defensa.,95692,95,Pont blindé renforcé avec des Pierres de Lune\nde qualité qui améliorent la défense du navire.,94579,93,An armored deck supplemented with high grade\nMoonstones. Their power improves ship Defense.
469,2352243064,112778,16,Glänzendes Deck,112644,16,Suelo Brillante,113391,16,Pont Étincelant,111401,15,Sparkling Deck,62,0,X,X,X,X,X,"",2,Defense,0,500,6,Dodge%,0,2,4,Quick,0,6,-1,None,0,0,0,0,13500,0,0,50,29,29,0,95682,88,"Gepanzertes Deck, besetzt mit Mondsteinen in 6\nFarben. Verbessert Schiffsverteidigung.",95266,87,Cubierta blindada con un metal misterioso de\nLunares de 6 colores. Mejora la defensa.,95787,87,Pont blindé criblé de Pierres de Lune de 6\ncouleurs différentes. Améliore la défense.,94672,87,An armored deck studded with Moonstones of 6\ndifferent colors. Improves ship Defense.
470,2352243080,112794,9,Intercom,112660,9,Intercom,113407,11,Interphone,111416,9,Intercom,62,0,X,X,X,X,X,"",7,Value,0,1000,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,1000,0,0,50,30,21,0,95770,88,"System, um zwischen den einzelnen Decks zu\nkommunizieren. Aika nutzt es viel zu gerne.",95353,90,Sistema de comunicación entre cubiertas.\nAika se va a pasar el día colgada del teléfono.,95874,93,Un système pour communiquer entre les ponts.\nDifficile d'empêcher Aika de trop s'en servir.,94759,84,A system for communicating between decks. \nGood luck keeping Aika from abusing it.
471,2352243092,112803,13,Meisterküche,112669,15,Cocina Moderna,113418,17,Cuisine Prestige,111425,17,Enhanced Kitchen,62,0,X,X,X,X,X,"",7,Value,0,5500,2,Defense,0,1,-1,None,0,0,-1,None,0,0,0,0,5500,0,0,50,31,13,0,95858,75,"Hochmoderne Küche, in der allabendlich die\ntollsten Menüs gekocht werden.",95443,90,Instalaciones de cocina con tecnología punta\npara preparar cenas ricas todas las noches.,95967,71,Cuisine ultra-moderne pour faire de succulents\ndîners tous les soirs.,94843,77,State-of-the-art cooking facilities for great-\ntasting dinners every night.
472,2352243112,112816,13,Bodenheizung,112684,12,Calefacción,113435,17,Chauffage au Sol,111442,13,Floor Heater,62,0,X,X,X,X,X,"",7,Value,0,3000,3,MagDef,0,1,-1,None,0,0,-1,None,0,0,0,0,3000,0,0,50,32,15,0,95933,81,"Nutzt die Motorwärme aus, und macht die\nWohnquartiere angenehm und komfortabel.",95533,87,Aprovecha el calor del motor para mantener\nuna buena temperatura en las dependencias.,96038,87,Utilise la chaleur du moteur pour maintenir les\nlogements à une température agréable.,94920,78,Takes advantage of engine heat to keep\nliving quarters nice and comfortable.
473,2352243128,112829,13,Luftreiniger,112696,12,Purificador,113452,9,Aérateur,111455,13,Air Purifier,62,0,X,X,X,X,X,"",7,Value,0,5800,3,MagDef,0,2,-1,None,0,0,-1,None,0,0,0,0,5800,0,0,50,33,1,0,96014,96,"Reinigt die Luft unter den Decks, damit alles\nsauber und frisch und nicht nach Schweiß riecht.",95620,90,"Purifica el aire bajo la cubierta, para tener\ntodo limpio y agradable, sin olor a sudor.",96125,82,Purifie l'air sous les ponts afin de maintenir\nune odeur agréable sans humidité.,94998,87,"Purifies the air below decks to keep everything\nsmelling clean and fresh, not sweaty."
474,2352243144,112842,17,yafutoman-Nische,112708,10,Seminario,113461,17,Alcôve Yafutoman,111468,17,Yafutoman Alcove,62,0,X,X,X,X,X,"",7,Value,0,6700,3,MagDef,0,2,-1,None,0,0,-1,None,0,0,0,0,6700,0,0,50,34,39,0,96110,75,"Ein Stück yafutoman-Kultur, das den Geist\nberuhigt und der Seele wohltut.",95710,72,Un poco de cultura Yafutoman aporta\npaz de espíritu y claridad mental.,96207,80,Un peu de culture Yafutoman pour contribuer à la\npaix de l'esprit et de l'âme.,95085,71,A bit of Yafutoman culture to help calm the mind\nand soothe the soul.
475,2352243164,112859,11,Lärmschutz,112718,15,Insonorización,113478,15,Insonorisation,111485,14,Soundproofing,62,0,X,X,X,X,X,"",7,Value,0,11000,2,Defense,0,1,-1,None,0,0,-1,None,0,0,0,0,11000,0,0,50,35,28,0,96185,93,"Dämpft den Motorlärm für eine bessere Nachtruhe,\nbeugt Müdigkeit auf längeren Strecken vor.",95782,74,Reduce el molesto ruido del motor\npara dormir bien en los viajes largos.,96287,96,Supprime les bruits du moteur pour mieux dormir\net ainsi réduire la fatigue des longs voyages.,95156,90,"Blocks annoying engine noise for a better\nnight's sleep, reducing fatigue on long trips."
476,2352243180,112870,11,Teures Rad,112733,14,Timón Valioso,113493,17,Gouverne de luxe,111499,16,Expensive Wheel,62,0,X,X,X,X,X,"",7,Value,0,8500,4,Quick,0,2,-1,None,0,0,-1,None,0,0,0,0,8500,0,0,50,36,14,0,96278,97,"Maßgeschneidertes Rad, in Valua ergonomisch her-\ngestellt. Reduziert Müdigkeit des Steuermanns.",95856,90,Un timón exclusivo con diseño ergonómico\ncreado en Valua. Facilita la labor del timonel.,96383,88,"Gouvernail traditionnel, conçu ergonomiquement\nà Valua. Réduit la fatigue du timonier.",95246,89,"A custom-made wheel, ergonomically designed in\nValua. Reduces fatigue for the helmsman."
477,2352243196,112881,13,Kronleuchter,112747,17,Lámpara de Araña,113510,7,Lustre,111515,11,Chandelier,62,0,X,X,X,X,X,"",7,Value,0,9300,2,Defense,0,1,-1,None,0,0,-1,None,0,0,0,0,9300,0,0,50,37,8,0,96375,96,"Strahlende Lichtquelle, bei valuanischen Adligen\nbeliebt. Bringt etwas Luxus ins Fliegerleben.",95946,89,Iluminación favorita de los nobles Valuan.\nUn toque de distinción en los viajes aéreos.,96471,94,Éclairage luxueux prisé par la noblesse Valuan.\nApporte un peu d'opulence à la vie aérienne.,95335,93,Luxurious lighting favored by Valuan nobility.\nBrings a touch of opulence to airborne life.
478,2352243208,112894,10,Holzpuppe,112764,16,Muñeco Tallado,113517,15,Poupée de Bois,111526,12,Wooden Doll,62,0,X,X,X,X,X,"",7,Value,0,7300,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,7300,0,0,50,38,38,0,96471,91,"Geschnitztes Tier aus Holz, glatt und rund.\nEinfach, süß und von Fina über alles geliebt.",96035,83,"Muñeco de madera, es un animal rechoncho\ny cariñoso. Es muy mono y Fina lo adora.",96565,84,"Poupée sculptée dans le bois, en forme d'animal.\nSimple, mignonne et Fina l'adore.",95428,86,"A carved wooden doll, shaped like a cuddly\nanimal. Simple, cute, and adored by Fina."
479,2352243220,112904,14,Zimmerpflanze,112780,16,Planta Interior,113532,17,Plante apaisante,111538,13,Indoor Plant,62,0,X,X,X,X,X,"",-1,None,0,10100,3,MagDef,0,1,-1,None,0,0,-1,None,0,0,0,0,10100,0,0,50,39,20,0,96562,93,Etwas Grünzeug für mehr Farbe auf den Schiff.\nHat beruhigende Wirkung und reinigt die Luft.,96118,91,Esta planta pone una nota de color a bordo.\nSu efecto es relajante y limpia la atmósfera.,96649,96,Un peu de verdure pour mettre de la couleur à\nbord du navire. Effet apaisant et purifie l'air.,95514,97,"Some greenery to provide color aboard the ship.\nHas a soothing effect, and helps clean the air."
