Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,Chara. flags,[Vyse],[Aika],[Fina],[Drachma],[Enrique],[Gilder],Retail price in %,Order by prio.,EU order by ABC,Purchase price,Feature #0 ID,[Feature #0 name],Padding #0,Feature #0 value,Feature #1 ID,[Feature #1 name],Padding #1,Feature #1 value,Feature #2 ID,[Feature #2 name],Padding #2,Feature #2 value,Feature #3 ID,[Feature #3 name],Padding #3,Feature #3 value,Padding #4,Padding #5,[DE descr. pos.],[DE descr. size],DE descr. str.,[ES descr. pos.],[ES descr. size],ES descr. str.,[FR descr. pos.],[FR descr. size],FR descr. str.,[GB descr. pos.],[GB descr. size],GB descr. str.
90,2352237592,106742,13,Valuan Armor,106353,16,Armadura Valuan,107115,14,Armure Valuan,105373,13,Valuan Armor,37,X,"","",X,"",X,50,7,54,480,17,Defense,0,51,18,MagDef,0,44,-1,None,0,0,-1,None,0,0,0,0,70389,91,"Eine alte Rüstung, wie sie von den Wächtern des\nKaiserlichen Valua-Palasts getragen wird.",70226,68,Una vieja armadura usada por guardias\ndel Palacio Imperial Valuan.,70164,67,Une vieille armure portée par la Garde du\nPalais Impérial Valuan.,69757,68,On old suit of armor worn by guards in the\nValuan Imperial Palace.
91,2352237608,106755,10,Elastamor,106369,10,Elastamor,107129,10,Elastamor,105386,10,Elastamor,63,X,X,X,X,X,X,50,8,14,580,17,Defense,0,54,18,MagDef,0,54,36,Yellow,0,-2,-1,None,0,0,0,0,70480,57,"Ein enger Anzug, der vor gelben Zaubersprüchen\nschützt.",70294,79,Un traje ajustado que resiste el deterioro\nde los hechizos de Magia Amarilla.,70231,70,Costume étroit qui résiste aux dégâts des\nsortilèges de magie jaune.,69825,68,A tight-fitting suit that resists damage from\nyellow magic spells.
92,2352237620,106765,9,Raincoat,106379,10,Gabardina,107139,12,Imperméable,105396,9,Raincoat,53,X,X,"",X,"",X,50,9,46,560,17,Defense,0,56,18,MagDef,0,56,-1,None,0,0,-1,None,0,0,0,0,70537,78,"Fester Mantel, der von Matrosen zum Schutz\ngegen die Elemente getragen wird.",70373,81,Gabardina muy resistente que usan los\nmarinos para protegerse de los elementos.,70301,82,Manteau de qualité porté par les marins pour se\nse protéger des vents et marées.,69893,71,Durable coat worn by sailors to protect them\nfrom the harsh elements.
93,2352237632,106774,13,Nasrean Mail,106389,14,Malla Nasrean,107151,15,Maille Nasrean,105405,13,Nasrean Mail,63,X,X,X,X,X,X,50,12,43,920,17,Defense,0,66,18,MagDef,0,66,33,Red,0,-2,-1,None,0,0,0,0,70615,89,"Haltbare, leichte Ausstattung für Wüsten-\nexpeditionen. Schützt Träger vor roter Magie.",70454,82,Malla resistente y ligera para viajar por\nel desierto. Protege de la Magia Roja.,70383,97,Tenue légère de qualité prévue pour les voyages\ndans le désert. Elle protège de la Magie Rouge.,69964,91,"Durable, lightweight outfit made for desert\ntravel. Defends the wearer against Red Magic."
94,2352237648,106787,14,Ceramic Armor,106403,15,Armadura Barro,107166,16,Armure d'Argile,105418,14,Ceramic Armor,37,X,"","",X,"",X,50,13,8,1040,17,Defense,0,73,18,MagDef,0,62,-1,None,0,0,-1,None,0,0,0,0,70704,97,"Leichte, aber sehr haltbare Rüstung, die aus ver-\nschiedenen Arten von Nasr-Lehm gebrannt wird.",70536,81,"Armadura ligera, pero resistente, de\ndistintos tipos de arcilla Nasrean cocida.",70480,90,Armure légère mais de qualité créée à partir de\ndifférents types d'Argile cuite Nasrean.,70055,84,"Light, but very durable armor created from\nbaking different types of Nasrean Clay."
95,2352237664,106801,16,Bewegliche Robe,106418,12,Túnica Ágil,107182,15,Robe d'Agilité,105432,11,Agile Robe,10,"","",X,"",X,"",50,14,0,930,17,Defense,0,65,18,MagDef,0,65,19,Hit%,0,10,20,Dodge%,0,5,0,0,70801,71,"Eine leichtgewichtige Robe, die die Beweglichkeit\ndes Trägers erhöht.",70617,60,Una túnica ligera que aumenta la agilidad\nde quien la usa.,70570,59,Robe légère qui améliore l'agilité de celui qui\nla porte.,70139,55,A lightweight robe that increases the wearer's\nAgile.
96,2352237676,106817,17,Miner's Overalls,106430,15,Mono de Minero,107197,12,Combinaison,105443,17,Miner's Overalls,39,X,"","",X,X,X,25,18,35,910,17,Defense,0,87,18,MagDef,0,80,-1,None,0,0,-1,None,0,0,0,0,70872,53,Dicke Overalls für Bergleute. Fast immer\nschmutzig.,70677,84,Grueso mono de trabajo de los mineros. Es\ndifícil encontrar uno que no esté sucio.,70629,88,"Combinaison épaisse, portée par les mineurs.\nIl est difficile d'en trouver une propre.",70194,87,"Thick overalls, worn by miners. It is very\ndifficult to find a pair that isn't dirty."
97,2352237696,106834,11,Fiber Robe,106445,16,Túnica de Fibra,107209,15,Robe de Fibres,105460,11,Fiber Robe,26,"",X,X,"",X,"",50,19,18,1040,17,Defense,0,77,18,MagDef,0,90,-1,None,0,0,-1,None,0,0,0,0,70925,89,"Festgewand, das aus Pflanzen gewebt wird.\nSchützt den Benutzer vor magischen Angriffen.",70761,79,Túnica ritual tejida con plantas. Protege\nal usuario de los ataques de magia.,70717,75,Robe de cérémonie tissée avec des plantes.\nProtège des attaques magiques.,70281,74,Ceremonial Robe woven from plants.\nProtects the user from magic attacks.
98,2352237708,106845,13,Golden Armor,106461,16,Armadura Dorada,107224,12,Armure d'Or,105471,13,Golden Armor,37,X,"","",X,"",X,100,20,25,2480,17,Defense,0,90,18,MagDef,0,77,-1,None,0,0,-1,None,0,0,0,0,71014,83,"Außergewöhnlich schwere Rüstung, die aus dem\nGold der Ixa'taka geschmiedet wurde.",70840,61,Una armadura pesa mucho.\nEstá forjada con oro de Ixa'takan.,70792,51,Armure extrêmement lourde forgée en or\nIxa'takan.,70355,51,Extremely heavy armor forged from Ixa'takan\ngold.
99,2352237724,106858,16,Ixa'takan Armor,106477,16,Armazón de Paño,107236,17,Armure Ixa'takan,105484,16,Ixa'takan Armor,63,X,X,X,X,X,X,50,31,29,2790,17,Defense,0,109,18,MagDef,0,109,32,Green,0,-2,-1,None,0,0,0,0,71097,82,"Ein Waffenrock für den Dschungel, der den\nTräger vor grüner Magie schützen soll.",70901,79,Armadura de paño usada en la jungla que\nprotege de la Magia Verde al usuario.,70843,89,"Tunique portée dans la jungle, conçue pour\nprotéger celui qui la met de la Magie Verte.",70406,84,"A cloth tunic worn in the jungle, designed to\nprotect the wearer from Green Magic."
100,2352237740,106874,14,Naval Uniform,106493,15,Uniforme Naval,107253,15,Uniforme Naval,105500,14,Naval Uniform,53,X,X,"",X,"",X,50,32,44,2470,17,Defense,0,112,18,MagDef,0,112,-1,None,0,0,-1,None,0,0,0,0,71179,71,"Leichtere Art von Rüstung, die für\nÜberraschungsangriffe gedacht ist.",70980,74,"Un tipo de armadura ligera, creado para su\nuso en misiones clandestinas.",70932,65,"Type d'armure plutôt légère, conçue pour des\nmissions furtives.",70490,62,"A fairly light type of armor, designed for\nstealth missions."
101,2352237756,106888,13,Nasr Uniform,106508,14,Uniforme Nasr,107268,14,Uniforme Nasr,105514,13,Nasr Uniform,39,X,"","",X,X,X,50,24,42,2070,17,Defense,0,104,18,MagDef,0,96,-1,None,0,0,-1,None,0,0,0,0,71250,86,"Uniform der Nasr-Matrosen. Sie ist in gutem\nZustand, hat jedoch keine Rangabzeichen.",71054,85,Uniforme diseñado por los marinos de Nasr.\nEstá en buen estado pero no tiene rango.,70997,86,Un uniforme conçu pour la Marine Nasrean. Il est\nen bon état mais n'a pas de galons.,70552,92,"A uniform designed for the Nasr Sailors. It's\nin good condition, but has no rank markings."
102,2352237772,106901,14,Caravan Armor,106522,16,Coraza Desierto,107282,17,Armure du désert,105527,14,Caravan Armor,53,X,X,"",X,"",X,50,25,7,1930,17,Defense,0,100,18,MagDef,0,100,-1,None,0,0,-1,None,0,0,0,0,71336,69,"Dicke Rüstung, die aus den Häuten von\nWüstentieren gefertigt wurde.",71139,65,Armadura gruesa fabricada con la piel\nde animales del desierto.,71083,52,Armure épaisse faite en peaux d'animaux du\ndésert.,70644,56,Thick armor made from the hides of the desert\nanimals.
103,2352237788,106915,10,Holy Robe,106538,15,Túnica Sagrada,107299,12,Robe Sainte,105541,10,Holy Robe,26,"",X,X,"",X,"",50,26,27,1520,17,Defense,0,92,18,MagDef,0,108,-1,None,0,0,-1,None,0,0,0,0,71405,89,"Heiliges Gewand, von den Priestern von Nasr\ngetragen. Schützen vor magischen Angriffen.",71204,81,Túnica sagrada que usan los sacerdotes de\nNasr.Defiende de los ataques mágicos.,71135,79,Robes sacrées portées par les Prêtres de Nasr.\nProtège des attaques magiques.,70700,81,Sacred Robes worn by the Priests of Nasr.\nProtects the user from magic attacks.
104,2352237800,106925,15,Daccat's Tunic,106553,17,Túnica de Daccat,107311,16,Veste de Daccat,105551,15,Daccat's Tunic,63,X,X,X,X,X,X,50,34,10,3500,17,Defense,0,121,18,MagDef,0,121,35,Blue,0,-2,-1,None,0,0,0,0,71494,81,"Legendärer Waffenrock, angeblich von Daccat\ngetragen. Schützt vor blauer Magie.",71285,78,"Según la leyenda, Daccat solía llevar esta\ntúnica. Protege de la Magia Azul.",71214,95,Une Tunique Légendaire qui aurait été portée par\nDaccat. Protège des attaques de Magie Bleue.,70781,88,A Legendary Tunic said to have been worn by\nDaccat. Protects the user from Blue Magic.
105,2352237816,106940,17,Battleworn Armor,106570,15,Armadura Usada,107327,15,Vieille armure,105566,17,Battleworn Armor,37,X,"","",X,"",X,50,35,3,3810,17,Defense,0,133,18,MagDef,0,114,-1,None,0,0,-1,None,0,0,0,0,71575,96,"Eine vielgetragene Rüstung, die ihrem letzten\nEigentümer wohl mehrmals das Leben gerettet hat.",71363,87,Armadura desgastada que ha salvado la vida\nmuchas veces a quien la usaba en combate.,71309,82,Une armure usée qui aurait sauvé la vie\nde son ancien propriétaire maintes fois.,70869,91,A well-worn suit of armor that has apparently\nsaved the previous owner's life many times.
106,2352237836,106957,13,Miracle Robe,106585,17,Túnica Milagrosa,107342,13,Robe Miracle,105583,13,Miracle Robe,26,"",X,X,"",X,"",50,36,36,2400,17,Defense,0,114,18,MagDef,0,133,-1,None,0,0,-1,None,0,0,0,0,71671,92,"Ein Gewand, das von einem Mönch getragen wurde,\nder unverletzt vom Dark Rift zurückkehrte.",71450,85,"Un monje que, milagrosamente, regresó vivo\nde la Gruta Oscura, llevaba esta túnica.",71391,55,Robe portée par un moine revenu vivant\ndu Récif Noir.,70960,93,A robe worn by a monk who miraculously returned\nunharmed after being lost in the Dark Rift.
107,2352237852,106970,11,Scale Mail,106602,17,Malla de Escamas,107355,16,Maille Écailles,105596,11,Scale Mail,39,X,"","",X,X,X,50,39,50,3990,17,Defense,0,141,18,MagDef,0,130,-1,None,0,0,-1,None,0,0,0,0,71763,96,"Sehr effektive Rüstung aus dem Osten, die aus den\nSchuppen riesiger Lebewesen gefertigt wurde.",71535,77,Malla muy útil procedente del Este y hecha\ncon escamas de animales grandes.,71446,84,"Armure très efficace de l'Est, fabriquée à\npartir d'écailles de grosses créatures.",71053,86,"Extremely effective armor from the east, crafted\nfrom the scales of large creatures."
108,2352237864,106981,14,Soranchu Robe,106619,16,Túnica Soranchu,107371,17,Robe de Soranchu,105607,14,Soranchu Robe,53,X,X,"",X,"",X,50,40,52,3750,17,Defense,0,136,18,MagDef,0,136,-1,None,0,0,-1,None,0,0,0,0,71859,97,"Eine Robe, die einem legendären Yafutoma-Aben-\nteurer gehört, der den Namen “Sky King” erhielt.",71612,81,Túnica que pertenecía a un aventurero\nYafutoman apodado el “Rey de los cielos”.,71530,86,Une robe appartenant à un aventurier Yafutoman\nlégendaire surnommé le “Roi du Ciel”.,71139,91,"A robe belonging to a legendary Yafutoman\nadventurer, who earned the nickname “Sky King.”"
109,2352237880,106995,10,Long Robe,106635,13,Túnica Larga,107388,12,Robe Longue,105621,10,Long Robe,10,"","",X,"",X,"",50,41,33,4110,17,Defense,0,130,18,MagDef,0,130,19,Hit%,0,20,20,Dodge%,0,10,0,0,71956,93,"Ein langes Stück Stoff, das um den Körper des\nTrägers gewickelt wird. Erhöht Beweglichkeit.",71693,67,Túnica larga que cubre totalmente el\ncuerpo. Aumenta la agilidad.,71616,97,"Un long châle, conçu pour s'enrouler autour du\ncorps de celui qui le porte. Améliore l'agilité.",71230,75,"A long cloth, designed to wrap around the\nwearer's body. Increases Agile."
110,2352237892,107005,16,Captain's Cloak,106648,17,Capa del Capitán,107400,15,Cape Capitaine,105631,16,Captain's Cloak,53,X,X,"",X,"",X,50,44,6,4500,17,Defense,0,148,18,MagDef,0,148,-1,None,0,0,-1,None,0,0,0,0,72049,87,"Ein dicker Mantel, der den Kapitän eines Schiffs\nvor den Naturgewalten schützen soll.",71760,78,Gruesa capa que protege al capitán del\nbarco al enfrentarse a los elementos.,71713,83,"Cape épaisse, conçue pour protéger le capitaine\nd'un navire bravant les éléments.",71305,80,"A thick cloak, designed to protect a ship's\ncaptain as he braves the elements."
111,2352237908,107021,13,Blessed Robe,106665,17,Túnica Bendecida,107415,12,Robe Bénite,105647,13,Blessed Robe,10,"","",X,"",X,"",50,45,5,4980,17,Defense,0,142,18,MagDef,0,142,19,Hit%,0,30,20,Dodge%,0,15,0,0,72136,91,Mit Weihwasser gesegnetes Gewand; es ist leicht\nund erhöht die Beweglichkeit des Trägers.,71838,85,Túnica ligera bendecida con agua sagrada\nque dota a quien la lleva de más agilidad.,71796,91,"Robe bénite dans l'eau sainte, sa légèreté\npermet à celui qui la porte d'être plus agile.",71385,83,"Robe blessed in holy water, it's light weight\nallows the wearer to be more agile."
112,2352237924,107034,15,Insulated Mail,106682,15,Malla Aislante,107427,16,Maille Isolante,105660,15,Insulated Mail,63,X,X,X,X,X,X,50,46,28,5180,17,Defense,0,145,18,MagDef,0,145,34,Purple,0,-2,-1,None,0,0,0,0,72227,87,Ein undurchlässiger Waffenrock aus sehr dünnem\nMaterial. Schützt vor purpurner Magie.,71923,83,"Malla aislante hecha de un material fino,\nprotege al usuario de la Magia Púrpura.",71887,93,Tunique isolante fabriquée en tissu très fin.\nProtège celui qui la porte de la Magie Mauve.,71468,87,An insulated tunic made from very thin fabric.\nProtects the wearer from Purple Magic.
113,2352237940,107049,16,Vengeance Armor,106697,16,Armazón Defensa,107443,17,Armure Vengeance,105675,16,Vengeance Armor,39,X,"","",X,X,X,50,48,56,6460,17,Defense,0,162,18,MagDef,0,149,73,Counter%,0,10,-1,None,0,0,0,0,72314,64,"Verzauberte Rüstung, die die Gegenwehr des\nTrägers verbessert.",72006,76,Armadura encantada que mejora las\nhabilidades de contraataque del usuario.,71980,86,Armure enchantée qui améliore les aptitudes de\ncontre-attaque de celui qui la porte.,71555,69,Enchanted Armor that improves the wearer's\ncounterattacking skills.
114,2352237956,107065,12,Swift Dress,106713,12,Traje Veloz,107460,16,Robe de Vitesse,105691,12,Swift Dress,24,"",X,X,"","","",75,49,53,5670,17,Defense,0,149,18,MagDef,0,170,4,Quick,0,20,-1,None,0,0,0,0,72378,66,"Verzaubertes Kleid, das die Geschwindigkeit der\nTrägerin erhöht.",72082,64,Un traje encantado que aumenta la velocidad\nde quien lo lleva.,72066,63,Robe enchantée qui améliore la vitesse\nde celui qui la porte.,71624,55,An enchanted dress that increases the wearer's\nspeed.
115,2352237968,107077,10,Gaia Cape,106725,10,Capa Gaia,107476,14,Pèlerine Gaia,105703,10,Gaia Cape,53,X,X,"",X,"",X,50,52,22,5910,17,Defense,0,168,18,MagDef,0,168,-1,None,0,0,-1,None,0,0,0,0,72444,93,"Verzauberter Umhang, der den Träger schützt, wenn\ner auf Abenteuersuche neue Lande betritt.",72146,82,Capa encantada que protege a quien la usa\ncuando se aventura por nuevas tierras.,72129,90,Pèlerine enchantée protégeant la personne en\nquête d'aventures sur des terres inconnues.,71679,91,An enchanted Cape that protects the wearer as\nhe enters new lands in search of adventure.
116,2352237980,107087,14,Robe of Faith,106735,16,Túnica de la Fe,107490,15,Robe de la Foi,105713,14,Robe of Faith,10,"","",X,"",X,"",50,53,47,6510,17,Defense,0,161,18,MagDef,0,161,19,Hit%,0,30,20,Dodge%,0,15,0,0,72537,83,Für die Rechtschaffenen. Diese Robe schützt den\nTräger vor feindlichen Angriffen.,72228,75,Para los puros de corazón. Esta túnica\nprotege de muchos tipos de ataque.,72219,89,Pour la pureté du coeur. Cette robe protègera\ncelui qui la porte des attaques ennemies.,71770,76,For the pure of heart. This robe will protect\nthe user from enemy attacks.
117,2352237996,107101,13,Plated Armor,106751,17,Armadura Chapada,107505,15,Armure blindée,105727,13,Plated Armor,37,X,"","",X,"",X,50,54,45,7430,17,Defense,0,181,18,MagDef,0,154,-1,None,0,0,-1,None,0,0,0,0,72620,92,"Feine Rüstung, die von den größten Schmieden\nin der Geschichte Arcadias hergestellt wurde.",72303,84,Armadura forjada artesanalmente por los\nmejores fabricantes de espadas de Arcadia.,72308,90,Armure fabriquée avec finesse forgée par le plus\ngrand forgeron de l'histoire d'Arcadia.,71846,74,Finely crafted armor forged by the greatest\nsmiths in Arcadia's history.
118,2352238012,107114,14,Robe of Truth,106768,14,Túnica Verdad,107520,15,Robe de Vérité,105740,14,Robe of Truth,26,"",X,X,"",X,"",50,55,48,4590,17,Defense,0,154,18,MagDef,0,181,-1,None,0,0,-1,None,0,0,0,0,72712,88,"Eine leichte Robe, die es dem Träger erlaubt,\nmagischen Zaubersprüchen zu widerstehen.",72387,76,Una túnica resistente que protege al que la\nlleva de los hechizos magicos.,72398,74,Une robe légère qui permet à son utilisateur de\nrésister aux sortilèges.,71920,65,A lightweight robe that allows the user to\nresist magic spells.
119,2352238028,107128,15,Berzerker Mail,106782,16,Malla Berzerker,107535,16,Maille de Furie,105754,15,Berzerker Mail,39,X,"","",X,X,X,50,56,4,4020,17,Defense,0,140,18,MagDef,0,140,16,Attack,0,20,19,Hit%,0,20,0,0,72800,75,"Ein Waffenrock, der Vyse passt. Er erhöht die\nKampffähigkeit des Trägers.",72463,77,"Tunica de la talla de Vyse, que aumenta la\ndestreza en el campo de batalla.",72472,89,Une tunique qui va bien à Vyse. Elle améliore\nles talents de combat de son utilisateur.,71985,70,A tunic that fits Vyse. It enhances the wearer's\nfighting abilities.
120,2352238044,107143,12,Light Dress,106798,14,Túnica Ligera,107551,12,Robe d'Aika,105769,12,Light Dress,24,"",X,X,"","","",75,57,31,940,17,Defense,0,70,18,MagDef,0,70,20,Dodge%,0,30,4,Quick,0,30,0,0,72875,87,"Sehr leichte, aber widerstandsfähige Rüstung für\nAika. Sie erhöht ihre Beweglichkeit.",72540,79,"Armadura de Aika, ligera pero resistente.\nDiseñada para aumentar su agilidad.",72561,74,Armure très légère mais de qualité pour Aika.\nElle améliore son agilité.,72055,68,"Very light, yet durable armor for Aika. \nIt increases her agility."
121,2352238056,107155,11,Focus Robe,106812,15,Túnica Enfoque,107563,11,Robe Focus,105781,11,Focus Robe,24,"",X,X,"","","",75,58,21,970,17,Defense,0,70,18,MagDef,0,70,1,Will,0,100,-1,None,0,0,0,0,72962,83,"Robe, die es der Trägerin erlaubt, durch mentale\nEnergie ihren Willen zu stärken.",72619,84,Esta túnica ayuda a canalizar la energía\nmental y potenciar la fuerza de voluntad.,72635,99,"Une robe qui permet à l'utilisateur de canaliser\nmentalement de l'énergie, augmentant sa volonté.",72123,80,"A Robe that allows the wearer to mentally\nchannel energy, increasing her will."
122,2352238068,107166,17,Nasr Combat Mail,106827,11,Malla Nasr,107574,15,Maille de Nasr,105792,17,Nasr Combat Mail,63,X,X,X,X,X,X,100,15,41,320,17,Defense,0,66,18,MagDef,0,66,16,Attack,0,5,1,Will,0,5,0,0,73045,93,"Eine alte Uniform, die im Valua-Nasr-Krieg\ngetragen wurde. Erhöht Angriffskraft und Spirit.",72703,83,Uniforme de la guerra de Valua-Nasr que\naumenta el poder de Ataque y de Espíritu.,72734,97,Un vieil uniforme porté à la guerre Valua-Nasr.\nIl augmente la puissance d'attaque et l'Esprit.,72203,79,An old uniform worn in the Valua-Nasr War.\nIt boosts attack power and spirit.
123,2352238088,107183,14,De Loco Armor,106838,17,Armadura De Loco,107589,15,Armure De Loco,105809,14,De Loco Armor,37,X,"","",X,"",X,100,50,11,2420,17,Defense,0,172,18,MagDef,0,147,-1,None,0,0,-1,None,0,0,0,0,73138,76,"Eine unglaublich hässliche, aber effektive\nRüstung, von De Loco entworfen.",72786,74,"Una armadura muy útil, pero horriblemente\nfea. Fue disenada por De Loco.",72831,57,Une armure très laide mais efficace conçue par\nDe Loco.,72282,70,"An incredibly ugly, yet effective suit of armor\ndesigned by De Loco."
124,2352238104,107197,15,Maiden's Armor,106855,16,Armadura Bélica,107604,15,Armure Amazone,105823,15,Maiden's Armor,24,"",X,X,"","","",100,28,34,840,17,Defense,0,103,18,MagDef,0,112,-1,None,0,0,-1,None,0,0,0,0,73214,76,"Legendäre Rüstung, die einer großen\nKriegerin von Daccat überreicht wurde.",72860,63,Legendaria armadura concedida por Daccat\na una gran guerrera.,72888,62,Armure légendaire offerte à une grande\nguerrière par Daccat.,72352,60,Legendary armor given to a great female warrior\nby Daccat.
