Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,Occ. flags,[M],[B],[S],Effect ID,[Effect name],Scope ID,[Scope name],Consume%,Retail price in %,Order by prio.,EU order by ABC,Pad. #0,Purchase price,Pad. #1,Pad. #2,Effect value,Element ID,[Element name],Type ID,[Type name],State ID,[State name],Hit%,[DE descr. pos.],[DE descr. size],DE descr. str.,[ES descr. pos.],[ES descr. size],ES descr. str.,[FR descr. pos.],[FR descr. size],FR descr. str.,[GB descr. pos.],[GB descr. size],GB descr. str.
250,0x8c345388,0x1a95e,14,Risan Crystal,0x1a85d,14,Cristal Risan,0x1ab7c,14,Cristal Risan,0x1a410,14,Risan Crystal,0x2,"",X,"",27,Revive with 50% of HP,1,One character,100,50,8,48,0,150,0,0,0,0,Green,0,Physical,7,Revival,50,0x13c33,97,"Verzauberter Kristall mit 50%-iger Chance, einen\\nVerbündeten mit 50% seiner HP wiederzubeleben.",0x139d9,93,"Un cristal encantado que puede revivir al aliado\\nen un 50%, con un 50% del máximo de Salud.",0x13b57,91,"Cristal ensorcelé qui a 50% de chances de\\nréanimer un allié, avec 50% de ses PV maximaux.",0x137e7,98,"An ensorcelled crystal that has a 50% chance of\\nreviving one ally, with 50% of their maximum HP."
251,0x8c345398,0x1a96c,16,Riselem Crystal,0x1a86b,16,Cristal Riselem,0x1ab8a,16,Cristal Riselem,0x1a41e,16,Riselem Crystal,0x2,"",X,"",28,Revive with 100% of HP,1,One character,100,50,9,50,0,450,0,0,0,0,Green,0,Physical,7,Revival,0,0x13c94,77,"Verzauberter Kristall, der einen Verbündeten\\nmit maximalen HP wiederbelebt.",0x13a36,70,Un cristal encantado que revivirá a un aliado\\nhasta su Salud máxima.,0x13bb2,66,Un cristal ensorcelé qui réanimera un allié\\navec ses PV maximum.,0x13849,60,An ensorcelled crystal that will revive an ally\\nto Max HP.
252,0x8c3453a8,0x1a97c,15,Glyph of Might,0x1a87b,16,Glifo de Fuerza,0x1ab9a,16,Glyphe de Force,0x1a42e,15,Glyph of Might,0x2,"",X,"",21,Add Strengthen,1,One character,100,50,10,17,0,100,0,0,0,0,Green,0,Physical,7,Revival,0,0x13ce1,72,Von De Locos Forschern entwickelt.\\nErhöht die Kraft eines Verbündeten.,0x13a7c,76,Desarrollado por los laboratorios De Loco.\\nAumenta la Fuerza de un aliado.,0x13bf4,72,Développé par les Chercheurs de De Loco.\\nAugmente la Force d'un allié.,0x13885,70,Developed by De Loco's Researchers.\\nIncreases the Power of one ally.
253,0x8c3453b8,0x1a98b,15,Glyph of Speed,0x1a88b,14,Símbolo Veloz,0x1abaa,15,Glyphe Vitesse,0x1a43d,15,Glyph of Speed,0x2,"",X,"",20,Add Quickened,2,All characters,100,50,11,18,0,100,0,0,0,0,Green,0,Physical,7,Revival,0,0x13d29,82,Entwickelt von De Locos Forschern.\\nErhöht die Geschwindigkeit eines Verbündeten.,0x13ac8,79,Desarrollado por los laboratorios De Loco.\\nAumenta la Velocidad de un aliado.,0x13c3c,74,Développé par les Chercheurs de De Loco.\\nAugmente la Vitesse d'un allié.,0x138cb,78,Developed by De Loco's Researchers.\\nIncreases the Quick of the entire party.
254,0x8c3453c8,0x1a99a,14,Healing Salve,0x1a899,17,Bálsamo Curativo,0x1abb9,17,Baume Guérisseur,0x1a44c,14,Healing Salve,0x2,"",X,"",33,Add Regenerate,1,One character,100,50,12,25,0,50,0,0,250,0,Green,0,Physical,0,Poison,0,0x13d7b,72,Von De Locos Forschern entwickelt.\\nHeilt die Wunden eines Verbündeten.,0x13b17,84,Desarrollado por los laboratorios De Loco.\\nPermite curar las heridas de un aliado.,0x13c86,88,Développé par les Chercheurs de De Loco.\\nPermet de régénérer les blessures d'un allié.,0x13919,75,Developed by De Loco's Researchers.\\nAllows one ally to regenerate health.
255,0x8c3453d8,0x1a9a8,17,Chalice of Blood,0x1a8aa,16,Cáliz de Sangre,0x1abca,15,Calice de Sang,0x1a45a,17,Chalice of Blood,0x0,"","","",-1,None,0,None,0,100,51,2,0,5000,0,0,0,0,Green,0,Physical,0,Poison,0,0x13dc3,66,"Wertvoller Schatz, nach dem Zivilyn Bane in der\\nDark Rift sucht.",0x13b6b,64,Un valioso tesoro buscado por Zivilyn Bane\\nen la Gruta Oscura.,0x13cde,67,Un précieux trésor recherché par Zivilyn Bane\\ndans le Récif Noir.,0x13964,62,A valuable treasure sought by Zivilyn Bane in\\nthe Dark Rift.
256,0x8c3453ec,0x1a9b9,13,Windsong Orb,0x1a8ba,13,Esfera Aúrea,0x1abd9,17,Orbe Chantduvent,0x1a46b,13,Windsong Orb,0x0,"","","",-1,None,0,None,0,100,52,74,0,6000,0,0,0,0,Green,0,Physical,0,Poison,0,0x13e05,64,"Wertvoller Schatz, nach dem Zivilyn Bane in\\nMount Kazai sucht.",0x13bab,63,Un valioso tesoro buscado por Zivilyn Bane\\nen el Monte Kazai.,0x13d21,66,Un précieux trésor recherché par Zivilyn Bane\\nsur le Mont Kazai.,0x139a2,60,A valuable treasure sought by Zivilyn Bane in\\nMount Kazai.
257,0x8c3453fc,0x1a9c6,11,Winter Orb,0x1a8c7,16,Esfera Invernal,0x1abea,14,Orbe Hivernal,0x1a478,11,Winter Orb,0x0,"","","",-1,None,0,None,0,100,53,75,0,7000,0,0,0,0,Green,0,Physical,0,Poison,0,0x13e45,59,"Wertvoller Schatz, nach dem Zivilyn Bane in\\nGlacia sucht.",0x13bea,55,Un valioso tesoro buscado por Zivilyn Bane\\nen Glacia.,0x13d63,60,Un précieux trésor recherché par Zivilyn Bane\\ndans Glacia.,0x139de,55,A valuable treasure sought by Zivilyn Bane in\\nGlacia.
258,0x8c345408,0x1a9d1,10,Moonberry,0x1a8d7,10,Moonberry,0x1abf8,11,Baiedelune,0x1a483,10,Moonberry,0x0,"","","",52,Moonberry,1,One character,100,0,13,35,0,50000,0,0,-1,-1,None,-1,None,0,Poison,0,0x13e80,86,"Essbare Frucht, mit Moon Stones gedüngt.\\nWenn du davon isst, lernst du eine Technik.",0x13c21,76,Fruta fertilizada por Piedras Lunares.\\nSi la comes aprenderás una técnica.,0x13d9f,88,Fruit fertilisé par les Pierres de Lune.\\nEn le mangeant vous apprendrez une technique.,0x13a15,92,An edible fruit fertilized by Moon Stones.\\nEating it will enable you to learn a technique.
259,0x8c345414,0x1a9db,5,Cham,0x1a8e1,5,Chum,0x1ac03,5,Cham,0x1a48d,5,Cham,0x4,X,"","",53,Evolve Cupil with Cham,0,None,100,0,14,3,0,10000,0,0,-1,-1,None,-1,None,0,Poison,0,0x13ed6,81,"Cupil freut sich, wenn Chams um ihn sind. Er\\nentwickelt sich, wenn er sie isst.",0x13c6d,94,"Cupil se alegra cuando hay chums por la zona.\\nSi se los das de comer, Cupil se transformará.",0x13df7,97,Cupil est ravi lorsqu'il y a des Chams pas loin.\\nDonnez les à manger à Cupil pour qu'il évolue.,0x13a71,97,Cupil gets excited when Chams are in the area.\\nFeeding them to Cupil will enable him to evolve.
260,0x8c34541c,0x1a9e0,13,Paranta Seed,0x1a8e6,16,Semilla Paranta,0x1ac08,15,Graine Paranta,0x1a492,13,Paranta Seed,0x4,X,"","",54,Increase Power,1,One character,100,1,17,40,0,5000,0,0,3,-1,None,-1,None,0,Poison,0,0x13f27,82,"Samen eines Paranta Baums, der bei vollem\\nRed Moon blüht. Erhöht die Kraft um 3.",0x13ccb,95,La semilla del árbol Paranta florece cuando la\\nLuna Roja está llena. Añade 3 puntos de Poder.,0x13e58,93,"Graine d'un Arbre Paranta, qui fleurit sous\\nla pleine Lune Rouge. Augmente le Pouvoir de 3.",0x13ad2,87,"The seed of a Paranta Tree, which blooms under\\na full Red Moon. Increases Power by 3."
261,0x8c34542c,0x1a9ed,10,Icyl Seed,0x1a8f6,16,Semilla de Icyl,0x1ac17,12,Graine Icyl,0x1a49f,10,Icyl Seed,0x4,X,"","",55,Increase Will,1,One character,100,1,18,26,0,5000,0,0,3,-1,None,-1,None,0,Poison,0,0x13f79,89,"Samen eines Icyl-Baums, der bei vollem\\nPurple Moon blüht. Erhöht die Willenskraft um 3.",0x13d2a,94,La semilla del árbol Icyl florece cuando hay\\nLuna Purpura llena. Anade 3 puntos de Voluntad.,0x13eb5,90,"Graine d'un Arbre Icyl, qui fleurit sous la\\npleine Lune Mauve. Augmente la Volonté de 3.",0x13b29,87,"The seed of an Icyl Tree, which blooms under a\\nfull Purple Moon. Increases Will by 3."
262,0x8c345438,0x1a9f7,10,Zaal Seed,0x1a906,16,Semilla de Zeal,0x1ac23,12,Graine Zaal,0x1a4a9,10,Zaal Seed,0x4,X,"","",56,Increase Vigor,1,One character,100,1,19,76,0,5000,0,0,3,-1,None,-1,None,0,Poison,0,0x13fd2,86,"Samen eines Zaal Baums, der bei vollem\\nYellow Moon blüht. Erhöht die Vitalität um 3.",0x13d88,96,La semilla del árbol Zeal florece cuando la Luna\\nAmarilla está llena. Añade 3 puntos de Vigor.,0x13f0f,90,"Graine d'un Arbre Zaal, qui fleurit sous la\\npleine Lune Jaune. Augmente la Vigueur de 3.",0x13b80,87,"The seed of a Zaal Tree, which blooms under a\\nfull Yellow Moon. Increases Vigor by 3."
263,0x8c345444,0x1aa01,11,Dexus Seed,0x1a916,17,Semilla de Dexus,0x1ac2f,13,Graine Dexus,0x1a4b3,11,Dexus Seed,0x4,X,"","",57,Increase Agile,1,One character,100,1,20,8,0,15000,0,0,1,-1,None,-1,None,0,Poison,0,0x14028,94,"Samen des Dexus-Baums, der beim Schein von 6\\nVollmonden blüht. Erhöht Geschicklichkeit um 1.",0x13de8,96,La semilla del árbol Dexus florece con la luz\\nde 6 lunas llenas. Anade un 1 punto de Agilidad.,0x13f69,95,"Graine d'un Arbre Dexus, qui fleurit à la lueur\\ndes 6 pleines lunes. Augmente l'Agilité de 1.",0x13bd7,95,"The seed of a Dexus Tree, which blooms under\\nthe light of 6 full Moons. Increases Agile by 1."
264,0x8c345450,0x1aa0c,11,Sylph Seed,0x1a927,17,Semilla de Sylph,0x1ac3c,13,Graine Sylph,0x1a4be,11,Sylph Seed,0x4,X,"","",58,Increase Quick,1,One character,100,1,21,67,0,5000,0,0,3,-1,None,-1,None,0,Poison,0,0x14086,89,"Samen eines Sylph Baums, der bei vollem\\nBlue Moon blüht. Erhöht die Schnelligkeit um 3.",0x13e48,95,La semilla del árbol Sylph florece cuando la\\nLuna Azul está llena. Añade 3 puntos de Rapidez.,0x13fc8,92,"Graine d'un Arbre Sylph, qui fleurit sous\\nla pleine Lune Bleue. Augmente la Rapidité de 3.",0x13c36,86,"The seed of a Sylph Tree, which blooms under a\\nfull Blue Moon. Increases Quick by 3."
265,0x8c34545c,0x1aa17,11,Vidal Seed,0x1a938,17,Semilla de Vidal,0x1ac49,13,Graine Vidal,0x1a4c9,11,Vidal Seed,0x4,X,"","",59,Increase MAXHP,1,One character,100,1,22,71,0,5000,0,0,30,-1,None,-1,None,0,Poison,0,0x140df,79,"Samen des Vidal-Baums, der bei vollem\\nGreen Moon blüht. Erhöht max. HP um 30.",0x13ea7,93,La semilla Vidal florece cuando hay Luna Verde\\nllena. Añade 30 puntos de a la Salud máxima.,0x14024,92,"Graine d'un Arbre Vidal, qui fleurit sous la\\npleine Lune Verte. Augmente les PV Max de 30.",0x13c8c,89,"The seed of a Vidal Tree, which blooms under a\\nfull Green Moon. Increases Max HP by 30."
266,0x8c345468,0x1aa22,11,Magus Seed,0x1a949,17,Semilla de Magus,0x1ac56,13,Graine Magus,0x1a4d4,11,Magus Seed,0x4,X,"","",60,Increase MAXMP,1,One character,100,1,23,33,0,5000,0,0,1,-1,None,-1,None,0,Poison,0,0x1412e,82,"Samen des Magus-Baums, der bei vollem\\nSilver Moon blüht. Verstärkt max. MP um 1.",0x13f04,95,La semilla Magus florece cuando la Luna de Plata\\nestá llena. Añade 1 punto a la Magia máxima.,0x14080,94,"Graine d'un Arbre Magus, qui fleurit sous la\\npleine Lune d'argent. Augmente les PM Max de 1.",0x13ce5,89,"The seed of a Magus Tree, which blooms under a\\nfull Silver Moon. Increases Max MP by 1."
267,0x8c345474,0x1aa2d,9,Pyri Box,0x1a95a,10,Caja Pyri,0x1ac63,11,Boîte Pyri,0x1a4df,9,Pyri Box,0x2,"",X,"",0,Damage,4,All enemies,8,1,24,43,0,400,0,0,150,1,Red,1,Magical,0,Poison,0,0x14180,92,Ein Red Moon-Magier hat eine Box mit Pyri\\nverzaubert. Sie kann mehrfach eingesetzt werden.,0x13f63,96,Un mago de la Luna Roja ha encantado la caja con\\nel hechizo Pyri. Puede usarse más de una vez.,0x140de,87,Un Mage de la Lune Rouge a enchanté une boîte\\navec le sort Pyri. Peut être réutilisé.,0x13d3e,97,"A mage of the Red Moon has enchanted a box with\\nthe spell, Pyri. It can be used more than once."
268,0x8c345480,0x1aa36,10,Pyrum Box,0x1a964,11,Caja Pyrum,0x1ac6e,12,Boîte Pyrum,0x1a4e8,10,Pyrum Box,0x2,"",X,"",0,Damage,4,All enemies,16,1,25,44,0,1200,0,0,360,1,Red,1,Magical,0,Poison,0,0x141dc,75,Ein Red Moon-Magier hat eine Box mit Pyrum\\nverzaubert. 5 oder 6 Ladungen.,0x13fc3,83,Un mago de la Luna Roja ha encantado la caja con\\nel hechizo Pyrum. 5 ó 6 ataques.,0x14135,84,"Un Mage de la Lune Rouge a enchanté une boîte\\navec le sort, Pyrum. 5 ou 6 charges.",0x13d9f,83,"A mage of the Red Moon has enchanted a box with\\nthe spell, Pyrum. 5 or 6 charges."
269,0x8c34548c,0x1aa40,14,Crystales Box,0x1a96f,15,Caja Crystales,0x1ac7a,16,Boîte Crystales,0x1a4f2,14,Crystales Box,0x2,"",X,"",0,Damage,3,One enemy,12,1,26,6,0,800,0,0,330,2,Purple,1,Magical,0,Poison,0,0x14227,82,Ein Purple Moon-Magier hat eine Box mit\\nCrystales verzaubert. 7 oder 8 Ladungen.,0x14016,90,Un mago de la Luna Púrpura ha encantado la caja\\ncon el hechizo Crystales. 7 u 8 ataques.,0x14189,87,Un Mage de la Lune Mauve a enchanté une boîte\\navec le sort Crystales. 7 ou 8 charges.,0x13df2,89,A mage of the Purple Moon has enchanted a box\\nwith the spell Crystales. 7 or 8 charges.
270,0x8c34549c,0x1aa4e,14,Crystalen Box,0x1a97e,15,Caja Crystalen,0x1ac8a,16,Boîte Crystalen,0x1a500,14,Crystalen Box,0x2,"",X,"",0,Damage,3,One enemy,24,1,27,5,0,1600,0,0,600,2,Purple,1,Magical,0,Poison,0,0x14279,82,Ein Purple Moon-Magier hat eine Box mit\\nCrystalen verzaubert. 3 oder 4 Ladungen.,0x14070,90,Un mago de la Luna Púrpura ha encantado la caja\\ncon el hechizo Crystalen. 3 ó 4 ataques.,0x141e0,87,Un Mage de la Lune Mauve a enchanté une boîte\\navec le sort Crystalen. 3 ou 4 charges.,0x13e4b,89,A mage of the Purple Moon has enchanted a box\\nwith the spell Crystalen. 3 or 4 charges.
271,0x8c3454ac,0x1aa5c,11,Wevles Box,0x1a98d,12,Caja Wevles,0x1ac9a,13,Boîte Wevles,0x1a50e,11,Wevles Box,0x2,"",X,"",0,Damage,33,Enemy area #1,12,1,28,73,0,800,0,0,285,3,Blue,1,Magical,0,Poison,0,0x142cb,77,Ein Blue Moon-Magier hat eine Box mit\\nWevles verzaubert. 7 oder 8 Ladungen.,0x140ca,84,Un mago de la Luna Azul ha encantado la caja\\ncon el hechizo Wevles. 7 u 8 ataques.,0x14237,84,Un Mage de la Lune Bleue a enchanté une boîte\\navec le sort Wevles. 7 ou 8 charges.,0x13ea4,84,A mage of the Blue Moon has enchanted a box\\nwith the spell Wevles. 7 or 8 charges.
272,0x8c3454b8,0x1aa67,11,Wevlen Box,0x1a999,12,Caja Wevlen,0x1aca7,13,Boîte Wevlen,0x1a519,11,Wevlen Box,0x2,"",X,"",0,Damage,34,Enemy area #2,24,1,29,72,0,1600,0,0,525,3,Blue,1,Magical,0,Poison,0,0x14318,77,Ein Blue Moon-Magier hat eine Box mit\\nWevlen verzaubert. 3 oder 4 Ladungen.,0x1411e,85,Un mago de la Luna Azul ha encantado una caja\\ncon el hechizo Wevlen. 3 ó 4 ataques.,0x1428b,84,Un Mage de la Lune Bleue a enchanté une boîte\\navec le sort Wevlen. 3 ou 4 charges.,0x13ef8,84,A mage of the Blue Moon has enchanted a box\\nwith the spell Wevlen. 3 or 4 charges.
273,0x8c3454c4,0x1aa72,12,Electri Box,0x1a9a5,13,Caja Electri,0x1acb4,14,Boîte Electri,0x1a524,12,Electri Box,0x2,"",X,"",0,Damage,36,Enemy line #0,8,1,30,12,0,400,0,0,180,4,Yellow,1,Magical,0,Poison,0,0x14365,87,Ein Yellow Moon-Magier hat eine Box mit\\nElectri verzaubert. Sie hat mehrere Ladungen.,0x14173,93,Un mago de la Luna Amarilla ha encantado la caja\\ncon el hechizo Electri. Multiples ataques.,0x142df,88,Un Mage de la Lune Jaune a enchanté une boîte\\navec le sort Electri. Plusieurs charges.,0x13f4c,95,A mage of the Yellow Moon has enchanted a box\\nwith the spell Electri. It has several charges.
274,0x8c3454d0,0x1aa7e,13,Electrum Box,0x1a9b2,14,Caja Electrum,0x1acc2,15,Boîte Electrum,0x1a530,13,Electrum Box,0x2,"",X,"",0,Damage,37,Enemy line #1,16,1,31,13,0,1200,0,0,420,4,Yellow,1,Magical,0,Poison,0,0x143bc,81,Ein Yellow Moon-Magier hat eine Box mit\\nElectrum verzaubert. 5 oder 6 Ladungen.,0x141d0,90,Un mago de la Luna Amarilla ha encantado la caja\\ncon el hechizo Electrum. 5 ó 6 ataques.,0x14337,86,Un Mage de la Lune Jaune a enchanté une boîte\\navec le sort Electrum. 5 ou 6 charges.,0x13fab,88,A mage of the Yellow Moon has enchanted a box\\nwith the spell Electrum. 5 or 6 charges.
275,0x8c3454e0,0x1aa8b,10,Sacri Box,0x1a9c0,11,Caja Sacri,0x1acd1,12,Boîte Sacri,0x1a53d,10,Sacri Box,0x2,"",X,"",31,Recover HP,1,One character,8,1,32,54,0,800,0,0,500,-1,None,-1,None,0,Poison,0,0x1440d,84,Ein Green Moon-Magier hat eine Box mit\\nSacri verzaubert. Sie hat mehrere Ladungen.,0x1422a,88,Un mago de la Luna Verde ha encantado la caja\\ncon el hechizo Sacri. Múltiples ataques.,0x1438d,86,Un Mage de la Lune Verte a enchanté une boîte\\navec le sort Sacri. Plusieurs charges.,0x14003,92,A mage of the Green Moon has enchanted a box\\nwith the spell Sacri. It has several charges.
276,0x8c3454ec,0x1aa95,11,Sacrum Box,0x1a9cb,12,Caja Sacrum,0x1acdd,13,Boîte Sacrum,0x1a547,11,Sacrum Box,0x2,"",X,"",31,Recover HP,2,All characters,16,1,33,56,0,1200,0,0,1000,-1,None,-1,None,0,Poison,0,0x14461,78,Ein Green Moon-Magier hat eine Box mit\\nSacrum verzaubert. 5 oder 6 Ladungen.,0x14282,85,Un mago de la Luna Verde ha encantado la caja\\ncon el hechizo Sacrum. 5 ó 6 ataques.,0x143e3,84,Un Mage de la Lune Verte a enchanté une boîte\\navec le sort Sacrum. 5 ou 6 charges.,0x1405f,85,A mage of the Green Moon has enchanted a box\\nwith the spell Sacrum. 5 or 6 charges.
277,0x8c3454fc,0x1aaa0,12,Riselem Box,0x1a9d7,13,Caja Riselen,0x1acea,14,Boîte Riselem,0x1a552,12,Riselem Box,0x2,"",X,"",28,Revive with 100% of HP,1,One character,32,1,34,49,0,2400,0,0,0,0,Green,0,Physical,7,Revival,0,0x144af,89,Ein Silver Moon-Magier hat eine Box mit\\nRiselem verzaubert. Diese Box ist zerbrechlich!,0x142d7,99,Un mago de la Luna de Plata ha encantado la caja\\ncon el hechizo Riselem. ¡Es una caja muy frágil!,0x14437,97,Un Mage de la Lune d'Argent a enchanté une boîte\\navec le sort Riselem. Cette boîte est fragile!,0x140b4,92,A mage of the Silver Moon has enchanted a box\\nwith the spell Riselem. This box is fragile!
