Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,MAXHP,Will,Defense,MagDef,Quick,Agile,Dodge%,Green,Red,Purple,Blue,Yellow,Silver,[DE arm. #0 name pos.],[DE arm. #0 name size],DE arm. #0 name str.,[ES arm. #0 name pos.],[ES arm. #0 name size],ES arm. #0 name str.,[FR arm. #0 name pos.],[FR arm. #0 name size],FR arm. #0 name str.,[GB arm. #0 name pos.],[GB arm. #0 name size],GB arm. #0 name str.,Arm. #0 type ID,[Arm. #0 type name],Arm. #0 attack,Arm. #0 range,Arm. #0 hit%,Arm. #0 element ID,[Arm. #0 element name],[DE arm. #1 name pos.],[DE arm. #1 name size],DE arm. #1 name str.,[ES arm. #1 name pos.],[ES arm. #1 name size],ES arm. #1 name str.,[FR arm. #1 name pos.],[FR arm. #1 name size],FR arm. #1 name str.,[GB arm. #1 name pos.],[GB arm. #1 name size],GB arm. #1 name str.,Arm. #1 type ID,[Arm. #1 type name],Arm. #1 attack,Arm. #1 range,Arm. #1 hit%,Arm. #1 element ID,[Arm. #1 element name],[DE arm. #2 name pos.],[DE arm. #2 name size],DE arm. #2 name str.,[ES arm. #2 name pos.],[ES arm. #2 name size],ES arm. #2 name str.,[FR arm. #2 name pos.],[FR arm. #2 name size],FR arm. #2 name str.,[GB arm. #2 name pos.],[GB arm. #2 name size],GB arm. #2 name str.,Arm. #2 type ID,[Arm. #2 type name],Arm. #2 attack,Arm. #2 range,Arm. #2 hit%,Arm. #2 element ID,[Arm. #2 element name],[DE arm. #3 name pos.],[DE arm. #3 name size],DE arm. #3 name str.,[ES arm. #3 name pos.],[ES arm. #3 name size],ES arm. #3 name str.,[FR arm. #3 name pos.],[FR arm. #3 name size],FR arm. #3 name str.,[GB arm. #3 name pos.],[GB arm. #3 name size],GB arm. #3 name str.,Arm. #3 type ID,[Arm. #3 type name],Arm. #3 attack,Arm. #3 range,Arm. #3 hit%,Arm. #3 element ID,[Arm. #3 element name],Pad. #0,Pad. #1,Pad. #2,Pad. #3,Pad. #4,Pad. #5,EXP,Gold,Item drop #0 ID,[Item drop #0 name],Item #0 ID,[Item #0 name],Item drop #1 ID,[Item drop #1 name],Item #1 ID,[Item #1 name],Item drop #2 ID,[Item drop #2 name],Item #2 ID,[Item #2 name]
23,2352241796,111689,11,Blackbeard,111506,11,Blackbeard,112277,11,Blackbeard,110292,11,Blackbeard,10000,50,40,10,50,10,10,10,10,10,10,10,10,114370,16,Schwarze Kanone,114297,12,Cañón Negro,115006,11,Canon Noir,112978,13,Black Cannon,0,Main cannon,115,0,75,6,Neutral,114386,2,-,114309,2,-,115017,2,-,112991,2,-,-1,None,-1,-1,-1,-1,None,114388,2,-,114311,2,-,115019,2,-,112993,2,-,-1,None,-1,-1,-1,-1,None,114390,2,-,114313,2,-,115021,2,-,112995,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,410,300,0,100%,496,Captain's Stripe,0,100%,480,Bomb,-1,None,-1,None
24,2352241808,111700,8,Recumen,111517,8,Recumen,112288,8,Recumen,110303,8,Recumen,100000,150,0,400,40,0,1,10,0,10,10,10,10,114392,13,Roter Strahl,114315,10,Rayo Rojo,115023,12,Rayon Rouge,112997,8,Red Ray,3,Special,400,0,-1,6,Neutral,114405,13,Roter Strahl,114325,10,Rayo Rojo,115035,12,Rayon Rouge,113005,8,Red Ray,-1,None,-1,-1,-1,-1,None,114418,13,Roter Strahl,114335,10,Rayo Rojo,115047,12,Rayon Rouge,113013,8,Red Ray,-1,None,-1,-1,-1,-1,None,114431,13,Roter Strahl,114345,10,Rayo Rojo,115059,12,Rayon Rouge,113021,8,Red Ray,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,0,0,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
25,2352241816,111708,8,Grendel,111525,8,Grendel,112296,8,Grendel,110311,8,Grendel,110000,300,100,250,70,10,1,0,10,5,5,5,5,114444,14,Grendel-Faust,114355,16,Puño de Grendel,115071,17,Poing de Grendel,113029,16,Fist of Grendel,3,Special,180,0,-1,6,Neutral,114458,12,Steinwerfer,114371,14,Lanzar Piedra,115088,14,Jet de rocher,113045,14,Boulder Throw,3,Special,200,0,-1,6,Neutral,114470,7,Stampf,114385,7,Patear,115102,11,Pas Lourds,113059,6,Stomp,3,Special,400,0,-1,6,Neutral,114477,2,-,114392,2,-,115113,2,-,113065,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,4640,2700,0,100%,496,Captain's Stripe,0,100%,30,Grendel Wing,0,100%,493,Complete Kit
26,2352241824,111716,8,Bluheim,111533,8,Bluheim,112304,8,Bluheim,110319,8,Bluheim,100000,350,200,350,130,10,70,10,15,10,0,10,10,114479,12,Blaue Winde,114394,15,Vientos Azules,115115,12,Vents Bleus,113067,11,Blue Winds,3,Special,250,0,-1,6,Neutral,114491,13,Blauer Blitz,114409,10,Rayo Azul,115127,12,Éclair Bleu,113078,15,Blue Lightning,3,Special,300,0,-1,6,Neutral,114504,15,Phoenix-Strahl,114419,11,Rayo Fénix,115139,14,Rayon Phoenix,113093,12,Phoenix Ray,3,Special,450,0,-1,6,Neutral,114519,16,Göttliche Winde,114430,16,Vientos Divinos,115153,12,Vents Bleus,113105,11,Blue Winds,3,Special,200,0,-1,6,Neutral,0,0,0,0,0,0,17140,8100,0,100%,496,Captain's Stripe,-1,None,-1,None,-1,None,-1,None
27,2352241832,111724,8,Yeligar,111541,8,Yeligar,112312,8,Yeligar,110327,8,Yeligar,150000,400,100,330,80,5,2,10,10,10,10,0,10,114535,9,Voltigar,114446,9,Voltigar,115165,9,Voltigar,113116,9,Voltigar,3,Special,330,0,-1,6,Neutral,114544,16,Photonen-Ladung,114455,17,Ataque de Photon,115174,15,Attaque Photon,113125,14,Photon Charge,3,Special,300,0,-1,6,Neutral,114560,13,Donnerschlag,114472,17,Clamor de Trueno,115189,17,Coup de Tonnerre,113139,14,Thunder Crash,3,Special,500,0,-1,6,Neutral,114573,2,-,114489,2,-,115206,2,-,113153,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,19050,8700,0,100%,496,Captain's Stripe,0,100%,5,Thunder Cutlass,-1,None,-1,None
28,2352241840,111732,6,Zelos,111549,6,Zelos,112320,6,Zelos,110335,6,Zelos,240000,240,300,350,250,30,20,8,8,8,8,8,0,114575,11,Mondstrahl,114491,13,Rayo de Luna,115208,14,Rayon de Lune,113155,9,Moon Ray,3,Special,800,0,-1,6,Neutral,114586,15,Gr. Mondstrahl,114504,16,Gran Rayo Lunar,115222,17,Faisceau lunaire,113164,15,Great Moon Ray,3,Special,900,0,-1,6,Neutral,114601,11,Mondgeheul,114520,14,Lamento Lunar,115239,16,Plainte lunaire,113179,12,Moon Lament,3,Special,1000,0,-1,6,Neutral,114612,8,Gericht,114534,7,Juicio,115255,9,Jugement,113191,10,Judgement,3,Special,1300,1,-1,6,Neutral,0,0,0,0,0,0,33590,0,0,100%,496,Captain's Stripe,-1,None,-1,None,-1,None,-1,None
29,2352241848,111738,8,Anguila,111555,8,Anguila,112326,8,Anguila,110341,8,Anguila,56000,300,100,100,80,10,5,10,25,10,10,10,10,114620,10,Giftnebel,114541,15,Spray Venenoso,115264,16,Spray de Poison,113201,13,Poison Spray,3,Special,250,0,-1,6,Neutral,114630,5,Biss,114556,9,Mordisco,115280,8,Morsure,113214,5,Bite,3,Special,300,0,-1,6,Neutral,114635,2,-,114565,2,-,115288,2,-,113219,2,-,-1,None,-1,-1,-1,-1,None,114637,2,-,114567,2,-,115290,2,-,113221,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,10830,5400,0,100%,482,Concussion Bomb,0,100%,425,Heavy Torpedo,7,Kalifa,456,Timing Valve
30,2352241856,111746,5,Raja,111563,5,Raja,112334,5,Raja,110349,5,Raja,15000,270,50,100,80,10,45,10,10,15,10,5,10,114639,9,Leuchten,114569,16,Ráfaga Luminosa,115292,10,Luminesce,113223,10,Luminesce,3,Special,230,0,-1,6,Neutral,114648,2,-,114585,2,-,115302,2,-,113233,2,-,-1,None,-1,-1,-1,-1,None,114650,2,-,114587,2,-,115304,2,-,113235,2,-,-1,None,-1,-1,-1,-1,None,114652,2,-,114589,2,-,115306,2,-,113237,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,2630,1100,4,50%,491,Deluxe Kit,6,Osman,508,Crystal Ball,2,10%,475,Soundproofing
31,2352241864,111751,11,Raja Embla,111568,11,Raja Embla,112339,11,Raja Embla,110354,11,Raja Embla,25000,300,100,150,120,15,45,10,10,15,10,3,10,114654,9,Leuchten,114591,16,Ráfaga Luminosa,115308,10,Luminesce,113239,10,Luminesce,3,Special,270,0,-1,6,Neutral,114663,2,-,114607,2,-,115318,2,-,113249,2,-,-1,None,-1,-1,-1,-1,None,114665,2,-,114609,2,-,115320,2,-,113251,2,-,-1,None,-1,-1,-1,-1,None,114667,2,-,114611,2,-,115322,2,-,113253,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,2630,1100,4,50%,493,Complete Kit,7,Kalifa,507,Gold Bullion,-1,None,-1,None
32,2352241876,111762,7,Obispo,111579,7,Obispo,112350,7,Obispo,110365,7,Obispo,60000,220,200,300,80,10,18,8,13,10,15,10,10,114669,17,Tintenfischtinte,114613,17,Tinta de Calamar,115324,16,Encre de Calmar,113255,10,Squid Ink,3,Special,250,0,-1,6,Neutral,114686,2,-,114630,2,-,115340,2,-,113265,2,-,-1,None,-1,-1,-1,-1,None,114688,2,-,114632,2,-,115342,2,-,113267,2,-,-1,None,-1,-1,-1,-1,None,114690,2,-,114634,2,-,115344,2,-,113269,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,11480,5600,0,100%,465,Alloy Deck,7,Kalifa,508,Crystal Ball,-1,None,-1,None
33,2352241884,111769,6,CUT33,111586,6,CUT33,112357,6,CUT33,110372,6,CUT33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,114692,2,-,114636,2,-,115346,2,-,113271,2,-,-1,None,-1,-1,-1,-1,None,114694,2,-,114638,2,-,115348,2,-,113273,2,-,-1,None,-1,-1,-1,-1,None,114696,2,-,114640,2,-,115350,2,-,113275,2,-,-1,None,-1,-1,-1,-1,None,114698,2,-,114642,2,-,115352,2,-,113277,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
34,2352241896,111775,6,CUT34,111592,6,CUT34,112363,6,CUT34,110378,6,CUT34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,114700,2,-,114644,2,-,115354,2,-,113279,2,-,-1,None,-1,-1,-1,-1,None,114702,2,-,114646,2,-,115356,2,-,113281,2,-,-1,None,-1,-1,-1,-1,None,114704,2,-,114648,2,-,115358,2,-,113283,2,-,-1,None,-1,-1,-1,-1,None,114706,2,-,114650,2,-,115360,2,-,113285,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
35,2352241908,111781,4,Roc,111598,4,Roc,112369,4,Roc,110384,4,Roc,45000,50,150,300,90,6,23,10,13,10,10,15,10,114708,13,Donnerstimme,114652,17,Explosión de Voz,115362,15,Voix explosive,113287,12,Blast Voice,3,Special,300,0,-1,6,Neutral,114721,2,-,114669,2,-,115377,2,-,113299,2,-,-1,None,-1,-1,-1,-1,None,114723,2,-,114671,2,-,115379,2,-,113301,2,-,-1,None,-1,-1,-1,-1,None,114725,8,Greifer,114673,7,Garfio,115381,7,Saisie,113303,5,Grab,3,Special,400,0,-1,6,Neutral,0,0,0,0,0,0,13580,6900,6,Osman,478,Wooden Doll,7,Kalifa,507,Gold Bullion,-1,None,-1,None
36,2352241912,111785,13,Giant Looper,111602,13,Giant Looper,112373,13,Giant Looper,110388,13,Giant Looper,30000,999,260,999,130,15,50,10,10,10,10,10,10,114733,12,Looper-Ring,114680,14,Anillo Looper,115388,17,Anneau de Looper,113308,12,Looper Ring,3,Special,500,0,-1,6,Neutral,114745,2,-,114694,2,-,115405,2,-,113320,2,-,-1,None,-1,-1,-1,-1,None,114747,2,-,114696,2,-,115407,2,-,113322,2,-,-1,None,-1,-1,-1,-1,None,114749,2,-,114698,2,-,115409,2,-,113324,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,28580,13000,0,100%,495,Thermal Grease,0,100%,496,Captain's Stripe,0,100%,505,Hex Shell
37,2352241928,111798,7,Alania,111615,7,Alania,112386,7,Alania,110401,7,Alania,52000,250,200,250,85,10,80,10,15,1,8,10,5,114751,8,Spirale,114700,8,Espiral,115411,8,Spirale,113326,7,Spiral,3,Special,280,0,-1,6,Neutral,114759,4,Rau,114708,7,Shaggy,115419,8,Hirsute,113333,7,Shaggy,3,Special,220,0,-1,6,Neutral,114763,2,-,114715,2,-,115427,2,-,113340,2,-,-1,None,-1,-1,-1,-1,None,114765,2,-,114717,2,-,115429,2,-,113342,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,14290,6500,6,Osman,447,Goddess Figure,6,Osman,473,Air Purifier,-1,None,-1,None
38,2352241936,111805,15,Fortress Gates,111622,15,Fortress Gates,112393,15,Fortress Gates,110408,15,Fortress Gates,200000,350,999,999,0,10,1,10,10,10,10,10,10,114767,14,Kleine Kanone,114719,14,Cañón Pequeño,115431,12,Petit Canon,113344,13,Small Cannon,0,Main cannon,500,2,80,6,Neutral,114781,2,-,114733,2,-,115443,2,-,113357,2,-,1,Secondary cannon,500,2,80,6,Neutral,114783,2,-,114735,2,-,115445,2,-,113359,2,-,2,Torpedo,500,2,80,6,Neutral,114785,2,-,114737,2,-,115447,2,-,113361,2,-,3,Special,500,2,80,6,Neutral,0,0,0,0,0,0,5630,3000,0,100%,494,Gear Grease,-1,None,-1,None,-1,None,-1,None
39,2352241952,111820,6,CUT39,111637,6,CUT39,112408,6,CUT39,110423,6,CUT39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,114787,2,-,114739,2,-,115449,2,-,113363,2,-,-1,None,-1,-1,-1,-1,None,114789,2,-,114741,2,-,115451,2,-,113365,2,-,-1,None,-1,-1,-1,-1,None,114791,2,-,114743,2,-,115453,2,-,113367,2,-,-1,None,-1,-1,-1,-1,None,114793,2,-,114745,2,-,115455,2,-,113369,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
40,2352241964,111826,9,Gadianos,111643,9,Gadianos,112414,9,Gadianos,110429,9,Gadianos,15000,999,100,999,235,25,30,10,10,10,10,10,10,114795,12,Jeda-Balken,114747,10,Rayo Jeda,115457,14,Faisceau Jeda,113371,10,Jeda Beam,3,Special,300,0,-1,6,Neutral,114807,13,Jedos-Strahl,114757,12,Rayo Jedos,115471,12,Rayon Jedos,113381,10,Jedos Ray,3,Special,450,0,-1,6,Neutral,114820,2,-,114769,2,-,115483,2,-,113391,2,-,-1,None,-1,-1,-1,-1,None,114822,2,-,114771,2,-,115485,2,-,113393,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,6120,2500,0,100%,493,Complete Kit,0,100%,469,Sparkling Deck,0,100%,433,Moon Gun
41,2352241976,111835,9,Gaditaos,111652,9,Gaditaos,112423,9,Gaditaos,110438,9,Gaditaos,15000,999,150,999,235,25,45,10,10,10,10,10,10,114824,12,Jeda-Balken,114773,10,Rayo Jeda,115487,14,Faisceau Jeda,113395,10,Jeda Beam,3,Special,350,0,-1,6,Neutral,114836,13,Jedos-Strahl,114783,12,Rayos Jedos,115501,12,Rayon Jedos,113405,10,Jedos Ray,3,Special,500,0,-1,6,Neutral,114849,2,-,114795,2,-,115513,2,-,113415,2,-,-1,None,-1,-1,-1,-1,None,114851,2,-,114797,2,-,115515,2,-,113417,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,6120,2500,0,100%,493,Complete Kit,0,100%,469,Sparkling Deck,-1,None,-1,None
42,2352241988,111844,6,CUT42,111661,6,CUT42,112432,6,CUT42,110447,6,CUT42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,114853,2,-,114799,2,-,115517,2,-,113419,2,-,-1,None,-1,-1,-1,-1,None,114855,2,-,114801,2,-,115519,2,-,113421,2,-,-1,None,-1,-1,-1,-1,None,114857,2,-,114803,2,-,115521,2,-,113423,2,-,-1,None,-1,-1,-1,-1,None,114859,2,-,114805,2,-,115523,2,-,113425,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
43,2352242000,111850,15,The Blackbeard,111667,15,The Blackbeard,112438,15,The Blackbeard,110453,15,The Blackbeard,15000,100,200,90,100,30,20,3,3,3,3,3,3,114861,14,Vega-Kanone +,114807,16,Cañón Vega Plus,115525,16,Canon Plus Vega,113427,17,Vega Cannon Plus,0,Main cannon,350,0,85,6,Neutral,114875,2,-,114823,2,-,115541,2,-,113444,2,-,-1,None,-1,-1,-1,-1,None,114877,2,-,114825,2,-,115543,2,-,113446,2,-,-1,None,-1,-1,-1,-1,None,114879,2,-,114827,2,-,115545,2,-,113448,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,5520,2400,0,100%,456,Timing Valve,0,100%,449,Spherical Figure,0,100%,500,Hybrid Wax
44,2352242016,111865,17,Tenkou Spellship,111682,17,Tenkou Spellship,112453,17,Tenkou Spellship,110468,17,Tenkou Spellship,25000,250,300,300,90,20,3,7,7,7,7,7,7,114881,7,Kanone,114829,6,Cañón,115547,6,Canon,113450,8,Cannon,0,Main cannon,250,0,80,6,Neutral,114888,11,Feuerpfeil,114835,16,Flecha de Fuego,115553,14,Flêche de Feu,113458,11,Fire Arrow,1,Secondary cannon,220,2,75,6,Neutral,114899,16,Houroku Torpedo,114851,16,Torpedo Houroku,115567,17,Torpille Houroku,113469,16,Houroku Torpedo,2,Torpedo,250,3,60,6,Neutral,114915,2,-,114867,2,-,115584,2,-,113485,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,1910,900,0,100%,484,Pyro Bomb,7,Kalifa,508,Crystal Ball,-1,None,-1,None
