Entry ID,EU Message ID,[ DE Entry Name Pos.],[ DE Entry Name Size],DE Entry Name,[ ES Entry Name Pos.],[ ES Entry Name Size],ES Entry Name,[ FR Entry Name Pos.],[ FR Entry Name Size],FR Entry Name,[ GB Entry Name Pos.],[ GB Entry Name Size],GB Entry Name,PC Flags,[ V],[ A],[ F],[ D],[ E],[ G],Retail Price in %,Order by Prio.,EU Order by ABC,Purchase Price,Feat. 1 ID,[Feat. 1 Name],Pad. 1,Feat. 1 Value,Feat. 2 ID,[Feat. 2 Name],Pad. 2,Feat. 2 Value,Feat. 3 ID,[Feat. 3 Name],Pad. 3,Feat. 3 Value,Feat. 4 ID,[Feat. 4 Name],Pad. 4,Feat. 4 Value,Pad. 5,Pad. 6,[ DE Descr. Pos.],[ DE Descr. Size],DE Descr. Str.,[ ES Descr. Pos.],[ ES Descr. Size],ES Descr. Str.,[ FR Descr. Pos.],[ FR Descr. Size],FR Descr. Str.,[ GB Descr. Pos.],[ GB Descr. Size],GB Descr. Str.
181,0x8c3731dc,0x1a0d5,15,Defensive Aura,0x1a580,15,Aura Defensiva,0x1a9bd,15,Aura Défensive,0x1a0a5,15,Defensive Aura,0x3f,X,X,X,X,X,X,100,22,15,10,65,Block Attack,0,1,17,Defense,0,40,-1,None,0,0,-1,None,0,0,0,0,0x12710,82,"Renders the wearer invulnerable to normal\\nAttacks, and improves Defense as well.",0x127dd,81,Quien la lleva se hace invulnerable a\\nAtaques normales. También mejora Defensa.,0x12a30,88,"Rend son utilisateur invulnérable aux Attaques\\nnormales, et améliore aussi la Défense.",0x126e0,82,"Renders the wearer invulnerable to normal\\nAttacks, and improves Defense as well."
182,0x8c3731ec,0x1a0e4,9,Ivy Band,0x1a58f,9,Ivy Band,0x1a9cc,13,Ruban Lierre,0x1a0b4,9,Ivy Band,0x3f,X,X,X,X,X,X,100,23,28,100,48,Poison,0,-10,32,Green,0,-2,17,Defense,0,5,18,MagDef,0,5,0,0,0x12762,87,"Boosts Defense & Magic Defense, especially to\\nGreen Magic, & protects against Poison.",0x1282e,88,Inmuniza contra el Veneno y aumenta Defensa\\ny Resistencia a la Magia y Ataques Verdes.,0x12a88,96,Rend invulnérable au Poison. Améliore Défense\\net Résistance à la Magie et aux Attaques Vertes.,0x12732,87,"Boosts Defense & Magic Defense, especially to\\nGreen Magic, & protects against Poison."
183,0x8c3731f8,0x1a0ed,13,Silvite Ring,0x1a598,15,Anillo Silvite,0x1a9d9,14,Bague Silvite,0x1a0bd,13,Silvite Ring,0x3f,X,X,X,X,X,X,100,30,47,100,49,Unconscious,0,-10,37,Silver,0,-2,17,Defense,0,5,18,MagDef,0,5,0,0,0x127b9,87,"Boosts Defense & Magic Defense, especially to\\nSilver Magic, & protects against Death.",0x12886,87,Inmuniza contra el Eterni y aumenta Defensa\\ny Resistencia a Magia y Ataques de Plata.,0x12ae8,93,Invulnérabilité à Eterni. Améliore Défense\\n& Résistance à la Magie & aux Attaques d'Argent.,0x12789,87,"Boosts Defense & Magic Defense, especially to\\nSilver Magic, & protects against Death."
184,0x8c373208,0x1a0fa,16,Gem of Fluidity,0x1a5a7,16,Gema de Fluidez,0x1a9e7,14,Pierre Fluide,0x1a0ca,16,Gem of Fluidity,0x3f,X,X,X,X,X,X,100,29,21,100,50,Stone,0,-10,17,Defense,0,10,18,MagDef,0,10,-1,None,0,0,0,0,0x12810,59,"Boosts Defense & Magic Defense, & protects\\nagainst Stone.",0x128dd,81,Inmuniza contra la Petrificación y aumenta\\nla Defensa y Resistencia a la Magia.,0x12b45,82,"Rend invulnérable à la Pétrification,\\naméliore Défense et Résistance à la Magie.",0x127e0,59,"Boosts Defense & Magic Defense, & protects\\nagainst Stone."
185,0x8c373218,0x1a10a,14,Wind Gem Ring,0x1a5b7,15,Gema de Viento,0x1a9f5,15,Pierre de Vent,0x1a0da,14,Wind Gem Ring,0x3f,X,X,X,X,X,X,100,24,62,100,51,Sleep,0,-10,35,Blue,0,-2,17,Defense,0,5,18,MagDef,0,5,0,0,0x1284b,85,"Boosts Defense & Magic Defense, especially to\\nBlue Magic, & protects against Sleep.",0x1292e,85,"Inmuniza contra el Sueño y mejora Defensa,\\nResistencia a la Magia y Ataques Azules.",0x12b97,97,Rend invulnérable au Sommeil. Améliore Défense\\net Résistance à la Magie et aux Attaques Bleues.,0x1281b,85,"Boosts Defense & Magic Defense, especially to\\nBlue Magic, & protects against Sleep."
186,0x8c373228,0x1a118,13,Eye of Truth,0x1a5c6,17,Ojo de la Verdad,0x1aa04,15,Oeil de Vérité,0x1a0e8,13,Eye of Truth,0x3f,X,X,X,X,X,X,100,25,18,100,52,Confusion,0,-10,34,Purple,0,-2,17,Defense,0,5,18,MagDef,0,5,0,0,0x128a0,91,"Boosts Defense & Magic Defense, especially to\\nPurple Magic, & protects against Confusion.",0x12983,88,"Protege contra la Confusión, mejora Defensa\\ny Resistencia a Ataques Mágicos y Púrpura.",0x12bf8,99,Invulnérabilité à la Confusion & accroît Défense\\net Résistance à la Magie et aux Attaques Mauves.,0x12870,91,"Boosts Defense & Magic Defense, especially to\\nPurple Magic, & protects against Confusion."
187,0x8c373238,0x1a125,14,Revered Voice,0x1a5d7,17,Voz Reverenciada,0x1aa13,13,Voix vénérée,0x1a0f5,14,Revered Voice,0x3f,X,X,X,X,X,X,100,26,42,100,53,Silence,0,-10,34,Purple,0,-2,17,Defense,0,5,18,MagDef,0,5,0,0,0x128fb,89,"Boosts Defense & Magic Defense, especially to\\nPurple Magic, & protects against Silence.",0x129db,88,"Inmuniza contra el Silencio, mejora Defensa\\ny Resistencia a Ataques Mágicos y Púrpura.",0x12c5b,97,Rend invulnérable au Silence & accroît Défense\\net Résistance à la Magie et aux Attaques Mauves.,0x128cb,89,"Boosts Defense & Magic Defense, especially to\\nPurple Magic, & protects against Silence."
188,0x8c373248,0x1a133,16,Everlasting Gem,0x1a5e8,12,Gema Eterna,0x1aa20,17,Pierre Éternelle,0x1a103,16,Everlasting Gem,0x3f,X,X,X,X,X,X,100,28,17,100,54,Fatigue,0,-10,17,Defense,0,10,18,MagDef,0,10,-1,None,0,0,0,0,0x12954,62,"Boosts Defense & Magic Defense, & protects\\nagainst Fatigue. ",0x12a33,80,Hace invulnerable a la Fatiga y mejora la\\nDefensa y la Resistencia a la Magia.,0x12cbc,84,Rend invulnérable à la Fatigue et améliore\\nla Défense et la Résistance à la Magie.,0x12924,62,"Boosts Defense & Magic Defense, & protects\\nagainst Fatigue. "
189,0x8c373258,0x1a143,16,Behemoth's Ring,0x1a5f4,16,Anillo Behemoth,0x1aa31,15,Bague Behemoth,0x1a113,16,Behemoth's Ring,0x3f,X,X,X,X,X,X,100,27,2,100,56,Weak,0,-10,36,Yellow,0,-2,17,Defense,0,5,18,MagDef,0,5,0,0,0x12992,86,"Boosts Defense & Magic Defense, especially to\\nYellow Magic, & protects against Weak.",0x12a83,87,"Protege contra Debilidad, mejora Defensa y\\nResistencia a Ataques Mágicos y Amarillos.",0x12d10,99,Invulnérabilité à la Faiblesse & accroît Défense\\net Résistance à la Magie et aux Attaques Jaunes.,0x12962,86,"Boosts Defense & Magic Defense, especially to\\nYellow Magic, & protects against Weak."
190,0x8c373268,0x1a153,17,Constitution Gem,0x1a604,14,Gema Integral,0x1aa40,15,Pierre Miracle,0x1a123,17,Constitution Gem,0x3f,X,X,X,X,X,X,100,31,9,1000,79,Block Neg. States,0,-10,17,Defense,0,10,18,MagDef,0,10,-1,None,0,0,0,0,0x129e8,91,"A miraculous stone that prevents all adverse\\neffects, and boosts Defense & Magic Defense.",0x12ada,85,Diamante que anula todo efecto adverso y\\npotencia Defensa y Resistencia a la Magia.,0x12d73,99,Pierre miraculeuse empêchant les effets néfastes\\net accroissant Défense et Résistance à la Magie.,0x129b8,91,"A miraculous stone that prevents all adverse\\neffects, and boosts Defense & Magic Defense."
191,0x8c37327c,0x1a164,13,Nomadic Veil,0x1a612,12,Velo Nómada,0x1aa4f,16,Voile Nomadique,0x1a134,13,Nomadic Veil,0x3f,X,X,X,X,X,X,50,34,37,640,17,Defense,0,9,18,MagDef,0,9,-1,None,0,0,-1,None,0,0,0,0,0x12a43,78,A veil worn by tribes of nomads in Nasr.\\nImproves Defense and Magic Defense.,0x12b2f,84,Velo que usan las tribus nómadas de Nasr.\\nMejora Defensa y Resistencia a la Magia.,0x12dd6,89,Un voile porté par les tribus nomades à Nasr.\\nAccroît Défense et Résistance à la Magie.,0x12a13,78,A veil worn by tribes of nomads in Nasr.\\nImproves Defense and Magic Defense.
192,0x8c37328c,0x1a171,12,Radiant Fur,0x1a61e,15,Visón Radiante,0x1aa5f,15,Belle Fourrure,0x1a141,12,Radiant Fur,0x3f,X,X,X,X,X,X,50,39,41,3580,17,Defense,0,24,18,MagDef,0,24,-1,None,0,0,-1,None,0,0,0,0,0x12a91,94,"A thick fur, designed to protect sailors from \\nthe cold. Improves Defense and Magic Defense.",0x12b83,83,Grueso abrigo de piel de los marinos.\\nMejora la Defensa y Resistencia a la Magia.,0x12e2f,95,Fourrure épaisse pour protéger les marins du\\nfroid. Accroît Défense et Résistance à la Magie.,0x12a61,94,"A thick fur, designed to protect sailors from \\nthe cold. Improves Defense and Magic Defense."
193,0x8c373298,0x1a17d,16,Sand Storm Ring,0x1a62d,16,Sand Storm Ring,0x1aa6e,16,Bague du Désert,0x1a14d,16,Sand Storm Ring,0x3f,X,X,X,X,X,X,50,35,44,770,16,Attack,0,9,1,Will,0,9,-1,None,0,0,-1,None,0,0,0,0,0x12aef,74,An enchanted ring worn by desert nomads.\\nImproves Attack Power and Will.,0x12bd6,85,Anillo mágico de los nómadas del desierto.\\nMejora el poder de Ataque y la Voluntad.,0x12e8e,90,Bague enchantée portée par les nomades du\\ndésert. Améliore Pouvoir d'Attaque et Volonté.,0x12abf,74,An enchanted ring worn by desert nomads.\\nImproves Attack Power and Will.
194,0x8c3732a8,0x1a18d,10,Skull Cap,0x1a63d,15,Gorra Calavera,0x1aa7e,14,Chapeau Crâne,0x1a15d,10,Skull Cap,0x3f,X,X,X,X,X,X,50,40,48,4300,16,Attack,0,24,1,Will,0,24,-1,None,0,0,-1,None,0,0,0,0,0x12b39,83,A unique hat sometimes worn by Eastern Air\\nPirates. Improves Attack Power & Will.,0x12c2b,84,Gorra exclusiva de los Piratas Aéreos del\\nEste. Mejora poder de Ataque y Voluntad.,0x12ee8,89,Chapeau original que les Pirates de l'Est\\nportent parfois. Améliore Attaque et Volonté.,0x12b09,83,A unique hat sometimes worn by Eastern Air\\nPirates. Improves Attack Power & Will.
195,0x8c3732b4,0x1a197,12,Mage's Bane,0x1a64c,17,Conjuro del Mago,0x1aa8c,14,Fléau du Mage,0x1a167,12,Mage's Bane,0x3f,X,X,X,X,X,X,50,33,31,480,17,Defense,0,4,18,MagDef,0,4,16,Attack,0,4,1,Will,0,4,0,0,0x12b8c,76,"A helm that increases the wearer's Attack,\\nDefense,Will,and Magic Defense.",0x12c7f,86,"Casco que mejora poder de Ataque, Voluntad\\ny Resistencia a la Magia de quien lo usa.",0x12f41,77,"Un casque qui augmente Attaques, Défense,\\nVolonté et Résistance à la Magie.",0x12b5c,76,"A helm that increases the wearer's Attack,\\nDefense,Will,and Magic Defense."
196,0x8c3732c0,0x1a1a3,17,Blue Rogue Patch,0x1a65d,14,Parche Pirata,0x1aa9a,16,Cache du Voleur,0x1a173,17,Blue Rogue Patch,0x3f,X,X,X,X,X,X,50,41,5,6820,17,Defense,0,18,18,MagDef,0,18,16,Attack,0,18,1,Will,0,18,0,0,0x12bd8,87,"Can be worn to show determination. Improves\\nAttacks, Defense, Will and Magic Defense.",0x12cd5,82,"Indica decisión. Mejora los Ataques,\\nDefensa, Voluntad y Resistencia a la Magia.",0x12f8e,92,"Montre une grande détermination. Améliore\\nAttaques, Défense, Volonté & Résistance Magique.",0x12ba8,87,"Can be worn to show determination. Improves\\nAttacks, Defense, Will and Magic Defense."
197,0x8c3732d4,0x1a1b4,14,Assassin Ring,0x1a66b,15,Anillo Asesino,0x1aaaa,17,Bague d'Assassin,0x1a184,14,Assassin Ring,0x3f,X,X,X,X,X,X,50,36,1,3200,80,First Strike%,0,40,19,Hit%,0,40,-1,None,0,0,-1,None,0,0,0,0,0x12c2f,72,"A ring crafted in Nasr. Improves chances for\\na First Strike, and Hit%.",0x12d27,75,Anillo hecho en Nasr. Aumenta la\\nposibilidad de Primer Golpe y Aciertos%.,0x12fea,78,Une bague fabriquée à Nasr. Augmente\\nl'initiative et les chances de toucher.,0x12bff,72,"A ring crafted in Nasr. Improves chances for\\na First Strike, and Hit%."
