Entry ID,Entry Name,ENGLISH.SOT,FRENCH.SOT,GERMAN.SOT,SPANISH.SOT
31,EnspatkDataTable,Wevlum,Wevlum,Wevlum,Wevlum
32,EnspatkDataTable,Electri,Electri,Electri,Electri
33,EnspatkDataTable,Electres,Electres,Electres,Electres
34,EnspatkDataTable,Electrum,Electrum,Electrum,Electrum
35,EnspatkDataTable,Electrulen,Electrulen,Electrulen,Electrulen
36,EnspatkDataTable,Volcanic Blast,Volcan Blast,Volcanic Blast,Ráfaga Volcánica
37,EnspatkDataTable,Cinder Storm,Orage de Cendre,Cinder Storm,Ráfaga de ceniza
38,EnspatkDataTable,Feather Slash,Plume Tranchante,Feather Slash,Feather Slash
39,EnspatkDataTable,KETSUBAN,KETSUBAN,KETSUBAN,KETSUBAN
40,EnspatkDataTable,Laser,Laser,Laser,Láser
41,EnspatkDataTable,Thunder of Fury,Tonnerre Furie,Thunder of Fury,Thunder of Fury
42,EnspatkDataTable,KETSUBAN,KETSUBAN,KETSUBAN,KETSUBAN
43,EnspatkDataTable,Circle of Panic,Cercle de Peur,Circle of Panic,Círculo de Miedo
44,EnspatkDataTable,Ring of Sleep,Bague de Sommeil,Ring of Sleep,Anillo del Sueño
45,EnspatkDataTable,Target Search,Recherche Cible,Target Search,Buscar Objetivo
46,EnspatkDataTable,KETSUBAN,KETSUBAN,KETSUBAN,KETSUBAN
47,EnspatkDataTable,Tackle,Ruée Mortelle,Tackle,Ataque
48,EnspatkDataTable,Death Strike,Coup Mortel,Death Strike,Golpe Mortal
49,EnspatkDataTable,Charge,Charge,Charge,Ataque
50,EnspatkDataTable,Poison Gas,Gaz Empoisonné,Poison Gas,Gas Venenoso
51,EnspatkDataTable,Stone Breath,Souffle Pierre,Stone Breath,Brisa de Piedra
52,EnspatkDataTable,KETSUBAN,KETSUBAN,KETSUBAN,KETSUBAN
53,EnspatkDataTable,Random Fire,Tir aléatoire,Random Fire,Fuego al Azar
54,EnspatkDataTable,KETSUBAN,KETSUBAN,KETSUBAN,KETSUBAN
55,EnspatkDataTable,Counter Stance,Défense,Counter Stance,Contraposición
56,EnspatkDataTable,Gather Strength,Rassembler Force,Gather Strength,Recuperar Fuerza
57,EnspatkDataTable,Counter Stance,Défense,Counter Stance,Contraposición
58,EnspatkDataTable,Burst,Explosion,Burst,Explosión
59,EnspatkDataTable,Terminal,Terminal,Terminal,Terminal
60,EnspatkDataTable,Devolver,Devolver,Devolver,Delegar
61,EnspatkDataTable,Poisonous Bile,Bile Venimeuse,Poisonous Bile,Furia Venenosa
62,EnspatkDataTable,Death Blossom,Éclosion Tueuse,Death Blossom,Flor de la Muerte
63,EnspatkDataTable,Cannon Fire,Tir de Canon,Cannon Fire,Fuego de Cañón
64,EnspatkDataTable,Call Allies,Appel d'alliés,Call Allies,Convocar aliados
65,EnspatkDataTable,Call Allies,Appel d'alliés,Call Allies,Convocar aliados
66,EnspatkDataTable,Wheel Blast,Obus explosif,Wheel Blast,Wheel Blast
67,EnspatkDataTable,Laser Blast,Explosion Laser,Laser Blast,Ráfaga láser
68,EnspatkDataTable,Crypt Laser,Laser Crypte,Crypt Laser,Láser de Cripta
69,EnspatkDataTable,Death Laser,Laser Mortel,Death Laser,Láser Mortífero
70,EnspatkDataTable,Assess Damage,Estimer Dégâts,Assess Damage,Evaluar Daño
71,EnspatkDataTable,KETSUBAN,KETSUBAN,KETSUBAN,KETSUBAN
72,EnspatkDataTable,Steelskin,Peau d'acier,Steelskin,Pieldeacero
73,EnspatkDataTable,Focus,Focus,Focus,Enfoque
74,EnspatkDataTable,Eternal Freeze,Gel Éternel,Eternal Freeze,Hielo Eterno
75,EnspatkDataTable,Lightning Strike,Coup de Foudre,Lightning Strike,Golpe del Rayo
76,EnspatkDataTable,Terrible Bite,Terrible Morsure,Terrible Bite,Mordisco Temible
77,EnspatkDataTable,Deep Sleep,Profond Sommeil,Deep Sleep,Sueño Profundo
78,EnspatkDataTable,Avalauncher,Avalanceur,Avalauncher,Avalauncher
79,EnspatkDataTable,Silver Eclipse,Éclipse d'argent,Silver Eclipse,Eclipse de Plata
80,EnspatkDataTable,Drain,Épuisement,Drain,Desecar
81,EnspatkDataTable,Turn Recovery,Récupération,Turn Recovery,Turno de Reposar
82,EnspatkDataTable,Destruction,Destruction,Destruction,Destrucción
83,EnspatkDataTable,Tremble,Tremblement,Tremble,Seísmo
84,EnspatkDataTable,Silver Tundra,Toundra d'argent,Silver Tundra,Tundra de Plata
85,EnspatkDataTable,Call Allies,Appel d'alliés,Call Allies,Convocar aliados
86,EnspatkDataTable,Call Allies,Appel d'alliés,Call Allies,Convocar aliados
87,EnspatkDataTable,Explore,Exploration,Explore,Explorar
88,EnspatkDataTable,Stone Ooze,Pierre Suintante,Stone Ooze,Fango de Piedra
89,EnspatkDataTable,Tundra Blast,Tundra Explosive,Tundra Blast,Ráfaga de Tundra
90,EnspatkDataTable,Death Waltz,Valse de la Mort,Death Waltz,Vals Mortal
91,EnspatkDataTable,Engage,Engagement,Engage,Involucrar
92,EnspatkDataTable,Thunder Storm,Orage,Thunder Storm,Ráfaga de Trueno
93,EnspatkDataTable,Eerie Wail,Cri Lugubre,Eerie Wail,Sollozo Pavoroso
94,EnspatkDataTable,Assess Damage,Estimer Dégâts,Assess Damage,Evaluar Daño
95,EnspatkDataTable,Death Waltz,Valse de la Mort,Death Waltz,Vals Mortal
96,EnspatkDataTable,Vigoro's Charm,Charme de Vigoro,Vigoro's Charm,Magia de Vigoro 
97,EnspatkDataTable,Laser Blast,Explosion Laser,Laser Blast,Ráfaga láser
98,EnspatkDataTable,Call Allies,Appel d'alliés,Call Allies,Convocar aliados
99,EnspatkDataTable,Digest,Digérer,Digest,Digerir
100,EnspatkDataTable,Terrible Bite,Terrible Morsure,Terrible Bite,Mordisco Temible
101,EnspatkDataTable,Neglora,Neglora,Neglora,Neglora
102,EnspatkDataTable,Ice Storm,Orage de Glace,Ice Storm,Ráfaga de Hielo
103,EnspatkDataTable,Call Allies,Appel d'alliés,Call Allies,Convocar aliados
104,EnspatkDataTable,Call Allies,Appel d'alliés,Call Allies,Convocar aliados
105,EnspatkDataTable,Call Allies,Appel d'alliés,Call Allies,Convocar aliados
106,EnspatkDataTable,Grenade,Grenade,Grenade,Grenade
107,EnspatkDataTable,Poison Gas,Gas Empoisonné,Poison Gas,Gas Venenoso
108,EnspatkDataTable,Sacrum Crystal,Cristal Sacrum,Sacrum Crystal,Cristal Sacrum
109,EnspatkDataTable,Call Allies,Appel d'alliés,Call Allies,Convocar aliados
110,EnspatkDataTable,Call Allies,Appel d'alliés,Call Allies,Convocar aliados
111,EnspatkDataTable,Discharge,Renvoi,Discharge,Evacuar
112,EnspatkDataTable,Tatatimorutto,Tatatimorutto,Tatatimorutto,Tatatimorutto
113,EnspatkDataTable,Round Claw,Griffe Arrondie,Round Claw,Tenaza Redonda
114,EnspatkDataTable,Call Allies,Appel d'alliés,Call Allies,Convocar aliados
115,EnspatkDataTable,Sacri Crystal,Cristal Sacri,Sacri Crystal,Cristal Sacri
116,EnspatkDataTable,Sacres Crystal,Cristal Sacres,Sacres Crystal,Cristal Sacres
117,EnspatkDataTable,Sacrulen Crystal,Cristal Sacrulen,Sacrulen Crystal,Cristal Sacrulen
118,EnspatkDataTable,Call Allies,Appel d'alliés,Call Allies,Convocar aliados
119,EnspatkDataTable,Silver Nightmare,SCauchemar Argent,Silver Nightmare,Pesadilla
120,EnspatkDataTable,Silver Binds,Liens d'argent,Silver Binds,Lazos de Plata
121,EnspatkDataTable,Turn Recovery,Récupération,Turn Recovery,Turno de Reposar
122,EnspatkDataTable,Destruction,Destruction,Destruction,Destrucción
123,EnspatkDataTable,Call Allies,Appel d'alliés,Call Allies,Convocar aliados
124,EnspatkDataTable,Call Allies,Appel d'alliés,Call Allies,Convocar aliados
125,EnspatkDataTable,Call Allies,Appel d'alliés,Call Allies,Convocar aliados
126,EnspatkDataTable,Silver Eclipse,Éclipse d'argent,Silver Eclipse,Eclipse de Plata
127,EnspatkDataTable,Not Used,Non Utilisé(e),Not Used,No se usa
128,EnspatkDataTable,Fatigue Breath,Souffle Fatigue,Fatigue Breath,Brisa de Fatiga
129,EnspatkDataTable,Fatigue Breath,Souffle Fatigue,Fatigue Breath,Brisa de Fatiga
130,EnspatkDataTable,Lunar Blessing,Bienfait lunaire,Lunar Blessing,Bendición Lunar
131,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
132,EnspatkDataTable,KETSUBAN,KETSUBAN,KETSUBAN,KETSUBAN
133,EnspatkDataTable,Emergency,Urgence,Emergency,Emergencia
134,EnspatkDataTable,Call Allies,Appel d'alliés,Call Allies,Convocar aliados
135,EnspatkDataTable,Blaster,Explosif,Blaster,Blaster
136,EnspatkDataTable,Magic?,Magie ?,Magic?,¿Magia?
137,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
138,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
139,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
140,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
141,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
142,EnspatkDataTable,Call Allies,Appel d'alliés,Call Allies,Convocar aliados
143,EnspatkDataTable,Call Allies,Appel d'alliés,Call Allies,Convocar aliados
144,EnspatkDataTable,Call Allies,Appel d'alliés,Call Allies,Convocar aliados
145,EnspatkDataTable,Call Allies,Appel d'alliés,Call Allies,Convocar aliados
146,EnspatkDataTable,Call Allies,Appel d'alliés,Call Allies,Convocar aliados
147,EnspatkDataTable,Call Allies,Appel d'alliés,Call Allies,Convocar aliados
148,EnspatkDataTable,Call Allies,Appel d'alliés,Call Allies,Convocar aliados
149,EnspatkDataTable,Call Allies,Appel d'alliés,Call Allies,Convocar aliados
150,EnspatkDataTable,Call Allies,Appel d'alliés,Call Allies,Convocar aliados
151,EnspatkDataTable,Call Allies,Appel d'alliés,Call Allies,Convocar aliados
152,EnspatkDataTable,Power Potion,Potion Pouvoir,Power Potion,Poción Poderosa
153,EnspatkDataTable,Speed Potion,Potion Vitesse,Speed Potion,Poción de Prisas
154,EnspatkDataTable,Sacres Crystal,Cristal Sacres,Sacres Crystal,Cristal Sacres
155,EnspatkDataTable,Death Tackle,Tacle Mortel,Death Tackle,Embestida Mortal
156,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
157,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
158,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
159,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
160,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
161,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
162,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
163,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
164,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
165,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
166,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
167,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
168,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
169,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
170,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
171,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
172,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
173,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
174,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
175,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
176,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
177,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
178,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
179,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
180,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
181,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
182,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
183,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
184,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
185,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
186,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
187,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
188,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
189,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
190,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
191,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
192,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
193,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
194,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
195,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
196,EnspatkDataTable,Search,Recherche,Search,Búsqueda
197,EnspatkDataTable,Poison Gas,Gaz Empoisonné,Poison Gas,Gas Venenoso
198,EnspatkDataTable,Fatigue Gas,Gaz de Fatigue,Fatigue Gas,Gas de Fatiga
199,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
200,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
201,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
202,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
203,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
204,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
205,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
206,EnspatkDataTable,Needle Storm,Orage Aiguilles,Needle Storm,Ráfaga de Agujas
207,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
208,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
209,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
210,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
211,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
212,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
213,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
214,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
215,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
216,EnspatkDataTable,Lava Storm,Orage de Lave,Lava Storm,Tormenta de lava
217,EnspatkDataTable,Blast Breath,Soufflexplosion,Blast Breath,Ráfaga de Brisa
218,EnspatkDataTable,Loqua Spray,Spray Loqua,Loqua Spray,Spray Loqua
219,EnspatkDataTable,Frost Breath,Souffle de Gel,Frost Breath,Brisa de Hielo
220,EnspatkDataTable,Frost Breath,Souffle de Gel,Frost Breath,Brisa de Hielo
221,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
222,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
223,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
224,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
225,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
226,EnspatkDataTable,Damyun,Damyun,Damyun,Damyun
227,EnspatkDataTable,Slumber Dust,Poudre Sommeil,Slumber Dust,Polvo de Dormir
228,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
229,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
230,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
231,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
232,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
233,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
234,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
235,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
236,EnspatkDataTable,Call Allies,Appel d'alliés,Call Allies,Convocar aliados
237,EnspatkDataTable,Call Allies,Appel d'alliés,Call Allies,Convocar aliados
238,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
239,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
240,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
241,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
242,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
243,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
244,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
245,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
246,EnspatkDataTable,HP Absorb,Absorber PV,HP Absorb,Absorber Salud
247,EnspatkDataTable,HP Absorb,Absorber PV,HP Absorb,Absorber Salud
248,EnspatkDataTable,HP Absorb,Absorber PV,HP Absorb,Absorber Salud
249,EnspatkDataTable,HP Absorb,Absorber PV,HP Absorb,Absorber Salud
250,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
251,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
252,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
253,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
254,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
255,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
256,EnspatkDataTable,Rapid Fire,Tir Rapide,Rapid Fire,Fuego Rápido
257,EnspatkDataTable,KETSUBAN,KETSUBAN,KETSUBAN,KETSUBAN
258,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
259,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
260,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
261,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
262,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
263,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
264,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
265,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
266,EnspatkDataTable,Irnagun,Irnagun,Irnagun,Irnagun
267,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
268,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
269,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
270,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
271,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
272,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
273,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
274,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
275,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
276,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
277,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
278,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
279,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
280,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
281,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
282,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
283,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
284,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
285,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
286,EnspatkDataTable,Wind Slash,Vent Tranchant,Wind Slash,Corta Vientos
287,EnspatkDataTable,Sonic Wave,Vague Sonique,Sonic Wave,Ola Sónica
288,EnspatkDataTable,KETSUBAN,KETSUBAN,KETSUBAN,KETSUBAN
289,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
290,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
291,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
292,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
293,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
294,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
295,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
296,EnspatkDataTable,Quake,Séisme,Quake,Terremoto
297,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
298,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
299,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
300,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
301,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
302,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
303,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
304,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
305,EnspatkDataTable,DUMMY,DUMMY,DUMMY,DUMMY
306,EnspatkDataTable,Self-destruct,Auto-destruction,Self-destruct,Autodestrucción
307,EnspatkDataTable,Poison Explode,Explosion Poison,Poison Explode,Ráfaga de Veneno
0,sotBtlPCAction,Do nothing,Do nothing,Do nothing,Do nothing
1,sotBtlPCAction,    Attack    ,    Attaque   ,    Attack    ,    Attack    
2,sotBtlPCAction,Critical Hit,Coup Critique,Critical Hit,Critical Hit
3,sotBtlPCAction,    Attack    ,    Attaque   ,    Attack    ,    Attack    
4,sotBtlPCAction,Focus,Focus,Focus,Focus
5,sotBtlPCAction,      Run      ,     Fuite    ,      Run      ,      Run      
6,sotBtlPCAction,Counter Attack,Contre-attaque,Counter Attack,Counter Attack
7,sotBtlPCAction,Counter Attack,Contre-attaque,Counter Attack,Counter Attack
8,sotBtlPCAction,Magic failure,Magic failure,Magic failure,Magic failure
9,sotBtlPCAction,S.Move failure,S.Move failure,S.Move failure,S.Move failure
0,sotBtlResult,No items.,No items.,No items.,No items.
0,sotPauseMenu,Map,Map,Map,Map
1,sotPauseMenu,To Bridge,To Bridge,To Bridge,To Bridge
2,sotPauseMenu,Save,Save,Save,Save
0,guildShopMsgTbl,Main Office,Main Office,Main Office,Main Office
1,guildShopMsgTbl,"Sorry, but we've already received information on
this. We'll still pay you for reconfirming it.","Sorry, but we've already received information on
this. We'll still pay you for reconfirming it.","Sorry, but we've already received information on
this. We'll still pay you for reconfirming it.","Sorry, but we've already received information on
this. We'll still pay you for reconfirming it."
2,guildShopMsgTbl,"Yes, I've heard rumors of its existence. I
will pay you if you know its location.","Yes, I've heard rumors of its existence. I
will pay you if you know its location.","Yes, I've heard rumors of its existence. I
will pay you if you know its location.","Yes, I've heard rumors of its existence. I
will pay you if you know its location."
3,guildShopMsgTbl,"You found what?! You must tell me where you
found it! I must let the whole world know!","You found what?! You must tell me where you
found it! I must let the whole world know!","You found what?! You must tell me where you
found it! I must let the whole world know!","You found what?! You must tell me where you
found it! I must let the whole world know!"
4,guildShopMsgTbl,Maramba Office,Maramba Office,Maramba Office,Maramba Office
5,guildShopMsgTbl,"Sorry, but we've already received information on
this. We'll still pay you for reconfirming it.","Sorry, but we've already received information on
this. We'll still pay you for reconfirming it.","Sorry, but we've already received information on
this. We'll still pay you for reconfirming it.","Sorry, but we've already received information on
this. We'll still pay you for reconfirming it."
6,guildShopMsgTbl,"Yes, I've heard rumors of its existence. I
will pay you if you know its location.","Yes, I've heard rumors of its existence. I
will pay you if you know its location.","Yes, I've heard rumors of its existence. I
will pay you if you know its location.","Yes, I've heard rumors of its existence. I
will pay you if you know its location."
7,guildShopMsgTbl,"You found what?! You must tell me where you
found it! I must let the whole world know!","You found what?! You must tell me where you
found it! I must let the whole world know!","You found what?! You must tell me where you
found it! I must let the whole world know!","You found what?! You must tell me where you
found it! I must let the whole world know!"
8,guildShopMsgTbl,Nasrad Office,Nasrad Office,Nasrad Office,Nasrad Office
9,guildShopMsgTbl,"Sorry, but we've already received information on
this. We'll still pay you for reconfirming it.","Sorry, but we've already received information on
this. We'll still pay you for reconfirming it.","Sorry, but we've already received information on
this. We'll still pay you for reconfirming it.","Sorry, but we've already received information on
this. We'll still pay you for reconfirming it."
10,guildShopMsgTbl,"Yes, I've heard rumors of its existence. I
will pay you if you know its location.","Yes, I've heard rumors of its existence. I
will pay you if you know its location.","Yes, I've heard rumors of its existence. I
will pay you if you know its location.","Yes, I've heard rumors of its existence. I
will pay you if you know its location."
11,guildShopMsgTbl,"You found what?! You must tell me where you
found it! I must let the whole world know!","You found what?! You must tell me where you
found it! I must let the whole world know!","You found what?! You must tell me where you
found it! I must let the whole world know!","You found what?! You must tell me where you
found it! I must let the whole world know!"
12,guildShopMsgTbl,The Dark Guild,The Dark Guild,The Dark Guild,The Dark Guild
