Entry ID,[Filter],[EC ID],[EC JP Name],State ID,[State Name],Unk 1,Unk 2,Motion ID,[Motion Name],Motion Flags,Param ID,[Param Name],Unk 3,Blend Time,Play Rate
15,MB000.STD,0,軍艦兵,29,Exec S-Move,1,8,15,Run,0b10001000000000000000000000000000,72,サプハネの葉,0,5.00,1.00
0,MB001.STD,1,航行士,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MB001.STD,1,航行士,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MB001.STD,1,航行士,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.80
3,MB001.STD,1,航行士,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
4,MB001.STD,1,航行士,8,Critical Attack,1,8,4,Critical Attack,0b10001010000000000000000000000000,-1,None,0,5.00,1.00
5,MB001.STD,1,航行士,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB001.STD,1,航行士,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
7,MB001.STD,1,航行士,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB001.STD,1,航行士,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
9,MB001.STD,1,航行士,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
10,MB001.STD,1,航行士,13,Dodge,1,8,10,Dodge,0b10001010000000000000000000000000,-1,None,0,0.00,1.20
11,MB001.STD,1,航行士,16,Use Item 1,1,8,11,Defeat,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
12,MB001.STD,1,航行士,21,Cast Magic,1,8,12,Revive,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
13,MB001.STD,1,航行士,32,Knockdown,1,10,13,Focus,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
14,MB001.STD,1,航行士,24,Exec Magic/S-Move,1,8,12,Revive,0b10001000000000000000000000000000,13,クイッカ,0,5.00,1.00
15,MB001.STD,1,航行士,24,Exec Magic/S-Move,1,8,12,Revive,0b10001000000000000000000000000000,1,アポス,0,5.00,1.00
16,MB001.STD,1,航行士,24,Exec Magic/S-Move,1,8,12,Revive,0b10001000000000000000000000000000,32,ボルタ,0,5.00,1.00
17,MB001.STD,1,航行士,24,Exec Magic/S-Move,1,8,12,Revive,0b10001000000000000000000000000000,27,グラシィ,0,5.00,1.00
18,MB001.STD,1,航行士,29,Exec S-Move,1,8,11,Defeat,0b10001000000000000000000000000000,79,サプの葉,0,5.00,1.00
19,MB001.STD,1,航行士,29,Exec S-Move,1,8,11,Defeat,0b10001000000000000000000000000000,80,サプガンの葉,0,5.00,1.00
20,MB001.STD,1,航行士,29,Exec S-Move,1,8,11,Defeat,0b10001000000000000000000000000000,81,サプヤクの葉,0,5.00,1.00
0,MB002.STD,2,ミクラステル,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MB002.STD,2,ミクラステル,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MB002.STD,2,ミクラステル,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.10
3,MB002.STD,2,ミクラステル,4,Close Attack,1,8,3,Close Attack,0b10001010001000000000000000000000,-1,None,0,5.00,1.00
4,MB002.STD,2,ミクラステル,8,Critical Attack,1,8,4,Critical Attack,0b10001010001000000000000000000000,-1,None,0,5.00,1.00
5,MB002.STD,2,ミクラステル,9,Take Damage 1,1,11,5,Take Damage 1,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
6,MB002.STD,2,ミクラステル,5,Ranged Attack,1,8,6,Ranged Attack,0b10001010000000000000000000000000,-1,None,0,5.00,1.00
7,MB002.STD,2,ミクラステル,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB002.STD,2,ミクラステル,11,Take Damage 3,1,10,5,Take Damage 1,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
9,MB002.STD,2,ミクラステル,13,Dodge,1,8,9,Guard,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
10,MB002.STD,2,ミクラステル,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
11,MB002.STD,2,ミクラステル,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB002.STD,2,ミクラステル,32,Knockdown,1,10,12,Revive,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
13,MB002.STD,2,ミクラステル,29,Exec S-Move,1,8,13,Focus,0b10001010000000000000000000000000,4,レーザー,0,5.00,1.00
0,MB003.STD,3,マロッカ,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MB003.STD,3,マロッカ,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,8.50,1.00
2,MB003.STD,3,マロッカ,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
3,MB003.STD,3,マロッカ,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
4,MB003.STD,3,マロッカ,8,Critical Attack,1,8,4,Critical Attack,0b10001000001000000000000000000000,-1,None,0,5.00,1.00
5,MB003.STD,3,マロッカ,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB003.STD,3,マロッカ,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000001000000000000000000000,-1,None,0,5.00,1.00
7,MB003.STD,3,マロッカ,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB003.STD,3,マロッカ,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
9,MB003.STD,3,マロッカ,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
10,MB003.STD,3,マロッカ,13,Dodge,1,8,10,Dodge,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
11,MB003.STD,3,マロッカ,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB003.STD,3,マロッカ,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MB003.STD,3,マロッカ,32,Knockdown,1,10,13,Focus,0b10001000001000000000000000000000,-1,None,0,0.00,1.00
0,MB004.STD,4,アーアペプ,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MB004.STD,4,アーアペプ,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MB004.STD,4,アーアペプ,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
3,MB004.STD,4,アーアペプ,4,Close Attack,1,8,3,Close Attack,0b10001010000000000000000000000000,-1,None,0,5.00,0.80
4,MB004.STD,4,アーアペプ,8,Critical Attack,1,8,4,Critical Attack,0b10001010000000000000000000000000,-1,None,0,5.00,1.00
5,MB004.STD,4,アーアペプ,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB004.STD,4,アーアペプ,5,Ranged Attack,1,8,6,Ranged Attack,0b10001010000000000000000000000000,-1,None,0,5.00,1.00
7,MB004.STD,4,アーアペプ,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB004.STD,4,アーアペプ,11,Take Damage 3,1,10,5,Take Damage 1,0b10001010001000000000000000000000,-1,None,0,0.00,1.00
9,MB004.STD,4,アーアペプ,12,Guard,1,8,9,Guard,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
10,MB004.STD,4,アーアペプ,13,Dodge,1,8,10,Dodge,0b10001010001000000000000000000000,-1,None,0,0.00,0.60
11,MB004.STD,4,アーアペプ,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB004.STD,4,アーアペプ,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MB004.STD,4,アーアペプ,21,Cast Magic,1,8,0,Idle 1,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
14,MB004.STD,4,アーアペプ,32,Knockdown,1,10,14,Widthdraw,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
15,MB004.STD,4,アーアペプ,29,Exec S-Move,1,8,15,Run,0b10001010000000000000000000000000,57,あやしい音波,0,5.00,1.00
16,MB004.STD,4,アーアペプ,24,Exec Magic/S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,3,パニカ,0,5.00,1.00
17,MB004.STD,4,アーアペプ,24,Exec Magic/S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,20,ウェイバ,0,5.00,1.00
18,MB004.STD,4,アーアペプ,24,Exec Magic/S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,21,ウェイビィ,0,5.00,1.00
19,MB004.STD,4,アーアペプ,24,Exec Magic/S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,22,ウェボーン,0,5.00,1.00
20,MB004.STD,4,アーアペプ,29,Exec S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,100,Ж術？,0,5.00,1.00
0,MB007.STD,7,煌術処刑士,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,0.60
1,MB007.STD,7,煌術処刑士,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MB007.STD,7,煌術処刑士,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.50
3,MB007.STD,7,煌術処刑士,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
4,MB007.STD,7,煌術処刑士,8,Critical Attack,1,8,4,Critical Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
5,MB007.STD,7,煌術処刑士,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB007.STD,7,煌術処刑士,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
7,MB007.STD,7,煌術処刑士,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB007.STD,7,煌術処刑士,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
9,MB007.STD,7,煌術処刑士,12,Guard,1,8,9,Guard,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
10,MB007.STD,7,煌術処刑士,13,Dodge,1,8,10,Dodge,0b10001010000000000000000000000000,-1,None,0,0.00,0.80
11,MB007.STD,7,煌術処刑士,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB007.STD,7,煌術処刑士,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MB007.STD,7,煌術処刑士,21,Cast Magic,1,8,13,Focus,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
14,MB007.STD,7,煌術処刑士,32,Knockdown,1,10,14,Widthdraw,0b10001010000000000000000000000000,-1,None,0,0.00,0.60
15,MB007.STD,7,煌術処刑士,29,Exec S-Move,1,8,15,Run,0b10001000000000000000000000000000,37,ガッツ,0,5.00,1.00
16,MB007.STD,7,煌術処刑士,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,0,アパ,0,5.00,1.00
17,MB007.STD,7,煌術処刑士,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,2,サイレシャ,0,5.00,1.00
18,MB007.STD,7,煌術処刑士,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,4,ダウナ,0,5.00,1.00
19,MB007.STD,7,煌術処刑士,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,6,サプラ,0,5.00,1.00
20,MB007.STD,7,煌術処刑士,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,7,サプリィ,0,5.00,1.00
21,MB007.STD,7,煌術処刑士,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,18,ジェデス,0,5.00,1.00
22,MB007.STD,7,煌術処刑士,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,31,ウェイベス,0,5.00,1.00
23,MB007.STD,7,煌術処刑士,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,26,グラシャ,0,5.00,1.00
24,MB007.STD,7,煌術処刑士,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,28,グラシェス,0,5.00,1.00
25,MB007.STD,7,煌術処刑士,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,29,グラゾーバ,0,5.00,1.00
26,MB007.STD,7,煌術処刑士,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,35,ボルドーラ,0,5.00,1.00
0,MB008.STD,8,レトモニケ,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,0.80
1,MB008.STD,8,レトモニケ,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MB008.STD,8,レトモニケ,6,Approach,1,8,2,Approach,0b10000001001000000000000000000000,-1,None,0,5.00,1.00
3,MB008.STD,8,レトモニケ,4,Close Attack,1,8,3,Close Attack,0b10001010001000000000000000000000,-1,None,0,5.00,1.30
4,MB008.STD,8,レトモニケ,8,Critical Attack,1,8,4,Critical Attack,0b10001010001000000000000000000000,-1,None,0,5.00,1.00
5,MB008.STD,8,レトモニケ,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB008.STD,8,レトモニケ,5,Ranged Attack,1,8,6,Ranged Attack,0b10001010001000000000000000000000,-1,None,0,5.00,1.70
7,MB008.STD,8,レトモニケ,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB008.STD,8,レトモニケ,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000001000000000000000000000,-1,None,0,0.00,1.00
9,MB008.STD,8,レトモニケ,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
10,MB008.STD,8,レトモニケ,13,Dodge,1,8,10,Dodge,0b10001010000000000000000000000000,-1,None,0,0.00,2.30
11,MB008.STD,8,レトモニケ,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB008.STD,8,レトモニケ,20,Idle 3,1,15,2,Approach,0b10000001001000000000000000000000,-1,None,0,5.00,1.00
13,MB008.STD,8,レトモニケ,32,Knockdown,1,10,13,Focus,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
0,MB009.STD,9,レイチア,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MB009.STD,9,レイチア,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,0.40
2,MB009.STD,9,レイチア,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.20
3,MB009.STD,9,レイチア,4,Close Attack,1,8,3,Close Attack,0b10001000001000000000000000000000,-1,None,0,5.00,1.30
4,MB009.STD,9,レイチア,8,Critical Attack,1,8,4,Critical Attack,0b10001000001000000000000000000000,-1,None,0,5.00,1.00
5,MB009.STD,9,レイチア,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB009.STD,9,レイチア,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000001000000000000000000000,-1,None,0,5.00,1.00
7,MB009.STD,9,レイチア,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB009.STD,9,レイチア,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000001000000000000000000000,-1,None,0,0.00,1.00
9,MB009.STD,9,レイチア,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
10,MB009.STD,9,レイチア,13,Dodge,1,8,10,Dodge,0b10001000001000000000000000000000,-1,None,0,0.00,1.00
11,MB009.STD,9,レイチア,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB009.STD,9,レイチア,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MB009.STD,9,レイチア,32,Knockdown,1,10,13,Focus,0b10001000001000000000000000000000,-1,None,0,0.00,1.00
0,MB010.STD,10,カイライ,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MB010.STD,10,カイライ,7,Idle 2 (Injured),1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MB010.STD,10,カイライ,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
3,MB010.STD,10,カイライ,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
4,MB010.STD,10,カイライ,8,Critical Attack,1,8,4,Critical Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
5,MB010.STD,10,カイライ,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB010.STD,10,カイライ,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
7,MB010.STD,10,カイライ,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB010.STD,10,カイライ,11,Take Damage 3,1,10,5,Take Damage 1,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
9,MB010.STD,10,カイライ,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
10,MB010.STD,10,カイライ,13,Dodge,1,8,10,Dodge,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
11,MB010.STD,10,カイライ,32,Knockdown,1,10,11,Defeat,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
12,MB010.STD,10,カイライ,29,Exec S-Move,1,8,6,Ranged Attack,0b10001000000000000000000000000000,15,石化ブレス,0,5.00,1.00
0,MB011.STD,11,フォカラルガ,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MB011.STD,11,フォカラルガ,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MB011.STD,11,フォカラルガ,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
3,MB011.STD,11,フォカラルガ,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
4,MB011.STD,11,フォカラルガ,8,Critical Attack,1,8,4,Critical Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
5,MB011.STD,11,フォカラルガ,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB011.STD,11,フォカラルガ,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
7,MB011.STD,11,フォカラルガ,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB011.STD,11,フォカラルガ,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
9,MB011.STD,11,フォカラルガ,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
10,MB011.STD,11,フォカラルガ,13,Dodge,1,8,10,Dodge,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
11,MB011.STD,11,フォカラルガ,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB011.STD,11,フォカラルガ,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MB011.STD,11,フォカラルガ,21,Cast Magic,1,8,13,Focus,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
14,MB011.STD,11,フォカラルガ,32,Knockdown,1,10,14,Widthdraw,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
15,MB011.STD,11,フォカラルガ,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,3,パニカ,0,5.00,1.00
16,MB011.STD,11,フォカラルガ,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,28,グラシェス,0,5.00,1.00
17,MB011.STD,11,フォカラルガ,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,27,グラシィ,0,5.00,1.00
0,MB012.STD,12,ギジェリガー,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.40
1,MB012.STD,12,ギジェリガー,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,9.60,0.90
2,MB012.STD,12,ギジェリガー,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.10
3,MB012.STD,12,ギジェリガー,4,Close Attack,1,8,3,Close Attack,0b10001010000000000000000000000000,-1,None,0,5.00,1.00
4,MB012.STD,12,ギジェリガー,8,Critical Attack,1,8,4,Critical Attack,0b10001010001000000000000000000000,-1,None,0,5.00,1.00
5,MB012.STD,12,ギジェリガー,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB012.STD,12,ギジェリガー,5,Ranged Attack,1,8,6,Ranged Attack,0b10001010001000000000000000000000,-1,None,0,5.00,1.00
7,MB012.STD,12,ギジェリガー,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB012.STD,12,ギジェリガー,11,Take Damage 3,1,10,5,Take Damage 1,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
9,MB012.STD,12,ギジェリガー,12,Guard,1,8,9,Guard,0b10001010000000000000000000000000,-1,None,0,0.00,1.20
10,MB012.STD,12,ギジェリガー,13,Dodge,1,8,10,Dodge,0b10001010000000000000000000000000,-1,None,0,0.10,1.00
11,MB012.STD,12,ギジェリガー,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB012.STD,12,ギジェリガー,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MB012.STD,12,ギジェリガー,21,Cast Magic,1,8,0,Idle 1,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
14,MB012.STD,12,ギジェリガー,32,Knockdown,1,10,14,Widthdraw,0b10001010001000000000000000000000,-1,None,0,0.00,1.00
15,MB012.STD,12,ギジェリガー,29,Exec S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,62,仲間を呼ぶ,0,5.00,1.00
16,MB012.STD,12,ギジェリガー,29,Exec S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,87,仲間を呼ぶ,0,5.00,1.00
17,MB012.STD,12,ギジェリガー,24,Exec Magic/S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,12,スリーパ,0,5.00,1.00
18,MB012.STD,12,ギジェリガー,24,Exec Magic/S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,13,クイッカ,0,5.00,1.00
19,MB012.STD,12,ギジェリガー,29,Exec S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,100,Ж術？,0,5.00,1.00
20,MB012.STD,12,ギジェリガー,29,Exec S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,107,仲間を呼ぶ,0,5.00,1.00
0,MB013.STD,13,アスフール,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.20
1,MB013.STD,13,アスフール,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MB013.STD,13,アスフール,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.10,1.10
3,MB013.STD,13,アスフール,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
4,MB013.STD,13,アスフール,8,Critical Attack,1,8,4,Critical Attack,0b10001010000000000000000000000000,-1,None,0,5.00,1.00
5,MB013.STD,13,アスフール,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.10,1.00
6,MB013.STD,13,アスフール,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
