Entry ID,EU Message ID,[DE Entry Name Pos.],[DE Entry Name Size],DE Entry Name,[ES Entry Name Pos.],[ES Entry Name Size],ES Entry Name,[FR Entry Name Pos.],[FR Entry Name Size],FR Entry Name,[GB Entry Name Pos.],[GB Entry Name Size],GB Entry Name,PS Flags,[L1],[L2],[D1],[D2],[D3],Pad. 1,Feat. 1 ID,[Feat. 1 Name],Pad. 2,Feat. 1 Value,Feat. 2 ID,[Feat. 2 Name],Pad. 3,Feat. 2 Value,Feat. 3 ID,[Feat. 3 Name],Pad. 4,Feat. 3 Value,Feat. 4 ID,[Feat. 4 Name],Pad. 5,Feat. 4 Value,Pad. 6,Pad. 7,Purchase Price,Pad. 8,Pad. 9,Retail Price in %,Order by Prio.,EU Order by ABC,Pad. 10,[DE Descr. Pos.],[DE Descr. Size],DE Descr. Str.,[ES Descr. Pos.],[ES Descr. Size],ES Descr. Str.,[FR Descr. Pos.],[FR Descr. Size],FR Descr. Str.,[GB Descr. Pos.],[GB Descr. Size],GB Descr. Str.
450,0x8c3741e8,0x1b2d8,13,Engine Cover,0x1b7e4,13,Engine Cover,0x1bc5b,15,Protège-moteur,0x1b2d8,13,Engine Cover,0x3e,X,X,X,X,X,0,4,Quick,0,10,6,Dodge%,0,3,-1,None,0,0,-1,None,0,0,0,0,800,0,0,50,10,12,0,0x16be9,80,"Protects the ship's engine from getting dirty,\\nand increases the ship's Quick.",0x16ebd,67,Protege el motor del navio de la\\nsuciedad y aumenta su velocidad.,0x17235,68,Protège l'encrassement du moteur du navire\\net augmente sa vitesse.,0x16be9,80,"Protects the ship's engine from getting dirty,\\nand increases the ship's Quick."
451,0x8c3741f8,0x1b2e5,10,Turbo Kit,0x1b7f1,10,Turbo Kit,0x1bc6a,10,Kit Turbo,0x1b2e5,10,Turbo Kit,0x3e,X,X,X,X,X,0,4,Quick,0,20,6,Dodge%,0,5,-1,None,0,0,-1,None,0,0,0,0,1520,0,0,50,11,34,0,0x16c39,93,"Ship Modification, that increases the Moon Stone\\npower output, increasing the ship's Quick.",0x16f00,91,Equipo especial aumenta la salida de energia\\nde Piedra Lunar aumentando asi la velocidad.,0x17279,93,"Modification du navire, qui accroît le pouvoir\\nde la Pierre de Lune, augmentant sa vitesse.",0x16c39,93,"Ship Modification, that increases the Moon Stone\\npower output, increasing the ship's Quick."
452,0x8c374204,0x1b2ef,12,Bore-up Kit,0x1b7fb,12,Bore-up Kit,0x1bc74,11,Kit Moteur,0x1b2ef,12,Bore-up Kit,0x3e,X,X,X,X,X,0,4,Quick,0,30,6,Dodge%,0,8,-1,None,0,0,-1,None,0,0,0,0,2400,0,0,50,12,7,0,0x16c96,90,"A kit that increases engine size for greater\\npower and exhaust, increasing ship's Quick.",0x16f5b,76,Aumenta el motor y crea mas potencia\\ny descarga e incrementa la velocidad.,0x172d6,98,"Kit élargissant le moteur pour plus de puissance\\net de gaz d'échappement, augmentant la vitesse.",0x16c96,90,"A kit that increases engine size for greater\\npower and exhaust, increasing ship's Quick."
453,0x8c374210,0x1b2fb,16,Twin Propellers,0x1b807,16,Twin Propellers,0x1bc7f,14,Double Hélice,0x1b2fb,16,Twin Propellers,0x3e,X,X,X,X,X,0,4,Quick,0,40,6,Dodge%,0,10,-1,None,0,0,-1,None,0,0,0,0,3200,0,0,50,13,35,0,0x16cf0,58,An additional propeller that increases the\\nship's Quick.,0x16fa7,61,Una helice adicional que incrementa\\nla velocidad del navio.,0x17338,62,Une hélice supplémentaire qui augmente la\\nvitesse du navire.,0x16cf0,58,An additional propeller that increases the\\nship's Quick.
454,0x8c374220,0x1b30b,11,Air Intake,0x1b817,11,Air Intake,0x1bc8d,14,Arrivée d'Air,0x1b30b,11,Air Intake,0x3e,X,X,X,X,X,0,4,Quick,0,80,6,Dodge%,0,12,-1,None,0,0,-1,None,0,0,0,0,6800,0,0,50,14,0,0,0x16d2a,90,"Sends clean air into the engine, stabilizing\\nfuel consumption and increasing ship speed.",0x16fe4,85,"Introduce aire limpio en el motor, estabiliza el\\nconsumo e incrementa la velocidad.",0x17376,98,"Envoie de l'air pur dans le moteur, stabilisant\\nla consommation de fuel & augmentant la vitesse.",0x16d2a,90,"Sends clean air into the engine, stabilizing\\nfuel consumption and increasing ship speed."
455,0x8c37422c,0x1b316,11,Twin Turbo,0x1b822,11,Twin Turbo,0x1bc9b,13,Double Turbo,0x1b316,11,Twin Turbo,0x3e,X,X,X,X,X,0,4,Quick,0,90,6,Dodge%,0,15,-1,None,0,0,-1,None,0,0,0,0,8800,0,0,50,15,36,0,0x16d84,79,A compound turbo kit that modifies the engine\\nand increases the ship's Quick.,0x17039,80,Un equipo de turbo que modifica el motor del\\nnavio y aumenta asi la velocidad.,0x173d8,67,Kit turbo qui modifie le moteur et\\naugmente la vitesse du navire.,0x16d84,79,A compound turbo kit that modifies the engine\\nand increases the ship's Quick.
456,0x8c374238,0x1b321,13,Timing Valve,0x1b82d,13,Timing Valve,0x1bca8,14,Réglage Valve,0x1b321,13,Timing Valve,0x3e,X,X,X,X,X,0,4,Quick,0,100,6,Dodge%,0,17,-1,None,0,0,-1,None,0,0,0,0,10800,0,0,50,16,32,0,0x16dd3,81,"Standardizes valve timing to stabilize engine\\nexhaust, increasing ship's Quick.",0x17089,93,Pone a punto las valvulas para reducir el gas\\ndel  escape del motor y aumenta la velocidad.,0x1741b,91,"Optimise le réglage de la valve pour stabiliser\\nles gaz, augmentant la vitesse du navire.",0x16dd3,81,"Standardizes valve timing to stabilize engine\\nexhaust, increasing ship's Quick."
457,0x8c374248,0x1b32e,13,Triple Turbo,0x1b83a,13,Triple Turbo,0x1bcb6,13,Triple Turbo,0x1b32e,13,Triple Turbo,0x3e,X,X,X,X,X,0,4,Quick,0,130,6,Dodge%,0,20,-1,None,0,0,-1,None,0,0,0,0,12800,0,0,50,17,33,0,0x16e24,98,"A triple turbo kit for maximum engine power, for\\na speed boost even greater than the Twin Turbo.",0x170e6,92,"Triple turbo que mejora la potencia del motor\\ny la velocidad, aun mas que el Turbo Gemelo.",0x17476,90,Kit triple turbo pour une puissance maximale\\net plus d'accélération que le Double Turbo.,0x16e24,98,"A triple turbo kit for maximum engine power, for\\na speed boost even greater than the Twin Turbo."
458,0x8c374258,0x1b33b,16,High Torque Kit,0x1b847,16,High Torque Kit,0x1bcc3,11,Kit Couple,0x1b33b,16,High Torque Kit,0x3e,X,X,X,X,X,0,4,Quick,0,150,6,Dodge%,0,23,-1,None,0,0,-1,None,0,0,0,0,14800,0,0,50,18,19,0,0x16e86,82,"Raises durability for greater power through\\nhigher RPM's, increasing ship speed.",0x17142,87,Aumenta la resistencia y la potencia subiendo\\nlas revoluciones. Aumenta la velocidad.,0x174d0,70,Accroît la solidité augmentant la puissance et\\nla vitesse du navire.,0x16e86,82,"Raises durability for greater power through\\nhigher RPM's, increasing ship speed."
459,0x8c374268,0x1b34b,13,Double Shaft,0x1b857,13,Double Shaft,0x1bcce,13,Double Tuyau,0x1b34b,13,Double Shaft,0x3e,X,X,X,X,X,0,4,Quick,0,200,6,Dodge%,0,26,-1,None,0,0,-1,None,0,0,0,0,16640,0,0,50,19,10,0,0x16ed8,97,"Splits the engine into two independent stages,\\ndoubling power output and increasing ship speed.",0x17199,92,"Divide el motor en dos secciones, duplica la\\n potencia de descarga y aumenta la velocidad.",0x17516,77,"Divise le moteur, doublant la\\npuissance et augmentant la vitesse du navire.",0x16ed8,97,"Splits the engine into two independent stages,\\ndoubling power output and increasing ship speed."
460,0x8c374278,0x1b358,13,Armored Deck,0x1b864,13,Armored Deck,0x1bcdb,12,Pont Blindé,0x1b358,13,Armored Deck,0x3e,X,X,X,X,X,0,2,Defense,0,10,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,1000,0,0,50,20,5,0,0x16f39,69,"A standard armored deck, commonly available.\\nImproves ship Defense.",0x171f5,89,"Cubierta blindada estandar, disponible para\\ncomprar en todas partes. Mejora la defensa.",0x17563,75,"Pont blindé normal, facilement disponible.\\nAméliore la défense du navire.",0x16f39,69,"A standard armored deck, commonly available.\\nImproves ship Defense."
461,0x8c374288,0x1b365,11,Steel Deck,0x1b871,11,Steel Deck,0x1bce7,13,Pont d'acier,0x1b365,11,Steel Deck,0x3e,X,X,X,X,X,0,2,Defense,0,20,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,1900,0,0,50,21,31,0,0x16f7e,73,A deck armored with multiple layers of steel.\\nHas high defensive power.,0x1724e,77,Cubierta blindada con varias capas de acero.\\nTiene un gran poder defensivo.,0x175ae,82,Pont blindé avec plusieurs couches d'acier.\\nA un pouvoir défensif très efficace.,0x16f7e,73,A deck armored with multiple layers of steel.\\nHas high defensive power.
462,0x8c374294,0x1b370,13,Slanted Deck,0x1b87c,13,Slanted Deck,0x1bcf4,13,Pont Incliné,0x1b370,13,Slanted Deck,0x3e,X,X,X,X,X,0,2,Defense,0,30,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,2200,0,0,50,22,27,0,0x16fc7,95,Deflects projectiles with slanted plates atop\\na standard armored deck. Improves ship Defense.,0x1729b,93,"Desvia los proyectiles con placas inclinadas\\nen la cubierta, y mejora la defensa del navio.",0x17600,90,Dévie les tirs avec des plaques inclinées\\nsupérieur au pont blindé. Améliore la défense.,0x16fc7,95,Deflects projectiles with slanted plates atop\\na standard armored deck. Improves ship Defense.
463,0x8c3742a4,0x1b37d,14,Compound Deck,0x1b889,14,Compound Deck,0x1bd01,13,Pont Composé,0x1b37d,14,Compound Deck,0x3e,X,X,X,X,X,0,2,Defense,0,40,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,5500,0,0,50,23,9,0,0x17026,75,A deck armored with layers of different steels.\\nHas high defensive power.,0x172f8,81,Cubierta blindada con capas de aceros\\ndistintos. Tiene un gran poder defensivo.,0x1765a,84,Pont blindé avec différentes couches d'acier.\\nA un pouvoir défensif très efficace.,0x17026,75,A deck armored with layers of different steels.\\nHas high defensive power.
464,0x8c3742b4,0x1b38b,17,Heavy Armor Deck,0x1b897,17,Heavy Armor Deck,0x1bd0e,17,Pont superblindé,0x1b38b,17,Heavy Armor Deck,0x3e,X,X,X,X,X,0,2,Defense,0,55,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,6700,0,0,50,24,18,0,0x17071,87,A deck with armor three times as thick as the\\nstandard weight. Improves ship Defense.,0x17349,86,Cubierta con un blindaje de peso tres veces\\nsuperior al estandar. Mejora la defensa.,0x176ae,83,Pont au blindage 3 fois plus épais que la\\nnormale. Améliore la défense du navire.,0x17071,87,A deck with armor three times as thick as the\\nstandard weight. Improves ship Defense.
465,0x8c3742c8,0x1b39c,11,Alloy Deck,0x1b8a8,11,Alloy Deck,0x1bd1f,15,Pont d'alliage,0x1b39c,11,Alloy Deck,0x3e,X,X,X,X,X,0,2,Defense,0,70,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,7300,0,0,50,25,2,0,0x170c8,80,A deck armored with an alloy including Moon\\nStone dust. Improves ship Defense.,0x1739f,81,Cubierta blindada con una aleacion de\\npolvo de Piedra Lunar. Mejora la defensa.,0x17701,94,Pont blindé d'alliage composé de poussière de\\nPierre de Lune. Améliore la défense du navire.,0x170c8,80,A deck armored with an alloy including Moon\\nStone dust. Improves ship Defense.
466,0x8c3742d4,0x1b3a7,12,Dragon Deck,0x1b8b3,12,Dragon Deck,0x1bd2e,12,Pont Dragon,0x1b3a7,12,Dragon Deck,0x3e,X,X,X,X,X,0,2,Defense,0,110,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,7900,0,0,50,26,11,0,0x17118,95,An armored deck created by Yafutoman craftsmen.\\nBeautiful and greatly improves ship Defenses.,0x173f0,83,Cubierta blindada por artesanos de Yafutoma.\\nEs bonita y mejora mucho la defensa.,0x1775f,94,Pont blindé crée par des artisans Yafutoman.\\nAméliore considérablement la défense du navire.,0x17118,95,An armored deck created by Yafutoman craftsmen.\\nBeautiful and greatly improves ship Defenses.
467,0x8c3742e0,0x1b3b3,13,Ancient Deck,0x1b8bf,13,Ancient Deck,0x1bd3a,12,Pont Ancien,0x1b3b3,13,Ancient Deck,0x3e,X,X,X,X,X,0,2,Defense,0,150,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,8500,0,0,50,27,3,0,0x17177,89,"A deck armored with a rare, mysterious metal\\nfrom ancient times. Improves ship Defense.",0x17443,90,"Cubierta blindada con un metal misterioso de\\ntiempos ancestrales, que mejora la defensa.",0x177bd,90,Pont blindé en métal rare et mystérieux des\\nancien temps. Améliore la défense du navire.,0x17177,89,"A deck armored with a rare, mysterious metal\\nfrom ancient times. Improves ship Defense."
468,0x8c3742f0,0x1b3c0,12,Silver Deck,0x1b8cc,12,Silver Deck,0x1bd46,14,Pont d'argent,0x1b3c0,12,Silver Deck,0x3e,X,X,X,X,X,0,2,Defense,0,200,6,Dodge%,0,1,4,Quick,0,3,-1,None,0,0,0,0,11000,0,0,50,28,26,0,0x171d0,93,An armored deck supplemented with high grade\\nMoonstones. Their power improves ship Defense.,0x1749d,78,Cubierta blindada reforzada con Piedras\\nEs bonita y mejora mucho la defensa.,0x17817,95,Pont blindé renforcé avec des Pierres de Lune\\nde qualité qui améliorent la défense du navire.,0x171d0,93,An armored deck supplemented with high grade\\nMoonstones. Their power improves ship Defense.
469,0x8c3742fc,0x1b3cc,15,Sparkling Deck,0x1b8d8,15,Sparkling Deck,0x1bd54,16,Pont Étincelant,0x1b3cc,15,Sparkling Deck,0x3e,X,X,X,X,X,0,2,Defense,0,500,6,Dodge%,0,2,4,Quick,0,6,-1,None,0,0,0,0,13500,0,0,50,29,29,0,0x1722d,87,An armored deck studded with Moonstones of 6\\ndifferent colors. Improves ship Defense.,0x174eb,90,"Cubierta blindada con un metal misterioso de\\ntiempos ancestrales, que mejora la defensa.",0x17876,87,Pont blindé criblé de Pierres de Lune de 6\\ncouleurs différentes. Améliore la défense.,0x1722d,87,An armored deck studded with Moonstones of 6\\ndifferent colors. Improves ship Defense.
470,0x8c37430c,0x1b3db,9,Intercom,0x1b8e7,9,Intercom,0x1bd64,11,Interphone,0x1b3db,9,Intercom,0x3e,X,X,X,X,X,0,7,Value,0,1000,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,1000,0,0,50,30,21,0,0x17284,84,A system for communicating between decks. \\nGood luck keeping Aika from abusing it.,0x17545,90,Sistema de comunicacion entre cubiertas.\\nAika se va a pasar el dia colgada del telefono.,0x178cd,93,Un système pour communiquer entre les ponts.\\nDifficile d'empêcher Aika de trop s'en servir.,0x17284,84,A system for communicating between decks. \\nGood luck keeping Aika from abusing it.
471,0x8c374318,0x1b3e4,17,Enhanced Kitchen,0x1b8f0,17,Enhanced Kitchen,0x1bd6f,17,Cuisine Prestige,0x1b3e4,17,Enhanced Kitchen,0x3e,X,X,X,X,X,0,7,Value,0,5500,2,Defense,0,1,-1,None,0,0,-1,None,0,0,0,0,5500,0,0,50,31,13,0,0x172d8,77,State-of-the-art cooking facilities for great-\\ntasting dinners every night.,0x1759f,90,Instalaciones de cocina con tecnologia punta\\npara preparar cenas ricas todas las noches.,0x1792a,71,Cuisine ultra-moderne pour faire de succulents\\ndîners tous les soirs.,0x172d8,77,State-of-the-art cooking facilities for great-\\ntasting dinners every night.
472,0x8c37432c,0x1b3f5,13,Floor Heater,0x1b901,13,Floor Heater,0x1bd80,17,Chauffage au Sol,0x1b3f5,13,Floor Heater,0x3e,X,X,X,X,X,0,7,Value,0,3000,3,MagDef,0,1,-1,None,0,0,-1,None,0,0,0,0,3000,0,0,50,32,15,0,0x17325,78,Takes advantage of engine heat to keep\\nliving quarters nice and comfortable.,0x175f9,87,Aprovecha el calor del motor para mantener\\nuna buena temperatura en las dependencias.,0x17971,87,Utilise la chaleur du moteur pour maintenir les\\nlogements à une température agréable.,0x17325,78,Takes advantage of engine heat to keep\\nliving quarters nice and comfortable.
473,0x8c37433c,0x1b402,13,Air Purifier,0x1b90e,13,Air Purifier,0x1bd91,9,Aérateur,0x1b402,13,Air Purifier,0x3e,X,X,X,X,X,0,7,Value,0,5800,3,MagDef,0,2,-1,None,0,0,-1,None,0,0,0,0,5800,0,0,50,33,1,0,0x17373,87,"Purifies the air below decks to keep everything\\nsmelling clean and fresh, not sweaty.",0x17650,90,"Purifica el aire bajo la cubierta, para tener\\ntodo limpio y agradable, sin olor a sudor.",0x179c8,82,Purifie l'air sous les ponts afin de maintenir\\nune odeur agréable sans humidité.,0x17373,87,"Purifies the air below decks to keep everything\\nsmelling clean and fresh, not sweaty."
474,0x8c37434c,0x1b40f,17,Yafutoman Alcove,0x1b91b,17,Yafutoman Alcove,0x1bd9a,17,Alcôve Yafutoman,0x1b40f,17,Yafutoman Alcove,0x3e,X,X,X,X,X,0,7,Value,0,6700,3,MagDef,0,2,-1,None,0,0,-1,None,0,0,0,0,6700,0,0,50,34,39,0,0x173ca,71,A bit of Yafutoman culture to help calm the mind\\nand soothe the soul.,0x176aa,79,Un poco de cultura Yafutoman para\\ncrear paz de espiritu y la claridad mental.,0x17a1a,80,Un peu de culture Yafutoman pour contribuer à la\\npaix de l'esprit et de l'âme.,0x173ca,71,A bit of Yafutoman culture to help calm the mind\\nand soothe the soul.
475,0x8c374360,0x1b420,14,Soundproofing,0x1b92c,14,Soundproofing,0x1bdab,15,Insonorisation,0x1b420,14,Soundproofing,0x3e,X,X,X,X,X,0,7,Value,0,11000,2,Defense,0,1,-1,None,0,0,-1,None,0,0,0,0,11000,0,0,50,35,28,0,0x17411,90,"Blocks annoying engine noise for a better\\nnight's sleep, reducing fatigue on long trips.",0x176f9,74,Reduce el molesto ruido del motor\\npara dormir bien en los viajes largos.,0x17a6a,96,Supprime les bruits du moteur pour mieux dormir\\net ainsi réduire la fatigue des longs voyages.,0x17411,90,"Blocks annoying engine noise for a better\\nnight's sleep, reducing fatigue on long trips."
476,0x8c374370,0x1b42e,16,Expensive Wheel,0x1b93a,16,Expensive Wheel,0x1bdba,17,Gouverne de luxe,0x1b42e,16,Expensive Wheel,0x3e,X,X,X,X,X,0,7,Value,0,8500,4,Quick,0,2,-1,None,0,0,-1,None,0,0,0,0,8500,0,0,50,36,14,0,0x1746b,89,"A custom-made wheel, ergonomically designed in\\nValua. Reduces fatigue for the helmsman.",0x17743,90,Un timon exclusivo con diseno ergonomico\\ncreado en Valua. Facilita la labor del timonel.,0x17aca,88,"Gouvernail traditionnel, conçu ergonomiquement\\nà Valua. Réduit la fatigue du timonier.",0x1746b,89,"A custom-made wheel, ergonomically designed in\\nValua. Reduces fatigue for the helmsman."
477,0x8c374380,0x1b43e,11,Chandelier,0x1b94a,11,Chandelier,0x1bdcb,7,Lustre,0x1b43e,11,Chandelier,0x3e,X,X,X,X,X,0,7,Value,0,9300,2,Defense,0,1,-1,None,0,0,-1,None,0,0,0,0,9300,0,0,50,37,8,0,0x174c4,93,Luxurious lighting favored by Valuan nobility.\\nBrings a touch of opulence to airborne life.,0x1779d,89,Iluminacion favorita de los nobles Valuan.\\nUn toque de distincion en los viajes aereos.,0x17b22,94,Éclairage luxueux prisé par la noblesse Valuan.\\nApporte un peu d'opulence à la vie aérienne.,0x174c4,93,Luxurious lighting favored by Valuan nobility.\\nBrings a touch of opulence to airborne life.
478,0x8c37438c,0x1b449,12,Wooden Doll,0x1b955,12,Wooden Doll,0x1bdd2,15,Poupée de Bois,0x1b449,12,Wooden Doll,0x3e,X,X,X,X,X,0,7,Value,0,7300,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,7300,0,0,50,38,38,0,0x17521,86,"A carved wooden doll, shaped like a cuddly\\nanimal. Simple, cute, and adored by Fina.",0x177f6,83,"Muneco de madera, es un animal rechoncho\\ny carinoso. Es muy mono y Fina lo adora.",0x17b80,84,"Poupée sculptée dans le bois, en forme d'animal.\\nSimple, mignonne et Fina l'adore.",0x17521,86,"A carved wooden doll, shaped like a cuddly\\nanimal. Simple, cute, and adored by Fina."
