Entry ID,[Str. Pos.],[Str. Size],[Str. Encoding],Str. Value,[Str. Data]
43,0x2a9ff4,10,Shift_JIS,ma001.mld,"""ma001.mld"""
44,0x2aa000,10,Shift_JIS,MA002.MLD,"""MA002.MLD"""
45,0x2aa00c,10,Shift_JIS,ma002.mld,"""ma002.mld"""
46,0x2aa018,10,Shift_JIS,MA003.MLD,"""MA003.MLD"""
47,0x2aa024,10,Shift_JIS,ma003.mld,"""ma003.mld"""
48,0x2aa030,10,Shift_JIS,MA004.MLD,"""MA004.MLD"""
49,0x2aa03c,10,Shift_JIS,ma004.mld,"""ma004.mld"""
50,0x2aa048,10,Shift_JIS,MA005.MLD,"""MA005.MLD"""
51,0x2aa054,10,Shift_JIS,ma005.mld,"""ma005.mld"""
52,0x2aa060,9,Shift_JIS,%s%s.STD,"""%s%s.STD"""
53,0x2aa070,9,Shift_JIS,ts001010,"""ts001010"""
54,0x2aa07c,9,Shift_JIS,ts001033,"""ts001033"""
55,0x2aa088,9,Shift_JIS,ts001020,"""ts001020"""
56,0x2aa094,9,Shift_JIS,ts001026,"""ts001026"""
57,0x2aa0a0,9,Shift_JIS,ts001027,"""ts001027"""
58,0x2aa0dc,9,Shift_JIS,/battle/,"""/battle/"""
59,0x2aa0e8,12,Shift_JIS,stsicon.mld,"""stsicon.mld"""
60,0x2aa170,11,Shift_JIS,MA%03d.MLD,"""MA%03d.MLD"""
61,0x2aa17c,28,Shift_JIS,incorrect load chara No[%d],"""incorrect load chara No[%d]"""
62,0x2aa198,11,Shift_JIS,MB%03d.MLD,"""MB%03d.MLD"""
63,0x2aa1a4,11,Shift_JIS,MG%03d.MLD,"""MG%03d.MLD"""
64,0x2aa1b0,13,Shift_JIS,E1800000.MLD,"""E1800000.MLD"""
65,0x2aa1c0,15,Shift_JIS,D05000%02X.MLK,"""D05000%02X.MLK"""
66,0x2aa1d0,15,Shift_JIS,F05000%02X.MLK,"""F05000%02X.MLK"""
67,0x2aa220,18,Shift_JIS,Error: tasSetTask,"""Error: tasSetTask"""
68,0x2aa234,24,Shift_JIS,Error: tasSetTask align,"""Error: tasSetTask align"""
69,0x2aa24c,13,Shift_JIS,E99%02d%02d0,"""E99%02d%02d0"""
70,0x2aa25c,13,Shift_JIS,E99%02d%02d1,"""E99%02d%02d1"""
71,0x2aa26c,12,Shift_JIS,M%c%03d.MLD,"""M%c%03d.MLD"""
72,0x2aa278,18,Shift_JIS,E%02d%03d%02d.MLD,"""E%02d%03d%02d.MLD"""
73,0x2aa2cc,13,Shift_JIS,STV%02d.SAMP,"""STV%02d.SAMP"""
74,0x2aa2dc,14,Shift_JIS,B7000000.SAMP,"""B7000000.SAMP"""
75,0x2aa2ec,12,Shift_JIS,CR%03d.SAMP,"""CR%03d.SAMP"""
76,0x2aa2f8,11,Shift_JIS,CR000.SAMP,"""CR000.SAMP"""
77,0x2aa304,11,Shift_JIS,CR101.SAMP,"""CR101.SAMP"""
78,0x2aa310,11,Shift_JIS,CR100.SAMP,"""CR100.SAMP"""
79,0x2aa31c,10,Shift_JIS,/SOUND/%s,"""/SOUND/%s"""
80,0x2aa328,20,Shift_JIS,/SOUND/STV%02d.SAMP,"""/SOUND/STV%02d.SAMP"""
81,0x2aa33c,10,Shift_JIS,KO%04dS%s,"""KO%04dS%s"""
82,0x2aa348,12,Shift_JIS,B702%04dS%s,"""B702%04dS%s"""
83,0x2aa354,10,Shift_JIS,B702%dS%s,"""B702%dS%s"""
84,0x2aa36c,11,Shift_JIS,0123456789,"""0123456789"""
85,0x2aa378,44,Shift_JIS,Memory Allocate Error(bGetModelPolygonData),"""Memory Allocate Error(bGetModelPolygonData)"""
86,0x2aa3e0,15,Shift_JIS,/BCHARA/%s.STD,"""/BCHARA/%s.STD"""
87,0x2aa3f0,16,Shift_JIS,/BCHARA/%s0.STD,"""/BCHARA/%s0.STD"""
88,0x2aa400,15,Shift_JIS,F05000%02X.MLK,"""F05000%02X.MLK"""
89,0x2aa410,9,Shift_JIS,/BEFF/%s,"""/BEFF/%s"""
90,0x2aa41c,9,Shift_JIS,/BCHARA/,"""/BCHARA/"""
91,0x2aa440,7,Shift_JIS,Increm,"""Increm"""
92,0x2aa464,9,Shift_JIS,Incremus,"""Incremus"""
93,0x2aa488,8,Shift_JIS,Sylenis,"""Sylenis"""
94,0x2aa4ac,7,Shift_JIS,Panika,"""Panika"""
95,0x2aa4d0,6,Shift_JIS,Driln,"""Driln"""
96,0x2aa4f4,8,Shift_JIS,Drilnos,"""Drilnos"""
97,0x2aa518,6,Shift_JIS,Sacri,"""Sacri"""
98,0x2aa53c,7,Shift_JIS,Sacres,"""Sacres"""
99,0x2aa560,7,Shift_JIS,Sacrum,"""Sacrum"""
100,0x2aa584,9,Shift_JIS,Sacrulen,"""Sacrulen"""
101,0x2aa5a8,5,Shift_JIS,Noxi,"""Noxi"""
102,0x2aa5cc,6,Shift_JIS,Noxus,"""Noxus"""
103,0x2aa5f0,8,Shift_JIS,Slipara,"""Slipara"""
104,0x2aa614,6,Shift_JIS,Quika,"""Quika"""
105,0x2aa638,6,Shift_JIS,Curia,"""Curia"""
106,0x2aa65c,6,Shift_JIS,Risan,"""Risan"""
107,0x2aa680,8,Shift_JIS,Riselem,"""Riselem"""
108,0x2aa6a4,7,Shift_JIS,Eterni,"""Eterni"""
109,0x2aa6c8,8,Shift_JIS,Eternes,"""Eternes"""
110,0x2aa6ec,8,Shift_JIS,Eternum,"""Eternum"""
111,0x2aa710,6,Shift_JIS,Wevli,"""Wevli"""
112,0x2aa734,7,Shift_JIS,Wevles,"""Wevles"""
113,0x2aa758,7,Shift_JIS,Wevlen,"""Wevlen"""
114,0x2aa77c,5,Shift_JIS,Pyri,"""Pyri"""
115,0x2aa7a0,6,Shift_JIS,Pyres,"""Pyres"""
116,0x2aa7c4,6,Shift_JIS,Pyrum,"""Pyrum"""
117,0x2aa7e8,9,Shift_JIS,Crystali,"""Crystali"""
118,0x2aa80c,10,Shift_JIS,Crystales,"""Crystales"""
119,0x2aa830,10,Shift_JIS,Crystalum,"""Crystalum"""
120,0x2aa854,10,Shift_JIS,Crystalen,"""Crystalen"""
121,0x2aa878,8,Shift_JIS,Pyrulen,"""Pyrulen"""
122,0x2aa89c,7,Shift_JIS,Wevlum,"""Wevlum"""
123,0x2aa8c0,8,Shift_JIS,Electri,"""Electri"""
124,0x2aa8e4,9,Shift_JIS,Electres,"""Electres"""
125,0x2aa908,9,Shift_JIS,Electrum,"""Electrum"""
126,0x2aa92c,11,Shift_JIS,Electrulen,"""Electrulen"""
127,0x2aa950,15,Shift_JIS,Volcanic Blast,"""Volcanic Blast"""
128,0x2aa974,13,Shift_JIS,Cinder Storm,"""Cinder Storm"""
129,0x2aa998,14,Shift_JIS,Feather Slash,"""Feather Slash"""
130,0x2aa9bc,5,Shift_JIS,欠番,"""\x8C\x87\x94\xD4"""
131,0x2aa9e0,6,Shift_JIS,Laser,"""Laser"""
132,0x2aaa04,16,Shift_JIS,Thunder of Fury,"""Thunder of Fury"""
133,0x2aaa28,5,Shift_JIS,欠番,"""\x8C\x87\x94\xD4"""
134,0x2aaa4c,16,Shift_JIS,Circle of Panic,"""Circle of Panic"""
135,0x2aaa70,14,Shift_JIS,Ring of Sleep,"""Ring of Sleep"""
136,0x2aaa94,14,Shift_JIS,Target Search,"""Target Search"""
137,0x2aaab8,5,Shift_JIS,欠番,"""\x8C\x87\x94\xD4"""
138,0x2aaadc,7,Shift_JIS,Tackle,"""Tackle"""
139,0x2aab00,13,Shift_JIS,Death Strike,"""Death Strike"""
140,0x2aab24,7,Shift_JIS,Charge,"""Charge"""
141,0x2aab48,11,Shift_JIS,Poison Gas,"""Poison Gas"""
142,0x2aab6c,13,Shift_JIS,Stone Breath,"""Stone Breath"""
143,0x2aab90,5,Shift_JIS,欠番,"""\x8C\x87\x94\xD4"""
144,0x2aabb4,12,Shift_JIS,Random Fire,"""Random Fire"""
145,0x2aabd8,5,Shift_JIS,欠番,"""\x8C\x87\x94\xD4"""
146,0x2aabfc,15,Shift_JIS,Counter Stance,"""Counter Stance"""
147,0x2aac20,16,Shift_JIS,Gather Strength,"""Gather Strength"""
148,0x2aac44,15,Shift_JIS,Counter Stance,"""Counter Stance"""
149,0x2aac68,6,Shift_JIS,Burst,"""Burst"""
150,0x2aac8c,9,Shift_JIS,Terminal,"""Terminal"""
151,0x2aacb0,9,Shift_JIS,Devolver,"""Devolver"""
152,0x2aacd4,15,Shift_JIS,Poisonous Bile,"""Poisonous Bile"""
153,0x2aacf8,14,Shift_JIS,Death Blossom,"""Death Blossom"""
154,0x2aad1c,12,Shift_JIS,Cannon Fire,"""Cannon Fire"""
155,0x2aad40,12,Shift_JIS,Call Allies,"""Call Allies"""
156,0x2aad64,12,Shift_JIS,Call Allies,"""Call Allies"""
157,0x2aad88,12,Shift_JIS,Wheel Blast,"""Wheel Blast"""
158,0x2aadac,12,Shift_JIS,Laser Blast,"""Laser Blast"""
159,0x2aadd0,12,Shift_JIS,Crypt Laser,"""Crypt Laser"""
160,0x2aadf4,12,Shift_JIS,Death Laser,"""Death Laser"""
161,0x2aae18,14,Shift_JIS,Assess Damage,"""Assess Damage"""
162,0x2aae3c,5,Shift_JIS,欠番,"""\x8C\x87\x94\xD4"""
163,0x2aae60,10,Shift_JIS,Steelskin,"""Steelskin"""
164,0x2aae84,6,Shift_JIS,Focus,"""Focus"""
165,0x2aaea8,15,Shift_JIS,Eternal Freeze,"""Eternal Freeze"""
166,0x2aaecc,17,Shift_JIS,Lightning Strike,"""Lightning Strike"""
167,0x2aaef0,14,Shift_JIS,Terrible Bite,"""Terrible Bite"""
168,0x2aaf14,11,Shift_JIS,Deep Sleep,"""Deep Sleep"""
169,0x2aaf38,12,Shift_JIS,Avalauncher,"""Avalauncher"""
170,0x2aaf5c,15,Shift_JIS,Silver Eclipse,"""Silver Eclipse"""
171,0x2aaf80,6,Shift_JIS,Drain,"""Drain"""
172,0x2aafa4,14,Shift_JIS,Turn Recovery,"""Turn Recovery"""
173,0x2aafc8,12,Shift_JIS,Destruction,"""Destruction"""
174,0x2aafec,8,Shift_JIS,Tremble,"""Tremble"""
175,0x2ab010,14,Shift_JIS,Silver Tundra,"""Silver Tundra"""
176,0x2ab034,12,Shift_JIS,Call Allies,"""Call Allies"""
177,0x2ab058,12,Shift_JIS,Call Allies,"""Call Allies"""
178,0x2ab07c,8,Shift_JIS,Explode,"""Explode"""
179,0x2ab0a0,11,Shift_JIS,Stone Ooze,"""Stone Ooze"""
180,0x2ab0c4,13,Shift_JIS,Tundra Blast,"""Tundra Blast"""
181,0x2ab0e8,12,Shift_JIS,Death Waltz,"""Death Waltz"""
182,0x2ab10c,7,Shift_JIS,Engage,"""Engage"""
183,0x2ab130,14,Shift_JIS,Thunder Storm,"""Thunder Storm"""
184,0x2ab154,11,Shift_JIS,Eerie Wail,"""Eerie Wail"""
185,0x2ab178,14,Shift_JIS,Assess Damage,"""Assess Damage"""
186,0x2ab19c,12,Shift_JIS,Death Waltz,"""Death Waltz"""
187,0x2ab1c0,15,Shift_JIS,Vigoro's Charm,"""Vigoro's Charm"""
188,0x2ab1e4,12,Shift_JIS,Laser Blast,"""Laser Blast"""
189,0x2ab208,12,Shift_JIS,Call Allies,"""Call Allies"""
190,0x2ab22c,7,Shift_JIS,Digest,"""Digest"""
191,0x2ab250,14,Shift_JIS,Terrible Bite,"""Terrible Bite"""
192,0x2ab274,8,Shift_JIS,Neglora,"""Neglora"""
193,0x2ab298,10,Shift_JIS,Ice Storm,"""Ice Storm"""
194,0x2ab2bc,12,Shift_JIS,Call Allies,"""Call Allies"""
195,0x2ab2e0,12,Shift_JIS,Call Allies,"""Call Allies"""
196,0x2ab304,12,Shift_JIS,Call Allies,"""Call Allies"""
197,0x2ab328,8,Shift_JIS,Grenade,"""Grenade"""
198,0x2ab34c,11,Shift_JIS,Poison Gas,"""Poison Gas"""
199,0x2ab370,15,Shift_JIS,Sacrum Crystal,"""Sacrum Crystal"""
200,0x2ab394,12,Shift_JIS,Call Allies,"""Call Allies"""
201,0x2ab3b8,12,Shift_JIS,Call Allies,"""Call Allies"""
202,0x2ab3dc,10,Shift_JIS,Discharge,"""Discharge"""
203,0x2ab400,14,Shift_JIS,Tatatimorutto,"""Tatatimorutto"""
204,0x2ab424,11,Shift_JIS,Round Claw,"""Round Claw"""
205,0x2ab448,12,Shift_JIS,Call Allies,"""Call Allies"""
206,0x2ab46c,14,Shift_JIS,Sacri Crystal,"""Sacri Crystal"""
207,0x2ab490,15,Shift_JIS,Sacres Crystal,"""Sacres Crystal"""
208,0x2ab4b4,17,Shift_JIS,Sacrulen Crystal,"""Sacrulen Crystal"""
209,0x2ab4d8,12,Shift_JIS,Call Allies,"""Call Allies"""
210,0x2ab4fc,17,Shift_JIS,Silver Nightmare,"""Silver Nightmare"""
211,0x2ab520,13,Shift_JIS,Silver Binds,"""Silver Binds"""
212,0x2ab544,14,Shift_JIS,Turn Recovery,"""Turn Recovery"""
213,0x2ab568,12,Shift_JIS,Destruction,"""Destruction"""
214,0x2ab58c,12,Shift_JIS,Call Allies,"""Call Allies"""
215,0x2ab5b0,12,Shift_JIS,Call Allies,"""Call Allies"""
216,0x2ab5d4,12,Shift_JIS,Call Allies,"""Call Allies"""
217,0x2ab5f8,15,Shift_JIS,Silver Eclipse,"""Silver Eclipse"""
218,0x2ab61c,17,Shift_JIS,使ってないよねえ,"""\x8Eg\x82\xC1\x82\xC4\x82\xC8\x82\xA2\x82\xE6\x82\xCB\x82\xA6"""
219,0x2ab640,15,Shift_JIS,Fatigue Breath,"""Fatigue Breath"""
220,0x2ab664,15,Shift_JIS,Fatigue Breath,"""Fatigue Breath"""
221,0x2ab688,15,Shift_JIS,Lunar Blessing,"""Lunar Blessing"""
222,0x2ab6ac,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
223,0x2ab6d0,5,Shift_JIS,欠番,"""\x8C\x87\x94\xD4"""
224,0x2ab6f4,10,Shift_JIS,Emergency,"""Emergency"""
225,0x2ab718,12,Shift_JIS,Call Allies,"""Call Allies"""
226,0x2ab73c,8,Shift_JIS,Blaster,"""Blaster"""
227,0x2ab760,7,Shift_JIS,Magic?,"""Magic?"""
228,0x2ab784,13,Shift_JIS,予備ブランク,"""\x97\\\x94\xF5\x83u\x83\x89\x83\x93\x83N"""
229,0x2ab7a8,13,Shift_JIS,予備ブランク,"""\x97\\\x94\xF5\x83u\x83\x89\x83\x93\x83N"""
230,0x2ab7cc,13,Shift_JIS,予備ブランク,"""\x97\\\x94\xF5\x83u\x83\x89\x83\x93\x83N"""
231,0x2ab7f0,13,Shift_JIS,予備ブランク,"""\x97\\\x94\xF5\x83u\x83\x89\x83\x93\x83N"""
232,0x2ab814,13,Shift_JIS,予備ブランク,"""\x97\\\x94\xF5\x83u\x83\x89\x83\x93\x83N"""
233,0x2ab838,12,Shift_JIS,Call Allies,"""Call Allies"""
234,0x2ab85c,12,Shift_JIS,Call Allies,"""Call Allies"""
235,0x2ab880,12,Shift_JIS,Call Allies,"""Call Allies"""
236,0x2ab8a4,12,Shift_JIS,Call Allies,"""Call Allies"""
237,0x2ab8c8,12,Shift_JIS,Call Allies,"""Call Allies"""
238,0x2ab8ec,12,Shift_JIS,Call Allies,"""Call Allies"""
239,0x2ab910,12,Shift_JIS,Call Allies,"""Call Allies"""
240,0x2ab934,12,Shift_JIS,Call Allies,"""Call Allies"""
241,0x2ab958,12,Shift_JIS,Call Allies,"""Call Allies"""
242,0x2ab97c,12,Shift_JIS,Call Allies,"""Call Allies"""
243,0x2ab9a0,13,Shift_JIS,Power Potion,"""Power Potion"""
244,0x2ab9c4,13,Shift_JIS,Speed Potion,"""Speed Potion"""
245,0x2ab9e8,15,Shift_JIS,Sacres Crystal,"""Sacres Crystal"""
246,0x2aba0c,13,Shift_JIS,Death Tackle,"""Death Tackle"""
247,0x2aba30,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
248,0x2aba54,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
249,0x2aba78,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
250,0x2aba9c,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
251,0x2abac0,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
252,0x2abae4,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
253,0x2abb08,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
254,0x2abb2c,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
255,0x2abb50,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
256,0x2abb74,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
257,0x2abb98,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
258,0x2abbbc,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
259,0x2abbe0,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
260,0x2abc04,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
261,0x2abc28,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
262,0x2abc4c,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
263,0x2abc70,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
264,0x2abc94,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
265,0x2abcb8,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
266,0x2abcdc,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
267,0x2abd00,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
268,0x2abd24,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
269,0x2abd48,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
270,0x2abd6c,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
271,0x2abd90,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
272,0x2abdb4,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
273,0x2abdd8,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
274,0x2abdfc,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
275,0x2abe20,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
276,0x2abe44,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
277,0x2abe68,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
278,0x2abe8c,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
279,0x2abeb0,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
280,0x2abed4,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
281,0x2abef8,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
282,0x2abf1c,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
283,0x2abf40,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
284,0x2abf64,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
285,0x2abf88,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
286,0x2abfac,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
287,0x2abfd0,7,Shift_JIS,Search,"""Search"""
288,0x2abff4,11,Shift_JIS,Poison Gas,"""Poison Gas"""
289,0x2ac018,12,Shift_JIS,Fatigue Gas,"""Fatigue Gas"""
290,0x2ac03c,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
291,0x2ac060,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
292,0x2ac084,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
293,0x2ac0a8,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
294,0x2ac0cc,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
295,0x2ac0f0,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
296,0x2ac114,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
297,0x2ac138,13,Shift_JIS,Needle Storm,"""Needle Storm"""
298,0x2ac15c,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
299,0x2ac180,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
300,0x2ac1a4,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
301,0x2ac1c8,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
302,0x2ac1ec,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
303,0x2ac210,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
304,0x2ac234,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
305,0x2ac258,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
306,0x2ac27c,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
307,0x2ac2a0,11,Shift_JIS,Lava Storm,"""Lava Storm"""
308,0x2ac2c4,13,Shift_JIS,Blast Breath,"""Blast Breath"""
309,0x2ac2e8,12,Shift_JIS,Loqua Spray,"""Loqua Spray"""
310,0x2ac30c,13,Shift_JIS,Frost Breath,"""Frost Breath"""
311,0x2ac330,13,Shift_JIS,Frost Breath,"""Frost Breath"""
312,0x2ac354,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
313,0x2ac378,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
314,0x2ac39c,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
315,0x2ac3c0,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
316,0x2ac3e4,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
317,0x2ac408,7,Shift_JIS,Damyun,"""Damyun"""
318,0x2ac42c,13,Shift_JIS,Slumber Dust,"""Slumber Dust"""
319,0x2ac450,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
320,0x2ac474,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
321,0x2ac498,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
322,0x2ac4bc,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
323,0x2ac4e0,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
324,0x2ac504,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
325,0x2ac528,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
326,0x2ac54c,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
327,0x2ac570,12,Shift_JIS,Call Allies,"""Call Allies"""
328,0x2ac594,12,Shift_JIS,Call Allies,"""Call Allies"""
329,0x2ac5b8,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
330,0x2ac5dc,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
