Entry ID,[Filter],[PC ID],[PC Name],State ID,[State Name],Unk 1,Unk 2,Motion ID,[Motion Name],Motion Flags,Param ID,[Param Name],Unk 3,Blend Time,Play Rate
49,MA000.STD,0,ヴァイス,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,26,グラシャ,0,5.00,1.00
50,MA000.STD,0,ヴァイス,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,27,グラシィ,0,5.00,1.00
51,MA000.STD,0,ヴァイス,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,28,グラシェス,0,5.00,1.00
52,MA000.STD,0,ヴァイス,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,29,グラゾーバ,0,5.00,1.00
53,MA000.STD,0,ヴァイス,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,30,バーノーン,0,5.00,1.00
54,MA000.STD,0,ヴァイス,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,31,ウェイベス,0,5.00,1.00
55,MA000.STD,0,ヴァイス,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,32,ボルタ,0,5.00,1.00
56,MA000.STD,0,ヴァイス,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,33,ボルティ,0,5.00,1.00
57,MA000.STD,0,ヴァイス,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,34,ボルテス,0,5.00,1.00
58,MA000.STD,0,ヴァイス,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,35,ボルドーラ,0,5.00,1.00
59,MA000.STD,0,ヴァイス,24,Exec Magic/S-Move,1,8,59,Super Move 1,0b10001010000010000000000000000000,36,カトラスダンス,0,0.00,1.00
60,MA000.STD,0,ヴァイス,24,Exec Magic/S-Move,1,8,60,Super Move 2,0b10001010000010000000000000000000,37,エアロスマッシュ,0,0.00,1.00
61,MA000.STD,0,ヴァイス,24,Exec Magic/S-Move,1,8,61,Super Move 3,0b10001000000010000000000000000000,38,ジョリーロジャー,0,0.00,1.00
62,MA000.STD,0,ヴァイス,24,Exec Magic/S-Move,1,8,62,Super Move 4,0b10001000000010000000000000000000,50,リヴェンジ,0,0.00,1.00
63,MA000.STD,0,ヴァイス,24,Exec Magic/S-Move,1,8,63,Super Move 5,0b10001000000010000000000000000000,51,スカルシールド,0,0.00,1.00
64,MA000.STD,0,ヴァイス,24,Exec Magic/S-Move,1,8,64,Blue Rogues,0b10001000000000000000000000000000,60,クルークルー,0,0.00,1.00
65,MA000.STD,0,ヴァイス,24,Exec Magic/S-Move,1,8,65,Prophecy,0b10001000000000000000000000000000,61,バッカニアーズ,0,0.00,1.00
66,MA000.STD,0,ヴァイス,30,Silver Nightmare,1,8,66,Silver Nightmare,0b10001000000000000000000000000000,10,???,0,5.00,1.00
67,MA000.STD,0,ヴァイス,25,Use Item 3,1,8,20,Use Item 1,0b10001000000000000000000000000000,0,???,0,5.00,1.00
0,MA001.STD,1,アイカ,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MA001.STD,1,アイカ,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,14,5.00,1.00
2,MA001.STD,1,アイカ,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,18,5.00,1.00
3,MA001.STD,1,アイカ,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
4,MA001.STD,1,アイカ,8,Critical Attack,1,8,4,Critical Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
5,MA001.STD,1,アイカ,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MA001.STD,1,アイカ,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
7,MA001.STD,1,アイカ,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MA001.STD,1,アイカ,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
9,MA001.STD,1,アイカ,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,14,0.00,1.00
10,MA001.STD,1,アイカ,13,Dodge,1,8,10,Dodge,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
11,MA001.STD,1,アイカ,14,Defeat,1,8,11,Defeat,0b10011010001000000000000000000000,-1,None,0,5.00,1.00
12,MA001.STD,1,アイカ,15,Revive,1,8,12,Revive,0b10011010001000000000000000000000,-1,None,0,0.10,1.00
13,MA001.STD,1,アイカ,17,Focus,1,8,13,Focus,0b10011000001010000000000000000000,-1,None,0,5.00,1.00
14,MA001.STD,1,アイカ,19,Withdraw,1,8,14,Widthdraw,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
15,MA001.STD,1,アイカ,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,14,5.00,1.00
16,MA001.STD,1,アイカ,21,Cast Magic,1,8,16,Magic,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
17,MA001.STD,1,アイカ,26,Victory 1,1,8,17,Victory 1,0b10011000000010000000000000000000,-1,None,0,5.00,1.00
18,MA001.STD,1,アイカ,27,Victory 2,1,8,18,Victory 2,0b10011000000010000000000000000000,-1,None,0,5.00,1.00
19,MA001.STD,1,アイカ,28,Victory 3 (Injured),1,8,19,Victory 3 (Injured),0b10011000000010000000000000000000,-1,None,0,5.00,1.00
20,MA001.STD,1,アイカ,16,Use Item 1,1,8,20,Use Item 1,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
21,MA001.STD,1,アイカ,32,Knockdown,1,10,21,Knockdown,0b10001010001000000000000000000000,-1,None,0,0.00,1.00
22,MA001.STD,1,アイカ,23,Use Item 2,1,8,20,Use Item 1,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
23,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,0,アパ,0,5.00,1.00
24,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,1,アポス,0,5.00,1.00
25,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,2,サイレシャ,0,5.00,1.00
26,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,3,パニカ,0,5.00,1.00
27,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,4,ダウナ,0,5.00,1.00
28,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,5,ダウノス,0,5.00,1.00
29,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,6,サプラ,0,5.00,1.00
30,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,7,サプリィ,0,5.00,1.00
31,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,8,サプレス,0,5.00,1.00
32,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,9,サプローネ,0,5.00,1.00
33,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,10,プワザ,0,5.00,1.00
34,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,11,プワゾーク,0,5.00,1.00
35,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,12,スリーパ,0,5.00,1.00
36,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,13,クイッカ,0,5.00,1.00
37,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,14,キュア,0,5.00,1.00
38,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,15,ライザ,0,5.00,1.00
39,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,16,ライゾン,0,5.00,1.00
40,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,17,ジェダ,0,5.00,1.00
41,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,18,ジェデス,0,5.00,1.00
42,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,19,ジェドーサ,0,5.00,1.00
43,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,20,ウェイバ,0,5.00,1.00
44,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,21,ウェイビィ,0,5.00,1.00
45,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,22,ウェボーン,0,5.00,1.00
46,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,23,バーナ,0,5.00,1.00
47,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,24,バーニィ,0,5.00,1.00
48,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,25,バーネス,0,5.00,1.00
49,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,26,グラシャ,0,5.00,1.00
50,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,27,グラシィ,0,5.00,1.00
51,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,28,グラシェス,0,5.00,1.00
52,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,29,グラゾーバ,0,5.00,1.00
53,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,30,バーノーン,0,5.00,1.00
54,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,31,ウェイベス,0,5.00,1.00
55,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,32,ボルタ,0,5.00,1.00
56,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,33,ボルティ,0,5.00,1.00
57,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,34,ボルテス,0,5.00,1.00
58,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,35,ボルドーラ,0,5.00,1.00
59,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,59,Super Move 1,0b10001000000010000000000000000000,39,オメガサイクロン,0,0.00,1.00
60,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,60,Super Move 2,0b10001000000010000000000000000000,40,アルファストーム,0,5.00,1.00
61,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,61,Super Move 3,0b10001000000010000000000000000000,41,ラムダバースト,0,0.00,1.00
62,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,62,Super Move 4,0b10001000000010000000000000000000,52,デルタシールド,0,5.00,1.00
63,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,63,Super Move 5,0b10001000000010000000000000000000,53,ユプシロンミラー,0,5.00,1.00
64,MA001.STD,1,アイカ,24,Exec Magic/S-Move,1,8,64,Blue Rogues,0b10001000000000000000000000000000,61,バッカニアーズ,0,5.00,1.00
65,MA001.STD,1,アイカ,30,Silver Nightmare,1,8,65,Prophecy,0b10001000000000000000000000000000,10,???,0,5.00,1.00
66,MA001.STD,1,アイカ,25,Use Item 3,1,8,20,Use Item 1,0b10001000000000000000000000000000,0,???,0,5.00,1.00
0,MA002.STD,2,ファイナ,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MA002.STD,2,ファイナ,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,1,5.00,1.00
2,MA002.STD,2,ファイナ,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
3,MA002.STD,2,ファイナ,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,0.10,1.00
4,MA002.STD,2,ファイナ,8,Critical Attack,1,8,4,Critical Attack,0b10001000000000000000000000000000,-1,None,0,0.10,1.00
5,MA002.STD,2,ファイナ,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MA002.STD,2,ファイナ,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
7,MA002.STD,2,ファイナ,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MA002.STD,2,ファイナ,11,Take Damage 3,1,10,5,Take Damage 1,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
9,MA002.STD,2,ファイナ,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
10,MA002.STD,2,ファイナ,13,Dodge,1,8,10,Dodge,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
11,MA002.STD,2,ファイナ,14,Defeat,1,8,11,Defeat,0b10011000000000000000000000000000,-1,None,0,5.00,1.00
12,MA002.STD,2,ファイナ,15,Revive,1,8,12,Revive,0b10011010000000000000000000000000,-1,None,0,0.10,1.00
13,MA002.STD,2,ファイナ,17,Focus,1,8,13,Focus,0b10011010000010000000000000000000,-1,None,0,0.10,1.00
14,MA002.STD,2,ファイナ,19,Withdraw,1,8,14,Widthdraw,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
15,MA002.STD,2,ファイナ,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
16,MA002.STD,2,ファイナ,21,Cast Magic,1,8,16,Magic,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
17,MA002.STD,2,ファイナ,26,Victory 1,1,8,17,Victory 1,0b10011000000010000000000000000000,-1,None,0,5.00,1.00
18,MA002.STD,2,ファイナ,27,Victory 2,1,8,18,Victory 2,0b10011010000010000000000000000000,-1,None,0,0.10,1.00
19,MA002.STD,2,ファイナ,28,Victory 3 (Injured),1,8,19,Victory 3 (Injured),0b10011010000010000000000000000000,-1,None,0,0.10,1.00
20,MA002.STD,2,ファイナ,16,Use Item 1,1,8,20,Use Item 1,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
21,MA002.STD,2,ファイナ,32,Knockdown,1,10,21,Knockdown,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
22,MA002.STD,2,ファイナ,23,Use Item 2,1,8,20,Use Item 1,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
23,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,0,アパ,0,5.00,1.00
24,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,1,アポス,0,5.00,1.00
25,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,2,サイレシャ,0,5.00,1.00
26,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,3,パニカ,0,5.00,1.00
27,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,4,ダウナ,0,5.00,1.00
28,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,5,ダウノス,0,5.00,1.00
29,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,6,サプラ,0,5.00,1.00
30,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,7,サプリィ,0,5.00,1.00
31,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,8,サプレス,0,5.00,1.00
32,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,9,サプローネ,0,5.00,1.00
33,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,10,プワザ,0,5.00,1.00
34,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,11,プワゾーク,0,5.00,1.00
35,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,12,スリーパ,0,5.00,1.00
36,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,13,クイッカ,0,5.00,1.00
37,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,14,キュア,0,5.00,1.00
38,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,15,ライザ,0,5.00,1.00
39,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,16,ライゾン,0,5.00,1.00
40,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,17,ジェダ,0,5.00,1.00
41,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,18,ジェデス,0,5.00,1.00
42,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,19,ジェドーサ,0,5.00,1.00
43,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,20,ウェイバ,0,5.00,1.00
44,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,21,ウェイビィ,0,5.00,1.00
45,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,22,ウェボーン,0,5.00,1.00
46,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,23,バーナ,0,5.00,1.00
47,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,24,バーニィ,0,5.00,1.00
48,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,25,バーネス,0,5.00,1.00
49,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,26,グラシャ,0,5.00,1.00
50,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,27,グラシィ,0,5.00,1.00
51,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,28,グラシェス,0,5.00,1.00
52,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,29,グラゾーバ,0,5.00,1.00
53,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,30,バーノーン,0,5.00,1.00
54,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,31,ウェイベス,0,5.00,1.00
55,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,32,ボルタ,0,5.00,1.00
56,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,33,ボルティ,0,5.00,1.00
57,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,34,ボルテス,0,5.00,1.00
58,MA002.STD,2,ファイナ,24,Exec Magic/S-Move,1,8,16,Magic,0b10001000000000000000000000000000,35,ボルドーラ,0,5.00,1.00
